"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"521","2020-05-08 11:12:05-03","UEFS","HUEFS","180458","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Matos, E.N.de","103","2012","05","29",NA,"Brasil","Bahia","Una","Fazenda Bolandeira.","-38.983333","-15.35",NA,"Brejo","HUEFS0180458",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W59'","15S21'",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"522","2020-05-08 11:12:05-03","UEFS","HUEFS","190918","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Silva, E.A.","49","2011","09","24",NA,"Brasil","Bahia","Lençóis","Área de garimpo às margens do Rio São José.","-41.379444","-12.593611",NA,NA,"HUEFS0190918",NA,NA,NA,NA,"325","325",NA,NA,NA,"41W22'46''","12S35'37''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"523","2020-05-08 11:12:05-03","UEFS","HUEFS","198606","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Souza, P.F.","140","2006","03","26",NA,"Brasil","Espírito Santo","Vila Velha","Morada do Sol.","-40.343056","-20.462222",NA,NA,"HUEFS0198606",NA,NA,NA,NA,NA,"3",NA,NA,NA,"40W20'35''","20S27'44''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"524","2020-05-08 11:12:04-03","UEFS","HUEFS","3167","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Noblick, L.R.","3009","1984","03","07",NA,"Brasil","Bahia","Lençóis",NA,"-41.383333","-12.566667",NA,NA,"HUEFS0003167","L.P.de Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,"41W23'","12S34'",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"525","2020-05-08 11:12:05-03","UEFS","HUEFS","203971","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Harley, R.M.","56831","2013","12","07",NA,"Brasil","Bahia","Mucugê","27 km de Mucugê em linha reta, próximo a Paiol, indo na estrada de terra para Cascavel .","-41.451667","-13.244722",NA,"Solo encharcado próximo a cultivo.","HUEFS0203971",NA,NA,NA,NA,"1037","1037",NA,NA,NA,"41W27'6''","13S14'41''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"526","2020-05-08 11:12:05-03","UEFS","HUEFS","225568","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Chaves, E.S.","41","2016","02","14",NA,"Brasil","Bahia","Mucugê","Entrada da cidade, lado esquerdo da estrada de terra, mais interior, área degradada.","-41.385","-12.995556",NA,NA,"HUEFS0225568",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W23'6''","12S59'44''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"527","2020-05-08 11:12:05-03","UEFS","HUEFS","242087","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Roque, A.A.","2205","2017","10","04",NA,"Brasil","Rio Grande do Norte","Extremoz","Área de Proteção Ambiental de Jenipabu.","-35.206944","-5.702222",NA,"Restinga.","HUEFS0242087","L.P.Queiroz",NA,NA,NA,NA,NA,"2019","02",NA,"35W12'25''","5S42'8''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"528","2020-05-08 11:12:04-03","UEFS","HUEFS","27193","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Leitão-Filho, H.F.","34653","1996","02","04",NA,"Brasil","São Paulo","Ubatuba","Praia do Tenório e Praia do Cedro.","-45.036389","-23.461111",NA,"Mata de encosta, beira de estrada.","HUEFS0027193","L.P.de Queiroz","HUEFS0027193",NA,NA,NA,NA,"1997","10",NA,"45W2'11''","23S27'40''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"529","2020-05-08 11:12:05-03","UEFS","HUEFS","33791","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Landim, M.","761","1995","11","20",NA,"Brasil","Sergipe",NA,NA,NA,NA,NA,NA,"HUEFS0033791","L.P.de Queiroz",NA,NA,NA,NA,NA,"1998","05",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"530","2020-05-08 11:12:05-03","UEFS","HUEFS","48209","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Vieira, J.G.","72","1981","10","20",NA,"Brasil","Espírito Santo","Linhares","Fazenda Lagoa Dourada.","-40.066667","-19.383333",NA,"Mata Atlântica. Solo arenoso.","HUEFS0048209","L.P.de Queiroz",NA,NA,NA,"33","33","2000","12",NA,"40W4'","19S23'",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"531","2020-05-08 11:12:05-03","UEFS","HUEFS","50551","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Queiroz, E.P.","47","1999","09","17",NA,"Brasil","Bahia","Salvador","Região Metropolitana, Dunas de Stella Maris.","-38.5","-12.966667",NA,NA,"HUEFS0050551",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W30'","12S58'",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"532","2020-05-08 11:12:05-03","UEFS","HUEFS","51151","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Brügger, M.C.","24834","1988","04","03",NA,"Brasil","Espírito Santo",NA,"Iriri.",NA,NA,NA,NA,"HUEFS0051151","L.P.Queiroz",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"533","2020-05-08 11:12:05-03","UEFS","HUEFS","53527","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Melo, E.","3465","2001","04","22",NA,"Brasil","Bahia","Morro do Chapéu","Ca. 11km N de Morro do Chapéu, na estrada para Jacobina.","-41.068056","-11.481389",NA,"Vegetação herbáceo-arbustiva em bancos de areia e arbustivo-arbórea na margem do rio.","HUEFS0053527","L.P.de Queiroz",NA,NA,NA,"845","845","2008","07",NA,"41W4'5''","11S28'53''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"534","2020-05-08 11:12:05-03","UEFS","HUEFS","57568","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Nunes, T.S.","739","2002","01","07",NA,"Brasil","Bahia","Una","Próximo a Reserva Biológica de UNA, beira de estrada.","-39.026667","-15.187778",NA,"Restinga arbórea.","HUEFS0057568","L.P.de Queiroz",NA,NA,NA,"434","434","2002","08",NA,"39W1'36''","15S11'16''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"535","2020-05-08 11:12:05-03","UEFS","HUEFS","61126","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Conceição, A.S.","150","1997","12","06",NA,"Brasil","Bahia","Salvador","Parque Metropolitano de Pituaçu.","-38.416389","-12.945556",NA,"Vegetação Secundária de Floresta Atlântica e Restinga (antropizada). Solo argiloso.","HUEFS0061126","A.S.Conceição",NA,NA,NA,NA,NA,"1998","01",NA,"38W24'59''","12S56'44''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"536","2020-05-08 11:12:05-03","UEFS","HUEFS","61197","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Conceição, A.S.","95","1997","11","29",NA,"Brasil","Bahia","Salvador","Parque Metropolitano de Pituaçu.","-38.416389","-12.945556",NA,"Vegetação Secundária de Floresta Atlântica e Restinga (antropizada). Solo argiloso.","HUEFS0061197","A.S.Conceição",NA,NA,NA,NA,NA,"1998","01",NA,"38W24'59''","12S56'44''",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"537","2020-05-08 11:12:05-03","UEFS","HUEFS","51919","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Veiga, R.F.de A.","205","1987","10","26",NA,"Brasil","Pará",NA,"A 43,1km do entrocamento da Br-316 para Vígia.","-48.066667",NA,NA,"Mata.","HUEFS0051919","L.P.de Queiroz",NA,NA,NA,"15","15","2018","09",NA,"48W4'",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"538","2020-05-08 11:12:05-03","UEFS","HUEFS","27615","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Félix, L.P.","6790","1995","01","24",NA,"Brasil","Bahia","Andaraí",NA,"-41.3314018249512","-12.8072004318237",NA,NA,"HUEFS0027615","L.P.de Queiroz",NA,NA,NA,NA,NA,"1997","06",NA,NA,NA,"58558","auto","Rosanae",NA,NA,NA,NA,NA
"539","2020-05-08 11:12:04-03","UEFS","HUEFS","24306","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Mattos-Silva, L.A.","3368","1996","03","29",NA,"Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,NA,"HUEFS0024306",NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,"36070","auto","Rosanae",NA,NA,NA,NA,NA
"540","2020-05-08 11:12:05-03","UEFS","HUEFS","200352","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Braga, J.M.A.","263","1993","02","28",NA,"Brasil","Espírito Santo","Guarapari","Bairro Setiba, Restinga de Setiba, próximo ao condomínio Aldeia de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"HUEFS0200352","L.P.de Queiroz",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"28401","auto","Rosanae",NA,NA,NA,NA,NA
"541","2020-05-08 11:12:05-03","UEFS","HUEFS","209465","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Lacerda, M.","1509","2009","10","11",NA,"Brasil","Bahia","Morro do Chapéu","Beira da estrada.","-41.1561012268066","-11.5500001907349",NA,NA,"HUEFS0209465","L.P.Queiroz",NA,NA,NA,NA,NA,"2016","04",NA,NA,NA,"98143","auto","Rosanae",NA,NA,NA,NA,NA
"542","2020-05-08 11:12:05-03","UEFS","HUEFS","30170","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Coradin, L.","2862","1980","07","15",NA,"Brasil","Bahia","Ilhéus","Br - 001, Rodovia Pontal-Olivença, km 3.","-39.0494003295898","-14.7889003753662",NA,"Mata higrófila Sul Bahiana. solo argiloso.","HUEFS0030170","L.P.de Queiroz",NA,NA,NA,"10","10","2018","08",NA,NA,NA,"61245","auto","Rosanae",NA,NA,NA,NA,NA
"543","2020-05-08 11:12:05-03","UEFS","HUEFS","138571","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Almeida, L.","EAC2928","2007","10","13",NA,"Brasil","Ceará","Fortaleza","Campus do Pici.","-38.543098449707","-3.71722006797791",NA,NA,"HUEFS0138571","L.P.de Queiroz",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"19924","auto","Rosanae",NA,NA,NA,NA,NA
"544","2020-05-08 11:12:05-03","UEFS","HUEFS","147245","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Moro, M.F.","570","2008","05","23",NA,"Brasil","Ceará","Fortaleza","Fragmento de vegetação de cerca de 25 ha na zona urbana de Fortaleza (CE), adjacente à Av.Oliveira Paiva, pertencentes aos Correios; bairro Cambeba. Tabuleiro pré-litorâneo.","-38.543098449707","-3.71722006797791",NA,NA,"HUEFS0147245","L.P.de Queiroz",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"19924","auto","Rosanae",NA,NA,NA,NA,NA
"545","2020-05-08 11:12:05-03","UEFS","HUEFS","32512","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Robim, M.J.","891","1996","07","22",NA,"Brasil","São Paulo","Ubatuba","P.E. Ilha Anchieta, trilha da Prainha, parcela 2.","-45.0699996948242","-23.4300003051758",NA,NA,"HUEFS0032512","L.P.de Queiroz",NA,NA,NA,NA,NA,"1998","02",NA,NA,NA,"34265","auto","Rosanae",NA,NA,NA,NA,NA
"546","2020-05-08 11:12:05-03","UEFS","HUEFS","62021","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Carvalho, A.","89","2001","11","17",NA,"Brasil","Piauí","Piracuruca","PNSC, no caminho para a Cachoeira do Riachão.","-41.7092018127441","-3.92806005477905",NA,NA,"HUEFS0062021","L.P.de Queiroz",NA,NA,NA,NA,NA,"2002","08",NA,NA,NA,"41625","auto","Rosanae",NA,NA,NA,NA,NA
"547","2020-05-08 11:12:05-03","UEFS","HUEFS","211787","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Tavares, S.","485","1959","01","25",NA,"Brasil","Pernambuco","Igarassu","Porto Adiantado, Margem da estrada.","-34.9063987731934","-7.83416986465454",NA,NA,"HUEFS0211787","L.P.de Queiroz",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"24709","auto","Rosanae",NA,NA,NA,NA,NA
"548","2020-05-08 11:12:05-03","UEFS","HUEFS","81173","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Mattos-Silva, L.A.","4523","2002","03","15",NA,"Brasil","Bahia","Una","Povoado de Comandatuba, ramal para praia com entrda na Fazenda Bolandeira, 2 km ao norte.","-39.0752983093262","-15.2932996749878",NA,"Restinga arbustiva. Solo arenoso.","HUEFS0081173","L.P.de Queiroz","HUEFS0081173",NA,NA,NA,NA,"2005","06",NA,NA,NA,"36070","auto","Rosanae",NA,NA,NA,NA,NA
"549","2020-05-08 11:12:05-03","UEFS","HUEFS","143541","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pastore, J.F.B.","2536","2008","01","03",NA,"Brasil","Pernambuco","Cabo de Santo Agostinho","Praia de Calhetas.","-35.0349998474121","-8.28666973114014",NA,"Mata Atlântica.","HUEFS0143541","L.P.de Queiroz",NA,NA,NA,NA,NA,"2008","02",NA,NA,NA,"25282","auto","Rosanae",NA,NA,NA,NA,NA
"550","2020-05-08 11:12:05-03","UEFS","HUEFS","84657","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Olivo, M.","24","2003","09","19",NA,"Brasil","Pernambuco","Ipojuca","RPPN - Nossa Senhora do Outeiro de Maracaípe","-35.0638999938965","-8.39888954162598",NA,"Restinga.","HUEFS0084657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22847","auto","Rosanae",NA,NA,NA,NA,NA
"551","2020-05-08 11:12:05-03","UEFS","HUEFS","40711","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Funch, R.","117","1998","07","29",NA,"Brasil","Bahia","Lençóis","Vale do Rio São José.","-41.3899993896484","-12.563099861145",NA,"Área degradada por atividade de garimpo mecanizado de diamante.","HUEFS0040711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47385","auto","Rosanae",NA,NA,NA,NA,NA
"552","2019-06-11 13:24:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia glabrior",NA,"J. S. Blanchet","34",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,"RRC ID Flag",NA,"glabrior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","34",NA,NA,NA,NA
"553","2019-06-11 13:44:01-03","F","FMNH-SEEDPLANTS","V0349425F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia laurifolia",NA,"H. S. Irwin","55921","1963","9","22","South America","Suriname","Sipaliwini",NA,NA,NA,NA,NA,NA,"V0349425F","RRC ID Flag","V0349425F_01","laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","55921",NA,NA,NA,NA
"554","2019-01-25 15:40:33-02","IAC","IAC","25700","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","C. Pacheco","s/nº","1958",NA,NA,NA,"Brasil","São Paulo","São Paulo","Estrada de São Paulo","-46.6361","-23.5475",NA,NA,NA,"C. Pacheco",NA,NA,NA,NA,NA,"1958","06","30","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA
"555","2019-01-25 15:40:33-02","IAC","IAC","10240","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","J.M. Pires","1025","1947","11","15",NA,"Brasil","Amazonas",NA,"Rio Uapés, Panuré",NA,NA,NA,"Recebido do Instituto Agronomico do Norte",NA,"P.R. Fantz",NA,NA,NA,NA,NA,"1976","04","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2019-01-25 15:40:33-02","IAC","IAC","12415","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","G.A. Black","2403","1948","04","27",NA,"Brasil","Amazonas",NA,"Rio Negro",NA,NA,NA,"Plantas recebidas do Instituto Agronômico do Norte, do Sr J.M.Pires em maio de 1950",NA,"A.K. Pastorek",NA,NA,NA,NA,NA,"2005","06","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2019-01-25 15:40:33-02","IAC","IAC","21535","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","H.F. Leitão Filho & C. Aranha","s/nº","1968","10","15",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0711","-23.4339",NA,NA,NA,"L.P. Queiroz",NA,NA,NA,NA,NA,"1999","02","15","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,NA,NA
"558","2020-07-23 12:07:16-03","CEPLAC","CEPEC","33297","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"L. R. Noblick","2484","1982","12","14",NA,"Brasil","Bahia","FEIRA DE SANTANA","A SW da Area de Controle da Caraiba Metais..","-38.313056","-12.326389",NA,"<ll>dwc_commonname:</ll> Feijao-bravo",NA,"L. R. Noblick",NA,NA,NA,NA,NA,NA,NA,NA,"38W18'47","12S19'35",NA,NA,NA,NA,NA,"06/04/1983",NA,NA
"559","2020-07-23 12:07:16-03","CEPLAC","CEPEC","10552","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"R. M. Harley","17064","1974","03","17",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","11Km ao S cidade.","-39.016667","-16.366667",NA,NA,NA,"L. A. Mattos-Silva",NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","16S22'",NA,NA,NA,NA,NA,"30/12/1975",NA,NA
"560","2020-07-23 12:07:16-03","CEPLAC","CEPEC","114300","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"Souza, C. S. D.","49","2006","09","20",NA,"Brasil","Bahia","MARAÚ","Beira da Estrada Ubaitaba - Maraú, cerca de 4 km do fim do desvio para Itacaré.","-39.021667","-14.177778",NA,"CEPEC, UEC, RB, HUEFS.",NA,"M. M. M. Lopes",NA,NA,NA,NA,NA,NA,NA,NA,"39W1'18","14S10'40",NA,NA,NA,NA,NA,NA,NA,NA
"561","2020-07-23 12:07:16-03","CEPLAC","CEPEC","134632","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"Lacerda, V. D.","34","2011","02","09",NA,"Brasil","Bahia","ITACARÉ","Campo Cheiroso","-39.039722","-14.380556",NA,NA,NA,"L.P.de Queiroz",NA,NA,NA,"100","100",NA,NA,NA,"39W2'23","14S22'50",NA,NA,NA,NA,NA,NA,NA,NA
"562","2020-07-23 12:07:16-03","CEPLAC","CEPEC","18934","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"R. M. Harley","18530","1980","03","03",NA,"Brasil","Bahia","MARAÚ","12Km ao N da Rod. juncao Marau/Ponta do Muta.","-38.966667","-14.033333",NA,NA,NA,"G. P. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,"38W58'","14S2'",NA,NA,NA,NA,NA,"30/11/1978",NA,NA
"563","2020-07-23 12:07:16-03","CEPLAC","CEPEC","18936","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"R. M. Harley","18063","1977","01","18",NA,"Brasil","Bahia","PRADO","47Km ao N Prado. Cumuruxatiba.","-39.183333","-17.1",NA,NA,NA,"G. P. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,"39W11'","17S6'",NA,NA,NA,NA,NA,"30/11/1978",NA,NA
"564","2020-07-23 12:07:16-03","CEPLAC","CEPEC","29909","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"G. P. Lewis","699","1981","11","29",NA,"Brasil","Bahia","ILHÉUS","9Km S da estr. Ilheus/Olivenca. Cururupe.","-39.033333","-14.85",NA,NA,NA,"G. P. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,"39W2'0","14S51'0",NA,NA,NA,NA,NA,"30/12/1981",NA,NA
"565","2020-07-23 12:07:16-03","CEPLAC","CEPEC","29932","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"G. P. Lewis","738","1981","12","03",NA,"Brasil","Bahia","UNA","Comandatuba, 10Km SE de Una.","-39","-15.2",NA,"<ll>dwc_commonname:</ll> Feijao-bravo",NA,"G. P. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,"39W0'0","15S12'0",NA,NA,NA,NA,NA,"30/12/1983",NA,NA
"566","2020-07-23 12:07:16-03","CEPLAC","CEPEC","35212","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"L. R. Noblick","3009","1996","03","09",NA,"Brasil","Bahia","LENÇÓIS","Caminho logo acima da Pousada.","-41.383333","-12.566667",NA,NA,NA,"L. R. Noblick",NA,NA,NA,NA,NA,NA,NA,NA,"41W23'","12S34'",NA,NA,NA,NA,NA,"07/03/1984",NA,NA
"567","2020-07-23 12:07:16-03","CEPLAC","CEPEC","42552","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"L. Coradin","6502","1992","05","07",NA,"Brasil","Bahia","LENÇÓIS","8Km a leste estr. p/ Lencois. BR-242 Brasilia/Fortaleza.","-41.416667","-12.466667",NA,NA,NA,"G. P. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,"41W25'","12S28'",NA,NA,NA,NA,NA,"04/11/1986",NA,NA
"568","2020-07-23 12:07:16-03","CEPLAC","CEPEC","62396","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"L. P. de Queiroz","3371","1993","06","22",NA,"Brasil","Bahia","seabra","3Km ao S Lagoa do Chure, estr. Seabra/Lagoa da Boa Vista.","-41.769722","-12.33",NA,NA,NA,"L. P. de Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,"41W46'11","12S19'48",NA,NA,NA,NA,NA,"30/12/1993",NA,NA
"569","2020-07-23 12:07:16-03","CEPLAC","CEPEC","73485","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"M. M. Arbo","7183","1997","01","14",NA,"Brasil","Bahia","VALENÇA","A 4Km da Rod. Valenca/Nazare, estr. p/ Guaibim.","-39.05","-13.35",NA,NA,NA,"A. M. de Carvalho",NA,NA,NA,NA,NA,NA,NA,NA,"39W3'","13S21'",NA,NA,NA,NA,NA,"30/12/1997",NA,NA
"570","2020-07-23 12:07:16-03","CEPLAC","CEPEC","73620","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"M. M. Arbo","7127","1997","01","12",NA,"Brasil","Bahia","ILHÉUS","10Km ao S Pontal. 2,5Km a oeste na marg. Rod. Ilheus/Olivença.","-39.033333","-14.883333",NA,NA,NA,"A. M. de Carvalho",NA,NA,NA,NA,NA,NA,NA,NA,"39W2'","14S53'",NA,NA,NA,NA,NA,"30/12/1997",NA,NA
"571","2020-07-23 12:07:16-03","CEPLAC","CEPEC","85687","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"E. P. Queiroz","47","1999","09","17",NA,"Brasil","Bahia","SALVADOR","Região Metropolitana. Dunas Stella Maris.","-38.5","-12.966667",NA,NA,NA,"E. P. Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,"38W30'","12S58'",NA,NA,NA,NA,NA,"30/09/1999",NA,NA
