"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"103","2019-10-09 11:15:45-03","UFBA","ALCB","047395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Queiroz, EP","60","2000","07","16","Southern America","Brasil","Bahia","Jandaíra","Litoral Norte, Dunas da Barra do Itapicuru","-37.783333","-11.55",NA,"40,0 cm. Folíolos membranáceos glabros. Frutos verdes imaturos.; Dunas de Restinga.","ALCB029900","Queiroz, EP","ALCB029900",NA,NA,NA,NA,"2000","07",NA,"-37.783333","-11.55",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-10-09 11:15:45-03","UFBA","ALCB","06238","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pinto, GCP","56-2","1952","01",NA,"Southern America","Brasil","Bahia","Cairu","Baixo Sul, Tinharé, Morro de São Paulo","-39.033333","-13.483333",NA,"Erecta.; Flora litorânea.","ALCB029892","Lewis, GP","ALCB029892",NA,NA,NA,NA,"1982","02",NA,"-39.033333","-13.483333",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-10-09 11:15:45-03","UFBA","ALCB","105103","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Oliveira, D; Guedes, ML; Queiroz, EP; Gomes, FS; et al.","04","2012","04","25","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Bacia do Cobre","-38.5","-12.966667",NA,"de ca 0,70m. Folhas discolores. Flores liláses . Frutos imaturos.","ALCB008577","Guedes, ML; Teixeira, SR","ALCB008577",NA,NA,NA,NA,"2012","08",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-10-09 11:15:45-03","UFBA","ALCB","106931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Gomes, FS","20242","2013","01","12","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte","-38.0125","-12.576667",NA,"de ca 30 cm. Folhas cartáceas, discolores. Flores liláses. Fruto legume sem septos oblíquos entre as sementes.","ALCB029889","Guedes, ML","ALCB029889",NA,NA,NA,NA,"2013","01",NA,"-38.0125","-12.576667",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-10-09 11:15:45-03","UFBA","ALCB","113852","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Costa, TF; Alunos de Botânica BIOC05; Fernandes, I","21588","2014","04","27","Southern America","Brasil","Bahia","Conde","Litoral Norte, Caminho para Cavalo Russo.","-37.6","-11.8",NA,"Folhas trifolioladas, folíolos discolores. Flores com pétalas liláses. Fruto imaturo verde.","ALCB029893","Guedes, ML","ALCB029893",NA,NA,NA,NA,"2014","05",NA,"-37.6","-11.8",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-02-08 21:32:17-03","UFBA","ALCB","115656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","s.col.","PHs/n","1971","11","08","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,NA,"ALCB011357","M.L.S. Guedes","ALCB011357",NA,NA,NA,NA,"2014","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-10-09 11:15:45-03","UFBA","ALCB","116698","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Borges, RL; Stadnik, A; Sacramento, CC","22499","2014","10","14","Southern America","Brasil","Bahia","Licínio de Almeida","Saco da Onça.","-42.5725","-14.746389",NA,"Folhas trifolioladas, membranáceas, discolores. Flores com pétalas liláses.","ALCB049747","Guedes, ML","ALCB049747",NA,NA,"1029","1029","2014","11",NA,"-42.5725","-14.746389",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-10-09 11:15:45-03","UFBA","ALCB","124680","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Alunos de Botânica Econômica","24747","2016","04","29","Southern America","Brasil","Bahia","Porto Seguro","Trancoso","-39.05","-16.433333",NA,"Folhas com folíolos cartáceos, discolores, face abaxial vilosa. Inflorescência com flores liláses.","ALCB022012","Guedes, ML","ALCB022012",NA,NA,NA,NA,"2016","09",NA,"-39.05","-16.433333",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-25 16:50:44-03","UFBA","ALCB","135511","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Lopes, EB; Guedes, ML","75","2018","11","17","Southern America","Brasil","Bahia","Wagner","Mata ciliar do rio Tijuco.","-41.256944","-12.225833",NA,"Folhas com folíolos cartáceos, discolores, levemente pilosa na face abaxial; flores amareladas.","ALCB064232","Lopes, EB","ALCB064232",NA,NA,NA,NA,"2018","04",NA,"-41.256944","-12.225833",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-10-09 11:15:46-03","UFBA","ALCB","20084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Gouveia, EP de","s/n","1988","03","31","Southern America","Brasil","Bahia","Ituaçu","Serra Geral, Sítio Bananeiras","-41.283333","-13.8",NA,NA,NA,"Queiroz, LP de",NA,NA,NA,NA,NA,"2003","08",NA,"-41.283333","-13.8",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-10-09 11:15:46-03","UFBA","ALCB","61170","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Loureiro, DM","671","2003","05","18","Southern America","Brasil","Bahia","Maraú","Litoral Sul, Área de construção","-39","-14.1",NA,"0,70m. Folhas coriáceas, discolores. Flores lilás.; Campo de restinga.","ALCB029890","Loureiro, DM","ALCB029890",NA,NA,NA,NA,"2003","06",NA,"-39","-14.1",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-10-09 11:15:46-03","UFBA","ALCB","133726","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Alunos de Botânica Econômica","30680","2018","07","21","Southern America","Brasil","Bahia","Una","Comandatuba, Fazenda Bolandeira.","-39.131111","-15.492222",NA,"de ca 60 cm de alt. Folíolos cartáceos. Flores liláses. Frutos imaturos verdes.","ALCB055521","Guedes, ML","ALCB055521",NA,NA,NA,NA,"2018","12",NA,"-39.131111","-15.492222",NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-10-09 11:15:46-03","UFBA","ALCB","71270","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Valadão, RM; Santana, JS","12103","2006","03","18","Southern America","Brasil","Bahia","Itacaré","Litoral Sul, Fazenda das Bromélias","-38.983333","-14.266667",NA,"de ca 20 cm. Folhas membranáceas. Flores liláses. Frutos imaturos verdes e maduros marrons. Freqüente.; Arbustiva","ALCB029896","Guedes, ML","ALCB029896",NA,NA,NA,NA,"2006","04",NA,"-38.983333","-14.266667",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-10-09 11:15:46-03","UFBA","ALCB","88491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Gomes, FS; et al.","15093","2009","05","24","Southern America","Brasil","Bahia","Maraú","Litoral Sul, Fazenda Taipus de Fora","-38.930556","-13.943056",NA,"de ca . 30 cm de altura. Folhas trifolioladas, folíolos cartáceos, discolores. Flores liláses. Frutos passados.","ALCB029899","Guedes, ML","ALCB029899",NA,NA,"17","17","2009","06",NA,"-38.930556","-13.943056",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-10-09 11:15:46-03","UFBA","ALCB","94506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Melo, E; Silva, BM; Guedes, ML; Gomes, FS","6859","2009","10","25","Southern America","Brasil","Bahia","Barra do Mendes","Irecê, Povoado São Bento","-42.143333","-11.828889",NA,"30-50 cm alt. Folhas cartáceas, discolores. Flores azuis.; beira de estrada.","ALCB029895","Guedes, ML; Silva, LM","ALCB029895",NA,NA,"730","730","2010","06",NA,"-42.143333","-11.828889",NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-10-09 11:15:46-03","UFBA","ALCB","98883","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Tiago; Natassia; et al.","18019","2011","02","22","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Condomínio Green Ville. Paralela","-38.5","-12.966667",NA,"de ca 1m de altura. Folhas trifolioladas, folíolos cartáceas, discolores. Inflorescência com flores liláses.","ALCB029891","Guedes, ML","ALCB029891",NA,NA,NA,NA,"2011","03",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-10-09 11:15:46-03","UFBA","ALCB","99293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Silva, LM; Akita, AST; Gomes, FS","18315","2011","05","15","Southern America","Brasil","Bahia","Candeias","Região Metropolitana Salvador, Próximo à cidade de Caboto, nas imediações do Porto de Aratu","-38.485556","-12.775833",NA,"Flores com cálice verde-amarelado, estandarte lilás com estrias internas vináceas.; Área antropizada.","ALCB029894","Guedes, ML","ALCB029894",NA,NA,"7","7","2011","05",NA,"-38.485556","-12.775833",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-10-09 11:15:45-03","UFBA","ALCB","123349","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, ML; Alunos de Botânica BIOC05","24359","2016","03","12","Southern America","Brasil","Bahia","Wagner","Ponto 7. margem do Rio Bonito.","-41.266667","-12.466667",NA,"Folhas trifolioladas, folíolos cartáceos. Inflorescência axilar. Fruto imaturo verde e maduro amarronzado.","ALCB010581","Guedes, ML",NA,NA,NA,"600","600","2016","04",NA,"-41.266667","-12.466667",NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-10-09 11:15:46-03","UFBA","ALCB","20084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Gouveia, EP de","s/n","1988","03","31","Southern America","Brasil","Bahia","Brumado","Serra Geral, Ituaçu, Sitio Barreiros","-41.333333","-13.833333",NA,NA,"ALCB029901","Queiroz, LP de","ALCB029901",NA,NA,NA,NA,"2003","07",NA,"-41.333333","-13.833333",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-02-08 09:12:01-03","NBC","NL-BOTANY","U.1300384","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pulle-Lutz BMJ",NA,"1938","10","29","Southern America","Brazil",NA,NA,"Districto Federal, TReceiro dos Bandeirantes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1300384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1300384",NA,"NL-U1300384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"123","2020-02-08 09:12:01-03","NBC","NL-BOTANY","U.1300382","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Black GA",NA,"1948","04","27","Southern America","Brazil",NA,NA,"Amazonia, Estado do Amazonas, Rio Negro, Camunde, campo aberto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1300382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1300382",NA,"NL-U1300382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"124","2020-02-08 09:12:01-03","NBC","NL-BOTANY","L.1968550","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Blanchet JS",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia pr. Bahia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1968550 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1968550",NA,"NL-L1968550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"125","2020-02-08 09:12:01-03","NBC","NL-BOTANY","L.1968551","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Unknown",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1968551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1968551",NA,"NL-L1968551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"126","2020-02-08 09:12:01-03","NBC","NL-BOTANY","U.1300377","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Harley RM; et al.",NA,"1977","01","18","Southern America","Brazil",NA,NA,"Estado Da Bahia, Cumuruxatiba, 47 km N of Prado on the coast.","-39.183333","-17.1",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1300377 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1300377",NA,"NL-U1300377",NA,NA,NA,NA,NA,NA,NA,"-39.183333","-17.1",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"127","2020-02-08 09:12:01-03","NBC","NL-BOTANY","U.1300378","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Lechat F; Pignal MM",NA,"1993","05","31","Southern America","Brazil",NA,NA,"Bresil, Bahia, Salvador, Parque da Cidade, Foret atlantique degradee.","-38.533333","-13",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1300378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1300378",NA,"NL-U1300378",NA,NA,NA,NA,NA,NA,NA,"-38.533333","-13.0",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"128","2020-02-08 09:12:01-03","NBC","NL-BOTANY","U.1300379","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Harley RM; et al.",NA,"1977","02","03","Southern America","Brazil",NA,NA,"Estado Da Bahia, Coastal Zone, Near Marau, 12 km North from road junction from Marau towards Ponta do Muta, disturbed roadside vegetation in low restinga on sand.","-38.966667","-14.033333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1300379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1300379",NA,"NL-U1300379",NA,NA,NA,NA,NA,NA,NA,"-38.966667","-14.033333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"129","2020-02-08 09:12:01-03","NBC","NL-BOTANY","U.1300380","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Harley RM; et al.",NA,"1974","03","17","Southern America","Brazil",NA,NA,"Estado Da Bahia, Coastal Zone, 11 km S of Santa Cruz Gabralia, Restinga by the sea, with strand vegetation.","-39.016667","-16.366667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1300380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1300380",NA,"NL-U1300380",NA,NA,NA,NA,NA,NA,NA,"-39.016667","-16.366667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"130","2020-02-08 09:12:01-03","NBC","NL-BOTANY","U.1300381","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Bamps PRJ",NA,"1975","12","24","Southern America","Brazil",NA,NA,"Bresil, Conceicao da Barra, Est. Espirito Santo.","-39.733333","-18.583333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1300381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1300381",NA,"NL-U1300381",NA,NA,NA,NA,NA,NA,NA,"-39.733333","-18.583333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"131","2020-02-08 09:12:01-03","NBC","NL-BOTANY","U.1300385","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Ducke A",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Procedencia, Rio de Juereiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1300385 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1300385",NA,"NL-U1300385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"132","2020-11-04 11:09:06-03","ESALQ","ESA","9249","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia",NA,"Scaramuzza, C.A.M. ; Souza, V.C.","64.0","1989","04","08",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:09:06-03","ESALQ","ESA","81153","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir","Silva, M.M. ; Sena, T.S.N.","64.0","1997","05","24",NA,"Brasil","Bahia","Itaparica",NA,"-38.6786003112793","-12.8882999420166",NA,"Subarbusto. Folhas verdes cartáceas, discolores. Brácteas verdes. Folhas com cálice verdes. Flores com cálice verde, alas lilás-esbrsnquiçados. Mancha branca e vinácea no centro. Frutos imaturos verdes.","ESA081153",NA,"ESA081153",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8126","auto",NA,NA,NA,NA,NA,NA
"134","2020-11-04 11:09:06-03","ESALQ","ESA","32577","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"Leitão Filho, H.F. et al.","34653.0","1996","02","04",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA032577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"135","2020-11-04 11:09:06-03","ESALQ","ESA","32383","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"Leitão Filho, H.F. et al.","34672.0","1996","02","06",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA032383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"136","2020-11-04 10:55:32-03","ESALQ","ESA","141565","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Souza, V.C. & Souza, D.P.C.","41288.0","2018","11","29",NA,"Brasil","Alagoas","Marechal Deodoro","Dunas no caminho para Cavalo Russo.","-35.8950004577637","-9.710280418396",NA,"Erva prostrada; flores violeta.","ESA141565","Souza, V.C.",NA,NA,NA,NA,NA,"2018","11","29","-47,022,535","-24,375,296","15565","auto",NA,NA,NA,NA,NA,NA
"137","2021-01-14 15:28:56-03","MN","R","102241","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C. Presl) Benth.","Silveira, A.A.",NA,"1908","03",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-01-14 15:28:56-03","MN","R","8509","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C. Presl) Benth.","Glaziou, A.F.M.","8645","1869","03","28",NA,"Brasil","Rio de Janeiro","Sapopemba",NA,NA,NA,NA,"Plantas do Brasil Central","R000008509",NA,"R000008509_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-09 09:00:14-03","UFPI","TEPB","6775","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","G.C. Pereira Pinto",NA,"1989","09","21",NA,"Brasil","Bahia","Salvador","Bahia de Todos os Santos, Ilha do Frade","-38.510799407959","-12.9710998535156",NA,"Subarbusto ereto,; flores cleistógamas e de ântese normal; legumes cilindricos, arqueados, com sementes viscosas. Ramo local.",NA,"T.S.Filgueiras",NA,NA,NA,NA,NA,"1981","06","22",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA
"140","2021-04-01 10:58:45-03","UFPI","TEPB","14617","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","A. CARVALHO","89","2001","11","17",NA,"Brasil","Piauí","Piracuruca","No caminho para a Cachoeira do Riachão","-41.7092018127441","-3.92806005477905",NA,"Arbusto, flores roxas, frequencia boa. Substrato arenoso Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41625","auto",NA,NA,NA,NA,NA,NA
"141","2020-11-19 10:23:42-03","CPAP","CPAP","16367","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Gomes Jr., J. C.","1530","1964","02","14",NA,"Brasil","MS","Ponta Porã","Km 8 da estrada para Campo Grande-Cerrito","-55.7256011962891","-22.5361003875732",NA,"Arbusto 0,4m de altura. FLOR: lilás. Flores muito vistosas. FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Campo. SUBSTRATO: . RELEVO: .",NA,"C. Proenca",NA,NA,NA,NA,NA,"1996",NA,NA,NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA
"142","2019-02-22 11:46:22-03","IPA","IPA","75672","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C. Presl) Benth.","D.S.F.","78",NA,NA,NA,"Southern America","Brasil","Pernambuco",NA,"Zona da Mata",NA,NA,NA,NA,"IPA0075672","D.S.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-02-22 11:46:22-03","IPA","IPA","40223","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Gardner, G.","1551",NA,NA,NA,"Southern America","Brasil","Ceará",NA,"Near Crato",NA,NA,NA,NA,"IPA0040223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-02-22 11:46:22-03","IPA","IPA","47221","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Barreto, R.; Cavalcanti, G.; Cavalcanti, G.","s.n.","1979","03","05","Southern America","Brasil","Paraíba","Lucena","Praia de Lucena","-34.8689002990723","-6.9002799987793",NA,NA,"IPA0047221","São-Mateus, W.M.B.",NA,NA,NA,NA,NA,"2012","08","13",NA,NA,"14386","auto",NA,NA,NA,NA,NA,NA
"145","2019-02-22 11:46:22-03","IPA","IPA","40222","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Gardner, G.","969",NA,NA,NA,"Southern America","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,"IPA0040222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-07-26 11:40:26-03","IPA","IPA","56031","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Lima, V.C.","56031","1990","08","08","Southern America","Brasil","Pernambuco","Goiana","Início da mata, na Estação de Itapirema","-35.002498626709","-7.56056022644043",NA,"Subarbusto ca. 1m. Frutos verdes","IPA0056031","Gallindo, F.",NA,NA,NA,NA,NA,"2013","10","14",NA,NA,"22853","auto",NA,NA,NA,NA,NA,NA
"147","2019-02-22 11:46:22-03","IPA","IPA","23171","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Harley, R.M.","17064","1974","03","17","Southern America","Brasil","Bahia",NA,"Coastal Zone. 11 km of Santa Cruz de Cabrália. Restinga by the sea, with strand vegetation progressively developing into scrub and low forest further inland. Sea level",NA,NA,NA,"Subshrub to ca. 30cm. Leaves mid-green above, greyish beneath. Calyx grenish-cream. Petals pale violet-blue. Flowers resupinate with standard with white streak down centre, bordered with purple. Pods brown","IPA0023171","Lewis, G.P.; Page, I.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-02-22 11:46:22-03","IPA","IPA","24914","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Harley, R.M.","18063","1977","01","18","Southern America","Brasil","Bahia",NA,"Coastal Zone. Cumuruxatiba, 47km N of Prado on the coast. Strand-line vegetation and low often much-disturbed restinga. Sea level","-39.183333","-17.1",NA,"Low branched shrub to ca. 50cm. Leaves chartaceous, rather bright green above, grey-green beneath. Calix very pale yellow-green. Keel and wing petals white tinged blue. Standart pale powder-blue with dark purple throat from base to 3/","IPA0024914",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-39.183333","-17.1",NA,NA,NA,NA,NA,NA,NA,NA
