"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount"
"44","2021-03-15 16:37:00-03","NY","NYBG","355784","PreservedSpecimen","Plantae","Lauraceae","Oreodaphne","suaveolens","Oreodaphne suaveolens","Meisn.",NA,"J. E. Gibert","1858","07",NA,"Paraguay","Asunción",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355784","NY00355784_01",NA,NA,NA,"56","Asunción",NA,NA,"Magnoliophyta","Laurales","South America","sheet","syntype",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","3033","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F.M","Rezende, A.A.","1993","08","16","Brasil","São Paulo","Araçatuba",NA,NA,"9999","9999","Árvore 2m, flores secas, folhas lisas.","BOTU003033",NA,"2015","07","21","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","31260","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Rohwer, J.G.","Hatschbach, G.","1999","12","03","Brasil","Paraná","Dr. Ulysses",NA,NA,"9999","9999",NA,"BOTU031260",NA,"2000",NA,NA,"69847","Sete Quedas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","22057","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Bicudo, L.R.H.","1998","10","14","Brasil","São Paulo","Panorama","-51.9235","-21.553889","51°55'24,6w","21°33'14s","Mata de galeria, 4m de altura, frutos verdes","BOTU022057",NA,NA,NA,NA,"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","21855","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Amaral Jr., A.","1998","10","17","Brasil","Mato Grosso do Sul","Anaurilândia","-52.929167","-22.397778","52°55'45w","22°23'52s","árvore de 8m de alt. Com flores amarelo-esverdeadas.","BOTU021855",NA,NA,NA,NA,"246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","21625","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Manara, A.P.","1998","06","19","Brasil","São Paulo","Teodoro Sampaio",NA,NA,"9999","9999","Brejo, árvore de 6m de altura, caule rugoso, frutos verdes, ao sol;","BOTU021625",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","22451","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Amaral Jr., A.","1999","04","08","Brasil","Mato Grosso do Sul","Três Lagoas","-51.631528","-20.87875","51°37'53.5w","20°52'43.5s","Flor creme.","BOTU022451",NA,NA,NA,NA,"381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","22058","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Bicudo, L.R.H.","1998","10","14","Brasil","São Paulo","Panorama","-51.923333","-21.553889","51°55'24w","21°33'14s","Mata de galeria, 8m de altura, tépalas verdes, corola branca sem odor.","BOTU022058",NA,NA,NA,NA,"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 11:31:01-03","UFRJ","RFA","23914","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","R.R. Oliveira","M.C.L. Ramos","1994","04",NA,"Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"Árvore de 7 m de altura","RFA43254",NA,NA,NA,NA,"129","Ilha Cardosa, na Lagoa da Marra",NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"53","2020-06-29 11:31:01-03","UFRJ","RFA","39612","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alexandre Quinet","Finotti R.; Caruzo J.",NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","-42.905556","-22.493333","42º54'20''W","22º29'36''S","Arvore de 6 metrso de altura e PAP de 15,5 cm.","RFA24615",NA,NA,NA,NA,"78","Fragmento florestal adjacente à entrada da estação Ecológica Paraíso","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-06-29 11:31:01-03","UFRJ","RFA","18182","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A. Quinet","P. Occhioni","1975","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"Arbusto 5 - 6 m de altura; flores esverdeadas","RFA43253",NA,"2006","02","23","6677","Serra dos Órgãos, Limoeiro",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"55","2020-06-29 11:31:01-03","UFRJ","RFA","15266","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A. Quinel","P. Occhioni","1974","09","00","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"Arvoreta; fruto maduro","RFA13326",NA,"2006","02","23","6080","Serra dos Órgãos, próximo ao Morro do Garrafão","600","600",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"56","2020-06-29 11:31:01-03","UFRJ","RFA","17232","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A. Quinet","P. Occhioni","1976","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"Arbusto de 4 a 5 m de altura; frutos maduros","RFA43252",NA,"2006","02","22","7870","Limoeiro próximo a serra dos Órgãos",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"57","2020-06-29 11:31:01-03","UFRJ","RFA","15180","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A. Quinet","P. Occhioni","1974","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"Arbusto de 3 m de altura; fruto maduro","RFA43261",NA,"2006","02","22","5997","Serra dos Órgãos",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"58","2020-11-24 17:10:47-03","UTFPR","DVPR","3568","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Brotto, ML","Caxambu, MG; et al.","2009","02","27","Brasil","Paraná","Turvo","-51.34542","-25.04128","-51.34542","-25.04128","árvore ca. 6 m. Frutos imaturos verdes, com cálice vermelho; Relevo: suave-ondulado. Vegetação: Floresta Ombrófila Mista Montana.","DVPR003568",NA,"2010","06","25","2525","Propiedade da familia Ricki.","1100","1100","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-24 17:10:47-03","UTFPR","DVPR","887","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Estevan, DA","Francisco, EM","2003","02","12","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 8m, fruto maduro preto. CAP 1073cm, projeção 8X6m.; Beira da mata.","DVPR000887","DVPR000887","2004",NA,NA,"543","Campus da UEL",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"60","2020-11-24 17:10:47-03","UTFPR","DVPR","3646","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Brotto, ML","M.G. Caxambu; et al.","2014","10","02","Brasil","Paraná","São Jorge do Patrocínio","-53.55357","-23.39311","-53.55357","-23.39311","árvore ca. 8 m. heliófita, ripária. Flores alvo-amareladas, odoríferas.; Relevo: plano - Vegetação: Floresta Estacional Semidecidual Submontana.","DVPR003646",NA,"2014","11","13","5558",NA,"229","229","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-30 12:39:19-03","EAO","IAN","186910","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Estevan, DA","Francisco, EM","2000","02","16","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 8 m , frutos maduro preto ,CAP 183 cm , projeção 13 x 14 m ,planta izolada.","IAN186910",NA,"2004",NA,NA,"346","Campus da UEL.",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"62","2020-01-20 14:40:31-03","UPM","MACK","410","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. B. Baitello","M. J. Robim; J. P. M. Carvalho","1984","11","09","Brasil","SP","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"1985","10","10","s/n","Região do Paiol",NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"63","2019-12-04 15:26:05-03","PUCPR","HUCP","18671","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez.","Cordeiro, J","Selusniaki, M","2006","12","30","Brasil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424",NA,NA,NA,"HUCP00012793","HUCP00012793","2007",NA,NA,"1244","Mato Dentro",NA,NA,"Magnoliidae",NA,NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA
"64","2020-11-26 18:08:32-03","CPAN-UFMS","COR","16394","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Azevedo, D.T.","Azevedo, D.T.; Pavão, I.P.","2013","06","20","Brasil","Mato Grosso do Sul","Miranda","-56.994722","-19.681389","56º59'41''W","19º40'53''S","médio porte 12m de alt. Habito: Árvore",NA,NA,NA,NA,NA,"233","Mata ciliar rio Miranda. Mata Ciliar Solo Argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-02 16:29:00-03","CPAN-UFMS","COR","16684","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F.Macedo-Alves","A. Pott","2012","08","16","Brasil","Mato Grosso do Sul","Selvíria","-51.452222","-20.423333","51º27'8''W","20º25'24''S","Árvore. 15,00 de altura, 1,00 m de diâmetro. Flor amarelado-clara. Fruto ausente.",NA,NA,"2013","07","01","16413","Brasil, Mato Grosso do Sul, Selvíria. Ribeirão Dois Córregos,aproximadamente 4,8 km S da Rodovia B-158.","324","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-12 16:06:20-03","CPAN-UFMS","COR","17779","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","M.T. Strong","P. Acevedo Rodriguez","2017","09","05","Brasil","Mato Grosso do Sul","Corumbá","-57.642222","-18.968333","57º38'32''W","18º58'6''S","Flowers cream white; anthers yellow. Habito: Tree",NA,NA,"2018",NA,NA,"16701","Along Paraguay River north of Corumbá.","91","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-02 16:29:00-03","CPAN-UFMS","COR","5262","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Damasceno-Júnior, G. A.; Sanches, A. & Cavalheiro, A. G.","1994","12","22","Brasil","Mato Grosso do Sul","Corumbá","-57.450278","-19.021111","57º27'1''W","19º1'16''S","Árvore com 6 m de altura, com frutos Habito: Árvore",NA,NA,"2004","11","12","449","Fazenda Rabicho; mata ciliar do rio Paraguai","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-26 18:08:32-03","CPAN-UFMS","COR","16512","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Assis, L.C.S.","Quinet, A.; Martinelli, G.; Borges, R.; Bevacqua, A.; Serrano, T.; Pougy, N.; Moraes, M.","2010","11","28","Brasil","Mato Grosso do Sul","Corumbá","-57.372222","-18.343056","57º22'20''W","18º20'35''S","7,5 m de altura; folhas discolores verdes, cartáceas; heliófila na maregem do rio; Com Fruto: Frutos imaturos verdes, cúpula verde Habito: Árvore",NA,NA,NA,NA,NA,"2111","Igarapé próximo a Ilha São Pedro. Floresta estacional decidual aluvial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-02 16:29:00-03","CPAN-UFMS","COR","16684","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Pott, A.","2012","08","16","Brasil","Mato Grosso do Sul","Selvíria","-51.486667","-20.408056","51º29'12''W","20º24'29''S","Árvore; flor amarelada clara; fruto ausente Habitat: Remanescente de cerradão Habito: Árvore",NA,NA,"2013","07","01","16413","Ribeirão Dois Córregos; à aproximadamente 4,8 Km da Rodovia federal BR-158","324","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-26 18:08:32-03","CPAN-UFMS","COR","14850","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Conceição, C. A.",NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"1873",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"71","2021-03-02 16:29:00-03","CPAN-UFMS","COR","236","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Conceição, C. A.","1982","07","02","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Arbóreo, ás vezes arbustivo, com 2-3 m de altura Habito: Arbóreo",NA,NA,"2004","11","12","1445","Ás margens do rio Miranda, também encontrado ás margens do rio Paraguai.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"72","2021-03-02 16:29:00-03","CPAN-UFMS","COR","235","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Conceição, C. A.","1983","07","02","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore com 3-5m de altura; flor amarela Habito: Árvore",NA,NA,"2004","11","12","1440","Às margens do rio Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"73","2021-03-02 16:29:00-03","CPAN-UFMS","COR","232","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Conceição, C. A.","1984","07","08","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore com 10-12m de altura; flor bege Habitat: Área inundável Habito: Árvore",NA,NA,"2004","11","12","1507","Baía do Tamengo",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"74","2021-03-02 16:29:00-03","CPAN-UFMS","COR","4658","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F.M. Alvez","Vaz, F.V.","1997","06","28","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore apresentando folhas e inflorescência; Com Flor: Branca Habito: Árvore",NA,NA,"2004","11","12","7","Base UFMS.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"75","2020-11-26 18:08:35-03","CPAN-UFMS","COR","8774","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Damasceno-Junior, G.A.","Damasceno Junior, G.A.; Nakajima, J.N.; Romero, R. Pott, V.J.","2001","11","25","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"3093","Córrego Retiro. Margem de córrego; arenoso; plano.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"76","2021-03-02 16:29:00-03","CPAN-UFMS","COR","228","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Conceição, C.A.","1983","06","27","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore com 2-3m de altura Habito: Árvore",NA,NA,"2004","11","12","1428","Margem do rio Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"77","2020-11-26 18:08:35-03","CPAN-UFMS","COR","7960","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Geraldo A. Damasceno Jr.","Castro, Elaine G.; Ismael, A.P.K.; Maidana-Carvalho, C.; Ramos, G.B.","2001","06","09","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Com Flor: Amarelo",NA,NA,NA,NA,NA,"9","Mata ciliar do Rio Paraguai. Área de inundação; Argiloso; Plano.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"78","2021-03-02 16:29:00-03","CPAN-UFMS","COR","3727","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Damasceno Jr, G. A.","1992","07","22","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore Habito: Árvore",NA,NA,"2004","11","12",NA,"Pantanal do Abobral - fazenda Sanata Helena",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"79","2020-11-26 18:08:32-03","CPAN-UFMS","COR","15699","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","T.S.Amaral","T.S.Amaral","2009","01","21","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Frutos imaturos.; Com Fruto: Verde",NA,NA,NA,NA,NA,NA,"Pantanal, sub-região do Miranda-Abobral, Fazenda São Bento. Pantanal. Capão de mata.; ;.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"80","2021-03-02 16:29:00-03","CPAN-UFMS","COR","3119","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Conceição, C. A.","1990","05","23","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore com 4-5 m de altura Habito: Árvore",NA,NA,"2004","11","12","2628","Passo do Lontra; às margens do rio Miranda",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"81","2021-03-02 16:29:00-03","CPAN-UFMS","COR","233","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Paula, J. E. & Conceição, C. A.","1982","07","30","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore aquática com 7m de altura e 20cm de diâmetro; flor amarela; folhas e casca perfumadas Habito: Árvore aquática",NA,NA,"2004","11","12","1567","Proximidades da 'Ilha do Sargento'",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"82","2021-03-02 16:29:00-03","CPAN-UFMS","COR","6634","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Rezende, M. P.; Souza, L.; Moreira, M. M. M. & Souza, S. S.","1999","11","09","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,"Árvore com 10m de altura; inflorescência amarela e folhas alongadas Habito: Árvore",NA,NA,"2004","11","12","85","Estrada da Codrasa",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"83","2021-03-02 16:29:00-03","CPAN-UFMS","COR","234","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Paula, J. E. & Conceição, C. A.","1982","11","07","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,"Árvore pequena; flor bege; folhas e caule perfumados; folhas coriáceas, duras Habito: Árvore pequena",NA,NA,"2004","11","12","1588","Margem do rio Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"84","2021-03-02 16:29:00-03","CPAN-UFMS","COR","3240","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Alves, F. M.","Baracat, C. & Culau, R.","1993","08","20","Brasil","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"Árvore; flor branca Habito: Arbóreo",NA,NA,"2004","11","12","88","Passo do Lontra",NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"85","2020-11-26 18:08:35-03","CPAN-UFMS","COR","1315","PreservedSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook. f. ex Hieron.","Damasceno-jr","Damasceno Jr,G.A.;Melo,W.F.","1992","11","21","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"fruto adocicado, bem ramificado; Com Flor: creme",NA,NA,NA,NA,NA,"336","Base de Pesquisa da UFMS - Passo da Lontra. mata ciliar do Rio Miranda; ; Plano.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"86","2021-03-02 16:29:00-03","CPAN-UFMS","COR","6526","PreservedSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook. f. ex Hieron.","Borges, S.G.V.","Silva, M.A.; Fernandes, G.A.; Borges, S.G.V.; Ramirez, L.; Valle, E.A.","1998","09","22","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Com Flor: preto; Com fruto:preto Habito: Árvore",NA,NA,NA,NA,NA,"39","Base de Pesquisa da UFMS-Passo do Lontra.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"87","2020-11-26 18:08:35-03","CPAN-UFMS","COR","14047","PreservedSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook. f. ex Hieron.",NA,"Damasceno Jr,G.A.;Bezerra,M.A.O.","1992","07","22","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"511","Fazenda Santa Helena. Capão de mata; arenoso com concreção calcárea no horizonte subsuperficial; Plano.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
