"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount"
"193","2020-11-19 10:24:02-03","CPAP","CPAP","15688","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.","A. Pott","Pott, V. J.","1996","04","30","Brasil","MS","Corumbá","-56.603333","-18.981111","56°36'12'' W","18°58'52'' S","Árvore 3-8m de altura. FLOR: creme. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Cerrado. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,"1996","04","30","3172","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - cercado da Capivara","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-11-19 10:24:02-03","CPAP","CPAP","17705","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.",NA,"Salis, S. M.","1998","06","17","Brasil","MS","Corumbá","-57.566667","-18.566667","57°34' W","18°34' S","Árvore. FLOR: esverdeada. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Pouco frequente. AMBIENTE: Mata inundada com Vochysia divergens (cambarazal). SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Canela-Pre",NA,NA,NA,NA,NA,"1036","Baía do Castelo; Pantanal do Paraguai","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-19 10:24:02-03","CPAP","CPAP","17793","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.",NA,"Damasceno Jr., G. A.","1994","12","22","Brasil","MS","Corumbá","-57.450278","-19.021111","57°27'01'' W","19°01'16'' S","Árvore de 6m de altura, com frutos. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata ciliar do rio Paraguai. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,"449","Logradouro - fazenda Rabicho","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-19 10:24:02-03","CPAP","CPAP","2805","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.",NA,"Cunha, C. N. da","1986","12","08","Brasil","MS","Corumbá","-56.783333","-19.066667","56°47' W","19°04' S","Árvore 3-6m de altura. Folha aromática. FLOR: . FRUTO: . INTERESSE: Forrageira; apícola. FREQUÊNCIA: . AMBIENTE: Cordilheira (Paleodique) C/ cerradão Distrofico / não alagável.. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Caneleira",NA,NA,NA,NA,NA,"2043","Fazenda Ipanema; Sub-região da Nhecolândia; Pantanal - área 2","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-19 10:24:02-03","CPAP","CPAP","3306","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.","A. Pott; V. J. Pott","Pott, A.","1987","06","10","Brasil","MS","Corumbá","-56.65","-18.983333","56°39' W","18°59' S","Árvore. Folha odorosa. FLOR: amarelada. FRUTO: não visto. INTERESSE: Forrageira e apícola. FREQUÊNCIA: Abundante. AMBIENTE: Borda de cordilheira (paleodique) Bromelietum, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Caneleira",NA,NA,"1987","06","13","2948","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-19 10:24:02-03","CPAP","CPAP","351","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.",NA,"Pott, A.","1980","05","28","Brasil","MS","Corumbá","-56.65","-18.983333","56°39' W","18°59' S","Árvore. INTERESSE: Apícola; forrageira; medicinal. AMBIENTE: Capões (Ilha de vegetação lenhosa) e cordilheiras (Paleodique com mata ou cerradão, não alagável). SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano. <ll>dwc_commonname:</ll> Caneleira; Cane",NA,NA,NA,NA,NA,"1211","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-19 10:24:02-03","CPAP","CPAP","6500","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.",NA,"Pott, V. J.","1989","08","07","Brasil","MS","Corumbá","-57.05","-19.233333","57°03' W","19°14' S","Árvore 4m. FLOR: rosada. FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Caapão. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"1997","02",NA,"905","Fazenda Leque; Sub-região do Abobral; Pantanal - capão próximo a baía S2 do búfalo","95","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-19 10:24:02-03","CPAP","CPAP","8916","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.",NA,"Salis, S. M.","1991","08","21","Brasil","MS","Corumbá","-56.65","-18.95","56°39' W","18°57' S","Arbóreo, 5m de altura. FLOR: creme. FRUTO: verde. Frutos imaturos. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Cerrado. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Canela",NA,NA,NA,NA,NA,"459","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Reserva, invernada 6","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-19 10:24:02-03","CPAP","CPAP","8940","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.","A. Pott","Salis, S. M.","1991","09","09","Brasil","MT","Poconé","-56.433333","-16.166667","56°26' W","16°10' S","Arbóreo, 5m de altura. FLOR: . FRUTO: verde. INTERESSE: Madeira; apícola. FREQUÊNCIA: Pouco frequente. AMBIENTE: Beira de caapão. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Canela",NA,NA,NA,NA,NA,"483","Capão, próximo ao curral da fazenda Carandá Comprido","114","114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-19 10:24:02-03","CPAP","CPAP","7037","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.",NA,"Pott, A.","1989","10","11","Brasil","MT","Poconé","-56.783333","-18.816667","56°47' W","18°49' S","Árvore 6 m de altura. FLOR: não vista. FRUTO: ainda verde. INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Mata alagável (30 cm ) de Vochysia e Fagara. SUBSTRATO: solo areno-argiloso. RELEVO: plano com microrelevo. <ll>dwc_commonname:</ll> Canela-Preta",NA,NA,NA,NA,NA,"5193","Fazenda Porto Jofre; Sub-região de Poconé; Pantanal - próximo Transpantaneira X acesso retiro Santa Isabel","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-19 10:24:02-03","CPAP","CPAP","4979","PreserverdSpecimen","Plantae","Lauraceae","Ocotea","suaveolens","Ocotea suaveolens","(Meisn.) Benth. & Hook.f. ex Hieron.","A. Pott","Salis, S. M.","1987","12","02","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cordilheira. SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Canela",NA,NA,"1988","00",NA,"160","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 1",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"204","2015-07-02 14:55:33-03","JBP","HPL","2756","S","Plantae","Lauraceae","Ocotea","cf. diospyrifolia","Ocotea cf. diospyrifolia",NA,NA,"R. Tsuji, L.C. Bernacci & E. Franco","2004","11","20","Brasil","MT","Chapada dos Guimarães","-55.842917","-15.381028","55° 50' 34,5 W","15° 22' 51,7 S",NA,NA,NA,NA,NA,NA,"735","Apiário do Buriti , km 47,5.","537","537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2015-07-02 14:02:31-03","JBP","HPL","3858","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meissn.) Mez","H. Lorenzi","H. Lorenzi","1994","09","30","Brasil","MS","Passo da Lontra",NA,NA,NA,NA,NA,NA,NA,"1994","09","30","1653","Coletado nas proximidades da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2015-07-02 14:02:31-03","JBP","HPL","3869","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,"H. Lorenzi","H. Lorenzi","1993","11","12","Brasil","SP","Itapira","-46.82","-22.43",NA,NA,NA,NA,NA,"1993","11","12","1133","Entroncamento da estrada de terra para Serra Negra, com a rodovia Amparo - Itapira.",NA,NA,NA,NA,NA,NA,NA,NA,"19933","auto",NA,NA,NA,NA,NA
"207","2015-07-02 14:02:31-03","JBP","HPL","7865","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,"A. Amaral Jr.","A. Amaral Jr, J.O. Mendonça et al.","1999","04","08","Brasil","MS","Três Lagoas","-51.6783","-20.7511",NA,NA,NA,NA,NA,"1999","04","08","381","Coletado nas proximidades do Bairro de Jupiá, na margem direita do Rio Paraná - em subosque na beira do rio. S 21° 07' 42,7; W 51° 52' 24,2.",NA,NA,NA,NA,NA,NA,NA,NA,"150618","auto",NA,NA,NA,NA,NA
"208","2015-07-02 14:02:31-03","JBP","HPL","9057","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia",NA,"J, Baitelo","H. Lorenzi","1991","10","28","Brasil","SP","Conchal","-47.17","-22.33",NA,NA,NA,NA,NA,"1991","10","29","76","Coletado na estrada para Martinho Prado-SP.",NA,NA,NA,NA,NA,NA,NA,NA,"16903","auto",NA,NA,NA,NA,NA
"209","2015-07-02 14:02:31-03","JBP","HPL","9211","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. Lorenzi","H. Lorenzi","1993","07","20","Brasil","MS","Miranda","-56.3783","-20.2406",NA,NA,NA,NA,NA,"1993","07","20","244","Coletado no baixo pantanal, fazenda Santa Clara.",NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"210","2019-02-15 11:40:53-02","IPA","IPA","13118","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Teixeira, B.C.","Kuhlmann, M.","1947","01","17","Brasil","São Paulo","Pinhal",NA,NA,NA,NA,NA,"IPA0013118",NA,NA,NA,NA,"1562",NA,NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-02-15 11:40:53-02","IPA","IPA","32190","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Teixeira, B.C.","Hoehne, W.","1946","10","30","Brasil","São Paulo","Caieiras","-46.7400016784668","-23.3600006103516",NA,NA,"Árvore.","IPA0032190",NA,NA,NA,NA,"2306",NA,NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"9448","auto",NA,NA,NA,NA,NA
"212","2019-02-15 11:40:53-02","IPA","IPA","44205","S","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Werff, H. van der","Hatschbach, G.","1979","05","19","Brasil","Paraná","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,"Árvore 10m, flor creme.; Mata pluvial.","IPA0044205",NA,"1984",NA,NA,"42234","rodovia BR-272.",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA
"213","2019-10-18 16:49:48-03","IAP","PACA-AGP","105406","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Sobral, M.","Jagmin, N.","1999","01","20","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"Xiloteca nº 962&nf;Altura: 8m; Ciorcunferência: 71cm; Fuste: 1,80m.","PACA105406",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA
"214","2019-08-27 13:30:39-03","IAP","PACA-AGP","113766","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","M. Verdi","M. Verdi","2009","03","18","Brasil","SC","Zortéa","-51.611111","-27.494167","51°36'40,00W","27°29'39,00S","FURB 11403 Ecossistema: Floresta Estacional Decidual","PACA113766",NA,"2009","03","18","1821","Passo Raso","661","661","Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"215","2019-08-27 13:30:39-03","IAP","PACA-AGP","66789","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","I. de Vattimo","R. Klein","1962","12","13","Brasil","SC","Lajeadinho",NA,NA,NA,NA,"Habitat: pinhal Fenofase: flor Hábito: árvore","PACA066789",NA,"1976","05","29","3962","Monte Castelo",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"216","2019-08-27 13:30:39-03","IAP","PACA-AGP","68909","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Pedralli","J. Elias","1982","07","31","Brasil","MT","Corumbá",NA,NA,NA,NA,"PEL 8121; solo úmido Hábito: árvore","PACA068909",NA,"1982","08","24","1567","Pantanal - margem do Rio Paraguai",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"217","2019-08-27 13:30:39-03","IAP","PACA-AGP","109751","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","D.A. Estevan","E.M. Francisco","2000","02","16","Brasil","PR","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"árvore 8 m; fruto maduro preto&nf;FUEL 43.075","PACA109751",NA,"2004",NA,NA,"346","Campus da UEL.",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"63728","auto","Magnoliatae",NA,NA,NA,NA
"218","2019-08-27 13:30:39-03","IAP","PACA-AGP","97292","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","O. L. da Costa","O. L. da Costa","2003","10","23","Brasil","RS","Palmeira das Missões","-53.3135986328125","-27.8994007110596",NA,NA,"HASU 16583.","PACA097292",NA,"2004","03","17",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"33527","auto","Magnoliatae",NA,NA,NA,NA
"219","2020-12-20 21:18:04-03","UFV","VIC","26096","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meissn.) Mez",NA,"Hatschbach, G.; et al.","1999","12","03","Brasil","Paraná","DR° Ulisses",NA,NA,NA,NA,"Árvore odorifera de 15 m, flor creme floresta Atlântica.","VIC026096",NA,NA,NA,NA,"69847","Sete quedas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-20 21:18:04-03","UFV","VIC","11205","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meissn.) Mez",NA,"Silva, A.F.; Silva, S.M.","1987","08","29","Brasil","São Paulo","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,"Árvore de até 20 m, flores em botões verdes.","VIC011205",NA,NA,NA,NA,"1584","Flora da Reserva Florestal da Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA
"221","2020-12-20 21:18:04-03","UFV","VIC","5894","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meissn.) Mez",NA,"Hoehne, F.C.","1931","12","07","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Árvore.","VIC005894",NA,NA,NA,NA,"s.n.","Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"222","2020-12-20 21:18:04-03","UFV","VIC","5862","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meissn.) Mez",NA,"Hoehne, F.C.","1932","02","20","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Árvore de flores brancas masculinas.","VIC005862",NA,NA,NA,NA,"s.n.","Jardim Botânico, Parque do Estado.",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"223","2020-12-20 21:18:04-03","UFV","VIC","10953","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meissn.) Mez",NA,"Silva, A.F.","1985","10","23","Brasil","São Paulo","São José dos Campos","-45.9375","-23.075","-45.9375","-23.075","Árvore de até 25 m, casca e lenho amrelos,botões florais esverdeados.flores amarelas aromáticas.","VIC010953",NA,NA,NA,NA,"1310","Flora da Reserva Florestal da Boa Vista, Mata da estufa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-12-20 21:18:04-03","UFV","VIC","10959","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meissn.) Mez",NA,"Silva, A.F.","1985","10","24","Brasil","São Paulo","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,"Árvore de até 20 m, flores de botões verdes, casca amarela com veios vermelhos, resina viscosa.","VIC010959",NA,NA,NA,NA,"1316","Flora da Reserva Florestal da Boa Vista, Mata do horto.",NA,NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA
"225","2020-02-27 16:44:04-03","UFSC","CTBS","3314","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Steiner, F.","Mariot, A.","2013","11","04","Brasil","Santa Catarina","Vargem","-50.977222","-27.490833","50°58'38''W","27°29'27''S","DAP cm; altura m",NA,NA,"2013","11","04",NA,"Canteiro de obras da UHE São Roque","723","723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6272",NA,NA
"226","2020-02-27 16:44:04-03","UFSC","CTBS","3308","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Steiner, F.","Steiner, F.","2013","11","04","Brasil","Santa Catarina","Vargem","-50.810278","-27.495833","50°48'37''W","27°29'45''S","DAP cm; altura m",NA,NA,"2013","11","04",NA,"Canteiro de obras da UHE São Roque","703","703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6271",NA,NA
"227","2020-02-27 16:44:04-03","UFSC","CTBS","3362","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Marcon, A.","Mariot, A.","2013","11","04","Brasil","Santa Catarina","Vargem","-50.810278","-27.496944","50°48'37W","27°29'49S",NA,NA,NA,"2013","11","04",NA,"Canteiro de Obras da UHE de São Roque","680","680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6270",NA,NA
"228","2021-03-24 17:09:16-03","UFES","SAMES","2870","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Quinet,A.","Ribeiro,M.; Fanticelle,B.S.","2011","12","02","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","-398050000.0","-182625000.0","Árvore de três metros, inflorescência verde claro, odor característico.","SAMES02870",NA,NA,NA,NA,"703","Reserva Biológica do Córrego Grande. Floresta alta sobre Tabuleiro, estrada Interna km 4.",NA,NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"229","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021835","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","S. G. Tressens","A. Schinini; M. Poletti","1992","12","4","Argentina","Corrientes",NA,"-58.51","-27.37",NA,NA,"Arbol 5-7 m alt. Flores crema.",NA,NA,NA,NA,NA,"27478","Dep. San Cosme. Ayo. San Juan, 24 Km E de Corrientes, por ruta 12. San Juan.","5","7","Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059367","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","E. Barbosa; J. M. Silva","2006","6","12","Brazil","Mato Grosso do Sul",NA,"-57.881422","-21.671884",NA,NA,"Arvore, 5 m, flor creme.",NA,NA,NA,NA,NA,"1466","Rodovia Caracol para Porto Murtinho, km 169, Fazenda Ponto Alegre (Mun. Porto Murtinho).",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0066797","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"A. Schinini","2006","10","25","Argentina","Misiones",NA,"-55.98397","-27.33408",NA,NA,"Árbol de 10-15 m alt, hojas verde oliváceas, frutos con la cúpula roja.",NA,NA,NA,NA,NA,"36771","Candelaria. Santa Ana Selva costera del rio Paraná.","83",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021838","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","G. Hatschbach; V. Nicolack","1989","12","6","Brazil","Paraná",NA,"-52.187948","-25.944874",NA,NA,"PMC - DPP 004; Arvore 12 m, flor creme. Araucarieto.",NA,NA,NA,NA,NA,"53682","Reserva Indígena de Mangueirinha.",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059229","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","E. Barbosa; J. M. Silva","2006","6","12","Brazil","Mato Grosso do Sul",NA,"-57.866667","-21.7",NA,NA,"Arbusto, 2 m, flor alvacenta.",NA,NA,NA,NA,NA,"1468","Rodovia Caracol para Porto Murtinho, km 169, Fazenda Ponto Alegre (Mun. Porto Murtinho).",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021837","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","J. M. Silva; E. Barbosa, L .B. Abe","1998","10","30","Brazil","Parana",NA,"-51.95","-23.9",NA,NA,"PMC - DPP 004; Árvore, 12m, flor creme.",NA,NA,NA,NA,NA,"2568","Parque Estadual Vila Rica do Espírito Santo (Mun. Fénix) Paraná, Brazil",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021836","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","L. R. Landrum; S. Landrum, M. Vera.","1995","11","2","Paraguay","Asunción",NA,"-57.55","-25.4667",NA,NA,"Collection made possible with a Fulbright American Republics Grant.; Tree ca. 8 m high; flowers yellowish.",NA,NA,NA,NA,NA,"8735","CENTRAL, Paraguay: Ytyrore country club, ca. 20 km S of Asunción","120",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-21 14:38:10-03","UFJF","CESJ","59484","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H.van der Werff","E. Barbosa; J.M. Silva","2006","06","12","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,"Arbusto, 2m alt., flor alvacenta. Cerrado.","CESJ059484",NA,"2008",NA,NA,"1468","Fazenda Ponto Alegre, Rodovia Caracol para Porto Murtinho, km 169.",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA
"237","2019-11-21 14:38:10-03","UFJF","CESJ","59441","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","M. Verdi","M. Verdi; R.P.Hasckel; G.KlemzN.L.Souza; G.Klemz","2009","03","18","Brasil","Santa Catarina","Zortéa","-51.613889","-27.494167","-51.613889","-27.494167","Ecótono Floresta Estacional Decidual / Floresta Ombrófila Mista; estádio suces. avançado. Fruto imaturo verde.","CESJ059441",NA,"2009","03","18","1821","Passo Raso, Lat.:27º29'39,00S; Lon.:51º36'50,00O; Alt.: 661m.","661","661","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-11-21 14:38:10-03","UFJF","CESJ","59461","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H.van der Werff","J.M. Silva; E. Barbosa","2006","06","18","Brasil","Mato Grosso so Sul","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"Árvore, 5m alt., flor creme. Solo pantanoso.","CESJ059461",NA,"2008",NA,NA,"4983","Rodovia Miranda - Corumbá, km 668",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
