"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","recordNumber","continentOcean","coordinatePrecision","preparationType","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"134","2020-02-08 09:38:17-03","NBC","NL-BOTANY","WAG.1425901","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Jansen-Jacobs MJ","1974","07","01","Bruijn J de","1967","02","02","Venezuela","Zulia",NA,"About 35 km N of Santa Barbara San Carlos del Zulia. Near Ensenada Congo near the lake of Maracaibo.",NA,NA,NA,NA,NA,NA,"NL-WAG1425901","NL-WAG1425901","In shore-forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1425901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","WAG0052892",NA,NA,NA,NA
"135","2020-02-08 09:38:17-03","NBC","NL-BOTANY","WAG.1425902","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Jansen-Jacobs MJ","1974","07","01","Bruijn J de","1967","02","02","Venezuela","Zulia",NA,"About 35 km N of Santa Barbara San Carlos del Zulia. Near Ensenada Congo near the lake of Maracaibo.",NA,NA,NA,NA,NA,NA,"NL-WAG1425902","NL-WAG1425902","In shore-forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1425902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","WAG0052893",NA,NA,NA,NA
"136","2020-02-08 09:38:17-03","NBC","NL-BOTANY","WAG.1425903","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Maas PJM","2011","06","06","Hatschbach GG","1993","11","30","Brazil","Paraná",NA,"Morro do Registro (mun. Antonina).","-48.75","-25.433333","-48.75","-25.433333",NA,NA,"NL-WAG1425903","NL-WAG1425903","Orla do mangue, base do morro.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1425903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","WAG0389011",NA,NA,NA,NA
"137","2020-02-08 09:38:17-03","NBC","NL-BOTANY","WAG.1425904","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Sterringa JT",NA,NA,NA,"Sterringa JT","1969","03","12","Surinam",NA,NA,"Wia-Wia Res., 650 m Z of kamp, 3 km E of Motkreek.",NA,NA,NA,NA,NA,NA,"NL-WAG1425904","NL-WAG1425904","In now dry swamp with dark sandy soil, between Mariscus, Rosenbergiodendron.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1425904 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","WAG0052894",NA,NA,NA,NA
"138","2020-02-08 09:38:17-03","NBC","NL-BOTANY","WAG.1425905","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Sterringa JT",NA,NA,NA,"Sterringa JT","1969","03","12","Surinam",NA,NA,"Wia-Wia Res., 650 m Z of kamp, 3 km E of Motkreek.",NA,NA,NA,NA,NA,NA,"NL-WAG1425905","NL-WAG1425905","In now dry swamp with dark sandy soil, between Mariscus, Rosenbergiodendron.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1425905 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","WAG0052895",NA,NA,NA,NA
"139","2020-02-08 09:38:17-03","NBC","NL-BOTANY","U.1071673","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,"1992","08","01","Davidse G; et al.","1980","04","01","Brazil","Pará",NA,NA,"-47.683333","-0.616667","-47.683333","-0.616667",NA,NA,"NL-U1071673","NL-U1071673","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071673 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0144926",NA,NA,NA,NA
"140","2020-02-08 09:38:28-03","NBC","NL-BOTANY","U 0263553","PreservedSpecimen","Plantae","Annonaceae","Annona","palustris","Annona palustris","L.",NA,NA,NA,NA,"Sello I",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0263553",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200263553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","Uw29383",NA,NA,NA,NA
"141","2020-11-04 10:59:15-03","ESALQ","ESA","109314","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"Lopes, J.C.","2012",NA,NA,"Sampaio, D.",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA109314","ESA109314",NA,"Magnoliophyta",NA,"123.0",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA
"142","2020-11-04 10:59:15-03","ESALQ","ESA","11344","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Souza, V.C.","2001",NA,NA,"Souza, V.C. ; Eterovic, A.","1989","04","01","Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"ESA011344","ESA011344_1 ESA011344_2",NA,"Magnoliophyta",NA,"535.0",NA,"21922",NA,"auto",NA,NA,NA,NA,NA,NA
"143","2020-11-04 10:59:15-03","ESALQ","ESA","109024","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Bazante, M.L.","2015","11","04","Flores, T.B.","2010","01","31","Brasil","Minas Gerais","Jaiba",NA,"-43.6744003295898","-15.3382997512817",NA,NA,NA,NA,"ESA109024","ESA109024",NA,"Magnoliophyta",NA,"415.0",NA,"47016",NA,"auto",NA,NA,NA,NA,NA,NA
"144","2020-11-04 10:59:15-03","ESALQ","ESA","43699","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Mello-Silva, R.",NA,NA,NA,"Lombardi, J.A.","1997","01","26","Brasil","Minas Gerais","Marliéria",NA,"-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"ESA043699","ESA043699",NA,"Magnoliophyta",NA,"1576.0",NA,"28215",NA,"auto",NA,NA,NA,NA,NA,NA
"145","2020-11-04 10:59:15-03","ESALQ","ESA","124639","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,"Fernandes, D.","1905","06","21","Brasil","Rio de Janeiro","Armação de Búzios",NA,"-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,"ESA124639",NA,NA,"Magnoliophyta",NA,"348.0",NA,"12927",NA,"auto",NA,NA,NA,NA,NA,NA
"146","2020-11-04 10:59:15-03","ESALQ","ESA","109312","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"Lopes, J.C.","2012",NA,NA,"Sampaio, D.",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA109312","ESA109312",NA,"Magnoliophyta",NA,"123.0",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA
"147","2020-11-04 10:59:15-03","ESALQ","ESA","109313","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"Lopes, J.C.","2012",NA,NA,"Sampaio, D.",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA109313","ESA109313",NA,"Magnoliophyta",NA,"123.0",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA
"148","2020-11-04 10:59:15-03","ESALQ","ESA","32163","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1996","02","07","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA032163","ESA032163",NA,"Magnoliophyta",NA,"34692.0",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA
"149","2020-11-04 10:54:32-03","ESALQ","ESA","141552","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Souza, V.C.","2018","11","03","Souza, V.C.","2018","11","03","Brasil","São Paulo","Peruíbe","Dunas da Praia do Guaraú, acesso pela Passarela do Balça.","-46.9900016784668","-24.3199996948242","-47,016,937","-24,375,069",NA,NA,"ESA141552",NA,"Arbusto, ca. 2 m alt.; flores creme.",NA,NA,"41275.0",NA,"21922",NA,"auto",NA,NA,NA,NA,NA,NA
"150","2014-09-01 10:19:12-03","FEMACT","MIRR","6469","S","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,"R. I. Barbosa","2007","08","04","Brasil","Roraima","Boa Vista","Bairro Pricumã","-60.676054","2.83318","-60.676054","2.83318",NA,NA,NA,NA,"Árvore de 4m de altura, com frutos amarelo-alaranjados e polpa alaranjada, comestível. Urbano/ espécie doméstica",NA,NA,"RIB-205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-07-26 11:39:17-03","IPA","IPA","58799","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Silva, A.","2000","06","15","Silva, A.","1999","10","21","Brasil","Pernambuco","Ilha de Itamaracá","Vila Velha, casado, Engenhoca.",NA,NA,NA,NA,NA,NA,"IPA0058799",NA,"Arbustivo, 3 m de altura. Raiz utilizada para fazer tampa de garrafa. Medicinal para ferimentos. A fruta é comestível.","Plantae",NA,"58799","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-02-15 11:32:45-02","IPA","IPA","15260","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Oliveira, J.","1993","08","31","Lira, O.C.","1968","01","04","Brasil","Pernambuco","Barreiros","Brejo de Barreiros","-35.1864013671875","-8.81832981109619",NA,NA,NA,NA,"IPA0015260",NA,"Árvore ca. de 8 m de altura. local pantanoso, pétalas de base vermelha, fruto maduro amarelo, comido pelas formigas.","Plantae",NA,"176","Southern America","24696",NA,"auto",NA,NA,NA,NA,NA,NA
"153","2019-02-15 11:32:45-02","IPA","IPA","15261","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Oliveira, J.","1968","01","04","Lira, O.C.","1968","01","04","Brasil","Pernambuco","Barreiros","Brejo de Barreiros","-35.1864013671875","-8.81832981109619",NA,NA,NA,NA,"IPA0015261",NA,"Árvore ca. de 8 m de altura, local pantanoso, pétalas de base vermelha, fruto maduro amarelo, comido pelas formigas.","Plantae",NA,"176","Southern America","24696",NA,"auto",NA,NA,NA,NA,NA,NA
"154","2019-02-15 11:32:45-02","IPA","IPA","86280","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Elba Ferraz","2011","06","17","Elba Ferraz; Araújo, E.; Araújo, E.","2011","06","02","Brasil","Pernambuco","Panelas","Mata Atlântica, Interior da mata em árae de encosta.","-36.0057983398438","-8.66361045837402",NA,NA,"400","400","IPA0086280",NA,"Árvore. Frequência média. Flores amareladas.","Plantae",NA,"1078","Southern America","19336",NA,"auto",NA,NA,NA,NA,NA,NA
"155","2019-07-26 11:39:17-03","IPA","IPA","3791","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Wanderley, D.","1932","02","04","Brasil","Pernambuco","Rio Formoso","Praia dos Carneiros. Beira de uma lagoa.","-35.1585998535156","-8.66361045837402",NA,NA,NA,NA,"IPA0003791",NA,"Árvore com raízes leves. Estava em fruto. Sementes pretas.","Plantae",NA,"3791","Southern America","21734",NA,"auto",NA,NA,NA,NA,NA,NA
"156","2019-02-15 11:32:45-02","IPA","IPA","85535","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Matos, S.",NA,NA,NA,"Melo, J.F.; Santos, E.; Ribeiro, L.V.; Santos, E.; Ribeiro, L.V.","2007","03","23","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Borda da mata.","-37.3106002807617","-10.9981002807617",NA,NA,NA,NA,"IPA0085535",NA,"Árvore ca. 5m de altura. Flores verdes.","Plantae",NA,"58","Southern America","31945",NA,"auto",NA,NA,NA,NA,NA,NA
"157","2019-08-27 13:30:47-03","IAP","PACA-AGP","84863","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","R. A. Záchia","1993","12","14","R. A. Zachia","1993","12","14","Brasil","RS","Santa Maria","Universidade Federal de Santa Maria - Fitotecnia","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA084863",NA,"SMDB 4769","Magnoliophyta","Magnoliales",NA,NA,"37819",NA,"auto","Magnoliatae",NA,NA,NA,NA,NA
"158","2019-08-27 13:30:47-03","IAP","PACA-AGP","3156","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","R. Zachia","1992","05","01","Rambo, B.","1938","06",NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA003156",NA,"Habitat: in silva","Magnoliophyta","Magnoliales",NA,NA,"27000",NA,"auto","Magnoliatae",NA,NA,NA,NA,NA
"159","2019-08-27 13:30:47-03","IAP","PACA-AGP","74022","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","R. Zachia","1994","09",NA,"A.O. Rosa","1994","03","19","Brasil","SC","Içara","Barra Velha margem da Lagoa dos Esteves","-49.2999992370605","-28.7133007049561",NA,NA,NA,NA,"PACA074022",NA,"Habitat: beirando a água Hábito: arbustiva","Magnoliophyta","Magnoliales",NA,NA,"18492",NA,"auto","Magnoliatae",NA,NA,NA,NA,NA
"160","2019-08-27 13:30:47-03","IAP","PACA-AGP","71888","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","R. A. Záchia","1992",NA,NA,"N. R. Bastos","1992","02","19","Brasil","SC","Porto Belo","Praia de Bombinhas","-48.5531005859375","-27.1578006744385",NA,NA,NA,NA,"PACA071888",NA,"Habitat: junto das rochas","Magnoliophyta","Magnoliales","329",NA,"13032",NA,"auto","Magnoliatae",NA,NA,NA,NA,NA
"161","2020-12-20 21:15:25-03","UFV","VIC","25371","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Mello-Silva, R.","2001","10",NA,"Temponi, L.G.","2000","12","13","Brasil","Minas Gerais",NA,"Parque Estadual do Rio Doce (PERD), Trilha da Lagoa Dom Helvécio.",NA,NA,NA,NA,NA,NA,"VIC025371","VIC025371","Arbórea de 3,0 metros de altura. Fruto imaturo.",NA,NA,"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-20 21:15:25-03","UFV","VIC","24188","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Lobão, A.Q.","2006","10",NA,"Bortoluzzi, R.L.C.; et al.","1998","12","15","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Lagoa do Aníbal.","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"VIC024188","VIC024188","Arbusto c.a. de 5,0 metros de altura. Frutos verdes imaturos amarelos e superfície papilosa.",NA,NA,"413",NA,"28215",NA,"auto",NA,NA,NA,NA,NA,NA
"163","2019-10-25 11:37:51-03","IECOS","HBRA","1045","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","A. E. S. Rocha (MG)","2008","02","01","L. O. Santos","2006","12","27","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, área ruderal próximo à casa demolida da antiga fazenda","-46.68194444","-0.91475","-46.68194444","-0.91475000",NA,NA,"HBRA0000248","HBRA0000248","Árvore. Flor creme",NA,NA,"92","América do Sul",NA,"exsicata",NA,NA,NA,NA,NA,NA,NA
"164","2021-03-24 17:08:30-03","UFES","SAMES","163","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Ribeiro,M.","2019","06","13","Monteiro,M.M.; Giaretta,A.O.","2008","12","13","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Área de restinga sobre cordão arenoso, Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227","-396986111.0","-184152778.0",NA,NA,"SAMES00163",NA,"Planta de 4 m, com frutos verdes, na carpoteca.",NA,NA,"133",NA,"41644",NA,"auto",NA,NA,NA,NA,NA,NA
"165","2021-03-24 17:08:30-03","UFES","SAMES","199","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Lobão,A.Q.","2010","02","02","Martins,R.F.A.","2007","12","14","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga localizada na propriedade da pousada do Celsão, em Riacho Doce.","-39.7322006225586","-18.5932998657227","-401938889.0","-187005556.0",NA,NA,"SAMES00199",NA,"Planta de 3m com frutos verdes (na carpoteca). Habitat: Mata de restinga localizada na propriedade da pousada do Celsão, em Riacho Doce.",NA,NA,"219",NA,"41644",NA,"auto",NA,NA,NA,NA,NA,NA
"166","2021-03-24 17:08:30-03","UFES","SAMES","149","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Lopes,L.C.M.","2010","03","01","Lopes,L.C.M.; Fink,M.G.S.","2010","02","20","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Parque Estadual de Itaúnas, estrada indo para as dunas, próximo ao alagado.","-39.7322006225586","-18.5932998657227","-397100000.0","-184202778.0",NA,NA,"SAMES00149",NA,"Ávore de 4m com frutos verdes com pintas amarelas. Habitat: Parque Estadual de Itaúnas, estrada indo para as dunas, próximo ao alagado.",NA,NA,"142",NA,"41644",NA,"auto",NA,NA,NA,NA,NA,NA
"167","2021-03-24 17:08:30-03","UFES","SAMES","7927","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Agrizzi, A.P.; Teixeira,M.C;Moreira,E.C;Souto,L.D.","2018","01","10","Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Trilha Tamandaré.","-39.7322006225586","-18.5932998657227","-397130556.0","-184205556.0",NA,NA,"SAMES07927",NA,"Habito: Arboreo",NA,NA,"2",NA,"41644",NA,"auto",NA,NA,NA,NA,NA,NA
"168","2021-03-24 17:08:30-03","UFES","SAMES","165","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Ribeiro,M.","2016","04","11","Menezes,L.F.T.; Silva,W.B.;Mello,E.A.;Vieira,P.B.;Coelho,R.","2013","01","23","Brasil","Espírito Santo","Linhares","Restinga de Comboios. Encontrada na margem da área brejosa, sub-bosque.","-40.0722007751465","-19.3910999298096","-398994444.0","-196788889.0",NA,NA,"SAMES00165",NA,"Árvore de 4m de altura, com frutos (na carpoteca).",NA,NA,"2073",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA
"169","2019-11-21 14:30:07-03","UFJF","CESJ","35256","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","H.Rainer","S.M. Dutra","2007","09","03","L.C. Milhomens; F.G. Durval; C. Proença; J.A. Carvalho","2000","11","26","Brasil","Minas Gerais","Garapuava",NA,NA,NA,NA,NA,"798","798","CESJ035256","CESJ035256","Arbusto ramificado 1,3m. Flor creme-esverdeada. Petalas vinho por dentro. Androceu e gineceu cremes.&nf;16º 4' 0 S &nf;46º 23' 0 W&nf;Alt. 798m.s.m","Angiosperma",NA,"20","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-21 14:30:07-03","UFJF","CESJ","41220","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","H.Rainer","G. Hatschbach","2000",NA,NA,"G. Hatschbach; E. Barbosa","2000","12","13","Brasil","Santa Catarina","Laguna Caputera",NA,NA,NA,NA,NA,NA,NA,"CESJ041220","CESJ041220","Arbusto, 2m, flor creme base interna vermelha.&nf;Mangue à beira da lagoa.&nf;Alt. 5 - 8m.","Angiosperma",NA,"71889","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-21 14:30:07-03","UFJF","CESJ","11868","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","H.Rainer","J.C.Lopes","2011",NA,NA,"L. Krieger","1972","11","03","Brasil","Espírito Santo","Marataízes",NA,"-40.8244018554688","-21.0433006286621",NA,NA,NA,NA,"CESJ011868","CESJ011868 CESJ011868_1 CESJ011868_2","Na restinga perto da água, arbusto (3m) flor creme, com mancha vermelha.","Angiosperma",NA,"CESJ11868","América do Sul","19311",NA,"auto",NA,NA,NA,NA,NA,NA
"172","2019-11-21 14:30:07-03","UFJF","CESJ","36909","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","H.Rainer","R. Mello-Silva","2003","07",NA,"M.O.D. Pivari; M.A.N. Pivari","2001","11","13","Brasil","Minas Gerais","Caratinga","Lagoa Silvana","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"CESJ036909","CESJ036909","Arbusto ca. 2,5m presente em vegetação aquatica flutuante, a 9m das margens da lagoa, local de muita luminosidade. frutos verdes.","Angiosperma",NA,"64","América do Sul","49886",NA,"auto",NA,NA,NA,NA,NA,NA
"173","2019-11-21 14:30:07-03","UFJF","CESJ","40942","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","H.Rainer","M. Pivari","2003","11",NA,"M.O.D. Pivari; V.B. Oliveira","2003","11","22","Brasil","Minas Gerais","Caratinga","Lagoa Silvana","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"CESJ040942","CESJ040942","Arvareta ca. 3,5m altura, hidrofita emergente presente presente próxima à margem da lagoa ca. 1m de profundidade hidrofita. Folhas discolares interior alvo, sementes creme.","Angiosperma",NA,"270","América do Sul","49886",NA,"auto",NA,NA,NA,NA,NA,NA
"174","2019-11-21 14:30:07-03","UFJF","CESJ","58422","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","H.Rainer","C.N. Silva","2011","10","14","C.N. Silva; R.M. Castro; J.F.S. Pessôa","2011","08","31","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Na borda da mata.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ058422","CESJ058422","Árvore, ca. de 4m de alt., flores verdes. Na borda da mata.","Angiosperma",NA,"58","América do Sul","36144",NA,"auto",NA,NA,NA,NA,NA,NA
"175","2021-04-07 11:40:44-03","UFMS","CGMS","66348","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","F.M. Alves","2016","11","11","R.M.Corrêa; F.M. Alves; D.J.G. Morais; M.R.A. Bogarin","2016","11","11","Brasil","Mato Grosso do Sul","Miranda","Fazenda Cristo Redentor. Capão da Vista Alegre.","-57.0519444","-19.8686111","-57,0519444","-19,8686111","140","140","CGMS1099309",NA,"Flor ausente. Fruto imaturo verde e maduro castanho. Habitat: Borda de mata. Remanescente de Floresta Estacional Decidual. Habito: Árvore.",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-04-07 11:40:44-03","UFMS","CGMS","47115","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"A.G.S. Arruda; A.C. Gomes; D.J. Machate; F. Macedo Alves; T.C. Piva","2014","11","25","Brasil","Mato Grosso do Sul","Aquidauana","Cerradinho (UEMS).","-55.6583333","-20.4366666","-55,6583333","-20,4366666","188","188","CGMS1077085",NA,"Flor ausente. Fruto seco marrom. Habitat: Cerradão. Solo arenoso. Habito: Arbusto.",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-04-07 11:40:44-03","UFMS","CGMS","22483","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","J. Cordeiro; E. Barboza","2007",NA,NA,"M.G. Caxambu","2007","01","25","Brasil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"CGMS1051892",NA,"Flor amarela-escura. Habitat: Latossolo vermelho. Relevo suave-ondulado. Habito: Árvore. 6,00m de altura.",NA,NA,NA,NA,"28572",NA,"auto",NA,NA,NA,NA,NA,NA
"178","2021-04-07 11:40:44-03","UFMS","CGMS","44439","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"R.A. Záchia; F.V. Mohr","1995","11","18","Brasil","Santa Catarina","Florianópolis","Base do Morro das Pedras, Lagoa do Peri.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"CGMS1074404",NA,"Fruto ausente. Habitat: Margem de lagoa. Habito: Ärvore.",NA,NA,"2056",NA,"27000",NA,"auto",NA,NA,NA,NA,NA,NA
"179","2019-11-27 13:45:46-03","UFS","ASE","10742","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Mello-Silva, R; Lopes, JC","2012",NA,NA,"Costa, SM; Prata, AP; Silva, AC","2007","01","27","Brasil","Sergipe","Macambira","Cachoeira de Macambira","-37.540556","-10.666667","-37.540556","-10.666667",NA,NA,"ASE0004463","ASE0004463","Folha coríaceas, frutos verdes com manchas brancas. Árvore com cerca de 6 m.; Folha coríaceas, frutos verdes com manchas brancas. Árvore com cerca de 6 m.; Mata ciliar.","Magnoliophyta",NA,"136","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-27 13:45:46-03","UFS","ASE","23148","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Gomes, LA","2013","06",NA,"Gomes, LA; Déda, RM; Santos, LAS; Santos, E; Conceição, GG","2012","03","16","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de Mata.","-37.416944","-11.392222","-37.416944","-11.392222",NA,NA,"ASE0004493",NA,"Árvore com ca. de 4m. Botões florais verdes.; Árvore com ca. de 4m. Botões florais verdes.; Mata Atlântica.","Magnoliophyta",NA,"348","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-27 13:45:46-03","UFS","ASE","25001A","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Lopes, JC","2013","07","16","Galvão, L","2000","11","16","Brasil","Sergipe","Ilha das Flores","Ilha do Cachimbão, Margem do rio São Francisco","-36.54","-10.436667","-36.54","-10.436667",NA,NA,"ASE0004512",NA,"Árvore com cerca de metros de altura com folhas simples e alternas. Flores alvas e frutos imaturos verdes.; Restinga","Magnoliophyta",NA,"ASE25001A","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
