"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","locality","minimumElevationInMeters","maximumElevationInMeters","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","fieldNumber"
"50","2021-03-01 11:49:56-03","UFPE","UFP","68389","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lidl.) Pridgeon & M.W. Chase","Pessoa, E; Melo, A; Amorim, BS","520","2010","03",NA,"Brasil","Pernambuco","Jaqueira","-35.843889","-8.72",NA,"Epífita com flores amarelas e frutos imaturos verdes.","UFP068389",NA,"11",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,"-35.843889","-8.72",NA,NA,NA
"51","2021-03-01 11:49:56-03","UFPE","UFP","74328","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lidl.) Pridgeon & M.W. Chase","Pessoa, E; Amorim, BS; Costa-Lima, JL","1084","2013","04",NA,"Brasil","Alagoas","Murici","-35.9432983398438","-9.30667018890381",NA,NA,"UFP074328",NA,"02",NA,NA,NA,NA,"Pessoa, E","2013","04",NA,NA,"22851","auto",NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","2279695","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pleurothallis","crocea","Pleurothallis crocea",NA,"R. M. Klein","906","1954","11","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US00446598","US00446598_01","30",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"53","2020-09-12 05:00:02-03","US","US","2841289","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pleurothallis","glumacea","Pleurothallis glumacea",NA,"R. Reitz & R. M. Klein","93036","1959","10","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US00446628","US00446628_01","31",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"54","2020-09-12 05:00:02-03","US","US","704579","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pleurothallis","glumacea","Pleurothallis glumacea",NA,"H. M. Curran","157","1915","10","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,"US00446629","US00446629_01","1",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"55","2020-07-23 12:17:04-03","CEPLAC","CEPEC","131096","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea",NA,"C. N. Fraga","2355","2009","01",NA,"Brasil","Espírito Santo","castelo","-41.083611","-20.516111",NA,NA,NA,NA,"20","Parque Estadual do Forno Grande.",NA,NA,NA,"C. N. Fraga",NA,NA,NA,"30/12/2009",NA,NA,"41W5'1","20S30'58",NA,NA,NA
"56","2020-07-23 12:17:04-03","CEPLAC","CEPEC","83207","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea",NA,"A. M. de Carvalho","6792","1980","11",NA,"Brasil","Bahia","MARAÚ","-38.952222","-13.988333",NA,NA,NA,NA,"08","Rod. BR-030 Saquaíra/Campinhos 4-8Km.",NA,NA,NA,"C. van den Berg",NA,NA,NA,"29/07/2003",NA,NA,"38W57'8","13S59'18",NA,NA,NA
"57","2020-07-23 12:17:04-03","CEPLAC","CEPEC","8122","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea",NA,"T. S. dos Santos","2163","1971","11",NA,"Brasil","Bahia","GONGOGI","-39.4646987915039","-14.3221998214722",NA,NA,NA,NA,"16","Barragem do Funil.",NA,NA,NA,"C. van den Berg",NA,NA,NA,"29/07/2003","25835","auto",NA,NA,NA,NA,NA
"58","2020-07-23 12:17:04-03","CEPLAC","CEPEC","6306","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea",NA,"J. L. Hage","33","1970","11",NA,"Brasil","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"23","Area do CEPEC.",NA,NA,NA,"C. van den Berg",NA,NA,NA,"29/07/2003","61245","auto",NA,NA,NA,NA,NA
"59","2021-02-23 13:22:55-03","MN","R-TIPOS","24959","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","alexandrae","Pleurothallis alexandrae","Schltr.","Brade, A.C.","7789","1918","12",NA,"Brasil","São Paulo","Iguapé","-47.5499992370605","-24.7000007629395",NA,NA,"R000024959","R000024959_001",NA,"Rio Peroupava",NA,NA,NA,"Schlechter, F.",NA,NA,NA,NA,"55628","auto",NA,NA,NA,"Isotypus",NA
"60","2020-08-20 14:54:41-03","UFSC","FLOR","30643","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","Jarenkow, J.A.; Garcia, E.N.","3678","1997","12",NA,"Brasil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,"epífita, 2 m acima do solo, flores com ovário verde, tépalas alaranjadas","FLOR0030643",NA,"12","Pedreira do DEPREC.",NA,NA,NA,"Waechter, J.L.","1998","05","04",NA,"28605","auto",NA,NA,NA,NA,NA
"61","2020-08-20 14:54:41-03","UFSC","FLOR","2679","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","Bresolin, A.","50","1970","12",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,"epífito, flor amarela, labelo marrom","FLOR0002679",NA,"18","Naufragados, Ilha de Santa Catarina.","250","250",NA,"Siqueira, C.E.","2013","07","11",NA,"27000","auto",NA,NA,NA,NA,NA
"62","2020-08-20 14:54:41-03","UFSC","FLOR","2440","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","Klein, R.M.; Bresolin, A.","8433","1969","12",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,"epífito, flor amarelo-ouro Habitat: mata","FLOR0002440","FLOR0002440","18","Tapera, Ribeirão, Ilha de Santa Catarina.","200","200",NA,"Santos, M.C.; Toscano de Brito, A.V.L.; Smidt, E.C.","2017","06",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"63","2020-08-20 14:54:41-03","UFSC","FLOR","2497","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","Klein, R.M.; Bresolin, A.","8502","1969","12",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,"epífito, flor amarelo-ouro","FLOR0002497",NA,"16","Tapera, Ribeirão, Ilha de Santa Catarina.","100","100",NA,"Siqueira, C.E.","2013","07","11",NA,"27000","auto",NA,NA,NA,NA,NA
"64","2020-08-20 20:37:49-03","UFSC","FLOR","2498","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","Klein, R.M.; Bresolin, A.","8497","1969","12",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,"epífito, flor amarelo-ouro","FLOR0002498",NA,"16","Tapera, Ribeirão, Ilha de Santa Catarina.","300","300",NA,"Pabst, G.","1971",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"65","2020-08-20 14:54:41-03","UFSC","FLOR","17311","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","Reitz, R.; Klein, R.M.","9303","1959","10",NA,"Brasil","Santa Catarina","Sombrio","-49.61669921875","-29.113899230957",NA,"flor alaranjada","FLOR0017311",NA,"31","Pirão Frio.","10","10",NA,"Pabst, G.","2012","09","13",NA,"16515","auto",NA,NA,NA,NA,NA
"66","2020-08-20 14:54:41-03","UFSC","FLOR","4814","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","Klein, R.M.; Reitz, R.","9303","1959","10",NA,"Brasil","Santa Catarina","Sombrio","-49.61669921875","-29.113899230957",NA,"epífito, flor alaranjada","FLOR0004814",NA,"31","Pirão Frio.","10","10",NA,"Pabst, G.","2011","11","03",NA,"16515","auto",NA,NA,NA,NA,NA
"67","2017-09-11 17:12:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","crocea","Pleurothallis crocea","Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"Floret Decembri",NA,"P03P4N0089",NA,"Habitat in arboribus ad serra do Rodeio prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:12:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","glaziovii","Pleurothallis glaziovii","Cogn.","Glaziou, AFM","17796",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"in herb Berol. et Kew",NA,"P03P4N0119",NA,"Habitat in Brasilia austro-orientali loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:12:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","glumacea","Pleurothallis glumacea","Lindl.","Descourtilz, ME","s.n.",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat ad Rio de Pirahy inter Rio de Janeiro et S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:52:09-03","UFRGS","ICN","165333","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Silva Filho, PJS","477","2009","09","América do Sul","Brasil","RS","Viamão","-51.016944","-30.068889",NA,"Epífita de flores amareladas; Interior da mata.","ICN00038708",NA,"13","Bairro Tarumã região de entorno do Lago Tarumã.-30.069048 -51.017042",NA,NA,NA,"Silva Filho, PJS",NA,NA,NA,NA,NA,NA,"-51.016944","-30.068889",NA,NA,NA
"71","2021-02-08 12:52:09-03","UFRGS","ICN","192548","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Dutra, J","s.n.",NA,NA,"América do Sul","Brasil",NA,NA,NA,NA,NA,"Sepala vitelina, labelo atropurpúreo","ICN00038701",NA,NA,NA,NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:52:09-03","UFRGS","ICN","145738","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Lima, LF","333","2006","11","América do Sul","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,"abundante, na borda da mata","ICN00038698",NA,"12","BR 116 km 308 Fazenda São Maximiano",NA,NA,NA,"Lima, LF",NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA
"73","2021-02-08 12:52:09-03","UFRGS","ICN","059195","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Matzenbacher, NI","s.n.","1983","11","América do Sul","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,"Epífita em mata de galeria","ICN00038702",NA,"30","BR-116, Km 32",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"28343","auto",NA,NA,NA,NA,NA
"74","2021-02-08 12:52:09-03","UFRGS","ICN","110832","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Nunes, VF","1378","1993","12","América do Sul","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,"Epífita com flores amarelas. Luz difusa a direta.","ICN00038718",NA,"03","Cerro do Poeta, Fazenda São Maximiano- Passo do Petim (BR-116), propriedade do Sr. Nelson Ivo Matzenbacher",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"28343","auto",NA,NA,NA,NA,NA
"75","2021-02-08 12:52:09-03","UFRGS","ICN","032663","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","388","1976","11","América do Sul","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,"Flores cor de laranja; Epífita sobre figueira","ICN00038707",NA,"20","Fazenda Matzenbacher",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"28343","auto",NA,NA,NA,NA,NA
"76","2021-02-08 12:52:09-03","UFRGS","ICN","053559","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","1975","1982","12","América do Sul","Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,"Epífito com flores laranjas.; Interior de mato","ICN00038713",NA,"28","Horto Botânico Irmão Teodoro Luís- UFPel",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"51462","auto",NA,NA,NA,NA,NA
"77","2021-02-08 12:52:09-03","UFRGS","ICN","031971","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","?","s.n.","1949","02","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00038719",NA,"13",NA,NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"29946","auto",NA,NA,NA,NA,NA
"78","2021-02-08 12:52:09-03","UFRGS","ICN","083022","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Longhi; et al.","s.n.","1977","07","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00038712",NA,"02","Ilha da Lage",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"29946","auto",NA,NA,NA,NA,NA
"79","2021-02-08 12:52:09-03","UFRGS","ICN","020353","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Augusto, I","3787","1939","11","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Matinha","ICN00038711",NA,"04","Morro Santanna",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"29946","auto",NA,NA,NA,NA,NA
"80","2021-02-08 12:52:09-03","UFRGS","ICN","031013","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","213","1975","09","América do Sul","Brasil","RS","Santa Cruz do Sul","-52.4258003234863","-29.7175006866455",NA,"Epífta; flores amarelas; Em beira de rio","ICN00038703",NA,"22","Trombudo",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"38612","auto",NA,NA,NA,NA,NA
"81","2021-02-08 12:52:09-03","UFRGS","ICN","014853","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Dutra, J","853","1924","02","América do Sul","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"ICN00038710",NA,NA,"Quinta São Manoel",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"10287","auto",NA,NA,NA,NA,NA
"82","2021-02-08 12:52:09-03","UFRGS","ICN","086830","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Fernandes, I","268","1986","11","América do Sul","Brasil","RS","Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,"Flores amarelas.; Sobre rocha no topo do morro","ICN00038717",NA,"15","Morro Sapucaia",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"7291","auto",NA,NA,NA,NA,NA
"83","2021-02-08 12:52:09-03","UFRGS","ICN","053520","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","1937","1982","11","América do Sul","Brasil","RS","Taquara","-50.7806015014648","-29.6506004333496",NA,"Epífita com flores laranjas.; Interior de mata","ICN00038715",NA,"13","Santa Cristina do Pinhal",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"22252","auto",NA,NA,NA,NA,NA
"84","2021-02-08 12:52:09-03","UFRGS","ICN","014850","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Dutra, J","850",NA,NA,"América do Sul","Brasil","RS","Teutônia","-51.8064002990723","-29.4480991363525",NA,"Sépala vitelina e labelo atropurpúreo.","ICN00038716",NA,NA,NA,NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"13597","auto",NA,NA,NA,NA,NA
"85","2021-02-08 12:52:09-03","UFRGS","ICN","032714","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","393","1976","12","América do Sul","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,"Flores laranjas; Epífita em floresta","ICN00038704",NA,"03","Banhado do Curtume",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"20837","auto",NA,NA,NA,NA,NA
"86","2021-02-08 12:52:09-03","UFRGS","ICN","043273","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","1032","1978","11","América do Sul","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,"Epifítico com flores laranjas.; Interior de mata pluvial","ICN00038714",NA,"18","Limoeiro",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"20837","auto",NA,NA,NA,NA,NA
"87","2021-02-08 12:52:09-03","UFRGS","ICN","115429","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Breier, TB","120","1997","11","América do Sul","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,"Epífito","ICN00038699",NA,"19","Fazenda Santa Fé APA do Banhado Grande","35","35",NA,"Breier, TB",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"88","2021-02-08 12:52:09-03","UFRGS","ICN","136133","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Musskopf, E; Waechter, JL","339","2004","12","América do Sul","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,"Epífito em Floresta de Restinga (Praia de Fora)","ICN00038706",NA,"21","Parque Estadual de Itapuã",NA,NA,NA,"Musskopf, E",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"89","2021-02-08 12:52:09-03","UFRGS","ICN","009281","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Korner, L","s.n.","1971","11","América do Sul","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,"Flores amarelas; Epífita cultivada em pátio","ICN00038705",NA,"12","Parque Saint-Hilaire",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"41667","auto",NA,NA,NA,NA,NA
"90","2021-02-08 12:52:09-03","UFRGS","ICN","032648","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","369","1976","11","América do Sul","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,"Flores cor de laranja.; Epífita em mato.","ICN00038700",NA,"10","Parque Saint-Hilaire",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"41667","auto",NA,NA,NA,NA,NA
"91","2021-02-08 12:52:09-03","UFRGS","ICN","007200","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W. Chase","Körner, L","s.n.","1969","11","América do Sul","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,"Mato","ICN00038720",NA,"14","Viamópolis",NA,NA,NA,"Gonçalves, CN","2002","09","06",NA,"41667","auto",NA,NA,NA,NA,NA
"92","2021-02-08 12:52:21-03","UFRGS","ICN","061642","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pleurothallis","glumacea","Pleurothallis glumacea","Lindl.","Waechter, JL","2071","1984","12","América do Sul","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,"Epífito com flores de coloração laranja.; Interior de mata arenosa","ICN00040907",NA,"21","Emboaba",NA,NA,NA,"Waechter, JL","1984",NA,NA,NA,"27350","auto",NA,NA,NA,NA,NA
"93","2021-03-22 16:23:15-03","FEPAGRO","BLA","2131","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","O. R. Camargo",NA,"1957","11",NA,"Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Habitat: Parque ea passo","BLA002131",NA,"02","Passo do Dorneles","4","4",NA,"B. Rambo",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"94","2021-03-22 16:23:15-03","FEPAGRO","BLA","2129","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","O. R. Camargo",NA,"1957","12",NA,"Brasil","Rio Grande do Sul","Taquari","-51.8643989562988","-29.7996997833252",NA,"Habitat: Parque ea estação","BLA002129",NA,"10","Estação Experimental de Pomicultura","60","60",NA,"B. Rambo",NA,NA,NA,NA,"21657","auto",NA,NA,NA,NA,NA
"95","2020-08-26 10:50:18-03","MCN-FZBRS","HAS","10946","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M..Chase","Zanette, V.C.","s.n.","1979","08",NA,"Brasil","Rio Grande do Sul","Triunfo","-51.3856695","-29.885741",NA,"Exemplar sobre forófito 13 (13.6)","HAS0010946",NA,NA,"Área do Polo Petroquímico",NA,NA,NA,"Waechter, J.L.","2006","05","24",NA,NA,NA,"-51,3856695","-29,8857410",NA,NA,NA
"96","2020-08-26 10:50:18-03","MCN-FZBRS","HAS","4515","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M..Chase","Ungaretti, I.","275","1977","05",NA,"Brasil","Rio Grande do Sul","Triunfo","-51.3856695","-29.885741",NA,NA,"HAS0004515",NA,NA,"Polo Petroquimico, estação AMN 8, Área do Pontal",NA,NA,NA,"Waechter, J.L.","2006","05","24",NA,NA,NA,"-51,3856695","-29,8857410",NA,NA,NA
"97","2020-08-26 10:50:18-03","MCN-FZBRS","HAS","5403","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M..Chase","Ungaretti, I.","746","1977","10",NA,"Brasil","Rio Grande do Sul","Triunfo","-51.3856695","-29.885741",NA,"planta com flores (inflorescência) , exemplar com folhas carnosas","HAS0005403",NA,NA,"Polo Petroquímico, área EMN5, arroio Passo Raso",NA,NA,NA,"Waechter, J.L.","2006","05","24",NA,NA,NA,"-51,3856695","-29,8857410",NA,NA,NA
"98","2020-08-26 10:50:18-03","MCN-FZBRS","HAS","95892","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M.W.Chase","Soares, J. F.","22","2017","11",NA,"Brasil","Rio Grande do Sul","Porto Alegre","-51.176748","-30.051025",NA,"Flores amarelas. Holoepífita habitual de ocorrência rara e espontânea no JBPA.","HAS0095892",NA,NA,"Jardim Botânico de Porto Alegre, Área de Coleções do Arboreto - Coleção Bignoniaceae.",NA,NA,NA,"Soares, J. F., Fagundes, N. F.","2017",NA,NA,NA,NA,NA,"-51.176748","-30.051025",NA,NA,NA
"99","2020-08-26 10:50:18-03","MCN-FZBRS","HAS","82272","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M..Chase","Hagelund, K.","12197","1977","05",NA,"Brasil","Rio Grande do Sul","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"HAS0082272",NA,NA,"Granja Faxinal",NA,NA,NA,"Waechter, J.L.","2006","05","24",NA,"29956","auto",NA,NA,NA,NA,NA
"100","2020-08-26 10:50:18-03","MCN-FZBRS","HAS","20763","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M..Chase","Neves, M.","470","1984","11",NA,"Brasil","Rio Grande do Sul","Canoas","-51.1836013793945","-29.9178009033203",NA,"Flores alaranjadas com um ponto marron no seu interior. No interior e beira do mato.","HAS0020763",NA,NA,"Fazenda Guajuvira.",NA,NA,NA,NA,NA,NA,NA,NA,"8037","auto",NA,NA,NA,NA,NA
"101","2020-08-26 10:50:18-03","MCN-FZBRS","HAS","82273","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M..Chase","Mattos, J.","6459","1958","10",NA,"Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Na mata","HAS0082273",NA,NA,"Morro Santana",NA,NA,NA,"Waechter, J.L.","2006","05","24",NA,"29946","auto",NA,NA,NA,NA,NA
"102","2020-08-26 10:50:18-03","MCN-FZBRS","HAS","10935","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Acianthera","glumacea","Acianthera glumacea","(Lindl.) Pridgeon & M..Chase","Nilson, A.","s.n.","1979","08",NA,"Brasil","Rio Grande do Sul","Triunfo","-51.7181015014648","-29.9433002471924",NA,"sobre forófito 3 (3.9)","HAS0010935",NA,NA,"área do Pólo Petroquímico",NA,NA,NA,"Waechter, J.L.","2006","05","24",NA,"41194","auto",NA,NA,NA,NA,NA
