"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus","sex"
"48","2020-11-04 11:19:21-03","ESALQ","ESA","114520","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"Coelho, R.L.G.","Coelho, R.","427.0","2011","03","01",NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,"ESA114520","ESA114520",NA,NA,"2014",NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:19:21-03","ESALQ","ESA","114472","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"Coelho, R.L.G.","Coelho, R.","379.0","2011","01","01",NA,"Brasil","Pernambuco","Caruaru",NA,"-35.9761009216309","-8.28332996368408",NA,NA,"ESA114472","ESA114472",NA,NA,"2014",NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:19:21-03","ESALQ","ESA","114474","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"Coelho, R.L.G.","Coelho, R.","381.0","2011","01","01",NA,"Brasil","Pernambuco","Caruaru",NA,"-35.9761009216309","-8.28332996368408",NA,NA,"ESA114474","ESA114474",NA,NA,"2014",NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:19:21-03","ESALQ","ESA","114471","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"Coelho, R.L.G.","Coelho, R.","378.0","2011","01","01",NA,"Brasil","Pernambuco","Caruaru",NA,"-35.9761009216309","-8.28332996368408",NA,NA,"ESA114471","ESA114471",NA,NA,"2014",NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:19:21-03","ESALQ","ESA","115867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"Coelho, R.L.G.","Fiaschi, P.","452.0","2000","11","03",NA,"Brasil","São Paulo","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879",NA,NA,"ESA115867","ESA115867",NA,NA,"2014",NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:19:21-03","ESALQ","ESA","37733","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"Coelho, R.L.G.","Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","142.0","1997","12","15",NA,"Brasil","São Paulo","Bom Sucesso de Itararé","Estrada de Bom Sucesso a 2 km da Mineração de cal São Judas Tadeu. Floresta Ombrófila Mista/Floresta de Araucária. Mata de encosta","-49.1399993896484","-24.3099994659424",NA,"Arbusto de 2 m, com frutos verdes","ESA037733","ESA037733_1 ESA037733_2 ESA037733_3 ESA037733_4 ESA037733_5",NA,NA,"2014",NA,NA,"-49,217,778","-24,320,278","14955","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:19:21-03","ESALQ","ESA","40522","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"Coelho, R.L.G.","Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","43.0","1997","12","11",NA,"Brasil","São Paulo","Itararé","Estrada de Itararé-Bom Sucesso. Floresta estacional, beira de estrada","-49.3400001525879","-24.1100006103516",NA,"Arbusto de 2,5 m, frutos laranja","ESA040522","ESA040522",NA,NA,"2014",NA,NA,"-49,160,833","-24,274,444","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-07-02 14:04:11-03","JBP","HPL","7243","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"M.S. Ferrucci","G.F. Arbocz","2328","1996","01","27",NA,"Brasil","CE","Fortaleza","Coletado nas proximidades do município de Fortaleza.","-38.5431","-3.71722",NA,NA,NA,NA,NA,NA,"2005","01","10",NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-07-02 14:04:11-03","JBP","HPL","7237","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,"V.C. Souza","V.C. Souza, H. Lorenzi et al.","28683","2002","03","17",NA,"Brasil","CE","Pacoti","Coletao na Serra do Baturité (Pico Alto), em área de floresta - 1000 m.s.m.","-38.9233","-4.225",NA,NA,NA,NA,NA,NA,"2002","03","17",NA,NA,"9622","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-07-02 14:04:11-03","JBP","HPL","7236","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Rudlk","M.S. Ferrucci","H. Lorenzi","1363","1994","02","18",NA,"Brasil","SP","Tapiraí","Coletado na estrada para Juquiá - ca. 8km de Tapiraí (lado esquerdo).","-47.5","-23.96",NA,NA,NA,NA,NA,NA,"2005","10","01",NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-19 08:15:30-03","FPS","FPS","1386","MachineObservation","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Schwirkowski, P.","Schwirkowski, P.",NA,"2013","09","14",NA,"Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro","-49.382534","-26.242734",NA,"<ll>dwc_commonname:</ll> Chal-chal, vacum","FPS01386","FPS01386_v01 FPS01386_v02 FPS01386_v03 FPS01386_v04",NA,NA,"2013","09","14","-49.382534","-26.242734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-19 08:15:30-03","FPS","FPS","1288","MachineObservation","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Larocca, P.","Schwirkowski, P. & Bianconcini, J.","35B","2013","12","24",NA,"Brasil","Santa Catarina","São Bento do Sul","Estrada Carlos Hurlman - Rio Vermelho","-49.298005","-26.259741",NA,"<ll>dwc_commonname:</ll> Chal-chal, vacum","FPS01288,MBM391812","FPS01288_v01 MBM391812",NA,NA,"2014","08","20","-49.298005","-26.259741",NA,NA,NA,"voucher","MBM 391812",NA,NA,NA,NA,NA
"60","2019-02-15 11:50:06-02","IPA","IPA","29107","S","Plantae","Plantae",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Coelho, R.L.G.","Emperaire, L.","490","1979",NA,NA,"Southern America","Brasil","Piauí",NA,"Serra da Capivara",NA,NA,NA,NA,"IPA0029107",NA,NA,NA,"2014","04","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-02-15 11:50:06-02","IPA","IPA","40683","S","Plantae","Plantae",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Gardner, G.","1261",NA,NA,NA,"Southern America","Brasil","Alagoas",NA,"Bancks of the Rio St. Francisco. Near Penedo.",NA,NA,NA,NA,"IPA0040683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-02-15 11:50:06-02","IPA","IPA","68650","S","Plantae","Plantae",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Coelho, R.L.G.","Chaves, E.M.F.; Sérvio Júnior, E.M.; Sérvio Júnior, E.M.","320","2003","05","17","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Arbusto ereto, fruto imaturo verde, fruto maduro vermelho, frequência média, substrato arenoso.","IPA0068650",NA,NA,NA,"2014","04","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-02-15 11:50:06-02","IPA","IPA","65928","S","Plantae","Plantae",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Coelho, R.L.G.","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","777","2002","02","20","Southern America","Brasil","Alagoas","São José da Laje","Usina Serra Grande, Brejão. Vegetação arbustivo-arbóreo denso. Solo humoso.","-36.0583000183105","-9.00971984863281",NA,"Árvore ca. 6m de altura; caule acinzentado; flores alvas. PT 02. Ocasional.","IPA0065928",NA,NA,NA,"2014","04","24",NA,NA,"16954","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-02-15 11:50:06-02","IPA","IPA","92493","S","Plantae","Plantae",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Cano, O.","Silva, A.M.ª. da","61","2016","02",NA,"Southern America","Brasil","Pernambuco","São Lourenço da Mata","Refúgio de Vida Silvestre Mata do Toró., Interior da Mata do Toró.","-35.0182991027832","-8.00222015380859",NA,"Material Botânico em estudo para Tese de Doutorado. PPGB/ Ecologia de Ecossistemas Terrestres UFRPE. Título da Tese:  Respostas da Vegetação do Sub-Bosque em Floresta Ombrófila e Estacional no Nordeste do Brasil. Orientadora Dra. El","IPA0092493",NA,NA,NA,"2016","02",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-20 21:19:24-03","UFV","VIC","4692","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","Radlk.","Cowan, R.S.","Irwin, H.S.","s.n.","1959","02","22",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,"Slender tree to 4,5m in understory of secondary forest, red clay soil. Fruit scarlet. Uncommon","VIC004692","VIC004692",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045735","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M. S. Ferrucci","G. Hatschbach; M. Hatschbach & E. Barbosa","76278","2003","10","13",NA,"Brazil","Mato Grosso do Sul",NA,"Fazenda Vele Verde (Mun. Bonito).","-56.480141","-21.131298",NA,"Arbusto, 2 m, flor creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:44:58-03","UFJF","CESJ","54276","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","R.L.G. Coelho","F.R. Couto","160","2002","11","21","América do Sul","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,"Mata atlântica. PJ 348. Arbóreo, frutos maduros de amarelos a vermelhos.","CESJ054276",NA,NA,NA,"2014","04","24",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:44:58-03","UFJF","CESJ","49774","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","J. Miloski","L.B.V. Matta; L. Menini Neto","83","2007","11","23","América do Sul","Brasil","Minas Gerais","Matias Barbosa","Área Verde","-43.3194007873535","-21.8691997528076",NA,"Arbusto ca. 3m. Flores creme.","CESJ049774",NA,NA,NA,"2009","11","27",NA,NA,"10884","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:25:40-03","UNICAMP","UEC","148765","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Queiroz, RT; Galvão, JC; Tozzi, AMGA; Aragaki, S; Fortuna-Perez, AP; Silva, MJ; Guerin, N; S","1234","2008","11","18",NA,"Brazil","Minas Gerais","Biguatinga","beira de estrada, mata secundária","-46","-22.166667",NA,"árvore, 3m, fruto vermelhos","UEC184073","UEC184073","1057","1057",NA,NA,NA,"-46","-22.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:40:39-03","UNICAMP","UEC","119854","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Alencar, ME","503","1999","02","26",NA,"Brazil","Piauí","Brasileira","Parna das Sete Cidades, Baixa do Tinguizeiro (6ª cidade)","-41.7","-4.1",NA,"Subarbusto ca 1,5m, frutos imaturos amarronzados.; Cerrado (típico).&nf;Substrato arenoso.","UEC184077","UEC184077","220","220","2000","07",NA,"-41.7","-4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:40:39-03","UNICAMP","UEC","119853","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Alencar, ME","560","1999","03","26",NA,"Brazil","Piauí","Brasileira","Parna das Sete Cidades, Portão Sul (6ª cidade).","-41.7","-4.1",NA,"Subarbusto ca. 2,0m, frutos imaturos amarronzados.; Cerrado (Típico).&nf;Substrato arenoso.","UEC184075","UEC184075","220","220","2000","07",NA,"-41.7","-4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:40:39-03","UNICAMP","UEC","147323","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Silva, GP; Scariot, AO; Sevilha, AC; Moreira, GA; et al.","7028","2002","11","10",NA,"Brazil","Goiás","Luziânia","Fazenda Paulista. Mata próxima à captação de água da Sede, junto à ponte.&nf;Ambiente: mata de galeria.&nf;Relevo: suave ondulado.&nf;Substrato: solo areno-argiloso.","-48.150833","-16.211944",NA,"Material coletado: exsicatas.&nf;Uso: &nf;Frequência: &nf;Flor:&nf;Fruto: amarelos e vermelhos.&nf;Hábito: subarbusto com 2 m de altura.","UEC007771","UEC007771","880","880",NA,NA,NA,"-48.150833","-16.211944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:40:39-03","UNICAMP","UEC","167884","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Coelho, R; Bertini, PP","388","2011","02",NA,NA,"Brazil","Paraná","São Miguel do Sul","Estrada São Miguel do Sul-Porto União, km 298, beira da estrada.",NA,NA,NA,"Arvoreta de aprox. 3 m de altura.","UEC091972","UEC091972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:40:39-03","UNICAMP","UEC","169028","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Walter, BMT","Silva, GP; Scariot, AO; Sevilha, AC; Moreira, GA; et al.","6927","2002","11","07",NA,"Brazil","Goiás","Luziânia","Cerca de 800 m à Oeste da ponte sobre o rio Algado. Ponto 18&nf;Ambiente: cerrado sensu stricto.&nf;Relevo: levemente ondulado.&nf;Substrato: cambissolo.","-48.183611","-16.296667",NA,"Material coletado: exsicatas.&nf;Frequência: &nf;Flor: &nf;Fruto: vermelho.&nf;Hábito: árvore com 2 m de altura.","UEC007748","UEC007748","860","860","2009","03",NA,"-48.183611","-16.296667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:40:39-03","UNICAMP","UEC","180083","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Pereira-Silva, G","7028","2002","11","10",NA,"Brazil","Goiás","Luziânia","Fazenda Paulista. Mata próxima à captação de água da Sede, junto à ponte.","-48.150833","-16.211944",NA,"Subarbusto com 2m altura. Fruto amarelos e vermelhos.; Mata de galeria, relevo suave ondulado, solo areno-argiloso.","UEC020982","UEC020982","880","880",NA,NA,NA,"-48.150833","-16.211944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:40:39-03","UNICAMP","UEC","180087","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Walter, BMT","Pereira-Silva, G","6927","2002","11","07",NA,"Brazil","Goiás","Luziânia","Cerca de 800m à oeste da ponte sobreo rio Alagado. Ponto 18.","-48.183611","-16.296667",NA,"Árvorecom 2m de altura, fruto vermelho.; Cerrado sensu stricto, relevo levemente ondulado, substrato cambissolo.","UEC020985","UEC020985","860","860","2009","03",NA,"-48.183611","-16.296667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:40:39-03","UNICAMP","UEC","71959","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, TC; Santos, K; Vieira, AP","33134","1995","02","09",NA,"Brazil","São Paulo","Eldorado","Parque Estadual do Jacupiranga, Núcleo Caverna do Diabo.","-48.392083","-24.646639",NA,"4,0m de altura, frutos vermelhos.; Floresta tropical de encosta.","UEC184070","UEC184070",NA,NA,"1997",NA,NA,"-48.392083","-24.646639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:40:39-03","UNICAMP","UEC","84308","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Somner, GV","Cardoso-Leite, E; Oliveira, A","311","1994","01","17",NA,"Brazil","São Paulo","São Roque","Mata da Câmara","-47.1125","-23.523889",NA,"4m alt.; Mata mesófila semidecídua.","UEC054272","UEC054272",NA,NA,"1997","10","23","-47.1125","-23.523889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:40:39-03","UNICAMP","UEC","73154","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Sartori, A; et al.","32675","1995","02","10",NA,"Brazil","São Paulo","Eldorado","Caverna do Diabo.","-48.392083","-24.646389",NA,"Árvore 3m, frutos maduros vermelhos.; Mata atlântica de planicie.","UEC184074","UEC184074",NA,NA,"1997",NA,NA,"-48.392083","-24.646389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:40:39-03","UNICAMP","UEC","45678","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Weyland Vieira, MC","428","1982","03","16",NA,"Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros.","-42.1391983032227","-19.7896995544434",NA,"Árvore, frutos verdes.","UEC184069","UEC184069",NA,NA,"2003",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:40:39-03","UNICAMP","UEC","14286","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Hoehne, FC","s.n.","1929","10","05",NA,"Brazil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,"Árvore entre as Bacaatingas.",NA,NA,NA,NA,"2003",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:40:39-03","UNICAMP","UEC","14287","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Hoehne, FC","s.n.","1928","11","02",NA,"Brazil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Árvore, flores alvas.","UEC154397","UEC154397",NA,NA,"2003",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:40:39-03","UNICAMP","UEC","119192","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Dias, MC; Medri, C","s.n.","1999","11","11",NA,"Brazil","Paraná","Tibagi","Fazenda Barra Grande, Rio Barrinha.","-50.4136009216309","-24.5093994140625",NA,"Árvore 4m; flores creme-esverdeados.; Interior de mata, área de estudo.","UEC184066","UEC184066",NA,NA,"2003",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:40:39-03","UNICAMP","UEC","85880","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Baitello, JB","421","1994","03","28",NA,"Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, Estrada de acesso ao núcleo.","-44.9599990844727","-23.0699996948242",NA,"Arbusto, frutos vermelhos.","UEC184079","UEC184079",NA,NA,"2003",NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:40:39-03","UNICAMP","UEC","34535","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Somner, GV","Pagano","270","1980","12","10",NA,"Brazil","São Paulo","Rio Claro","Fazenda São José.","-47.560001373291","-22.4099998474121",NA,"Arbusto com 2m de altura, DAP=3cm.; Mata.","UEC184071","UEC184071",NA,NA,"1997","10","23",NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:40:39-03","UNICAMP","UEC","14282","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ferrucci, MS","Kuhlmann, M","2746","1951","12","12",NA,"Brazil","São Paulo","Santa Isabel","Igaratá","-46.2200012207031","-23.3099994659424",NA,"Arbusto da mata.","UEC184072","UEC184072",NA,NA,"1997",NA,NA,NA,NA,"15272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:40:39-03","UNICAMP","UEC","45133","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Somner, GV","Tamashiro, JY; Gabrielli, AC; Santos, FAM; Rodrigues, RR","18854","1986","12","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Reserva do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"Arvoreta de 5m, frutos verdes imaturos.","UEC184068","UEC184068",NA,NA,"1997","03","18",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-04-22 16:24:53-03","UFPB","JPB","20191","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Pereira, LA","Agra, MF; Silva, PC da","4893","1998","01","28","Southern America","Brasil","Paraíba","Maturéia","Pico do Jabre, Vegetação arbustivo-arbórea, semicaducifolia, subxerofítica. Ao leste da sede da Telpa.","-37.431389","-7.186111",NA,"; DESC: Árvore com espinhos; flores esbranquiçadas.",NA,NA,"800","1010","2016","05","06","-37.431389","-7.186111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-04-22 16:24:53-03","UFPB","JPB","51942","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Pereira, LA; Amorim, BS; Costa-Lima, JL; Chagas, MA","370","2012","05","29","Southern America","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Serra do Urubu.","-35.7933006286621","-8.72667026519775",NA,"; DESC: Árvore jovem ca. De 6m.","JPB0051942",NA,NA,NA,NA,NA,NA,NA,NA,"11830","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-06 09:57:35-03","UFOP","OUPR","22547","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Acaiaca",NA,"-43.1446990966797","-20.3624992370605",NA,"Beira de estrada. Arbusto. Flores pálidas",NA,NA,NA,NA,"1971","12","14",NA,NA,"14401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-06 09:57:35-03","UFOP","OUPR","22545","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana","Furquim","-43.4160995483398","-20.377799987793",NA,"Beira de estrada. Arbusto. Flores pálidas",NA,NA,NA,NA,"1971","12","14",NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-06 09:57:35-03","UFOP","OUPR","22546","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,"Beira de estrada. Arbusto. Flores pálidas",NA,NA,NA,NA,"1971","12","14",NA,NA,"16921","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-04 13:19:44-03","UDESC","LUSC","3904","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Mitsui","Robson",NA,"2009","09","06",NA,"Brasil","Santa Catarina","Concórdia",NA,"-52.0278015136719","-27.2341995239258",NA,NA,"LUSC005516","LUSC005516",NA,NA,NA,NA,NA,NA,NA,"24608","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:06:27-03","FURB","FURB","46753","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Oliveira, AA de","Oliveira, A.A. de","1379","2015","03","24",NA,"Brasil","Santa Catarina","Mafra","Rio da Areia de Baixo / Avencal Mato Preto.","-49.6813889","-26.2794445",NA,"Regeneração IFFSC 1019 /S/36 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbustiva;","FURB43100","FURB43100","903","903","2015","03","24","-49.6813889","-26.2794445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
