"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"51","2021-02-08 12:32:57-03","UFRGS","ICN","032890","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, DB","Irgang, BE","s.n.","1977","02","08","América do Sul","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Capítulos brancos róseos, ou com anteras azuis.; Em turfeira.",NA,NA,NA,"2016","10","05","30776","auto",NA,NA,NA,NA,NA
"52","2021-02-08 12:32:57-03","UFRGS","ICN","008010","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, DB","Valls, JFM; Kornelius, E","1454","1971","01","26","América do Sul","Brasil","RS","São Francisco de Paula","Cascata da Ronda","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Anteras azúis.; Abundante no campo ondulado úmido.",NA,NA,NA,"2016","10","05","76715","auto",NA,NA,NA,NA,NA
"53","2021-02-08 12:32:57-03","UFRGS","ICN","135164","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, D","Longhi-Wagner, HM; et al.","7372","2001","01","21","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,NA,NA,"2015","12","21","30102","auto",NA,NA,NA,NA,NA
"54","2021-02-08 12:32:57-03","UFRGS","ICN","007261","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, DB","Ferreira, A; Irgang, BE","s.n.","1969","12","18","América do Sul","Brasil","RS","Bom Jesus","estrada para Ausentes-Silveira","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira. Capítulos brancos.",NA,NA,NA,"2016","10","05","55856","auto",NA,NA,NA,NA,NA
"55","2021-02-08 12:32:57-03","UFRGS","ICN","199069","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Christ, AL","Christ, AL","447","2017","04","30","América do Sul","Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Herbácea com flores brancas.; Campo úmido.",NA,NA,NA,"2017",NA,NA,"30776","auto",NA,NA,NA,NA,NA
"56","2021-02-08 12:32:57-03","UFRGS","ICN","016265","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, DB","Rambo, B","36768","1948","02","05","América do Sul","Brasil","RS","São Francisco de Paula","Cambará Serra da Pedra","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Species typica; In paludosis turfosis ad Aparados",NA,NA,NA,"2016","10","05","76715","auto",NA,NA,NA,NA,NA
"57","2021-02-08 12:32:57-03","UFRGS","ICN","009747","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, DB","Valls, JFM; Irgang, BE","s.n.","1971","04","07","América do Sul","Brasil","RS","São Francisco de Paula","Cascata da Ronda","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Campo úmido.",NA,NA,NA,"2016","10","05","76715","auto",NA,NA,NA,NA,NA
"58","2021-02-08 12:32:57-03","UFRGS","ICN","193588","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Diober, L","Hagelund, K","9947","1976","01","30","América do Sul","Brasil","SC","Bom Jesus","Serra da Rosinha","-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,NA,"2017","02","01","7315","auto",NA,NA,NA,NA,NA
"59","2021-02-08 12:32:57-03","UFRGS","ICN","193587","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Diober, L","Hagelund, K","12047","1978","01","16","América do Sul","Brasil","SC","Bom Jesus","Serra da Rosinha","-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,NA,"2017","02","01","7315","auto",NA,NA,NA,NA,NA
"60","2021-02-08 12:32:57-03","UFRGS","ICN","193589","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Diober, L","Hagelund, K","9942","1976","01","30","América do Sul","Brasil","SC","Bom Jesus","Serra da Rosinha","-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,NA,"2017","02","01","7315","auto",NA,NA,NA,NA,NA
"61","2021-02-08 12:32:57-03","UFRGS","ICN","193590","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Diober, L","Hagelund, K","9941","1976","01","30","América do Sul","Brasil","SC","Bom Jesus","Serra da Rosinha","-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,NA,"2017","02","01","7315","auto",NA,NA,NA,NA,NA
"62","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","94474","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","Cham. & Schltdl.","Diober Lucas","Irgang, B.E.","s.n.","1998","11",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Caniôn do Macuco","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Turfeira, próximo à cerca perpendicular do caniôn.","HAS0094474",NA,NA,"2016","10","05","30776","auto",NA,NA,NA,NA,NA
"63","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","11185","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff.",NA,"Sobral, M.","193","1980","01",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Desfiladeiro do Churriado,","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Gravatáerva; Erva comum nas extremidades de turfeiras, capítulos brancos e estames azuis.","HAS0011185",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"64","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","53191","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff.","Diober Lucas","Silveira, N.","4467","1987","02",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"No campo.","HAS0053191",NA,NA,"2016","11","05","30776","auto",NA,NA,NA,NA,NA
"65","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","79996","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff.","Diober Lucas","Ramos, R.","368","1994","01",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"HAS0079996",NA,NA,"2016","11","05","30776","auto",NA,NA,NA,NA,NA
"66","2020-08-26 10:47:38-03","MCN-FZBRS","HAS","53178","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff.","Diober Lucas","Mattos, J.","23465","1982","04",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"No campo úmido.","HAS0053178",NA,NA,"2016","11","05","30776","auto",NA,NA,NA,NA,NA
"67","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","79062","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff.","Diober Lucas","Silveira, N.","10428","1994","11",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza, na beira dos peraus.","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Na beira dos peraus.","HAS0079062",NA,NA,"2016","11","05","30776","auto",NA,NA,NA,NA,NA
"68","2020-08-26 10:47:38-03","MCN-FZBRS","HAS","53217","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff.","Diober Lucas","Mattos, J.","31001","1987","03",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza, no alto do morro.","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Flores brancas.","HAS0053217",NA,NA,"2016","11","05","30776","auto",NA,NA,NA,NA,NA
"69","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","83223","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff.",NA,"Sobral, M.","s.n.","2001","01",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Pró-Mata,","-50.1744","-29.4714",NA,NA,NA,"Gravatá;Erva terrícola.","HAS0083223",NA,NA,NA,NA,NA,NA,NA,"-50,1744000","-29,4714000",NA,NA,NA
"70","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","53155","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff.",NA,"Mattos, J.","13365","1966","02",NA,NA,"Brasil","Santa Catarina","São Joaquim","Prisco,","-49.9317016601562","-28.2938995361328",NA,NA,NA,"Gravatá;","HAS0053155",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA
