"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"161","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","25821","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Martins, M.V.","Paschoal, M.E.S.","91021008","2008","10",NA,"Brasil","São Paulo",NA,"Coordenadas da cidade. Arbusto com cerca de 1,7m; folhas coriáceas, sépalas e pistilo verde claro, estames e anteras brancos; Projeto Plantas Medicinais e Tóxicas do Cerrado. Coordenadas da cidade. <ll>dwc_commonname:</ll> pata-de-vaca","BOTU025821",NA,"02","Agudos",NA,"-48.987222","-22.486111",NA,NA,NA,NA,NA,"2009","04","16","48°59'14w","22°29'10s",NA,NA,NA,NA,NA,NA
"162","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","25876","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Martins, M.V.","Paschoal, M.E.S.","135","2008","10",NA,"Brasil","São Paulo",NA,NA,"BOTU025876",NA,"04","Agudos","Chácara Sormani",NA,NA,NA,NA,NA,NA,NA,"2009","04","16","9999","9999",NA,NA,NA,NA,NA,NA
"163","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","15705","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Janssen, A.","266","1980","04",NA,"Brasil","Amazonas",NA,NA,"BOTU015705",NA,"17","Humaitá","Igarapé, Bom Futuro","-63.166667","-7.516667",NA,NA,NA,NA,NA,NA,NA,NA,"63°10'w","07°31's",NA,NA,NA,NA,NA,NA
"164","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","15718","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Janssen, A.","433","1980","05",NA,"Brasil","Amazonas",NA,NA,"BOTU015718",NA,"30","Humaitá","Capo I, 500m. Ao norte da BR230 km 2","-63.166667","-7.516667",NA,NA,NA,NA,NA,NA,NA,NA,"63º10'w","07°31's",NA,NA,NA,NA,NA,NA
"165","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","25774","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata cuyabensis","Vaz","Vaz, A.S.F.","Martins, M.V.","102","2008","06",NA,"Brasil","São Paulo",NA,"Árvore de 4m, borda da vegetação","BOTU025774",NA,"17","São João da Iracema",NA,"-50.293333","-20.473611",NA,NA,"cuyabensis",NA,NA,"2008","09","06","50°17'36w","20°28'25s",NA,NA,NA,NA,NA,NA
"166","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","25776","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata cuyabensis","Vaz","Vaz, A.S.F.","Martins, M.V.","99","2008","06",NA,"Brasil","São Paulo",NA,"Árvore de 3m, borda de Floresta Estacional Semidecidual","BOTU025776",NA,"17","São João da Iracema",NA,"-50.293333","-20.473611",NA,NA,"cuyabensis",NA,NA,"2008","09","06","50°17'36w","20°28'25s",NA,NA,NA,NA,NA,NA
"167","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","25771","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata cuyabensis","Vaz","Vaz, A.S.F.","Stranghetti, V.","16","2007","12",NA,"Brasil","São Paulo",NA,NA,"BOTU025771",NA,"15","São João da Iracema",NA,"-50.293333","-20.473611",NA,NA,"cuyabensis",NA,NA,"2008","11",NA,"50°17'36w","20°28'25s",NA,NA,NA,NA,NA,NA
"168","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2541","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Silva, R. A.","2","2014","05",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de vaca","HDELTA002541",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2666","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Silva, K. S.",NA,"2013","06",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de vaca","HDELTA002666",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2758","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Cerqueira, E. C.","Souza, R. T. B.","06","2011","03",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de Boi","HDELTA002758",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","03","14",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","3654","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Souza, E.B.; I.V. Nepomuceno; F.A.A. Nepomuceno & F.F. Araújo","4208","2016","06",NA,"Brasil","Ceará",NA,NA,"HDELTA003654",NA,"10","Barroquinha","Margem da CE-187, entre Barroquinha e Bitupitá, ca. 3 km depois da cidade.","-41.151667","-3.015278",NA,NA,NA,NA,NA,NA,NA,NA,"41°09'06,00''W","03°00'55,00''S",NA,NA,NA,NA,NA,NA
"172","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","4822","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Mororó, D.F.S.","2","2017","09",NA,"Brasil","Piauí",NA,NA,"HDELTA004822",NA,"06","Cajueiro da Praia","Lagoa do Camelo","-41.313056","-3.058056",NA,NA,NA,NA,NA,NA,NA,NA,"41°18'47,00W","03°03'29,00S",NA,NA,NA,NA,NA,NA
"173","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2220","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Costa, M.C.A.","Costa, M.C.A.","1","2009","09",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Mororó","HDELTA002220",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","09","29",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","468","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Castro, K. N. C.; Leite, S. R.; Wolsech, D.","37","2013","02",NA,"Brasil","Piauí",NA,"árvore <ll>dwc_commonname:</ll> Mororo, pata de vaca","HDELTA000468",NA,"06","Bom Princípio do Piauí",NA,"-41.643611","-3.192611",NA,NA,NA,NA,NA,NA,NA,NA,"41°38'37,00''W","03°11'33,40''S",NA,NA,NA,NA,NA,NA
"175","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","1826","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Carvalho, Y. S.; Silva, M. S. S.","Carvalho, Y.S.; Silva, M.S.S.","66","2015","05",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Mororó","HDELTA001826",NA,"25","Caxingó","Fazenda Trapiá","-41.773889","-3.365389",NA,NA,NA,NA,NA,"2016","04","12","41°46'26,00''W","03°21'55,40''S",NA,NA,NA,NA,NA,NA
"176","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","4312","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","s/d.","Silva, M.S.","74","2016","09",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata-de-vaca ou Mororó","HDELTA004312",NA,"20","Cajueiro da Praia","Gargalho","-41.325222","-3.030056",NA,NA,NA,NA,NA,NA,NA,NA,"41°19'30,80W","03°01'48,20S",NA,NA,NA,NA,NA,NA
"177","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2709","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Amorim, G. C.","1","2014","06",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de vaca ou mororó","HDELTA002709",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","1304","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"SOUSA, F.C.D.","15","2014","05",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata-de-vaca","HDELTA001304",NA,"21",NA,"Serragem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","1105","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Amaral, M.; Lemos, J.R.","01","2013","11",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de vaca","HDELTA001105",NA,"17",NA,"Curral Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","3165","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Sousa, G.A.C.","Sousa, G.A.C","02","2015","11",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de vaca","HDELTA003165",NA,"04","Bom Princípio do Piauí","Tabueiro Litôraneo","-41.736944","-3.105639",NA,NA,NA,NA,NA,"2016","02","25","41°44'13,00W","03°06'20,30S",NA,NA,NA,NA,NA,NA
"181","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2353","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Silva, C. V.","Silva, S. V.","8","2011","10",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de vaca","HDELTA002353",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","10","07",NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2716","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Almeida, A. C.","4","2011","10",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Nororó","HDELTA002716",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","5114","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Cerqueira, E.C.","Cerqueira, E.C.; Lemos, J.R.","25","2015","07",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Mororó","HDELTA005114",NA,"09","Bom Princípio do Piauí","Sítio da Gurita","-41.6441993713379","-3.19082999229431",NA,NA,NA,"22201","auto","2016","03","11",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","5131","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Cerqueira, E.C.","Nascimento, F.E.L.; Lemos, J.R.","39","2016","06",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Mororó","HDELTA005131",NA,"29","Bom Princípio do Piauí","Sítio da Gurita","-41.6441993713379","-3.19082999229431",NA,NA,NA,"22201","auto","2016","01","10",NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","6106","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Araújo, L.S.","Araújo, L.S.; Lemos, J.R.","247","2018","07",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Mororó","HDELTA006106",NA,"18","Brasileira",NA,"-41.7811012268066","-4.13166999816895",NA,NA,NA,"51782","auto","2018","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","3324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Silva, M.S.S.","Silva, M.S.S.","52","2015","05",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Mororó","HDELTA003324",NA,"27","Caxingó","Fazenda Trapiá","-41.8960990905762","-3.41750001907349",NA,NA,NA,"21291","auto","2015","05","27",NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","62","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Braz, G. S.","Braz, G. S.","110",NA,NA,NA,"Brasil","Piauí",NA,"Arbusto","HDELTA000062",NA,NA,"Ilha Grande","Cipual","-41.8213996887207","-2.8583300113678",NA,NA,NA,"13228","auto","2011","09","15",NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","4263","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Pereira, V.S.; Lima, F.M.","66","2015","07",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de vaca","HDELTA004263",NA,"16","Luis Correia","Pontal do Anel","-41.6669006347656","-2.87916994094849",NA,NA,NA,"59685","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","6143","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Araújo, L.S.","Araújo, L.S.; Lemos, J.R.","272","2018","08",NA,"Brasil","Piauí",NA,NA,"HDELTA006143",NA,"19","Murici dos Portelas",NA,"-42.0938987731934","-3.31889009475708",NA,NA,NA,"25662","auto","2018","08","19",NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","1046","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Oliveira, K. S.","09","2009","11",NA,"Brasil","Piauí",NA,"Árvore <ll>dwc_commonname:</ll> Mão de vaca","HDELTA001046",NA,"24","Parnaíba","Carpina","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","3605","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Sousa,R.M.S","Sousa,R.M.S","61","2016","09",NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Pata de vaca","HDELTA003605",NA,"19","Parnaíba","Tabuleiros Litorâneos","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto","2017","01","13",NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","3860","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Silva, A. K. C.; Silva, A.K.C.","58","2015","07",NA,"Brasil","Piauí",NA,"Arbusto, com aprox. 1,5 m de altura. Folhas novas, flor em plena floração, fruto maduro. Frequente. Uso local: Comida para bode. <ll>dwc_commonname:</ll> Mororó","HDELTA003860",NA,"25","Piracuruca","Fazenda Capitão de Campos","-41.7092018127441","-3.92806005477905",NA,NA,NA,"41625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-06-29 11:30:22-03","UFRJ","RFA","16571","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","A. M. S. F. Vaz","P. Occhioni","7580","1975","06",NA,"Brasil","Mato Grosso",NA,"Arbusto de 2m de altura, flor rósea muito freqüente","RFA14089",NA,"00","Mato Grosso","Estrada para Campo Grande, Km 120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-06-29 11:30:22-03","UFRJ","RFA","14614","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","A. M. S. F. Vaz","P. Occhioni","5762","1973","08",NA,"Brasil","Mato Grosso do Sul",NA,"Arvoreta de 5m de altura; flor rósea.","RFA12940",NA,"08","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-13 09:19:43-03","UFRJ","RFA","17734","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","ungulata","Bauhinia ungulata cuiabensis","(Bong.) Vaz","A. M. S. F. Vaz","E.P. Heringer; Rizzini, Mattos","15882","1976","06",NA,"Brasil","Goiás",NA,"Planta lenhosa com 1,5m de altura; espinhos; flores alvas.","RFA14935",NA,"23","Formosa","JK, Rodovia Brasília-Bahia","-47.334400177002","-15.5371999740601",NA,NA,"cuiabensis","113054","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-04-08 17:40:38-03","EAO","IAN","656","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","angulicaulis","Bauhinia angulicaulis","Harms",NA,"Glaziou, AFM","21018",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN000656","IAN000656_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-04-08 17:40:40-03","EAO","IAN","1628","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","hiemalis","Bauhinia hiemalis","Malme",NA,"Malme, GOA","s.n.",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN001628","IAN001628_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-04-08 17:40:41-03","EAO","IAN","113682","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Pires, JM; Rodrigues, WA","51053",NA,NA,"Southern America","Brasil","Amapá",NA,"Shrub 1m high; calyx greenish-brown, petals white, stamens white; fruit brown.","IAN113682",NA,NA,"Porto Platon","Along river.",NA,NA,NA,NA,NA,NA,NA,"1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-04-08 17:40:41-03","EAO","IAN","136319","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Silva, NT da","3257","1970","08","Southern America","Brasil","Pará",NA,"Arbusto de 8m; flor rósea.","IAN136319",NA,"08",NA,"Estrada entre Planalto A e Tinguelim. Mata de terra firme.",NA,NA,NA,NA,NA,NA,NA,"1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-04-08 17:40:41-03","EAO","IAN","142679","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Pinheiro, GS; Carvalho, JFV","153","1974","04","Southern America","Brasil","Pará",NA,"Árvore de 3m de altura.","IAN142679",NA,"05",NA,"Estreito-Marabá, km 1.",NA,NA,NA,NA,NA,NA,NA,"1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-04-08 17:40:41-03","EAO","IAN","143218","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Grimes, JW","Cordeiro, MR","02","1974","06","Southern America","Brasil","Mato Grosso",NA,NA,"IAN143218",NA,"13","Dardanelos","Rio Aripuanã.",NA,NA,NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-04-08 17:40:41-03","EAO","IAN","143266","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Grimes, JW","Cordeiro, MR","50","1974","06","Southern America","Brasil","Mato Grosso",NA,NA,"IAN143266",NA,"14","Dardanelos","Rio Aripuanã, estrada Santa Helena, mata alta de terra firme.",NA,NA,NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-04-08 17:40:41-03","EAO","IAN","143428","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Grimes, JW","Cordeiro, MR","214","1974","06","Southern America","Brasil","Mato Grosso",NA,NA,"IAN143428",NA,"29","Dardanelos","Rio Aripuanã, capoeira de de terra firme.",NA,NA,NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-04-08 17:40:41-03","EAO","IAN","150158","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Grimes, JW","Cordeiro, MR","493","1975","08","Southern America","Brasil","Rondônia",NA,NA,"IAN150158",NA,"09",NA,"Margem do RIo Urupá.",NA,NA,NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-04-08 17:40:41-03","EAO","IAN","152461","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Grimes, JW","Cordeiro, MR","922","1976","04","Southern America","Brasil","Rondônia",NA,NA,"IAN152461",NA,"28",NA,"Guajará-mirim, sub-base do proj. RADAM - Fronteira Brasil-Bolívia - Ponto 19 - SC-20-VB.",NA,NA,NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-04-08 17:40:41-03","EAO","IAN","156254","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Coradin, L; Cordeiro, MR","674","1977","10","Southern America","Brasil","Roraima",NA,"Vine. Stamens red. Fruits green. Moist sandy soil. Place unfder culivation. Specimen was preserved with 1.5% pentachlorphenol in alcohol.","IAN156254",NA,"15",NA,"On an Azimuth of 45,5° from Boa Vista at a distance of 50km (BR 401). fazenda Quixabeira.","-59.254167","0.737222",NA,NA,NA,NA,NA,"1999","03",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA
"207","2021-04-08 17:40:41-03","EAO","IAN","156751","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Rodrigues, IA; Dantas, M","608","1979","04","Southern America","Brasil","Roraima",NA,"Cipó. Fruto marrom.","IAN156751",NA,"27",NA,"Estrada Normandia a BR 401, km 100. Mata de várzea baixa. Solo gley distrófico, textura indiscriminada.","-59.254167","0.737222",NA,NA,NA,NA,NA,"1999","03",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA
"208","2021-04-08 17:40:41-03","EAO","IAN","160994","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Silva, MG da","6296","1983","06","Southern America","Brasil","Rondônia",NA,"Arbusto de 3m de altura; flor branca; fruto imaturo verde.","IAN160994",NA,"21",NA,"Rodovia Alvorada-Presidente Médici. Linha 8, km 15. Campinarana. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,"1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-04-08 17:40:41-03","EAO","IAN","161361","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Strudwick, JJ; Sobel, GL","4129","1981","08","Southern America","Brasil","Pará",NA,"Small tree, ca. 4m. Stamens white, turning red.","IAN161361",NA,"05",NA,"Sete Varas airstrip on Rio Curua (a clear-water river). pale granite rocks by riverbank.","-55.533333","-1.583333",NA,NA,NA,NA,NA,"1999","03",NA,"-55.533333","-1.583333",NA,NA,NA,NA,NA,NA
"210","2021-04-08 17:40:41-03","EAO","IAN","183777","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Mansano, VF; Torke, BM; Freitas, JC","608","2008","05","Southern America","Brasil","Pará",NA,"Arvoreta 2m, beira da trilha, botões florais castanhos, flores com pétalas e estames brancos","IAN183777",NA,"13","Belém","Embrapa, em frente ao herbário, capoeira Black, mata de regeneração de cerca de 100 anos","-48","-1",NA,NA,NA,NA,NA,"2008","10","15","-48","-1",NA,NA,NA,NA,NA,NA
"211","2021-04-08 17:40:41-03","EAO","IAN","186355","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Cordeiro, MR","Xavier-Júnior, SR; Oliveira, JCL de","79","2011","11","Southern America","Brasil","Pará",NA,"Arbusto. Inflorecência rosa bem claro","IAN186355",NA,"08","Paragominas","Rodovia PA 256. Em frente ao Campus da UFRA - Paragominas.","-47.405556","-2.938611",NA,NA,NA,NA,NA,"2011","12","02","-47.405556","-2.938611",NA,NA,NA,NA,NA,NA
"212","2021-04-08 17:40:41-03","EAO","IAN","43553","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vaz, AMSF","Haught, O","3811","1943","11",NA,"Colômbia",NA,NA,"Slender shrub, to 3m high, sparsely branched. Flowers white, not very showy. A savannah plant, common.","IAN043553",NA,"05",NA,"Depto. Magdalena.",NA,NA,NA,NA,NA,NA,NA,"1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
