"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"1307","2020-09-12 05:00:02-03","US","US","2743682","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance, E. Forero, B. L. Wrigley, J. F. Ramos & L. G. Farias","5881","1968","7","South America - Neotropics","Brazil","Rondônia",NA,NA,"US00316918","US00316918_01","12",NA,"0-3 km w of rio madeira along road abuna to rio branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1308","2020-09-12 05:00:02-03","US","US","3260824","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"B. M. Boom & M. Grillo","6516","1986","4","South America - Neotropics","Venezuela","Bolivar",NA,NA,"US00509018",NA,"15","Cedeno","Panare, corozal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1309","2020-09-12 05:00:02-03","US","US","1040399","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"R. Sigueira","8272","1907","7","South America - Neotropics","Brazil","Pará",NA,NA,"US03270604","US03270604_01","20",NA,"Peixeboi (Belem-Bragança).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1310","2020-09-12 05:00:02-03","US","US","2427511","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"L. Aristeguieta","4949","1963","2","South America - Neotropics","Venezuela","Lara / Zulia",NA,NA,"US00316992",NA,"7",NA,"Barquisimeto-maracaibo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1311","2020-09-12 05:00:02-03","US","US","2912506","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"S. G. Beck","2252","1979","9","South America - Neotropics","Bolivia","Beni",NA,NA,"US00316994",NA,"28","General José Ballivián","Isla Espirito, Rio Yacuma",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1312","2020-09-12 05:00:02-03","US","US","2743688","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance, E. Forero, L. F. Coelho, J. F. Ramos & L. G. Farias","5655","1968","7","South America - Neotropics","Brazil","Rondônia",NA,NA,"US00316919","US00316919_01","5",NA,"Road to cassiterite mines in serra dos tres irmaos, n bank of rio madeira, 8 km above mutumparana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1313","2020-09-12 05:00:02-03","US","US","1472599","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"E. Snethlage","271","1923","10","South America - Neotropics","Brazil","Maranhão",NA,NA,"US00316951","US00316951_01",NA,NA,"Turyassu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1314","2020-09-12 05:00:02-03","US","US","2026439","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"B. Maguire, H. Kunhardt & L. Politi","27289","1948","11","South America - Neotropics","Venezuela","Monagas",NA,NA,"US00316990","US00316990_01","1",NA,"5 km ne of samta barbara camp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1315","2020-09-12 05:00:02-03","US","US","2845497","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"L. Coradin & M. Cordeiro","674","1977","10","South America - Neotropics","Brazil","Roraima",NA,NA,"US00316922","US00316922_01","15",NA,"Fazenda quixabeira, 50 km from boa vista",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1316","2020-09-12 05:00:02-03","US","US","2912504","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"S. G. Beck","2252a","1980","4","South America - Neotropics","Bolivia","Beni",NA,NA,"US00316993","US00316993_01","20","General José Ballivián","Isla Espirito, Rio Yacuma",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1317","2020-09-12 05:00:02-03","US","US","2752537","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"H. S. Irwin, R. Souza & R. G. P. Santos","17111","1966","6","South America - Neotropics","Brazil","Mato Grosso",NA,NA,"US00316955","US00316955_01","13",NA,"Ca 25 km s of xavantina",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1318","2020-09-12 05:00:02-03","US","US","2743681","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance & J. F. Ramos","6964","1968","8","South America - Neotropics","Brazil","Rondônia",NA,NA,"US00316916","US00316916_01","15",NA,"Bank of rio jamari, 2 km from km 117; porto velho to cuiaba highway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1319","2020-09-12 05:00:02-03","US","US","2708647","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance, J. R. Steward, J. F. Ramos, L. G. Farias & O. P. Monteiro","9556","1969","2","South America - Neotropics","Brazil","Roraima",NA,NA,"US00316923","US00316923_01","1",NA,"Road boa vista to venezuela (br174) 20 km n of boa vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1320","2020-09-12 05:00:02-03","US","US","1776879","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"A. C. Smith","3336","1938","3","South America - Neotropics","Guyana",NA,NA,NA,"US00317003","US00317003_01","4",NA,"Western extremity of kanuku mountains, in drainage of takutu river",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1321","2020-09-12 05:00:02-03","US","US","2368435","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"W. A. Rodrigues & A. Aubréville","682","1958","11","South America - Neotropics","Brazil",NA,NA,NA,"US00316930","US00316930_01","26",NA,"Rio branco, boa vista, mouth of the caume",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1322","2020-09-12 05:00:02-03","US","US","3067519","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. J. Strudwick, G. L. Sobel, B. W. Nelson, A. Pinheiro, C. S. Rosário & N. A. Silva","4114","1981","8","South America - Neotropics","Brazil","Pará",NA,NA,"US00316961","US00316961_01","4",NA,"Sete varas airstrip on rio curua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1323","2020-09-12 05:00:02-03","US","US","1708394","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"O. L. Haught","3811","1943","11","South America - Neotropics","Colombia","Magdalena",NA,NA,"US00317014","US00317014_01","5",NA,"Codazzi",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1324","2020-09-12 05:00:02-03","US","US","3482639","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Redden, K. M.","K. M. Redden, R. Williams & T. Thomas","3014","2004","3","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,"US00872658",NA,"24",NA,"Ireng River base camp","-59.6412","4.14414","136",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1325","2020-09-12 05:00:02-03","US","US","3006707","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"H. S. Irwin, R. Souza, J. W. Grear & R. G. P. Santos","17479","1966","6","South America - Neotropics","Brazil","Goiás",NA,NA,"US00301155","US00301155_01","21",NA,"Ca 78 km se of aragarcas",NA,NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1326","2020-09-12 05:00:02-03","US","US","2400363","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. M. Pires, W. A. Rodrigues & G. Irvine","51053","1961","9","South America - Neotropics","Brazil","Amapá",NA,NA,"US00316935","US00316935_01","18",NA,"Porto platon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1327","2020-09-12 05:00:02-03","US","US","2883651","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"P. E. Gibbs, G. J. Shepherd, J. Andrade & G. Buffarah","2484","1977","7","South America - Neotropics","Brazil","Mato Grosso",NA,NA,"US00316953","US00316953_01","24",NA,"Campo grande-presidente prudente road, ca 90 km from rio parana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1328","2020-09-12 05:00:02-03","US","US","2785114","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. Eiten & L. T. Eiten","8314","1968","8","South America - Neotropics","Brazil","Mato Grosso",NA,NA,"US03270605","US03270605_01","24",NA,"Município de Barra do Garças: city of Xavantina on the Rio das Mortes.","-52.35","-14.7","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1329","2020-09-12 05:00:02-03","US","US","3333097","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Barneby, R. C.","T. Henkel & R. James","3644","1994","1","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,"US00518123","US00518123_01","1",NA,"Near base of Maridwautau Mtn","-59.3333","2.41667","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1330","2020-09-12 05:00:02-03","US","US","3081777","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"S. Lowrie, B. Lowy & V. M. Souza","264","1980","9","South America - Neotropics","Brazil","Acre",NA,NA,"US00316543","US00316543_01","29",NA,"Rio branco-sena madureira road 33 km from rio branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1331","2020-09-12 05:00:02-03","US","US","2400385","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"W. A. Egler & H. S. Irwin","46053","1961","7","South America - Neotropics","Brazil","Amapá",NA,NA,"US00316936","US00316936_01","30",NA,"Near falls, santo antonio da cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1332","2020-09-12 05:00:02-03","US","US","1495082","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. O. A. Malme","1643c","1902","6","South America - Neotropics","Brazil","Mato Grosso",NA,NA,"US00316957","US00316957_01","17",NA,"Between coxitio and cuyaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1333","2020-09-12 05:00:02-03","US","US","1776691","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"A. C. Smith","2220","1937","10","South America - Neotropics","Guyana",NA,NA,NA,"US00317004","US00317004_01","9",NA,"Basin of rupununi river: karenambo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1334","2020-09-12 05:00:02-03","US","US","2743685","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance, J. R. Steward, J. F. Ramos & L. G. Farias","9145","1969","1","South America - Neotropics","Brazil","Roraima",NA,NA,"US00316924","US00316924_01","8",NA,"Ilha san salvador near lake maiu, 40 km nw of boa vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1335","2020-09-12 05:00:02-03","US","US","1741111","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"B. E. Dahlgren","979","1935",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00316942","US00316942_01",NA,NA,"Piauhy: campo major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1336","2020-09-12 05:00:02-03","US","US","3048022","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. G. P. Santos","18220","1966","7","South America - Neotropics","Brazil","Distrito Federal",NA,NA,"US00316944","US00316944_01","15",NA,"30 km s of brasilia, on road to belo horizonte",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1337","2020-09-12 05:00:02-03","US","US","1859530","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"R. J. Seibert","2123","1945","8","South America - Neotropics","Peru","Madre de Dios",NA,NA,"US00317006",NA,"29",NA,"Iberia, vicinity of rio jahuamanu",NA,NA,"330","330",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1338","2020-09-12 05:00:02-03","US","US","2646297","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"R. L. Fróes","30003","1953","7","South America - Neotropics","Brazil","Pará",NA,NA,"US00316967","US00316967_01","3","Conceição do Araguaia","Rio arraias","-49.2647018432617","-8.25778007507324",NA,NA,NA,"73105","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1339","2020-09-12 05:00:02-03","US","US","1950486","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Bro. Gines","70","1947","12","South America - Neotropics","Venezuela","Zulia",NA,NA,"US00316980",NA,NA,NA,"Along rio negro, w of machiques at base of sierra perija",NA,NA,"240","240",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1340","2020-09-12 05:00:02-03","US","US","3482640","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Redden, K. M.","K. M. Redden, R. Williams & C. Perry","3058","2004","4","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,"US00872659",NA,"3",NA,"Rupununi savanna","-59.2635","2.94517","165",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1341","2020-09-12 05:00:02-03","US","US","1423737","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Bro. Elias","659","1928","12","South America - Neotropics","Colombia","Atlántico",NA,NA,"US00317008","US00317008_01",NA,NA,"Barranquilla and vicinity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1342","2020-09-12 05:00:02-03","US","US","1801118","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"H. F. Pittier","14609","1940","12","South America - Neotropics","Venezuela","Anzoategui",NA,NA,"US00316971",NA,"21",NA,"Near Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1343","2020-09-12 05:00:02-03","US","US","3437788","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Vermeer, M. L.","M. J. Jansen-Jacobs, B. Welle, A. .R. A. Görts-van Rijn & R. C. Ek","1353","1987","11","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,"US00724164","US00724164_01","30",NA,"Nappi Village, Rupununi Savanna","-59.58","3.41","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1344","2020-09-12 05:00:02-03","US","US","2278527","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"R. L. Fróes","30281","1953","9","South America - Neotropics","Brazil","Pará",NA,NA,"US00316965","US00316965_01","16",NA,"Monte alegre, rio maicuru, caa-ussu road to serra do lum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1345","2020-09-12 05:00:02-03","US","US","1189269","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"H. F. Pittier","11301","1923","12","South America - Neotropics","Venezuela","Guarico",NA,NA,"US00316978",NA,"27",NA,"Between ortiz and el sombrero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1346","2020-09-12 05:00:02-03","US","US","1232398","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"M. Cuedences","1702","1921","11","South America - Neotropics","Bolivia",NA,NA,NA,"US00316996","US00316996_01","8",NA,"Pampas near Lake Rogagua",NA,NA,"305","305",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1347","2020-09-12 05:00:02-03","US","US","2743683","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance, E. Forero, L. F. Coelho, J. F. Ramos & L. G. Farias","5852","1968","7","South America - Neotropics","Bolivia","Pando",NA,NA,"US00316995","US00316995_01","11",NA,"W bank of Rio Madeira, 6 km above Abuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1348","2020-09-12 05:00:02-03","US","US","1907125","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"A. Ducke","1335","1943","8","South America - Neotropics","Brazil","Amazonas",NA,NA,"US00316914","US00316914_01","23",NA,"Boa vista, rio branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1349","2020-09-12 05:00:02-03","US","US","2583260A","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"F. J. Breteler","4747","1965","11","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US00316983","US00316983_01","19",NA,"Rio orinoco, southern part of isla del raton",NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1350","2020-09-12 05:00:02-03","US","US","2700572","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. Eiten, L. T. Eiten, G. M. Felippe & J. M. d. Freitas Campos","3078","1961","6","South America - Neotropics","Brazil","São Paulo",NA,NA,"US00316969","US00316969_01","20","São Carlos","Ca 1 km w of rio moji-guacu, ca 14 km nnw of santa eudoxia or 38 km ene of araraquara","-47.8899993896484","-22.0100002288818","500","500",NA,"45913","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1351","2020-09-12 05:00:02-03","US","US","2854740","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. A. Steyermark & A. Gonzales","113645","1977","2","South America - Neotropics","Venezuela","Falcon",NA,NA,"US03270601","US03270601_01","11",NA,"Distrito Colina: bosque tropófila y de galeria a lo largo del río Ricoa, sur de Las Dos Bocas (sitio de represa).","-69.4","11.32","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1352","2020-09-12 05:00:02-03","US","US","1989671","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"H. C. Cutler","8132","1944","8","South America - Neotropics","Brazil","Ceará",NA,NA,"US00316940","US00316940_01","1",NA,"8 km nw of maranguape",NA,NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1353","2020-09-12 05:00:02-03","US","US","2483524","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. Eiten, L. T. Eiten, G. M. Felippe & J. M. d. Freitas Campos","3078","1961","6","South America - Neotropics","Brazil","São Paulo",NA,NA,"US00316968","US00316968_01","20","São Carlos","Ca 1 km w of rio moji-guacu, ca 14 km nnw of santa eudoxia or 38 km ene of araraquara","-47.8899993896484","-22.0100002288818","500","500",NA,"45913","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1354","2020-09-12 05:00:02-03","US","US","2677116","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"A. P. Duarte","7217","1962","9","South America - Neotropics","Brazil","Pará",NA,NA,"US00316964","US00316964_01","7",NA,"Santarem, centro de treinamento da fao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1355","2020-09-12 05:00:02-03","US","US","1797916","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. Cuatrecasas","3805","1938","10","South America - Neotropics","Colombia",NA,NA,NA,"US00317018",NA,"19",NA,"Rio Casanare; Esmeralda",NA,NA,"130","130",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1356","2020-09-12 05:00:02-03","US","US","1057490","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"Collector unknown","12670","1913",NA,"South America","Paraguay","Central",NA,NA,"US00317005",NA,NA,NA,"In region of lake ypacaray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1357","2020-09-12 05:00:02-03","US","US","2447715","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. M. Pires & P. B. Cavalcante","52334","1962","8","South America - Neotropics","Brazil","Amapá",NA,NA,"US00316934","US00316934_01","4",NA,"Vicinity of igarape ariramba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1358","2020-09-12 05:00:02-03","US","US","3449882","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","Redden, K. M.","E. M. Harris, M. Quigley, M. Hossein & C. Phillip","1079","1991","10","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,"US00752138",NA,"22",NA,"6.5 km NE of Warimure Ranch; SE flank of Kanuku Mts. foothills","-59.35","3.01667","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1359","2020-09-12 05:00:02-03","US","US","2568975","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance, E. Forero, B. S. Pena & J. F. Ramos","4100","1967","1","South America - Neotropics","Brazil","Roraima",NA,NA,"US00316928","US00316928_01","25",NA,"Canto galo, s bank of rio mucajai, between pratinha and rio apiau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1360","2020-09-12 05:00:02-03","US","US","3065038","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. J. Strudwick, G. L. Sobel, B. W. Nelson, A. Pinheiro, C. S. Rosário & N. A. Silva","4129","1981","8","South America - Neotropics","Brazil","Pará",NA,NA,"US00316960","US00316960_01","5",NA,"Sete varas airstrip on rio curua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1361","2020-09-12 05:00:02-03","US","US","2466994","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"B. Maguire, J. M. Pires, C. K. Maguire & N. T. Silva","56117","1963","8","South America - Neotropics","Brazil","Goiás",NA,NA,"US00316947","US00316947_01","12",NA,"100 km s of guara, along belem-brasilia highway",NA,NA,"152","244",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1362","2020-09-12 05:00:02-03","US","US","1187431","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"H. F. Pittier","10867","1922","11","South America - Neotropics","Venezuela","Trujillo",NA,NA,"US00316991",NA,"30",NA,"Dividive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
