"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","typeStatus","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","sex","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber"
"210","2020-02-08 10:28:56-03","NBC","NL-BOTANY","U.1070293","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Schreiter R",NA,"1940","10","01","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1070293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1070293",NA,NA,"Provincia Salta dep Oran Cartagal.",NA,NA,NA,NA,NA,NA,NA,"Sapindales","Schott",NA,"NL-U1070293",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"211","2020-02-08 10:28:56-03","NBC","NL-BOTANY","U.1070284","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva candollei","Saldías-Paz M; Lowrence A",NA,"1991","08","10","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1070284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1070284",NA,NA,"Departamento Santa Cruz prov. Ichilo 4km N de Caranda.","-63.5","-17.5","-63.5","-17.5",NA,NA,NA,"Sapindales","Hassl.",NA,"NL-U1070284",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","candollei",NA,NA,NA
"212","2020-02-08 10:28:56-03","NBC","NL-BOTANY","U.1070286","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva urundeuva","Steinbach J",NA,"1926","02","20","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1070286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1070286",NA,NA,"Bosques del lomerio prov. Sara depart Santa Cruz.",NA,NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,"NL-U1070286",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","urundeuva",NA,NA,NA
"213","2020-02-08 10:28:56-03","NBC","NL-BOTANY","U.1070288","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva urundeuva","Krukoff BA",NA,"1939","07","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1070288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1070288",NA,NA,"Department of La Paz province of S. Yungas basin of Rio Bopi San Bartolome near Calisaya.",NA,NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,"NL-U1070288",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","urundeuva",NA,NA,NA
"214","2020-02-08 10:29:02-03","NBC","NL-BOTANY","L.2267287","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ule EHG",NA,"1906","09","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2267287 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2267287","Bahía",NA,"Brazil, Estado de Bahia, Tambury","40.53216","-13.004629","40.53216","-13.004629",NA,NA,NA,"Sapindales","Allemão",NA,"NL-L2267287","Pell SK",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0677416",NA,NA
"215","2020-02-08 10:29:02-03","NBC","NL-BOTANY","L.2267284","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Hassler E",NA,"1913","01","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2267284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2267284","Central",NA,"Paraguaria Centralis: prope Sapucay.",NA,NA,NA,NA,NA,NA,NA,"Sapindales","Allemão",NA,"NL-L2267284","Pell SK",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0677424",NA,NA
"216","2020-02-08 10:29:02-03","NBC","NL-BOTANY","L.2267285","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Hassler E",NA,"1913","01","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2267285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2267285","Central",NA,"Paraguaria Centralis: prope Sapucay.",NA,NA,NA,NA,NA,NA,NA,"Sapindales","Allemão",NA,"NL-L2267285","Pell SK",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0677423",NA,NA
"217","2020-02-08 10:29:02-03","NBC","NL-BOTANY","L.2267286","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Rojas T",NA,"1942","09","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2267286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2267286",NA,NA,"Paraguay, Jardin Botánico, orillas monte.",NA,NA,NA,NA,NA,NA,NA,"Sapindales","Allemão",NA,"NL-L2267286","Pell SK",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0677425",NA,NA
"218","2020-02-08 10:29:02-03","NBC","NL-BOTANY","L.2267288","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Hassler E",NA,"1913","10","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2267288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2267288","Central",NA,"Paraguaria centralis: in regione lacus Ypacaray",NA,NA,NA,NA,NA,NA,NA,"Sapindales","Allemão",NA,"NL-L2267288","Pell SK",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0677428",NA,NA
"219","2020-02-08 10:29:02-03","NBC","NL-BOTANY","L.2267289","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Hassler E",NA,"1913","10","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2267289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2267289","Central",NA,"Paraguaria centralis: in regione lacus Ypacaray",NA,NA,NA,NA,NA,NA,NA,"Sapindales","Allemão",NA,"NL-L2267289","Pell SK",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0677427",NA,NA
"220","2020-02-08 10:29:02-03","NBC","NL-BOTANY","L.2267290","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Fiebrig K",NA,"1903","11","23","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2267290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2267290","Tarija",NA,"Bolivia, Bermejo",NA,NA,NA,NA,NA,NA,NA,"Sapindales","Allemão",NA,"NL-L2267290","Pell SK",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0677426",NA,NA
"221","2020-02-08 10:29:02-03","NBC","NL-BOTANY","U.1070334","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Hatschbach GG; Schinini A; Silva JM",NA,"1996","04","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1070334 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1070334",NA,NA,"Barreiros mun. Porteirinha Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,"Sapindales","Allemão",NA,"NL-U1070334",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"222","2020-11-04 10:59:02-03","ESALQ","ESA","10124","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Barreto, K.D.","689.0","1993","02","11",NA,"Brasil",NA,NA,NA,"ESA010124","São Paulo","Piracicaba","Proximo mata do godinho","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Magnoliophyta",NA,"Fr. All",NA,"ESA010124","Rodrigues, R.R. & Souza, V.C.","44778","auto","1993","03","05",NA,NA,NA,NA,NA,NA
"223","2020-11-04 10:59:02-03","ESALQ","ESA","18599","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Barreto, K.D. et al.","1749.0","1994","01","10",NA,"Brasil",NA,NA,NA,"ESA018599","São Paulo","Itapira",NA,"-46.8199996948242","-22.4300003051758",NA,NA,NA,NA,"Magnoliophyta",NA,"Fr.All.",NA,"ESA018599","Souza, V.C. & Rodrigues, R.R.","19933","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-11-04 10:59:02-03","ESALQ","ESA","31056","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Macedo, E.E.","148.0","1995","01","12",NA,"Brasil",NA,NA,NA,"ESA031056","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,NA,NA,NA,"Magnoliophyta",NA,"Fr.All.",NA,"ESA031056","Pastore, J.A","27552","auto","1995","01","12",NA,NA,NA,NA,NA,NA
"225","2020-11-04 10:59:02-03","ESALQ","ESA","48179","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Nave, A.G.; Dário, F.R. , Lopes, R.F.; Bertani, D.F.","2166.0","1997","09","15",NA,"Brasil",NA,NA,"Arbóreo. Altura de 13,0 m e com flor seca marrom.","ESA048179","Mato Grosso","Pontes e Lacerda","Beira da estrada da Mineradora Santa Elina. Savana Arbórea Densa","-595.162","-142.887","-595,162","-142,887",NA,NA,"Magnoliophyta",NA,"Allem.",NA,"ESA048179","Dário, F.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-11-04 10:59:02-03","ESALQ","ESA","92899","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Correia, C. et al.","281.0","2003","07","15",NA,"Brasil",NA,NA,NA,"ESA092899","Bahia","Correntina",NA,"-44.6366996765137","-13.3432998657227",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA092899",NA,"182507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-04 10:59:02-03","ESALQ","ESA","114746","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Kuntz-Galvão, J.","35.0","2008","07","01",NA,"Brasil",NA,NA,NA,"ESA114746","Mato Grosso","Barão de Melgaço",NA,"-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA114746",NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-11-04 10:59:02-03","ESALQ","ESA","51628","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Maria, V.R.B.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA051628","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Maria, V.R.B.","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-11-04 10:59:02-03","ESALQ","ESA","14708","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ivanauskas, N.M.","95.0","1991","10","25",NA,"Brasil",NA,NA,NA,"ESA014708","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Magnoliophyta",NA,"Fr.All.",NA,"ESA014708","Ivanauskas, N.M.","44778","auto","1991","10","25",NA,NA,NA,NA,NA,NA
"230","2020-11-04 10:59:02-03","ESALQ","ESA","119472","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Carreira, D.",NA,"2012","01","10",NA,"Brasil",NA,NA,"Árvore. Porte aproximado de 7m.","ESA119472","São Paulo","Corumbataí","Bacia do Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Carreira, D.","14989","auto","2012","07","05",NA,NA,NA,NA,NA,NA
"231","2020-11-04 10:59:02-03","ESALQ","ESA","5475","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Kampf, E.","81.0","1989","08","04",NA,"Brasil",NA,NA,"Fl.","ESA005475","São Paulo","Piracicaba","Parque da Esalq","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Magnoliophyta",NA,"Fr.All.",NA,"ESA005475","Kampf, E.","44778","auto","1989","10","30",NA,NA,NA,NA,NA,NA
"232","2020-11-04 10:59:02-03","ESALQ","ESA","3744","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Jaramillo, C.B.J.",NA,"1986","09","01",NA,"Brasil",NA,NA,NA,"ESA003744","Mato Grosso do Sul","Guaicurús",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Fr.All.",NA,"ESA003744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-11-04 10:59:02-03","ESALQ","ESA","111156","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Caliari, C.P.","973.0","2007","09","08",NA,"Brasil",NA,NA,NA,"ESA111156","Mato Grosso","Barão de Melgaço",NA,"-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA111156","Caliari, C.P.","145819","auto","2007","10","05",NA,NA,NA,NA,NA,NA
"234","2020-11-04 10:59:02-03","ESALQ","ESA","34470","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Almeida, M.N.S.",NA,"1996","05","04",NA,"Brasil",NA,NA,NA,"ESA034470","Mato Grosso do Sul","Dourados",NA,"-54.8055992126465","-22.2210998535156",NA,NA,NA,NA,"Magnoliophyta",NA,"Fr.All.",NA,"ESA034470",NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-11-04 10:59:02-03","ESALQ","ESA","16023","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Rodrigues, R.R. et al.","1.0","1994","07","19",NA,"Brasil",NA,NA,NA,"ESA016023","São Paulo","Sabino",NA,"-49.5699996948242","-21.4599990844727",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA016023","Rodrigues, R.R.","18841","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-11-04 10:59:02-03","ESALQ","ESA","17374","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Santin, D.A. ; Rodrigues, R.R.","102.0","1993","10","21",NA,"Brasil",NA,NA,NA,"ESA017374","São Paulo","Mogi Guaçu",NA,"-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Magnoliophyta",NA,"Fr.All.",NA,"ESA017374","Santim, D.","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-11-04 10:59:02-03","ESALQ","ESA","14978","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ivanauskas, N.M.",NA,"1992","04","10",NA,"Brasil",NA,NA,NA,"ESA014978","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Magnoliophyta",NA,"Fr.All.",NA,"ESA014978","Ivanauskas, N.M.","44778","auto","1992","04","10",NA,NA,NA,NA,NA,NA
"238","2020-11-04 10:59:02-03","ESALQ","ESA","119484","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Carreira, D.",NA,"2012","01","10",NA,"Brasil",NA,NA,"Árvore. Porte aproximado de 9m.","ESA119484","São Paulo","Rio Claro","Bacia do Corumbataí","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Carreira, D.","21773","auto","2012","07","05",NA,NA,NA,NA,NA,NA
"239","2020-11-04 10:59:02-03","ESALQ","ESA","79466","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Farah, F.T.","1631.0","2000","01","01",NA,"Brasil",NA,NA,NA,"ESA079466","São Paulo","Orlândia","Faz. Vale do Rosário","-47.8800010681152","-20.7199993133545",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA079466",NA,"16147","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-11-04 10:54:31-03","ESALQ","ESA","141684","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Souza, V.C.","41407.0","2018","12","26",NA,"Brasil",NA,NA,"Árvore, ca. 6 m alt. Vegetativo.","ESA141684","São Paulo","Piracicaba","Godinho. Floresta Estacional Decidual","-47.6399993896484","-22.7199993133545","47o39.860#?#","22o39.047#?#",NA,NA,NA,NA,"Allemão",NA,NA,"Souza, V.C.","44778","auto","2018","12","26",NA,NA,NA,NA,NA,NA
"241","2020-11-04 10:59:02-03","ESALQ","ESA","5000","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Zandoval, J.A.","48.0","1984","01","06",NA,"Brasil",NA,NA,"Fr","ESA005000","São Paulo","Piracicaba","Parque da Esalq","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Magnoliophyta",NA,"(Fr.Al.) Eng.",NA,"ESA005000","Ivanauskas, N.M.","44778","auto","1992","04","13",NA,NA,NA,NA,NA,NA
"242","2021-01-14 15:19:29-03","MN","R","8444","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Glaziou, A.F.M.","20869","1894","08","14",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008444","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allemão",NA,"R000008444_001","Santin, D.A.",NA,NA,"1989","06",NA,NA,NA,NA,NA,NA,NA
"243","2021-04-02 01:59:58-03","UFPI","TEPB","3526","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","FREIRE, F. M. T.",NA,"1984","09","14",NA,"Brasil",NA,NA,"Árvore, flor amarela, casca medicinal, fruto comestível (criação) Ambiente: Caatinga <ll>dwc_commonname:</ll> mororó",NA,"Piauí","Valença","Fazenda Experimental Piaçaba",NA,NA,NA,NA,NA,NA,NA,NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-22 17:44:22-03","UFPI","TEPB","9650","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","F.G. Alcoforado Filho","352","1994","06","15",NA,"Brasil",NA,NA,"Árvore, flores vermelho-claras, melífera, solo pedregoso apresentando mediana drenagem Ambiente: Caatinga",NA,"Piauí","Colônia do Piauí","Riacho do meio","-42.2","-7.216667","42°12'W","07°13'S","22","22",NA,NA,"M. Allemão",NA,NA,"V.E. Rudd",NA,NA,"1905","06","03",NA,NA,NA,NA,NA,NA
"245","2021-04-02 01:59:58-03","UFPI","TEPB","9323","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","F.G. Alcoforado Filho","1094","1995","08","23",NA,"Brasil",NA,NA,"Árvore ca. de 7m, flores amareladas, melífera, solo arenoso Ambiente: Caatinga",NA,"Piauí","São João do Piauí","Fazenda experimental octavio domingues","-42.246667","-8.358056","42°14'48W","08°21'29S","438","438",NA,NA,"M. Allemão",NA,NA,"DEL' ARCO, M. R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-04-02 11:39:41-03","UFPI","TEPB","6501","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","M.A.Figueiredo","448","1991","08","16",NA,"Brasil",NA,NA,"Árvore Ambiente: Caatinga",NA,"Ceará","Aiuaba","Lagoa do Rosio","-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,NA,NA,"Engl.",NA,NA,"DEL' ARCO, M. R.","68662","auto","1985","08","08",NA,NA,NA,NA,NA,NA
"247","2020-06-12 11:54:05-03","UFPI","TEPB","6782","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","B.A.S. Pereira","2123","1992","07","06",NA,"Brasil",NA,NA,"Árvore caducifólia ca. 10x12 metros de altura, flores e botões florais amarelo esverdeados",NA,"Distrito Federal","Brasília","APA de cafuringa, fazenda palestina","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"(Fr. Allem.) Engler",NA,NA,"Cavalcanti","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-19 16:11:22-03","UFPI","TEPB","22348","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Glocimar Pereira da Silva (Cenagem); Michal Way (kew Gardens)",NA,"1995","10","02",NA,"Brasil",NA,NA,"Arvores isoladas ocorrendo junto a faixa de dominio; frutos marrons Ambiente: Cerrado em Bacia de Acumulção",NA,"Goiás","Formosa","BR-020 Brasilia-Barreiras; Km 107","-47.334400177002","-15.5371999740601",NA,NA,NA,NA,NA,NA,"Engl.",NA,NA,"C. Correia","113054","auto","2008","04","14",NA,NA,NA,NA,NA,NA
"249","2021-03-13 02:21:33-03","UFPI","TEPB","31684","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","SANTINA BARBOSA DE SOUSA",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M.Allemão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-04-04 23:42:30-03","UFPI","TEPB","30810","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","D. SILVA","142","2015","10","10",NA,"Brasil",NA,NA,"flor vermelha, fruto marron Ambiente: Cerrado ecotonal <ll>dwc_commonname:</ll> aroeira",NA,"Piauí","Buriti dos Lopes","Fazenda Mucambo Velho","-41.705556","-3.371667","41°42'20W","03°22'18S","89","89",NA,NA,"Allemão",NA,NA,"D. SILVA",NA,NA,"2016","09","21",NA,NA,NA,NA,NA,NA
"251","2021-04-02 11:39:41-03","UFPI","TEPB","13269","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Abreu, J.R","41","1999","07","21",NA,"Brasil",NA,NA,"Árvore ca. 6m, substrato areno argiloso, medicinal e usado construção de casas e móveis Ambiente: Cerrado <ll>dwc_commonname:</ll> Pau d'arco amarelo",NA,"Piauí","Amarante","Comunidade Mimbó","-42.778611","-6.364722","42°46'43W","06°21'53S",NA,NA,NA,NA,"Fr. Allem.",NA,NA,"Roselis Rommel",NA,NA,"2000","05","01",NA,NA,NA,NA,NA,NA
"252","2021-03-03 11:03:41-03","UFPI","TEPB","25823","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","D. A. Santin",NA,"1986","08","01",NA,"Brasil",NA,NA,"Arbórea Ambiente: Mata de Caatinga hiproxerófila",NA,"Sergipe","Nossa Sra. Da Glória","Fazenda Olhos D'agua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-22 17:44:22-03","UFPI","TEPB","30755","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","G. MARTINELLI","18037",NA,NA,NA,NA,"Brasil",NA,NA,"Arvoretas: 4m; heliófila; folhas de cor verde dicolores; frutos imaturos de cor vinoso; Material de Origem - JBRJ 584010 Ambiente: Caatinga com afloramentos rochosos.",NA,"Piauí","Caracol","Parque Nacional da Serra das Confusões. Entre o Portal do Parque e a descida da Serra.","-43.488889","-9.221667","43°29'20W","9°13'18S","650","650",NA,NA,"Allemão",NA,NA,"R. Marquete, E. F. Guimarães & G. Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-31 16:50:35-03","UFPI","TEPB","17454","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Farias, R. R. S. S.","569","2002","08","18",NA,"Brasil",NA,NA,"Planta fanerófita (arvoreta), boa frequência, solo pedregoso. Ambiente: Complexo de Campo Maior",NA,"Piauí","Campo Maior","Baixão da Cobra","-42.067222","-4.854444","42°4'2W","4°51'16S",NA,NA,NA,NA,"Allemão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-04-02 11:39:41-03","UFPI","TEPB","6305","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","M.A.Figueiredo","128","1991","04","11",NA,"Brasil",NA,NA,NA,NA,"Ceará","Aiuaba","Grota do Sêbo","-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"C. Correia","68662","auto","2008","04","14",NA,NA,NA,NA,NA,NA
"256","2021-03-03 11:03:41-03","UFPI","TEPB","25371","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","F. C. Rocha",NA,"2006","11","03",NA,"Brasil",NA,NA,"Árvore, 12m, independente, flor esverdeada, fruto marrom, frequencia rara, substrato arenoso. Usos: medicinal e madeireiro Ambiente: Caatinga <ll>dwc_commonname:</ll> Aroeira",NA,"Ceará","Tabuleiro do Norte","Baixa do Juazeiro","-38.1305999755859","-5.24666976928711",NA,NA,"165","165",NA,NA,"Fr. Allem",NA,NA,NA,"34908","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-04-04 23:42:30-03","UFPI","TEPB","4168","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","E.P. Heringer","5208","1980","07","09",NA,"Brasil",NA,NA,"Árvore ca. de 12m de altura, deprovida de folhagem, flores femininas amarelo esverdeadas, pedunculo avermelhado Ambiente: Mata <ll>dwc_commonname:</ll> Pinhão-branco",NA,"Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"C. Correia","70570","auto","2008","04","14",NA,NA,NA,NA,NA,NA
