"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","typeStatus","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","sex","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber"
"42","2021-03-15 16:37:00-03","NY","NYBG","437910","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","M. Aparecida da Silva","1617","1992","08","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437910","Bahia","Correntina","Fazenda Jatobá.","-44.6366996765137","-13.3432998657227",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437910_01","J. D. Mitchell","182507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02685236","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","L. Bianchetti","870","1990","07","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972910' target='other'> <mi>dwc_moreinfo</mi></a>","NY02685236","Distrito Federal","Brasília","Área das FERCAL, a 6,7 km da fábrica de cimento CIPLAN, na DF-250 Leste.","-47.9296989440918","-15.7797002792358",NA,NA,"850",NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY02685236_01",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1030701","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","G. T. Prance","26294","1979","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120878' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030701","Mato Grosso",NA,"Fazenda Caceres","-56.83","-19.17",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030701_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1030713","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","M. Aparecida da Silva","4410","2000","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120916' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030713","Goiás","Posse","Fazenda Sabonete, proprietário Sr. Sílvio dos Santos Lacerada.","-46.4867","-14.0672",NA,NA,"800","800","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030713_01","N. R. Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","437907","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","L. Coradin","6372","1983","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437907","Bahia","Brumado","Estrada Brumado-Sussurana km 20.","-41.48","-14.17",NA,NA,"420","420","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437907_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1145653","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","F. França","3536","2001","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145653","Bahia","Bom Jesus da Lapa","Morro de Bom Jesus.","-40.4197","-13.2589",NA,NA,"510","510","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01145653_01","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","1030719","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","A. Macedo","457","1944","08","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120943' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030719","Minas Gerais","Ituiutaba","Fundas.","-49.465","-18.9692",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030719_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1030716","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","R. R. Brooks","BRASPEX253","1988","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120938' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030716","Goiás",NA,"Americano do Brasil, near Goiás.",NA,NA,NA,NA,"700","700","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030716_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-09-28 14:23:00-03","NY","NYBG","437923","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","A. H. Gentry","51803","1985","09","25","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437923","Salta",NA,"Road from highway 34-55 to Parque Nacional El Rey, 6 kmN of highway.","-64.67","-24.83",NA,NA,"860","860","Magnoliophyta","Sapindales",NA,NA,NA,"D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","1030705","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","B. A. S. Pereira","2812","1995","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120890' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030705","Goiás","Posse","no Km 05 da estrada Posse/Guarani de Goiás.","-46.33","-14.25",NA,NA,"780","780","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030705_01","B. A. S. Pereira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","437918","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","J. M. Pires","58116","1964","07","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437918","Goiás","Alvorada do Norte","Bahia. Alvorada, a 270 km de Brasília para fortaleza. Rio Correntes.","-46.4919","-14.4808",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437918_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","887092","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","L. P. de Queiroz","7082","2002","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887092","Bahia",NA,"Livramento do Brumado. Ca. 6 km W da estrada Livramento para Brumado, entrando ca. 13.4 km S de Livramento.","-41.8097","-13.7797",NA,NA,"497","497","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00887092_01","J. D. Mitchell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","1030707","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","A. E. Brina","BHCB32708","1995","08","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030707","Minas Gerais","Lagoa Santa","APA Carste de Lagoa Santa, Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030707_01","A. E. Brina; L. V. Costa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","437911","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","S. A. Mori","11217","1978","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437911","Bahia","Jequié","Estrada que liga Jequié a Lafayete Coutinho, ca. 11-17 km a W de Jequié. Folha SD-24 (14-40a).","-40.0833","-13.8578",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437911_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","02685237","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","G. Pereira-Silva","5242","2001","07","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972913' target='other'> <mi>dwc_moreinfo</mi></a>","NY02685237","Goiás","Minaçu","Minaçu-canteiro da obra km 8.","-48.2169","-13.3836",NA,NA,"350",NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY02685237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","1030702","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","G. Eiten","4857","1962","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120880' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030702","Maranhão","Lorêto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. About 20 km south of Lorêto. Next to main house of Fazenda Aldeia.","-45.07","-7.22",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030702_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","1019155","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","P. G. Delprete","9853","2006","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279634' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019155","Goiás","Pirenópolis","Faz. Quebra Rabicho, propriedade d e Duila Oliveira ca. 20 km de Pirenópolis, Córrego das Contenas.","-49.0486","-15.7481",NA,NA,"950","950","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01019155_01","P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","437912","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","A. M. V. de Carvalho","3959","1992","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437912","Bahia","Bom Jesus da Lapa","Ca. 16 km na estrada de Bom Jesus da Lapa para Ibotirama.","-43.41","-13.25",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437912_01","J. D. Mitchell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","437916","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","L. A. Mattos Silva","2293","1988","03","02","South America","Brazil","sheet",NA,"Coleta de folhas e cascas p/ análises. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437916","Bahia","Maracás","Fazenda Tanquinho. Ramal com entrada no km 23 da rodovia Maracás/Planaltino, lado esquerdo. Sede da Fazenda a 2 km da entrada.","-40.4306","-13.4411",NA,NA,"710","710","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437916_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","1030717","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","R. S. Santos","24095","1963","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120940' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030717","Minas Gerais","Varjao de Minas","Faz. S. José, pr. Varjão.","-46.0317","-18.3781",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030717_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","1030727","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","J. A. Ratter","R.3242","1976","06","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120965' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030727","Minas Gerais",NA,"Nr Pandeiro, c. 30 km W of Januária.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","1030720","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","P. Clausen","473","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120945' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030720","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030720_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","1145652","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","C. Correia","285","2003","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145652","Bahia","Ibotirama","Seabra.","-42.4539","-12.3658",NA,NA,"509","509","Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01145652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","1030718","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","L. Duarte","144","1962","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120941' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030718","Distrito Federal","Brasília","Fercal.","-47.9294","-15.7797",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030718_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","1030710","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","T. N. Guedes","s.n.","1957","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120911' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030710","Ceará","Tauá","Serra do Begouro, Sitio Serrinha","-40.2928","-6.0033",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030710_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","437908","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","V. C. Souza","109","1991","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437908","Espírito Santo",NA,"Itarana, próxima a umas Carejeiras no alto de uma pedra, Córrego Bananal.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437908_01","J. D. Mitchell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","437909","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","L. P. de Queiroz","1597","1987","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437909","Bahia","Ituaçu","Arredores do Morro da Mangabeira.","-41.3119","-13.8394",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437909_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","1030715","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","A. Castellanos","25296","1964","07","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236177' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030715","Piauí",NA,"entre Canabrava e Jaicós.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030715_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","04034772","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","P. Acevedo-Rodríguez","16598","2017","09","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337953' target='other'> <mi>dwc_moreinfo</mi></a>","NY04034772","Mato Grosso do Sul",NA,"Serra da Bodoquena, northwestern side of the southern sector along road to Laudjá","-56.7364","-21.1119",NA,NA,"545",NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","1030721","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","C. E. O. Kuntze","s.n.","1892","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120946' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030721","Mato Grosso do Sul","Corumbá",NA,"-57.6531","-19.0094",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030721_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","1030728","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","G. G. Hatschbach","24579","1970","08","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120968' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030728","Mato Grosso do Sul","Aquidauana","Piraputanga","-55.7869","-20.4711",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030728_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","437922","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","G. Gardner","1533","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437922",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY00437922_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2016-09-28 14:23:00-03","NY","NYBG","437924","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","M. Saldías Paz","1433","1991","08","10","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=97573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437924","Santa Cruz","Ichilo","4 km N de Caranda.","-63.5","-17.5",NA,NA,"400","400","Magnoliophyta","Sapindales",NA,NA,NA,"J. D. Mitchell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","1030723","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","E. P. Heringer","5086","1980","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120955' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030723","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030723_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","1030709","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","J. R. Pirani","4277","1998","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030709","Minas Gerais","Porteirinha","BR 122, a 5 km N de Porteirinha, na estrada para Mato Verde.","-43.0281","-15.7433",NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030709_01","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","1030703","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","J. P. Lanna Sobrinho","246","1962","07","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120883' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030703","Minas Gerais",NA,"Jequitibá.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","Allemão & M.Allemão",NA,"NY01030703_01","D. A. Santin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
