"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"44","2020-02-08 09:33:55-03","NBC","NL-BOTANY","U.1735901","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Alston AHG",NA,"1939","02","16","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1735901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1735901",NA,NA,"Lamiales","(L.f.) Kuntze",NA,"near Palo Grande.",NA,NA,NA,NA,"NL-U1735901",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 09:33:55-03","NBC","NL-BOTANY","L.2891540","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Smith HH",NA,"1898","11","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2891540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2891540",NA,NA,"Lamiales","Ruiz & Pav.",NA,"Santa Marta, United States of Colombia.",NA,NA,NA,NA,"NL-L2891540",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 09:33:55-03","NBC","NL-BOTANY","U.1735900","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Widgren JF",NA,"1845","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1735900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1735900",NA,NA,"Lamiales","Ruiz & Pav.",NA,"Prov. Minas Geraes.",NA,NA,NA,NA,"NL-U1735900",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"47","2020-02-08 09:33:55-03","NBC","NL-BOTANY","U.1735903","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Smith HH",NA,"1898","11","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1735903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1735903",NA,NA,"Lamiales","Ruiz & Pav.",NA,"Santa Marta, United States of Colombia.",NA,NA,NA,NA,"NL-U1735903",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"48","2020-11-04 12:17:47-03","ESALQ","ESA","87046","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, V.C.",NA,"2001","12","01",NA,"Brasil",NA,NA,"Subarbusto, ca. 1,5 de alt.;corola alva;","ESA087046","Minas Gerais","Magnoliophyta",NA,"(L.f.) Kuntze","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,"Souza, V.C.","13827","auto","2001","01",NA,NA,NA,"01",NA,NA,NA,NA
"49","2020-11-04 12:17:47-03","ESALQ","ESA","63051","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Harley, R.M. et al.",NA,"1992","02","17",NA,"Brasil",NA,NA,NA,"ESA063051","Bahia","Magnoliophyta",NA,NA,"Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,"ESA063051",NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 12:17:47-03","ESALQ","ESA","24320","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, V.C. et al.",NA,"1994","02","26",NA,"Brasil",NA,NA,NA,"ESA024320","Bahia","Magnoliophyta",NA,NA,"Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,"ESA024320",NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 12:17:47-03","ESALQ","ESA","49222","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, G.P.","2082.0","1993","11","28",NA,"Brasil",NA,NA,NA,"ESA049222","Distrito Federal","Magnoliophyta",NA,NA,"Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"ESA049222",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 12:17:47-03","ESALQ","ESA","49950","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Walter, B.M.T. et al.",NA,"1996","10","20",NA,"Brasil",NA,NA,NA,"ESA049950","Goiás","Magnoliophyta",NA,NA,"Colinas do Sul",NA,"-48.0783004760742","-14.1513996124268",NA,NA,"ESA049950",NA,"58154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 12:17:47-03","ESALQ","ESA","97346","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Pirani, J.R. ; et. al.","5173.0","2004","01","19",NA,"Brasil",NA,NA,NA,"ESA097346","Minas Gerais","Magnoliophyta",NA,"(L.f.) Kuntze","Congonhas do Norte",NA,"-43.6814002990723","-18.8071994781494",NA,NA,NA,"Pirani, J.R.","30386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 12:17:47-03","ESALQ","ESA","39314","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, V.C. et al.","10315.0","1996","01","13",NA,"Brasil",NA,NA,NA,"ESA039314","Minas Gerais","Magnoliophyta",NA,NA,"Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA039314",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 12:17:47-03","ESALQ","ESA","22701","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Nakajima, J.N. et al.","862.0","1995","03","18",NA,"Brasil",NA,NA,NA,"ESA022701","Minas Gerais","Magnoliophyta",NA,NA,"São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"ESA022701",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 12:17:47-03","ESALQ","ESA","12331","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, V.C. et al.","4960.0","1993","12","11",NA,"Brasil",NA,NA,NA,"ESA012331","Paraná","Magnoliophyta",NA,NA,"Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,"ESA012331",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 12:17:47-03","ESALQ","ESA","73294","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25043.0","2001","07","05",NA,"Brasil",NA,NA,"Subarbusto, ca. 80 cm alt.; frutos castanhos. Voucher para estudo sobre filogenia.","ESA073294","Minas Gerais","Magnoliophyta",NA,"(L.f.) Kuntze","Santana do Riacho","Serra do Cipó. Próximo à Pensão Chapéu de Sol. Cerrado pedregoso com transição para campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Souza, V.C.","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 12:17:47-03","ESALQ","ESA","132610","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, M.A.","7492.0","2011","12","21",NA,"Brasil",NA,NA,NA,"ESA132610","Distrito Federal","Magnoliophyta",NA,NA,"Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"ESA132610","Sartrin, R. & Silva, M.A.","70570","auto","2012","01",NA,NA,NA,"07",NA,NA,NA,NA
"59","2020-11-04 12:17:47-03","ESALQ","ESA","78890","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Mello Barreto","6608.0","1934","01","31",NA,"Brasil",NA,NA,NA,"ESA078890","Minas Gerais","Magnoliophyta",NA,NA,"Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,"ESA078890",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-01-14 15:32:50-03","MN","R","99585","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Glaziou, A.F.M.","16306","1884","02","23",NA,"Brasil",NA,NA,"Plantas do Brasl Central","R000099585","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R000099585_001 R000099585_002","Souza, V.C.",NA,NA,"1994","06",NA,NA,NA,"30",NA,NA,NA,NA
"61","2015-07-02 14:03:31-03","JBP","HPL","8510","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","E.R. Salviani","1174","2000","02","18",NA,"Brasil",NA,NA,NA,NA,"MG",NA,NA,NA,"Itajubá","Coletado entre os municípios de Piquete e Itajubá, ca. 5km do trevo de acesso para Delfim Moreira (a esquerda).","-45.4528","-22.4256",NA,NA,NA,"E.R. Salviani","19946","auto","2000","02",NA,NA,NA,"18",NA,NA,NA,NA
"62","2019-02-15 11:50:37-02","IPA","IPA","10234","S","Plantae","Scrophulariaceae","Escobedia","curialis","Escobedia curialis","Pickel, B.","4551","1940","02","04","Southern America","Brasil",NA,NA,"Erva do campo; flor branca.","IPA0010234","São Paulo","Plantae",NA,"(Vell.) Pennell","São Paulo","Estação Invernada da T.C.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Gehrt","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:33:09-03","IAP","PACA-AGP","35593","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Henz, E.",NA,"1947","01","03",NA,"Brasil",NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor","PACA035593","RS","Magnoliophyta","Scrophulariales","(L.f.) Kuntze","Caxias do Sul","Água Azul.","-51.1794013977051","-29.1681003570557",NA,NA,NA,"V. C. Souza","49662","auto","1994","01",NA,NA,"Magnoliatae","25",NA,NA,NA,NA
"64","2019-08-27 13:33:09-03","IAP","PACA-AGP","34712","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Rambo, B.",NA,"1947","01","02",NA,"Brasil",NA,NA,"Habitat: In paludosis alte graminosis. Fenofase: sterilis","PACA034712","RS","Magnoliophyta","Scrophulariales","(L.f.) Kuntze","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,"V. C. Souza","63451","auto","1994","01",NA,NA,"Magnoliatae","25",NA,NA,NA,NA
"65","2019-08-27 13:33:09-03","IAP","PACA-AGP","51587","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Rambo, B.",NA,"1951","12","26",NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis. Fenofase: flor","PACA051587","RS","Magnoliophyta","Scrophulariales","(L.f.) Kuntze","Passo do Socorro","Perto de Vacaria.",NA,NA,NA,NA,NA,"V. C. Souza",NA,NA,"1994","01",NA,NA,"Magnoliatae","26",NA,NA,NA,NA
"66","2019-08-27 13:33:09-03","IAP","PACA-AGP","36995","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Henz, E.",NA,"1947","03","10",NA,"Brasil",NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor","PACA036995","RS","Magnoliophyta","Scrophulariales","(L.f.) Kuntze","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"V. C. Souza","10287","auto","1994","01",NA,NA,"Magnoliatae","25",NA,NA,NA,NA
"67","2019-08-27 13:33:09-03","IAP","PACA-AGP","55640","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Reitz, R.","6016","1952","01","24",NA,"Brasil",NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor branca Ecossistema: BANHADOS","PACA055640","SC","Magnoliophyta","Scrophulariales","(L.f.) Kuntze","Chapecó","Catetinga.","-52.6183013916016","-27.096399307251",NA,NA,NA,"V. C. Souza","22671","auto","1994","01",NA,NA,"Magnoliatae","25",NA,NA,NA,NA
"68","2019-08-27 13:33:09-03","IAP","PACA-AGP","86352","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Sehnem, A.","5754","1951","01","28",NA,"Brasil",NA,NA,"Habitat: In campo paludoso.","PACA086352","RS","Magnoliophyta","Scrophulariales","Ruiz & Pav.","Passo do Socorro","Perto de Vacaria",NA,NA,"800","800",NA,"B. Rambo",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"69","2020-12-20 21:19:27-03","UFV","VIC","008869","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","L.K.; et al.","77","1977","01","30",NA,"Brasil",NA,NA,"No campo, flores brancas.","VIC008869","Bahia",NA,NA,"(L.f.) Kuntze","Entre Rios","Pedra Branca.","-38.084400177002","-11.9419002532959",NA,NA,"VIC008869",NA,"52418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-20 21:19:27-03","UFV","VIC","025483","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Krieger, L.","s.n.","1972","02","07",NA,"Brasil",NA,NA,"No campo, ereta (+ de 1 m), flores alvas,folhas rigidas, verde claro, a água da chuva junta-se nos cálices, fruto do ano interior.","VIC025483","Minas Gerais",NA,NA,"(L.f.) Kuntze","Antônio Carlos","Serra da Mantigueira","-43.7467002868652","-21.3180999755859",NA,NA,"VIC025483",NA,"30131","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-20 21:19:27-03","UFV","VIC","008567","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Menezes, N.L.; et al.","502","1983","04","02",NA,"Brasil",NA,NA,"Erva de porte ereto, folhas coriáceas, em local encharcado, em beira de córrego.","VIC008567","Minas Gerais",NA,NA,"(L.f.) Kuntze",NA,"Serra do cipó km111",NA,NA,NA,NA,"VIC008567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0047072","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","J. M. Silva","263","1986","9","12",NA,"Brazil",NA,NA,"Flor alva.",NA,"Parana","Magnoliophyta","Lamiales","(L.f.) Kuntze",NA,"S. Roque (Mun. Piraquara).","-49.0667","-25.4333",NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:41:12-03","UFJF","CESJ","30414","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","J.H.A. Dulith; W. Marcondes Ferreira","65","1998","02","02","América do Sul","Brasil",NA,NA,"Crescendo sobre rocha granítica em local úmido e em meia sombra, ao lado da estrada. Subarbusto até 1m alt., com folhas de odor desagradável e raízes de cor laranja vivo. Flores brancas com odor desagradável e cobertas por uma mucilagem aquosa.","CESJ030414","Minas Gerais","Angiosperma",NA,"(L.f.) Kuntze","Aiuruoca","BR 267, Km 254, 12 Km após a entrada de Aiuruoca, em direção A Juiz de Fora.","-44.603099822998","-21.9755992889404",NA,NA,NA,"V.A.O. Dittrich","27460","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:41:12-03","UFJF","CESJ","1311x","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","L. Krieger","CESJ1311","1949","03","23","América do Sul","Brasil",NA,NA,"Erva ereta (até 1m alt.) em campo, flores brancas, geralmente 2 de cada vez.","CESJ01311X","Minas Gerais","Angiosperma",NA,"(L.f.) Kuntze","Antônio Carlos","Fazenda Borda do Campo","-43.7467002868652","-21.3180999755859",NA,NA,NA,"V.C. Souza","30131","auto","1999","02",NA,NA,NA,"22",NA,NA,NA,NA
"75","2019-11-21 14:41:12-03","UFJF","CESJ","49935","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Roman; F.S. Souza","129","2008","03","28","América do Sul","Brasil",NA,NA,"Erva ca. 50 cm no campo de altitude. Flores brancas.","CESJ049935","Minas Gerais","Angiosperma",NA,"(L.f.) Kuntze","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,"F.S. Souza","25710","auto","2008","09",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:41:12-03","UFJF","CESJ","8042","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","L. Krieger","CESJ8042","1970","02",NA,"América do Sul","Brasil",NA,NA,"Em campo. Subarbusto, flores brancas com tubo muito longo.","CESJ008042","Minas Gerais","Angiosperma",NA,"(L.f.) Kuntze","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,NA,NA,"V.C. Souza","20620","auto","1999","02",NA,NA,NA,"22",NA,NA,NA,NA
"77","2019-11-21 14:41:12-03","UFJF","CESJ","36787","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","V.C. Souza; C.M. Sakuragui; et al.","4960","1993","12","11","América do Sul","Brasil",NA,NA,"Era em brejo, 50-120 cm alt., sistema subterrâneo alaranjado, corola com tubo alvo-e3sverdeado, lobos alvos. População muito desna, no local mais alagável do brejo.","CESJ036787","Paraná","Angiosperma",NA,"(L.f.) Kuntze",NA,"A ca. de 15 Km de Curitiba",NA,NA,NA,NA,NA,"V.C. Souza",NA,NA,"1993","12",NA,NA,NA,"11",NA,NA,NA,NA
"78","2019-11-21 14:41:12-03","UFJF","CESJ","50978","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","J.H.A. Dulith; W. Marcondes Ferreira","65","1998","02","02","América do Sul","Brasil",NA,NA,"Crescendo sobre rocha granítica, em local úmido e em meia sombra, ao lado da estrada. Subarbusto até 1m de altura, com folhas de odor desagradável e raízes de cor laranja vivo. Flores brancas com odor desagradável e cobertas por uma mucilagem aquosa.","CESJ050978","Minas Gerais","Angiosperma",NA,"(L.f.) Kuntze",NA,"BR-267, Km 254, 12 Km depois da entrada de Aiuruoca, direção de Juiz de Fora.",NA,NA,NA,NA,NA,"V.A.O. Dittrich",NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:41:12-03","UFJF","CESJ","11507","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","L. Krieger","CESJ11507","1972","02","07","América do Sul","Brasil",NA,NA,"No campo, ereta (mais de 1m alt.), flores alvas, folhas rígidas, verde-claro. Os cálices acumulam água de chuva. Fruto do ano anterior.","CESJ011507","Minas Gerais","Angiosperma",NA,"(L.f.) Kuntze","Antônio Carlos","Serra da Mantiqueira","-43.7467002868652","-21.3180999755859",NA,NA,NA,"V.C. Souza","30131","auto","1999","02",NA,NA,NA,"22",NA,NA,NA,NA
"80","2019-11-21 14:41:12-03","UFJF","CESJ","8164","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","L. Krieger","CESJ8164","1969","12","26","América do Sul","Brasil",NA,NA,"Erva à beira de brejo. Flores brancas. Folhas ásperas.","CESJ008164","Paraná","Angiosperma",NA,"(L.f.) Kuntze","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,"V.C. Souza","46557","auto","1999","02",NA,NA,NA,"22",NA,NA,NA,NA
"81","2019-11-21 14:41:12-03","UFJF","CESJ","36974","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","H.L. Mello Barreto","6608","1934","01","31","América do Sul","Brasil",NA,NA,"Arbusto, muito frequente, 1,0m alt., em campo, lugar úmido, flor alva.","CESJ036974","Minas Gerais","Angiosperma",NA,"Ruiz et Pav.","Belo Horizonte","Barreiro","-43.937801361084","-19.9207992553711",NA,NA,NA,"H.L. Mello Barreto","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-04-07 11:46:53-03","UFMS","CGMS","70389","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","V.J. Pott; S.N. Moreira; A. Pott","9892","2007","11","20",NA,"Brasil",NA,NA,NA,"CGMS1069773","Mato Grosso do Sul",NA,NA,"(L.f.) Kuntze","Campo Grande","Fazenda Modelo, varjão próximo à ferrovia.","-54.7833333","-20.55",NA,NA,NA,"A. Pott",NA,NA,NA,NA,"-54,7833333","-20,55",NA,NA,NA,NA,NA,NA
"83","2021-04-07 11:46:53-03","UFMS","CGMS","70387","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","V.J. Pott; A. Pott; A.C.M. Cristaldo; G. Hatschbach","5974","2002","11","11",NA,"Brasil",NA,NA,NA,"CGMS1069771","Mato Grosso do Sul",NA,NA,"(L.f.) Kuntze","Bonito","Fazenda Baía das Garças, próximo a sede, direção cachoeiras do Aquidaban.","-56.8516667","-21.0247223","540","540",NA,"V.C. Souza",NA,NA,"2004","09","-56,8516667","-21,0247223",NA,"22",NA,NA,NA,NA
"84","2021-04-07 11:46:53-03","UFMS","CGMS","65799","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","V.J. Pott; D. Zappi","12170","2017","11","09",NA,"Brasil",NA,NA,"Flor branca. Habitat: Campo graminoso úmido de vereda com buruti. Solo hidromórfico orgânico. Relevo plano. Habito: Erva aquática emergente, ereta. 1,0-1,2 m de altura. Rara.","CGMS1098760","Mato Grosso do Sul",NA,NA,"(L.f.) Kuntze","Terenos","Fazenda Modelo, EMBRAPA. Varjão próximo a lagoinha.","-54.79","-20.5572222","513","513",NA,"V.J. Pott",NA,NA,"2017","11","-54,79","-20,5572222",NA,"09",NA,NA,NA,NA
"85","2021-04-07 11:46:53-03","UFMS","CGMS","23560","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","S.N. Moreira; V.J.Pott; A. Pott","94","2007","11","20",NA,"Brasil",NA,NA,"Flor branca. Fruto ausente. Habitat: Campo úmido graminoso de Vereda em domínio de Cerrado Habito: Erva anfíbia; 0,90-1,10m de altura","CGMS1052972","Mato Grosso do Sul",NA,NA,"(L.f.) Kuntze","Terenos","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667","504","504",NA,NA,NA,NA,NA,NA,"-54,79","-20,5566667",NA,NA,NA,NA,NA,NA
"86","2021-04-07 11:46:53-03","UFMS","CGMS","63987","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","V.J. Pott; A. Pott","9930","2007","12","07",NA,"Brasil",NA,NA,"Flor branca. Denominação local: 'brejo'. Habitat: Campo graminoso úmido dominado por Setaria paucifolia. Solo argiloso orgânico preto. Relevo plano. Habito: Erva ereta, anfíbia. 1,00 - 1,50 m de altura. Rara.","CGMS1096955","Mato Grosso do Sul",NA,NA,"(L.f.) Kuntze","Bonito","Fazenda São Geraldo, cerca de 7 Km do Atrativo Turístico Rio Sucuri, direção Assentamento Santa Lucia, 25 Km de Bonito, na estrada de Bonito a Jardim.","-56.5461111","-21.2922222","325","325",NA,"V.J. Pott",NA,NA,"2007","12","-56,5461111","-21,2922222",NA,"07",NA,NA,NA,NA
"87","2021-04-07 11:46:53-03","UFMS","CGMS","70388","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","V.J. Pott; E. Scremin-Dias; A. Pott","8578","2005","12","12",NA,"Brasil",NA,NA,NA,"CGMS1069772","Mato Grosso do Sul",NA,NA,"(L.f.) Kuntze","Porto Murtinho","Fazenda Laudejá, divisa com Fazenda Santo Antônio, entorno do Parque Nacional da Serra da Bodoquena.","-56.7433333","-21.1263889","510","510",NA,NA,NA,NA,"2020",NA,"-56,7433333","-21,1263889",NA,NA,NA,NA,NA,NA
"88","2021-04-07 11:46:53-03","UFMS","CGMS","65464","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","V.J. Pott; S.N. Moreira; A. Pott","12135","2016","04","07",NA,"Brasil",NA,NA,"Flor branca. Habitat: Campo graminoso, úmido com buriti, 10-15 cm de profundidade. Solo hidromórfico orgânico. Relevo plano. Habito: Erva aquática emergente. 50-70 cm de altura. Rara.","CGMS1098425","Mato Grosso do Sul",NA,NA,"(L.f.) Kuntze","Terenos","Varjão, Fazenda Modelo da EMBRAPA. Próximo a ferrovia Campo Grande-Ponta Porã.","-54.7911111","-20.5577778","514","514",NA,"V.J. Pott",NA,NA,"2016","04","-54,7911111","-20,5577778",NA,"11",NA,NA,NA,NA
"89","2021-03-01 16:37:30-03","UNICAMP","UEC","205729","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Fernandes, FM","157","2001","12","12",NA,"Brazil",NA,NA,"Flores brancas&nf;; Campo rupestre","UEC164242","Minas Gerais","Magnoliopsida",NA,"(L.f.) Kuntze","Pocos de Caldas","Área do Futuro Jardim botânico.",NA,NA,"1300","1300","UEC164242","Scatigna, AV",NA,NA,"2014","09",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-08-20 10:22:20-03","UNICAMP","UEC","99387","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Dutilh, JHA; Marcondes-Ferreira, W","65","1998","02","02",NA,"Brazil",NA,NA,"flor, subarbusto até 1 m de altura com folhas de odor desagradável e raízes de cor laranja-vivo. Flores brancas aom odor desagradável e cobertas por uma mucilagem aquosa. Crescendo sobre rocha granítica em local úmido e em meia sombra,","UEC037089","Minas Gerais","Magnoliopsida",NA,"(L.f.) Kuntze",NA,"BR-254, A 12 km depois da entrada de Aiuruoca, em direção a Juiz de Fora.",NA,NA,NA,NA,"UEC037089","Scatigna, AV",NA,NA,"2014","01",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-08-20 10:22:20-03","UNICAMP","UEC","20761","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Heringer, EP","16583","1976","07","20",NA,"Brazil",NA,NA,"flor, Planta com 1 m, flores alvas. Brejo gramoso, sujeito a fogo periódico.","UEC081742","Distrito Federal","Magnoliopsida",NA,"(L.f.) Kuntze","Brasília","Zoológico","-47.9296989440918","-15.7797002792358",NA,NA,"UEC081742","Souza, VC","70570","auto","1987","02",NA,NA,NA,"24",NA,NA,NA,NA
