"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"242","2008-05-27 22:02:00-03","MO","MOBOT","474408","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alwyn H. Gentry","Gentry 9498","1974","2","1","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze",NA,"Road from Quito to Santo Domingo de los Colorados, ca. 46 km E of Santo Domingo.","-78.98333","-0.25","1371.60000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3347",NA,NA
"243","2010-10-27 09:20:00-02","MO","MOBOT","475822","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Paul E. Berry|Otto Huber|Judith Rosales C.","Berry 4818","1991","2","28","South America","Venezuela",NA,NA,NA,NA,"Amazonas",NA,NA,"(L. f.) Kuntze",NA,"Departamento Atures. Sierra Maigualida, NW sector, small valley along an upper tributary of Caño Iguana.","-65.25","5.5","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","2",NA
"244","2008-05-27 22:02:00-03","MO","MOBOT","476121","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Thomas B. Croat","Croat 72832","1992","3","7","South America","Ecuador",NA,NA,NA,NA,"Pastaza",NA,NA,"(L. f.) Kuntze","Mera","Along road between Puyo and Baños, along creek ca. 5 km W of Mera.","-78.13333","-1.43333","1100.00000000",NA,NA,"K. Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"164","2",NA
"245","2014-09-11 10:03:00-03","MO","MOBOT","476322","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Gerrit Davidse|Otto Huber","Davidse 14952","1978","4","13","South America","Venezuela",NA,NA,NA,NA,"Amazonas",NA,NA,"(L. f.) Kuntze","Atures","8 km S of Puerto Ayacucho, Estación de Piscicultura de Puerto Ayacucho.","-67.6166667","5.6","85.00000000",NA,NA,"K.A. Vincent",NA,NA,NA,NA,NA,NA,NA,NA,NA,"78-24","1",NA
"246","2011-06-09 17:51:00-03","MO","MOBOT","476523","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Carlos E. Cerón","Cerón Martínez 1586","1987","6","16","South America","Ecuador",NA,NA,NA,NA,"Tungurahua",NA,NA,"(L. f.) Kuntze",NA,"Cantón Baños. Parroquia Río Negro. Bosque muy húmedo Premontano.","-78.16666","-1.4","1500.00000000",NA,NA,"C. E. Cerón",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-13","5",NA
"247","2008-05-27 22:02:00-03","MO","MOBOT","476553","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Carlos E. Cerón|Miguel Cerón|Chipantasi, Segundo","Cerón Martínez 4741","1988","9","7","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze",NA,"Parroquia Calacalí. Reserva Geobotánica del Pululahua. Bosque húmedo Montano Bajo. Sta. Rita. La Escuela. Colecciones en chacras abandonadas.","-78.5","0.08333","1600.00000000",NA,NA,"C.E. Cerón (QAME)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-19","4",NA
"248","2011-06-13 14:54:00-03","MO","MOBOT","476863","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Carlos E. Cerón","Cerón Martínez 6904","1989","6","16","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze",NA,"Canton Sto. Domingo. Parroquia Tandapi. Bosque muy húmedo Premontano. Informante: Cesar Octavio Sánchez","-78.75","-0.41666","1650.00000000",NA,NA,"K. Barringer, 1990 (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-20","5",NA
"249","2008-05-27 22:02:00-03","MO","MOBOT","477159","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Hermes Cuadros V.|Alwyn H. Gentry","Cuadros Villalobos 2850","1986","8","18","South America","Colombia",NA,NA,NA,NA,"La Guajira",NA,NA,"(L. f.) Kuntze",NA,"Pueblo de San Antonio. Cuchilla de San Antonio. Alt. 900-1060 m.","-72.714","11.487","900.00000000","1060.00000000",NA,"H. Cuadros V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-4","2",NA
"250","2008-05-27 22:02:00-03","MO","MOBOT","478360","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Robin B. Foster|Magda Chanco E.|Joaquina Albán C.|David N. Smith","Foster 7716","1984","1","2","South America","Peru",NA,NA,NA,NA,"Pasco",NA,NA,"(L. f.) Kuntze","Oxapampa","Tunqui, W slope of Cordillera Yanachaga, half-way between Huancabamba and Pozuzo. Roadside.","-75.58333","-10.25","1500.00000000",NA,NA,"K. Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-2","2",NA
"251","2010-03-02 11:42:00-03","MO","MOBOT","478755","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alwyn H. Gentry|James C. Solomon","Gentry 44750","1984","1","28","South America","Bolivia",NA,NA,NA,NA,"La Paz",NA,NA,"(L. f.) Kuntze","Murillo","Zongo Valley, N of La Paz, near end of road 40-44 km from Lago Zongo dam; wet disturbed inter-Andean Valley along Rio Zaongo.","-68.2333333","-16.2666667","1300.00000000",NA,NA,"K. Barringer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-36","3",NA
"252","2008-05-27 22:02:00-03","MO","MOBOT","478955","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alwyn H. Gentry|David N. Smith","Gentry 45205","1984","2","9","South America","Peru",NA,NA,NA,NA,"Amazonas",NA,NA,"(L. f.) Kuntze","Bongará","11 km E of Pomacocha. Dry roadside cliffs.","-77.86666","-5.75","1950.00000000",NA,NA,"U. Molau (GB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-201","3",NA
"253","2008-05-27 22:02:00-03","MO","MOBOT","479004","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alwyn H. Gentry|Camilo Díaz S.|C. Blaney","Gentry 61073","1988","2","3","South America","Peru",NA,NA,NA,NA,"Cajamarca",NA,NA,"(L. f.) Kuntze",NA,"2-4 km E of Chirinos. Disturbed roadside second growth.","-78.86666","-5.41666","1500.00000000","1700.00000000",NA,"K. Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-56","1",NA
"254","2008-05-27 22:02:00-03","MO","MOBOT","807829","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Luz Mila Quiñones","Quiñones 1551","1988","6","19","South America","Colombia",NA,NA,NA,NA,"Cundinamarca",NA,NA,"(L. f.) Kuntze",NA,"Carretera a Bogotá, sitio Quebrada Blanca.",NA,NA,NA,NA,NA,"K. Barringer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","3",NA
"255","2008-05-27 22:02:00-03","MO","MOBOT","2617173","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Thomas B. Croat","Croat 49494","1979","12","19","South America","Ecuador",NA,NA,NA,NA,"Napo",NA,NA,"(L. f.) Kuntze",NA,"Along road between Baeza and Lago Agrio, 107 km W of Lago Agrio; boggy area along road with second growth and remnants of primary forest.","-77.63333","0.16666","1470.00000000",NA,NA,"Noel H. Holmgren",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1887",NA,NA
"256","2019-10-03 11:04:00-03","MO","MOBOT","793403","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","H. van der Werff|Francisco J. Ortega","van der Werff 8055","1985","11","20","South America","Venezuela",NA,NA,NA,NA,"Táchira",NA,NA,"(L. f.) Kuntze",NA,"Distr. Uribante. Ca. 5 km outside Siberia along old road to Pregonero.","-71.6833333","8.9166667","1300.00000000",NA,NA,"D.Diáz-Miranda (MERF)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-45","2",NA
"257","2010-11-04 13:22:00-02","MO","MOBOT","3336206","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Edgardo M. Ortiz V.","Ortiz 1157","2006","3","22","South America","Peru",NA,NA,NA,NA,"Cajamarca",NA,NA,"(L. f.) Kuntze","Jaén","Dist. Santa Rosa. Alrededores del Cerro Casapita.","-78.57","-5.44833","1200.00000000","1335.00000000",NA,"Ulf Molau (GB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"258","2013-12-29 05:52:00-02","MO","MOBOT","1066651","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","John L. Clark|Lars P. Kvist|Paulina Mendoza|Laurence E. Skog","Clark 1525","1995","10","27","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze","Santo Domingo de Los Colorados","Plants collected along old road between Santo Domingo and Quito (Via Chiriboga). Lower Montane Wet forest.","-78.66666","0.38333","1900.00000000","2000.00000000",NA,"C.E. Ceron (QAP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2010-07-24 01:42:00-03","MO","MOBOT","477205","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","David N. Smith","Smith 6567","1984","3","29","South America","Peru",NA,NA,NA,NA,"Junín",NA,NA,"(L. f.) Kuntze","Satipo","Gran Pajonal; between Paucarete and Tihuanaski. Secondary forest.","-74.38333","-10.75","1200.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-197","5",NA
"260","2011-03-15 08:13:00-03","MO","MOBOT","100355848","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","T. Herzog","Herzog 1577","1911","2",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"Tres Cruces, Cordillera de Santa Cruz",NA,NA,"1400.00000000","1500.00000000",NA,"Foster's catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"261","2011-06-08 17:16:00-03","MO","MOBOT","100366255","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","José Steinbach","Steinbach G. 5200","1920","10","11","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Ruiz & Pav.","Sara","Buena Vista",NA,NA,"500.00000000",NA,NA,"Foster's catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"262","2011-05-12 09:21:00-03","MO","MOBOT","100375658","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Orland E. White","White 1133","1921","12","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,"Ixiamas",NA,NA,"800.00000000",NA,NA,"Foster Catalog Notes File",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"263","2013-10-07 15:47:00-03","MO","MOBOT","1527541","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Michael H. Nee","Nee 49182","1998","4","27","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Ruiz & Pav.","Florida","Bella Vista. Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833","1275.00000000","1335.00000000",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"264","2012-10-22 05:05:00-02","MO","MOBOT","2047479","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Paul C. Hutchison|Wolfgang Krahn","Hutchison 4971","1964","4","8","South America","Peru",NA,NA,NA,NA,"Amazonas",NA,NA,"Ruiz & Pav.","Chachapoyas","23 km above and E of Balsas on road to Leimebamba, Km 362, grassy slopes.",NA,NA,"2020.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313",NA,NA
"265","2011-09-20 17:30:00-03","MO","MOBOT","3021683","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Elizabeth L. Besse|Carl A. Luer|Jane Luer|Roberto Vásquez","Besse 1827","1983","1","29","South America","Bolivia",NA,NA,NA,NA,"La Paz",NA,NA,"Ruiz & Pav.","Inquisivi","Inquisivi-Circuata, Km. 35.",NA,NA,"2450.00000000",NA,NA,"T. Plowman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-09-04 04:40:00-03","MO","MOBOT","3032169","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Herbert H. Smith","Smith 754","1898",NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,NA,"Ruiz & Pav.",NA,NA,NA,NA,"609.60000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2011-10-28 04:58:00-02","MO","MOBOT","475763","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Olga Salazar de Benavides","Benavides 10195","1988","8","27","South America","Colombia",NA,NA,NA,NA,"Nariño",NA,NA,"Ruiz & Pav.",NA,"Reserva Natural La Planada.","-77.96666","1.16666","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","2",NA
"268","2013-08-08 11:50:00-03","MO","MOBOT","475773","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Olga Salazar de Benavides","Benavides 9087","1988","2","13","South America","Colombia",NA,NA,NA,NA,"Nariño",NA,NA,"Ruiz & Pav.","Ricaurte","Trayecto San Isidro-La Planada.","-77.9666667","1.1666667","1500.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","6",NA
"269","2011-10-28 04:58:00-02","MO","MOBOT","475812","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Olga Salazar de Benavides","Benavides 11019","1989","9","28","South America","Colombia",NA,NA,NA,NA,"Nariño",NA,NA,"Ruiz & Pav.",NA,"Trayecto La Planada-San Isidro.","-77.96666","1.16666","1500.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","1",NA
"270","2017-02-09 16:33:00-02","MO","MOBOT","477249","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","scabrifolia","Escobedia scabrifolia","Hermes Cuadros V.","Cuadros Villalobos 851","1979","7","12","South America","Colombia",NA,NA,NA,NA,"Valle del Cauca",NA,NA,"Ruiz & Pav.","Toro","vía Toro-Argelia. Altura 1800 m.","-76.105556","4.660278","1800.00000000",NA,NA,"H. Cuadros",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-11","1",NA
"271","2020-06-22 14:18:27-03","UNESP-IBILCE","SJRP","17505","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","G. Hatschbach",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Erva, 70 cm, flor alva, pantanal;",NA,"Mato Grosso","Tracheophyta","Lamiales","(L.f.) Kuntze","Vila Bela da Sma. Trindade","rod. br 246, entre km 20-30",NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"272","2020-06-22 14:18:27-03","UNESP-IBILCE","SJRP","13820","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","J.M. Silva",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Flor alva, campo, do brejo;",NA,"Paraná","Tracheophyta","Lamiales","(L.f.) Kuntze","Piraquara","S. Roque","-49.0633010864258","-25.4416999816895",NA,NA,NA,"G. Hatschbach","12577","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"273","2020-08-31 08:59:22-03","INPA","INPA","147851","S","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Silva, JM da","263","1986","12","09","Southern America","Brasil",NA,NA,NA,"INPA0147851","Paraná","Dicotyledon Asterids","Lamiales","(L.) Kuntze","Piraquara","S. Roque. Campo do brejo.","-49.0633010864258","-25.4416999816895",NA,NA,"INPA0147851 INPA0147851_e","Hatschbach, GG","12577","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-06-10 10:11:22-03","FZB-BH","BHZB","3183","S","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Fernandes, F.M.","157","2001","12","12",NA,"Brasil",NA,NA,"Altitude:1300m, Doação de duplicata para Herbário UEC em setembro de 2014.Anteriromente ni",NA,"MG",NA,NA,NA,"Poços de Caldas","Área do Futuro Jardim Botânico","-46.5614013671875","-21.7877998352051","1300","1300",NA,"Scatigna, A.V.","23696","auto","2014","09",NA,NA,NA,"19",NA,NA,NA,NA
"275","2020-09-12 05:00:02-03","US","US","3124040","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","O. Huber","10964","1985","10","20","South America - Neotropics","Venezuela",NA,NA,NA,"US00808426","Bolívar",NA,"Scrophulariales","(L. f.) Kuntze","Cedeño","Serrania Guanay, sector nororientales; en las cabeceras más orientales del Río Parguaza.","-66.38","5.91","1700",NA,NA,"Fernández-Alonso, J. L.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"276","2020-09-12 05:00:02-03","US","US","1800601","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Ll. Williams","12998","1940","5","18","South America - Neotropics","Venezuela",NA,NA,NA,"US00808425","Amazonas",NA,"Scrophulariales","(L. f.) Kuntze",NA,"Puerto Ayacucho","-67.62","5.66","100",NA,NA,"Pennell, F. W.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"277","2020-09-12 05:00:02-03","US","US","3097087","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","J. J. Wurdack & J. V. Monachino","41147","1956","1","7","South America - Neotropics","Venezuela",NA,NA,NA,"US00808433","Bolívar",NA,"Scrophulariales","(L. f.) Kuntze",NA,"Río Villacoa (Río Auyacoa), 1-4 km above Salto de Humito (25-30 km from river mouth)","-67.04","6.43","130","140",NA,"Vincent, K. A.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"278","2020-09-12 05:00:02-03","US","US","2856115","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","scabrifolia","Escobedia scabrifolia","O. Huber","714","1977","4","20","South America - Neotropics","Venezuela",NA,NA,NA,"US00808432","Amazonas",NA,"Scrophulariales","Ruiz & Pav.","Atures","Puerto Ayacucho, carretera hacia Samariapo y la pista de aterrizaje del Aeropuerto de Puerto Ayacucho","-67.6","5.61","75",NA,NA,"Wurdack, J. J., (US), US (UNITED STATES)",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"279","2020-09-02 16:35:27-03","Cenargen","CEN","15270","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Bruno Machado Teles Walter","1090","1991","12","12",NA,"Brasil","Exsicatas",NA,"Cálice verde; corola alva. Tecas da antera castanha-esverdeada. Bacia de inundação da UHE Serra da Mesa.","CEN00015270","GO",NA,NA,"(L.f.) Kuntze","COLINAS DO SUL","Abaixo da linha de transmissão que liga Niquelandia a Serra da Mesa. Estrada a 2 km da entrada sul do canteiro.","-48.0783004760742","-14.1513996124268","360","360","CEN00015270","V. C. Souza","58154","auto","1998","09","-4830000.0","-1383333.0",NA,NA,NA,NA,"5",NA
"280","2020-09-02 16:35:27-03","Cenargen","CEN","31663","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Bruno Machado Teles Walter","3486","1996","10","20",NA,"Brasil","Exsicatas",NA,"Futuro reservatório do AHE Serra da Mesa.","CEN00031663","GO",NA,NA,"(L.f.) Kuntze","COLINAS DO SUL","Estrada pelo dique 2 na direção do Rio Tocantins. Próxima a estrada Serra da Mesa/Colinas.","-48.0783004760742","-14.1513996124268","410","410","CEN00031663","V. C. Souza","58154","auto","1999","01","-4831667.0","-1388333.0",NA,NA,NA,NA,"3",NA
"281","2020-09-02 16:39:47-03","Cenargen","CEN","20126","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Glocimar Pereira-Silva","2082","1993","11","28",NA,"Brasil","Exsicatas",NA,"CALICE VERDE. PETALAS BRANCA. ANTERA VERDE COM BORDAS VINACEAS. ESTILETE; FILETE E ESTAMES VERDE;. TUBO DA CO ROLA BRANCA","CEN00020126","DF",NA,NA,"(L.f.) Kuntze","BRASILIA","RESERVA ECOLOGICA DO GUARA","-47.9296989440918","-15.7797002792358","1035","1035","CEN00020126","V. C. Souza","70570","auto","1999","01","-4796667.0","-1580000.0",NA,NA,NA,NA,"4",NA
"282","2020-09-02 16:35:27-03","Cenargen","CEN","39817","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Leopoldo Krieger","11507","1972","02","07",NA,"Brasil","Exsicatas",NA,"Ereta (+ de 1 m), folhas rígidas, verde-claro. A água da chuva junta-se nos cálices. Fruto do ano anterior.&nf;Doação do Herbário CESJ da Universidade Federal de Juiz de Fora.","CEN00039817","MG",NA,NA,"(L.f.) Kuntze","ANTONIO CARLOS","Serra da Mantiqueira.","-43.7467002868652","-21.3180999755859",NA,NA,"CEN00039817","V. C. Souza","30131","auto","1999","02",NA,NA,NA,NA,NA,NA,"1",NA
"283","2019-12-09 17:30:36-03","UFPR","EFC","3088","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Ziller, S.R.","360","1992","12","22",NA,"Brasil",NA,NA,"Arbusto em campo seco, pouco comum, 900m s.n.m. Flores brancas, raízes cenoura.","EFC003088","Paraná",NA,NA,"(L.f.) Kuntze","Piraquara","Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Hatschbach, G.","12577","auto","1993","01",NA,NA,NA,"13",NA,NA,NA,NA
"284","2019-11-13 11:31:52-03","USP","SPF","163844","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Pirani, JR","5173","2004","01","19",NA,"Brasil",NA,NA,NA,"SPF00163844","Minas Gerais",NA,NA,"(L.f.) Kuntze","Congonhas do Norte","Serra Talhada","-43.709167","-18.798056","1024","1024","SPF00163844","Pirani, JR",NA,NA,"2004",NA,"-43.709167","-18.798056",NA,NA,NA,NA,NA,NA
"285","2019-11-13 11:31:52-03","USP","SPF","173384","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Pirani, JR","5392","2004","04","02",NA,"Brasil",NA,NA,NA,"SPF00173384","Bahia",NA,NA,"(L.f.) Kuntze","Rio de Contas","Caminho para o Pico das Almas, indo para Queiroz.","-41.956944","-13.513056","1330","1330","SPF00173384","Pirani, JR",NA,NA,"2004",NA,"-41.956944","-13.513056",NA,NA,NA,NA,NA,NA
"286","2021-03-15 18:30:05-03","USP","SPF","208639","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Heiden, G; Iganci, JRV","1484","2011","01","11",NA,"Brasil",NA,NA,"Erva, ca. 80 cm alt. Folhas verdes. Cálice verde. Corola alva.","SPF00208639","Paraná",NA,NA,"(L.f.) Kuntze","General Carneiro","Horizonte, Divisa PR/SC, Campos de Água Doce e Palmas, BR 153, próximo ao trevo da BR 280.","-51.482344","-26.610078","1351","1351","SPF00208639","Heiden, G",NA,NA,"2011","01","-51.482344","-26.610078",NA,"11",NA,NA,NA,NA
"287","2019-11-13 11:31:52-03","USP","SPF","220416","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Harley, RM","H52099","1992","02","17",NA,"Brasil",NA,NA,NA,"SPF00220416","Bahia",NA,NA,"(L.f.) Kuntze","Abaíra",NA,"-41.9","-13.283333","1700","1700","SPF00220416","Souza, VC",NA,NA,"1998","05","-41.9","-13.283333",NA,NA,NA,NA,NA,NA
"288","2019-11-13 11:31:52-03","USP","SPF","90660","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Harley, RM","H50609","1992","01","02",NA,"Brasil",NA,NA,NA,"SPF00090660","Bahia",NA,NA,"(L.f.) Kuntze","Abaíra",NA,"-41.9","-13.3","1600","1700","SPF00090660","Souza, VC",NA,NA,"1998","05","-41.9","-13.3",NA,NA,NA,NA,NA,NA
"289","2019-11-13 11:31:52-03","USP","SPF","91902","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Harley, RM","H52099","1992","02","17",NA,"Brasil",NA,NA,NA,"SPF00091902","Bahia",NA,NA,"(L.f.) Kuntze","Abaíra",NA,"-41.9","-13.283333","1700","1700","SPF00091902","Souza, VC",NA,NA,"1998","05","-41.9","-13.283333",NA,NA,NA,NA,NA,NA
"290","2019-11-13 11:31:52-03","USP","SPF","95455","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Souza, VC","CFCR14571","1994","02","26",NA,"Brasil",NA,NA,NA,"SPF00095455","Bahia",NA,NA,"(L.f.) Kuntze","Abaíra","Catolés","-41.901667","-13.290833","1750","2035","SPF00095455","Souza, VC",NA,NA,"1994",NA,"-41.901667","-13.290833",NA,NA,NA,NA,NA,NA
"291","2019-11-13 11:31:52-03","USP","SPF","65638","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Krieger, L","CESJ11507","1972","02","07",NA,"Brasil",NA,NA,NA,"SPF00065638","Minas Gerais",NA,NA,"(L.f.) Kuntze","Antônio Carlos","Serra da Mantiqueira","-43.7467002868652","-21.3180999755859",NA,NA,"SPF00065638","Souza, VC","30131","auto","1990","03",NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-11-13 11:31:52-03","USP","SPF","65639","PreservedSpecimen","Plantae","Scrophulariaceae","Escobedia","grandiflora","Escobedia grandiflora","Krieger, L","CESJ8042","1970","02",NA,NA,"Brasil",NA,NA,NA,"SPF00065639","Minas Gerais",NA,NA,"(L.f.) Kuntze","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,NA,"SPF00065639","Souza, VC","20620","auto","1990","03",NA,NA,NA,NA,NA,NA,NA,NA
