"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","typeStatus","recordNumber","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","relatedCatalogItem"
"52","2020-09-12 05:00:02-03","US","US","3149436","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"H. Q. Boudet Fernandes","1986","1","21","Brazil","Espírito Santo","Santa Teresa","Mata do Country Club","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"US01914089","US01914089_01",NA,"Bromeliales",NA,"1795","South America - Neotropics",NA,NA,NA,NA,NA,"23813","auto","Monocotyledonae","1",NA
"53","2020-09-12 05:00:02-03","US","US","2141843","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"L. B. Smith & A. C. Brade","1952","2","3","Brazil","Rio de Janeiro",NA,"Parque Nacional Serra dos Orgaos",NA,NA,NA,NA,"1000",NA,"US01103990","US01103990_01",NA,"Bromeliales",NA,"5643","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"54","2020-09-12 05:00:02-03","US","US","2121297","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"M. B. Foster & R. Foster","1939","7","21","Brazil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"777",NA,"US01914090","US01914090_01",NA,"Bromeliales",NA,"280","South America - Neotropics",NA,NA,NA,NA,NA,"23813","auto","Monocotyledonae","1",NA
"55","2020-09-12 05:00:02-03","US","US","21217842","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"L. B. Smith & A. C. Brade","1952","2","3","Brazil","Rio de Janeiro",NA,"Parque Nacional Serra dos Orgaos",NA,NA,NA,NA,"1000",NA,"US01103991","US01103991_01",NA,"Bromeliales",NA,"5643","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"56","2020-09-12 05:00:02-03","US","US","3149435","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"H. Q. Boudet Fernandes","1986","1","21","Brazil","Espírito Santo","Santa Teresa","Mata do Country Club","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"US01914088","US01914088_01",NA,"Bromeliales",NA,"176","South America - Neotropics",NA,NA,NA,NA,NA,"23813","auto","Monocotyledonae","1",NA
"57","2020-09-12 05:00:02-03","US","US","3149436","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"H. Q. Boudet Fernandes","1986","1","21","Brazil","Espírito Santo","Santa Teresa","Mata do Country Club","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"US01914089","US01914089_01",NA,"Bromeliales",NA,"1795","South America - Neotropics",NA,NA,NA,NA,NA,"23813","auto","Monocotyledonae","1",NA
"58","2020-07-23 12:01:04-03","CEPLAC","CEPEC","36802","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","segregata","Tillandsia segregata",NA,"E. Pereira","E. Pereira","1968","01","28","Brasil","Rio de Janeiro","rio de janeiro","Serra dos Orgãoos.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,"Isótipo","10674",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"28/01/1968"
"59","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Wawra, H",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in Brasiliae orient. prov. Rio de Janeiro ad Petropolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ll72","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Wawra, H",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","et Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ll350","Southern America",NA,"(V. s. in herb. Vindob.)",NA,NA,NA,"38539","auto",NA,NA,NA
"61","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Wawra, H",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in Brasiliae orient. prov. Rio de Janeiro ad Petropolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ll72","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Wawra, H",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","et Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ll350","Southern America",NA,"(V. s. in herb. Vindob.)",NA,NA,NA,"38539","auto",NA,NA,NA
"63","2019-11-21 10:02:47-03","IBt","SP","415685","S","Plantae","Bromeliaceae","Tillandsia","segregata","Tillandsia segregata","E.Pereira","Pereira, E","Pereira, E","1968","01","28","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"SP001820","SP001820",NA,NA,"Isotype","10674",NA,NA,NA,"1968","01","28",NA,NA,NA,NA,NA
"64","2019-11-21 10:02:47-03","IBt","SP","415685a","Extra","Plantae","Bromeliaceae","Tillandsia","segregata","Tillandsia segregata","E.Pereira","Pereira, E","Pereira, E","1968","01","28","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"SP001821","SP001821",NA,NA,"Isotype","10674",NA,NA,NA,"1968","01","28",NA,NA,NA,NA,NA
"65","2019-11-21 10:02:54-03","IBt","SP","391998","S","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","Machado, TM","Versieux, LM; Calvente, AM","2007","01","25","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, Trilha para a cachoeira.","-40.555722","-19.925","-40.555722","-19.925","703","703","SP053465","SP053465",NA,NA,NA,"387",NA,NA,"Prensado em álcool. DNA amostrado.","2016","10","31",NA,NA,NA,NA,NA
"66","2019-11-21 10:02:54-03","IBt","SP","391998","S","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","Machado, TM","Versieux, LM; Calvente, AM","2007","01","25","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, Trilha para a cachoeira.","-40.555722","-19.925","-40.555722","-19.925","703","703","SP053465","SP053465",NA,NA,NA,"387",NA,NA,"Prensado em álcool. DNA amostrado.","2016","10","31",NA,NA,NA,NA,NA
