"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount"
"56","2020-09-12 05:00:02-03","US","US","2057288","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Coelho, R. L. G.","G. Hatschbach","2519","1951","9","29","South America","Brazil","Paraná","Piraquara","Río Taquary","-49.0633010864258","-25.4416999816895",NA,NA,"US01056842","US01056842_01",NA,NA,NA,NA,NA,"12577","auto",NA,NA,"Dicotyledonae",NA,"1"
"57","2020-09-12 05:00:02-03","US","US","2691540","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz",NA,"G. Hatschbach","14557","1966","8","4","South America","Brazil","Paraná",NA,"Mun. Quatro Barras, encosta Morro Mãe Catira.",NA,NA,NA,NA,"US01204011","US01204011_01","1200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"58","2020-09-12 05:00:02-03","US","US","3125436","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Pennington, T. D., (K)","J. Cordeiro & J. M. Silva","343","1986","8","28","South America","Brazil","Paraná",NA,"Mun. Morretes, Véu de Noiva.",NA,NA,NA,NA,"US01204009","US01204009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"59","2019-12-09 17:30:56-03","UFPR","EFC","15729","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Barboza, E.","Cordeiro, J.","5203","2014","08","12",NA,"Brasil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara","-48.5242","-25.5613",NA,"Árvore 5m; flores alvas. Floresta Ombrófila Densa Altomontana","EFC015729",NA,"1080","1080","2014","08","21",NA,NA,"-48.5242","-25.5613",NA,NA,NA
"60","2019-12-09 17:30:56-03","UFPR","EFC","14157","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Brotto, M.L.","Blum, C.T.","2151","2015","05","16",NA,"Brasil","Paraná","Antonina","Serra do Ibitiraquire, Pico Ferraria, trilha da crista sudeste","-48.8142","-25.2284",NA,"Arvoreta 3,0 m, botões em início de desenvolvimento,, em Floresta Ombrófila Densa Altmontana","EFC014157",NA,"1360","1360","2015","05","18",NA,NA,"-48.8142","-25.2284",NA,NA,NA
"61","2019-11-13 11:31:31-03","USP","SPF","115625","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Hatschbach, G","Silva, JM","600","1988","11","23",NA,"Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,"SPF00115625",NA,NA,NA,"1996",NA,NA,"17116","auto",NA,NA,NA,NA,NA
"62","2021-03-25 13:53:34-03","UNIVILLE","JOI","14858","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","F.C.S. Vieira","Mancinelli, W.S.","743","2006","10","30",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"; HABITO: arvoreta","JOI014858",NA,"960","960","2007","01","30",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-25 13:53:34-03","UNIVILLE","JOI","15445","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","M.S. Ferrucci","Verdi, M.","5528","2010","08","25",NA,"Brasil","Paraná","Morretes","Trilha Noroeste / Parque Estadual Pico Morumbi.","-48.914722","-25.445",NA,"; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI015445",NA,"854","854","2011","12","06",NA,NA,"48º54'53''W","25º26'42''S",NA,NA,NA
"64","2021-03-25 13:53:39-03","UNIVILLE","JOI","3936","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","F.C.S. Vieira","F.C.S. Vieira","595","2004","11","20",NA,"Brasil","Santa Catarina","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621",NA,"; HABITAT: borda de mata; HABITO: arvoreta","JOI003936",NA,"900","900","2004","11","20","22441","auto",NA,NA,NA,NA,NA
"65","2021-03-25 13:53:34-03","UNIVILLE","JOI","3545","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","F.C.S. Vieira","F.C.S. Vieira","637","2004","11","25",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,"; HABITAT: terrestre; HABITO: arvoreta; TIPO VEGETACIONAL: floresta altomontana","JOI003545",NA,"900","900","2005","03","30","37150","auto",NA,NA,NA,NA,NA
"66","2021-03-25 13:53:34-03","UNIVILLE","JOI","3544","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","M.E.G. Sobral","F.C.S. Vieira","412","2004","07","28",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,"; HABITAT: terrestre; HABITO: arvoreta; TIPO VEGETACIONAL: floresta altomontana","JOI003544",NA,"900","900","2005","03","30","37150","auto",NA,NA,NA,NA,NA
"67","2019-10-07 09:37:10-03","UEFS","HUEFS","200947","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz",NA,"Brotto, M.L.","1316","2013","07","18",NA,"Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato, trilha do pico.","-48.299722","-25.136111",NA,"Floresta Ombrófila Densa Altomontana.","HUEFS0200947","HUEFS0200947","925","925",NA,NA,NA,NA,NA,"48W17'59''","25S8'10''","Rosanae",NA,NA
"68","2019-10-07 09:37:10-03","UEFS","HUEFS","33085","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","R.L.Coelho","Silva, J.M.","600","1988","11","23",NA,"Brasil","Paraná","Quatro Barras","Morro Sete.","-49.0769004821777","-25.3656005859375",NA,"Mata pluvial da encosta de morro.","HUEFS0033085","HUEFS0033085","1100","1100","2009","10",NA,"17116","auto",NA,NA,"Rosanae",NA,NA
"69","2019-10-07 09:37:10-03","UEFS","HUEFS","73260","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","R.L.Coelho","Silva, J.M.","3649","2002","09","30",NA,"Brasil","São Paulo","Cajati","Torre da Embratel, Estação Repetidora da Serra do Aleixo","-48.1199989318848","-24.7299995422363",NA,NA,"HUEFS0073260","HUEFS0073260",NA,NA,"2009","10",NA,"24646","auto",NA,NA,"Rosanae",NA,NA
"70","2019-01-25 15:46:54-02","IAC","IAC","56779","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Matayba","cristae","Matayba cristae","Reitz","E. Barboza","E. Barboza & M.L. Brotto","4623","2018","07","13",NA,"Brasil","São Paulo","Cajati","Serra do Azeite","-48.2061111","-24.8911111",NA,"Coordenadas do material: 24°53#?#28S, 48°12#?#22W",NA,NA,NA,NA,"2018","08","10",NA,NA,"-48.2061111","-24.8911111",NA,NA,NA
"71","2019-04-02 09:32:36-03","URICER","HPBR","7193","S","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","BUTZKE, A.","BUTZKE, A. et al",NA,"1993","10","19",NA,"Brasil","RS","Erechim","UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES - URI ERECHIM","-52.2738990783691","-27.6341991424561",NA,"6m de altura","HPBR007193",NA,NA,NA,NA,NA,NA,"46790","auto",NA,NA,NA,NA,"1"
"72","2020-11-12 17:03:22-03","UEL","FUEL","17911","PreservedSpecimen","Plantae","Tracheophyta","Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Rosado, A","Silva, JB; et al.","3","1993","11","27",NA,"Brasil","Paraná","Paranaguá","Morro do Forte-Ilha do Mel, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"FUEL009232",NA,NA,NA,"2016","12",NA,"24916","auto",NA,NA,NA,NA,NA
"73","2019-11-01 15:10:33-03","UnB","UB","214969","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Matayba","cristae","Matayba cristae","R. Reitz","Barboza, E","Brotto, ML; Barboza, E; Silva, JM","1316","2013","07","18","Southern America","Brasil","Paraná ","Guaraqueçaba","RPPN Salto Morato, trilha do pico","-48.299722","-25.136111",NA,"Árvore de 6m, flores alvas; Floresta Ombrófila Densa Altomontana",NA,NA,"925","925","2013","07","22",NA,NA,"-48.299722","-25.136111",NA,NA,NA
"74","2019-11-01 15:10:33-03","UnB","UB","18926","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Matayba","cristae","Matayba cristae","R. Reitz","Hatschbach, G","Silva, JM; Ribas, OS","600","1988","11","23","Southern America","Brasil","Paraná ","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,"Árvore 3-4m; Mata pluvial da encosta de morro.",NA,NA,"1100","1100",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"75","2019-11-01 15:10:33-03","UnB","UB","18928","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Matayba","cristae","Matayba cristae","R. Reitz","Hatschbach, G","Oliveira, PI","662","1982","08","25","Southern America","Brasil","Paraná ","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,"Arvoreta 4m. Flor creme; Beira do rio.",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"76","2020-08-20 15:00:30-03","UFSC","FLOR","63871","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Barboza, E.","Cordeiro, J.; Barboza, E.; Brotto, M.L.","5203","2014","08","12",NA,"Brasil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha.","-48.878333","-25.936944",NA,"Árvore; Flores alvas","FLOR0063871","FLOR0063871","1080","1080","2014","08","21",NA,NA,"48º52'42''W","25º56'13''S",NA,NA,NA
"77","2020-08-20 15:00:30-03","UFSC","FLOR","63966","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Ferrucci, M.S.","Verdi, M.; Martins, E.M.; Veiga, O.N.","5528","2010","08","25",NA,"Brasil","Paraná","Morretes","Local: Trilha Noroeste/ Parque Estadual Pico Marumbi.","-48.914722","-25.445",NA,"Estádio suces.: avançado; Hábito: arvoreta; Cor da flor: branca","FLOR0063966","FLOR0063966","854","854","2011","12","06",NA,NA,"48º54'53''W","25º26'42''S",NA,NA,NA
"78","2019-11-21 10:18:59-03","IBt","SP","245375","S","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Groppo Jr, M","Barros, F; Rossi, L; Sugiyama, M; Martuscelli, P","1892","1990","09","12",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Cardoso, primeiro pico na trilha para o Pico do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"SP046193","SP046193",NA,NA,"2013","07",NA,"37574","auto",NA,NA,NA,NA,NA
"79","2019-11-21 10:18:59-03","IBt","SP","246698","S","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Barros, F","Barros, F; Ribeiro, JELS","2065","1990","12","05",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Pico do Morro do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"SP046194","SP046194","840","840","1990","12",NA,"37574","auto",NA,NA,NA,NA,NA
"80","2020-12-03 09:41:13-03","IBt","SP","301444","S","Plantae",NA,NA,"Sapindaceae","Matayba","cristae","Matayba cristae","Reitz","Franco, GADC","Esteves, RL","106","1994","06","21",NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do Estreito.","-52.1599998474121","-22.5300006866455",NA,NA,"SP046195","SP046195",NA,NA,"1994","07","21","54606","auto",NA,NA,NA,NA,NA
