"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","identifiedBy","individualCount","infraspecificEpithet","recordedBy","recordNumber","continentOcean","preparationType","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","minimumElevationInMeters","maximumElevationInMeters","sex"
"49","2021-03-24 17:08:50-03","UFES","SAMES","8270","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2017","04","03","Brasil","Espírito Santo","São Mateus","Área degradada por fogo e corte raso. Domínio da formação arbustiva fechada não inundável.","-39.8588981628418","-18.716100692749","56510","Flor em botão esverdeado externamente. Habitat: Restinga","auto",NA,NA,NA,"Pereira,O.J.; Oliveira,L.C.;Fanticelle,B.S.","8122",NA,NA,"SAMES08270",NA,NA,NA,"-397494444.0","-187636111.0",NA,NA,NA,NA,NA,NA
"50","2021-03-24 17:08:50-03","UFES","SAMES","1286","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2007","08","01","Brasil","Espírito Santo","São Mateus","Bairro Litorâneo. vegetação de restinga.","-39.8588981628418","-18.716100692749","56510","planta com 2m.","auto",NA,NA,NA,"Giaretta,A.O.; Pereira,O.J.;Menezes,L.F.T.;Martins,R.F.A.","82",NA,NA,"SAMES01286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:27:17-03","UNICAMP","UEC","110212","S","Plantae","Magnoliopsida",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","1999","11","27","Brazil","Rio de Janeiro","Arraial do Cabo","Chegando à cidade.","-42.030556","-22.953333",NA,"Planta 4m, flores velhas e frutos, aparentemente cruzando com P. ulei. Fotos, cult.; Restinga em frente ao mar, dominada por grandes populações de Cactaceae, com Pilosocereus ulei.",NA,"Zappi, DC",NA,NA,"Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","476",NA,NA,"UEC041090","UEC041090","1999",NA,"-42.030556","-22.953333",NA,NA,NA,"20","20",NA
"52","2021-03-01 16:27:17-03","UNICAMP","UEC","119199","S","Plantae","Magnoliopsida",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","2000","10","13","Brazil","Bahia","Nova Viçosa",NA,"-39.371898651123","-17.8918991088867","70538","Ca. 1m, 5 costelas.; Restinga.","auto","Aona, LYS",NA,NA,"Aona, LYS","99/54B",NA,NA,"UEC041092","UEC041092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:27:17-03","UNICAMP","UEC","115933","S","Plantae","Magnoliopsida",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","1991","11","12","Brazil","Espírito Santo","Linhares","Reserva Florestal de Linhares. Estrada: Parajú.","-40.0722007751465","-19.3910999298096","48094","Planta Suculenta, crescendo em moita. Ecossistema: Nativo. Cor do Botão: Verde escuro. Cor da Flor: Branca. Forma de Vida: Terrestre. Porte: Arbustivo.","auto","Aona, LYS",NA,NA,"Folli, DA","1472",NA,NA,"UEC041087","UEC041087","2001","08",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-04-27 16:09:11-03","UFES","VIES","11403","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2010","08","27","Brasil","Espírito Santo","Serra","APA Mestre Álvaro, Vertente leste. Acesso pelo Bairro Pitanga.","-40.503889","-20.302778",NA,NA,NA,"Assis, A.M.",NA,NA,"Vago, A.; Assis, A.M.; Cribari, R.S. & Santos, R.","15",NA,NA,"VIES011403","VIES011403","2010","08","40º30'14''W","20º18'10''S",NA,"27",NA,"120","120",NA
"55","2020-04-27 16:09:11-03","UFES","VIES","44188","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2019","03","28","Brasil","Espírito Santo","Linhares","Ponto de amostragem 8.","-39.931389","-19.697222",NA,NA,NA,"Firmino, A.D.",NA,NA,"Guarnier, J.C.; Firmino, A.D. e Dutra, V.F.","320",NA,NA,"VIES044188","VIES044188","2019","03","39º55'53''W","19º41'50''S",NA,"28",NA,"3","3",NA
"56","2020-09-10 15:32:59-03","UFES","VIES","25205","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2017","11","25","Brasil","Espírito Santo","Presidente Kennedy","Restinga entre Marobá e Praia das Neves.","-40.9525","-21.225556",NA,NA,NA,"W.C. Cardoso",NA,NA,"Assis, A.M.; Cribari, R.S.; Santos, J.","4447",NA,NA,"VIES025205","VIES025205","2020","07","40º57'9''W","21º13'32''S",NA,"15",NA,"8","8",NA
"57","2019-12-06 19:29:21-03","UFES","VIES","25570","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2013","01","22","Brasil","Espírito Santo","Serra","ArcelorMittal - restinga arbustiva.","-40.215556","-20.243611",NA,NA,NA,NA,NA,NA,"Assis, A.M.; Santos, R.; Herzog, T. & Lopes, J.C.","3668",NA,NA,"VIES025570","VIES025570",NA,NA,"40º12'56''W","20º14'37''S",NA,NA,NA,"21","21",NA
"58","2021-01-18 18:17:43-03","UFES","VIES","48574","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2020","12","14","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra ponto de amostragem 2.","-40.745556","-18.681944",NA,NA,NA,"Firmino, A.D.",NA,NA,"Firmino, A.D.; Valadares, R.T.","1769",NA,NA,"VIES048574","VIES048574","2020","12","40º44'44''W","18º40'55''S",NA,"14",NA,"5","5",NA
"59","2019-12-06 19:29:21-03","UFES","VIES","43823","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2018","12","10","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra, ponto de amostragem 1.","-39.733333","-18.616667",NA,NA,NA,"Firmino, A.D.",NA,NA,"Firmino, A.D.; Guarnier, J.G.","699",NA,NA,"VIES043823","VIES043823","2018","12","39º44'W","18º37'S",NA,"10",NA,NA,NA,NA
"60","2020-04-27 16:09:11-03","UFES","VIES","44030","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2019","03","25","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga, ponto de amostragem 5.","-39.708056","-19.190833",NA,NA,NA,"Firmino, A.D.",NA,NA,"Guarnier, J.C.; Firmino, A.D. e Dutra, V.F.","160",NA,NA,"VIES044030","VIES044030","2019","03","39º42'29''W","19º11'27''S",NA,"25",NA,"3","3",NA
"61","2020-04-27 16:09:11-03","UFES","VIES","44134","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2019","03","27","Brasil","Espírito Santo","Linhares","Ponto de amostragem 7, Reserva Biológica de Comboios.","-39.888333","-19.669167",NA,NA,NA,"Firmino, A.D.",NA,NA,"Guarnier, J.C.; Firmino, A.D. e Dutra, V.F.","266",NA,NA,"VIES044134","VIES044134","2019","03","39º53'18''W","19º40'9''S",NA,"27",NA,"3","3",NA
"62","2020-04-27 16:09:11-03","UFES","VIES","44283","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2019","04","09","Brasil","Espírito Santo","São Mateus","Barra Nova, ponto de amostragem 4.","-39.738889","-18.959167",NA,NA,NA,"Firmino, A.D.",NA,NA,"Firmino, A.D.; Xavier, B.L.; Penha,J.; Pereira, O.J.","834",NA,NA,"VIES044283","VIES044283","2019","04","39º44'20''W","18º57'33''S",NA,"10",NA,NA,NA,NA
"63","2020-04-27 16:09:11-03","UFES","VIES","44349","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2019","04","25","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra ponto de amostragem 1, próximo ao farol.","-39.733889","-18.625556",NA,NA,NA,"Firmino, A.D.",NA,NA,"Firmino, A.D.; Bruna Xavier","917",NA,NA,"VIES044349","VIES044349","2019","04","39º44'2''W","18º37'32''S",NA,"25",NA,"3","3",NA
"64","2020-06-29 11:10:06-03","UFES","VIES","44396","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2019","05","26","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra ponto de amostragem 2.","-39.744722","-18.682222",NA,NA,NA,"Firmino, A.D.",NA,NA,"Firmino, A.D.; Xavier, B.; Pereira, O.J.; Oliveira, G.C.S.; Penha, J.","975",NA,NA,"VIES044396","VIES044396","2019","05","39º44'41''W","18º40'56''S",NA,"26",NA,"4","4",NA
"65","2020-04-27 16:09:11-03","UFES","VIES","46103","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2019","09","04","Brasil","Espírito Santo","São Mateus","Barra Nova, ponto de amostragem 4.","-39.738333","-18.958889",NA,NA,NA,"Firmino, A.D.",NA,NA,"Firmino, A.D.; Xavier, B.L.","1371",NA,NA,"VIES046103",NA,"2019","09","39º44'18''W","18º57'32''S",NA,"04",NA,"4","4",NA
"66","2019-06-27 10:24:26-03","UFES","VIES","8567","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1992","02","27","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,"Pereira, O.J.","2909",NA,NA,"VIES008567","VIES008567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-04-27 16:09:11-03","UFES","VIES","7341","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1993","08","23","Brasil","Espírito Santo","Conceição da Barra","Área 100 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644",NA,"auto","Pereira, O.J.",NA,NA,"Pereira, O.J.; et al.","4729",NA,NA,"VIES007341","VIES007341","1993","08",NA,NA,NA,"23",NA,NA,NA,NA
"68","2019-06-27 10:24:26-03","UFES","VIES","8566","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1992","03","25","Brasil","Espírito Santo","Conceição da Barra","Área 213 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L.; Martins, M.L.L.; Pereira, S.V. & Simões, J.M.","3081",NA,NA,"VIES008566","VIES008566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-04-27 16:09:11-03","UFES","VIES","11324","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1996","03","10","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","Assis, A.M.",NA,NA,"Assis, A.M.; Souza, R.L.D. & Zambom, O.","1163",NA,NA,"VIES011324","VIES011324","1996","03",NA,NA,NA,"10",NA,NA,NA,NA
"70","2020-04-27 16:09:11-03","UFES","VIES","18040","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1995","04","09","Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","Weiler Júnior, I.",NA,NA,"Weiler Júnior, I.; Pereira, O.J.","151",NA,NA,"VIES018040","VIES018040","1995","04",NA,NA,NA,"09",NA,NA,NA,NA
"71","2020-04-27 16:09:11-03","UFES","VIES","6955","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1993","07","04","Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","Pereira, O.J.",NA,NA,"Pereira, O.J.; Júnior Weith, I.; Pereira, S.V. & Simoneli, M.","4646",NA,NA,"VIES006955","VIES006955","1993","07",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-04-27 16:09:11-03","UFES","VIES","6978","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1993","08","11","Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","Pereira, O.J.",NA,NA,"Weiler Júnior, I.","10",NA,NA,"VIES006978","VIES006978","1993","08",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-04-27 16:09:11-03","UFES","VIES","43839","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2018","12","11","Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos, ponto de amostragem 3.","-39.8588981628418","-18.716100692749","56510",NA,"auto","Guarnier, J.C.",NA,NA,"Guarnier, J.C.; Firmino, A.D.","64",NA,NA,"VIES043839","VIES043839","2019","08",NA,NA,NA,"26",NA,NA,NA,NA
"74","2020-04-27 16:09:11-03","UFES","VIES","11025","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1996","03","23","Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707","27156",NA,"auto","Zambom, O.",NA,NA,"Zambom, O.; Assis, A.M.; Vieira, F. & Silva, S.S.","250",NA,NA,"VIES011025","VIES011025","1996","04",NA,NA,NA,"08",NA,NA,NA,NA
"75","2020-04-27 16:09:11-03","UFES","VIES","17861","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1997","10","08","Brasil","Espírito Santo","Vila Velha","Jacarenema.","-40.2924995422363","-20.3297004699707","27156",NA,"auto","Rabelo, R.L.D.",NA,NA,"Dutra, R.L.S.","270",NA,NA,"VIES017861","VIES017861","1997","10",NA,NA,NA,"08",NA,NA,NA,NA
"76","2020-04-27 16:09:11-03","UFES","VIES","17862","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1997","10","08","Brasil","Espírito Santo","Vila Velha","Jacarenema.","-40.2924995422363","-20.3297004699707","27156",NA,"auto","Cardoso, W.C.",NA,NA,"Dutra, R.L.S.","271",NA,NA,"VIES017862","VIES017862","2013","08",NA,NA,NA,"05",NA,NA,NA,NA
"77","2019-06-27 10:24:26-03","UFES","VIES","4328","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1990","05","21","Brasil","Espírito Santo","Vila Velha","Reserva Biológica de Jacarenema.","-40.2924995422363","-20.3297004699707","27156",NA,"auto",NA,NA,NA,"Pereira, O.J.","2119",NA,NA,"VIES004328","VIES004328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-06-27 10:24:26-03","UFES","VIES","8550","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1992","12","03","Brasil","Espírito Santo","Conceição da Barra","Área 126 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644","Mata seca.","auto",NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Pereira, S.","4342",NA,NA,"VIES008550","VIES008550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-04-27 16:09:11-03","UFES","VIES","23492","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2009","09","27","Brasil","Espírito Santo","Conceição da Barra","Itaúnas.","-39.7322006225586","-18.5932998657227","41644",NA,"auto","Oliveira, A.G.",NA,NA,"Giaretta, A.O.; Monteiro, M.M. & Ribeiro, M.","638",NA,NA,"VIES023492","VIES023492","2009","09",NA,NA,NA,"27",NA,NA,NA,NA
"80","2019-06-27 10:24:26-03","UFES","VIES","1743","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1987","08","19","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449","28401",NA,"auto",NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L.","198",NA,NA,"VIES001743","VIES001743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-04-27 16:09:11-03","UFES","VIES","14922","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1995","09","02","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","28401",NA,"auto","Pereira, O.J.",NA,NA,"Pereira, O.J.; Aquino, L.H.M. de","5471",NA,NA,"VIES014922","VIES014922","1995","09",NA,NA,NA,"02",NA,NA,NA,NA
"82","2020-04-27 16:09:11-03","UFES","VIES","22165","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2013","04","07","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","28401",NA,"auto","Cardoso, W.C.",NA,NA,"Cardoso, W.C.; Borges, W.S.","268",NA,NA,"VIES022165","VIES022165","2013","04",NA,NA,NA,"07",NA,NA,NA,NA
"83","2019-06-27 10:24:26-03","UFES","VIES","3105","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1988","10","04","Brasil","Espírito Santo","Guarapari","Rodovia do Sol - ES 060 - Km 32.","-40.5110015869141","-20.6580009460449","28401",NA,"auto",NA,NA,NA,"Pereira, O.J.","1845",NA,NA,"VIES003105","VIES003105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-04-27 16:09:11-03","UFES","VIES","24046","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1991","11","12","Brasil","Espírito Santo","Linhares","Planta suculenta, crescendo em moita, localizada no final da estrada.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","M.F. Freitas",NA,NA,"Folli, D.A.","1472",NA,NA,"VIES024046","VIES024046","2006","07",NA,NA,NA,"24",NA,NA,NA,NA
"85","2020-04-27 16:09:11-03","UFES","VIES","11313","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1996","06","20","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","Souza, R.L.D.",NA,NA,"Souza, R.L.D.; Assis, A.M.","23",NA,NA,"VIES011313","VIES011313","1996","06",NA,NA,NA,"20",NA,NA,NA,NA
"86","2020-04-27 16:09:11-03","UFES","VIES","11315","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1996","08","04","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","Souza, R.L.D.",NA,NA,"Souza, R.L.D.; Assis, A.M.","75",NA,NA,"VIES011315","VIES011315","1996","08",NA,NA,NA,"04",NA,NA,NA,NA
"87","2020-04-27 16:09:11-03","UFES","VIES","8070","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1993","10","10","Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","Weiler Júnior, I.",NA,NA,"Pereira, O.J.; Pereira, S.J.","5064",NA,NA,"VIES008070","VIES008070","1993","10",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-02-12 18:12:00-03","UFES","VIES","7452","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1993","09","11","Brasil","Espírito Santo","Linhares","Reserva Indígena de Comboios.","-40.0722007751465","-19.3910999298096","48094",NA,"auto","Simonelli, M.",NA,NA,"Simonelli, M.","s.n.",NA,NA,"VIES007452","VIES007452","1993","09",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-04-27 16:09:11-03","UFES","VIES","5279","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1990","10","08","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086","24088",NA,"auto","Cardoso, W.C.",NA,NA,"Gomes, J.M.L.","1336",NA,NA,"VIES005279","VIES005279","2014","04",NA,NA,NA,"05",NA,NA,NA,NA
"90","2020-04-27 16:09:11-03","UFES","VIES","5275","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1990","10","08","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086","24088",NA,"auto","Cardoso, W.C.",NA,NA,"Gomes, J.M.L.","1335",NA,NA,"VIES005275","VIES005275","2012","07",NA,NA,NA,"18",NA,NA,NA,NA
"91","2020-04-27 16:09:11-03","UFES","VIES","9894","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1996","04","27","Brasil","Espírito Santo","São Mateus","Ilha de Guriri.","-39.8588981628418","-18.716100692749","56510",NA,"auto","Taylor, N.P.",NA,NA,"Canal, M.","74",NA,NA,"VIES009894","VIES009894","1996","07",NA,NA,NA,"24",NA,NA,NA,NA
"92","2021-02-12 18:12:00-03","UFES","VIES","37126","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2012","04","02","Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707","27156",NA,"auto","Cardoso, W.C.",NA,NA,"Silva, L.A.; Barros, P.H.D.","s.n.",NA,NA,"VIES037126","VIES037126","2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-04-27 16:09:11-03","UFES","VIES","14572","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2004","05","17","Brasil","Espírito Santo","Vila Velha","Reserva Ecológica de Jacarenema.","-40.2924995422363","-20.3297004699707","27156",NA,"auto","Cardoso, W.C.",NA,NA,"Lube, G.G.K.; Pereira, O.J.","19",NA,NA,"VIES014572","VIES014572","2013","08",NA,NA,NA,"05",NA,NA,NA,NA
"94","2020-04-27 16:09:11-03","UFES","VIES","17736","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1991","06","26","Brasil","Espírito Santo","Vitória","Morro do Itapenambi.","-40.3377990722656","-20.3194007873535","15291",NA,"auto","Cardoso, W.C.",NA,NA,"Pereira, S.V.; et al.","90",NA,NA,"VIES017736","VIES017736","2012","09",NA,NA,NA,"10",NA,NA,NA,NA
"95","2020-07-25 11:32:25-03","UFRRJ","RBR","35520","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2008","07","25","Brasil","Espírito Santo","Presidente Kennedy","praia das neves próximo a igreja de Nossa senhora de praia das neves.","-40.970833","-21.256389",NA,NA,NA,"W.C. Cardoso",NA,NA,"G.V. Somner; M.M.T. Rosa, D.M. Braz, E.L. Jacques, A.V.S. Couto","1223",NA,NA,"RBR00035520","RBR00035520","2020","07","40º58'15''W","21º15'23''S",NA,"15",NA,NA,NA,NA
"96","2020-06-29 09:29:58-03","UFRRJ","RBR","6305","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2000","09","13","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Formação de Palmae da linha 2.","-44.040599822998","-22.9596996307373","17272",NA,"auto",NA,NA,NA,"L.F.T. Menezes","453",NA,NA,"RBR00006305","RBR00006305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-21 19:33:25-03","UFC","EAC","58007","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","24","Brasil","Espirito Santo","Presidente Kennedy","substrato argiloso.","-40.983333","-21.266667",NA,"Doutorado-Marcelo Teles.; Fanerófito, arbusto.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","368","Southern America",NA,"EAC0058007","EAC0058007","2014","04","-40.983333","-21.266667",NA,"24",NA,"9","9",NA
"98","2021-03-21 19:33:25-03","UFC","EAC","56050","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","23","Brasil","Rio de Janeiro","Rio das Ostras","solo arenoso.","-41.9","-22.466667",NA,"Arbusto; fanerófito; pt. 671.; Restinga.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","364","Southern America",NA,"EAC0056050","EAC0056050","2014","04","-41.9","-22.466667",NA,NA,NA,"13","13",NA
"99","2021-03-21 19:33:25-03","UFC","EAC","56051","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","24","Brasil","Espírito Santo","Guarapari","dunas, substrato arenoso.","-40.416667","-20.6",NA,"Árvore; fanerófito; pt. 678.; Restinga.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","371","Southern America",NA,"EAC0056051","EAC0056051","2014","04","-40.416667","-20.6",NA,NA,NA,"20","20",NA
"100","2021-03-21 19:33:25-03","UFC","EAC","56052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","23","Brasil","Rio de Janeiro","Cabo Frio","entre Búzios e Macaé, solo argiloso.","-41.983333","-22.716667",NA,"Árvore; fanerófito; pt. 670.; Restinga.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","363","Southern America",NA,"EAC0056052","EAC0056052","2014","04","-41.983333","-22.716667",NA,NA,NA,NA,NA,NA
