"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem"
"151","2019-11-13 11:23:02-03","USP","SPF","127466","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Forzza, RC","435","1997","11","25",NA,"Brasil","Goiás","Parque Nacional das Emas",NA,NA,NA,"SPF00127466",NA,NA,"Vogel","Rodrigues, RS; Flores, AS","Mineiros","-52.5511016845703","-17.5694007873535",NA,NA,NA,"100343","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-13 11:23:02-03","USP","SPF","134157","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Farinaccio, MA","254","1998","12","16",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra",NA,NA,NA,"SPF00134157",NA,NA,"Vogel","Fortuna-Perez, AP","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,"57119","auto","2006","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-13 11:23:02-03","USP","SPF","112524","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G","64060","1996","01","14",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"SPF00112524",NA,NA,"Vogel","Hatschbach, G","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-13 11:23:02-03","USP","SPF","136229","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Costa, LV","s.n.","1998","01","20",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"SPF00136229",NA,NA,"Vogel","Fortuna-Perez, AP","Unaí","-46.9061012268066","-16.3575000762939",NA,NA,NA,"97926","auto","2006","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-13 11:23:02-03","USP","SPF","13213","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Hoehne, W","s.n.","1948","12","02",NA,"Brasil","São Paulo",NA,NA,NA,NA,"SPF00013213",NA,NA,"Vogel","Hoehne, W","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-13 11:23:02-03","USP","SPF","83901","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Sem coletor","s.n.","1945","01","04",NA,"Brasil","São Paulo",NA,NA,NA,NA,"SPF00083901",NA,NA,"Vogel","Rawitscher, FK","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-13 11:23:02-03","USP","SPF","83889","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Joly, AB","s.n.","1948","12","30",NA,"Brasil","São Paulo","Campos de São Miguel.",NA,NA,NA,"SPF00083889",NA,NA,"Vogel","Anônimo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-13 11:23:02-03","USP","SPF","83899","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Joly, AB","s.n.","1948","12","30",NA,"Brasil","São Paulo","Campos de São Miguel.",NA,NA,NA,"SPF00083899",NA,NA,"Vogel","Joly, AB","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-13 11:23:02-03","USP","SPF","11426","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Hoehne, W","s.n.","1944","11","30",NA,"Brasil","São Paulo","Parque do Estado",NA,NA,NA,"SPF00011426",NA,NA,"Vogel","Hoehne, W","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-05-08 11:13:00-03","UEFS","HUEFS","10205","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","55804","1991","11","06",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"HUEFS0010205","Angiospermae","Fabales","Vogel",NA,"Uberlândia","-48.2771987915039","-18.9186000823975","HUEFS0010205",NA,NA,"58223","auto",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA
"161","2019-09-04 19:14:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Syntype",NA
"162","2016-06-09 10:08:01-03","F","FMNH-SEEDPLANTS","V0369907F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. G. Hatschbach","11866","1964","11","22","South America","Brazil",NA,NA,NA,NA,NA,"V0369907F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369907F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"163","2019-01-23 10:03:01-02","F","FMNH-SEEDPLANTS","V0361043F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0361043F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0361043F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Isosyntype",NA
"164","2016-06-09 10:07:58-03","F","FMNH-SEEDPLANTS","V0369898F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","H. S. Irwin","11083","1965","12","7","South America","Brazil",NA,NA,NA,NA,NA,"V0369898F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369898F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"165","2016-06-09 10:07:58-03","F","FMNH-SEEDPLANTS","V0369899F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","44636","1982","3","11","South America","Brazil",NA,NA,NA,NA,NA,"V0369899F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369899F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"166","2016-06-09 10:07:59-03","F","FMNH-SEEDPLANTS","V0369900F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","W. Hoehne","13213","1948","12","2","South America","Brazil",NA,NA,NA,NA,NA,"V0369900F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369900F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"167","2016-06-09 10:07:59-03","F","FMNH-SEEDPLANTS","V0369901F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","H. S. Irwin","25573","1970","1","29","South America","Brazil",NA,NA,NA,NA,NA,"V0369901F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369901F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"168","2016-06-09 10:07:59-03","F","FMNH-SEEDPLANTS","V0369902F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","H. S. Irwin","10811","1965","11","30","South America","Brazil",NA,NA,NA,NA,NA,"V0369902F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369902F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"169","2016-06-09 10:08:00-03","F","FMNH-SEEDPLANTS","V0369903F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","H. S. Irwin","25265","1970","1","24","South America","Brazil",NA,NA,NA,NA,NA,"V0369903F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369903F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"170","2016-06-09 10:08:00-03","F","FMNH-SEEDPLANTS","V0369904F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","P. H. Claussen",NA,"1839",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0369904F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369904F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"171","2016-06-09 10:08:01-03","F","FMNH-SEEDPLANTS","V0369905F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","D. Pohl","1019",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0369905F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369905F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"172","2017-02-07 14:27:38-02","F","FMNH-SEEDPLANTS","V0369906F","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","P. Dusén","16223","1914","12","30","South America","Brazil",NA,NA,NA,NA,NA,"V0369906F","Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339","V0369906F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"173","2019-01-25 15:41:12-02","IAC","IAC","24767","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","C. Aranha","6017","1980","12","02",NA,"Brasil","Minas Gerais",NA,NA,NA,"Intensidade de ocorrência na região, regular, testes preliminares realizados no campo mostraram alta quantidade de alcalóides, saponinas ausente, esteróides não foi realizado o teste",NA,NA,NA,"Vogel","C. Aranha","Uberlândia","-48.2772","-18.9186",NA,NA,NA,NA,NA,"1980","12","02",NA,"-48.2772","-18.9186",NA,NA,NA,NA,NA
"174","2020-07-23 12:08:00-03","CEPLAC","CEPEC","59156","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","58279","1992","11","29",NA,"Brasil","Goiás","BR-040, prox. ao Rio Imbirucu.",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach","campo alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"175","2020-07-23 12:08:01-03","CEPLAC","CEPEC","85645","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","70246","2000","02","16",NA,"Brasil","Goiás","Serra dos Pirineus, Faz. Solas dos Pirineus.",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach","PIRENÓPOLIS","-48.9592018127441","-15.852499961853",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2000"
"176","2020-07-23 12:08:00-03","CEPLAC","CEPEC","39024","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","A. M. de Carvalho","2249","1986","02","08",NA,"Brasil","Goiás","Ramal no Km 8 da estrada Anápolis/Corumbá de Goiás. 2-4Km ramal adentro.",NA,NA,NA,NA,NA,NA,NA,"G. P. Lewis","ANÁPOLIS","-48.9528007507324","-16.3267002105713",NA,NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/1986"
"177","2020-07-23 12:08:01-03","CEPLAC","CEPEC","70110","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","64060","1996","01","14",NA,"Brasil","Minas Gerais","BR-050, prox. do Rio Tejuco.",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach","uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996"
"178","2020-11-12 16:59:40-03","UEL","FUEL","17811","PreservedSpecimen","Plantae","Leguminosae","Poiretia","angustifolia","Poiretia angustifolia","Fonseca, ML; Alvarenga, D; Oliveira, FCA","140","1994","12","22",NA,"Brasil","Distrito Federal","Reserva Ecológica do IBGE, Cerrado prox. ao viveiro",NA,NA,NA,NA,"Tracheophyta","Fabales","Vogel","Fonseca, ML","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","1994","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-01 15:00:40-03","UnB","UB","41728","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Irwin, HS","25265","1970","01","24","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Rudd, V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-01 15:00:39-03","UnB","UB","129159","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Anderson, WR","35266","1972","02","03","Southern America","Brasil","Minas Gerais","About 8km N of Gouveia on road to Diamantina",NA,NA,"Corolla dark yellow.; Herb from woody base.; Cerrado",NA,"Dicotyledoneae",NA,"Vogel","Barneby, R",NA,NA,NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-01 15:00:40-03","UnB","UB","41727","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Irwin, HS","10811","1965","11","30","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Rudd, V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-01 15:00:40-03","UnB","UB","42793","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Heringer, EP","14942","1975","08","29","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Müller, C","Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-01 15:00:40-03","UnB","UB","42798","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Taxonomy Class of Universidade de Brasília","521","1977","11","16","Southern America","Brasil","Distrito Federal","Campus da Universidade de Brasília",NA,NA,"Herb, corolla yellow.; Cerrado low tree and scrub savanna (the natural vegetation here, white woody layer slughtly opened by fires from the original tree and scrub woodland from). Burned last dry season.",NA,"Dicotyledoneae",NA,"Vogel",NA,"Brasília","-47.85","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.85","-15.75",NA,NA,NA,NA,NA
"184","2019-11-01 15:00:40-03","UnB","UB","42799","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Irwin, HS","11083","1965","12",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Rudd, V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-01 15:00:40-03","UnB","UB","42794","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Belém, RP","1987","1965","12","14","Southern America","Brasil","Distrito Federal","Barragem do Paranoá",NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Müller, C","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-01 15:00:40-03","UnB","UB","42795","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Taxonomy Class of Universidade de Brasília","33","1971","11",NA,"Southern America","Brasil","Distrito Federal","Campus da Universidade de Brasília",NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Müller, C","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-01 15:00:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Taxonomy Class of Universidade de Brasília","11","1971","11","24","Southern America","Brasil","Distrito Federal","Campus of Universidade de Brasília",NA,NA,"Herb 2.5 dm tall. Petals yellow; Cerrado",NA,"Dicotyledoneae",NA,"Vogel","Müller, C","Brasília","-47.9296989440918","-15.7797002792358",NA,"1050","1050","70570","auto","1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-01 15:00:40-03","UnB","UB","42796","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Heringer, EP","8808","1961",NA,NA,"Southern America","Brasil","Distrito Federal","Fundação Zoobotânica",NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Incógnito","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-11-01 15:00:40-03","UnB","UB","42797","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Ratter, JA","4004","1976","12",NA,"Southern America","Brasil","Distrito Federal","Lago Norte",NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Incógnito","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-11-01 15:00:40-03","UnB","UB","42792","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Heringer, EP","10779","1965","12",NA,"Southern America","Brasil","Distrito Federal","Plano Piloto",NA,NA,NA,NA,"Dicotyledoneae",NA,"Vogel","Müller, C","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-01 15:00:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Heringer, EP","10114","1965","03","19","Southern America","Brasil","Distrito Federal","Terreno da Fundação Zoobotânica de Brasília",NA,NA,"Erva ereta com raízes superficiais; Cerrado",NA,"Dicotyledoneae",NA,"Vogel","Müller, C","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-11-01 15:00:39-03","UnB","UB","129158","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G","64060","1996","01","14","Southern America","Brasil","Minas Gerais","Rod. BR-050, próximo do Rio Tejuco",NA,NA,"Flor amarela.; Xilopodífera.; Campo cerrado",NA,"Dicotyledoneae",NA,"Vogel","Hatschbach, G","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-11-01 15:00:40-03","UnB","UB","129160","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Handro, O","Herb45309","1940","11","14","Southern America","Brasil","São Paulo","Vila Morais",NA,NA,"Flores amarelas.",NA,"Dicotyledoneae",NA,"Vogel","Handro, O","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-05-06 11:57:56-03","UFU","HUFU","7474","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Romero, R.; et al.","1787","1995","01","13",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, 2km após a entrada para o Fundão.",NA,NA,"Herbácea ca. 0,40m. Cálice verde e corola amarela.; Campo sujo após 3 meses de queimada.","HUFU00040673",NA,NA,"Vogel","Garcia, F.C.P.","São Roque de Minas","-46.3657989501953","-20.2453002929688","HUFU00040673",NA,NA,"57119","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-05-06 11:57:54-03","UFU","HUFU","17626","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4998","1998","01","11",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Torre de observação, estrada de Sacramento - São Roque de Minas.",NA,NA,"Herbácea ca. 0,3m. Cálice verde. Corola amarela. Estilete verde e estames creme.; Campo limpo, cerca de 4 meses após queimada.","HUFU00040671",NA,NA,"Vogel","Filardi, F.L.R.","São Roque de Minas","-46.3657989501953","-20.2453002929688","HUFU00040671",NA,NA,"57119","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-05-06 11:57:54-03","UFU","HUFU","17745","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4869","1998","01","09",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para a Cachoeira dos Rolinhos.",NA,NA,"Subarbusto ca. 0,5m. Cálice verde. Corola e estames amarelos. Flores perfumadas.; Campo sujo.","HUFU00040672",NA,NA,"Vogel","Filardi, F.L.R.","São Roque de Minas","-46.3657989501953","-20.2453002929688","HUFU00040672",NA,NA,"57119","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-05-06 11:57:56-03","UFU","HUFU","24133","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Farinaccio, M.A.; Campos-Filho, E.M.","254","1998","12","16",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para Retiro de Pedras.",NA,NA,"Erva ca. 30cm de alt. Flores e cálice verdes. Corola e alas verde claro. Demais pétalas amarelas.; Cerrado.","HUFU00040670",NA,NA,"Vogel","Romero, R.","São Roque de Minas","-46.3657989501953","-20.2453002929688","HUFU00040670",NA,NA,"57119","auto","2005","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-08-20 20:38:52-03","UFSC","FLOR","27182","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.; Hatschbach, M.","64060","1996","01","14",NA,"Brasil","Minas Gerais","Rod. BR-050, próximo do Rio Tejuco.",NA,NA,"xilopodífera, ascendente, flor amarela","FLOR0027182",NA,"Fabales","Vogel","Hatschbach, G.","Uberaba","-47.9319000244141","-19.7483005523682","FLOR0027182",NA,NA,"73879","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-08-20 20:38:52-03","UFSC","FLOR","27724","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Santos, E.P.; Harley, R.M.; Cervi, A.C.; Rodrigues, W. & Coimbra, C.M.S.","192","1996","11","07",NA,"Brasil","Paraná","Estrada Jaguariaíva-Sengés, 5 km de Jaguariaíva.",NA,NA,"subarbusto com xilopódio, flor amarela, 0,6m altura","FLOR0027724",NA,"Fabales","Vogel","Cervi, A.C.","Jaguariaíva","-49.7057991027832","-24.2511005401611","FLOR0027724",NA,NA,"44368","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-08-20 20:38:52-03","UFSC","FLOR","1387","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","11866","1964","11","22",NA,"Brasil","Paraná","Rodovia do Café, Fazenda Rivadavia.",NA,NA,"flor amarela","FLOR0001387",NA,"Fabales","Vogel","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545","FLOR0001387","800","800","46557","auto","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-21 10:06:22-03","IBt","SP","5252","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hoehne, FC","s.n.","1921","01","31",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Vogel","Müller, C","Miguel Burnier",NA,NA,NA,NA,NA,NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-11-21 10:06:22-03","IBt","SP","249004","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Oldenburger, FHF; Mecenas, VV","2068","1975","11","30",NA,"Brasil","Distrito Federal","Peninsula Norte in Lago Paranoá",NA,NA,NA,"SP027762",NA,NA,"Vogel","Barneby, RC","Brasília","-47.9296989440918","-15.7797002792358","SP027762",NA,NA,"70570","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-11-21 10:06:22-03","IBt","SP","54568","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Macedo, A","948","1947","02","07",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"SP027761",NA,NA,"Vogel","Müller, C","Uberlândia","-48.2771987915039","-18.9186000823975","SP027761",NA,NA,"58223","auto","1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-11-21 10:06:22-03","IBt","SP","327899","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hoehne, W","s.n.","1948","12","02",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Vogel",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-21 10:06:22-03","IBt","SP","2624","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hoehne, FC","s.n.","1918","12","12",NA,"Brasil","São Paulo","Bairro Ipiranga",NA,NA,NA,"SP027760",NA,NA,"Vogel","Müller, C","São Paulo","-46.6300010681152","-23.5400009155273","SP027760",NA,NA,"53584","auto","1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-21 10:06:22-03","IBt","SP","29805","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hoehne, FC","s.n.","1931","12","07",NA,"Brasil","São Paulo","Brooklin Paulista",NA,NA,NA,NA,NA,NA,"Vogel","Müller, C","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
