"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","sex"
"50","2019-11-13 11:23:35-03","USP","SPF","103714","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","381","1995","04","14",NA,"Brasil","Goiás","Parque Nacional da Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"SPF00103714","SPF00103714","Alto Paraíso de Goiás","1300","1300",NA,NA,"1995",NA,NA,"44724","auto",NA,NA,NA,NA
"51","2019-11-13 11:23:35-03","USP","SPF","139264","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","674","1997","03","21",NA,"Brasil","Goiás",NA,"-47.6136016845703","-16.7686004638672",NA,NA,"SPF00139264","SPF00139264","Cristalina","1000","1000",NA,NA,"1997",NA,NA,"85457","auto",NA,NA,NA,NA
"52","2019-11-13 11:23:35-03","USP","SPF","103728","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","420","1995","04","29",NA,"Brasil","Mato Grosso","Parque Nacional da Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"SPF00103728","SPF00103728","Chapada dos Guimarães","300","300",NA,NA,"1995",NA,NA,"107042","auto",NA,NA,NA,NA
"53","2021-03-15 18:28:05-03","USP","SPF","206249","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Baleeiro, PC","Baleeiro, PC; Cardoso, MRF","326","2013","05","06",NA,"Brasil","Mato Grosso",NA,"-56.0766983032227","-15.8655996322632",NA,"Flor amarela.; Solo encharcado.","SPF00206249",NA,"Santo Antônio do Leverger",NA,NA,NA,NA,"2013","05","06","183847","auto",NA,NA,NA,NA
"54","2019-11-13 11:23:35-03","USP","SPF","93249","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","254","1994","02","22",NA,"Brasil","Mato Grosso",NA,"-56.0766983032227","-15.8655996322632",NA,NA,"SPF00093249","SPF00093249","Santo Antônio do Leverger",NA,NA,NA,NA,"1994",NA,NA,"183847","auto",NA,NA,NA,NA
"55","2019-03-19 16:36:58-03","F","FMNH-SEEDPLANTS","V0492491F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens",NA,"RRC ID Flag","H. S. Irwin et al.","15188","1966","4","21","South America","Brazil","Goiás",NA,"-48","-12",NA,NA,"V0492491F","V0492491F_01 V0492491F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"15188",NA
"56","2020-04-17 17:41:29-03","UFMT","UFMT","18898","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Baleeiro, P.","Petini-Benelli, A.","APB137","2009","09","08",NA,"Brasil","Mato Grosso","Próximo UHE APM-Manso. Estrada para Rio Aricá. Área particular.","-56.0966987609863","-15.5960998535156",NA,"Herbácea, flores amarelas.; Brejo; solo argiloso.",NA,NA,"Cuiabá",NA,NA,NA,NA,"2013","04","26","74875","auto",NA,NA,NA,NA
"57","2020-01-31 10:38:46-03","IFAM","EAFM","661","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Kinupp, V.F.","Kinupp, V.F.; Silva, R.N.A.; Silva, E.G.; Evaristo, S.S.; et al.","3873","2009","09","19",NA,"Brasil","Amazonas","IFAM, Campus Manaus-Zona Leste, atrás da capineira da Zootecnia III.","-60.0250015258789","-3.10193991661072",NA,"; HABITAT: Baixio.; DESC: Macrófitas; flores amarelas; utrículos jovens e frutos imaturos verdes; planta carnívora.",NA,NA,"Manaus",NA,NA,NA,NA,"2009","09","19","138090","auto",NA,NA,NA,NA
"58","2020-09-17 10:41:12-03","UEPA","MFS","008124","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Cardoso, A","Cardoso, A","2645","2017","05","22",NA,"Brasil","Pará","Canga","-49.456936","-8.135",NA,"Erva, crescendo em canga umida. Flores amarelas.","MFS008124","MFS008124 MFS008124_e","Conceição do Araguaia",NA,NA,"-49.456936","-8.135",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-17 10:41:12-03","UEPA","MFS","008190","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Cardoso, A","Cardoso, A","2593","2017","05","17",NA,"Brasil","Pará","Canga.","-49.266414","-8.262992",NA,"Erva, crescendo sobre canga umida. Flores amarelas.","MFS008190","MFS008190 MFS008190_e","Conceição do Araguaia",NA,NA,"-49.266414","-8.262992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-03-05 09:44:42-03","IBt","SP","292850","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Hopkins, MJG","Ribeiro, JELS; et al.","1217","1994","03","08",NA,"Brasil","Amazonas","Reserva Florestal Ducke, Manaus - Itacoatiara, Km 26","-59.966667","-2.883333",NA,NA,NA,NA,"Manaus",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-02 08:40:50-03","IBt","SP","337167","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Corrêa, MA","Rivadavia, F","169","1993","01","25",NA,"Brasil","São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Itararé",NA,NA,NA,NA,"1998","01",NA,"27729","auto",NA,NA,NA,NA
"62","2020-03-05 09:44:42-03","IBt","SP","35750","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Corrêa, MA","Hoehne, FC; Gehrt, A","s.n.","1936","08","01",NA,"Brasil","São Paulo","Ilha Seca. Fazenda Guanabara","-51.0999984741211","-20.6299991607666",NA,NA,NA,NA,"Pereira Barreto",NA,NA,NA,NA,"1995","07","25","36734","auto",NA,NA,NA,NA
"63","2019-11-25 14:37:19-03","GH","HU-HERB","GH 01976612","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","15188","1966","4","21","South America","Brazil","Goiás","Campo, near Corrego Estrema, Ca. 38Kms. NE of Formosa, Goiás.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15188","undetermined"
