"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","fieldNumber","typeStatus","individualCount"
"50","2020-10-14 10:00:52-03","FURB","FURB","22755","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Gasper, AL de","Korte, A.; Kniess, A.","2300","2010","03","19","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.32","-27.09","-49.3200000","-27.0900000","358","358","FURB46688","FURB46688","2010","04","05","Florística IFFSC 576 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:00:52-03","FURB","FURB","22812","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Schmitt, J","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","806","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB46689","FURB46689","2010","04","07","Florística IFFSC e518b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: liana; Fruto infrutescência marrom;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:00:52-03","FURB","FURB","23302","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Schmitt, J","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","1821","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","FURB46690","FURB46690","2010","04","20","Florística IFFSC e466b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:00:52-03","FURB","FURB","23490","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Gasper, AL de","Korte, A.; Kniess, A.","2439","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande.","-49.3205556","-27","-49.3205556","-27.0000000","154","154","FURB46691","FURB46691","2010","04","22","Florística IFFSC 634 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:00:52-03","FURB","FURB","23608","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1859","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","FURB46692","FURB46692","2010","04","07","Florística IFFSC e8000b (Liana) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:00:52-03","FURB","FURB","24159","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Korte, A","Korte, A.; Kniess, A.","2798","2010","03","15","Brasil","Santa Catarina","Ascurra","Guaricanas.","-49.41","-27","-49.4100000","-27.0000000","281","281","FURB46693","FURB46693","2010","03","15","Florística IFFSC 633 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:00:52-03","FURB","FURB","24265","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Cadorin, TJ","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","1762","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440","FURB46694","FURB46694","2010","03","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:00:52-03","FURB","FURB","24477","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Gasper, AL de","Korte, A.; Kniess, A.","2516","2010","04","07","Brasil","Santa Catarina","Ibirama","Caminho Moema.","-49.5894444","-26.9980555","-49.5894444","-26.9980555","503","503","FURB46695","FURB46695","2010","05","10","Florística IFFSC 631 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-08 08:51:24-03","FURB","FURB","24994","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Cadorin, TJ","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2015","2010","05","06","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576","FURB46696","FURB46696","2010","05","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:00:52-03","FURB","FURB","25525","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Korte, A","Korte, A.; Kniess, A.","3248","2010","05","14","Brasil","Santa Catarina","Indaial","Warnow Alto.","-49.2308334","-27","-49.2308334","-27.0000000","357","357","FURB46697","FURB46697","2010","05","28","Florística IFFSC 635 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:00:52-03","FURB","FURB","25700","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Cadorin, TJ","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2234","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","FURB46698","FURB46698","2010","05","10","Florística IFFSC e993b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:00:52-03","FURB","FURB","28390","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2669","2010","06","19","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","-48.4755556","-27.5766667","444","444","FURB46699","FURB46699","2010","08","25","Florística IFFSC e8004b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:00:52-03","FURB","FURB","28762","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Schmitt, JL","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2336","2010","05","15","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","FURB46700","FURB46700","2010","05","15","Florística IFFSC e37b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: liana; Fruto infrutescência verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:00:52-03","FURB","FURB","28772","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Korte, A","Korte, A.; Kniess, A.","3446","2010","05","27","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Área Virgem.","-49.14","-27.09","-49.1400000","-27.0900000","803","803","FURB46701","FURB46701","2010","05","27","Florística IFFSC 578 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:00:52-03","FURB","FURB","29098","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Korte, A","Korte, A.; Kniess, A.","3334","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","FURB46702","FURB46702","2010","09","28","Florística IFFSC 577 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:00:52-03","FURB","FURB","35917","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Cadorin, TJ","Cadorin, T.J.; Oliveira, C.P.L.","3193","2011","05","01","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1452777","-26.3216667","-49.1452777","-26.3216667","340","340","FURB01367","FURB01367","2011","05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:00:52-03","FURB","FURB","40250","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Funez, L.A.","Funez, L.A.; Kemmelmeier, K. & Zermiani, A.E.","1605","2013","01","21","Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0983333","-27.0644444","-49.0983333","-27.0644444","388","388","FURB22859","FURB22859","2013","01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:00:52-03","FURB","FURB","43608","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Gasper, AL de","Gasper, A.L. de; Funez, L.A.","3520","2014","02","14","Brasil","Santa Catarina","Luiz Alves","Braço Serafim.","-48.9963889","-26.7636111","-48.9963889","-26.7636111","200","200","FURB22858","FURB22858","2014","02","20","Projeto REFLORA FAPESC 14843/2011-1 Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: herbácea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:00:52-03","FURB","FURB","50586","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Caglioni, E","Caglioni, E.; Uhlmann, A. & Gasper, A.L. de","347","2014","03","03","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.9433333","-26.8041667","-48.9433333","-26.8041667","340","340","FURB50586","FURB50586","2014","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:00:52-03","FURB","FURB","5663","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling","Silva, B.N.","Stival-Santos, A.; Verdi, M.","75","2007","03","27","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"FURB46703","FURB46703","2011","06","20","Projeto de pesquisa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-04-27 16:09:24-03","UFES","VIES","8785","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V.; Simões, J.M. & Martins, M.L.L.","3150","1992","03","26","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES008785","VIES008785","1992","03","26",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"71","2020-04-27 16:09:24-03","UFES","VIES","7342","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L.","4712","1993","08","23","Brasil","Espírito Santo","Conceição da Barra","Área 100 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES007342","VIES007342","1993","08","23",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"72","2020-04-27 16:09:24-03","UFES","VIES","42721","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","A. Alves-Araújo","Nepomuceno, A.; Nichio-Amaral, R.; Miranda, V.; Mendes, B.N.; Mello, B.N.; Gurtler, J.; Sossai, B.G.","784","2019","03","28","Brasil","Espírito Santo","Conceição da Barra","Trilha Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042721","VIES042721","2019","10","04",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"73","2020-04-27 16:09:24-03","UFES","VIES","41390","S","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Menezes, L.F.T.","Menezes, L.F.T.","1967","2011","05","25","Brasil","Espírito Santo","São Mateus","Bairro Quadrado. Mata ciliar próximo ao rio São Mateus.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,"VIES041390","VIES041390","2012","06","13",NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
"74","2019-09-24 16:41:22-03","UTFPR","HCF","29457","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","T.J. Cadorin","T.J. Cadorin","1208","2010","02","16","Brasil","SC","Blumenau","Parque Nacional da Serra do Itajaí -","-49.118056","-27.006944","49°07'05 W","27°00'25 S","249","249",NA,NA,"2010","03","23","liana. Em estágio avançado, na beira do rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-16 08:39:04-03","UTFPR","HCF","6892","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","J. Cordeiro & E. Barboza","A.R. Silva","692","2008","05","23","Brasil","SC","Bombinhas","cachoeira da Praia Triste","-48.560944","-27.192722","48°33'39,4 W","27°11'33,8 S","80","80",NA,NA,"2008",NA,NA,"subarbusto terrestre, ciófilo, próximo à cachoeira, com fruto espiciforme, amarelado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-06-29 09:30:08-03","UFRRJ","RBR","30862","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"D.S. Farias","289","1994","07","14","Brasil","Rio de Janeiro","Silva Jardim","Trilha da Caixa D#?#Água da Estação. Área FP039.","-42.316667","-22.5","42º19'0''W","22º30'0''S",NA,NA,"RBR00030862","RBR00030862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-06-29 09:30:08-03","UFRRJ","RBR","18097","S","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","Harling",NA,"L.S. Sylvestre","1077","1994","04","23","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada entre a porteira de entrada da REBIO e a represa de Colomi. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00018097","RBR00018097",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:21:50-03","MBM","MBM","408396","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Völtz, R.R.","Völtz, R.R.","1136","2016","04","02","Brazil","Paraná","Matinhos","Estrada para comunidade do Parati","-48.595278","-25.769722","-48.595278","-25.769722","55","55","MBM408396","MBM408396","2017","01","27","Erva 0,6 m alt.; infrutescência esverdeada; interior da Floresta Ombrófila Densa Submontana.; Floresta Ombrófila Densa Submontana.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:21:50-03","MBM","MBM","409682","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1283","2017","06","12","Brazil","Paraná","Guaratuba","UHE Guaricana","-48.944722","-25.730833","-48.944722","-25.730833","385","385","MBM409682","MBM409682","2017","06","20","Esva escandente, granpiforme na base da árvore no interior de floresta de base de encosta; frutos verdes.; Floresta Ombrófila Densa Submontana.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:21:50-03","MBM","MBM","396780","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","glaucophylla","Asplundia glaucophylla","Harling","Engels, M.E.","Engels, M.E.; Ariati, V.; Bonaldi, R.A.; Ariati, V.; Bonaldi, R.A.","651","2013","03","10","Brazil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM396780","MBM396780","2013","03","11","Terrestre. Folhas e caule verdes. Infrutescência verde escura.; Na beira da trilha.",NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:21:50-03","MBM","MBM","383130","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling",NA,"Barboza, E.; Cordeiro, J.; Brotto, M.L.; Vaz, J.; Cordeiro, J.; Brotto, M.L.; Vaz, J.","3631","2013","04","14","Brazil","Goiás","Cavalcante","RPPN Serra do Tombador, trilha da cachoeira","-47.842778","-13.63425","-47.842778","-13.63425","776","776","MBM383130","MBM383130",NA,NA,NA,"Erva 1,5m; fruto esverdeado.; Floresta Ombrófila Densa.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:21:50-03","MBM","MBM","42014","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Hatschbach, G.","Hatschbach, G.","37950","1976","01","15","Brazil","Paraná","Antonina","Cachoeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM042014","MBM042014",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:21:50-03","MBM","MBM","1460","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Hatschbach, G.","Hatschbach, G.","16321","1967","04","13","Brazil","Paraná","Antonina","Estrada Cacatu - Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM001460","MBM001460",NA,NA,NA,"= 2360",NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:21:50-03","MBM","MBM","2360","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Hatschbach, G.","Hatschbach, G.","16321","1967","04","13","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM002360","MBM002360",NA,NA,NA,"= 1460",NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:21:50-03","MBM","MBM","225410","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Ribas, O.S.","Motta, J.T.; et al.; et al.","929","1987","03","17","Brazil","Paraná","Morretes","Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM225410",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:21:50-03","MBM","MBM","7871","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Hatschbach, G.","Hatschbach, G.","19255","1968","05","28","Brazil","Paraná","Paranaguá","Rio Cambará","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM007871","MBM007871 MBM007871_1",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:21:50-03","MBM","MBM","39228","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Smith, L.B.","Hatschbach, G.","9831","1962","12","26","Brazil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM039228","MBM039228",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:21:50-03","MBM","MBM","83273","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Hatschbach, G.","Hatschbach, G.","46285","1983","05","10","Brazil","São Paulo","Registro","Rodovia para Sete Barras","-47.8400001525879","-24.4799995422363",NA,NA,NA,NA,"MBM083273","MBM083273",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"25922","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:21:50-03","MBM","MBM","33722","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harl.","Hatschbach, G.","Hatschbach, G.","34294","1974","03","07","Brazil","Paraná","Antonina","Areia Branca","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM033722","MBM033722 MBM033722_1",NA,NA,NA,NA,NA,NA,"Southern America",NA,"reitzii","38300","auto",NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:21:50-03","MBM","MBM","24129","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harl.","Hatschbach, G.","Hatschbach, G.","29130","1971","02","09","Brazil","Paraná","Guaraqueçaba","Rio do Costa","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM024129","MBM024129",NA,NA,NA,NA,NA,NA,"Southern America",NA,"reitzii","37295","auto",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:21:50-03","MBM","MBM","157652","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harl.","Hatschbach, G.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","58515","1993","01","08","Brazil","Paraná","Guaratuba","Serra da Prata","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM157652","MBM157652",NA,NA,NA,NA,NA,NA,"Southern America",NA,"reitzii","41937","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:21:50-03","MBM","MBM","33722","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harl.","Hatschbach, G.","Hatschbach, G.","34294","1974","03","07","Brazil","Paraná","Antonina","Areia Branca","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM033722","MBM033722 MBM033722_1",NA,NA,NA,NA,NA,NA,"Southern America",NA,"reitzii","38300","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:21:50-03","MBM","MBM","24129","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harl.","Hatschbach, G.","Hatschbach, G.","29130","1971","02","09","Brazil","Paraná","Guaraqueçaba","Rio do Costa","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM024129","MBM024129",NA,NA,NA,NA,NA,NA,"Southern America",NA,"reitzii","37295","auto",NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:21:50-03","MBM","MBM","157652","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harl.","Hatschbach, G.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","58515","1993","01","08","Brazil","Paraná","Guaratuba","Serra da Prata","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM157652","MBM157652",NA,NA,NA,NA,NA,NA,"Southern America",NA,"reitzii","41937","auto",NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:28:09-03","PUC-RIO","FCAB","5411","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"D.S. Farias","289","1994","07","14","Brasil","Rio de Janeiro","Silva Jardim","Rebio Poço das Antas. Trilha da Caixa D'água da E","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"005411",NA,NA,NA,NA,"Trepadeira. Alimento/ fauna (mico-leão).",NA,"Angiospermae",NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA
"96","2019-11-01 15:28:09-03","PUC-RIO","FCAB","5412","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"D.S. Farias","339","1994","10","20","Brasil","Rio de Janeiro","Silva Jardim","Rebio Poço das Antas. Trilha Rodolfo Norte","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"005412",NA,NA,NA,NA,"&nf;; Trepadeira com frutos selhantes ao abacaxi. Alimento / fauna. IND: F0506. Mico-Leão: 1.00.",NA,"Angiospermae",NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA
"97","2015-09-03 19:17:10-03","MNHN","RECOLNAT_MNHN_P","P02085554","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. RJ.",NA,NA,NA,NA,NA,NA,"P02085554","P02085554_01",NA,NA,NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085554' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"1437",NA,NA
"98","2015-09-03 19:17:10-03","MNHN","RECOLNAT_MNHN_P","P02085558","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Rio de Janeiro (Bresil)",NA,NA,NA,NA,NA,NA,"P02085558","P02085558_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085558' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"142",NA,NA
"99","2015-09-03 19:17:10-03","MNHN","RECOLNAT_MNHN_P","P02085559","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P02085559","P02085559_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085559' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"142",NA,NA
