"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"146","2021-03-03 15:27:58-03","MN","R-TIPOS","32116","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana","Syntypus","Kuhlmann, J.G.",NA,"Brasil","Mato Grosso","Cabeceira do Rio Arinos",NA,NA,NA,"R000032116",NA,NA,"Hoehne","Batista, J.A.N.","124","1914","11",NA,NA,NA,NA,NA,NA,"R000032116_002","1997",NA,NA,"09",NA,NA,"08",NA,NA,NA,NA,NA
"147","2021-04-05 20:16:05-03","UFSC","FLOR","68740","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Paula-Souza, J.",NA,"Brasil","Paraná","Rodovia PR 151, ca. 12km do pedágio em direção a Piraí do Sul. Campo sujo com campo úmido adjacente em borda de plantação de Pinus.",NA,NA,"Erva, ca. 50cm alt. Flores verdes","FLOR0068740",NA,"Asparagales","Hoehne","Paula-Souza, J.","11788","2021","01","17","Jaguariaíva","-49.846944","-24.374722","1153","1153",NA,"2021","49º50'49''W","24º22'29''S","01",NA,NA,"20",NA,NA,NA,NA,NA
"148","2020-08-20 20:37:53-03","UFSC","FLOR","1024","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Reitz, R.; Klein, R.M.",NA,"Brasil","Santa Catarina",NA,NA,NA,"erva, flor esverdeada","FLOR0001024",NA,"Asparagales","Gill. ex Lindl.","Pabst, G.","12408","1962","02","25","Porto União","-51.0783004760742","-26.2381000518799",NA,NA,NA,"1963",NA,NA,NA,"41804","auto",NA,NA,NA,NA,NA,NA
"149","2021-03-04 15:42:05-03","IF","SPSF","21590","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"J.P.Souza","América do Sul","Brasil","SP","P.E.Serra do Mar - Núcleo Cunha",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta a beira do rio Paraibuna&nf;;",NA,"Magnoliophyta","Orchidales",NA,NA,"875","1996","12","14","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,"Liliopsida",NA,NA,NA,NA
"150","2021-03-04 15:42:05-03","IF","SPSF","10345","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"A.Custodio Filho","América do Sul","Brasil","SP","Estação Biológica de Boracéia",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Orchidales",NA,NA,"2561","1986","04","19","Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA
"151","2021-03-04 15:42:05-03","IF","SPSF","10459","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"A.Custodio Filho","América do Sul","Brasil","SP","Estação Biológica de Boracéia",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Orchidales",NA,NA,"2612","1986","05","29","Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA
"152","2021-03-04 15:42:05-03","IF","SPSF","41308","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"J.B.Baitello & O.T. Aguiar & C.R.Lima","América do Sul","Brasil","SP","Estação Ecológica",NA,NA,"COLETA: Orquídea terrestre, pétalas e cálice creme.; GEOGRAFIA: Banhado.;",NA,"Magnoliophyta","Orchidales","Hoehne","R.Cielo-Filho","2219","2009","01","27","Itapeva","-49.081389","-24.073056",NA,NA,NA,"2009",NA,NA,"02",NA,NA,"10","Liliopsida",NA,NA,NA,NA
"153","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Fox, CJ","Southern America","Uruguay",NA,"in Uruguay loco accuratius haud indicato.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"461",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Morong, T","Southern America","Paraguay",NA,"Etiam in Paraguay ad Rio Pilcomayo.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Gibert, JE","Southern America","Uruguay",NA,"in Uruguay arenis humidis ad ostia amnis santa Lucia.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"998",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Schickendantz, F","Southern America","Argentina","Catamarca","in Argentinae prov. Catamarca ad Puerta de Belen.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"284",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Gillies, J","Southern America","Argentina","Mendoza","in prov. Mendoza locis poludosis.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Lorentz, PG","Southern America","Argentina","Entre Rios","in prov. Entre Rios ad Arroyo del Palmar.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"789",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Fielding, E","Southern America","Argentina","Mendoza","Cienega prope Mendoza.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Glaziou, AFM","Southern America","Brazil",NA,"Habitat in Brasilia australi loco houd indicato.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"15460",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Arechavaleta, J","Southern America","Uruguay","Montevideo","prope montevideo locis arenosis humidis graminosisque.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"2625",NA,NA,NA,NA,NA,NA,NA,NA,"P03P4N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Deut, HC","Southern America","Brazil","Minas Gerais","habitat in prov. Minas Gerais prope cidade de Entre Rios.",NA,NA,NA,NA,NA,NA,"Ridl.",NA,"40in her",NA,NA,NA,"Entre Rios de Minas","-44.0656","-20.6708",NA,NA,NA,NA,NA,NA,NA,"20620","auto",NA,NA,NA,NA,NA,NA
"163","2019-09-03 08:30:35-03","CAS","CAS-BOT","629502","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Leite, J. Eugenio","South America","Brazil","São Paulo","*",NA,NA,"* Data from these fields are not available on the web.",NA,"Magnoliophyta","Orchidales","Ridl.",NA,"3396","1945","3",NA,"Campos Do Jordao","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"*","*",NA,"21048","auto",NA,"Liliopsida",NA,NA,NA,NA
"164","2021-02-08 12:52:16-03","UFRGS","ICN","020357","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Augusto, I","América do Sul","Uruguai",NA,"Estação Experimental Juan-JacksonMorzon Heber",NA,NA,"Raras.; Terrestre- Prado uliginoso","ICN00040067","Monocotyledon",NA,"Gillies ex Lindl.","(BHCB) Batista, JAN","s.n.","1941","02","03",NA,NA,NA,NA,NA,NA,"2016",NA,NA,"03",NA,NA,"04",NA,NA,NA,NA,NA
"165","2018-12-04 20:27:54-02","UNIR","RON","9831","RON","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Santos, LAS","Southern America","Brasil","Rondônia","Extrema de Rondônia, Campo aberto graminoso, solo argiloso. Inventário Florestal Nacional - Rondônia (IFN - RO). Conglomerado RO - 134. Árvore nº 1 extra.",NA,NA,"<em>Herbácea. Base reta. Flores brancas amareladas.</em>","RON00009831","Angiosperma","Asparagales","Gill. ex Lindl.","Santiago, DS","1397","2015","01","17","Porto Velho","-66.06","-9.72",NA,NA,"RON00009831","2015","-66.06","-9.72","03",NA,NA,"10",NA,NA,NA,NA,NA
"166","2020-11-19 09:29:56-03","IBt","SP","28100","S","Plantae","Orchidaceae","Habenaria","burkartiana","Habenaria burkartiana","Syntype","Burkart, A","Southern America","Argentina","Entre Ríos",NA,NA,NA,"Pantano, flor blanca, fragante","SP003935",NA,NA,"Hoehne","Hoehne, FC","946","1927","01","22","Concórdia",NA,NA,NA,NA,"SP003935","1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 10:13:23-03","IBt","SP","31601","S","Plantae","Orchidaceae","Habenaria","burkartiana","Habenaria burkartiana","Syntype","Cabrera, AL","Southern America","Argentina","Buenos Aires","Juancho",NA,NA,NA,"SP003936",NA,NA,"Hoehne","Hoehne, FC","2710","1933","01","13",NA,NA,NA,NA,NA,"SP003936","1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-21 10:13:23-03","IBt","SP","17798","S","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Lemos, D",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,NA,NA,"Lindl. ex Warm.",NA,"s.n.","1923","12","05","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA
"169","2019-11-21 10:13:24-03","IBt","SP","197429","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Custodio Filho, A",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","2040","1983","12","09","Biritiba-Mirim","-45.879314","-23.639858","890","950",NA,"2011","-45.879314","-23.639858","03",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-21 10:13:24-03","IBt","SP","28977","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Loefgren, A",NA,"Brasil","São Paulo","Vale do Paranapanema. Brejo da Lagoa de Água Boa",NA,NA,NA,"SP009575",NA,NA,"Gillies ex Lindl.","Mamede, MCH","CGGs.n.","1899","12","03",NA,NA,NA,NA,NA,"SP009575","2011",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-21 10:13:24-03","IBt","SP","310886","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM",NA,"Brasil","São Paulo","Estrada em direção à trilha do Rio Bonito",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","875","1996","12","14","Cunha","-45.041667","-23.255556",NA,NA,NA,"2011","-45.041667","-23.255556","05",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-21 10:13:24-03","IBt","SP","33599","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Spegazzini, C","Southern America","Argentina",NA,"Santuário Carmelita",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-21 10:13:24-03","IBt","SP","40966","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Rombouts, JE",NA,"Brasil","Mato Grosso","Rio Sapé",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","s.n.","1938","10","10",NA,NA,NA,NA,NA,NA,"2011",NA,NA,"03",NA,NA,"10",NA,NA,NA,NA,NA
"174","2019-11-21 10:13:24-03","IBt","SP","349487","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Fraga, CN",NA,"Brasil","Espírito Santo","Urussuquara, Vale do Suruaca",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","580","2000","02","24","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,"2011",NA,NA,"03","48094","auto","01",NA,NA,NA,NA,NA
"175","2019-11-21 10:13:24-03","IBt","SP","40585","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Markgraf, F; Brade, AC; Mello Barreto",NA,"Brasil","Minas Gerais","Serra de São Calixto",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","3350","1938","11","11","Grão Mogol","-42.8897018432617","-16.5594005584717","900","900",NA,"2011",NA,NA,"03","67219","auto","10",NA,NA,NA,NA,NA
"176","2019-11-21 10:13:24-03","IBt","SP","192356","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Ikusima, I; Gentil, JG",NA,"Brasil","Minas Gerais","Parque Florestal do Rio Doce, margens do lago D. Helvecio",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","s.n.","1983","06","26","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,"2011",NA,NA,"03","28215","auto","19",NA,NA,NA,NA,NA
"177","2019-11-21 10:13:24-03","IBt","SP","37230","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Mello Barreto",NA,"Brasil","Minas Gerais","Lagoa Santa, margem da lagoa",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","4869","1935","02","05","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,"2011",NA,NA,"03","19939","auto","10",NA,NA,NA,NA,NA
"178","2019-11-21 10:13:24-03","IBt","SP","266611","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Paolieri, L",NA,"Brasil","São Paulo","Estrada de rodagem Jacaré a Mogi das Cruzes",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","s.n.","1938","11","25","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,"2011",NA,NA,"06","28666","auto",NA,NA,NA,NA,NA,NA
"179","2019-11-21 10:13:24-03","IBt","SP","51576","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Kuhlmann, M",NA,"Brasil","São Paulo","Boracéia, margem do Rio Claro",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","2782","1951","11","30","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"2011",NA,NA,"06","18032","auto",NA,NA,NA,NA,NA,NA
"180","2019-11-21 10:13:24-03","IBt","SP","56412","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Handro, O",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","745","1957","11","21","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"2011",NA,NA,"06","18032","auto",NA,NA,NA,NA,NA,NA
"181","2019-11-21 10:13:24-03","IBt","SP","10005","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Hoehne, FC",NA,"Brasil","São Paulo","Butantã",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","s.n.","1917","11","08","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2011",NA,NA,"03","53584","auto","10",NA,NA,NA,NA,NA
"182","2019-11-21 10:13:24-03","IBt","SP","886","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Hoehne, FC",NA,"Brasil","São Paulo","Butantan",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","s.n.","1917","11","09","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2011",NA,NA,"06","53584","auto",NA,NA,NA,NA,NA,NA
"183","2019-11-21 10:13:24-03","IBt","SP","31492","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Kuhlmann, M",NA,"Brasil","São Paulo","Cidade Jardim",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","s.n.","1933","12","01","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2011",NA,NA,"06","53584","auto",NA,NA,NA,NA,NA,NA
"184","2019-11-21 10:13:24-03","IBt","SP","111673","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Sendulsky, T",NA,"Brasil","São Paulo","Parque do Estado, Jardim Botânico",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","989","1968","08","12","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2011",NA,NA,"06","53584","auto",NA,NA,NA,NA,NA,NA
"185","2019-11-21 10:13:24-03","IBt","SP","39890","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Gehrt, A",NA,"Brasil","São Paulo","Pirajussara",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","s.n.","1938","12","04","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2011",NA,NA,"03","53584","auto","10",NA,NA,NA,NA,NA
"186","2019-11-21 10:13:24-03","IBt","SP","175249","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Barros, F",NA,"Brasil","São Paulo","Reserva Biológica do Parque Estadual das Fontes do Ipiranga",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Mamede, MCH","657","1981","11","25","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2011",NA,NA,"03","53584","auto",NA,NA,NA,NA,NA,NA
"187","2019-11-21 10:13:24-03","IBt","SP","28971","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Loefgren, A",NA,"Brasil","São Paulo","Serra da Cantareira",NA,NA,NA,"SP009576",NA,NA,"Gillies ex Lindl.","Mamede, MCH","CGG3258","1895","11","17","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP009576","2011",NA,NA,"03","53584","auto","10",NA,NA,NA,NA,NA
"188","2019-12-04 15:23:43-03","AMES","HU-HERB","AMES 01947852","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"G. F. J. Pabst","South America","Brazil",NA,"Est. Rio de Janeiro, ad viam Itaipava Teresopolis","Sheet",NA,NA,NA,NA,NA,"Lindley ex Warming",NA,"7305","1963","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7305",NA,"undetermined"
"189","2019-12-04 15:21:49-03","AMES","HU-HERB","AMES 01947853","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"A. Gehrt","South America","Brazil",NA,"Pirajussára, São Paulo.","Sheet",NA,NA,NA,NA,NA,"Lindley ex Warming",NA,NA,"1917","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"190","2019-12-05 14:16:18-03","A","HU-HERB","A 01947880","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"A. Krapovickas & C. L. Cristóbal","South America","Argentina",NA,"Corrientes, Dep. Ituzaingó. Ruta 12, 13 km W del limite con Misiones","Sheet",NA,NA,NA,NA,NA,"Gillies ex Lindley",NA,"28649","1976","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28649",NA,"undetermined"
"191","2019-12-05 14:14:52-03","A","HU-HERB","A 01947881","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"T. M. Pedersen","South America","Argentina",NA,"Estancia Santa Teresa Dep. Mburucuyá Prov. Corrientes","Sheet",NA,NA,NA,NA,NA,"Gillies ex Lindley",NA,"5306","1959","12","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5306",NA,"undetermined"
"192","2019-12-05 14:13:11-03","A","HU-HERB","A 01947882","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"T. Meyer","South America","Argentina",NA,"La [Rioja] Dep. Laralle. Valla Union.","Sheet",NA,NA,NA,NA,NA,"Gillies ex Lindley",NA,"4141","1942","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4141",NA,"undetermined"
"193","2019-12-05 14:13:20-03","A","HU-HERB","A 01947883","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"[illegible]","South America","Argentina","Buenos Aires","Dep. General [Lavalle] San Clemente de [illegible]","Sheet",NA,NA,NA,NA,NA,"Gillies ex Lindley",NA,"469","1944","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"469",NA,"undetermined"
"194","2019-12-05 14:08:15-03","A","HU-HERB","A 01947884","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"T. M. Pedersen","South America","Argentina",NA,"Estancia La Yela Dep. Empedrado Prov. Corrientes","Sheet",NA,NA,NA,NA,NA,"Gillies ex Lindley",NA,"10271","1972","12","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10271",NA,"undetermined"
"195","2019-12-05 14:05:01-03","AMES","HU-HERB","AMES 01947885","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"E. L. Ekman","South America","Argentina",NA,"Posadas, Bonpland","Sheet",NA,NA,NA,NA,NA,"Gillies ex Lindley",NA,NA,"1908","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"196","2019-12-04 20:26:13-03","AMES","HU-HERB","AMES 01947886","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"E. L. Ekman","South America","Argentina",NA,"Posadas, Bonpland.","Sheet",NA,NA,NA,NA,NA,"Gillies ex Lindley",NA,NA,"1908","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
