"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","imagecode","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"53","2019-05-06 11:58:05-03","UFU","HUFU","39824","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Oliveira, G.C.","477",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, 10km da BR 050, na altura do km 25.","-48.126667","-19.100833",NA,"Herbácea, ca. 0,5 m. Creme.; Vereda.","HUFU00011049","2002","03","24",NA,NA,"HUFU00011049",NA,NA,NA,NA,NA,"-48.126667","-19.100833",NA,NA,NA,NA,NA
"54","2019-05-06 11:58:05-03","UFU","HUFU","57959","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Resende, I.L.M.","62",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,"Vereda.","HUFU00011037","2009","01","13",NA,NA,"HUFU00011037",NA,NA,"39117","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-05-06 11:58:05-03","UFU","HUFU","905","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, E.F.","Araújo, G.M.","s.n.",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Herbáceo, ca. 0,3 m. Flores brancas.; Campo úmido.","HUFU00011053","1987","05","08",NA,NA,"HUFU00011053",NA,NA,"58223","auto","1999",NA,NA,NA,NA,NA,NA,NA
"56","2019-05-06 11:58:05-03","UFU","HUFU","2999","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, E.F.","FEEP","24",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 0,2 m. Flores róseas.; Campo Úmido.","HUFU00011055","1992","04","10",NA,NA,"HUFU00011055",NA,NA,"58223","auto","1999",NA,NA,NA,NA,NA,NA,NA
"57","2019-05-06 11:58:05-03","UFU","HUFU","22270","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Rosa, P.O.","Mendes, S.","s.n.",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 3, lado direito.","-48.2771987915039","-18.9186000823975",NA,"Flor amarela.; Vereda.","HUFU00011044","2000","01","21",NA,NA,"HUFU00011044",NA,NA,"58223","auto","2004",NA,NA,"11",NA,NA,NA,NA
"58","2020-08-04 12:48:09-03","UFU","HUFU","18672","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Rosa, P.O.","Amaral, A.F.; Barbosa, A.A.A. & Pedroni, F.","1363",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga., Meio direito da Vereda 3.","-48.2771987915039","-18.9186000823975",NA,"Flor creme.; Vereda.","HUFU00011046","1998","12","22",NA,NA,"HUFU00011046",NA,NA,"58223","auto","2004",NA,NA,"11",NA,NA,NA,NA
"59","2019-05-06 11:58:05-03","UFU","HUFU","23182","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Rosa, P.O.","Barbosa, A.A.A.","3355",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 3.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor rósea.; Vereda.","HUFU00011045","2000","05","26",NA,NA,"HUFU00011045",NA,NA,"58223","auto","2004",NA,NA,"11",NA,NA,NA,NA
"60","2019-05-06 11:58:05-03","UFU","HUFU","19743","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Barbosa, A.A.A.","1883",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2, rodovia para Campo Florido a 20KM do centro de Uberlândia. Margem direita, fundo da vereda.","-48.2771987915039","-18.9186000823975",NA,"Vereda.","HUFU00011059","1999","03","12",NA,NA,"HUFU00011059",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-05-06 11:58:05-03","UFU","HUFU","23184","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera aptera","Cham.","Guimarães, E.F.","Barbosa, A.A.A.","3357",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 3, lado direito.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor.; Vereda.","HUFU00011050","2000","05","26",NA,NA,"HUFU00011050",NA,NA,"58223","auto","2005",NA,NA,"01",NA,NA,NA,"aptera"
"62","2019-05-06 11:58:05-03","UFU","HUFU","20292","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Lemos, M.T.O.","s.n.",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Flor creme.; Vereda 4.","HUFU00011048","1998","12","11",NA,NA,"HUFU00011048",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-05-06 11:58:05-03","UFU","HUFU","1019","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, E.F.","Schiavini, I.","s.n.",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 0,3 m. Flores róseas.; Campo úmido.","HUFU00011052","1987","04","03",NA,NA,"HUFU00011052",NA,NA,"58223","auto","1999",NA,NA,NA,NA,NA,NA,NA
"64","2019-05-06 11:58:05-03","UFU","HUFU","18665","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, E.F.","Barbosa, A.A.A.; Amaral, A.F.","1358",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Borda direita da vereda 1.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor creme.; Vereda.","HUFU00011056","1999","02","19",NA,NA,"HUFU00011056",NA,NA,"58223","auto","2005",NA,NA,"01",NA,NA,NA,NA
"65","2019-05-06 11:58:05-03","UFU","HUFU","20174","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Rosa, P.O.","Araújo, G.M.; Faria, P.",NA,NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Lado esquerdo, meio.","-48.2771987915039","-18.9186000823975",NA,"Flor branca.; Vereda.","HUFU00011054","1999","05","28",NA,NA,"HUFU00011054",NA,NA,"58223","auto","2004",NA,NA,"11",NA,NA,NA,NA
"66","2019-05-06 11:58:05-03","UFU","HUFU","22266","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Rosa, P.O.","Mendes, S.","s.n.",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 3.","-48.2771987915039","-18.9186000823975",NA,"Flor amarela.; Vereda.","HUFU00011042","2000","01","21",NA,NA,"HUFU00011042",NA,NA,"58223","auto","2004",NA,NA,"11",NA,NA,NA,NA
"67","2019-05-06 11:58:05-03","UFU","HUFU","22451","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera aptera","Cham.","Guimarães, E.F.","Amaral, A.F.; Cardoso, G.L.","s.n.",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda, lado direito.","-48.2771987915039","-18.9186000823975",NA,"Flor creme.; Vereda.","HUFU00011051","2000","02","18",NA,NA,"HUFU00011051",NA,NA,"58223","auto","2005",NA,NA,"01",NA,NA,NA,"aptera"
"68","2019-05-06 11:58:05-03","UFU","HUFU","18668","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Rosa, P.O.","Araújo, G.M.; Amaral, A.F.","2076",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio esquerdo da vereda 4.","-48.2771987915039","-18.9186000823975",NA,"Flor creme.; Vereda.","HUFU00011047","1999","01","29",NA,NA,"HUFU00011047",NA,NA,"58223","auto","2004",NA,NA,"11",NA,NA,NA,NA
"69","2019-05-06 11:58:05-03","UFU","HUFU","22875","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Rosa, P.O.","Barbosa, A.A.A.","3582",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 4, situada na parte oeste da Estação do Panga. Meio e borda da vereda, lado direito.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor rósea.; Vereda.","HUFU00011043","2000","04","28",NA,NA,"HUFU00011043",NA,NA,"58223","auto","2004",NA,NA,"11",NA,NA,NA,NA
"70","2019-05-06 11:58:05-03","UFU","HUFU","18663","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera aptera","Cham.","Guimarães, E.F.","Barbosa, A.A.A.; Amaral, A.F.","1356",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Borda esquerda da vereda 2.","-48.2771987915039","-18.9186000823975",NA,"Flor rósea.; Vereda.","HUFU00011036","1999","02","12",NA,NA,"HUFU00011036",NA,NA,"58223","auto","2005",NA,NA,"01",NA,NA,NA,"aptera"
"71","2019-05-06 11:58:05-03","UFU","HUFU","19669","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Barbosa, A.A.A.","1851",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2, esquerdo e meio.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor rosa salmão.; Vereda.","HUFU00011057","1999","03","12",NA,NA,"HUFU00011057",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-05-06 11:58:05-03","UFU","HUFU","20332","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Lemos, M.T.O.","s.n.",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2, meio lado direito.","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 0,6 m. Flor bege, estames amarelos.; Vereda.","HUFU00011058","1999","01","15",NA,NA,"HUFU00011058",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-20 14:56:23-03","UFSC","FLOR","48374","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Mello, A.S.","Nuernberg, A.; Mello, A.S.","1035",NA,"Brasil","Santa Catarina","Araranguá",NA,"-49.4858016967773","-28.934700012207",NA,"herbácea, flor amarela","FLOR0048374","2011","06","04",NA,NA,NA,NA,NA,"19353","auto","2011",NA,NA,"06","04",NA,NA,NA
"74","2020-08-20 14:56:23-03","UFSC","FLOR","48524","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Mello, A.S.","Nuernberg, A.; Mello, A.S.","1045",NA,"Brasil","Santa Catarina","Araranguá","Morro dos conventos.","-49.4858016967773","-28.934700012207",NA,"herbácea, flor marrom","FLOR0048524","2011","06","04",NA,NA,NA,NA,NA,"19353","auto","2011",NA,NA,"06","04",NA,NA,NA
"75","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Riedel, L","s.n.","Southern America","Brazil",NA,NA,"in inundatis prope Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06P1N0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Raben, FC","s.n.","Southern America","Brazil",NA,NA,"Habitat in humidis graminosis prov. S. Pauli et Minarum, e. gr. prope Ytu et S. José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06P1N0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Sello, HL","s.n.","Southern America","Brazil",NA,NA,"Habitat in humidis graminosis prov. S. Pauli et Minarum, e. gr. prope Ytu et S. José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06P1N0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Riedel, L","s.n.","Southern America","Brazil",NA,NA,"Habitat in humidis graminosis prov. S. Pauli et Minarum, e. gr. prope Ytu et S. José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06P1N0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:06:59-03","IBt","SP","15856","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Loefgren, A","CGG1149",NA,"Brasil","São Paulo","Monte Alegre do Sul","Est. Monte Alegre","-46.6800003051758","-22.6800003051758",NA,NA,"SP006113","1888","12","07",NA,NA,"SP006113",NA,NA,"11114","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-26 10:00:26-03","IBt","SP","385162","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Amaral, MCE","97/62",NA,"Brasil","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,NA,NA,"1997","04","20",NA,NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-09-10 10:17:51-03","IBt","SP","313661","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Matsumoto, K","34",NA,"Brasil","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,NA,NA,"1997","01","14",NA,NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA,NA
