"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","locality","day","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","sex"
"152","2020-09-12 05:00:02-03","US","US","2174151","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bro. Gines","2517",NA,NA,"South America - Neotropics","Venezuela","Nueva Esparta",NA,NA,"US03636174","Lugar cultivado. Salamanca.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"153","2020-09-12 05:00:02-03","US","US","2818731","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"J. H. Kirkbride","2616","1972","11","South America - Neotropics","Colombia","Magdalena",NA,NA,"US03636302","Departamento del Magdalena. 0.5km E of Aeropuerto Simon Bolivar and 14km S of Santa Marta.","1",NA,"20",NA,"-74.25","11.12",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"154","2020-09-12 05:00:02-03","US","US","1998974","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"R. A. Ferreyra","4788","1948","9","South America - Neotropics","Peru","San Martin",NA,NA,"US03636177","Entre Juanjui i Tingo de Saposoa, Prov. de Mariscal Cáceres. Dep. San Martín.","5",NA,"200","300",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"155","2020-09-12 05:00:02-03","US","US","2457467","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"A. Dugand","6210","1963","3","South America - Neotropics","Colombia","Atlántico",NA,NA,"US03636311","Costa del Caribe. Depto. del Atlantico: Barranquilla, barrio Altos del Prado, en jardines.","5",NA,"50","70",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"156","2020-09-12 05:00:02-03","US","US","1543603","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bro. Elias","878","1932","1","South America - Neotropics","Colombia",NA,NA,NA,"US03636186","Puerto Colombia. Barranquilla and vicinity.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"157","2020-09-12 05:00:02-03","US","US","1189658","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"W. E. Broadway","229","1923","1","South America - Neotropics","Venezuela",NA,NA,NA,"US03636176","Near the sea, Vicinity of Cristobal Colon.","5",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"158","2020-09-12 05:00:02-03","US","US","1157375","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","5399","1920","3","South America - Neotropics","Bolivia",NA,NA,NA,"US03636148","Región subtropical. Hacienda Simaco sobre el camino a Tipuani.",NA,NA,"1400",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"159","2020-09-12 05:00:02-03","US","US","1283939","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bro. Elias","107","1927",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US03636168","Barranquilla.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"160","2020-09-12 05:00:02-03","US","US","531942","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"J. Johnston","106","1903","7","South America - Neotropics","Venezuela","Nueva Esparta",NA,NA,"US03636305","The Island of Margarita. El Valle.","14",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"161","2020-09-12 05:00:02-03","US","US","534044","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. O. Miller","260","1901","7","South America - Neotropics","Venezuela","Nueva Esparta",NA,NA,"US03636306","The Island of Margarita. El Valle.","26",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"162","2020-09-12 05:00:02-03","US","US","2104645","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"R. R. Castañeda","1017","1948","4","South America - Neotropics","Colombia","Magdalena",NA,NA,"US03636159","Don Jaca. Dept. Magdalena.","21",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"163","2020-09-12 05:00:02-03","US","US","2533110","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"R. F. Steinbach","237","1966","5","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,"US03636157","15 kmtrs. arriba de Comarapa - Prov. Valle Grande, Depto. Santa Cruz.","27",NA,"2900",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"164","2020-09-12 05:00:02-03","US","US","56006","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Wilkes Explor. Exped.","s.n.","1838",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US00829844",NA,NA,NA,NA,NA,NA,NA,"US00829844_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"165","2020-09-12 05:00:02-03","US","US","1619056","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"E. Reed","1015",NA,NA,"South America - Neotropics","Venezuela","Trujillo",NA,NA,"US03636314","La Conception. Site South of camp.",NA,NA,"762",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"166","2020-09-12 05:00:02-03","US","US","1673743","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"J. Bequaert","57","1936","9","South America - Neotropics","Colombia","Bolívar",NA,NA,"US03636172","Cartagena, Dept. Bolivar.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"167","2020-09-12 05:00:02-03","US","US","2978950","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"P. Barbour","4005","1978","10","South America - Neotropics","Peru","Amazonas",NA,NA,"US03636300","Province: Bagua. Cordillera Colàn SE of La Peca.","12",NA,"2286","2408",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"168","2020-09-12 05:00:02-03","US","US","939822","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"M. Bang","1359","1892","4","South America - Neotropics","Bolivia",NA,NA,NA,"US03636155","Guanai-Tipuani.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"169","2020-09-12 05:00:02-03","US","US","922365","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","3766",NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US03636161","Alternanthera.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"170","2020-09-12 05:00:02-03","US","US","1157381","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","2267","1909","6","South America - Neotropics","Bolivia","Cochabamba",NA,NA,"US03636304","Antahuacana, Espiritu Santo, unos 150 klm al noreste de Cochabamba.",NA,NA,"750",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"171","2020-09-12 05:00:02-03","US","US","2109411","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"F. R. Fosberg","22111","1944","8","South America - Neotropics","Colombia","Magdalena",NA,NA,"US03636309","Caribbean Coast. Santa Marta, Dept. del Magdalena.","18",NA,"1","5","-74.23","11.25",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"172","2020-09-12 05:00:02-03","US","US","2465470","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"F. J. Breteler","4319",NA,NA,"South America - Neotropics","Venezuela","Merida",NA,NA,"US03636151","Península Paraguaná. Cerro Santa Ana.",NA,NA,"470",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"173","2020-09-12 05:00:02-03","US","US","1189676","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"W. E. Broadway","598","1923","1","South America - Neotropics","Venezuela",NA,NA,NA,"US03636152","Aricana swamp, Vicinity of Cristobal Colon.","5",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"174","2020-09-12 05:00:02-03","US","US","125530","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"M. Bang","1359","1892","4","South America - Neotropics","Bolivia",NA,NA,NA,"US03636156","Guanai-Tipuani.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"175","2020-09-12 05:00:02-03","US","US","2109101","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"F. R. Fosberg","21433","1944","2","South America - Neotropics","Colombia","Atlántico",NA,NA,"US03636184","Caribbean Coast. Outskirts of Barrio del Prado, Barranquilla, Dept. de Atlantico.","1",NA,"10",NA,"-74.78","11",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"176","2020-09-12 05:00:02-03","US","US","1157373","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","1399","1907","11","South America - Neotropics","Bolivia",NA,NA,NA,"US03636169","Región tropical. Charopampa b. Mapiri 15° [interpreted] Br.",NA,NA,"570",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"177","2020-09-12 05:00:02-03","US","US","922366","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","3770",NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US03636303",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"178","2020-09-12 05:00:02-03","US","US","1350110","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"E. P. Killip & A. C. Smith","14114","1926","11","South America - Neotropics","Colombia","Bolívar",NA,NA,"US03636308","Dept. Bolívar: Tierrabomba Island, Cartagena Bay.","4",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"179","2020-09-12 05:00:02-03","US","US","1188005","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"W. E. Broadway","466","1923","1","South America - Neotropics","Venezuela",NA,NA,NA,"US03636153","Hills, Vicinity of Cristobal Colon.","5",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"180","2020-09-12 05:00:02-03","US","US","1186841","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"A. Jahn","1249","1923","6","South America - Neotropics","Venezuela","Miranda",NA,NA,"US03636175","Rio Chico.","1",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"181","2020-09-12 05:00:02-03","US","US","1344834","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bro. Elias","334","1927",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US03636167","Barranquilla and vicinity.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"182","2019-11-13 11:14:08-03","USP","SPF","186059","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Senna, L","Souza, VC","32649","2007","02",NA,"Brasil","Minas Gerais",NA,NA,"SPF00186059","Serra do Cipó","18","Santana de Pirapama","756","1080","-44.240833","-19.088889",NA,NA,"-44.240833","-19.088889","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-10-07 09:18:25-03","UEFS","HUEFS","132284","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","K.M.Pimenta","Mendes, M.S.","217","2008","08",NA,"Brasil","Bahia",NA,"Áreas degradadas.","HUEFS0132284","Região de Brejinho das Ametistas; Área da Bahia Mineração.",NA,"Caetité","890","890","-42.540278","-14.371667","HUEFS0132284","Caryophyllanae","42W32'25''","14S22'18''","2015","10",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-10-07 09:18:25-03","UEFS","HUEFS","142445","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.Senna","Ferreira, F.M.","2021","2008","09",NA,"Brasil","Bahia",NA,"Mata Ombrófila Densa","HUEFS0142445","Fazenda Novo Horizonte, Monte Pessoró","07","Itamaraju",NA,NA,"-39.566667","-16.966667","HUEFS0142445","Caryophyllanae","39W34'","16S58'","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-10-07 09:18:25-03","UEFS","HUEFS","56370","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.Senna","Queiroz, L.P.de","7043","2001","10",NA,"Brasil","Bahia",NA,"Caatinga arbustiva sobre solo arenoso branco avermelhado e ladeado por arenitos vermelhos.","HUEFS0056370","Toca Velha, Estação Biológica de Canudos, (sede de biodiversitas).","29","Canudos",NA,NA,"-39.15","-10.032778","HUEFS0056370","Caryophyllanae","39W9'0''","10S1'58''","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-10-07 09:18:25-03","UEFS","HUEFS","59616","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.Senna","Souza, E.R.de","158","2002","04",NA,"Brasil","Bahia",NA,"Mata de Cipó antropizada.","HUEFS0059616","2km L de Maracás, depois do Cruzeiro da cidade, Faz. Juliana.","23","Maracás","1016","1016","-40.410278","-13.414167","HUEFS0059616","Caryophyllanae","40W24'37''","13S24'51''","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-10-07 09:18:25-03","UEFS","HUEFS","78710","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.Senna","Silva, F.H.M.","482","2003","11",NA,"Brasil","Bahia",NA,"Solo arenoso","HUEFS0078710","Estação Biológica de Canudos","22","Canudos",NA,NA,"-39.15","-10.016667","HUEFS0078710","Caryophyllanae","39W9'0''","10S1'0''","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-10-07 09:18:25-03","UEFS","HUEFS","96320","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.R.Senna","Melo, E.","3932","2005","06",NA,"Brasil","Bahia",NA,"Ápice do inselberg.","HUEFS0096320","Fazenda Itaberaba. Morro de Itiberaba. Sítio com pinturas.","05","Itaberaba","255","255","-40.066667","-12.501111","HUEFS0096320 HUEFS0096320_01","Caryophyllanae","40W4'0''","12S30'4''","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-10-07 09:18:25-03","UEFS","HUEFS","146134","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.Senna","Farney, C.","4243","2000","10",NA,"Brasil","Rio de Janeiro",NA,"Mata residual próximo a lagoa de Geribá.","HUEFS0146134","Armação de Búzios.","21","Rio de Janeiro",NA,NA,"-43.2075004577637","-22.9027996063232","HUEFS0146134","Caryophyllanae",NA,NA,"2015","07",NA,NA,"57442","auto",NA,NA,NA,NA
"190","2019-10-07 09:18:25-03","UEFS","HUEFS","145866","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.R.Senna","Sakane, M.","260","1975","04",NA,"Brasil","São Paulo",NA,NA,"HUEFS0145866","Parque Estadual das Fontes do Ipiranga.","15","São Paulo",NA,NA,"-46.6300010681152","-23.5400009155273","HUEFS0145866","Caryophyllanae",NA,NA,"2015","02",NA,NA,"53584","auto",NA,NA,NA,NA
"191","2015-03-07 08:09:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens",NA,"N. Hensold : Field Museum of Natural History","J. Campos & O. Díaz","2214","1996","1","South America","Peru","Cajamarca",NA,NA,NA,"Distrito Chirinos. Patociego","27","San Ignacio","500","800","-78.73","-5.32",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-06-11 13:49:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens",NA,"RRC ID Flag","R. B. Foster","11676","1986","10","South America","Peru","Madre de Dios",NA,NA,NA,NA,"7",NA,NA,NA,"-70.25","-12",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"11676",NA,NA,NA
"193","2019-06-11 13:49:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens",NA,"RRC ID Flag","R. B. Foster","12366","1988","11","South America","Bolivia","Beni",NA,NA,NA,NA,"18",NA,NA,NA,"-65.5","-14",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"12366",NA,NA,NA
"194","2021-04-05 12:29:27-03","UNIVASF","HVASF","6958","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L. Senna","Marcondes Oliveira","4708","2010","01","América do Sul","Brasil","Bahia",NA,"Erva . Caule esverdeado, denso-piloso. Flores alvas. Freqüênte.","HVASF006958","Riacho da Barra, margens do riacho","27","Sento Sé","770","770",NA,NA,NA,NA,"9999.000000","9999.000000","2016","04","29",NA,NA,NA,NA,NA,NA,"U"
"195","2021-04-05 12:29:27-03","UNIVASF","HVASF","6469","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L. Senna","A.P. Fontana","6256","2009","11","América do Sul","Brasil","Pernambuco",NA,"Erva escandente. Inflorescência branca.","HVASF006469","Serra Grande, torre de TV","23","Tacaratu","802","802","-38.126166","-9.072222",NA,NA,"-38.126166","-9.072222","2016","04","29",NA,NA,NA,NA,NA,NA,"U"
"196","2019-11-21 09:57:55-03","IBt","SP","30714","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Senna, LR","Buchtien, O","293","1917","12",NA,"Bolívia","La Paz",NA,NA,NA,NA,NA,"Yungas","1300","1300",NA,NA,NA,NA,NA,NA,"2015","07",NA,NA,NA,NA,NA,NA,NA,NA
