"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"52","2020-09-02 16:37:15-03","Cenargen","CEN","26087","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","T. S. Filgueiras","Glocimar Pereira-Silva","1803","1993","09","02",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas",NA,"CEN00026087","CEN00026087","1999","70570","auto","05",NA,NA,"-4796667.0","-1580000.0",NA,NA,"3",NA
"53","2020-09-02 16:37:15-03","Cenargen","CEN","26102","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin",NA,"Glocimar Pereira-Silva","1862","1993","09","11",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas",NA,"CEN00026102","CEN00026102",NA,"70570","auto",NA,NA,NA,"-4796667.0","-1580000.0",NA,NA,"4",NA
"54","2020-09-02 16:37:15-03","Cenargen","CEN","359","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","J. F. M. Valls","Antônio Costa Allem","359","1976","11","06",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Tamanduá, próximo ao CNPH.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00000359","CEN00000359","1981","70570","auto","01",NA,NA,NA,NA,NA,NA,"2",NA
"55","2020-09-02 16:37:15-03","Cenargen","CEN","24796","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","R. C. Oliveira","Regina Célia Oliveira","300","1994","12","20",NA,"Brasil","GO","SERRANOPOLIS","Fazenda Muquém,.","-52",NA,"570","570","Exsicatas","Em solo densamente encharcado.","CEN00024796","CEN00024796","1994",NA,NA,"12",NA,NA,"-52.0","-18166666.0",NA,NA,"2",NA
"56","2020-09-02 16:37:15-03","Cenargen","CEN","8209","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin",NA,"Camilo Luis Quarín","3807","1982","09","27",NA,"Argentina",NA,NA,"Corrientes. Dep. Santo Tomé. 10 Km N de Garruchos, ruta 40 y ayo. Chimiray.",NA,NA,NA,NA,"Exsicatas","Cultivado em Corrientes. 2n = 4x = 40. Doação - Instituto de Botânica del Nordeste. Argentina - Corrientes.","CEN00008209","CEN00008209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-02 16:37:15-03","Cenargen","CEN","100262","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","J. F. M. Valls","Glocimar Pereira-Silva","16622","2014","10","04",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.978888","-15.808055","1000","1000","Exsicatas",NA,"CEN00100262","CEN00100262","2018",NA,NA,"03",NA,NA,"-47.978888","-15.808055",NA,NA,"6",NA
"58","2020-09-02 16:37:15-03","Cenargen","CEN","81681","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","R. C. Oliveira","Glocimar Pereira-Silva","15868","2011","01","12",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.973888","-15.8075","1200","1200","Exsicatas",NA,"CEN00081681","CEN00081681","2017",NA,NA,"03",NA,NA,"-47.973888","-15.8075",NA,NA,"4",NA
"59","2020-09-02 16:37:15-03","Cenargen","CEN","12251","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","J. F. M. Valls","Tarcisio de Souza Filgueiras","758","1980","09","16",NA,"Brasil","DF","BRASILIA","Cabeça do Veado.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Capim de inflorescência verde, espiguetas glabras. Brejo recém queimado. IBGE - Fund. Instituto Brasileiro de Geografia e Estatística.","CEN00012251","CEN00012251","1992","70570","auto","04",NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-09-02 16:37:15-03","Cenargen","CEN","37920","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","R. C. Oliveira","Tarcisio de Souza Filgueiras",NA,"1980","09","16",NA,"Brasil","DF","BRASILIA","Cabeça do Veado.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Herbário Prisco Bezerra - EAC. Univ. Fed. do Ceará - UFC. Cat. Geral 16730","CEN00037920","CEN00037920","1995","70570","auto","08",NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-02 16:37:15-03","Cenargen","CEN","51116","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","J. F. M. Valls","José Francisco Montenegro Valls","14834","2002","02","21",NA,"Brasil","PR","GUARAPUAVA","Cerca de 28 km a leste do acesso a Guarapuava, na rodovia BR-277.","-51.4580993652344","-25.395299911499","1060","1060","Unicata","Higrófila. 2n=20 (A. Peñaloza & A. C. C. Machado).","CEN00051116","CEN00051116","2002","53832","auto","02",NA,NA,"-5171806.0","-2540528.0",NA,NA,"1",NA
"62","2019-12-09 17:30:41-03","UFPR","EFC","10305","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Canto-Dorow, T.","Kozera, C.","2334","2005","08","17",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","830","830",NA,"Herbácea cespitosa em campo hidromórfico.","EFC010305",NA,"2007",NA,NA,"01","01",NA,"-49.8071","-25.5527",NA,NA,NA,NA
"63","2019-10-07 09:22:21-03","UEFS","HUEFS","216364","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín",NA,"Pimenta, K.M.","417","2012","09","18",NA,"Brasil","Bahia","Ibicoara","Ponto 4 depois do Rio em frente a Toca.","-41.277222","-13.228889","1202","1202",NA,NA,"HUEFS0216364","HUEFS0216364",NA,NA,NA,NA,NA,"Lilianae","41W16'38''","13S13'44''",NA,NA,NA,NA
"64","2019-10-07 09:22:21-03","UEFS","HUEFS","199775","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","G.H.Rua","Pereira-Silva, G.","15868","2011","01","12",NA,"Brasil","Distrito Federal","Brasilia","Reserva Ecológica do Guará.","-47.973889","-15.8075","1200","1200",NA,"Cerrado. Solo argiloso hidromórfico.","HUEFS0199775","HUEFS0199775","2015",NA,NA,"06",NA,"Lilianae","47W58'26''","15S48'27''",NA,NA,NA,NA
"65","2019-01-25 15:44:47-02","IAC","IAC","3284","S","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","R.C. Oliveira","G.P. Viégas","s/nº","1938","12","18",NA,"Brasil","São Paulo","Campinas","Fazenda Campo Grande","-47.169767","-22.922308",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"03","18",NA,"-47.169767","-22.922308",NA,NA,NA,NA
"66","2020-07-23 12:18:53-03","CEPLAC","CEPEC","92475","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae",NA,"K. M. Pimenta","D. J. N. Hind",NA,"1992","01","10",NA,"Brasil","Bahia","ABAÍRA","Campo de Ouro Fino (alto). Acima do Acampamento.","-41.9","13.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W54'","13N15'",NA,NA,NA,"25/09/2012"
"67","2021-02-12 15:02:25-03","UFSCar","SPSC","2326","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","doellii","Paspalum doellii","Chase ex Filg.","T. Sendeelsky","M.H.A.O. Souza",NA,"1974","09","02",NA,"Brasil","São Paulo","Itirapina","Represa do Lobo. Região perimetral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"68","2021-02-12 15:02:25-03","UFSCar","SPSC","2328","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","doellii","Paspalum doellii","Chase ex Filg.","T. Sendeelsky","M.H.A.O. Souza",NA,"1974","09","02",NA,"Brasil","São Paulo","Itirapina","Represa do Lobo. Região perimetral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"69","2021-02-12 15:02:25-03","UFSCar","SPSC","2327","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","doellii","Paspalum doellii","Chase ex Filg.","T. Sendeelsky","M.H.A.O. Souza",NA,"1974","09","02",NA,"Brasil","São Paulo","Itirapina","Represa do Lobo. Região perimetral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"70","2019-11-01 15:16:48-03","UnB","UB","214104","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín",NA,"Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","728","2015","06","08","Southern America","Brasil","Tocantins","Rio da Conceição","Estação Ecológica Serra Geral do Tocantins","-46.529167","-10.613472",NA,NA,NA,"Erva; Vereda em Mateiros, Margem do Rio preto, próximo ao córrego guará, na propriedade do Sr. Emivaldo.",NA,NA,NA,NA,NA,NA,NA,NA,"-46.529167","-10.613472",NA,NA,NA,NA
"71","2019-11-01 15:16:48-03","UnB","UB","213673","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín",NA,"Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","178","2014","12","10","Southern America","Brasil","Tocantins","Rio da Conceição","Estação Ecológica Serra Geral do Tocantins","-46.906583","-11.128083",NA,NA,NA,"Erva 50 cm; Vereda. Margem do Rio Balsas, próximo à casa do Sr. Adalto.",NA,NA,NA,NA,NA,NA,NA,NA,"-46.906583","-11.128083",NA,NA,NA,NA
"72","2019-11-01 15:16:48-03","UnB","UB","107472","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Eugênio, CUO","Amaral, AG; Eugênio, CUO; Munhoz, CBR","375","2006","11","02","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, borda de mata de galeria","-47.905556","-15.926389","1050","1050",NA,"Folhas novas, secas e maduras. Flores abertas e botões. Dispersão autocórica; Erva; Campo limpo","UB0026526","UB0026526","2007",NA,NA,"07",NA,NA,"-47.905556","-15.926389",NA,NA,NA,NA
"73","2019-11-01 15:16:48-03","UnB","UB","109743","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Munhoz, CBR","Amaral, AG; Eugênio, CUO","2244","2006","12",NA,"Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (FAL)","-47.905556","-15.593056","1050","1050",NA,"Coleta de inventário na linha (L) 03, unidade amostral (UA) 9, apelidada em campo como folha larga pilosa margem escura; Erva; Campo Limpo.",NA,NA,NA,NA,NA,NA,NA,NA,"-47.905556","-15.593056",NA,NA,NA,NA
"74","2019-11-01 15:16:48-03","UnB","UB","145381","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Oliveira, RC","Oliveira, RC; Silva, RR; Vieira, JPS; Reis, PA;","2568","2011","02","10","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.972833","-15.739333","1095","1095",NA,"Sem flor; Erva cespitosa","UB0026520","UB0026520","2011",NA,NA,"02","10",NA,"-47.972833","-15.739333",NA,NA,NA,NA
"75","2019-11-01 15:16:48-03","UnB","UB","159931","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Pimenta, KM","Bringel, JBA; Moreira, HJC","821","2011","06","11","Southern America","Brasil","Goiás",NA,"GO-118 de Alto Paraíso de Goiás a Teresina de Goiás, 14,8 km N de Alto Paraíso","-47.528611","-14.023333",NA,NA,NA,"Erva. Espiguetas verdes; Campo sujo. Solo com rochas de quartzo leitoso. Vegetação com indícios de fogo recente","UB0022562","UB0022562","2012",NA,NA,"08","07",NA,"-47.528611","-14.023333",NA,NA,NA,NA
"76","2019-11-01 15:16:48-03","UnB","UB","193153","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Melo, MD","Melo, MD; et al.","69","2012","11","14","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica Mirante - Embrapa Cerrados","-47.736389","-15.608056","1146","1146",NA,"Erva de até 1m de altura com folhas simples, alternas, dísticas com aspecto rosulado; Colmo cilíndrico em secção transversal; Inflorescências co 2-3 ramos unilaterais espiciforme, com 2 ramos distais terminais e conjugados, formando um","UB0026518","UB0026518","2012",NA,NA,"09","12",NA,"-47.736389","-15.608056",NA,NA,NA,NA
"77","2019-11-01 15:16:48-03","UnB","UB","195107","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín",NA,"Munhoz, CBR; Eugênio, CUO; Melo, TRB; Emmert, P","8001","2010","10","28","Southern America","Brasil","Goiás","Cavalcante","Reserva Particular do Patrimônio Natural Serra do Tombador","-47.801167","-13.666833",NA,NA,NA,"Vereda","UB0022564","UB0022564",NA,NA,NA,NA,NA,NA,"-47.801167","-13.666833",NA,NA,NA,NA
"78","2019-11-01 15:16:48-03","UnB","UB","199539","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Silva, MA","Silva, MA","7459","2011","10","31","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Folha: SD- 23-Y-C. Ao lado da Fazenda Água Limpa (FAL-UnB), junto à floresta de galeria do córrego Taquara","-47.890556","-15.9525","1087","1087",NA,"Erva cespitosa ca. 0,80 m altura. Cariópses verdes, estruturas vináceas. Folhas concolores verdes; Campo sujo queimado em setembro de 2011","UB0026524","UB0026524","2011",NA,NA,"12","12",NA,"-47.890556","-15.9525",NA,NA,NA,NA
"79","2019-11-01 15:16:48-03","UnB","UB","213723","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Munhoz, CBR","Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","314","2014","12","11","Southern America","Brasil","Tocantins",NA,"Estação Ecológica Serra Geral do Tocantins","-46.529167","-10.613472",NA,NA,NA,"Erva 90 cm; Vereda em Mateiros, Margem do Rio preto, próximo ao córrego guará, na propriedade do Sr. Emivaldo.",NA,NA,"2014",NA,NA,"12","11",NA,"-46.529167","-10.613472",NA,NA,NA,NA
"80","2019-11-01 15:16:48-03","UnB","UB","8679","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Silva, RR","Silva, RR","91","1998","11","19","Southern America","Brasil","Distrito Federal","Brasília","Árie Santuário de Vida Silvestre do Riacho Fundo","-47.947222","-15.847222","1000","1000",NA,"Planta perene, cespitosa, ereta; estígmas plumosos roxos ou marrons; Erva; Campo murundu","UB0026513","UB0026513","2000",NA,NA,"06",NA,NA,"-47.947222","-15.847222",NA,NA,NA,NA
"81","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín",NA,"Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-IBGE90","2009","06","05","Southern America","Brasil","Distrito Federal","Brasília","RECOR IBGE. L4","-47.899167","-15.931389",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,NA,NA,"-47.899167","-15.931389",NA,NA,NA,NA
"82","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Valls, JF","Ramos, MVV","63","2003","01",NA,"Southern America","Brasil","Minas Gerais","Uberlândia",NA,"-48.07361","-19.0603",NA,NA,NA,"Material coletado em Vereda","UB0022566","UB0022566","2003",NA,NA,"09",NA,NA,"-48.07361","-19.0603",NA,NA,NA,NA
"83","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Machida, WS","Oliveira, RC; Machida, WS; Coutinho, AG","3366","2017","11","03","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, Park Way","-47.956389","-15.946389",NA,NA,NA,"Campo úmido próximo à barragem do Ribeirão do Gama",NA,NA,"2017",NA,NA,"11","16",NA,"-47.956389","-15.946389",NA,NA,NA,NA
"84","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Melo, MD","Melo, MD; et al.","69","2012","11","14","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica Mirante - Embrapa Cerrados","-47.736389","-15.608056","1146","1146",NA,"Erva de até 1m de altura com folhas simples, alternas, dísticas com aspecto rosulado; Colmo cilíndrico em secção transversal; Inflorescências co 2-3 ramos unilaterais espiciforme, com 2 ramos distais terminais e conjugados, formando um","UB0026515","UB0026515","2012",NA,NA,"09","12",NA,"-47.736389","-15.608056",NA,NA,NA,NA
"85","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín",NA,"Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-IBGE87","2009",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","RECOR IBGE. L17","-47.899167","-15.931389",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,NA,NA,"-47.899167","-15.931389",NA,NA,NA,NA
"86","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín",NA,"Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-RPPNLST111","2009","05","24","Southern America","Brasil","Goiás","Cristalina","RPPN Linda Serra de Topázios","-47.698333","-16.7375",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,NA,NA,"-47.698333","-16.7375",NA,NA,NA,NA
"87","2019-11-01 15:16:48-03","UnB","UB","213694","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Munhoz, CBR","Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","200","2014","12","10","Southern America","Brasil","Tocantins","Rio da Conceição","Estação Ecológica Serra Geral do Tocantins","-46.529167","-10.613472",NA,NA,NA,"Erva 60 cm; Vereda em Mateiros, Margem do Rio preto, próximo ao córrego guará, na propriedade do Sr. Emivaldo.",NA,NA,"2014",NA,NA,"12","11",NA,"-46.529167","-10.613472",NA,NA,NA,NA
"88","2019-11-01 15:16:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Eugênio, CUO","Eugênio, CUO; Giotto, AC; Almeida, RF; Munhoz, CBR; Reis, VA","66","2011","12","19","Southern America","Brasil","Distrito Federal","Brasília","FAL CL","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Campo limpo úmido",NA,NA,"2013","70570","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 15:16:48-03","UnB","UB","102282","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Oliveira, RC","Filgueiras, TS","638","1979","08","26","Southern America","Brasil","Distrito Federal","Brasília","Orla do brejo junto à cerca oeste da Reserva Ecológica do IBGE - DF","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Comum. Forrageira; Capim de folhas tenras. Espiguetas glabras; Crescendo em lugar úmido humoso","UB0026522","UB0026522","1995","70570","auto","01","25",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-01 15:16:48-03","UnB","UB","1681","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","doelli","Paspalum doelli","Chase ex Filg.","Filgueiras, TS","Irwin, HS; Souza, R; Santos, RR","8659","1965","09","25","Southern America","Brasil","Distrito Federal",NA,"Ca. 20 km S de Brasília, estrada para Goiânia",NA,NA,"1125","1125",NA,"Tipo.; Erva 1m; Cerrado.","UB0037069","UB0037069",NA,NA,NA,NA,NA,NA,NA,NA,"paratype",NA,NA,NA
"91","2019-05-06 12:01:44-03","UFU","HUFU","73136","S","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin",NA,"Fieker, C.Z.; Reis, M.G.","53","2014","10","23",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Naciona da Serra da Canastra","-46.428889","-20.256667",NA,NA,NA,"Cerrado - Campo limpo","HUFU00069933","HUFU00069933",NA,NA,NA,NA,NA,NA,"-46.428889","-20.256667",NA,NA,NA,NA
"92","2021-03-03 15:27:58-03","MN","R-TIPOS","16616","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","Pensiero","Widgren, J.F.","s.n.","1845","11","03",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"R000016616","R000016616_001","1994","25710","auto","03","09",NA,NA,NA,"Isosyntypus de Paspalum neesii var. monachyrium Döll.",NA,NA,NA
"93","2021-03-03 15:27:58-03","MN","R-TIPOS","16616a","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","Pensiero","Widgren, J.F.","s.n.","1845","11","03",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"R000016616a","R000016616a_001","1994","25710","auto","03","09",NA,NA,NA,"Isosyntypus de Paspalum neesii var. monachyrium Döll.",NA,NA,NA
"94","2021-02-08 12:54:03-03","UFRGS","ICN","040970","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","Quarin, C","Schinini, A; Carnevali, R","10341","1974","11","12","América do Sul","Argentina","Corrientes","Santo Tomé","Ruta 40 y Ayo. Chimiray",NA,NA,NA,NA,NA,"En bajo pantanoso",NA,NA,"1975",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:54:03-03","UFRGS","ICN","085466","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","Oliveira, R","Filgueiras, TS","758","1980","09","16","América do Sul","Brasil","DF","Brasília","Cabeça do Veado","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Capim de inflorescência verde, espiguetas glabras.; Brejo recém queimado",NA,NA,"1994","70570","auto","01","26",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:54:03-03","UFRGS","ICN","082358","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarin","Filgueiras, TS","Filgueiras, TS","1231","1986","06","25","América do Sul","Brasil","DF","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Área recentemente queimada, brejo",NA,NA,"1986","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:16:23-03","IBt","SP","343080","S","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Shirasuna, RT","Fonseca, ML; Alvarenga, D","2153","1999","10","18",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Área do córrego Taquara","-48.405833","-15.931944","1015","1015",NA,NA,"SP036377","SP036377","2002",NA,NA,NA,NA,NA,"-48.405833","-15.931944",NA,NA,NA,NA
"98","2019-11-21 10:16:23-03","IBt","SP","318986","S","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Oliveira, RC","Pereira da Silva, G","1803","1993","09","02",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8","1035","1035",NA,NA,NA,NA,"2001",NA,NA,"04",NA,NA,"-47.966667","-15.8",NA,NA,NA,NA
"99","2019-11-21 10:16:23-03","IBt","SP","319005","S","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Oliveira, RC","Pereira da Silva, G","1862","1993","09","11",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8","1035","1035",NA,NA,"SP036378","SP036378","2001",NA,NA,"04",NA,NA,"-47.966667","-15.8",NA,NA,NA,NA
"100","2019-11-21 10:16:23-03","IBt","SP","454474","S","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Aparecida da Silva, M","Aparecida da Silva, M; Vasconcellos, DV","7447","2011","10","25",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Área do córrego da Taquara, na divisa da fazenda Água limpa (FAL-UnB) e Jardim Botânico de Brasília (área do Cristo Redentor).","-47.900278","-15.931944","1120","1120",NA,NA,NA,NA,"2011",NA,NA,"12","06",NA,"-47.900278","-15.931944",NA,NA,NA,NA
"101","2019-11-21 10:16:23-03","IBt","SP","179347","S","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Burman, AG","Irwin, HS; Souza, R; Reis dos Santos, R","8659","1965","09","25",NA,"Brasil","Distrito Federal","Brasília","Ca. 20 km S of Brasília on road to Goiânia, near rio Melchoir.","-47.9296989440918","-15.7797002792358","8659","8659",NA,NA,"SP036379","SP036379","1983","70570","auto","12","01",NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:16:23-03","IBt","SP","105939","S","Plantae",NA,NA,"Poaceae","Paspalum","dedeccae","Paspalum dedeccae","Quarín","Rodrigues, RS","Kuhlmann, M","4254","1957","10","30",NA,"Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"SP036380","SP036380","2013","39309","auto","06","09",NA,NA,NA,NA,NA,NA,NA
