"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"141","2019-10-07 09:12:40-03","UEFS","HUEFS","210476","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Paula-Souza, J.",NA,"Brasil",NA,NA,"Cerrado em solo bastante arenoso.","HUEFS0210476","2006","07","20","Angiospermae","Ericales","(Cham. & Schltdl.) G.Don",NA,"6267","Bahia","Lençóis","Estrada entre a BR-242 e Lençóis, ca. Km 10.","-41.376944","-12.548611","380","380","HUEFS0210476",NA,NA,NA,NA,NA,NA,"41W22'37''","12S32'55''","Asteranae",NA,NA,NA
"142","2020-03-15 15:18:46-03","F","FMNH-SEEDPLANTS","V0139654F","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Mello Barreto","South America","Brazil",NA,NA,NA,"V0139654F","1937","8","10","Spermatophyta",NA,NA,NA,"9065",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0139654F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"143","2020-03-15 15:18:46-03","F","FMNH-SEEDPLANTS","V0139655F","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Mello Barreto","South America","Brazil",NA,NA,NA,"V0139655F","1937","8","10","Spermatophyta",NA,NA,NA,"9070",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0139655F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"144","2020-07-23 12:05:12-03","CEPLAC","CEPEC","111090","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Paixão, J. L.",NA,"Brasil",NA,NA,NA,NA,"2006","02","26",NA,NA,NA,"A. A. Sampaio","724","Bahia","RIO DE CONTAS","Pico das Almas. 25 km do centro da cidade em direção ao Campo do Queiroz.","-41.950278","-13.550278","1250","1250",NA,NA,NA,NA,NA,NA,NA,"41W57'1","13S33'1",NA,NA,NA,NA
"145","2020-07-23 12:05:12-03","CEPLAC","CEPEC","81068","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"A. M. Amorim",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,"1998","01","25",NA,NA,NA,"A. A. Sampaio","2136","Bahia",NA,"Morro do Pai Inácio. Coletas efetuadas nos afloramentos próx. à torre de transmissão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-01 14:57:12-03","UnB","UB","150364","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Irwin, HS","Southern America","Brasil",NA,NA,"shrub to ca. 1m tall. Fruit green.",NA,"1971","01","16","Dicotyledoneae",NA,"(Cham. & Schltdl.) G.Don","Romão, GO","30468","Minas Gerais","Serra do Espinhaço","Middle slopes of Srra da Piedade, with low dense woodland on iron-rich soil interspersed with many outcrops, ca. 40km E. of Belo Horizonte, near BR-31, ca. 1800m elev.",NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-04 15:42:53-03","IF","SPSF","53435","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"F.A.R.D.P. Arzolla et al.","América do Sul","Brasil",NA,NA,"COLETA: Arbusto de 2 m de altura. Frutos Secos.; GEOGRAFIA: Vegetação de Campo.;",NA,"2015","03","10","Magnoliophyta","Ericales","((Cham. & Schltdl.)) G.Don","R.D.V. da Silva","1801","SP","Itararé","Estação Experimental de Itararé","-49.205","-24.238889","1040","1040",NA,NA,NA,NA,"2017","07","31",NA,NA,"Magnoliopsida",NA,NA,NA
"148","2014-09-23 11:01:26-03","G","G-DC","G00214416","S","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra","HOLOTYPUS of Gaylussacia leptobotrys DC.","Lund, P. W.","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=205061&base=img&lang=en","G00214416","1834",NA,"00",NA,NA,"(Cham. & Schltdl.) G. Don","Romão, G. O.",NA,"Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,NA,"G00214416",NA,NA,NA,"2009","01","01","-45.44222222","-18.78777778",NA,NA,NA,NA
"149","2020-10-08 08:53:10-03","IBt","SP","335204","S","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Amorim, AM",NA,"Brasil",NA,NA,NA,NA,"1998","01","25",NA,NA,"(Cham. & Schltdl.) G.Don",NA,"2136","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-02-18 08:30:35-03","IBt","SP","564","S","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Hoehne, FC",NA,"Brasil",NA,NA,NA,NA,"1921","09",NA,NA,NA,"(Cham. & Schltdl.) G.Don",NA,"s.n.","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2014-09-23 10:57:16-03","G","G","G00352007","S","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra","ISOTYPUS of Andromeda pulchra Cham. & Schltdl.","Sellow, F.","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00352007",NA,NA,NA,NA,NA,"(Cham. & Schltdl.) G. Don","Judd, W. S.",NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,"1982","01","01","-53.08972222","-10.77305556",NA,NA,NA,NA
"152","2014-09-23 10:57:16-03","G","G","G00352008","S","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra","ISOLECTOTYPUS of Leucothoe pulchra var. parvifolia Meisn.","Claussen, P.","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00352008",NA,NA,NA,NA,NA,"(Cham. & Schltdl.) G. Don","Judd, W. S.","159","Minas Gerais","Ouro Preto",NA,"-43.51194444","-20.37944444",NA,NA,NA,NA,NA,NA,"1982","01","01","-43.51194444","-20.37944444",NA,NA,NA,NA
