"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"53","2020-09-02 16:35:13-03","Cenargen","CEN","112168","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","G. M. Cruz-Lustre","251",NA,"Brasil","SC","Rodovia BR 280 que vai de Horizonte a Palmas, aproximadamente 24 km depois do trevo de Horizonte, cerca de 1,4 km do lado esquerdo da estrada.","Exsicatas","Em área não queimada. Em plena floração. Doação do Herbário BHCB nº 197427.","CEN00112168","CEN00112168","J. A. N. Batista","2016","12","30","AGUA DOCE","-51.5560989379883","-26.9978008270264","1239","1239",NA,"52743","auto","2017","01",NA,NA,NA,NA,NA,"1",NA,NA
"54","2020-09-02 16:35:13-03","Cenargen","CEN","101138","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","João Aguiar Nogueira Batista","2801",NA,"Brasil","MG","MG 877, saída para São Paulo, ca. de 3 km do entrocamento para Andradas, ca. de 2 km antes da esntrada da ALCOA, entre os Bairros Esperança III e São Bento.","Exsicatas","Na parte do brejo com vegetação mais baixa e aberta. Solo hidromórfico, escuro, com água sobre a superfície. Área não queimada. Em final de floração. Segundo registro da espécie para a região de Caldas para Minas Gerais. Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 132515","CEN00101138","CEN00101138","J. A. N. Batista","2009","02","03","POCOS DE CALDAS",NA,NA,"1260","1260",NA,NA,NA,"2009","02",NA,NA,NA,NA,NA,"1",NA,NA
"55","2019-12-09 17:30:35-03","UFPR","EFC","16577","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Engels, M. E.","178",NA,"Brasil","Paraná","Rio Verde",NA,"Terrestre; campo úmido; folhas, flores e frutos verdes","EFC016577",NA,"Engels, M. E.","2010","02","25","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto","2011","12",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-07-09 12:44:03-03","F","FMNH-SEEDPLANTS","V0433533F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii",NA,"P. Dusén","14328","South America","Brazil",NA,NA,NA,NA,"V0433533F","V0433533F_01",NA,"1913","12","29",NA,"-52.8731","-10.8339",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-07-09 12:46:48-03","F","FMNH-SEEDPLANTS","V0433534F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii",NA,"T. M. Pedersen","6655","South America","Argentina","Corrientes",NA,NA,NA,"V0433534F","V0433534F_01 V0433534F_02","RRC ID Flag","1962","2","12",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"6655",NA,NA,NA
"58","2015-02-26 09:30:06-03","NHMLondon","NHM-LONDON-BOT","BM000032693","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnelii","Habenaria regnelii","Cogn.","F.C. Hoehne","1042",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"1917","12","10",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4622836",NA
"59","2019-11-01 15:15:28-03","UnB","UB","4476","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Oliveira, RS","77","Southern America","Brasil","Distrito Federal","Reserva do Guará",NA,"Borda de mata, bainhas (folhas) pilosas.; Erva. Flor verde; Campo úmido.","UB0019688","UB0019688","Batista, JAN","1995","02","06","Brasília","-47.95","-15.833333","1050","1050",NA,NA,NA,NA,NA,NA,"-47.95","-15.833333",NA,NA,NA,NA,NA
"60","2020-08-20 20:37:53-03","UFSC","FLOR","33013","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Trevisan, R.","1113",NA,"Brasil","Rio Grande do Sul","Cerro do Jarau.",NA,NA,"FLOR0033013",NA,"Trevisan, R.","2011","12","17","Quaraí","-56.510556","-30.200556",NA,NA,NA,NA,NA,"2011",NA,NA,"56º30'38''W","30º12'2''S",NA,NA,NA,NA,NA
"61","2020-08-20 14:54:47-03","UFSC","FLOR","2603","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Klein, R.M.; Bresolin, A.","10098",NA,"Brasil","Santa Catarina","Morro do Cambirela.",NA,"flor verde-creme","FLOR0002603",NA,"Pabst, G.","1972","11","23","Palhoça","-48.6678009033203","-27.645299911499","900","900",NA,"31105","auto","2011","10","27",NA,NA,NA,NA,NA,NA,NA
"62","2014-10-09 13:58:28-03","UHH","HBG","501066","S","Plantae",NA,NA,"Orchidaceae","Habenaria","flaccida","Habenaria flaccida","Kraenzl.","Lange, R.","9835.A","South America","Brazil",NA,"Paraná, Curityba, in paludosis",NA,"ex Herb. Kränzlin NEOTROP; Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.) finished 23.03.2011","HBG501066","HBG501066",NA,"1910","01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"63","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Regnell, AF","ser. III1182","Southern America","Brazil","Minas Gerais","habitat locis uliginosis prope Caldas prov. Minas Geraes.",NA,NA,NA,"P03P4N0018",NA,NA,NA,NA,"Caldas","-46.3861","-21.9236",NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Barbosa Rodrigues, J","s.n.","Southern America","Brazil","Minas Gerais","habitat locis uliginosis prope Caldas prov. Minas Geraes.",NA,NA,NA,"P03P4N0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:52:16-03","UFRGS","ICN","053545","S","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii"," Cogn.","Waechter, JL","1961","América do Sul","Brasil","RS","Estação Ecológica Aracuri",NA,"Flores verde-amareladas.; Em banhado","ICN00040173",NA,"(BHCB) Batista, JAN","1982","12","12","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,"38649","auto","2016","08","29",NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:52:16-03","UFRGS","ICN","160634","S","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Buzatto, CR","459","América do Sul","Brasil","RS","Lageado Grande",NA,NA,"ICN00040172",NA,"Buzatto, CR","2008","12","15","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:52:16-03","UFRGS","ICN","053525","S","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii"," Cogn.","Waechter, JL","1941","América do Sul","Brasil","RS","Estação Ecológica Aracuri",NA,"Flores verde-claras.; Em banhado","ICN00040174",NA,"(BHCB) Batista, JAN","1982","10","10","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,"38649","auto","2016","08","29",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:13:27-03","IBt","SP","45830","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Rojas, T","4074",NA,"Paraguai","Amambay",NA,NA,NA,NA,NA,"Williams, L","1921","11",NA,"Cerro Torin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:13:27-03","IBt","SP","28907","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Regnell, A","III-1182",NA,"Brasil","Minas Gerais",NA,NA,NA,"SP002166","SP002166","Barros, F","1874",NA,NA,"Caldas","-46.386100769043","-21.9235992431641",NA,NA,NA,"25710","auto","2000","09","11",NA,NA,"Isotype",NA,NA,NA,NA
"70","2019-11-21 10:13:27-03","IBt","SP","28910","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Duarte, C","s.n.",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Batista, JAN","1910","10",NA,"Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,NA,"21675","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:13:27-03","IBt","SP","8059","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Hoehne, FC","s.n.",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Batista, JAN","1922","10","10","São Caetano do Sul","-46.5499992370605","-23.6200008392334",NA,NA,NA,"4028","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:13:27-03","IBt","SP","817","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","Butantan",NA,NA,NA,NA,"Batista, JAN","1917","10","29","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:13:27-03","IBt","SP","674","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","Butantan",NA,NA,NA,NA,"Batista, JAN","1917","10","09","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:13:27-03","IBt","SP","3399","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","Butantan",NA,NA,NA,NA,"Batista, JAN","1919","09","04","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:13:27-03","IBt","SP","1042","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","Butantan",NA,NA,NA,NA,"Batista, JAN","1917","12","10","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:13:27-03","IBt","SP","28949","S","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogn.","Luederwaldt, H","194",NA,"Brasil","São Paulo","Ipiranga",NA,NA,NA,NA,"Batista, JAN","1907","12","13","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-12-04 15:02:18-03","GH","HU-HERB","GH 01947854","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","flaccida","Habenaria flaccida","Kraenzlin","P. K. H. Dusén",NA,"South America","Brazil","Paraná","[Curityba]","Sheet",NA,NA,NA,NA,"1914","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"78","2019-12-04 15:00:18-03","GH","HU-HERB","GH 01947855","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","flaccida","Habenaria flaccida","Kraenzlin","P. K. H. Dusén",NA,"South America","Brazil","Paraná","[illegible]","Sheet",NA,NA,NA,NA,"1913","12","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"79","2019-11-22 15:55:33-03","AMES","HU-HERB","AMES 01946208","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogniaux","T. Rojas","4074","South America","Paraguay",NA,"Campo estero, Cerro Torin, Sierra de [illegible]","Sheet",NA,NA,NA,NA,"1921","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4074",NA,NA,"undetermined"
"80","2019-11-22 15:54:18-03","AMES","HU-HERB","AMES 01946209","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogniaux","G. F. J. Pabst","1318-A","South America","Brazil","Paraná","22 km. ab Curitiba ad viam Curitiba-Rio Negro","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1318-A",NA,NA,"undetermined"
"81","2019-11-22 15:48:32-03","AMES","HU-HERB","AMES 01946210","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogniaux","J. Rojas",NA,"South America","Paraguay",NA,"Cerro Torica","Sheet",NA,NA,NA,NA,"1922","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"82","2019-11-22 15:47:24-03","AMES","HU-HERB","AMES 01946211","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","regnellii","Habenaria regnellii","Cogniaux","F. C. Hoehne","674","South America","Brazil",NA,"Butantan, São Paulo","Sheet",NA,NA,NA,NA,"1917","10","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"674",NA,NA,"undetermined"
