"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","class","continentOcean","relatedCatalogItem","relationshipType","fieldNumber","preparationType","infraspecificEpithet","typeStatus"
"44","2020-10-14 10:00:04-03","FURB","FURB","28116","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","Moura, R","2011","10","06","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1826","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor vermelha","FURB19660","FURB19660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:00:04-03","FURB","FURB","28171","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","Moura, R","2011","10","06","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2677","2010","06","09","Brasil","Santa Catarina","Rio do Sul","Fazenda Mirador.","-49.59","-27.09","-49.5900000","-27.0900000","787","787","Florística IFFSC e573b (Epífita) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado Habito: erva terrícola e epífita;","FURB19659","FURB19659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:00:04-03","FURB","FURB","28207","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","Cadorin, TJ","2012","07","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2235","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Florística IFFSC e993b (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: rupícola; Fruto vermelho; flor brácteas laranjas","FURB19667","FURB19667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:00:04-03","FURB","FURB","29049","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","Schmitt, J","2012","07","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2485","2010","05","19","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","572","572","Epífita IFFSC e74b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto avermelhado; flor bráctea laranja","FURB19666","FURB19666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:00:04-03","FURB","FURB","51847","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","Martins, SE","2016","07","04","Schwirkowski, P.","1741","2016","07","04","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.055","-26.2247223","-49.0550000","-26.2247223","688","688","Terrestre, brácteas vermelhas, flores esverdeadas","FURB51847","FURB51847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:19:25-03","MBM","MBM","883","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Smith, S.F.; L.B.",NA,NA,NA,"Hatschbach, G.","14143","1966","03","23","Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Epífita, terrícola e rupícola.","MBM000883","MBM000883",NA,NA,"38300",NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:19:25-03","MBM","MBM","428618","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Lozano, E.D.","2018",NA,NA,"Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3512","2017","01","16","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.711611","-24.853889","-48.711611","-24.853889",NA,NA,"Terrícola, 60 cm, escapo ultrapasando a bainha foliar, flores com lóbos verdes e margem alva, brácteas vermelhas, face abaxial da folha bordô, interior da mata.; Floresta Ombrófila Densa Montana.","MBM428618",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:19:25-03","MBM","MBM","428619","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Lozano, E.D.","2018",NA,NA,"Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3513","2017","01","16","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.711611","-24.853889","-48.711611","-24.853889",NA,NA,"Terrícola, 60 cm, flores com lóbos verdes e margem alva, brácteas vermelhas, interior da mata.; Floresta Ombrófila Densa Montana.","MBM428619",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:19:25-03","MBM","MBM","3122","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","16207","1967","03","20","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita, terrícola e rupícola.","MBM003122","MBM003122",NA,NA,"55154",NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:19:25-03","MBM","MBM","5208","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Leme, E.M.C.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","2583","1966","09","29","Brazil","Paraná","Morretes","Bela Vista","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita, terrícola e rupícola.","MBM005208","MBM005208",NA,NA,"30514",NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:19:25-03","MBM","MBM","24005","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Leme, E.M.C.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","29329","1971","03","21","Brazil","Paraná","Morretes","Grota Funda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita, terrícola e rupícola.","MBM024005","MBM024005",NA,NA,"30514",NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:19:25-03","MBM","MBM","297696","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren",NA,NA,NA,NA,"Martinelli, G.","14913","1998","05","12","Brazil","Santa Catarina","Antônio Carlos","Reserva do Caraguatá","-48.7675018310547","-27.5168991088867",NA,NA,NA,NA,NA,"MBM297696","MBM297696",NA,NA,"15769",NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:19:25-03","MBM","MBM","34020","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","14143","1966","03","24","Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Epífita, terrícola e rupícola.","MBM034020","MBM034020",NA,NA,"38300",NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:19:25-03","MBM","MBM","34016","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Leme, E.M.C.",NA,NA,NA,"Hatschbach, G.","6722","1960","01","22","Brazil","Paraná","Campina Grande do Sul","Palmitalzinho","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita, terrícola e rupícola.","MBM034016","MBM034016",NA,NA,"55154",NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:19:25-03","MBM","MBM","34019","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","16207","1967","03","20","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita, terrícola e rupícola.","MBM034019","MBM034019",NA,NA,"55154",NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA
"59","2015-09-03 21:12:08-03","MNHN","RECOLNAT_MNHN_P","P02175679","PreservedSpecimen",NA,"Bromeliaceae","Wittrockia","smithii","Wittrockia smithii","Reitz",NA,NA,NA,NA,"Lourteig, A.",NA,"1967","12","23","Brasil","Santa Catarina","Ilhota","Brésil. Est. Santa Catarina, Mun. Ilhota, Morro do Baú. Ilhota, Santa Catarina, Sul, Brasil, América do Sul","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175679' target='other'> <mi>dwc_moreinfo</mi></a>","P02175679","P02175679_01",NA,NA,"18275",NA,"auto",NA,NA,NA,NA,"2375","hb",NA,NA
"60","2020-10-01 14:26:22-03","JBB","HEPH","29152","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","Linden & Morren ex Lindm.","Cadorin, TJ","2012","07","10","Cadorin, TJ; Schimitt, JL; Gasper, AL de","59","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí, Spitzkopf","-49.118056","-27.006944","-49.118056","-27.006944","249","249","Epífita IFFSC e8001a (abaixo de 4m)",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:18:23-03","UFPR","UPCB","40822","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","Linden & E.Morren","Tardivo, R.C.","2000","03",NA,"Gatti, G.","625","2000","03","09","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Floresta Primária","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita coletada sobre fuste caído, mais frequente como terrícola, brácteas florais alaranjadas. Floresta ombrófila densa submontana, floresta primária pouco alterada..",NA,NA,NA,NA,"37295",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:18:25-03","UFPR","UPCB","23960","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","amazonica","Wittrockia amazonica","(Baker) Smith","Tardivo, R.C.","1994","06","15","Tardivo, R.C.","147","1994","03","12","Brasil","Santa Catarina","Joinville","Rio São João, Estrada Velha Curitiba-Joinville, km 72","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"Epífita, brácteas laranjo-ferrugíneas, lacínios da corola esverdeadas com margens alvas..",NA,NA,NA,NA,"37150",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","2945537","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","amazonicum","Canistrum amazonicum","(Baker) Mez",NA,NA,NA,NA,"* LIEGE","LIEGE s.n.","1874","10",NA,"Brazil",NA,NA,"University of Liége",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"64","2018-06-22 05:25:00-03","MO","MOBOT","2454883","PreservedSpecimen","Plantae","Bromeliaceae","Wittrockia","smithii","Wittrockia smithii","Reitz",NA,NA,NA,NA,"Pe. Raulino Reitz","Reitz 4207","1951","7","15","Brazil","Santa Catarina",NA,"Biguaçu. Fachinal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"65","2021-03-04 11:04:41-03","UFRB","HURB","5322","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","cf. amazonicum","Nidularium cf. amazonicum","Linden & E. Moren ex Lindm.","T.J. Cadorin","2012","07","10","Cadorin, T.J.; et al.","59","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí-Spitzopf; interior da mata","-49.118056","-27.006944","49°07'05,00 W","27°00'25,00 S","249","249",NA,"HURB000005322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-06-15 15:29:40-03","UNESP-RC","HRCB","22222","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum var.paulistanum","Wand. & B.A.Moreira","Wanderley, M.G.L.","2000","05","30","Morellato, L.P.C.","64","1994","01","13","Brasil","São Paulo","Sete Barras","Parque Estadual Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita em árvore até 3 m de altura, brácteas avermelhadas.",NA,NA,NA,NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,"var.paulistanum",NA
"67","2020-06-15 15:29:40-03","UNESP-RC","HRCB","21636","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum var.paulistanum","Wand. & B.A.Moreira","Wanderley, M.G.L.","2000","05","30","Morellato, L.P.C.","63","1994","01","13","Brasil","São Paulo","Sete Barras","Parque Estadual Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita em árvore até 3 m de altura, brácteas avermelhadas. Botões",NA,NA,NA,NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,"var.paulistanum",NA
"68","2020-06-15 15:29:40-03","UNESP-RC","HRCB","21369","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum var.paulistanum","Wand. & B.A.Moreira","Wanderley, M.G.L.","2000","05","30","Almeida-Scabbia, R.J.","1142","1995","02","04","Brasil","São Paulo","Sete Barras","Parque Estadual Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita, inflorescência com brácteas vermelhas na ponta e verde na base, que protegem flores esverdeadas com listras brancas.",NA,NA,NA,NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,"var.paulistanum",NA
"69","2020-09-12 05:00:02-03","US","US","2324945","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & É. Morren ex Lindm.",NA,NA,NA,NA,"G. Hatschbach","6722","1960","1","22","Brazil","Paraná",NA,"Mun. Campina Grande do Sul. Palmitalzinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,"1",NA,"Monocotyledonae","South America",NA,NA,NA,NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","2120895","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & É. Morren ex Lindm.",NA,NA,NA,NA,"R. Reitz","5760","1953","9","15","Brazil","Paraná",NA,"Estr. Curitiba - Paranaguá.",NA,NA,NA,NA,"900",NA,NA,"US00880035",NA,NA,"Bromeliales",NA,"1",NA,"Monocotyledonae","South America",NA,NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","2557400","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & É. Morren ex Lindm.",NA,NA,NA,NA,"A. Lourteig","2375","1967","12","23","Brazil","Santa Catarina",NA,"Est. Santa Catarina. Mun. Ilhota, Morro do Baù.",NA,NA,NA,NA,"250",NA,NA,NA,NA,NA,"Bromeliales",NA,"1",NA,"Monocotyledonae","South America",NA,NA,NA,NA,NA,NA
"72","2021-03-25 13:51:52-03","UNIVILLE","JOI","9280","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","E. Leme","2009","05","02","Meyer, F.S.","770","2008","08","02","Brasil","Santa Catarina","São Bento do Sul","Arredores do CEPA Rugendas, Univille - Rio Natal.","-49.378611","-26.250556","49º22'43''W","26º15'2''S",NA,NA,"; HABITAT: sub bosque; HABITO: Epífita; TIPO VEGETACIONAL: FOD montana","JOI009280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-25 13:51:52-03","UNIVILLE","JOI","9672","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","Mancinelli, W. S.","2009","07","09","Mancinelli, W.S.","936","2009","07","09","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"650","650","; HABITO: Epífita; TIPO VEGETACIONAL: FOD montana","JOI009672",NA,NA,NA,"37150",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-07-09 12:56:23-03","F","FMNH-SEEDPLANTS","V0417030F","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum",NA,"L. B. Smith",NA,NA,NA,"G. G. Hatschbach","14143","1966","3","24","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,NA,NA,NA,"V0417030F","V0417030F_01","Spermatophyta",NA,NA,NA,NA,"Monocotyledoneae","South America",NA,NA,NA,NA,NA,NA
"75","2021-03-10 11:38:29-03","UNILA","EVB","3807","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","Moura, R.","2011","10","06","Cadorin, T.J.; Grosch, B.; Lopes, C.P.","1005","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.356944","-26.433889","49º21'25''W","26º26'2''S","785","785","Flor bráctea laranja Habitat: Floresta Ombrófila Densa; Estágio avançado Habito: Epífita","EVB003807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-08-20 14:58:50-03","UFSC","FLOR","31287","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.",NA,"2011","08","26","Hoeltgebaum, M.P.","15","2002","04","02","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro Baú.","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"epífita","FLOR0031287",NA,NA,"Poales","18275",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-04 15:41:58-03","IF","SPSF","38330","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","krisgreeniae","Nidularium krisgreeniae","Leme","T.B.Breier","2004","09","30","T.B.Breier & A.C.B.Breier","786","2002","12","15","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho - Núcleo Sete Barras","-47.931944","-24.169444",NA,NA,NA,NA,"COLETA: Brácteas vermelhas, cálice verde e corola branca com detalhe verde.; GEOGRAFIA: Trilha da parcela.;",NA,NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"Liliopsida","América do Sul",NA,NA,NA,NA,NA,NA
"78","2021-03-04 15:41:58-03","IF","SPSF","38331","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","krisgreeniae","Nidularium krisgreeniae","Leme","T.B.Breier","2004","09","30","T.B.Breier & M.A.R.Andrade","14402","2002","05","27","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho - Núcleo Sete Barras","-47.931944","-24.169444",NA,NA,NA,NA,"COLETA: Brácteas vermelhas.; GEOGRAFIA: Parcelas permanentes;",NA,NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"Liliopsida","América do Sul",NA,NA,NA,NA,NA,NA
"79","2017-09-11 16:27:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Canistrum","amazonicum","Canistrum amazonicum","Mez",NA,NA,NA,NA,"?","s.n.",NA,NA,NA,"Brazil","Pará ",NA,"Habitat in Brasiliae septentrionalis prov. Pará, unde Linden in caldaria Europae vivam introduxit.",NA,NA,NA,NA,NA,NA,"(V. v. in hort. Berol. et Vratisl. et siccam in herb. Leod. et Vratisl.)",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:50:44-03","UFRGS","ICN","101648","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Linden & E.Morren ex Lindm.","Waechter, JL",NA,NA,NA,"Waechter, JL","2520","1992","03","07","Brasil","RS","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Terrestre; brácteas involucrais vermelhas; flores verdes-concolores.; Junto à rocha em interior de mata pluvial de encosta.","ICN00030069",NA,"Monocotyledon",NA,"20837",NA,"auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA
"81","2019-10-04 16:06:59-03","MCN-FZBRS","HAS","71705","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm. & E. Morren",NA,NA,NA,NA,"Nunes, V.F.","585","1990","02",NA,"Brasil","Rio Grande do Sul","Terra de Areia","Terra de Areia, sanga-funda, após o arroio entra a esquerda","-50.07080078125","-29.5853004455566",NA,NA,NA,NA,"; Brácteas cor de tijolo, flores alvas.","HAS0071705",NA,"Magnoliophyta",NA,"32697",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:02:40-03","IBt","SP","351218","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.",NA,NA,NA,NA,"Martinelli, G; et al.","15835","1999","10","03","Brasil","São Paulo","Ribeirão Grande","Parque Estadual de Intervales, Estrada para Barra Grande.","-48.418333","-24.648361","-48.418333","-24.648361","600","900",NA,"SP052054","SP052054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:02:40-03","IBt","SP","351213","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.",NA,NA,NA,NA,"Martinelli, G; et al.","15761","1999","09","30","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Estrada entre Ibatinga e Sete Barras, SP-139.","-48.0025","-24.093889","-48.0025","-24.093889","450","850",NA,"SP052055","SP052055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:02:40-03","IBt","SP","351196","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.",NA,NA,NA,NA,"Martinelli, G; et al.","15789","1999","10","01","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.917611","-24.079361","-47.917611","-24.079361","700","933",NA,"SP052052","SP052052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:02:40-03","IBt","SP","351222","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.",NA,NA,NA,NA,"Martinelli, G; et al.","15820","1999","10","03","Brasil","São Paulo","Ribeirão Grande","Parque Estadual de Intervales, Estrada para Barra Grande.","-48.376889","-24.294611","-48.376889","-24.294611","600","900",NA,"SP052053","SP052053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:02:40-03","IBt","SP","383855","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.","Wanderley, MGL","2005","02",NA,"Wanderley, MGL; et al.","2455","2005","02",NA,"Brasil","São Paulo",NA,"Serra da Graciosa",NA,NA,NA,NA,NA,NA,NA,"SP052049","SP052049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-12-05 09:46:15-03","IBt","SP","412470","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.","Moreira, BA","2007","04",NA,"Martins, SE; et al.","1017","2007","04","23","Brasil","São Paulo","Apiaí","Parque Natural Municipal Morro do Ouro","-48.835278","-24.517222","-48.835278","-24.517222","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:02:40-03","IBt","SP","25315","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Gehrt, A","s.n.","1930","06","12","Brasil","São Paulo",NA,"Cabeceira do rio Cotia.",NA,NA,NA,NA,NA,NA,NA,"SP052058","SP052058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paulistanum",NA
"89","2019-11-21 10:02:40-03","IBt","SP","258352","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Wanderley, MGL; et al.","1998","1992","08","25","Brasil","São Paulo","Ribeirão Grande","Fazenda Intervales","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,NA,"SP003958","SP003958",NA,NA,"25028",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Paratype"
"90","2019-11-21 10:02:40-03","IBt","SP","258354","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","1999","05","10","Wanderley, MGL; Kirizawa, M; Gomes da Silva, SJ","2000","1992","08","25","Brasil","São Paulo","Ribeirão Grande","Fazenda Intervales, Barra Grande","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"Brácteas alaranjadas. Epífita próxima a rio. Flores alvas. Folhas jovens com estrias transversais","SP001800","SP001800",NA,NA,"25028",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Holotype"
"91","2019-11-21 10:02:40-03","IBt","SP","263569","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Wanderley, MGL; et al.","2060","1992","10","05","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"SP003956","SP003956",NA,NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Paratype"
"92","2019-11-21 10:02:40-03","IBt","SP","340274","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira",NA,NA,NA,NA,"Kanashiro, S","s.n.","1993","05",NA,"Brasil","São Paulo","Sete Barras","Fazenda Intervales, Saibadela. Coleção do Bromeliário do Instituto de Botânica de SP, sob o nº 374N.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"SP052057","SP052057",NA,NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum",NA
