"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"46","2020-11-04 11:03:01-03","ESALQ","ESA","125468","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Campos-Rocha, A.","Polisel, R.T.","1216.0","2013","03","30","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882","-47.37897","-24.03882",NA,NA,"Epífita. Flores brancas.","ESA125468",NA,"2013","03","30","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:03:01-03","ESALQ","ESA","75713","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.",NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2277.0","2001","04","14","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Subosque de Pinus com ca. 40 anos de plantio.","-46.44","-23.59","-46.44","-23.59","800","800",NA,"ESA075713",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:03:01-03","ESALQ","ESA","123991","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Delfini, C.","Delfini, C. ; Rigon, J.","859.0","2013","03","28","Brasil","São Paulo","Tapiraí","Reserva Parcitular da Votorantim (CBA). Trilha Casa das Pedras. Floresta Umbrófila Densa.","-47.55841","-24.16651","-47.55841","-24.16651","54","54","Erva trepadeira, ca. 2m alt. do solo, caules e pecíolos avermelhados.","ESA123991",NA,"2013","03","28","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:03:01-03","ESALQ","ESA","124152","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Campos-Rocha, A.","Polisel, R.T. ; Diogo, I.","1216.0","2013","03","30","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882","-47.37897","-24.03882","324","324","Epífita. Flores brancas.","ESA124152",NA,"2013","03","30","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:03:01-03","ESALQ","ESA","79833","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Melo, M.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","682.0","2002","04","22","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139). Floresta Ombrófila Densa Submontana, 3,5 km acima do núcleo Sete-Barras. Borda de floresta.","-475.535","-241.101","-475,535","-241,101","300","300","Epífita sobre árvore de 5 m. Pecíolo vermelho. Frutos castanhos.","ESA079833","ESA079833","2002","04","30","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:03:01-03","ESALQ","ESA","77147","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Smith, S.F.","Hatschbach, G. et al.","71381.0","2000","10","18","Brasil","Espírito Santo","Marechal Floriano",NA,"-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,NA,"ESA077147",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"23038","auto",NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:03:01-03","ESALQ","ESA","68639","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Kozera, C.","Kozera, C. ; Cieniuch, N.","1287.0","1999","10","20","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"ESA068639","ESA068639",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:03:01-03","ESALQ","ESA","50664","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Delfini, C.","Wendel, C.F.",NA,"2004","01","01","Brasil","Santa Catarina","Joinville",NA,"-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"ESA050664","ESA050664",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:03:01-03","ESALQ","ESA","111310","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Penalva, L.","Povoa, N.",NA,"2008","09","21","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA111310","ESA111310","2008","10","25","Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:03:01-03","ESALQ","ESA","61890","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.",NA,"Kozera, C. et al.","793.0","1999","01","08","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA061890","ESA061890",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:03:01-03","ESALQ","ESA","26720","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaques, E.L.","Rodrigues, R.R. et al.","143.0","1995","09","03","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA026720","ESA026720",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:03:01-03","ESALQ","ESA","4506","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaques, E.L.","Catharino, E.L.M.","446.0","1985","10","04","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA004506","ESA004506",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:03:01-03","ESALQ","ESA","62443","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.",NA,"Gorenstein, M.R. et al.","133.0","1999","01","12","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA062443","ESA062443",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:03:01-03","ESALQ","ESA","28716","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Ivanauskas, N.M.","Ivanauskas, N.M.","568.0","1995","11","21","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA028716","ESA028716",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:03:01-03","ESALQ","ESA","51462","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Delfini, C.","Signorini, G.",NA,"2004","12","07","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA051462","ESA051462",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:03:01-03","ESALQ","ESA","12934","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaques, E.L.","Moraes, P.L.R. ; Capellari Jr., L.","816.0","1993","10","29","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA012934","ESA012934",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:03:01-03","ESALQ","ESA","111772","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Feliciano, C.D.","Feliciano, C.D.",NA,"2004","01","19","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA111772","ESA111772","2004",NA,NA,"Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:03:01-03","ESALQ","ESA","111777","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Feliciano, C.D.","Feliciano, C.D.",NA,"2004","01","19","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA111777","ESA111777","2004",NA,NA,"Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:03:01-03","ESALQ","ESA","101365","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Breier, T.B.","Breier, T.B.","603.0","2002","08","27","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA101365","ESA101365",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"65","2020-11-04 11:03:01-03","ESALQ","ESA","114236","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Breier, T.B.","Breier, T.B.","603.0","2002","08","27","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA114236","ESA114236","2004",NA,NA,"Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"66","2020-11-04 11:03:01-03","ESALQ","ESA","22573","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaques, E.L.","Barreto, K.D. et al.","3055.0","1994","10","18","Brasil","São Paulo","Tapiraí",NA,"-47.5","-23.9599990844727",NA,NA,NA,NA,NA,"ESA022573","ESA022573",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"67","2020-11-04 11:03:01-03","ESALQ","ESA","25149","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaques, E.L.","Souza, V.C.; Souza, J.P. et al.","9275.0","1995","10","09","Brasil","São Paulo","Peruíbe","Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Escandente; pedúnculo, pedicelos e flores vermelhos.","ESA025149","ESA025149",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"68","2020-11-04 10:55:08-03","ESALQ","ESA","132828","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Kollmann, L.","Colletta, G.D.; Calliari, C. P; Souza. V. C","1315.0","2013","12","06","Brasil","São Paulo","Cananéia","Ilha do Cardoso, próximo ao alojamento","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Erva, rastejante.","ESA132828",NA,"2019","03","15",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:03:01-03","ESALQ","ESA","26259","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaques, E.L.","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; Campos, L.M.; Dias, A.S.; Pereira, V.; Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9004.0","1995","09","03","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha entre a Cachoeira do Araçá e a área conhecida como descampado. Área de rochas calcáreas. Mata Atlântica","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"Escandete; botões vermelho-rosados.","ESA026259",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
"70","2015-07-02 14:01:05-03","JBP","HPL","3387","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","E.L. Jacques","H. Lorenzi","5017","2004","10","20","Brasil","SP","Sete Barras","Coletada no Parque Estadual de Carlos Botelho.","-47.92","-24.38",NA,NA,NA,NA,NA,NA,NA,"2011","10","10",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"71","2015-07-02 14:01:05-03","JBP","HPL","1971","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","H. Lorenzi","E.R. Salviani & H. Lorenzi","571","1999","11","01","Brasil","SC","Corupá","Cachoeira do Braço esquerdo.","-49.2431","-26.4253",NA,NA,NA,NA,NA,NA,NA,"1999","11","01",NA,NA,NA,NA,"23917","auto",NA,NA,NA,NA,NA,NA
"72","2016-02-02 14:37:48-02","BGBM","B","B 10 0365218","S","Plantae","Begoniaceae","Begonia","procumbens","Begonia procumbens","Vell.",NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100365218 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100365218","B100365218",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,"type",NA,NA,NA,NA
"73","2019-12-19 08:15:11-03","FPS","FPS","483","MachineObservation","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Schwirkowski, P.","Schwirkowski, P.","718","2014","12","13","Brasil","Santa Catarina","São Bento do Sul","Rio Natal - Beira de estrada, sentido Corupá","-49.273742","-26.361184","-49.273742","-26.361184",NA,NA,"<ll>dwc_commonname:</ll> Begônia-trepadeira-vermelha","FPS00483","FPS00483_v01 FPS00483_v02 FPS00483_v03","2014","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-06-14 15:15:04-03","FPS","FPS","4355","MachineObservation","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Schwirkowski, P.","Schwirkowski, P.","3778","2019","12","21","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Entorno do CEPA Rugendas","-49.308032","-26.322376","-49.308032","-26.322376",NA,NA,"<ll>dwc_commonname:</ll> Begônia-trepadeira-vermelha","FPS04355,FURB66001","FPS04355_v01 FPS04355_v02 FPS04355_v03 FPS04355_v04 FURB66001","2019","12","21",NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 66001",NA,NA
"75","2019-12-19 08:15:11-03","FPS","FPS","28","MachineObservation","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Barboza, E.","Schwirkowski, P.","129","2013","12","14","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, Trilhos próx. à CEPA","-49.312692","-26.324471","-49.312692","-26.324471",NA,NA,"<ll>dwc_commonname:</ll> Begônia-trepadeira-vermelha","FPS00028,MBM391939,FURB15236,FLOR0057917","FPS00028_v01 FPS00028_v02 FPS00028_v03 FURB15236 MBM391939","2014","08","20",NA,NA,NA,NA,NA,NA,NA,NA,"voucher","MBM 391939, FURB 46990, FLOR 57917",NA,NA
"76","2019-02-15 11:34:51-02","IPA","IPA","52650","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Ribas, O.S.","188","1989","10","09","Brasil","Paraná","Antonina","Bairro Alto","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Trepadeira, flores vermelhas, cresce agarrando-se nos troncos de árvores da mata pluvial.","IPA0052650",NA,"1998","08","03","Plantae",NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"77","2019-02-15 11:34:51-02","IPA","IPA","44240","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Paciornik, E.F.","122","1984","10","14","Brasil","Santa Catarina","Garuva","Rod. BR-101. Clareiras da mata.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Trepadeira de flores vermelhas.","IPA0044240",NA,"1998","08","03","Plantae",NA,"Southern America",NA,"22441","auto",NA,NA,NA,NA,NA,NA
"78","2019-08-27 13:33:57-03","IAP","PACA-AGP","92439","PreservedSpecimen","Plantae","Begoniaceae","Begonia","procumbens","Begonia procumbens","Vell.","G. Niederaver et al.","G. Niederauer",NA,"2000","10","04","Brasil","RS","Caraá","na nascente do Rio dos Sinos","-50.435001373291","-29.7900009155273",NA,NA,NA,NA,"flores brancas levemente amareladas com cálice verde e persistente no fruto. HASU 10181. Habitat: em ambiente seco e semi-sombreado Hábito: herbáceo","PACA092439",NA,NA,NA,NA,"Magnoliophyta","Violales",NA,NA,"21250","auto","Magnoliatae",NA,NA,NA,NA,NA
"79","2019-08-27 13:33:57-03","IAP","PACA-AGP","68443","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","E. L. Jacques","Cordeiro","201","1986","01","02","Brasil","PR","Morretes","Estacao Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Confirmado em 29.VI.2017 por Jaramillo J.C. Habitat: Ao longo de tronco.","PACA068443",NA,"1997","11","27","Magnoliophyta","Violales",NA,NA,"30514","auto","Magnoliatae",NA,NA,NA,NA,NA
"80","2019-08-27 13:33:57-03","IAP","PACA-AGP","47652","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","E. L. Jacques","Reitz, R.",NA,"1947","11","12","Brasil","SC","Brusque","Mata da Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Confirmado em 29.VI.2017 por Jaramillo J.C. Habitat: In silva primaeva. Fenofase: flor","PACA047652",NA,"1997","11","27","Magnoliophyta","Violales",NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA,NA
"81","2019-08-27 13:33:57-03","IAP","PACA-AGP","82026","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","E. L. JAcques","Sehnem, A.","9526","1967","10","07","Brasil","SC","Florianópolis","Morro do Antão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Confirmado em 29.VI.2017 por Jaramillo J.C. Habitat: Sarmentum in silva.","PACA082026",NA,"1997","11","27","Magnoliophyta","Violales",NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA,NA
"82","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0041207","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","S. F. Smith","G. Hatschbach; M. Hatschbach, J. M. Silva","71381","2000","10","18","Brazil","Espirito Santo",NA,"Vitor Hugo (Mun. Marechal Floriano).","-40.833333","-20.433333",NA,NA,"900",NA,"Flor alva.",NA,NA,NA,NA,NA,"Magnoliophyta","Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-05-10 10:47:40-03","ASU","ASU-PLANTS","ASU0041210","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","G. Hatschbach, ex SpeciesLink","L. R. Landrum","2606","1977","11","18","Brazil","Santa Catarina",NA,"Mun. Joinville, ca. 20 km N of Joinville along road to Curitiba.","-48.8333","-26.25",NA,NA,"500",NA,"Climbing on a tree trunk, flowers light red and white.",NA,NA,NA,NA,NA,"Magnoliophyta","Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 14:32:20-03","UFJF","CESJ","37902","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","S.F. Smith","G. Hatschbach; M. Hatschbach; J.M. Silva","71381","2000","10","18","Brasil","Espírito Santo","Marechal Floriano",NA,"-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,NA,"CESJ037902",NA,"2001",NA,NA,"Angiosperma",NA,"América do Sul",NA,"23038","auto",NA,NA,NA,NA,NA,NA
"85","2019-11-21 14:32:20-03","UFJF","CESJ","42298","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","L.C.Pereira","J.Sonehara","24","2002","10","10","Brasil","Paraná","Matinhos","Estação do Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,"CESJ042298",NA,"2011","08","23","Angiosperma",NA,"América do Sul",NA,"15275","auto",NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:26:18-03","UNICAMP","UEC","128530","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Berndt, A; Botrel, RT","Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; Melo, MS; Rodrigues, RR","444","2002","04","23","Brazil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras, Trilha da Figueira.","-47.992778","-24.056111","-47.992778","-24.056111","112","112","Liana coletada a 6 m de altura. Fruto seco marrom.; Floresta Ombrófila Densa Submontana.","UEC041919","UEC041919",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:26:18-03","UNICAMP","UEC","136258","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Feliciano, CD","Kinoshita, LS; Corrêa, AM; Filho, RC; Araújo, RFC; Galvão, JC; Moraes, P","118","2004","10","15","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho. Mata atlântica. Trilha do Açude.","-47.993333","-24.538889","-47.993333","-24.538889",NA,NA,"Liana, nós avermelhados, flores vermelhas, pecíolo avermelhado.","UEC041943","UEC041943","2008","03",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:26:18-03","UNICAMP","UEC","125765","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Feliciano, CD","Kinoshita, LS; Corrêa, AM; Filho, RC; Araújo, RFC; Galvão, JC; Moraes, P","118","2004","10","15","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho. Mata atlântica. Trilha do Açude.","-47.993333","-24.538889","-47.993333","-24.538889",NA,NA,"Liana, nós avermelhados, flores vermelhas, pecíolo avermelhado.","UEC038890","UEC038890","2008","03",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:26:18-03","UNICAMP","UEC","134931","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Araki, DF","Medeiros, DA; Silva, DGR; Damasceno, ACF; França, EJ; Rodrigues, RR; Souza, VC","89","2003","04","19","Brazil","São Paulo","Ribeirão Grande","Parque Estadual Intervales. Trilha saindo 500 m antes da sede do Núcleo Barra Grande em direção à E.E. Xiutê.","-48.35","-24.466667","-48.35","-24.466667","788","788","Frutos maduros castanhos.; Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito.","UEC041928","UEC041928",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
