"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"126","2021-03-01 16:26:18-03","UNICAMP","UEC","32735","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Gomes da Silva, SJ","Yamamoto, K; Marcondes-Ferreira, W; Chautems, A","14608","1983","04","01","Brazil","São Paulo","Sete Barras","Reserva Florestal de Sete Barras. Mata.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Herbácea; frequentemente aderente a caules vizinhos por raízes grampiformes; frutos.","UEC041920","UEC041920","1992","06","11","Magnoliopsida",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:26:18-03","UNICAMP","UEC","513","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Gomes da Silva, SJ","Davis, PH; Shepherd, GJ; Sakane, M; et al.","60888","1976","09","10","Brazil","São Paulo","Sete Barras","Sete Barras reserve., c. 50 km from Sete Barras to São Miguel Arcanjo.","-47.9199981689453","-24.3799991607666",NA,NA,"100","100","Steep rain forest, on clay. Climbing tree trunks or epiphytic. Flowers red.","UEC041936","UEC041936","1992","06","11","Magnoliopsida",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"128","2020-10-14 09:59:39-03","FURB","FURB","42335","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Funez, L.A.","Funez, L.A.","2335","2013","09","30","Brasil","Santa Catarina","Blumenau","Associação Desportiva Hering.","-49.1147222","-26.9047222","-49.1147222","-26.9047222","114","114",NA,"FURB15239","FURB15239","2013","09","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-08 08:50:18-03","FURB","FURB","1122","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.C.","Cristofolini, L.",NA,"1999","10","19","Brasil","Santa Catarina","Blumenau","FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,NA,"FURB15413","FURB15413","2016","09","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 09:59:39-03","FURB","FURB","14094","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Dreveck, S.; Carneiro, F.E.","1054","2009","09","16","Brasil","Santa Catarina","Itapoá","Rio Sai-Guaçu, comunidade Quinze.","-48.69","-26.01","-48.6900000","-26.0100000","7","7","Florística IFFSC 1074 (Liana) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; entorno do fragmento Habito: liana; flor vermelho-rosa","FURB15281","FURB15281","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 09:59:39-03","FURB","FURB","44759","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Bittencourt, F","Bittencourt, F.; Schmitt, M.R.","189","2014","09","17","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889","87","87",NA,"FURB15238","FURB15238","2014","09","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 09:59:39-03","FURB","FURB","14127","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Stival-Santos, A.; Legal, E. & Silveira, S.","868","2009","09","18","Brasil","Santa Catarina","Blumenau","Garcia.","-49.14","-27.0002778","-49.1400000","-27.0002778","351","351","Florística IFFSC 636 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor vermelha","FURB15280","FURB15280","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 09:59:39-03","FURB","FURB","14184","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Oliveira, AA de","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","77","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Epífita IFFSC e8001a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor vermelha","FURB15279","FURB15279","2011","03","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 09:59:39-03","FURB","FURB","14242","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Korte, A.; Kniess, A.","928","2009","09","25","Brasil","Santa Catarina","Ilhota","Baú.","-48.8711111","-26.8197223","-48.8711111","-26.8197223","106","106","Florística IFFSC 752 (Liana). Comum no fragmento. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior da mata Habito: liana; flor vermelha","FURB15278","FURB15278","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 09:59:39-03","FURB","FURB","14280","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Korte, A.; Kniess, A.","155","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.3597222","-49.2300000","-27.3597222","438","438","Florística IFFSC 424 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: liana; flor vermelha","FURB15277","FURB15277","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 09:59:39-03","FURB","FURB","14551","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Stival-Santos, A.; Legal, E. & Silveira, S.","910","2009","09","19","Brasil","Santa Catarina","Blumenau","Fidélis.","-49.0494444","-26.8197223","-49.0494444","-26.8197223","264","264","Florística IFFSC 750 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; flor vermelha","FURB15276","FURB15276","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 09:59:39-03","FURB","FURB","14600","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Gasper, A.L. de; Brogni, E.","2395","2009","09","15","Brasil","Santa Catarina","Brusque","RPPN Chácara Edith.","-48.8966666","-27.1008333","-48.8966666","-27.1008333","112","112",NA,"FURB15275","FURB15275","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 09:59:39-03","FURB","FURB","14674","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Dreveck, S.; Carneiro, F.E.","1098","2009","10","08","Brasil","Santa Catarina","Garuva","Mina Velha/Palmital.","-48.78","-26.0086111","-48.7800000","-26.0086111","39","39","Florística IFFSC 1073 (Liana). Comum no fragmento. Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: liana; flor vermelha","FURB15273","FURB15273","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 09:59:39-03","FURB","FURB","14994","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","223","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: lianescente; flor vermelha","FURB15272","FURB15272","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 09:59:39-03","FURB","FURB","15030","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","105","2009","09","30","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","Florística IFFSC e8000a (Liana) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: liana; flor vermelha","FURB15271","FURB15271","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 09:59:39-03","FURB","FURB","15194","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Korte, A.; Kniess, A.","421","2009","10","08","Brasil","Santa Catarina","Presidente Nereu","Rio Pequeno.","-49.4105556","-27.27","-49.4105556","-27.2700000","640","640","Florística IFFSC 464 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: liana; flor vermelha","FURB01101","FURB01101","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 09:59:39-03","FURB","FURB","15486","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Korte, A.; Kniess, A.","444","2009","10","15","Brasil","Santa Catarina","Presidente Nereu","Braço Thieme.","-49.3208334","-27.2716667","-49.3208334","-27.2716667","458","458","Florística IFFSC 465 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: liana; flor vermelha","FURB15270","FURB15270","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 09:59:39-03","FURB","FURB","15646","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","324","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","Epífita IFFSC e518a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum no fragmento Habito: epífita de Cyathea; flor vermelha","FURB15269","FURB15269","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 09:59:39-03","FURB","FURB","16200","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Korte, A.; Kniess, A.","816","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778","-49.2305556","-27.1802778","617","617","Florística IFFSC 518 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor rosa","FURB15268","FURB15268","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 09:59:39-03","FURB","FURB","16201","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Korte, A.; Kniess, A.","931","2009","11","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Florística IFFSC 517 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: liana; flor vermelha","FURB15267","FURB15267","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 09:59:39-03","FURB","FURB","16203","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","539","2009","11","06","Brasil","Santa Catarina","Vitor Meireles","Pratinha.","-49.8591667","-26.7294445","-49.8591667","-26.7294445","590","590","Epífita IFFSC e798a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epifítica; flor vermelha","FURB15266","FURB15266","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 09:59:39-03","FURB","FURB","16204","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","375","2009","11","04","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB15265","FURB15265","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 09:59:39-03","FURB","FURB","16214","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Dreveck, S.; Carneiro, F.E.","1153","2009","10","17","Brasil","Santa Catarina","Joinville","Piraberaba - Rio da Prata.","-48.96","-26.19","-48.9600000","-26.1900000","15","15","Florística IFFSC 1049 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: liana; flor vermelha","FURB15264","FURB15264","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 09:59:39-03","FURB","FURB","16215","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Dreveck, S.; Carneiro, F.E.","1208","2009","10","31","Brasil","Santa Catarina","São Francisco do Sul","Itapema.","-48.6","-26.28","-48.6000000","-26.2800000","3","3","Florística IFFSC 1031 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: liana; flor vermelha","FURB15286","FURB15286","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 09:59:39-03","FURB","FURB","16216","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Stival-Santos, A.; Legal, E. & Silveira, S.","1072","2009","10","28","Brasil","Santa Catarina","Guabiruba","Aymoré.","-49.0494444","-27.09","-49.0494444","-27.0900000","256","256","Florística IFFSC 579 (Liana) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento Habito: liana; flor vermelha","FURB15263","FURB15263","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 09:59:39-03","FURB","FURB","16291","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","475","2009","11","02","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","Epífita IFFSC e689a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea; flor vermelha","FURB15262","FURB15262","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 09:59:39-03","FURB","FURB","16556","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","460","2009","11","09","Brasil","Santa Catarina","Antônio Carlos",NA,"-48.87","-27.45","-48.8700000","-27.4500000","710","710",NA,"FURB15261","FURB15261","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-08 08:50:18-03","FURB","FURB","16610","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","204","2009","10","28","Brasil","Santa Catarina","Angelina",NA,"-49.05","-27.45","-49.0500000","-27.4500000","822","822",NA,"FURB15260","FURB15260","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 09:59:39-03","FURB","FURB","17014","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","665","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","-49.1394444","-27.0969444","660","660","Epífita IFFSC e578a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; flor vermelha","FURB15259","FURB15259","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 09:59:39-03","FURB","FURB","18042","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.C.","Korte, A.; Kniess, A.","1430","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas.","-49.68","-27.18","-49.6800000","-27.1800000","625","625","Florística IFFSC 513 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: epífita; flor rosa","FURB01100","FURB01100","2016","09","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 09:59:39-03","FURB","FURB","18111","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, EL","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3285","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","Florística IFFSC 40 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: liana;","FURB15258","FURB15258","2010","08","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 09:59:39-03","FURB","FURB","18323","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","3198","2009","11","28","Brasil","Santa Catarina","Siderópolis","Vila São Jorge.","-49.4088889","-28.6219445","-49.4088889","-28.6219445","43","43","Florística IFFSC 49 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Inicial a Médio Habito: liana;","FURB15257","FURB15257","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-08 08:50:18-03","FURB","FURB","18649","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","896","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB15256","FURB15256","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 09:59:39-03","FURB","FURB","20848","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.C.","Stival-Santos, A.; Legal, E. & Silveira, S.","1533","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","-49.0497222","-27.5400000","835","835","Florística IFFSC 348 Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: Fruto verde;","FURB15363","FURB15363","2016","09","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 09:59:39-03","FURB","FURB","20983","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1188","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","Epífita IFFSC e1025a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; Fruto seco;","FURB15255","FURB15255","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 09:59:39-03","FURB","FURB","21165","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1036","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","-49.5852777","-26.7275000","785","785","Epífita IFFSC e801a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB15254","FURB15254","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 09:59:39-03","FURB","FURB","21265","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1168","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","Epífita IFFSC e148a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto alado;","FURB15253","FURB15253","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 09:59:39-03","FURB","FURB","21304","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","984","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","526","526","Epífita IFFSC e173a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto seco e alado;","FURB15252","FURB15252","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 09:59:39-03","FURB","FURB","22508","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1626","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Epífita IFFSC e8003a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB15251","FURB15251","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 09:59:39-03","FURB","FURB","24145","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Beckhauser, TA","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","575","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Epífita IFFSC e993a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea; flor vermelha","FURB15250","FURB15250","2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 09:59:39-03","FURB","FURB","26478","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2198","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Epífita IFFSC e993b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB15249","FURB15249","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 09:59:39-03","FURB","FURB","28322","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2966","2010","07","10","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","710","710","Epífita IFFSC e388b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Montana; Estágio Avançado; interior do fragmento Habito: epífita;","FURB15248","FURB15248","2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 09:59:39-03","FURB","FURB","29033","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.C.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2529","2010","06","01","Brasil","Santa Catarina","São Martinho","Chicão - Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","558","558","Florística IFFSC e173b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: liana;","FURB15154","FURB15154","2016","09","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-14 09:59:39-03","FURB","FURB","29238","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.C.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2406","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","-49.5850000","-26.7275000","785","785","Florística IFFSC e801b (Liana) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: liana; Fruto seco;","FURB15153","FURB15153","2016","09","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-14 09:59:39-03","FURB","FURB","31584","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Gasper, AL de","Korte, A.; Kniess, A.","4483","2010","09","29","Brasil","Santa Catarina","Nova Trento","Rio Veado.","-49.1369444","-27.3605556","-49.1369444","-27.3605556","479","479","Florística IFFSC 425b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: liana; flor vermelha","FURB15247","FURB15247","2010","11","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-10-14 09:59:39-03","FURB","FURB","31595","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Gasper, AL de","Schmitt, J.L.; Caglioni, E.","3058","2010","10","12","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","Epífita IFFSC e148b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor vermelha","FURB13442","FURB13442","2010","11","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-10-14 09:59:39-03","FURB","FURB","31621","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Gasper, AL de","Korte, A.; Kniess, A.","4450","2010","09","30","Brasil","Santa Catarina","São João Batista","Próximo a SC 411.","-48.87","-27.2722223","-48.8700000","-27.2722223","119","119","Florística IFFSC 470b (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: liana; flor vermelha","FURB15246","FURB15246","2010","11","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
