"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"133","2021-03-15 18:25:07-03","USP","SPF","211261","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Martins, EGA","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","522","2013","07","05",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba, Rodovia ES 483. Após passagem sobre a ponte do rio Itapemirim e Estação Experimental do Incaper, entrada à direita em estrada de terra.","-41.465444","-20.770278",NA,"Palmeira ca. 4 m alt, próxima a estrada. DAP 8,59 cm. Folha (1) 3,53 m. Ca. de 80 pares de folíolos, folíolo na base 57 cm, folíolo mediano 72 cm, folíolo no ápice 33 cm. Folha (2) 2,72 m. Ca. 52 pares de folíolos, folíolo na base 11","SPF00211261",NA,"(Schott) Burret","117","117","-41.465444","-20.770278","2013","07","05",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 18:25:07-03","USP","SPF","152518","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Almeida-Costa, DG","Forzza, RC; Almeida, VR; Franco, BKS","2093","2002","03","23",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Erva arborescente, ca. 6 m alt., estipe densamente aculeada; acúleos em anéis regulares. Folhas com pecíolo de 30 cm compr., limbo ca. 4,5 m compr., folíolos discolores, glaucos na face abaxial, inflorescência ca. 50 cm compr., flore","SPF00152518",NA,"(Schott) Burret",NA,NA,NA,NA,"2018","04",NA,"11991","auto",NA,NA,NA,NA,NA
"135","2021-03-15 18:25:07-03","USP","SPF","140408","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Marcato, AC","Marcato, AC; Pirani, JR; Mello-Silva, R; Cordeiro, I; Assis, MC","217","1999","10","16",NA,"Brasil","Rio de Janeiro","Paraty","Parati-Mirim","-44.7131004333496","-23.2178001403809",NA,"Altura ca. 5 m, caule ca 2.5m. Folhas 8-10, bainha 40 cm, raque foliar 2.63m, folíolos 62, folíolo mediano 87x4.5cm. Pendúnculo inflorescência 26-37 cm, raque 17cm. Frutos castanho-escuros.; Próximo à praia, em restinga.","SPF00140408",NA,"(Schott) Burret",NA,NA,NA,NA,"1999","10",NA,"34470","auto",NA,NA,NA,NA,NA
"136","2021-03-15 18:25:07-03","USP","SPF","85808","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Henderson, A","Pardini, R; Mello-Silva, R; Campos, MTVA; Boulhosa, RLP","74","1992","07","05",NA,"Brasil","São Paulo","Sete Barras","Fazenda Intervales. Saibadela. Trilha do Araça.","-47.9199981689453","-24.3799991607666",NA,"Palmeira arborescente. Caule 8 m alt. e 12 cm diâm.; cespitosa. Raque 250 cm comp., 71 folíolos de cada lado. Inflorescência interfoliar, frutos amarronzados comestíveis.","SPF00085808",NA,"(Schott) Burret",NA,NA,NA,NA,"1992","07","13","34059","auto",NA,NA,NA,NA,NA
"137","2014-04-04 18:26:11-03","PNFM","IRAI","4212","S","Plantae","Magnoliophyta",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Dunaiski Jr, A.","Dunaiski Jr, A.","s.n.","2008","04",NA,NA,"Brasil","Paraná",NA,"Serra do mar",NA,NA,NA,NA,"IRAI00004212",NA,"(Schott) Burret",NA,NA,NA,NA,"2008","01","01",NA,NA,NA,NA,NA,NA,NA
"138","2019-09-04 19:04:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"A. Glaziou","8067",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"Type [status unknown]",NA
"139","2019-09-04 19:16:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"H. W. Schott","4113",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"Type [status unknown]",NA
"140","2019-01-25 15:38:26-02","IAC","IAC","37896","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","R.B. Torres et al.","R.B. Torres et al.","702","1999","04","13",NA,"Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental, área nativa","-47.8825","-24.608333",NA,"identificação confirmada por Almeida-Costa em 05/2018",NA,NA,"(Schott) Burret",NA,NA,"-47.882500","-24.608333","1999","04","13",NA,NA,NA,NA,NA,NA,NA
"141","2019-01-25 15:38:26-02","IAC","IAC","51963","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","E. Ramos et al.","E. Ramos; M. Eltink; J.F. Benedito & S. Santos","642","2009","11","07",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Capricórnio","-45.08222","-23.373767",NA,"Parcela H, subparcela 9, indivíduo n°151",NA,NA,"(Schott) Burret",NA,NA,"-45.082220","-23.373767","2009","11","07",NA,NA,NA,NA,NA,NA,NA
"142","2019-06-24 08:12:17-03","IAC","IAC","8353","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri","D.M. Dedecca","D.M. Dedecca; C.A. Krug & A. Gardini","s/nº","1947","06","06",NA,"Brasil","São Paulo","Peruíbe","Serra do Guarau","-46.9983","-24.32",NA,"col. caixa de papelão pequena. n.v Brejaúba; Ayri e Coco de Ayri.",NA,NA,"Mart.",NA,NA,"-46.9983","-24.3200","1947","06","17",NA,NA,NA,NA,NA,NA,NA
"143","2020-07-23 11:58:11-03","CEPLAC","CEPEC","150870","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","C. Pessoa","Oliveira, N.E.","159","2014","08","12",NA,"Brasil","Bahia","ITAMARAJÚ","Conglomerado BA_1412-1-7-33","-39.419722","-17.099722",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"39W25'11","17S5'59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17/11/2016"
"144","2020-07-23 11:58:11-03","CEPLAC","CEPEC","150795","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","C. Pessoa","Nogueira, M.G.C.","169","2014","07","22",NA,"Brasil","Bahia","teixeira de freitas","Conglomerado BA_1419-4-8-5","-39.779722","-17.459722",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"39W46'47","17S27'35",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17/9/2016"
"145","2020-07-23 11:58:11-03","CEPLAC","CEPEC","44604","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","L. R. Noblick","L. R. Noblick","4795","1989","02","03",NA,"Brasil","Bahia","MUCURÍ","2Km S Rio Mucuri e 8Km W BR-101, Faz. Martinica.","-39.65","-18.083333",NA,NA,NA,NA,NA,NA,NA,"39W39'0","18S5'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"146","2020-07-23 11:58:11-03","CEPLAC","CEPEC","44615","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","L. R. Noblick","L. R. Noblick","4780","1989","02","01",NA,"Brasil","Bahia","NOVA VIÇOSA","22Km SE Pov. Helvecia.","-39.366667","-17.883333",NA,NA,NA,NA,NA,NA,NA,"39W22'0","17S53'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"147","2021-04-08 17:13:19-03","UESB","HUESB","8762","S","Plantae","Monocotyledoneae",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Mariano Neto, E.","1679","2000","09","06",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,"Arvoreta, ca. 2m. Inflorescência. Floresta ombrófila densa, encontrada próximo a clareira pequena. Número 3983A da fitossociologia.","HUESB000008762",NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA
"148","2021-04-08 17:13:19-03","UESB","HUESB","8763","S","Plantae","Monocotyledoneae",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Mariano Neto, E.","793","2000","07","23",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,"Arvoreta, ca. 2,5m. Floresta alterada, encontrada em área de regeneração de clareira grande dentro da floresta. Número1680 da fitossociologia.","HUESB000008763",NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA
"149","2021-04-08 17:13:19-03","UESB","HUESB","7808","S","Plantae","Monocotyledoneae",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Mariano Neto, E.","1818","2000","09","10",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,"Arvoreta, ca. 2,5m. Frutos marrons. Floresta ombrófila densa. Número 4487 da fitossociologia.","HUESB000007808",NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA
"150","2019-11-13 16:04:27-03","UNISANTA","HUSC","10955","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Costa, D.; Martins, G.; Carminatto, A.; Lazarini, R.","23","2011","11","10",NA,"Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área B.","-46.25","-23.9899997711182",NA,"Palmeira com 3,5mts de altura, com inflorescência creme, plaqueta, 779.",NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"18989","auto",NA,NA,NA,NA,NA
"151","2019-11-13 16:04:27-03","UNISANTA","HUSC","673","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Souza, V.C.","Souza, V.C.","s.n.","1988","10","02",NA,"Brasil","São Paulo","Peruíbe","Praia do Arpoador; Estação ecológica Juréia-Itatins","-46.9900016784668","-24.3199996948242",NA,"Arvore com 6m de altura",NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"152","2020-07-21 15:08:13-03","UNISANTA","HUSC","12222","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Magenta; Villaça, I.","Villaça, I.M.","41","2018","09","11",NA,"Brasil","São Paulo","Santos","Monte Cabrão","-46.3300018310547","-23.9599990844727",NA,"arvore, palmeira, caule rigido com espinhos",NA,NA,"(Schott) Burret",NA,NA,NA,NA,"2018",NA,NA,"26836","auto",NA,NA,NA,NA,NA
"153","2019-11-13 16:04:27-03","UNISANTA","HUSC","12222","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Magenta; Villaça, I.","Villaça, I.M.","41","2018","09","11",NA,"Brasil","São Paulo","Santos","Monte Cabrão","-46.3300018310547","-23.9599990844727",NA,"arvore, palmeira, caule rigido com espinhos",NA,NA,"(Schott) Burret",NA,NA,NA,NA,"2018",NA,NA,"26836","auto",NA,NA,NA,NA,NA
"154","2020-01-31 10:37:33-03","IFAM","EAFM","11637","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Miranda, T.","Miranda, T.","226","2004","08","23",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso - Pereirinha, trilha","-47.9199981689453","-25.0100002288818",NA,"; DESC: arbóreo; alimentar/manufatura",NA,NA,"(Schott) Burret",NA,NA,NA,NA,"2004","08","23","37574","auto",NA,NA,NA,NA,NA
"155","2021-03-04 15:41:56-03","IF","SPSF","28342","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"J.A.Pastore & C.Moura","1080","2001","08","17","América do Sul","Brasil","SP","São Vicente","P.E.Xixová-Japuí","-46.371944","-23.976944",NA,"COLETA: Estipe 4,5m de altura; frutos amarronzados; folhas maiores com aprox. 4m de comprimento.; GEOGRAFIA: Trilha da Pedreira, primeiro acesso após mirante.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA
"156","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Glaziou, AFM","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Crescit late dispersa et frequens in Brasilia tropica et subaequatoriali, in silvis aboriginibus prov. Rio de Janeiro (in litt., Herb. n. 8067! et 12254!, praeterea Martius! et Schott!)",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Glaziou, AFM","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Incolis infesta ab aculeos, quibus vires letanum nigrorum addudentes attribunt",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2017-09-11 16:26:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,"Incolis infesta ob aculeos, quibus tetanum nigrorum adducentes attribuunt. (Glaziou!)",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2017-09-11 16:26:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","in silvis aboriginibus.","-43.21","-22.9",NA,"Incolis infesta ob aculeos, quibus tetanum nigrorum adducentes attribuunt. (Glaziou!)",NA,NA,"Mart.",NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"et in prov. MInarum, Spiritus Sancti et Bahiensi",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2017-09-11 16:26:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,"Incolis infesta ob aculeos, quibus tetanum nigrorum adducentes attribuunt. (Glaziou!)",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2017-09-11 16:26:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"Incolis infesta ob aculeos, quibus tetanum nigrorum adducentes attribuunt. (Glaziou!)",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Glaziou, AFM","s.n.Herb,",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","in silvis aboriginibus.","-43.21","-22.9",NA,"Incolis infesta ob aculeos, quibus tetanum nigrorum adducentes attribuunt. (Glaziou!)",NA,NA,"Mart.",NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2017-09-11 16:26:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","in silvis aboriginibus.","-43.21","-22.9",NA,"Incolis infesta ob aculeos, quibus tetanum nigrorum adducentes attribuunt. (Glaziou!)",NA,NA,"Mart.",NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-21 09:59:27-03","IBt","SP","315964","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Belinello, R","3213","1997","07","23",NA,"Brasil","São Paulo","Paraíba do Sul","Estação Experimental do Instituto Agronômico. Floresta de planície","-47.883333","-24.583333",NA,"Palmeira arbustiva, cespitosa. Estipes (4), até 4m x 9,5cm, aculeados. Folha: raque 3,39 m; folíolos, 75 pares, o mediano com 96 x 4,7 cm, esbranquiçados inferiormente. Frutos marrons. Associada a <em>Attalea dubia</em>, <em>Bactris setosa</em>, <em>",NA,NA,"(Schott) Burret","50","50","-47.883333","-24.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-21 09:59:27-03","IBt","SP","315964a","Carpo","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Belinello, R","3213","1997","07","23",NA,"Brasil","São Paulo","Paraíba do Sul","Estação Experimental do Instituto Agronômico. Floresta de planície","-47.883333","-24.583333",NA,"Palmeira arbustiva, cespitosa. Estipes (4), até 4m x 9,5cm, aculeados. Folha: raque 3,39 m; folíolos, 75 pares, o mediano com 96 x 4,7 cm, esbranquiçados inferiormente. Frutos marrons. Associada a <em>Attalea dubia</em>, <em>Bactris setosa</em>, <em>",NA,NA,"(Schott) Burret","50","50","-47.883333","-24.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 09:59:27-03","IBt","SP","288737","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Rodrigues, RR; et al.","33466","1995","02","15",NA,"Brasil","São Paulo","Iguape","Morro do Calvário","-41.491111","-24.655",NA,NA,NA,NA,"(Schott) Burret",NA,NA,"-41.491111","-24.655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-21 09:59:27-03","IBt","SP","315198","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Belinello, R","3212","1997","07","23",NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico","-47.883333","-24.583333",NA,NA,NA,NA,"(Schott) Burret","100","100","-47.883333","-24.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-21 09:59:27-03","IBt","SP","316610","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Belinello, R; Vieira, J; Jorge, A","3229","1997","07","25",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Bacia do rio Saibadela. Trilha do Quilombo (ou do Araçá)","-48.033333","-24.266667",NA,"Arborescente, ca. de 5 cespitosa. Estipe (só 1 desenvolvido), 5 m x 10 cm. Folha: 11 contemporâneas; bainha pelo menos 50 cm. pecíolo 8 cm. raque 300-345 cm. folíolos, 80-83 pares, regularmente arranjados e dispostos em um plano, o mediano 96-98 x 4,",NA,NA,"(Schott) Burret","100","270","-48.033333","-24.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-21 09:59:27-03","IBt","SP","316610a","Carpo","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Belinello, R; Vieira, J; Jorge, A","3229","1997","07","25",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Bacia do rio Saibadela. Trilha do Quilombo (ou do Araçá)","-48.033333","-24.266667",NA,"Arborescente, ca. de 5 cespitosa. Estipe (só 1 desenvolvido), 5 m x 10 cm. Folha: 11 contemporâneas; bainha pelo menos 50 cm. pecíolo 8 cm. raque 300-345 cm. folíolos, 80-83 pares, regularmente arranjados e dispostos em um plano, o mediano 96-98 x 4,",NA,NA,"(Schott) Burret","100","270","-48.033333","-24.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-21 09:59:27-03","IBt","SP","210077","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Medeiros Costa, JT","Kirizawa, M","1638","1986","08","08",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Subida do morro de captação de água doce","-47.9199981689453","-25.0100002288818",NA,"Altura mais ou menos 4,0 m, caule com espinho. Folha com 3,0 m de comprimento. Pericarpo verde, endosperma comestível",NA,NA,"(Schott) Burret",NA,NA,NA,NA,"1994","06","01","37574","auto",NA,NA,NA,NA,NA
"172","2019-11-21 09:59:27-03","IBt","SP","41320","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Noblick, LR","Hoehne, FC; Gehrt, A","s.n.","1939","07","24",NA,"Brasil","São Paulo","Caraguatatuba","Mata do mangue","-45.4099998474121","-23.6200008392334",NA,"Palmeira de espinhos pretos e compridos","SP055748","SP055748 SP055748_01 SP055748_02 SP055748_03 SP055748_04 SP055748_05 SP055748_06","(Schott) Burret",NA,NA,NA,NA,"1992","05","27","30093","auto",NA,NA,NA,NA,NA
"173","2019-11-28 09:18:15-03","IBt","SP","308976","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Melo, MMRF","Melo, MMRF; Oliveira, RJ","1105","1993","05","26",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Margens do rio Verde, próximo ao alojamento","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"174","2019-11-21 09:59:27-03","IBt","SP","269136","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Marcato, AC","Rossi, L; Chautems, A; Nicolau, SA; Espírito Santo, CE; Prado, DM","1275","1993","02","10",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Mata de planície ao lado do alojamento","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,"2000","09",NA,"55628","auto",NA,NA,NA,NA,NA
"175","2019-11-21 09:59:27-03","IBt","SP","245697a","Carpo","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Noblick, LR","Cordeiro, I; Mamede, MCH; Gomes da Silva, SJ; Nagatami, Y; Piacentin, EP","682","1990","09","19",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o campo próximo ao alojamento do IBAMA, mata de encosta","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,"1992","05","29","55628","auto",NA,NA,NA,NA,NA
"176","2019-11-21 09:59:27-03","IBt","SP","245697","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Noblick, LR","Cordeiro, I; Mamede, MCH; Gomes da Silva, SJ; Nagatami, Y; Piacentin, EP","682","1990","09","19",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o campo próximo ao alojamento do IBAMA, mata de encosta","-47.5499992370605","-24.7000007629395",NA,NA,"SP055749","SP055749 SP055749_01 SP055749_02 SP055749_03 SP055749_04 SP055749_05 SP055749_06","(Schott) Burret",NA,NA,NA,NA,"1992","05","29","55628","auto",NA,NA,NA,NA,NA
"177","2019-11-21 09:59:27-03","IBt","SP","102248","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Noblick, LR","Mattos, JR; Mattos, NF","13756","1966","05","24",NA,"Brasil","São Paulo","Paraibuna","Quase na divisa com Caraguatatuba","-45.6599998474121","-23.3799991607666",NA,"Numa capoeira. Touceira. Estipe com cerca de 2,5 m de altura",NA,NA,"(Schott) Burret",NA,NA,NA,NA,"1992","05","27","30824","auto",NA,NA,NA,NA,NA
"178","2019-11-21 09:59:27-03","IBt","SP","75423","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Mattos, JR","15609","1971","06",NA,NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental","-47.8800010681152","-24.7099990844727",NA,"Planta com ca. de 4 m alt. Folhas novas inermes. Estipe pouco espinhoso ou quase inerte. Frutos imaturos",NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"179","2019-11-21 09:59:27-03","IBt","SP","12249","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Noblick, LR","Luederwaldt, H","s.n.","1907","10","10",NA,"Brasil","São Paulo","Santos","Piassaguéra. Mata virgem","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,"1992","05","27","26836","auto",NA,NA,NA,NA,NA
