"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","typeStatus","infraspecificEpithet","sex"
"538","2021-02-11 17:18:16-03","UFPR","UPCB","92028","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos.","M.Kaehler","Novais, L.M.R. | Kaehler, M. | Barison, A.","IA4","2017","08","18","Brasil","Paraná","Curitiba","Rua João Itiberê, em frente a casa n°175, Jardim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore com flores de pétalas amarelo externamente.","UPCB0035105","UPCB0035105 UPCB0035105_1","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2021-02-11 17:18:16-03","UFPR","UPCB","92030","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos.","M.Kaehler","Novais, L.M.R. |A. Barison","IA13","2017","08","18","Brasil","Paraná","Curitiba","Rua Otávio Pereira dos Anjos, n°217 (ao lado), Jaredim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore com flores de pétalas amarelo externamente e com interior do tubo contendo riscos marrom.","UPCB0035026","UPCB0035026","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2021-02-11 17:18:16-03","UFPR","UPCB","92937","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos","Kaehler, M.","Novais, L.M.R | A. Barison","IA7","2017","08","18","Brasil","Paraná","Curitiba","Rua Otávio Pereira dos Anjos, n° 257, Jardim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Segunda árvore em frente a pracinha. Arvore com flores de pétalas amarelo externamente e com interior do tubo contendo riscos marrom.","UPCB0035036","UPCB0035036","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2021-02-11 17:18:16-03","UFPR","UPCB","92041","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos.","M.Kaehler","Novais, L.M.R. |A. Barison","IA6","2017","08","18","Brasil","Paraná","Curitiba","Rua Otávio Pereira dos Anjos, n°319, Jaredim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore com flores de pétalas amarelo externamente e com interior do tubo contendo riscos marrom.","UPCB0035027","UPCB0035027","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2021-02-11 17:18:16-03","UFPR","UPCB","92938","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos","Kaehler, M.","Novais, L.M.R | A. Barison","IA5","2017","08","18","Brasil","Paraná","Curitiba","Rua Reinaldo Issberner, n° 110, Cajuru.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Próximo a trincheira do shopping Jardim das Américas.. Arvore com flores de pétalas amarelo externamente e com interior do tubo contendo riscos marrom.","UPCB0035115","UPCB0035115","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2021-02-11 17:18:16-03","UFPR","UPCB","92032","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos.","M.Kaehler","Novais, L.M.R. |A. Barison","IA21","2017","09","23","Brasil","Paraná","Curitiba","Rua Rodolpho Senff, n°776 ( ao lado do portã), Jardim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore com flores de pétalas amarelo externamente e com interior do tobo contendo riscos marrom.","UPCB0035034","UPCB0035034","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2021-02-11 17:18:16-03","UFPR","UPCB","92031","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos.","M.Kaehler","Novais, L.M.R. |Kaehler, M. |A. Barison.","IA1","2017","08","18","Brasil","Paraná","Curitiba","Rus Amoroso Costa, n°33, Jardim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore com flores de pétalas amarelo externamente.","UPCB0035116","UPCB0035116","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2021-02-11 17:18:16-03","UFPR","UPCB","92042","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos.","M.Kaehler","Novais, L.M.R. |A. Barison","IA22","2017","09","26","Brasil","Paraná","Curitiba","Rua Marechal Cardoso Júnior, n° 407, Jardim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore com flores de pétalas amarelo externamente e com interior do tubo contendo riscos marrom.","UPCB0035025","UPCB0035025","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2021-02-11 17:18:18-03","UFPR","UPCB","1706","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.","Smith, L.B.","Reitz, R.","3541","1948","09","26","Brasil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Árvore, 10m, flor amarela. Mata. Alt. 35 m.s.n.m..",NA,NA,"1949","01","01",NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2021-02-11 17:18:18-03","UFPR","UPCB","32142","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.","Smith, L.B.","Reitz, R.","3541","1948","09","26","Brasil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Árvore, 10m, flor amarela. Mata. Alt. 35 m.s.n.m..",NA,NA,"1949","01","01",NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2021-02-11 17:18:18-03","UFPR","UPCB","37183","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.","Dunaiski Jr., A.","Dunaiski Jr., A.","959","1998","11","15","Brasil","Paraná","Curitiba","Bairro Bom Retiro","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore 6m, flores amarelas, cultivada. Nome vulgar: ypê-amarelo..",NA,NA,"1998","11","16",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2021-02-11 17:18:18-03","UFPR","UPCB","34607","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.","Santos, E.P. et al.","Santos, E.P.","557","1998","09","11","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore de ± 4 m, flores amarelas. Interior de mata nebular, 1210 m de altitude..",NA,NA,"1999","01","20",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2017-05-15 13:38:00-03","MO","MOBOT","1042246","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"C. Lira|et al.","Lira 322A","1980","10","3","Brazil","Rio de Janeiro",NA,"Teresopolis a Itaipava.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"551","2017-05-11 15:06:00-03","MO","MOBOT","1041900","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Gert G. Hatschbach","Hatschbach 11430","1964","8","30","Brazil","Rio de Janeiro",NA,"Recreio dos Bandeirantes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"552","2017-05-11 14:59:00-03","MO","MOBOT","100661720","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"L.A. Gomes|R.M. Deda|E. Santos|G.M.A. Matos","Gomes 325","2012","2","24","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mato do Crasto: Borda de mata Mata Atlântica.","-37.4208334","-11.3933333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"553","2019-02-19 04:30:00-03","MO","MOBOT","1015964","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"C.F.P. Martius","Martius s.n.","1817",NA,NA,"Brazil","Espírito Santo",NA,"S. Spiritus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"554","2017-05-23 14:28:00-03","MO","MOBOT","1041505","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"A. Castellanos|Harold E. Strang","Castellanos s.n.","1965","7","24","Brazil","Rio de Janeiro",NA,"Guanabara, Res. Biologica de Jacarepagua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"555","2017-05-11 14:48:00-03","MO","MOBOT","1042355","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Guido F.J. Pabst|et al.","Pabst 9131","1964","8","29","Brazil","Rio de Janeiro",NA,"Guanabara, Restinga Recreio dos Bandeirantes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"556","2017-05-15 13:37:00-03","MO","MOBOT","1042371","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Guido F.J. Pabst","Pabst 9645","1978","9","10","Brazil","Rio de Janeiro",NA,"Restinga de Jacarepagua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"557","2017-05-15 13:54:00-03","MO","MOBOT","1042863","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"* SILVA","SILVA 84","1978","8","7","Brazil","Espírito Santo",NA,"Proced. Reserva Florestal da C/V.R.D, Linhares, ES, Estrada X-1, km .800 lado esquerdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"558","2017-05-15 13:39:00-03","MO","MOBOT","1042872","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Dorothy Araujo","Araujo 672","1975","4","16","Brazil","Rio de Janeiro",NA,"Perto de Marica, Lagoa do Padre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"559","2020-07-04 13:38:00-03","MO","MOBOT","1042905","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Alexander C. Brade","Brade 11023","1931","3",NA,"Brazil","Rio de Janeiro",NA,"Pedra Bonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"560","2017-05-11 15:03:00-03","MO","MOBOT","1042942","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Peter H. Davis","Davis 59722","1976","8","15","Brazil","São Paulo",NA,"Itatitaba to Braganca Paulista.",NA,NA,NA,NA,"650.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"561","2017-05-11 15:11:00-03","MO","MOBOT","1042958","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"A. Eupunino","Eupunino 140","1972","1","5","Brazil","Bahia",NA,"Sta. Cruz de Cabralia, Res. Bio. Pau-brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"562","2020-07-10 15:11:00-03","MO","MOBOT","1042977","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"J. Fontella Pereira","Fontella 196pp","1967","8",NA,"Brazil","Rio de Janeiro",NA,"Guanabara, Jardim Botanico do Rio de Janeiro. Cultivated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"563","2020-07-11 11:36:00-03","MO","MOBOT","1042985","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"C.V. Freire","Freire 342","1930","8",NA,"Brazil","Rio de Janeiro",NA,"Horto Botanico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"564","2017-05-15 13:50:00-03","MO","MOBOT","1043003","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Alwyn H. Gentry","Gentry 21494","1978","1","29","Brazil","Minas Gerais",NA,"Ca. 12 km SW of Monteverde, Parana pine forest and disturbed second growth.",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"4219","1",NA,NA,NA,NA,NA,NA
"565","2017-05-15 13:51:00-03","MO","MOBOT","1043013","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Alwyn H. Gentry","Gentry 21500","1978","1","29","Brazil","São Paulo",NA,"Weedy second growth at border with Minas Gerais on Itatiba-Paaso Alegre road.",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"4220","1",NA,NA,NA,NA,NA,NA
"566","2017-05-15 13:53:00-03","MO","MOBOT","1043021","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Jean B.A. Guillemin","Guillemin 783",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"567","2017-05-15 13:52:00-03","MO","MOBOT","1043035","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"José L. Hage","Hage 1020","1981","7","1","Brazil","Bahia",NA,"Ilheus, CEPEC, 22 km da Rodovia Ilheus/Itabuna",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"568","2017-05-11 14:48:00-03","MO","MOBOT","1043039","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Ezechias P. Heringer|George Eiten","Heringer 15009","1975","9","17","Brazil","Minas Gerais",NA,"Marlieria, Parque Estadual do Rio Doce.","-42.6","-19.7666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"569","2017-05-23 14:24:00-03","MO","MOBOT","1043065","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"R. Kummrow","Kummrow 108","1974","10","19","Brazil","Paraná",NA,"Vossoroca, Tijucas do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"570","2017-05-23 14:28:00-03","MO","MOBOT","1043086","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"LINO","LINO 135","1972","10","5","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares-CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"571","2017-05-11 15:10:00-03","MO","MOBOT","1043136","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"G. Machado Nunes","Machado Nunes 33",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Mata do Dr. Avellar em Avellar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"572","2017-05-11 15:20:00-03","MO","MOBOT","1043153","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Ynés Mexia","Mexia 5196","1930","10","21","Brazil","Minas Gerais",NA,"Vicosa, road to San Miguel.",NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"573","2017-05-15 13:31:00-03","MO","MOBOT","1043162","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Ynés Mexia","Mexia 5226","1930","10","28","Brazil","Minas Gerais",NA,"Vicosa, Road from Sao Geraldo to Chacha Faz. Sao Geraldo",NA,NA,NA,NA,"720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"574","2017-05-11 15:04:00-03","MO","MOBOT","1043197","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Michael H. Nee","Nee 3386","1970",NA,NA,"Brazil","Rio de Janeiro",NA,"Above Rua Aprazivel and Rua Fr. de Andrade Guanabara.",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"575","2017-05-11 15:02:00-03","MO","MOBOT","1043215","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Michael H. Nee","Nee 3417","1970",NA,NA,"Brazil","Rio de Janeiro",NA,"Guanabara, Above Rua Aprazivel and Rua Fr. de Andrade",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"576","2017-05-11 14:50:00-03","MO","MOBOT","1043225","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"R.F. de Oliveira","Oliveira 162","1976","3","3","Brazil","Rio de Janeiro",NA,"Marica, Bambui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"577","2017-05-11 14:51:00-03","MO","MOBOT","1043241","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Guido F.J. Pabst","Pabst 9672","1979","1",NA,"Brazil","Rio de Janeiro",NA,"Restinga de Sernambetiba pr Pedra Itauna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"578","2017-05-11 15:07:00-03","MO","MOBOT","1043257","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"R.S. Pinheiro","Pinheiro 285","1967","10","14","Brazil","Bahia",NA,"Itaju, rod. Palmira-Itaju",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"579","2018-06-22 05:24:00-03","MO","MOBOT","1043362","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 4134","1960",NA,NA,"Brazil","Santa Catarina",NA,"Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"580","2018-06-22 05:24:00-03","MO","MOBOT","1043381","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 7105","1958","9","12","Brazil","Santa Catarina",NA,"Alto Matador, Pinhal, Rio do Sul.",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"581","2018-06-22 05:24:00-03","MO","MOBOT","1043389","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 9130","1959",NA,NA,"Brazil","Santa Catarina",NA,"Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"582","2017-05-11 15:03:00-03","MO","MOBOT","1043398","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Ferreira, *","Ferreira 120","1973","7","9","Brazil","Rio de Janeiro",NA,"Jacarepaguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"583","2017-05-11 15:18:00-03","MO","MOBOT","1043409","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Talmon S. dos Santos","Santos 394","1969","10","2","Brazil","Bahia",NA,"Itaju do Colonia a Santa Cruz da Vitoria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"584","2017-05-11 14:47:00-03","MO","MOBOT","1043430","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"J.P. Lanna S.","Lanna Sobrinho 942","1965","10","12","Brazil","Rio de Janeiro",NA,"Guanabara, Tijuca, Av. Edison Passos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"585","2017-05-15 13:33:00-03","MO","MOBOT","1043439","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Sousa","Sousa s.n.(82211)","1936","2","28","Brazil","Rio de Janeiro",NA,"Proximo ao Jardim no Horto Florestal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"586","2017-05-23 14:23:00-03","MO","MOBOT","1043460","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Harold E. Strang","Strang 539","1963","8","26","Brazil","Rio de Janeiro",NA,"Jacarepagua, Guanabara, Estrada do Querengue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"587","2017-05-11 15:14:00-03","MO","MOBOT","1043472","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Dimitri Sucre","Sucre 1084","1966","8","31","Brazil","Rio de Janeiro",NA,"Guanabara, Restinga de Grumari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
