"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","typeStatus","infraspecificEpithet","sex"
"181","2019-02-15 11:35:00-02","IPA","IPA","4931","S","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Espírito-Santo, F.S.","Pickel, B.","1218","1928","01","26","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento. Mata.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"Flor amarelo-dourada com fauce de labio inferior (3) rajado de sépia e pelos branco. Frutos novos.","IPA0004931",NA,"2011","04","26","Plantae",NA,"Southern America",NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-03-22 12:20:16-03","IPA","IPA","83048","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.",NA,"Mercês, P.F.F. das; Alves, R.C.C.; Alves, R.C.C.","17","2009","03","11","Brasil","Pernambuco","Recife","Sede do IPA - Av. Gal. San Martin.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Arbusto com cerca de 2 metros. Flores amarelas gamopétala.","IPA0083048",NA,NA,NA,NA,"Plantae",NA,"Southern America",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-08-27 13:33:01-03","IAP","PACA-AGP","117698","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Maluf, R. W.","Padilha, C.",NA,"2007","02",NA,"Brasil","RS","Canela","FLONA de Canela","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,NA,"PACA117698",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-08-27 13:33:05-03","IAP","PACA-AGP","92192","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.",NA,"Ohlweiler, A. A.","240","1996","09","29","Brasil","RS","Canoas","Parque Getúlio Vargas","-51.1836013793945","-29.9178009033203",NA,NA,"200","200","cultivada. HASU 4209.","PACA092192",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"8037","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-08-27 13:33:05-03","IAP","PACA-AGP","92191","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.","N. S. Bittencourt","N. S. Bittencourt",NA,"1996","08","29","Brasil","RS","São Leopoldo","Novo Câmpus da UNISINOS","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PL nº 12. HASU 5600.","PACA092191",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-08-27 13:33:05-03","IAP","PACA-AGP","93831","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.","F. C. Xavier","F. C. Xavier","92","2004",NA,NA,"Brasil","RS","Triunfo","Rio Jacuí (ilhota)","-51.7181015014648","-29.9433002471924",NA,NA,NA,NA,"HASU------.","PACA093831",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"41194","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-08-27 13:33:05-03","IAP","PACA-AGP","96360","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.","M. Zanotto","M. Zanotto",NA,"2005","02","14","Brasil","SC","Maravilha",NA,"-53.1725006103516","-26.760799407959",NA,NA,"550","550","HASU-------.","PACA096360",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"12440","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-08-27 13:33:05-03","IAP","PACA-AGP","65376","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.","N. Y. Sandwith","Reitz & Klein","7105","1958","09","12","Brasil","SC","Rio do Sul","Alto Matador","-49.6431007385254","-27.2141990661621",NA,NA,"800","800","Planta com 4m de altura.&nf;BR 2330 Habitat: pinhal - banhado Fenofase: flor amarela Hábito: arvoreta","PACA065376",NA,"1960",NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"15163","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-20 21:16:12-03","UFV","VIC","29440","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Araújo, R.S. de","Araújo, R.S. de; et al.","09","2006","07","28","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Estrada de acesso à Trilha da Serrinha. Floresta Estacional Semidecídua.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbórea com cerca de 3,0 metros de altura; cálice densamente piloso, flor amarela ouro, guias de néctar avermelhados.","VIC029440","VIC029440","2006","09","26",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-20 21:16:12-03","UFV","VIC","29441","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Araújo, R.S. de","Messias, M.C.T.B.","1221","2006","07","05","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Próximo à Fazenda do Manso. Floresta Estacional Semidecídua.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore com c.a. de 3,0 metros de altura. Flores amarelas. Frutos castanhos.","VIC029441","VIC029441","2008","02","20",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-20 21:16:12-03","UFV","VIC","29435","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Araújo, R.S. de","Araújo, R.S. de; et al.","146","2007","10","12","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Trilha do Tezoreiro. Área de capão sobre canga ferruginosa.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbórea com c.a. de 3,0 metros de altura; cálice densamente pisolo, flores amarelas.","VIC029435","VIC029435","2007","10","12",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-20 21:16:12-03","UFV","VIC","40526","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Simão, M.V.R.C.","Simão, M.V.R.C.","355","2012","10","22","Brasil","Minas Gerais","Viçosa","Mata do Paraíso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore, 7 m, fruto imaturo muito piloso, dourado, cálice persistente marrom ferrugíneo","VIC040526","VIC040526","2013","06","13",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-20 21:16:12-03","UFV","VIC","29438","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Araújo, R.S. de","Araújo, R.S. de; et al.","29","2006","09","26","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Trilha do Tizoreiro, capão de mata sobre canga.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbórea com cerca de 6,0 metros de altura; cálice densamente piloso, flor amarela ouro, guias de néctar avermelhadas.","VIC029438","VIC029438","2006","09","26",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-20 21:16:12-03","UFV","VIC","29439","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Araújo, R.S. de","Araújo, R.S. de; et al.","25","2006","09","25","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Trilha da Estrada de Baixo. Floresta Estacional Semidecídua.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbórea com cerca de 7,0 metros de altura; cálice densamente piloso, flor amarela ouro, guias de néctar avermelhadas.","VIC029439","VIC029439","2006","09","26",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-20 21:16:12-03","UFV","VIC","29437","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Araújo, R.S. de","Araújo, R.S. de; et al.","37","2006","10","17","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Trilha da Tiroleza. Floresta Estacional Semidecídua.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbórea com cerca de 12 metros de altura; cálice densamente piloso, flor amarela ouro, guias de néctar avermelhados.","VIC029437","VIC029437","2006","10","26",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-20 21:16:12-03","UFV","VIC","29436","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Araújo, R.S. de","Araújo, R.S. de; et al.","43","2006","12","11","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Trilha Mata do Sibrão. Floresta Estacional Semidecídua.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbórea com cerca de 2,0 metros de altura; cálice densamente piloso, flor amarela ouro, com guias de néctar avermelhados.","VIC029436","VIC029436","2006","12","16",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-20 21:16:17-03","UFV","VIC","536","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Sandwith","Mexia, Y.","5196","1930","10","21","Brasil","Minas Gerais","Viçosa","Estrada para São Miguel, Pasto aberto. Altitude de 700 metros.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore com 8,0 metros de altura; flores amarelo-canário com garganta vermelha. Madeira dura usada para confecção de rodas. Comum.","VIC000536","VIC000536",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-20 21:16:17-03","UFV","VIC","29837","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Lopes, M.M.M.","Lopes, M.M.M.; Arato, H.D.","136","2002","09","15","Brasil","Minas Gerais",NA,"Rodovia Viçosa - Serra do Brigadeiro, Barranco na beira da pista.",NA,NA,NA,NA,NA,NA,"Arvoreta sem folhas; corola amarela.","VIC029837","VIC029837","2003","05","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-20 21:16:17-03","UFV","VIC","36159","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Siqueira, L.C. de","Siqueira, L.C. de; et al.","413","2006","09","18","Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento da Senhora Lourdes Severina Costa; entorno do Parque Estadual Serra do Brigadeiro. Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura; flor amarela.","VIC036159",NA,"2007","05","18",NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-20 21:16:17-03","UFV","VIC","1133","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Sandwith","Mexia, Y.","5226","1930","10","28","Brasil","Minas Gerais","Viçosa","Rodovia São Geraldo - Chacha, Fazenda São Geraldo. Em pasto aberto. Altitude de 720 metros.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore com 7,0 metros de altura. Fruto marrom-claro. Frequente.","VIC001133","VIC001133",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-20 21:16:17-03","UFV","VIC","10963","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.",NA,"Silva, A.F. da","1320","1985","10","24","Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Mata do Horto.","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore esguia com 5,0 metros de altura; frutos castanhos.","VIC010963","VIC010963",NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-20 21:16:17-03","UFV","VIC","25439","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Krieger, L.","Cuconato, J.D.","14812","1977","08","13","Brasil","Minas Gerais","Juiz de Fora","Benfica, Pasto.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore; flores amarelas, cálices castanhos-amarelados, folhas ausentes na época da floração.","VIC025439","VIC025439","1977","08","13",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-20 21:16:17-03","UFV","VIC","6377","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.",NA,"Júlio Filho, A.","s.n.","1979","10","15","Brasil","Minas Gerais","Viçosa","Campus da UFV, Cultivada no Jardim Botânico, sob o nº 155a.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Arvoreta de 4,0 metros de altura; flores amarelas.","VIC006377","VIC006377",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-20 21:16:17-03","UFV","VIC","17002","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.",NA,"Lopes, W.P. de; et al.","s.n.","1994","01","13","Brasil","Minas Gerais","Viçosa","Campus da UFV, Jardim Botânico.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore com c.a. de 9,0 metros de altura. Indivíduo 292. Projeto JBII.","VIC017002","VIC017002",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-20 21:16:17-03","UFV","VIC","19030","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.",NA,"Pereira-Silva, G.; et al.","10834","2006","07","04","Brasil","Minas Gerais","Mar de Espanha","Área do UHE Simplício - RJ - MG, Floresta Estacional Semidecidual. Relevo acidentado com solo argilo-arenoso. Altitude de 240 metros. Área de infuência direta (lago).","-42.852778","-21.958889","-42.852778","-21.958889",NA,NA,"Árvore com 8,0 metros de altura. Frequente no local.","VIC019030","VIC019030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-20 21:16:17-03","UFV","VIC","29211","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Lopes, M.M.M.","Lopes, M.M.M.; et al.","10","2001","09","27","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata do Paraíso, aceiro.","-42.860278","-20.793333","-42.860278","-20.793333",NA,NA,"Corola amarela; sem folhas; flores visitadas por abelhas e beija-flores.","VIC029211","VIC029211","2003","05","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-20 21:16:17-03","UFV","VIC","29487","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Lopes, M.M.M.","Lopes, M.M.M.; et al.","52","2001","12","05","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata do Paraíso, aceiro.","-42.860278","-20.793333","-42.860278","-20.793333",NA,NA,"Folíolos subcoriáceos; frutos maduros (idem coleta nº 10).","VIC029487","VIC029487","2003","05","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-12-20 21:16:17-03","UFV","VIC","36161","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Siqueira, L.C. de","Siqueira, L.C. de; et al.","445","2006","10","29","Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento da Senhora Lourdes Severina Costa; entorno do Parque Estadual Serra do Brigadeiro. Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"Árvore, c.a. de 4,0 metros de altura; na descida do pasto; presença de fruto.","VIC036161",NA,"2007","05","18",NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-20 21:16:17-03","UFV","VIC","9556","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Lopes, M.M.M.","Vidal, M.R.R.; et al.","753","1986","03","15","Brasil","Rio de Janeiro","Arraial do Cabo","Pontal do Atalaia","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,"Arbusto de 0,5 a 1,5 metros de altura; flores amarelas.","VIC009556","VIC009556","2003","09","01",NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-10 14:35:01-03","UFSC","CTBS","292","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Scipioni, M.C.","Santos, Vanderlei dos (Guga)","9","2012","10","16","Brasil","Santa Catarina","Curitibanos","Centro da cidade de Curitibanos","-50.580925","-27.282861","50°34'51.33W","27°16'58.30S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-10 14:35:01-03","UFSC","CTBS","3462","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Kohler, C.P.","Kohler, M.C.C.P.","1","2015","08","15","Brasil","Santa Catarina","Curitibanos","em frente ao asilo, na praça da Cruz","-50.576956","-27.284603","50°34'37.04W","27°17'4.57S",NA,NA,"Árvore de 3 a 10 metros de altura,copa globosa e densa, folhas opostas compostas palmadas. Flores amarelas.",NA,NA,"2015","08","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-02-27 16:43:49-03","UFSC","CTBS","3235","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Stand.","Haag., R.V.","Haag, Renata Vezaro","4","2017","09","16","Brasil","Santa Catarina","Frei Rogério",NA,"-50.8046989440918","-27.1746997833252",NA,NA,NA,NA,"Campo nativo, solo argiloso. Espécies caducifolia, pode atingir até 30 metros de alt. Flores grandes, cor amarelo-ouro.",NA,NA,"2017","09","06",NA,NA,NA,NA,"14872","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-10-20 14:17:07-03","UFOPA","HSTM","3065","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Suemitsu, C.","Suemitsu, C.","1638","2001","03",NA,"Brasil","Pará","Belterra","Faz. TREVISO-Maflops, ramal do km 96 da BR-163. Espécie cultivada introduzida da Ásia.","-54.929167","-3.348056","54º55'45''W","3º20'53''S",NA,NA,NA,"HSTM003065","HSTM003065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-24 17:08:44-03","UFES","SAMES","849","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.","Ribeiro,M.","Coelho,R.; Ribeiro,M.;Marcarini,L.","102","2011","08","21","Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta de tabuleiro, ao lado do alojamento do sede da Reserva.","-39.7322006225586","-18.5932998657227","-398050000.0","-182625000.0",NA,NA,"Flore com pétalas amarelas, cálice marron, coberto por tricomas, assim como os galhos.","SAMES00849",NA,"2011","08","21",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-11-21 14:32:25-03","UFJF","CESJ","18313","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"L. Krieger","CESJ18313",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fruto cápsula septífraga. Nome vulgar: ipê amarelo. Material exclusivo da carpoteca.","CESJ018313",NA,NA,NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-21 14:32:25-03","UFJF","CESJ","15416","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","L. Roth","s.n.,","1955","08","10","Brasil","Minas Gerais","Belo Horizonte","Venda Nova","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Arbusto do campo, flores amarelas.","CESJ015416",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-11-21 14:32:29-03","UFJF","CESJ","7334","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","L. Krieger","CESJ7334","1969","10","10","Brasil","Minas Gerais","Bicas",NA,"-43.059398651123","-21.7252998352051",NA,NA,NA,NA,"Árvore, flores amarelas. Os pelos dos frutos novos fornecem um tipo de pó-de-mico.","CESJ007334",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"12772","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-11-21 14:32:25-03","UFJF","CESJ","15460","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","M. Ponce","s.n.,","1977","01","14","Brasil","Minas Gerais","Chácara","Sítio Divina Providência","-43.2216987609863","-21.6721992492676",NA,NA,NA,NA,"Árvore até 10m ou mais. Flores amarelas, madeira de lei amarela. Sementes, cerne pardo. Ipê tabaco verdadeiro.","CESJ015460",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"11133","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-11-21 14:32:25-03","UFJF","CESJ","34709","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","R.C. Forzza; V.R. Almeida; L.C.S. Assis; L.F.A. Fazza","1897","2001","10","14","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta, em borda de mata, ca. 2,5m alt. Folhas discolores; ramos ferrugíneos. Flores com cálice ferrugíneo; corola amarela. Frutos com indumento ferrugíneo.","CESJ034709",NA,"2011","09","13","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-11-21 14:32:25-03","UFJF","CESJ","37118","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","R.C. Forzza; V.R. Almeida; B.K.S. Franco","2096","2002","03","23","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta ca. 4m alt. Folhas discolores. Flore com cálice verde-claro, recoberto por indumento castanho; corola amarela; falce com estrias vermelhas.","CESJ037118",NA,"2011","09","13","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-11-21 14:32:25-03","UFJF","CESJ","14812","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","J.D.Cuconato","s.n.,","1977","08","13","Brasil","Minas Gerais","Juiz de Fora","Benfica","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore de 4m, em pasto, flores amarelas, cálices castanhos amarelados, folhas ausente na época da floração.","CESJ014812",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-11-21 14:32:25-03","UFJF","CESJ","42906","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","I.L. Rodrigues; A.F.Cabral; G.T.M. Barino","s.n.,","2004","08","21","Brasil","Minas Gerais","Juiz de Fora","Mata do Cedam Parque da Lajinha","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore perenifoloia ca.6m. Com inflorescência amarelas. Encontradas ao redor do lago.","CESJ042906",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
