"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","imagecode","stateProvince","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","sex"
"47","2021-03-01 16:25:32-03","UNICAMP","UEC","48578","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Leitão Filho, HF; Rodrigues, RR; Martins, FR","20129",NA,"Brazil","Estação experimental do Instituto Florestal em área de cerrado.",NA,NA,"Arbusto até 1,5 mts; capítulos com flores amarelas.; Cerradão.","UEC129754","Magnoliopsida",NA,"Gardner","1988","02","UEC129754","São Paulo","10","-50.4099998474121","-22.6599998474121",NA,NA,"Sanches, MC","Assis","23972","auto","1992","05",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 09:29:37-03","UFRRJ","RBR","46043","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"G.T.R. Alves","s/n",NA,"Brasil","Fazenda Ventania de cima. Mata de dossel aberto, topo de morro com muitas árvores mortas.",NA,NA,NA,"RBR00046043",NA,NA,"Gardner","2014","05",NA,"Rio de Janeiro","20","-42.21","-21.329722","731","731","M. Gomes","Miracema",NA,NA,"2018","04","24","42º12'36''W","21º19'47''S",NA,NA,NA,NA
"49","2020-12-21 16:17:36-03","MBM","MBM","259890","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Souza, L.C.","181","Southern America","Brazil","Estação Experimental",NA,NA,NA,"MBM259890",NA,NA,"Gardner","1997","12","MBM259890","São Paulo","07","-48.0499992370605","-23.5900001525879",NA,NA,"Franco, G.A.D.C.","Itapetininga","40712","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:17:36-03","MBM","MBM","60448","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Irwin, H.S.; Harley, R.M.; Onishi, E.; Harley, R.M.; Onishi, E.","30216","Southern America","Brazil","Serra do Espinhaço, Near summit of Serra da Piedade, ca. 35km E of Belo Horizonte, near BR-31.",NA,NA,"Shrub to ca. 1.25m tall. Heads yellow.; Exposed slopes. Steep iron-rich rocky slopes.","MBM060448",NA,NA,"Gardner","1971","01",NA,"Minas Gerais","13",NA,NA,"1800","2000","Moreira, G.L.",NA,NA,NA,"2018","05",NA,NA,NA,NA,NA,NA,NA
"51","2016-10-27 15:58:26-02","MNHN","RECOLNAT_MNHN_P","P01167725","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Martius, C.F.P. von",NA,NA,"Brésil","Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167725' target='other'> <mi>dwc_moreinfo</mi></a>","P01167725",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P01167725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"821",NA,NA,NA
"52","2015-10-06 19:46:48-03","MNHN","RECOLNAT_MNHN_P","P02140368","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Claussen, P.",NA,NA,"Brésil","Minas Geraes","hb",NA,"2ème envoi reçu en octobre 1839 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140368' target='other'> <mi>dwc_moreinfo</mi></a>","P02140368",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02140368_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-10-04 23:23:35-03","MNHN","RECOLNAT_MNHN_P","P02140369","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii","syntype","Warming, E.",NA,NA,"Brésil","Serra da Piedade","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140369' target='other'> <mi>dwc_moreinfo</mi></a>","P02140369",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02140369_01",NA,NA,NA,NA,NA,NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-10-05 06:35:43-03","MNHN","RECOLNAT_MNHN_P","P02140370","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii","syntype","Riedel",NA,NA,"Brésil","Serra da Piedade, in saxosis","hb",NA,"[P02140370 et P02140371 sur la même part] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140370' target='other'> <mi>dwc_moreinfo</mi></a>","P02140370",NA,NA,"Sch.Bip. ex Baker","1825","1","P02140370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1442",NA,NA,NA
"55","2020-02-13 14:47:07-03","MNHN","RECOLNAT_MNHN_P","P02140371","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Riedel",NA,NA,"Brésil","Serra dos Orgaos: in sylvaticis apricis","hb",NA,"[P02140370 et P02140371 sur la même part] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140371' target='other'> <mi>dwc_moreinfo</mi></a>","P02140371",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02140371_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-10-09 19:21:26-03","MNHN","RECOLNAT_MNHN_P","P02140372","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii","syntype","Riedel",NA,NA,"Brésil","Serra da Piedade, in saxosis","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140372' target='other'> <mi>dwc_moreinfo</mi></a>","P02140372",NA,NA,"Sch.Bip. ex Baker","1825","1","P02140372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1442",NA,NA,NA
"57","2016-10-26 10:03:24-02","MNHN","RECOLNAT_MNHN_P","P02531534","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","Provice Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531534' target='other'> <mi>dwc_moreinfo</mi></a>","P02531534",NA,NA,"Sch.Bip. ex Baker","1816","1","P02531534_01","Minas Gerais","1",NA,NA,NA,NA,"Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,"B1 1698",NA,NA,NA
"58","2016-10-26 10:03:23-02","MNHN","RECOLNAT_MNHN_P","P02531535","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","Province de Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531535' target='other'> <mi>dwc_moreinfo</mi></a>","P02531535",NA,NA,"Sch.Bip. ex Baker","1816","1","P02531535_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2016-10-25 17:14:50-02","MNHN","RECOLNAT_MNHN_P","P02531536","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","Province de Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531536' target='other'> <mi>dwc_moreinfo</mi></a>","P02531536",NA,NA,"Sch.Bip. ex Baker","1816","1","P02531536_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-04 05:39:03-03","MNHN","RECOLNAT_MNHN_P","P02531537","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Saint-Hilaire, G. de",NA,NA,"Brésil","Province de Monas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531537' target='other'> <mi>dwc_moreinfo</mi></a>","P02531537",NA,NA,"Sch.Bip. ex Baker","1816","1","P02531537_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-10-26 10:00:36-02","MNHN","RECOLNAT_MNHN_P","P02531541","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Claussen",NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531541' target='other'> <mi>dwc_moreinfo</mi></a>","P02531541",NA,NA,"Sch.Bip. ex Baker","1841","1","P02531541_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1220",NA,NA,NA
"62","2016-10-26 10:24:58-02","MNHN","RECOLNAT_MNHN_P","P02531542","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Claussen, P.",NA,NA,"Brésil","Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531542' target='other'> <mi>dwc_moreinfo</mi></a>","P02531542",NA,NA,"Sch.Bip. ex Baker","1841","1","P02531542_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-10-26 10:24:57-02","MNHN","RECOLNAT_MNHN_P","P02531543","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Riedel, L.",NA,NA,"Brésil","Brasilia","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531543' target='other'> <mi>dwc_moreinfo</mi></a>","P02531543",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02531543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-10-26 10:21:11-02","MNHN","RECOLNAT_MNHN_P","P02531544","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Riedel, L.",NA,NA,"Brésil","Brasilia","hb",NA,"Donné par le Jardim Imp. de St. Pétersbourg 1863 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531544' target='other'> <mi>dwc_moreinfo</mi></a>","P02531544",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02531544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2016-10-26 10:21:10-02","MNHN","RECOLNAT_MNHN_P","P02531545","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Martius, C.F.P. von",NA,NA,"Brésil","Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531545' target='other'> <mi>dwc_moreinfo</mi></a>","P02531545",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02531545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"824",NA,NA,NA
"66","2016-10-26 10:11:48-02","MNHN","RECOLNAT_MNHN_P","P02531546","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Martius, C.F.P. von",NA,NA,"Brésil","Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531546' target='other'> <mi>dwc_moreinfo</mi></a>","P02531546",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02531546_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"824",NA,NA,NA
"67","2015-09-04 05:39:03-03","MNHN","RECOLNAT_MNHN_P","P02531547","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Martius, C.F.P. von",NA,NA,"Brésil","Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531547' target='other'> <mi>dwc_moreinfo</mi></a>","P02531547",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02531547_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"821",NA,NA,NA
"68","2016-10-25 17:24:36-02","MNHN","RECOLNAT_MNHN_P","P02582901","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","Provice Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02582901' target='other'> <mi>dwc_moreinfo</mi></a>","P02582901",NA,NA,"Sch.Bip. ex Baker","1816","1","P02582901_01","Minas Gerais","1",NA,NA,NA,NA,"Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,"B1 1698",NA,NA,NA
"69","2016-10-25 14:44:15-02","MNHN","RECOLNAT_MNHN_P","P02582902","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","Provice Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02582902' target='other'> <mi>dwc_moreinfo</mi></a>","P02582902",NA,NA,"Sch.Bip. ex Baker","1816","1","P02582902_01","Minas Gerais","1",NA,NA,NA,NA,"Gomes-Bezerra",NA,NA,NA,NA,NA,NA,NA,NA,"B1 1698",NA,NA,NA
"70","2016-10-25 16:49:50-02","MNHN","RECOLNAT_MNHN_P","P02583257","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Pissis, D.",NA,NA,"Brésil","Brasilia (Minas Geraës)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583257' target='other'> <mi>dwc_moreinfo</mi></a>","P02583257",NA,NA,"Sch.Bip. ex Baker","1842","1","P02583257_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA
"71","2016-10-25 17:12:52-02","MNHN","RECOLNAT_MNHN_P","P02583258","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Pissis, D.",NA,NA,"Brésil","Brasilia (Minas Geraës)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583258' target='other'> <mi>dwc_moreinfo</mi></a>","P02583258",NA,NA,"Sch.Bip. ex Baker","1842","1","P02583258_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA
"72","2016-10-25 16:57:42-02","MNHN","RECOLNAT_MNHN_P","P02583259","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Mors",NA,NA,"Brasil","Ste Catherine","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583259' target='other'> <mi>dwc_moreinfo</mi></a>","P02583259",NA,NA,"Sch.Bip. ex Baker","1860","1","P02583259_01","Santa Catarina","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2016-10-26 10:11:46-02","MNHN","RECOLNAT_MNHN_P","P02583260","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Glaziou, A.",NA,NA,"Brésil","(Minas) Entre Ilheos et Sitio","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583260' target='other'> <mi>dwc_moreinfo</mi></a>","P02583260",NA,NA,"Sch.Bip. ex Baker","1886","12","P02583260_01","Minas Gerais","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16169",NA,NA,NA
"74","2016-10-25 16:57:40-02","MNHN","RECOLNAT_MNHN_P","P02583261","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Riedel, A.|Langsdorff",NA,NA,"Brésil","Brasilia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583261' target='other'> <mi>dwc_moreinfo</mi></a>","P02583261",NA,NA,"Sch.Bip. ex Baker",NA,NA,"P02583261_01 P02583261_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208",NA,NA,NA
"75","2016-10-25 16:54:31-02","MNHN","RECOLNAT_MNHN_P","P02583262","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Glaziou, A.",NA,NA,"Brésil","(Minas) Entre Ilheos et Sitio","hb",NA,"Reçu le 3 novembre 1887 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583262' target='other'> <mi>dwc_moreinfo</mi></a>","P02583262",NA,NA,"Sch.Bip. ex Baker","1886","12","P02583262_01","Minas Gerais","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16169",NA,NA,NA
"76","2016-10-26 09:44:47-02","MNHN","RECOLNAT_MNHN_P","P02583263","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Claussen",NA,NA,"Brasil","Brésil, Minas Geraës","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583263' target='other'> <mi>dwc_moreinfo</mi></a>","P02583263",NA,NA,"Sch.Bip. ex Baker","1841","1","P02583263_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1220",NA,NA,NA
"77","2016-10-26 09:44:43-02","MNHN","RECOLNAT_MNHN_P","P02583264","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Claussen, P.",NA,NA,"Brésil","Minas Gereas","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583264' target='other'> <mi>dwc_moreinfo</mi></a>","P02583264",NA,NA,"Sch.Bip. ex Baker","1841","1","P02583264_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"78","2016-10-26 09:42:14-02","MNHN","RECOLNAT_MNHN_P","P02583265","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Claussen, P.",NA,NA,"Brésil","Minas Gereas","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583265' target='other'> <mi>dwc_moreinfo</mi></a>","P02583265",NA,NA,"Sch.Bip. ex Baker","1841","1","P02583265_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"79","2016-10-25 16:54:30-02","MNHN","RECOLNAT_MNHN_P","P02583266","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Claussen, P.",NA,NA,"Brésil","Minas Geraes : Caraça","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583266' target='other'> <mi>dwc_moreinfo</mi></a>","P02583266",NA,NA,"Sch.Bip. ex Baker","1843","1","P02583266_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"153",NA,NA,NA
"80","2018-01-18 11:53:31-02","MNHN","RECOLNAT_MNHN_P","P02583267","PreservedSpecimen",NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Claussen",NA,NA,"Brasil","Brésil, Minas Geraës","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02583267' target='other'> <mi>dwc_moreinfo</mi></a>","P02583267",NA,NA,"Sch.Bip. ex Baker","1841","1","P02583267_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1220",NA,NA,NA
"81","2015-10-05 06:28:21-03","MNHN","RECOLNAT_MNHN_P","P02140336","PreservedSpecimen",NA,"Asteraceae","Verbesina","floribunda","Verbesina floribunda","isotype","Gardner, G.",NA,NA,"Brésil","Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140336' target='other'> <mi>dwc_moreinfo</mi></a>","P02140336",NA,NA,"Gardner","1837",NA,"P02140336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4927",NA,NA,NA
"82","2014-06-23 10:27:59-03","MNHN","RECOLNAT_MNHN_P","P02140337","PreservedSpecimen",NA,"Asteraceae","Verbesina","floribunda","Verbesina floribunda","isotype","Gardner, G.",NA,NA,"Brésil","Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140337' target='other'> <mi>dwc_moreinfo</mi></a>","P02140337",NA,NA,"Gardner","1837",NA,"P02140337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4927",NA,NA,NA
"83","2015-10-04 18:29:26-03","MNHN","RECOLNAT_MNHN_P","P02140338","PreservedSpecimen",NA,"Asteraceae","Verbesina","floribunda","Verbesina floribunda","isotype","Gardner, G.",NA,NA,"Brésil","Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140338' target='other'> <mi>dwc_moreinfo</mi></a>","P02140338",NA,NA,"Gardner","1837",NA,"P02140338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4927",NA,NA,NA
"84","2016-11-04 15:44:36-02","MNHN","RECOLNAT_MNHN_P","P02530980","PreservedSpecimen",NA,"Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Lindberg",NA,NA,"Brésil","Brasilia: Min. Ger. (vel. Rio Janeiro)","hb",NA,"Dedit. El. Fries <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02530980' target='other'> <mi>dwc_moreinfo</mi></a>","P02530980",NA,NA,"Gardner",NA,NA,"P02530980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104",NA,NA,NA
"85","2020-12-11 11:33:40-03","UFMG","BHCB","149058","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Tameirão Neto, E; Mansur, T","5032","Southern America","Brasil","Serra Gandarela, Projeto Mina Apolo",NA,NA,"Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, arbustivo (1,80m)",NA,"Dicotyledon",NA,"Sch.Bip. ex Baker","2011","01",NA,"Minas Gerais","15","-49.689019","-20.042944","1596","1596",NA,"Santa Bárbara",NA,NA,"2011","03",NA,"-49.689019","-20.042944",NA,NA,NA,NA
"86","2020-12-11 11:33:40-03","UFMG","BHCB","116370","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Carmo, FF; Cotta, L","1469","Southern America","Brasil","Serra de Gandarela., C2.",NA,NA,"Plantas do Brasil. Borda de canal de drenagem; afloramento de canga.",NA,"Dicotyledon",NA,"Sch.Bip. ex Baker","2007","12",NA,"Minas Gerais","26","-43.691389","-20.056667","1637","1637",NA,"Santa Bárbara",NA,NA,NA,NA,NA,"-43.691389","-20.056667",NA,NA,NA,NA
"87","2020-12-11 11:33:40-03","UFMG","BHCB","191390","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Vidal, CV","s.n.","Southern America","Brasil",NA,NA,NA,"Campo Rupestre sobre Canga","BHCB191390","Dicotyledon",NA,"Sch.Bip. ex Baker","2018","01",NA,"Minas Gerais","30","-43.683889","-20.081944","1600","1600",NA,"Santa Bárbara",NA,NA,NA,NA,NA,"-43.683889","-20.081944",NA,NA,NA,NA
"88","2020-12-11 11:33:40-03","UFMG","BHCB","86298","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Viana, PL; Mota, NFO; Salino, A; Rai, G do","1292","Southern America","Brasil","Parque Estadual do Rio Preto.",NA,NA,"Arbóreo.; Borda de capão de mata.","BHCB020378","Dicotyledon",NA,"Sch.Bip. ex Baker","2003","12",NA,"Minas Gerais","05","-43.3908004760742","-18.0041999816895","1400","1400",NA,"São Gonçalo do Rio Preto","26697","auto","2018","05",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:33:40-03","UFMG","BHCB","39954","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Vasconcelos, MF de","s.n.","Southern America","Brasil","Serra do Caraça.",NA,NA,"Arbusto; Borda de mata/campo rupestre","BHCB025127","Dicotyledon",NA,"Sch.Bip. ex Baker","1997","11",NA,"Minas Gerais","29","-43.4075012207031","-20.0746994018555","1400","1400",NA,"Catas Altas","11966","auto","2016","03",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:33:40-03","UFMG","BHCB","106841","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Teles, AM; Nordenstam, B; Mota, RC da; Formiga, AT","385","Southern America","Brasil","Serra do Caraça., Pico do Inficionado",NA,NA,"Arbusto, ca. 2m. Capítulos com flores amarelas; Campo rupestre","BHCB023152","Dicotyledon",NA,"Sch.Bip. ex Baker","2007","04",NA,"Minas Gerais","05","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Catas Altas","11966","auto","2007","06","05",NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:33:40-03","UFMG","BHCB","106858","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Teles, AM; Nordenstam, B; Viana, PL; Mota, NFO; Antunes, K","402","Southern America","Brasil","Serra Negra., Crista da Serra.",NA,NA,"Arbustivo ereto, ca. 1,7m. Capítulos com flores amarelas.; Campo rupestre com afloramento quartzítico.","BHCB020395","Dicotyledon",NA,"Gardner","2007","04",NA,"Minas Gerais","10","-43.879444","-21.964167",NA,NA,NA,"Rio Preto",NA,NA,"2018","03",NA,"-43.879444","-21.964167",NA,NA,NA,NA
"92","2020-12-11 11:33:40-03","UFMG","BHCB","116371","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Carmo, FF; Cotta, L","2273","Southern America","Brasil","Serra de Gandarela., C1.",NA,NA,"Borda de capão; afloramento de canga","BHCB020381","Dicotyledon",NA,"Gardner","2008","02",NA,"Minas Gerais","10","-43.683056","-20.093889","1624","1624",NA,"Rio Acima",NA,NA,"2018","05",NA,"-43.683056","-20.093889",NA,NA,NA,NA
"93","2020-12-11 11:33:40-03","UFMG","BHCB","142037","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Oliveira, CT; Giacomin, LL","125","Southern America","Brasil","RPPN Santuário do Caraça, Pico da Carapuça",NA,NA,"Árvore de 5 m, capítulos amarelos.","BHCB020384","Dicotyledon",NA,"Gardner","2008","08",NA,"Minas Gerais","28","-43.471667","-20.09","1877","1877",NA,"Catas Altas",NA,NA,"2018","05",NA,"-43.471667","-20.09",NA,NA,NA,NA
