"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","individualCount","sex"
"49","2017-09-11 17:12:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bicolor","Pleurothallis bicolor","Lindl.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arboribus ad mont. Palmeiras prov. Rio de Janeiro",NA,NA,NA,NA,NA,"Floret Martio",NA,"P03P4N0086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Glaziou, AFM","19892",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali loco haud indicato",NA,NA,NA,NA,NA,"Floret Februario - Julio",NA,"P03P4N0121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Glaziou, AFM","20498",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali locis haud indicatis",NA,NA,NA,NA,NA,NA,NA,"P03P4N0121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Moura, JT de","44",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","Habitat in arboribus ad Serra dos Orgãos dos Orgãos prope Theresopolis prov. Rio de Janeiro","-42.9656","-22.4122",NA,NA,NA,NA,NA,"P03P4N0121","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Moura, JT de","46",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","in arboribus prope Theresopolis prov. Rio de Janeiro","-42.9656","-22.4122",NA,NA,NA,NA,NA,"P03P4N0121","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Moura, JT de","302",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","Habitat in arboribus ad Serra dos Orgãos dos Orgãos prope Theresopolis prov. Rio de Janeiro","-42.9656","-22.4122",NA,NA,NA,NA,NA,"P03P4N0121","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Glaziou, AFM","18534",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali locis haud indicatis",NA,NA,NA,NA,NA,NA,NA,"P03P4N0121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Glaziou, AFM","17247",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro loco haud indicato",NA,NA,NA,NA,NA,NA,NA,"P03P4N0121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Lindberg, GA","512?",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","in prov. Minas Geraes prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,"P03P4N0121","25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Moura, JT de","93",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","Habitat in arboribus ad Serra dos Orgãos dos Orgãos prope Theresopolis prov. Rio de Janeiro","-42.9656","-22.4122",NA,NA,NA,NA,NA,"P03P4N0121","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","quadridentata","Pleurothallis quadridentata","(Barb.Rodr.) Cogn.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arboribus ad mont. Serra de Santa-Anna prope Orientale prov. Rio de Janeiro",NA,NA,NA,NA,NA,"Floret Aprili",NA,"P03P4N0094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:12:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","strupifolia","Pleurothallis strupifolia","Lindl.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in prov. Minas Geraes loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:12:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","strupifolia","Pleurothallis strupifolia","Lindl.","Loddiges, CL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:12:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","strupifolia","Pleurothallis strupifolia","Lindl.","Neves Armond, AF","120",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","in arboribus ad Carmo secus flum. Paquequer prov. Rio de Janeiro","-42.9656","-22.4122",NA,NA,NA,"Floret Novembri",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:12:49-03","IBt","SP","276475","S","Plantae",NA,NA,"Orchidaceae","Acianthera","strupifolia","Acianthera strupifolia","(Lindl.) Pridgeon & M.W.Chase","Barros, F","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:13:40-03","IBt","SP","288556","S","Plantae",NA,NA,"Orchidaceae","Pabstiella","quadridentata","Pabstiella quadridentata","(Barb.Rodr.) Luer","Garcia, RJF; Ferreira, GMP; Neves, LF","527","1995","02","13",NA,"Brasil","São Paulo","São Paulo","Parelheiros, Capivari. Fazenda da SABESP, ao final da estrada do Capivara. Mata após a travessia do Rio Capivari","-46.680278","-23.935556",NA,NA,NA,NA,NA,NA,NA,NA,"Barros, F; Gonçalves, GF","2013","03","20",NA,"-46.680278","-23.935556",NA,NA,NA,NA,NA
"65","2019-11-21 10:13:40-03","IBt","SP","50649","S","Plantae",NA,NA,"Orchidaceae","Pabstiella","quadridentata","Pabstiella quadridentata","(Barb.Rodr.) Luer","Handro, O","489","1955","05","26",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Estação Campo Grande","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"27258","auto","Barros, F; Gonçalves, GF","2013","03","20",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:13:41-03","IBt","SP","4733","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","edwallii","Pleurothallis edwallii pallida","Hoehne & Schltr.","Hoehne, FC","s.n.","1920","12","23",NA,"Brasil","São Paulo","Santo André","Alto da Serra, Estação Biológica","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Flores alvacentas","SP002337","SP002337","27258","auto","Handro, O","1968","10",NA,"pallida",NA,NA,"Isotype",NA,NA,NA,NA
"67","2019-11-21 10:13:41-03","IBt","SP","8117","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","glaucophylla","Pleurothallis glaucophylla","Hoehne","Hoehne, FC","s.n.","1922","10","30",NA,"Brasil","Minas Gerais","Santa Bárbara do Mato Dentro","Coletada na mata da Fazenda da Floresta. Cultivada na estufa",NA,NA,NA,NA,NA,"= Pleurothallis strupifolia Lindl., Hoehne 9/1929","SP002342","SP002342",NA,NA,"Hoehne, FC","1927",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA
"68","2019-11-21 10:13:43-03","IBt","SP","29293","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","mouraei","Pleurothallis mouraei","Cogn.","Brade, AC","8561","1928","10","21",NA,"Brasil","Rio de Janeiro",NA,"Morro do Archer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:13:44-03","IBt","SP","55503","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","quadridentata","Pleurothallis quadridentata","(Barb.Rodr.) Cogn.","Handro, O","661","1956","11","08",NA,"Brasil","Rio de Janeiro",NA,"Rio Funil (próx. do Estado de São Paulo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pabst, G","1969","11","01",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:13:44-03","IBt","SP","65511","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","quadridentata","Pleurothallis quadridentata","(Barb.Rodr.) Cogn.","Kuhlmann, M","2027","1949","11","19",NA,"Brasil","São Paulo","Salesópolis","Boracéa","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,"18032","auto","Pabst, G","1969","02","02",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:13:44-03","IBt","SP","93162","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","strupifolia","Pleurothallis strupifolia","Lindl.","Pabst, GFJ","s.n.",NA,NA,NA,NA,"Brasil","Santa Catarina","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"27000","auto","Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:13:44-03","IBt","SP","270541","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","strupifolia","Pleurothallis strupifolia","Lindl.","Catharino, ELM; et al.","1376","1990","05","16",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, trilha para a foz do rio Verde a partir do alojamento do IBAMA","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Epífita pendente, sépala dorsal alva com estrias lilás, tépalas externas laterais lilases com pintas purpuras, tépalas internas translúcidas com estrias lilases, labelo purpureo",NA,NA,"55628","auto","Barros, F","2001","04","17",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:13:51-03","IBt","SP","5854","S","Plantae",NA,NA,"Orchidaceae","Specklinia","quadridentata","Specklinia quadridentata","(Barb.Rodr.) Luer","Edwall, G","CGG6019","1903","08",NA,NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"SP009674","SP009674","25710","auto","Mamede, MCH","2011","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:13:51-03","IBt","SP","8384","S","Plantae",NA,NA,"Orchidaceae","Specklinia","quadridentata","Specklinia quadridentata","(Barb.Rodr.) Luer","Gehrt, A","s.n.","1923","05","21",NA,"Brasil","São Paulo","São Paulo","Moro do Jaraguá","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-03-20 15:02:03-03","AMES","HU-HERB","AMES 02084298","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","strupifolia","Pleurothallis strupifolia","Lindley","G. F. J. Pabst","414","1950","11","13","South America","Brazil","Rio de Janeiro",NA,"Serra du Cariocu",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"414",NA,NA,"undetermined"
