"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","individualCount","relatedCatalogItem","typeStatus","previousCatalogNumber"
"48","2019-10-07 09:23:40-03","UEFS","HUEFS","218028","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Popovkin, A.V.","1945",NA,NA,NA,NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,"HUEFS0218028","HUEFS0218028",NA,"37W58'0''","12S10'0''",NA,NA,NA,NA,"150","150",NA,"Ranunculanae",NA,NA,NA,NA
"49","2019-10-07 09:23:40-03","UEFS","HUEFS","35299","PreservedSpecimen","Plantae","Angiospermae","Ranunculales","Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Melo, E.","2564","1998","11","14",NA,"Brasil","São Paulo","Ubatuba","Vila Picinguaba","-44.836111","-23.371389",NA,"Mata Atântica. Solo pedregoso, beira do mar.","HUEFS0035299","HUEFS0035299","M.Del Rei","44W50'10''","23S22'17''","2011","12",NA,NA,NA,NA,NA,"Ranunculanae",NA,NA,NA,NA
"50","2020-07-23 12:13:59-03","CEPLAC","CEPEC","74194","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis",NA,"W. W. Thomas","11343","1996","11","14",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal. Ao longo da Rod. Para parque na entrada p/ centro de conferência.","-40.574722","-15.264722",NA,NA,NA,NA,"M. Del Rei","40W34'29","15S15'53",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/06/2010",NA,NA
"51","2020-07-23 12:13:59-03","CEPLAC","CEPEC","76677","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis",NA,"W. W. Thomas","11591","1997","07","17",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal. 1-2Km ao longo da Rod. Para o Parque. A E da trilha p/ topo e centro de visitas.","-39.415","-16.867222",NA,NA,NA,NA,"M. Del Rei","39W24'54","16S52'2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/06/2010",NA,NA
"52","2020-07-23 12:13:59-03","CEPLAC","CEPEC","75515","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis",NA,"W. W. Thomas","11343","1996","11","14",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal. Ao longo da Rod. p/ Parque na entrada para centro de conferência.","-40.574722","-15.264722",NA,NA,NA,NA,"M. Del Rei","40W34'29","15S15'53",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/06/2010",NA,NA
"53","2020-09-22 13:48:56-03","USP","SPFW","3144","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Figueiredo, C.F.","28","2009","02","02",NA,"Brasil","São Paulo","São Paulo","Universidade de São Paulo - USP","-46.72875","-23.56725",NA,NA,NA,NA,"J.M.A. Braga","46°43'43,50''W","23°34'02,10''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-22 13:48:56-03","USP","SPFW","3152","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Figueiredo, C.F.","248","2011","02","13",NA,"Brasil","São Paulo","São Paulo","Universidade de São Paulo - USP","-46.728233","-23.566644",NA,NA,NA,NA,"J.M.A. Braga","46°43'41,64''W","23°33'59,92''S",NA,NA,NA,NA,"774","774",NA,NA,NA,NA,NA,NA
"55","2020-09-22 13:48:56-03","USP","SPFW","3153","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Figueiredo, C.F.","249","2011","02","13",NA,"Brasil","São Paulo","São Paulo","Universidade de São Paulo - USP","-46.727944","-23.566297",NA,NA,NA,NA,"J.M.A. Braga","46°43'40,60''W","23°33'58,67''S",NA,NA,NA,NA,"772","772",NA,NA,NA,NA,NA,NA
"56","2020-09-22 13:48:56-03","USP","SPFW","3148","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Figueiredo, C.F.","96","2010","08","19",NA,"Brasil","São Paulo","São Paulo","Universidade de São Paulo - USP","-46.727536","-23.564906",NA,NA,NA,NA,"G.V. Somner","46°43'39,13''W","23°33'53,66''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-09-22 13:48:56-03","USP","SPFW","3151","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) J.M.A.Braga","Figueiredo, C.F.","247","2011","02","13",NA,"Brasil","São Paulo","São Paulo","Universidade de São Paulo - USP","-46.728533","-23.550256",NA,NA,NA,NA,"J.M.A. Braga","46°43'42,72''W","23°33'00,92''S",NA,NA,NA,NA,"776","776",NA,NA,NA,NA,NA,NA
"58","2016-08-23 09:45:37-03","NHMLondon","NHM-LONDON-BOT","BM000554233","S","Plantae",NA,NA,"Menispermaceae","Odontocarya","vitis","Odontocarya vitis","(Vell.) Barneby","John Miers; b.1789; d.1879; Miers","2018",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","NHMUK:ecatalogue:4978668"
