"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus","class"
"49","2020-09-12 05:00:02-03","US","US","1667001","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Riedel, --","421/400","1824","8",NA,"South America","Brazil",NA,"Urasilia. In arutictis mont, Itacolumi [interpreted]",NA,NA,NA,NA,NA,NA,"US01636510","US01636510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"50","2019-11-13 11:16:19-03","USP","SPF","222608","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Lusa, MG","Lusa, MG","63","2011","10","30",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé","-43.355833","-18.396969","1819","1819",NA,NA,"SPF00222608",NA,"Santo Antônio do Itambé","2011",NA,"-43.355833","-18.396969",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-13 11:16:19-03","USP","SPF","214769","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Loeuille, B","Loeuille, B","587","2011","11","17",NA,"Brasil","Minas Gerais","Capivari","-43.354528","-18.388611","1581","1581",NA,NA,"SPF00214769",NA,"Serro","2011","11","-43.354528","-18.388611",NA,NA,"17",NA,NA,NA,NA
"52","2020-04-29 16:29:31-03","UFVJM","HDJF","6350","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. Pers.) DC.","Faria, JEQ","Faria, JEQ; Soares, CCC","7408","2017","03","27","Southern America","Brasil","Minas Gerais","Área da Mineradora Córrego Novo, após o distrito de São João da Chapada, próximo ao distrito de Rio Pardo","-43.818333","-18.0325","1306","1306",NA,NA,"HDJF006350",NA,"Diamantina","2017","03","-43.818333","-18.0325",NA,NA,NA,NA,NA,NA,NA
"53","2020-04-29 16:29:31-03","UFVJM","HDJF","6357","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. Pers.) DC.","Viana, PL","Faria, JEQ; Soares, CCC","7415","2017","03","27","Southern America","Brasil","Minas Gerais","Área da Mineradora Córrego Novo, após o distrito de São João da Chapada, próximo ao distrito de Rio Pardo","-43.818333","-18.0325","1306","1306",NA,NA,"HDJF006357",NA,"Diamantina","2017","03","-43.818333","-18.0325",NA,NA,NA,NA,NA,NA,NA
"54","2020-04-29 16:29:31-03","UFVJM","HDJF","5824","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. Pers.) DC.","Bringel, JBA","Chaves, DA; Gonçalves, MF; Moreira, PH","600","2014","10","11","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.342317","-18.223333","1500","1500",NA,NA,"HDJF005824","HDJF005824_01","São Gonçalo do Rio Preto","2015","12","-43.342317","-18.223333",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 14:53:37-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. Pers.) DC.",NA,"Zurlo, MA","s.n.","1970","02","08","Southern America","Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, flor rósea; Sobre quartzito. Camacinhas",NA,NA,"Ouro Preto",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"56","2019-11-01 14:53:37-03","UnB","UB","112824","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. Pers.) DC.","Nakajima, JN","Delprete, PG; Klein, VLG; Yano, O","9555","2006","03","18","Southern America","Brasil","Goiás","Serra dos Pireneus, estrada lateral a direita da estrada Pirenópolis-Cocalzinho, que vai em direção da Fazenda Capitão do Mato. 300m N do Morro do Cabeludo","-48.827778","-15.799444","1280","1280",NA,"Folhas subcoriáceas, velutinas.; Arbusto 2,5m. Flor rosada; Campo limpo. Solo arenoso.",NA,NA,"Pirenópolis","2007",NA,"-48.827778","-15.799444",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 14:53:37-03","UnB","UB","207546","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. Pers.) DC.","Bringel, JBA","Chaves, DA; Gonçalves, MF; Moreira, PH","600","2014","10","11","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.342317","-18.223333","1500","1500",NA,"Complexo Rupestre",NA,NA,"São Gonçalo do Rio Preto","2015","12","-43.342317","-18.223333",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 14:53:37-03","UnB","UB","45473","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. Pers.) DC.","Loeuille, B","Irwin, HS; Harley, RM; Onishi, E","29117","1971","01","25","Southern America","Brasil","Minas Gerais","Summit of Serra da Caraça",NA,NA,"1750","1950",NA,"Heads magenta.; Tree 4m x 8cm; Soil-filled cracks and depressions.",NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 11:53:00-03","UFU","HUFU","54427","S","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Nakajima, J.N.","Delprete P.G.; Gomes-Klein, V.L. & Yano, O.","9555","2006","03","18",NA,"Brasil","Goiás","Serra dos Pirineus, Estrada lateral a direita da estrada Pirenópolis - Cocalzinho, que vai em direção a Fazenda Capitão do Mato, 300 m N do Morro do Cabeludo.","-48.9592018127441","-15.852499961853",NA,NA,NA,"Arbusto, ca. 2,5 m. Folhas subcoriáceas, velutinas. Flores rosadas.; Campo limpo estacionalmente encharcado. Solo arenoso.","HUFU00045137","HUFU00045137","Pirenópolis","2007",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA
"60","2019-05-06 11:53:00-03","UFU","HUFU","24015","S","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Nakajima, J.N.","Souza, V.C.; Souza, J.P.; Capellari, L.; Elias, S.I. & Forster, W.","21080","1998","04","07",NA,"Brasil","Minas Gerais","Pico do Itambé","-43.317222","-18.401667","1500","1500",NA,"Arbusto, ca. 1,5 m. Capítulos liláses.; Campo rupestre.","HUFU00044756","HUFU00044756","Santo Antônio do Itambé","2016","03","-43.317222","-18.401667",NA,NA,NA,NA,NA,NA,NA
"61","2019-05-06 11:53:00-03","UFU","HUFU","63614","S","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Marques, D.","Marques, D.; Franco, I.M. & Silva, K.R.","479","2012","06","28",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Jatobazeiro.","-43.576667","-18.140278","1204","1204",NA,"Arbusto decumbente, ca. 2 m alt. Brácteas involucrais marrons a vináceas, papus bege.; Cerrado rupestre.","HUFU00044755","HUFU00044755","Diamantina","2013","01","-43.576667","-18.140278",NA,NA,"08",NA,NA,NA,NA
"62","2017-09-11 17:07:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in fruticetis montis Itacolumi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2014-09-23 11:01:01-03","G","G-DC","G00201668","S","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(Pers.) DC.","CAT.HERB.PRODR.","Anon.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=159517&base=img&lang=en","G00201668","G00201668",NA,"2008","01","-53.08972222","-10.77305556",NA,NA,"01",NA,NA,NA,NA
"64","2019-11-21 10:00:21-03","IBt","SP","122353","S","Plantae",NA,NA,"Asteraceae","Chronopappus","bifrons","Chronopappus bifrons","(DC. ex Pers.) DC.","Barroso, GM","Irwin, HS; Harley, RM; Onishi, E","29117","1971","01","25",NA,"Brasil","Minas Gerais","Serra do Espinhaço, Depression among projecting rockm summit. Sandstone summit of Serra do Caraça, with soil-filled cracks and depressions, and adjacent precipices and steep valleys",NA,NA,"1750","1950",NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
