"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","identifiedBy","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","individualCount","typeStatus"
"50","2021-03-15 18:25:32-03","USP","SPF","214868","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","Beauverd","Heiden, G","1375","2010","06","16",NA,"Brasil","Minas Gerais","Serra do Cipó, Lapinha da Serra, trilha para o Pico do Breu.","1370","1370",NA,"Subarbusto, ca. 1 m alt. Folhas discolores. Flores lilás.","SPF00214868",NA,"Santana do Riacho","Loeuille, B","-43.675278","-19.103611",NA,NA,"2015",NA,"-43.675278","-19.103611",NA,NA,NA,NA
"51","2021-03-15 18:25:32-03","USP","SPF","216423","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","Beauverd","Kubo, MT","101","2012","05","03",NA,"Brasil","Minas Gerais","Serra do Cipó, Ao lado da Fazenda Vellozia, acesso pela MG-010.","1168","1168",NA,"Arbusto, ca. 1,5 m alt. Ramos com indumento marrom escuro e lanuginoso. Folhas discolores, com lado adaxial verde brilhante e abaxial alvo tricomatoso. Flores lilases.; Afloramento rochoso.","SPF00216423",NA,"Santana do Riacho","Loeuille, B","-43.590383","-19.278617",NA,NA,"2012","12","-43.590383","-19.278617",NA,NA,NA,NA
"52","2021-03-15 18:25:32-03","USP","SPF","218094","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","Beauverd","Pena, MA","424","2007","07","08",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.","1326","1326",NA,"Subarbusto. Ramos novos pilosos. Capítulo com papus alvos.","SPF00218094",NA,"Santana do Riacho","Loeuille, B","-43.550556","-19.261389",NA,NA,"2007","08","-43.550556","-19.261389",NA,NA,NA,NA
"53","2021-03-15 18:25:32-03","USP","SPF","218102","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","Beauverd","Pena, MA","285","2007","05","31",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.","1260","1260",NA,"Ca. 70 cm alt.","SPF00218102",NA,"Santana do Riacho","Loeuille, B","-43.588333","-19.284444",NA,NA,"2007","08","-43.588333","-19.284444",NA,NA,NA,NA
"54","2019-11-13 11:16:27-03","USP","SPF","214838","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(Beauverd) H.Rob.","Loeuille, B","495","2009","07","12",NA,"Brasil","Minas Gerais","Serra do Cipó, APA Morro da Pedreira. Rodovia Belo Horizonte - Conceição do Mato Dentro (MG010), km 118 atual (antigo 125). Alto do Palácio, elevação a leste da estátua do Velho Juca.","1332","1332",NA,NA,"SPF00214838",NA,"Santana do Riacho","Loeuille, B","-43.557583","-19.257778",NA,NA,"2009",NA,"-43.557583","-19.257778",NA,NA,NA,NA
"55","2019-09-04 19:33:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi",NA,"Damazio",NA,"1908","6",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]"
"56","2020-11-19 14:06:01-03","Unimontes","MCMG","2430","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","damazioi","Lychnophora damazioi","Beauverd","Mota, G.S | Bahia,T.O. | Braga.L.L. | Costa,F.M. | Coutinho,E.T. | Lima.L.P.D. | Mota,N.M. | Oliveira,M.H. | Rodrigues,P.L. | Silva,D.L. | Silva,R.R. | Souza,S.R. | Veloso, C.V.A. |",NA,"2011",NA,NA,NA,"Brasil","Minas Gerais","Parque Nacional Serra do Cipó Alto Palácio",NA,NA,NA,"Arbóreo",NA,NA,"Santana do Riacho","Santos, R.M.","-43.7144012451172","-19.1688995361328","26557","auto","2011",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-13 16:04:30-03","UNISANTA","HUSC","8450","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(Beauverd) H. Rob.","Sakuragui, C.M.; Souza, V.C.","128","1990","08","04",NA,"Brasil","Minas Gerais","Santana do Riacho. Fazenda cachoeira da Capivara",NA,NA,NA,"Sub-arbusto, 1m de altura, capítulos roxos.; Campo Arenoso e rupestre.",NA,NA,"Serra do Cipó","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-05-06 11:53:41-03","UFU","HUFU","67641","S","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(Beauverd) H.Rob.","Andrade, I.R.; et al.","441","2012","05","16",NA,"Brasil","Minas Gerais","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço.",NA,NA,NA,"Subarbustivo. Flores rosas.; Cerrado. Campo brejoso.","HUFU00048078","HUFU00048078","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 11:53:41-03","UFU","HUFU","68798","S","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(Beauverd) H.Rob.","Verdi, M.; Pougy N.; Maurenza, D.; Martins, E. & Dalcin, E.","6415","2013","10","14",NA,"Brasil","Minas Gerais","APA Morro da Pedreira, Próximo a casa do Professor Geraldo Wilson (Geraldinho) - UFMG. Próximo a rodovia MG-10","1162","1162",NA,"Arbusto 1 m alt. Folhas verdes com ápice vináceos; flores de cor lilás; pouco frequequente.; Campo rupestre. Encontrado em local seco e de solo pedregoso; onde se observou-se a presença de espécies invasoras (em vertude da abertur","HUFU00048077","HUFU00048077","Santana do Riacho","Verdi, M.","-43.590556","-19.278333",NA,NA,"2013","12","-43.590556","-19.278333","05",NA,NA,NA
"60","2019-05-06 11:53:41-03","UFU","HUFU","67258","S","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(Beauverd) H.Rob.","Ordones, J.; et al.","1977","2012","04","19",NA,"Brasil","Minas Gerais","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. s/Ponto",NA,NA,NA,"Flores rosas tendendo a brancas quando mais velhas, Tricoma branco lanuginoso na inflorescência.; Arbustivo Cerrado Campo rupestre. Levantamento florístico do RPPN.","HUFU00048076","HUFU00048076","Santana do Riacho","Nakajima, J.N.","-43.7144012451172","-19.1688995361328","26557","auto","2013","02",NA,NA,NA,NA,NA,NA
"61","2014-09-23 10:56:53-03","G","G","G00300650","S","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","Damazio, L. B.","2010","1908",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=224650&base=img&lang=en","G00300650","G00300650",NA,"Dematteis, M.","-53.08972222","-10.77305556",NA,NA,"2004","01","-53.08972222","-10.77305556","01",NA,NA,"ISOTYPUS of Lychnophora damazioi P. Beauv."
"62","2014-09-23 10:56:53-03","G","G","G00300651","S","Plantae",NA,NA,"Asteraceae","Lychnophoriopsis","damazioi","Lychnophoriopsis damazioi","(P. Beauv.) H. Rob.","Damazio, L. B.","2010","1908",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=224651&base=img&lang=en","G00300651","G00300651",NA,"Dematteis, M.","-53.08972222","-10.77305556",NA,NA,"2004","01","-53.08972222","-10.77305556","01",NA,NA,"HOLOTYPUS of Lychnophora damazioi P. Beauv."
