"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","sex"
"48","2019-07-03 15:17:16-03","UFU","HUFU","24899","S","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Nakajima, J.N.; Romero, R.","3066",NA,"Brasil","Mato Grosso do Sul","Pedra do Cruzeiro",NA,"Arbusto, ca. 1,6 m. Brácteas involucrais esverdeado-arroxeadas, corola e ramos do estilete, anteras arroxeadas.; Campo rupestre.","HUFU00049245","HUFU00049245","Cândido, J.B.","2001","03","28","-43.458333","-18.693611","1132","1132","2019","06","06","Serro","-43.458333","-18.693611",NA,NA,NA,NA,NA,NA,NA
"49","2019-07-03 15:17:16-03","UFU","HUFU","67621","S","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Andrade, I.R.; et al.","331",NA,"Brasil","Minas Gerais","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço.",NA,"Arbusto. Flor lilás.; Cerrado. Campo rupestre.","HUFU00049218","HUFU00049218","Cândido, J.B.","2012","05","15","-43.7144012451172","-19.1688995361328",NA,NA,"2019","06","06","Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA
"50","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","A. St.-Hil.","s.n.","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Sello, HL","792","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Martius, C","s.n.","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Lund, PW","s.n.","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Gardner, G","4752","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Saint-Hilaire, AFCP","s.n.","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Lund, PW","s.n.","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Riedel, L","911","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","buxoides","Piptolepis buxoides","(Less.) Sch.Bip.","Martius, CFP","s.n.","Southern America","Brazil",NA,"Habitat prov. Minas Geraes, in dumetis saxosis montium Serra de S. Antonio, Serra da Lapa, de Piedade, Itambé, Tapinhoacanga, ad Villa do Principe etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","pseudo-myrtus","Piptolepis pseudo-myrtus","Sch.Bip.","Martius, C","s.n.","Southern America","Brazil",NA,"Habitat prov. Minas Geraes ad Villa de Itambé do Mato dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","pseudo-myrtus","Piptolepis pseudo-myrtus","Sch.Bip.","Martius, CFP","s.n.","Southern America","Brazil",NA,"Habitat prov. Minas Geraes ad Villa de Itambé do Mato dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2014-11-13 10:55:51-02","UM","RECOLNAT_UM_MPU","MPU023508","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","pseudomyrtus","Vernonia pseudomyrtus","A.St.-Hil.","Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"Hautes mont. de Minas","hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu023508' target='other'> <mi>dwc_moreinfo</mi></a>","MPU023508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA
"62","2010-08-16 16:37:49-03","GH","HU-HERB","GH 00011276","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","pseudomyrtus","Vernonia pseudomyrtus","A. St.-Hilaire","George Gardner","4752","South America","Brazil","Minas Gerais",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4752",NA,"Not a type","undetermined"
