"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"196","2020-12-11 11:33:19-03","UFMG","BHCB","38456","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Ribas, OS","1413","1996","06","07","Brasil","Minas Gerais","Santa Rita do Sapucaí","Serra da Bela Vista.","-45.7033004760742","-22.2521991729736",NA,NA,"1345","1345","Mata do cume do morro. Volúvel. Capítulo em fase de frutificação.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"18540","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-02-11 17:18:06-03","UFPR","UPCB","3110","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","2000","08","31","Brade, A.C.","18412","1946","05","25","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999",NA,NA,"Trepadeira, flores alvas..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-02-11 17:18:06-03","UFPR","UPCB","8585","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","2000","08","31","Hatschbach, G.","24147","1970","04","17","Brasil","Paraná","Laranjeiras do Sul","Campo Novo","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Volúvel, capítulos creme. Araucarieto..",NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-02-11 17:18:06-03","UFPR","UPCB","30234","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","2000","08","31","Cervi, A.C.","2623","1993","05","08","Brasil","Paraná","Morretes","Estrada da Graciosa, Serra do Mar, Caminhos dos Jesuítas","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-02-11 17:18:06-03","UFPR","UPCB","38976","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","2000","08","31","Gatti, A.L.S.","241","1999","05","27","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Quiosques","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Erva volúvel, flores brancas. Floresta ombrófila densa submontana, floresta secundária. Local sombreado..",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-02-11 17:18:06-03","UFPR","UPCB","7497","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","2000","08","31","Hatschbach, G.","19222","1968","05","20","Brasil","Paraná","Guaraqueçaba","Rio Tagaçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Volúvel, capítulos creme, mata pluvial. Alt. 50m s.n.m..",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-02-11 17:18:07-03","UFPR","UPCB","70644","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Saavedra, M.M.","757","2008","05","03","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","1200","1250","Trepadeira, brácteas involucrais verde claras, papus creme, corola e ramos do estilete alvos, anteras acastanhadas..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-02-11 17:18:07-03","UFPR","UPCB","88081","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Barboza, E.","2015","04","06","Engels, M. E. et al.","2496","2014","05","29","Brasil","Paraná","Guaratuba","Serra do Mar, Viaduto dos Padres.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Liana. Caule castanho. Folhas verdes discolores. Capítulos alvos com anteras vináceo nigrescente, estigma amarelado. Floresta Ombrófila Densa, em borda de mata..",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"204","2017-08-25 05:21:00-03","MO","MOBOT","2403815","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Cristóbal, C. L., //",NA,NA,NA,"Sara G. Tressens|H. A. Keller|Victor Maruñak|M.G. Pellegrini|V. Revilla|F. Robledo|O. Vebra|W. Vebra","Tressens 5821","1997","5","7","Argentina","Misiones","Guaraní","Predio Guaraní, Tramo I","-54.205","-26.91638",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2017-08-25 05:21:00-03","MO","MOBOT","2411787","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Cristóbal, C. L., //",NA,NA,NA,"Sara G. Tressens|Lidia I. Ferraro|H. A. Keller|Victor Maruñak|V. Revilla","Tressens 6120","1999","4","27","Argentina","Misiones","Guaraní","Predio Guaraní. Sendero CIFOR en selva","-54.205","-26.91638",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2009-07-21 23:34:00-03","MO","MOBOT","2458029","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M. R., 12-12-",NA,NA,NA,"Per Dusén","Dusén 15226",NA,NA,NA,"Brazil","Paraná",NA,"Jacarehy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2013-08-23 04:12:00-03","MO","MOBOT","2488127","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M. R., 12-12-",NA,NA,NA,"Pastor Arenas Rodríguez","Arenas Rodríguez 722","1974","5","9","Paraguay","Canindeyú",NA,"Colonia Fortuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"208","2008-05-27 22:02:00-03","MO","MOBOT","2488140","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W. C. & McDaniel, S. T.",NA,NA,NA,"SCHEMEDA","SCHEMEDA 976","1988","4","16","Paraguay","Guairá",NA,"Independencia, estancia JC","-56.23333","-25.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2016-01-12 13:29:00-02","MO","MOBOT","3355585","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"Alexander C. Brade","Brade 18412","1946","5","25","Brazil","Espírito Santo","Itaguaçu","Estado do Espirito Santo-Municipio de Itaguassú.","-40.855598449707","-19.8019008636475",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"26990","auto",NA,NA,NA,"1",NA,NA,NA,NA
"210","2020-01-17 04:33:00-03","MO","MOBOT","100784733","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","John Pruski",NA,NA,NA,"Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Zenner Ganz|Cindy Barboza|Jack Carhuacosme|Valerio Flores","Valenzuela Gamarra 25116","2013","7","13","Peru","Junín","Satipo","Distrito Río Tambo. Comunidad Nativa Pichiquia. Parque Nacional Otishi.","-74.0386111","-11.37",NA,NA,"1348.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"3","89",NA,NA,NA
"211","2020-05-03 23:05:00-03","MO","MOBOT","100981266","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","A. Fuentes (LPB)",NA,NA,NA,"Alfredo F. Fuentes","Fuentes Claros 16509","2010","6","16","Bolivia","La Paz","Bautista Saavedra","Parque Nacional Madidi, Laji Sorapata, sector Waturuyoj, pasando el río Laji, alrededores de la parcela permanente.","-68.8534722","-14.8873333",NA,NA,"3100.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"5","10-53",NA,NA,NA
"212","2020-06-19 22:30:00-03","MO","MOBOT","101197907","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"G. Castillo P.|Lizeth Cárdenas V.|J. Mateo M.","Castillo P. 325","2006","9","2","Peru","Pasco","Oxapampa","Distrito Huancabamba. Parque Nacional Yanachaga Chemillén. Sector San Daniel, alrededores del hito.",NA,NA,NA,NA,"2270.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"213","2009-07-17 17:34:00-03","MO","MOBOT","3320091","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"Per Dusén","Dusén s.n.","1914","6","26","Brazil",NA,NA,"Tacaretig ad margimem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2008-05-27 22:02:00-03","MO","MOBOT","3350556","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","H. Robinson",NA,NA,NA,"Reinilda Duré","Duré Rodas 217","1983","4","21","Paraguay","Itapúa",NA,"Pirapó, Centro de Desarrollo Forestal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2008-05-27 22:02:00-03","MO","MOBOT","3350916","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 39906","1977","5","5","Brazil","Paraná",NA,"Estrela (mun. Cerro Azul)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2014-04-10 05:40:00-03","MO","MOBOT","3354422","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Sidney McDaniel",NA,NA,NA,"Ramón Ferreyra","Ferreyra 912","1946","8","13","Peru","Huánuco",NA,"Tingo Maria.",NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2017-03-06 11:09:00-03","MO","MOBOT","3354643","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","John Pruski, 2000, conf.",NA,NA,NA,"Ramón Ferreyra","Ferreyra 1011","1946","8","14","Peru","Loreto",NA,"Coronel Portillo. Plantacion Margarita, cerca a la Divisoria.",NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"218","2014-04-10 05:40:00-03","MO","MOBOT","3355022","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Sidney McDaniel",NA,NA,NA,"Ramón Ferreyra","Ferreyra 4180","1948","7","13","Peru","Huánuco","Huánuco","Hacienda Del Aguila, cerca Tingo Maria. Habitat: trocha.",NA,NA,NA,NA,"670.00000000","700.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2008-05-27 22:02:00-03","MO","MOBOT","3355260","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Graziela M. Barroso",NA,NA,NA,"* CONSTANTINO","CONSTANTINO 7110",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Corcovado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2008-05-27 22:02:00-03","MO","MOBOT","3355409","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"João Geraldo Kuhlmann","Kuhlmann 495","1931","5","6","Brazil","Rio de Janeiro",NA,"Jacarcpagiia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2009-08-24 12:07:00-03","MO","MOBOT","3355947","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","H. Robinson",NA,NA,NA,"Itaipú Binacional","Itaipú Binacional 360","1979","4","29","Paraguay","Alto Paraná",NA,"Rva. Limoy. Datos del Sitio bosque explotado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2013-09-01 08:34:00-03","MO","MOBOT","575707","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","M. Dillon (F)",NA,NA,NA,"José Schunke V.","Schunke Vigo 9235","1976","6","11","Peru","Ucayali",NA,"Coronel Portillo. Dtto. Padre Abod. La Divisaria, cerca a Río Chino.","-75.7922222","-9.1663889",NA,NA,"1400.00000000","1600.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"7","11",NA,NA,NA
"223","2011-12-22 05:00:00-02","MO","MOBOT","579890","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","John Pruski",NA,NA,NA,"Teodoro Rojas","Rojas 5833","1932","5",NA,"Paraguay","Caazapá",NA,"Abaí.","-55.58333","-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2016-07-25 15:01:43-03","UNIOESTE","UNOP","2194","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Barboza, E.","2015","04","06","Engels, M.; Imig, D.C.; Nunes, M.G.; Imig, D.C.; Nunes, M.G.","2496","2014","05","29","Brasil","Paraná","Guaratuba","Serra do Mar, Viaduto dos Padres","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Liana. Caule castanho. Folhas verdes discolores. Capítulos alvos com anteras vináceos nigrescente, estigma amarelado. Floresta Ombrófila Densa, em borda de mata.",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-07-10 09:45:20-03","MBML","MBML-HERBARIO","2048",NA,"Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) Robinson","G. M. Barroso/1990",NA,NA,NA,"W. Boone","409","1985","04","23","Brasil","Espírito Santo","Santa Teresa","Country Club","-40.635556","-19.925556","40W38'8","19S55'32",NA,NA,"Planta com inflorescência, brácteas verdes, flores de pétalas, estames brancos, levemente perfumada, solo escuro com bastante humus.","MBML002048","MBML002048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-07-10 09:45:20-03","MBML","MBML-HERBARIO","53426",NA,"Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) Robinson","M.R. Ritter/2018",NA,NA,NA,"F. Gonzatti","4267","2018","03","22","Brasil","Rio Grande do Sul","Cambará do Sul","Estrada do Faxinal, inicio da descida, próximo ao antigo posto fiscal","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Habitat: Interior de mata nebular. Capítulos alvos","MBML053426","MBML053426",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-06-17 15:24:48-03","UNESP-RC","HRCB","33428","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","M. D. Moraes",NA,NA,NA,"Moraes, M. D.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","44°48'","23°20'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-07 11:43:57-03","FUVATES","HVAT","2732","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","N.Matzenvacher","1992","09","20","N. I. Matzenbacher","s.n.","1992","09","20","Brasil","Rio Grande do Sul","Guaíba","Fazenda São Maximiliano, BR 116, km 308.","-51.325","-30.113889","-51º19'30''W","-30º6'50''S",NA,NA,"Duplicata do registro ICN:183680","HVAT00002732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-12-19 11:17:25-03","UFG","UFG","40567","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Teles, A.M.","2007","04","17","Teles, A.M.; et al.","391","2007","04","17","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"UFG0040567","UFG0040567",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-12-19 11:17:25-03","UFG","UFG","49308","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Sobral, M.","2012",NA,NA,"Sobral, M.; Barbosa, A.M. & Gontijo, D.","14833","2012",NA,NA,"Brasil","Minas Gerais","Liberdade",NA,"-44.282778","-22.129444","-44.282778","-22.129444",NA,NA,NA,"UFG0049308","UFG0049308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-12-19 11:17:25-03","UFG","UFG","40535","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Teles, A.M.","2008","07","30","Viana, P.L.; et al.","2045","2006","05","20","Brasil","Minas Gerais","Rio Preto","Serra Negra","-43.889167","-21.969722","-43.889167","-21.969722",NA,NA,NA,"UFG0040535","UFG0040535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-12-19 11:17:25-03","UFG","UFG","47355","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Teles, A.M.","2007","10","30","Viana, P.L.; et al.","2055","2006","05","20","Brasil","Minas Gerais","Rio Preto","Serra Negra","-43.889167","-21.969722","-43.889167","-21.969722",NA,NA,NA,"UFG0047355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-06-10 10:10:19-03","FZB-BH","BHZB","10488","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata",NA,"M.S, Castro","2017","02",NA,"Ferreira Junior, C.A. et al.","1419","2014","05","05","Brasil","MG","Catas Altas","RPPN do Caraça, Serra do Caraça, subida da Capelinha","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Unicata. Todas as partes cobertas de tricomas alvos. Brácteas verdes.Borda de mata com campo rupestre",NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-01-26 14:12:24-03","CPACT","ECT","5020","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","M.R.Ritter","2018","04","01","F.Gonzatti","4267","2018","03","22","Brasil","Rio Grande do Sul","Cambará do Sul","estrada do Faxinal, início da descida, próximo ao antigo posto fiscal. interior de mata nebular. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-50.147778","-29.036111","50º8'52''W","29º2'10''S","978","978",NA,"ECT0005020","ECT0005020","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-01-26 14:12:24-03","CPACT","ECT","6486","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","D.R.Vahl","2019","12","18","M.R.Ritter","712","1993","06","22","Brasil","Rio Grande do Sul","Santa Maria","São Geraldo.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"ECT0006486",NA,"Embryophyta",NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-02-25 10:11:42-03","CVRD","CVRD","14470","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Gustavo Heiden","2016","04","04","Folli, D.A.","7086","2013","07","31","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"25","25","Mata de aluvial na cabruca cacau. <ll>dwc_commonname:</ll> Cipó sineta","CVRD014470",NA,"Magnoliophyta","Asterales","América do Sul",NA,"48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"237","2021-02-25 10:11:42-03","CVRD","CVRD","7005","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Walter C. Holmes","2001","10","18","Folli, D.A.","3999","2001","08","07","BRASIL","ES","Linhares","RFL","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó sineta","CVRD007005","CVRD007005","Magnoliophyta","Asterales","América do Sul",NA,"48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"238","2020-09-12 05:00:02-03","US","US","1481709","PreservedSpecimen","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia gracillima","Malme",NA,NA,NA,NA,"P. K. Dusén","9310","1910","3","13","Brazil","Paraná",NA,"Calmon.",NA,NA,NA,NA,NA,NA,NA,"US00146425","US00146425_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,"gracillima","Isotype",NA
"239","2020-09-12 05:00:02-03","US","US","1098977","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"K. Fiebrig","6478","1909",NA,NA,"Paraguay","Alto Parana",NA,"In regione fluminis Alto Paraná",NA,NA,NA,NA,NA,NA,NA,"US01674442","US01674442_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"240","2020-09-12 05:00:02-03","US","US","2852406","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"D. Araujo & J. P. P. Carauta","1454","1976","12","21","Brazil","Rio de Janeiro",NA,"Mun. de Parati, Parati-Mirim, mata de restinga perto do rio",NA,NA,NA,NA,NA,NA,NA,"US01674454","US01674454_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"241","2020-09-12 05:00:02-03","US","US","2403043","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"-- Reitz & Klein, --","3999","1957","5","25","Brazil","Santa Catarina",NA,"Pôrto do Palmital, Garuva, S. Francisco do Sul",NA,NA,NA,NA,"10",NA,NA,"US01674467","US01674467_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"242","2020-09-12 05:00:02-03","US","US","2048966","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"R. A. Ferreyra","4180","1948","7","13","Peru","Huanuco",NA,"Hacienda El Aguila, cerca a Tingo María, entre Huánuco i Pucallpa, Prov. i Dep. Huánuco",NA,NA,NA,NA,"670","700",NA,"US01672626","US01672626_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"243","2020-09-12 05:00:02-03","US","US","3432437","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"O. S. Ribas, J. M. Silva & J. Vaz","4623","2002","4","6","Brazil","São Paulo",NA,"Bela Vista (Mun. Barro do Turvo)",NA,NA,NA,NA,NA,NA,NA,"US01674463","US01674463_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"244","2020-09-12 05:00:02-03","US","US","2564170","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"G. Hatschbach","14303","1966","4","29","Brazil","Paraná",NA,"Mun. Cianorte, Fda. Lagoa",NA,NA,NA,NA,NA,NA,NA,"US01674468","US01674468_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"245","2020-09-12 05:00:02-03","US","US","2248590","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"R. M. Klein","1340","1955","4","22","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí",NA,NA,NA,NA,"300",NA,NA,"US01674460","US01674460_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"246","2020-09-12 05:00:02-03","US","US","1402611","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"A. Regnell","1590","1867",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01674446","US01674446_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"247","2020-09-12 05:00:02-03","US","US","2561140","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"J. R. Coleman","402","1965","5","24","Brazil","São Paulo",NA,"Parque do Estado, São Paulo",NA,NA,NA,NA,"800",NA,NA,"US01674466","US01674466_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"248","2020-09-12 05:00:02-03","US","US","1473711","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"P. K. Dusén","15226","1914","6","26","Brazil","Paraná",NA,"Jacarchý, ad marginem silvae primaevae reg. lil [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US01674443","US01674443_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
