"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"47","2020-02-08 08:50:37-03","NBC","NL-BOTANY","L.3700428","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","B.L.Rob.","Ritter MR","2003","02","23","Hatschbach GG",NA,"1959","07","18","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3700428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3700428","NL-L3700428",NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae","L 0276552",NA,NA,NA,NA,NA,NA
"48","2020-02-08 08:50:37-03","NBC","NL-BOTANY","L.3700429","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","B.L.Rob.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1963","04","11","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3700429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3700429","NL-L3700429",NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae","L 0276579",NA,NA,NA,NA,NA,NA
"49","2020-02-08 08:50:37-03","NBC","NL-BOTANY","L.3700430","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","B.L.Rob.",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","05","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3700430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3700430","NL-L3700430",NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae","L 0276578",NA,NA,NA,NA,NA,NA
"50","2020-02-08 08:50:37-03","NBC","NL-BOTANY","L.3700431","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","B.L.Rob.",NA,NA,NA,NA,"Rambo B",NA,"1949","05","25","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3700431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3700431","NL-L3700431",NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae","L 0276577",NA,NA,NA,NA,NA,NA
"51","2020-02-08 08:50:37-03","NBC","NL-BOTANY","L.3700432","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","B.L.Rob.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","04","07","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3700432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3700432","NL-L3700432",NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae","L 0276576",NA,NA,NA,NA,NA,NA
"52","2020-02-08 08:50:37-03","NBC","NL-BOTANY","U.1135740","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata",NA,"Ritter MR","2003","02","01","Dusén PKH",NA,"1914","06","26","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1135740","NL-U1135740",NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0016613",NA,NA,NA,NA,NA,NA
"53","2020-02-08 08:50:37-03","NBC","NL-BOTANY","U.1135741","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata",NA,"Ritter MR","2003","02","01","Tessmann G",NA,"1937","04","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1135741","NL-U1135741",NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0016614",NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:01:57-03","ESALQ","ESA","56059","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Oliveira, C.T.",NA,NA,NA,"Echternacht, L.","502.0","2004","06","19","Brasil","Minas Gerais","Carmópolis de Minas",NA,"-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,NA,"ESA056059","ESA056059","Magnoliophyta",NA,NA,NA,"18828","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:01:57-03","ESALQ","ESA","49254","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) Robinson","Ritter, M.R.",NA,NA,NA,"Sacco, J.C.","1316.0","1959","06","04","Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"ESA049254","ESA049254","Magnoliophyta",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:01:57-03","ESALQ","ESA","121439","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Oliveira, C.T.",NA,NA,NA,"Angulo, M.B.","41.0","2009","05","01","Brasil","Rio de Janeiro","Santa Maria Madalena","Arredores de Visconde de Imbé. Beira de estrada.","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"Liana; flores brancas.","ESA121439","ESA121439","Magnoliophyta",NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:01:57-03","ESALQ","ESA","31698","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) M.L. Rob.","Souza, F.O.","2006","08","02","Jarenkow, J.A.","1273.0","1989","03","25","Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,NA,"ESA031698","ESA031698","Magnoliophyta",NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:01:57-03","ESALQ","ESA","129612","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Lopes, I.T.F.V.","2016","12","01","Souza, V.C.; Randle, C; Morawetz, J.; Santos, P.M.L.A.; Servidone, G.B.","38163.0","2014","03","21","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional Serra dos Órgãos. Trilha para a Pedra do Sino.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Volúvel; flores creme.","ESA129612",NA,"Magnoliophyta",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:01:57-03","ESALQ","ESA","121443","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Oliveira, C.T.",NA,NA,NA,"Angulo, M.B.","45.0","2009","05","01","Brasil","Rio de Janeiro","Santa Maria Madalena","Subida para a Pedra Dubois. Floresta com transição para campo de altitude.","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"Liana; flores brancas.","ESA121443","ESA121443","Magnoliophyta",NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-31 13:36:08-03","MN","R","85903","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","2000","09","13","Glaziou, A.F.M.",NA,"1881","04","14","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabinete de Botanica da Escola Polytechnica,5576","R000085903","R000085903_001 R000085903_002 R000085903_003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-14 15:24:27-03","MN","R","85909","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","2000","09","13","Freire Allemão, F.; Cysneiros, M.","852","1860","05","18","Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8348","R010047668","R010047668_001 R010047668_002 R010047668_003 R010047668_004 R010047668_005 R010047668_006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-31 13:36:08-03","MN","R","85872","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","2000","09","13","Glaziou, A.F.M.","12047","1880","05","02","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Plantas do Brasil Central","R000085872","R000085872_001 R000085872_002",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-02-02 14:37:57-02","BGBM","B","B 10 0002118","S","Plantae","Compositae","Mikania","ternata","Mikania ternata",NA,NA,NA,NA,NA,"Rambo","41703",NA,NA,NA,"Brazil",NA,NA,"RGS.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002118 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002118","B100002118",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-02-02 14:37:57-02","BGBM","B","B 10 0002119","S","Plantae","Compositae","Mikania","ternata","Mikania ternata",NA,NA,NA,NA,NA,"Rambo","41993",NA,NA,NA,"Brazil",NA,NA,"RGS.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002119 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002119","B100002119",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2016-02-02 14:37:57-02","BGBM","B","B 10 0002117","S","Plantae","Compositae","Mikania","ternata","Mikania ternata",NA,NA,NA,NA,NA,"Rambo","41623",NA,NA,NA,"Brazil",NA,NA,"RGS, Esteio.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002117 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002117","B100002117",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2016-02-02 14:37:57-02","BGBM","B","B 10 0002120","S","Plantae","Compositae","Mikania","ternata","Mikania ternata",NA,NA,NA,NA,NA,"Reitz & Klein","6.647",NA,NA,NA,"Brazil",NA,NA,"Sabiá.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002120 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002120","B100002120",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-02-15 11:34:23-02","IPA","IPA","18395","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Barroso, G.M.","1972",NA,NA,"Lira, O.C.","263","1968","06","25","Brasil","Pernambuco","Ipojuca","Engenho Santa Rosa. Mata.","-35.0638999938965","-8.39888954162598",NA,NA,NA,NA,"Cipó de flor esbranquiçada.","IPA0018395","IPA0018395","Plantae",NA,"Southern America",NA,"22847","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-27 13:27:40-03","IAP","PACA-AGP","91783","PreservedSpecimen","Plantae","Compositae","Mikania","dentata","Mikania dentata","Spreng.","M. R. Ritter","2001","08","28","R. Zaremba",NA,"1998","04","15","Brasil","RS","São Francisco de Paula","FLONA, A3.","-50.5835990905762","-29.4480991363525",NA,NA,"912","912","Aproximadamente 3m de altura.&nf;HASU 157. Habitat: Borda da mata Fenofase: flor branca Hábito: trepadeira","PACA091783",NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"69","2019-08-27 13:27:40-03","IAP","PACA-AGP","91782","PreservedSpecimen","Plantae","Compositae","Mikania","dentata","Mikania dentata","Spreng.","M. R. Ritter","2001","08","28","M. Haussen",NA,"1991","05","01","Brasil","RS","São Leopoldo","Scharlau. Mata do Daniel.","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"HASU 2217. Habitat: Beira de mato.","PACA091782",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"70","2019-08-27 13:27:40-03","IAP","PACA-AGP","76309","PreservedSpecimen","Plantae","Compositae","Mikania","dentata","Mikania dentata","Spreng.","M. R. Ritter","1990","03","13","J. A. Jarenkow","1273","1989","03","25","Brasil","RS","Marcelino Ramos","Mata do Setimo Ceu","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"cap. esbranquicados Habitat: em interior da mata pluvial Hábito: trepadeira","PACA076309",NA,"Magnoliophyta","Asterales",NA,NA,"18635","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-27 13:27:41-03","IAP","PACA-AGP","53786","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1953","02","03","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in silvula nebulari Fenofase: estéril","PACA053786",NA,"Magnoliophyta","Asterales",NA,NA,"55856","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-27 13:27:41-03","IAP","PACA-AGP","110387","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.",NA,NA,NA,NA,"M. Verdi & A.L. de Gasper","2146","2009","05","07","Brasil","SC","Rio Rufino","Morro das Torres.","-49.86","-27.9","49°51'36W","27°54'00S","1432","1432","FURB 13157 Hábito: liana Ecossistema: Floresta Ombrófila Mista","PACA110387",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-27 13:27:41-03","IAP","PACA-AGP","53163","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1952","11","20","Brasil","RS","São Luiz das Missões","Cerro Largo",NA,NA,NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: estéril","PACA053163",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"74","2019-08-27 13:27:41-03","IAP","PACA-AGP","42284","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1949","06","28","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Habitat: in silva primaeva scandens Fenofase: flor","PACA042284",NA,"Magnoliophyta","Asterales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"75","2019-08-27 13:27:41-03","IAP","PACA-AGP","42177","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1949","05","26","Brasil","RS","Novo Hamburgo","Schwabenschneis","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Habitat: in silva primaeva scandens Fenofase: flor","PACA042177",NA,"Magnoliophyta","Asterales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"76","2019-08-27 13:27:41-03","IAP","PACA-AGP","4558","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1941","02","08","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in araucarieto scandens Fenofase: flor","PACA004558",NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"77","2019-08-27 13:27:41-03","IAP","PACA-AGP","4459","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1941","02","08","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in araucarieto scandens Fenofase: flor","PACA004459",NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"78","2019-08-27 13:27:41-03","IAP","PACA-AGP","7970","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","F. Theissen",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri scandens Fenofase: flor","PACA007970",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"79","2019-08-27 13:27:41-03","IAP","PACA-AGP","29942","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Friderichs",NA,"1941","07","16","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri scandens Fenofase: flor","PACA029942",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:36:49-03","IAP","PACA-AGP","28784","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Bruxel, A.",NA,"1942","06","04","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri scandens Fenofase: flor","PACA028784",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"81","2019-08-27 13:27:41-03","IAP","PACA-AGP","25327","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","F. Theissen",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri scandens Fenofase: flor","PACA025327",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"82","2019-08-27 13:27:41-03","IAP","PACA-AGP","25252","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","F. Theissen",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri scandens Fenofase: flor","PACA025252",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"83","2019-08-27 13:27:41-03","IAP","PACA-AGP","31329","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1946","02","24","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in araucarieto scandens Fenofase: flor","PACA031329",NA,"Magnoliophyta","Asterales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"84","2019-08-27 13:27:44-03","IAP","PACA-AGP","91807","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","M. R. Ritter","2003","09","20","Mondin, C.","2699","2002","05","19","Brasil","RS","Derrubadas","Parque Estadual do Turvo","-53.8608016967773","-27.2646999359131",NA,NA,NA,NA,"HASU 14278. Habitat: Em beira de estrada Fenofase: flor Hábito: trepadeira","PACA091807",NA,"Magnoliophyta","Asterales",NA,NA,"18158","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"85","2019-08-27 13:27:41-03","IAP","PACA-AGP","60981","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1989","12","21","Camargo, O. R.","1482","1957","05","18","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"det. (Emrich-Rambo 19081957): Mikania ternifolia DC. Habitat: in araucarieto scandens Fenofase: estéril","PACA060981",NA,"Magnoliophyta","Asterales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"86","2019-08-27 13:27:41-03","IAP","PACA-AGP","46377","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1950","03","20","Brasil","RS","Gramado","p. Canela","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"Habitat: in araucarieto scandens Fenofase: flor","PACA046377",NA,"Magnoliophyta","Asterales",NA,NA,"13851","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-27 13:27:41-03","IAP","PACA-AGP","41703","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1949","05","25","Brasil","RS","Novo Hamburgo","Schwabenschneis","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"SEM MATERIAL Habitat: in silva primaeva scandens Fenofase: flor","PACA041703",NA,"Magnoliophyta","Asterales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"88","2019-08-27 13:27:41-03","IAP","PACA-AGP","41993","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1949","06","15","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL Habitat: in silva campestri scandens Fenofase: flor","PACA041993",NA,"Magnoliophyta","Asterales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"89","2019-08-27 13:27:41-03","IAP","PACA-AGP","41623","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1949","05","18","Brasil","RS","Porto Alegre","p. Esteio","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL Habitat: in silva campestri scandens Fenofase: flor","PACA041623",NA,"Magnoliophyta","Asterales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"90","2019-08-27 13:27:41-03","IAP","PACA-AGP","4578","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1941","02","08","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in araucarieto scandens Fenofase: flor","PACA004578",NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"91","2019-08-27 13:27:41-03","IAP","PACA-AGP","41668","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1949","05","21","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri scandens Fenofase: flor","PACA041668",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"92","2019-08-27 13:27:41-03","IAP","PACA-AGP","25266.1","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","F. Theissen",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri scandens Fenofase: flor","PACA025266-1",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"93","2019-08-27 13:27:41-03","IAP","PACA-AGP","1999","PreservedSpecimen","Plantae","Compositae","Mikania","ternata","Mikania ternata","(Vell.) B. L. Rob.","Emrich-Rambo","1954","07","04","Rambo, B.",NA,"1935","05","15","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA001999",NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"94","2020-02-27 16:43:49-03","UFSC","CTBS","2091","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Pastório, F.F.","2015","04","29","Oliveira, A.A.","2047","2015","03","06","Brasil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-51.0783004760742","-26.2381000518799",NA,NA,NA,NA,"Floresta Ombrófila Mista; liana; médio de regeneração; corola branca;",NA,NA,NA,NA,NA,NA,"41804","auto",NA,NA,"FURB 46927",NA,NA,NA,NA,NA
"95","2021-03-24 17:08:41-03","UFES","SAMES","6696","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Oliveira,A.A.","2053","2015","03","08","Brasil","Santa Catarina","Timbó Grande","Santa Maria.","-50.6741981506348","-26.6149997711182","-504505556.0","-263841666.0",NA,NA,"Flores brancas Habito: Liana","SAMES06696",NA,NA,NA,NA,NA,"23795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 14:32:04-03","UFJF","CESJ","48261","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","R.Borges","2007","04","01","P.L. Viana; F.S. Souza; N.F.O. Mota; O.J. Bastos Neto; A.L.Santiago","2045","2006","05","20","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro. 21º58'43S, 43º53'21W.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Planta escandente em borda de mata nebular.","CESJ048261",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA
