"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem","individualCount","fieldNumber","sex"
"247","2020-02-08 10:20:33-03","NBC","NL-BOTANY","U.1505571","PreservedSpecimen","Plantae","Gramineae","Trichachne","sacchariflora","Trichachne sacchariflora","(Raddi) Nees",NA,NA,NA,NA,"Unknown",NA,"1942","01","28","Argentina",NA,NA,"Pozo Cavado, Santiago del Estero.",NA,NA,NA,NA,NA,NA,"NL-U1505571","NL-U1505571","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"248","2020-02-08 10:20:33-03","NBC","NL-BOTANY","U.1505572","PreservedSpecimen","Plantae","Gramineae","Trichachne","sacchariflora","Trichachne sacchariflora","(Raddi) Nees",NA,NA,NA,NA,"Maldonado Bruzzone R",NA,"1941","12","08","Argentina",NA,NA,"Demonte, Carapari, Dept. Oran, Salta.",NA,NA,NA,NA,NA,NA,"NL-U1505572","NL-U1505572","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"249","2020-02-08 10:20:33-03","NBC","NL-BOTANY","U.1505573","PreservedSpecimen","Plantae","Gramineae","Trichachne","sacchariflora","Trichachne sacchariflora","(Raddi) Nees",NA,NA,NA,NA,"Maldonado Bruzzone R",NA,"1942","02","18","Argentina",NA,NA,"Bajo de los Velez, Prov. San Lius.",NA,NA,NA,NA,NA,NA,"NL-U1505573","NL-U1505573","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505573 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"250","2020-02-08 10:20:38-03","NBC","NL-BOTANY","U.1520168","PreservedSpecimen","Plantae","Gramineae","Vallota","insularis","Vallota insularis","Chase",NA,NA,NA,NA,"Zabala H",NA,"1942","03","14","Argentina",NA,NA,"Provincia Jujuy. Palpala.",NA,NA,NA,NA,NA,NA,"NL-U1520168","NL-U1520168","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1520168 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"251","2020-11-04 12:15:42-03","ESALQ","ESA","140802","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Rodrigues, R.S.","2017","05","09","Andrade, R.C.; Colletta, G.D.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.",NA,"2017","04","19","Brasil","Rio de Janeiro","Rio de Janeiro","Trilha da DIVANF, Base dos Fuzileiros Navais, Ilha do Governador","-43.1633","-22.7815","-43.1633","-22.7815",NA,NA,"ESA140802",NA,"Erva, 50 centímetros, espigueta verde]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-11-04 12:18:36-03","ESALQ","ESA","112159","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis",NA,"Shirasuna, R.T.","2011",NA,NA,"Souza, V.C.","32393.0","2006","07","15","Brasil","Mato Grosso","Poconé",NA,"-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"ESA112159","ESA112159",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"200792","auto",NA,NA,NA,NA,NA
"253","2020-11-04 12:18:36-03","ESALQ","ESA","96488","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Mez ex Ekman","Filgueiras, T.S.",NA,NA,NA,"Bertoncini, A.P. ; Cazetta-Neto, A.","1084.0","1999","11","20","Brasil","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,NA,NA,"ESA096488","ESA096488",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23140","auto",NA,NA,NA,NA,NA
"254","2020-11-04 12:18:36-03","ESALQ","ESA","8146","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Souza, V.C.",NA,NA,NA,"Novôa, A.",NA,"1992","10","06","Brasil","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,NA,NA,"ESA008146","ESA008146",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"12465","auto",NA,NA,NA,NA,NA
"255","2020-11-04 12:18:36-03","ESALQ","ESA","6321","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Souza, V.C.",NA,NA,NA,"Mendes, L.M.",NA,"1990","10","12","Brasil","São Paulo","Dourado",NA,"-48.310001373291","-22.1000003814697",NA,NA,NA,NA,"ESA006321","ESA006321",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"13775","auto",NA,NA,NA,NA,NA
"256","2020-11-04 12:18:36-03","ESALQ","ESA","35301","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Longhi-Wagner, H.M.",NA,NA,NA,"Souza, V.C. et al.","7048.0","1994","11","12","Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,"ESA035301","ESA035301",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"42926","auto",NA,NA,NA,NA,NA
"257","2020-11-04 12:18:36-03","ESALQ","ESA","21285","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Longhi-Wagner, H.M.",NA,NA,NA,"Souza, V.C. et al.","7048.0","1994","11","12","Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,"ESA021285","ESA021285",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"42926","auto",NA,NA,NA,NA,NA
"258","2020-11-04 12:18:36-03","ESALQ","ESA","108434","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis",NA,"Toledo, A.V.A. & Faleiros, L.F.","2009","10","07","Faleiros, L.F.","3.0","2009","10","05","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA108434","ESA108434",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"259","2020-11-04 12:18:36-03","ESALQ","ESA","10483","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Souza, V.C.",NA,NA,NA,"Barreto, K.D. et al.","572.0","1993","06","04","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA010483","ESA010483",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"260","2020-11-04 12:18:36-03","ESALQ","ESA","30704","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Souza, V.C.",NA,NA,NA,"Sousa, E.A. ; Hogenboom, O.P.","3.0","1995","11","08","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA030704","ESA030704",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"261","2020-11-04 12:18:36-03","ESALQ","ESA","109244","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis",NA,"Miranda, F.C.","2008","09","22",NA,NA,"2008","09","20","Brasil","São Paulo","Ribeirão Preto",NA,"-47.810001373291","-21.1700000762939",NA,NA,NA,NA,"ESA109244","ESA109244",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"24390","auto",NA,NA,NA,NA,NA
"262","2020-11-04 12:18:36-03","ESALQ","ESA","94949","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Valls, J.M.F.",NA,NA,NA,"Scaramuzza, C.A.M. et al.","731.0",NA,NA,NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA094949","ESA094949",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"27729","auto",NA,NA,NA,NA,NA
"263","2020-11-04 12:18:36-03","ESALQ","ESA","16836","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Fantinato",NA,NA,NA,"Fantinato, F.","2.0","1994","11","10","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA016836","ESA016836",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"264","2020-11-04 12:18:36-03","ESALQ","ESA","13511","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","referido em Longhi-Wagner (2001)",NA,NA,NA,"Almeida, F.","1.0","1993","10","26","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA013511","ESA013511",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"265","2020-11-04 12:18:36-03","ESALQ","ESA","27429","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Mez ex Ekman",NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Ivanauskas, N.M.; Duarte, A.R.; Eterovic, A.; Marques, O.A.V.","11046.0","1996","04","11","Brasil","São Paulo","Itanhaém","Ilha da Queimada Grande","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"ESA027429","ESA027429","Erva; espiguetas castanho-claras. Áreas abertas.",NA,NA,NA,"Magnoliophyta",NA,NA,"26998","auto",NA,NA,NA,NA,NA
"266","2020-11-04 12:18:53-03","ESALQ","ESA","3336","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis",NA,NA,NA,NA,NA,"Diziola, M.D.",NA,"1987","10","29","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA003336","ESA003336",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"267","2020-11-04 12:18:53-03","ESALQ","ESA","119918","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis",NA,"Galvão, J.P.F.","2007","11","13","Alves, C.C.C.","4.0","2007","10","24","Brasil","São Paulo","Piracicaba","ESALQ, Departamento de Horticultura.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA119918","ESA119918",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"268","2020-11-04 12:18:53-03","ESALQ","ESA","1346","PreservedSpecimen","Plantae","Poaceae","Trichachne","sacchariflora","Trichachne sacchariflora","(Raddi) Nees",NA,NA,NA,NA,"Dedecca, D.",NA,"1952","11","21","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA001346","ESA001346",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"269","2020-11-04 12:18:53-03","ESALQ","ESA","1345","PreservedSpecimen","Plantae","Poaceae","Trichachne","sacchariflora","Trichachne sacchariflora","(Raddi) Nees","Chase, A.; Swallen, J.",NA,NA,NA,"Santoro, J.",NA,"1936","10","15","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA001345","ESA001345",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"270","2021-04-04 13:43:28-03","UFPI","TEPB","9986","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.)Mez.",NA,"1980","11","01","J.H.de Carvalho","407","1994","03","01","Brasil","Piauí","São João do Piauí","Fazenda Experimental Guimarães Duque","-42.246667","-8.358056","42°14'48W","08°21'29S","438","438",NA,NA,"Área situada em relevo plano, utilizada como pastagem natural, solo argiloso. Erva ereta, disponível na estação de chuvas. Não palatável a nenhum animal doméstico. Ambiente: Caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-11-19 10:24:47-03","CPAP","CPAP","3730","PreserverdSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","T. Canto-Dorow",NA,NA,NA,"Gasparini, M. L.","s/n","1985","03","01","Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333","56°39' W","18°59' S","90","90",NA,NA,"Ereto. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Capim-Amargo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-11-19 10:24:47-03","CPAP","CPAP","2264","PreserverdSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","T. Canto-Dorow",NA,NA,NA,"Gonzaga, C.","12","1985","11","17","Brasil","MS","Corumbá","baía do Castelo, Pantanal","-56.916667","-17.516667","56°55' W","17°31' S","99","99",NA,NA,"Ereto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2015-07-02 14:03:47-03","JBP","HPL","3211","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","Mez ex Ekman","H. Lorenzi","1999","12","01","E.R. Salviani & H. Lorenzi","713","1999","12","01","Brasil","RS","Passo Fundo","Coletada na EMBRAPA, daninha.","-52.4067","-28.2628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25060","auto",NA,NA,NA,NA,NA
"274","2019-02-15 11:47:39-02","IPA","IPA","13799","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Sales, M.","1979","04","16","Luetzelburg","26675","1935","07",NA,"Brasil","Ceará","Crato","Tabuleiro.","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"IPA0013799",NA,"No inverno.","Southern America",NA,NA,"Plantae",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"275","2019-07-26 11:40:56-03","IPA","IPA","16814","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Ataíde, M.","1979","05","30","Oliveira, M.A.","16814","1940","07","03","Brasil","Paraíba","Condado",NA,"-37.6007995605469","-6.90971994400024",NA,NA,NA,NA,"IPA0016814",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"22208","auto",NA,NA,NA,NA,NA
"276","2019-07-26 11:40:56-03","IPA","IPA","15693","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Maia, D.","15693","1941","09","17","Brasil","Paraíba","Mogeiro",NA,"-35.4794006347656","-7.29943990707397",NA,NA,NA,NA,"IPA0015693",NA,"Laboratório de Fibras Nº 280.","Southern America",NA,NA,"Plantae",NA,NA,"13614","auto",NA,NA,NA,NA,NA
"277","2019-02-15 11:47:39-02","IPA","IPA","63397","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa e Silva, M.B.","2003","06","18","Cavalcanti, M.F.","21","2002","01","06","Brasil","Pernambuco","Bom Jardim","Sítio Alto Bom Jardim. Próximo da residência. Frenquente. Ruderal.","-35.5872001647949","-7.79582977294922",NA,NA,NA,NA,"IPA0063397",NA,"Erva ereta com ca. de 1,60 m. Folhas simples inflorescência alva.","Southern America",NA,NA,"Plantae",NA,NA,"14562","auto",NA,NA,NA,NA,NA
"278","2019-02-15 11:47:39-02","IPA","IPA","8384","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Fróes, R.L.; Black, G.A.; Black, G.A.","27157","1951","08","03","Brasil","Amapá","Macapá",NA,"-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,"IPA0008384",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"225229","auto",NA,NA,NA,NA,NA
"279","2019-02-15 11:47:39-02","IPA","IPA","16662","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Sobro, J.P.L.; Castellanos, A.; Castellanos, A.","693","1965","01","23","Brasil","Bahia","Jaguaquara","Entre Jaguaquara a Cruz das Almas.","-39.9707984924316","-13.5305995941162",NA,NA,NA,NA,"IPA0016662",NA,"Centro de Pesquisas Florestais e Conservação da Natureza N 5630.","Southern America",NA,NA,"Plantae",NA,NA,"34448","auto",NA,NA,NA,NA,NA
"280","2019-02-15 11:47:39-02","IPA","IPA","13310","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Viana, O.J.","55","1963","06","04","Brasil","Ceará","Pentecoste","Parte irrigada da Faz. Exp. Vale do Curu da EAUC.","-39.2703018188477","-3.79277992248535",NA,NA,NA,NA,"IPA0013310",NA,"Inflorescencia com bastante pelos esbranquiçados.","Southern America",NA,NA,"Plantae",NA,NA,"40139","auto",NA,NA,NA,NA,NA
"281","2019-02-15 11:47:39-02","IPA","IPA","8012","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Falcão, J.I.A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","1087","1954","09","14","Brasil","Paraíba","Campina Grande",NA,"-35.8810997009277","-7.23055982589722",NA,NA,NA,NA,"IPA0008012",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"41577","auto",NA,NA,NA,NA,NA
"282","2019-02-15 11:47:39-02","IPA","IPA","51654","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa e Silva, M.B.","2006","08","17","Bedi, R.","215","1986",NA,NA,"Brasil","Paraíba","Campina Grande","Projeto Fitoterapia.","-35.8810997009277","-7.23055982589722",NA,NA,NA,NA,"IPA0051654",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"41577","auto",NA,NA,NA,NA,NA
"283","2019-02-15 11:47:39-02","IPA","IPA","2759","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Pickel, B.","3835","1935","06","24","Brasil","Paraíba","Campina Grande","Puxinanan, Margem de um campo.","-35.8810997009277","-7.23055982589722",NA,NA,NA,NA,"IPA0002759",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"41577","auto",NA,NA,NA,NA,NA
"284","2019-02-15 11:47:40-02","IPA","IPA","86819","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa; Silva, M.B.","2011","06",NA,"Randau, K.","303","2010","04","03","Brasil","Paraíba","Cuité","Campus da UFCG, ao lado do bloco H.","-36.1535987854004","-6.48361015319824",NA,NA,NA,NA,"IPA0086819",NA,"ao lado do bloco H.","Southern America",NA,NA,"Plantae",NA,NA,"29051","auto",NA,NA,NA,NA,NA
"285","2019-07-26 11:40:56-03","IPA","IPA","15674","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Xavier, L.P.","15674","1942","09","22","Brasil","Pernambuco","Alagoinha","E.E. Alagoinha. Margem do açude.","-36.7757987976074","-8.46638965606689",NA,NA,NA,NA,"IPA0015674",NA,"Não apreciado pelos animais quando velho. Serviço Florestal - acordo Paraiba Nº 961.","Southern America",NA,NA,"Plantae",NA,NA,"16004","auto",NA,NA,NA,NA,NA
"286","2019-02-15 11:47:39-02","IPA","IPA","25212","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde",NA,NA,NA,NA,"Andrade-Lima","716358","1971",NA,NA,"Brasil","Pernambuco","Arcoverde","Estação Experimental. Campos.","-37.0539016723633","-8.41888999938965",NA,NA,NA,NA,"IPA0025212",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"23066","auto",NA,NA,NA,NA,NA
"287","2019-02-15 11:47:39-02","IPA","IPA","81533","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Maciel, J.R.; Silva, W.C. da","2003","11",NA,"Maciel, J.R.; Silva, W.C. da; Silva, W.C. da","81","2003","11",NA,"Brasil","Pernambuco","Bonito","Ladeira acima da igrejinha.","-35.7285995483398","-8.47027969360352",NA,NA,NA,NA,"IPA0081533",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"20932","auto",NA,NA,NA,NA,NA
"288","2019-02-15 11:47:39-02","IPA","IPA","12988","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Sarmento, A.","203","1959","04","19","Brasil","Pernambuco","Brejo da Madre de Deus","Na encosta da Pedra do Cachorro.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,"IPA0012988",NA,"Capim de porte alto; Inflorescencia pilosa.","Southern America",NA,NA,"Plantae",NA,NA,"34231","auto",NA,NA,NA,NA,NA
"289","2019-02-15 11:47:39-02","IPA","IPA","82783","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa e Silva, M.B.","2008","06","18","Costa e Silva, M.B.; Pereira, R.; Santos, E.A.; VIana, A.; Silva, J.S.; Rosselin; Pereira, R.; Santos, E.A.; VIana, A.; Silva, J.S.; Rosselini, R.","3682","2008","06","18","Brasil","Pernambuco","Buíque","Vale do Catimbau, Trilha das Torres","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"IPA0082783",NA,"Caatinga","Southern America",NA,NA,"Plantae",NA,NA,"38964","auto",NA,NA,NA,NA,NA
"290","2019-02-15 11:47:39-02","IPA","IPA","82771","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa e Silva, M.B.","2008","08","19","Costa e Silva, M.B.; Pereira, R.; Santos, E.A.; VIana, A.; Silva, J.S.; Rosselin; Pereira, R.; Santos, E.A.; VIana, A.; Silva, J.S.; Rosselini, R.","3670","2008","06","18","Brasil","Pernambuco","Buíque","Vale do Catimbau, Trilha das Torres","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"IPA0082771",NA,"Caatinga","Southern America",NA,NA,"Plantae",NA,NA,"38964","auto",NA,NA,NA,NA,NA
"291","2019-02-15 11:47:39-02","IPA","IPA","20238","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Tenório, E.C.","946","1969","08","28","Brasil","Pernambuco","Cachoeirinha","Entre Iati - Cachoeirinha. Caatinga.","-36.2331008911133","-8.48639011383057",NA,NA,NA,NA,"IPA0020238",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"17712","auto",NA,NA,NA,NA,NA
"292","2019-02-15 11:47:39-02","IPA","IPA","22523","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Andrade-Lima","1978","08","25","Andrade-Lima; Medeiros-Costa; Medeiros-Costa","190","1978","03","01","Brasil","Pernambuco","Cabo de Santo Agostinho","Suape, Área - Projeto Suape. Parte anterior. (Estação D).","-35.0349998474121","-8.28666973114014",NA,NA,NA,NA,"IPA0022523",NA,"Erva em solo arenoso nas margens de um riacho.","Southern America",NA,NA,"Plantae",NA,NA,"25282","auto",NA,NA,NA,NA,NA
"293","2019-02-15 11:47:39-02","IPA","IPA","20082","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa e Silva, M.B.","2006","08","17","Tenório, E.C.","750","1969","08","18","Brasil","Pernambuco","Garanhuns","Solos arenosos. Cerrado.","-36.4928016662598","-8.89027976989746",NA,NA,NA,NA,"IPA0020082",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"21839","auto",NA,NA,NA,NA,NA
"294","2019-02-15 11:47:39-02","IPA","IPA","57864","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa e Silva, M.B.","2002","04",NA,"Galindo, R.","24","1995",NA,NA,"Brasil","Pernambuco","Recife","Dois Irmãos, Mata de Dois Irmãos, arredores do Açude do Prata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0057864",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"18865","auto",NA,NA,NA,NA,NA
"295","2019-02-15 11:47:39-02","IPA","IPA","57850","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa e Silva, M.B.","2003","10","28","Galindo, R.","9","1994",NA,NA,"Brasil","Pernambuco","Recife","Dois Irmãos, Mata de Dois Irmãos, arredores do Açude do Prata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0057850",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"18865","auto",NA,NA,NA,NA,NA
"296","2019-02-15 11:47:39-02","IPA","IPA","69864","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Costa e Silva, M.B.","2004","03",NA,"Rita Pereira; Costa e Silva, M.B.; Costa e Silva, M.B.","2867","2004","03","30","Brasil","Pernambuco","Timbaúba","Fazenda Santa Ana. Vale do Tiuma.","-35.3182983398438","-7.50528001785278",NA,NA,NA,NA,"IPA0069864",NA,"Material para informação de parecer técnico. Solicitado por Irapuam Machado Pereira.","Southern America",NA,NA,"Plantae",NA,NA,"17951","auto",NA,NA,NA,NA,NA
"297","2019-02-15 11:47:39-02","IPA","IPA","16681","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Castellanos, A.","24826","1964","03","02","Brasil","Santa Catarina","Itapiranga","Santo Antonio","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"IPA0016681",NA,"Centro de Pesquisas Florestais e Conservação da Natureza Nº 4167.","Southern America",NA,NA,"Plantae",NA,NA,"18767","auto",NA,NA,NA,NA,NA
"298","2019-07-26 11:40:56-03","IPA","IPA","15706","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Xavier, L.P.","15706","1947","09","30","Brasil","Paraíba",NA,"Horto da Soc. Agricultura.",NA,NA,NA,NA,NA,NA,"IPA0015706",NA,"Planta de inflorescência em cachos brancacentos sedosos.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-02-15 11:47:39-02","IPA","IPA","16633","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Tenório, E.C.","1971",NA,NA,"Castellanos, A.","85","1966","03","20","Brasil","Bahia",NA,"90 Km ao N de Bonfim, Mina Caraíba.",NA,NA,NA,NA,NA,NA,"IPA0016633",NA,"Centro de Pesquisas Florestais e Conservação da Natureza Nº 6881.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
