"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"139","2008-05-27 22:02:00-03","MO","MOBOT","997840","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Percy Núñez V.|et al.","Núñez Vargas 17287","1995","8","South America","Peru","Madre de Dios","Lago Sandobal, Borde del Lago-Carretera Carrozable.","-69.045","-12.61222",NA,NA,NA,NA,"10","Tahuamanu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137","4"
"140","2020-08-31 08:54:28-03","INPA","INPA","187901","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pennington, TD",NA,"Mackenzie, CA","2206.1717","1982","09","Southern America","Brasil","Amazonas","Distrito Agropecuário da SUFRAMA., Rodovia BR-174, km 72 depois 6 km oeste da BR, fazenda Dimona. Reserva 2206 do Projeto Dinâmica Biológica de Fragmentos Florestais.","-60.083333","-2.316667",NA,NA,"INPA0187901","INPA0187901 INPA0187901_e INPA0187901_e1","29","Manaus",NA,NA,"-60.083333","-2.316667",NA,NA,"1997",NA,NA,NA,NA,NA,NA
"141","2021-01-10 20:43:08-03","INPA","INPA",NA,"S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pennington, TD",NA,"Mackenzie, CA","s.n.","1982","09","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário da SUFRAMA, Rod. BR-174, Km 72 depois 6 Km Oeste da BR, Fazenda Dimona","-60.083333","-2.316667",NA,NA,NA,NA,"29","Manaus",NA,NA,"-60.083333","-2.316667",NA,NA,"1997",NA,NA,NA,NA,NA,NA
"142","2020-08-31 08:54:28-03","INPA","INPA","132279","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Mello, FC de; Margarida, M",NA,"Hatschbach, GG","19595","1968","08","Southern America","Brasil","Paraná","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,"INPA0132279","INPA0132279 INPA0132279_e","12","Morretes","50","50",NA,NA,"30514","auto","1983",NA,NA,NA,NA,NA,NA
"143","2020-07-10 09:49:20-03","MBML","MBML-HERBARIO","10122",NA,"Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","L.C.Fabris/29-4-2009",NA,"W. P. Lopes; E. Bausen & W. Pizziolo","746","1999","05",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvore 12m. Dap 20cm.Fuste 7m. Frutos imaturos verdes, secos marrons. Exsudato leitoso. Indivíduo 1953 ( área de amostragem L. D. Thomaz.)","MBML010122",NA,"26","Santa Teresa",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-07-10 09:49:20-03","MBML","MBML-HERBARIO","10335",NA,"Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.","T. D. Pennington/Jul.1995",NA,"L. D. Thomaz","920","1993","05",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"altura 20m, PAP 110cm, caule interno róseo, látex branco.","MBML010335",NA,"05","Santa Teresa",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-07-10 09:49:20-03","MBML","MBML-HERBARIO","32521",NA,"Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","A. Alves Araújo/26-08-2016",NA,"V. Demuner; T. A. Cruz, M.Belizário.","4775","2007","12",NA,"Brasil","Espírito Santo","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.549167","-19.345833",NA,"Arvoreta 8m, botões florais verdes, látex esbranquiçado. Interior de mata queimada.","MBML032521",NA,"12","Marilândia","300","300","40W32'57","19S20'45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-04 11:06:26-03","UFRB","HURB","14064","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist.",NA,NA,"Victor Jr., V.","536","2013","01",NA,"Brasil","Bahia","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014064",NA,"10","Ibirapitanga",NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"147","2021-03-04 11:06:26-03","UFRB","HURB","14065","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist.",NA,NA,"Victor Jr., V.","507","2013","01",NA,"Brasil","Bahia","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014065",NA,"10","Ibirapitanga",NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-04 11:06:26-03","UFRB","HURB","14066","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist.",NA,NA,"Victor Jr., V.","1885","2013","01",NA,"Brasil","Bahia","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014066",NA,"17","Ibirapitanga",NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"149","2021-03-04 11:06:26-03","UFRB","HURB","14067","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist.",NA,NA,"Victor Jr., V.","1991","2013","01",NA,"Brasil","Bahia","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014067",NA,"16","Ibirapitanga",NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"150","2021-03-04 11:06:26-03","UFRB","HURB","14068","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist.",NA,NA,"Victor Jr., V.","956","2013","01",NA,"Brasil","Bahia","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014068",NA,"11","Ibirapitanga",NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"151","2021-01-26 13:58:37-03","IMA","MAC","17978","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","E.C.O.Chagas",NA,"Chagas-Mota","8317","2010","09",NA,"Brasil","Alagoas","Serra do Livramento","-35.725","-8.908889",NA,"Árvore ca. 6m de altura. Estéril.; Mata Atlântica.","MAC0017978",NA,"07","Colônia de Leopoldina",NA,NA,"-35.725","-8.908889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-01-26 13:58:37-03","IMA","MAC","49278","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","E.C.O.Chagas",NA,"Chagas-Mota","8317","2010","09",NA,"Brasil","Alagoas","Serra do Livramento.","-35.7249984741211","-8.90888977050781",NA,"Árvore ca. 6 m de altura. Estéril.; Mata Atlântica.","MAC0049278",NA,"07","Colônia Leopoldina",NA,NA,NA,NA,"21331","auto","2010","09",NA,NA,"07",NA,NA
"153","2021-01-26 13:58:37-03","IMA","MAC","50563","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","E.C.O.Chagas",NA,"Chagas-Mota; J.M.Ferreira","9602","2010","11",NA,"Brasil","Alagoas","Fazenda Jussara.","-36.389478","-9.558283",NA,"Árvore ca. 5 m de altura. Estéril.; Mata Atlântica.","MAC0050563","MAC0050563","25","Viçosa",NA,NA,"-36.389478","-9.558283",NA,NA,"2010","11",NA,NA,"25",NA,NA
"154","2021-01-26 13:58:37-03","IMA","MAC","28904","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","F.Cavalcante",NA,"N.T. Mendonça","392","2005","01",NA,"Brasil","Alagoas","Topo da Serra da Bananeira.","-35.942797","-9.306822",NA,"Árvore ca. de 9m de altura, exsudato branco. Botões florais marrons.; Mata Atlântica.","MAC0028904","MAC0028904 MAC0028904_1","11","Murici",NA,NA,"-35.942797","-9.306822",NA,NA,"2006",NA,NA,NA,NA,NA,NA
"155","2021-02-09 10:14:00-03","UENF","HUENF","1344","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Moreno, M.R.; Nascimento, M.T.","136","1997","07",NA,"Brasil","Rio de Janeiro","Imbé","-41.796944","-21.846944",NA,NA,"HUENF00001346",NA,"07","Campos dos Goytacazes","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-25 12:04:04-03","UENF","HUENF","62","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,NA,"136",NA,NA,NA,"Brasil","Rio de Janeiro","Imbé.","-41.3244018554688","-21.7541999816895",NA,NA,"CARP00010240",NA,NA,"Campos dos Goytacazes",NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA
"157","2021-02-25 10:11:50-03","CVRD","CVRD","4591","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Moraes, Q.",NA,"Farias, G.L.","639","1993","09","América do Sul","BRASIL","ES","Solo branco e arenoso, Localizado no final da estrada.","-39.889778","-19.075917",NA,"<ll>dwc_commonname:</ll> Bapebil","CVRD004591",NA,"09","Linhares","29","29","39°53'23,2W","19°04'33,3S",NA,NA,"2019","12","Magnoliopsida",NA,"02",NA,NA
"158","2021-02-25 10:11:50-03","CVRD","CVRD","2092","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","A. Alves-Araújo",NA,"Farias, G.L.","230","1988","10","América do Sul","BRASIL","BA",NA,"-39.0647010803223","-16.4496994018555",NA,"<ll>dwc_commonname:</ll> Bapebil","CVRD002092",NA,"25","Porto Seguro",NA,NA,NA,NA,"68835","auto","2013","10","Magnoliopsida",NA,"25",NA,NA
"159","2021-02-25 10:11:50-03","CVRD","CVRD","9010","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Terry D. Pennington",NA,"Folli, D.A.","4978","2004","11","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"RFL 001/80 Bloco C Trat 1 <ll>dwc_commonname:</ll> Bapebil","CVRD009010","CVRD009010","24","Linhares",NA,NA,NA,NA,"48094","auto","2010","12","Magnoliopsida",NA,"01",NA,NA
"160","2021-02-25 10:11:50-03","CVRD","CVRD","385","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Moraes, Q.",NA,"Folli, D.A.","108","1979","09","América do Sul","BRASIL","ES","Lado esquerdo da Torre.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Bapebil","CVRD000385","CVRD000385","10","Linhares",NA,NA,NA,NA,"48094","auto","2019","12","Magnoliopsida",NA,"02",NA,NA
"161","2021-02-25 10:11:50-03","CVRD","CVRD","4802","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Moraes, Q.",NA,"Folli, D.A.","2178","1994","01","América do Sul","BRASIL","ES","Localizada no final da estrada. Solo branco e arenoso.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Bapebil","CVRD004802","CVRD004802","19","Linhares",NA,NA,NA,NA,"48094","auto","2019","12","Magnoliopsida",NA,"02",NA,NA
"162","2021-03-01 11:52:06-03","UFPE","UFP","68987","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","Hoehne.",NA,NA,"Vivas, CV; Paixão, JL; Moraes, RCS","180","2011","05",NA,"Brasil","Bahia",NA,"-39.203611","-13.826667",NA,"Árvore cerca de 20 metros de altura folhas discolores verdes, com face adaxial brilhante. 23,9 cm de DAP, látex branco e caule com casca esfoliante.; Floresta Ombrófila.","UFP068987",NA,"11","Igrapiúna",NA,NA,"-39.203611","-13.826667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 11:52:06-03","UFPE","UFP","69137","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","Hoehne.","Araújo, AA",NA,"Araújo, AA; Alvarenga, LDP; José, AC; Zartman, C","1143","2009","02",NA,"Brasil","Alagoas",NA,"-35.8725","-9.211944",NA,"Árvore 7 m de altura, estéril.; Mata Atlântica.","UFP069137",NA,"10","Murici",NA,NA,"-35.8725","-9.211944",NA,NA,"2009","12",NA,NA,"10",NA,NA
"164","2021-03-01 11:52:06-03","UFPE","UFP","69138","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","Hoehne.",NA,NA,"Araújo, AA; Amorim, A; Perdiz, R; Rocha, D","1184","2009","04",NA,"Brasil","Bahia",NA,NA,NA,NA,"Árvore 8-9 m de altura, látex alvo, abundante. Estéril.; Mata Atlântica.","UFP069138",NA,"02","Camaçã","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-01 11:52:06-03","UFPE","UFP","68988","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","Hoehne.",NA,NA,"Vivas, CV; Paixão, JL; Moraes, RCS","207","2011","06",NA,"Brasil","Bahia",NA,"-39.688333","-14.78",NA,"Árvore cerca de 15 metros de altura folhas discolores verdes, com face adaxial brilhante. 11,1 cm de DAP, látex branco.; Floresta Ombrófila.","UFP068988",NA,"02","Ilhéus","73","73","-39.688333","-14.78",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-01 11:52:06-03","UFPE","UFP","69136","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","Hoehne.","Araújo, AA",NA,"Araújo, AA; Pontes, T","1237","2009","05",NA,"Brasil","Pernambuco",NA,"-34.9063987731934","-7.83416986465454",NA,"árvore 7-8 m de altura, folhas discolores, bordo foliar revolto.; Mata Atlântica.","UFP069136",NA,"06","Igarassu",NA,NA,NA,NA,"24709","auto","2009","05",NA,NA,"06",NA,NA
"167","2020-09-12 05:00:02-03","US","US","2678604","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne",NA,"Isotype","F. C. Hoehne","s.n.",NA,NA,"South America - Neotropics","Brazil","São Paulo","Captal of Sao Capital.",NA,NA,NA,NA,"US00323624","US00323624_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"168","2020-09-12 05:00:02-03","US","US","1671801","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.",NA,NA,"F. C. Hoehne","121;28358",NA,NA,"South America - Neotropics","Brazil","São Paulo","Jardim Botanico, S. Paulo.",NA,NA,NA,NA,"US02706040","US02706040_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"169","2020-09-12 05:00:02-03","US","US","2580080","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.",NA,NA,"O. Handro","956","1960","9","South America - Neotropics","Brazil","São Paulo","São Paulo, nativa na mata do Jardim Botânico.",NA,NA,NA,NA,"US02706034","US02706034_01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"170","2020-09-12 05:00:02-03","US","US","2405464","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.",NA,NA,"ex herb. de A. Glaziou","9505","1877","7","South America","Brazil","Rio de Janeiro","Haut du Corcorais. Brésil R-J",NA,NA,NA,NA,"US02706041","US02706041_01","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"171","2020-09-12 05:00:02-03","US","US","2562179","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.",NA,NA,"B. A. Krukoff","10829","1939","9","South America - Neotropics","Bolivia","La Paz","Prov. Larecaja: Tuiri (near Mapiri, on left bank of Río Mapiri).",NA,NA,NA,NA,"US02706038","US02706038_01","12",NA,"490","750",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"172","2020-09-12 05:00:02-03","US","US","2780029","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.",NA,NA,"O. Handro","956","1960","9","South America - Neotropics","Brazil","São Paulo","São Paulo, nativa na mata do Jardim Botânico.",NA,NA,NA,NA,"US02706035","US02706035_01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"173","2020-09-12 05:00:02-03","US","US","3144120","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.",NA,NA,"L. O. A. Teixeira, A. Fife, K. McFarland, C. D. A. Mota & et al.","487","1982","5","South America - Neotropics","Brazil","Rondônia","T.F. Rondônia. Município de Ariquemes, Mineração Mibrasa, Setor Alto Candeias, km 128.","-63.58","-10.58",NA,NA,"US02706037","US02706037_01","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"174","2020-09-12 05:00:02-03","US","US","3146097","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.",NA,NA,"G. Hatschbach","19595","1968","8","South America","Brazil","Paraná","Col. Floresta (mun. Morretes).",NA,NA,NA,NA,"US02706036","US02706036_01","12",NA,"50","100",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"175","2020-09-12 05:00:02-03","US","US","1905613","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.",NA,NA,"B. A. Krukoff","10829","1939","9","South America - Neotropics","Bolivia","La Paz","Department of La Paz: Province of Larecaja: Tuiri (near Mapiri, on left bank of Rio Mapiri).",NA,NA,NA,NA,"US02706039",NA,"12",NA,"490","750",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"176","2019-12-09 17:30:57-03","UFPR","EFC","16794","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.; Lozano, E.; Canestraro, B.K.","1464","2017","12",NA,"Brasil","Paraná","PARNA Saint-Hilaire/Lange, trilha para Torre da Prata","-48.7033","-25.6152",NA,"Árvore 14 m alt.; látex no tronco, ramos e folhas; frutos imaturos verdes; interior de Floresta Ombrófila Densa Submontana de encosta","EFC016794",NA,"11","Morretes","675","675","-48.7033","-25.6152",NA,NA,"2017","12",NA,NA,"11",NA,NA
"177","2019-12-09 17:30:57-03","UFPR","EFC","16792","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.","1465","2018","01",NA,"Brasil","Paraná","RPPN Salto Morato","-48.3005","-25.3205",NA,"Árvore 21 m alt.; tronco com base digitada, ritidoma amarronzado, escamoso a finamente fissurado-escamoso, casca interna amarelo-alaranjado claro, aspecto trançado, látex alvo, abundante; frutos roxos, polpa alvo-esverdeada, adocicada;","EFC016792",NA,"09","Guaraqueçaba","100","100","-48.3005","-25.3205",NA,NA,"2018","01",NA,NA,"09",NA,NA
"178","2019-12-09 17:30:57-03","UFPR","EFC","16076","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.","1302","2017","08",NA,"Brasil","Paraná","RPPN Salto Morato","-48.305","-25.1786",NA,"soltam-se em tiras (tipo Annonaceae); botões florais esverdeados; dossel de Floresta Ombrófila Densa Submontana, a meia encosta em fundo de vale. Floresta Ombrófila Densa Submontana","EFC016076",NA,"04","Guaraqueçaba","75","75","-48,305","-25.1786",NA,NA,"2017","08",NA,NA,"04",NA,NA
"179","2019-11-13 11:31:45-03","USP","SPF","169191","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Fiaschi, P",NA,"Fiaschi, P","2592","2004","10",NA,"Brasil","Bahia","Reserva Privada do Patrimônio Natural Fazenda Água Branca.","-39.880556","-13.328889",NA,NA,"SPF00169191",NA,"30","Valença","220","220","-39.880556","-13.328889",NA,NA,"2006",NA,NA,NA,NA,NA,NA
"180","2019-11-13 11:31:45-03","USP","SPF","154981","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, MMRF",NA,"Ivanauskas, N","894","1996","09",NA,"Brasil","São Paulo",NA,"-47.876944","-24.675833",NA,NA,"SPF00154981",NA,"21","Pariquera-Açu",NA,NA,"-47.876944","-24.675833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-13 11:31:45-03","USP","SPF","42496","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, MMRF",NA,"Hatschbach, G","19595","1968","08",NA,"Brasil","Paraná",NA,"-48.834400177002","-25.476900100708",NA,NA,"SPF00042496",NA,"12","Morretes",NA,NA,NA,NA,"30514","auto","1983",NA,NA,NA,NA,NA,NA
"182","2019-11-13 11:31:45-03","USP","SPF","71736","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Carneiro, CE",NA,"Handro, O","956","1960","09",NA,"Brasil","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00071736",NA,"28","São Paulo",NA,NA,NA,NA,"53584","auto","1997","11",NA,NA,NA,NA,NA
"183","2019-11-13 11:31:45-03","USP","SPF","155987","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Handro, O",NA,"Handro, O","956","1960","09",NA,"Brasil","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00155987",NA,"28","São Paulo",NA,NA,NA,NA,"53584","auto","1960","09",NA,NA,NA,NA,NA
"184","2019-10-07 09:12:54-03","UEFS","HUEFS","188911","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Matos, E.N.de","1947","2011","10",NA,"Brasil","Bahia","Fazenda Bolandeira","-39.002778","-15.338889",NA,"Restinga. Floresta.","HUEFS0188911","HUEFS0188911","20","Una",NA,NA,"39W0'10''","15S20'20''",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"185","2019-10-07 09:12:54-03","UEFS","HUEFS","33891","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Thomas, W.W.","10127","1993","10",NA,"Brasil","Bahia","Reserva Florestal da brasil de Holanda Industris S>A; The entrance at Km 18 east of Itamaraju on road to Prado, 8 Km from entrance.","-39.333333","-17.183333",NA,"Southern Bahian moist Forest. Tabuleiro.","HUEFS0033891","HUEFS0033891","22","Prado",NA,NA,"39W20'","17S11'",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"186","2019-10-07 09:12:54-03","UEFS","HUEFS","68200","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Kuhlmann, M.","279","1959","09",NA,"Brasil","Pará","Rodovia Belém-Brasilia, km. 92.",NA,NA,NA,NA,"HUEFS0068200","HUEFS0068200","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"187","2019-10-07 09:12:54-03","UEFS","HUEFS","178408","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Ivanauskas, N.M.","6199","2006","09",NA,"Brasil","São Paulo","PECB, trilha da Ceva - Alça do Turvinho o (SAD 69, Zona 23 J).",NA,"-20.427778",NA,NA,"HUEFS0178408","HUEFS0178408","02","São Miguel Arcanjo","754","754","73W40'88''","20S25'40''",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"188","2019-10-07 09:12:54-03","UEFS","HUEFS","173439","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Pickel, D.B.","spsf3507","1949","11",NA,"Brasil","São Paulo","Arboreto de Vila Amália, cultivado.","-46.6300010681152","-23.5400009155273",NA,NA,"HUEFS0173439","HUEFS0173439","23","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,"Asteranae",NA,NA,NA,NA
"189","2019-10-07 09:12:54-03","UEFS","HUEFS","234080","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Almeida, A.C.T.","17","2015","10",NA,"Brasil","Bahia","Fazenda Mesquita.","-39.6836013793945","-13.7781000137329",NA,"Floresta Estacional Semi-decidual.","HUEFS0234080","HUEFS0234080","30","Itamari",NA,NA,NA,NA,"14620","auto",NA,NA,"Asteranae",NA,NA,NA,NA
