"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"43","2020-02-08 09:04:04-03","NBC","NL-BOTANY","WAG.1576580","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Núñez Vargas P; et al.",NA,"1995","08","Southern America","Peru","Madre de Dios","Lago Sandobal, Borde del Lago-Carretera Carrozable.","-69.045","-12.612222",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1576580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1576580","NL-WAG1576580","10",NA,NA,NA,"-69.045","-12.612222",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-11-04 11:19:37-03","ESALQ","ESA","128260","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Ivanauskas, N.M.",NA,"Virillo, C.B.","133.0","2013","03",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34875","-24.03041",NA,"reg","ESA128260",NA,"31","Tapiraí",NA,NA,"-47.34875","-24.03041",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:19:37-03","ESALQ","ESA","29339","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Fiúza de Melo, M.M.R.",NA,"Ivanauskas, N.M.","894.0","1996","09",NA,"Brasil","São Paulo",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029339",NA,"21","Pariquera-Açu",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:19:37-03","ESALQ","ESA","104559","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Aguiar, O.T.",NA,"Aguiar, O.T.","1189.0","2002","03",NA,"Brasil","São Paulo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104559",NA,"13","São Miguel Arcanjo",NA,NA,NA,NA,"27904","auto","2002","03",NA,NA,"17",NA,NA
"47","2020-11-04 11:19:37-03","ESALQ","ESA","126507","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Rossi, L.",NA,"Honda, S.","345.0","1905","06",NA,"Brasil","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA126507",NA,"30","São Paulo",NA,NA,NA,NA,"53584","auto","1905","07",NA,NA,"03",NA,NA
"48","2020-11-04 11:19:37-03","ESALQ","ESA","64227","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Equipe de Fitossociologia do CNEC",NA,"1997","01",NA,"Brasil","Mato Grosso","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Trilha da figueira. Borda de Floresta Ombrófila Densa Baixo Montana","-56.7214012145996","-13.4467000961304",NA,"Árvore de 10 m. Látex branco. Fruto jovem avermelhado.","ESA064227","ESA064227","01","São José do Rio Claro","112","112","-47,993,056","-24,056,389","74983","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:19:37-03","ESALQ","ESA","47385","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Nave, A.G.; Dário, F.R.; Lopes, R.F.; Bertani, D.F.","2103.0","1997","09",NA,"Brasil","Mato Grosso","Praia Barra da Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento. 30 m.s.m. Floresta de restinga. Planície Fluvio Marinha, Formação Cananéia. Beira do rio","-59.3353004455566","-15.2260999679565",NA,"Árvore ca. 5 m de altura, flor fechada marrom","ESA047385","ESA047385","12","Pontes e Lacerda","30","30","-45,766,944","-23,731,667","110136","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:19:37-03","ESALQ","ESA","128261","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Ivanauskas, N.M.",NA,"Cabral, F.N.","813.0","2013","03",NA,"Brasil","São Paulo","Trilha Dezembro entre UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa na margem do Rio Dezembro.","-50.44965","-27.07849",NA,"Árvore de 2m.","ESA128261",NA,"27","Tapiraí",NA,NA,"-50.44965","-27.07849",NA,NA,"2013","03",NA,NA,"27",NA,NA
"51","2020-11-04 11:19:37-03","ESALQ","ESA","47384","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Ivanauskas, N.M.; Árbocz, G.F.; Silva, M.M.R.; Zanella, J.","2178.0","1997","08",NA,"Brasil","Mato Grosso",NA,"-59.7858009338379","-13.6631002426147",NA,NA,"ESA047384","ESA047384","04","Comodoro",NA,NA,NA,NA,"187708","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:19:37-03","ESALQ","ESA","76520","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Farah, F.T.",NA,"Farah, F.T. et al.","774.0","1998","12",NA,"Brasil","Minas Gerais",NA,"-46.9925003051758","-18.9438991546631",NA,NA,"ESA076520",NA,"01","Patrocínio",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:19:37-03","ESALQ","ESA","71018","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Farah, F.T.",NA,"Farah, F.T. et al.","609.0","1998","12",NA,"Brasil","Minas Gerais",NA,"-46.9925003051758","-18.9438991546631",NA,NA,"ESA071018",NA,"15","Patrocínio",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:19:37-03","ESALQ","ESA","76517","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Farah, F.T.",NA,"Farah, F.T. et al.","755.0","1998","12",NA,"Brasil","Minas Gerais",NA,"-46.9925003051758","-18.9438991546631",NA,NA,"ESA076517",NA,"01","Patrocínio",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:19:37-03","ESALQ","ESA","64228","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Equipe de Fitossociologia do CNEC",NA,"1997","01",NA,"Brasil","Mato Grosso","Floresta Ombrófila aluvial. Capoeira. 9685600N; 182700N","-53.0797004699707","-13.2421998977661",NA,"Árvore, 12m alt.","ESA064228","ESA064228","01","Gaúcha do Norte",NA,NA,NA,NA,"152955","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:19:37-03","ESALQ","ESA","52071","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Lima, R.A.F.","512.0",NA,NA,NA,"Brasil","São Paulo","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"em clareira","ESA052071","ESA052071",NA,"Sete Barras","400","400",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:19:37-03","ESALQ","ESA","109718","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29300.0",NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109718","ESA109718",NA,"Sete Barras",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:19:37-03","ESALQ","ESA","65176","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Equipe de Fitossociologia do CNEC",NA,"1997","01",NA,"Brasil","Mato Grosso","Quinto braço da Mineradora Santa Elina. Floresta Estacional Semidecidual. Interior de Floresta, com passagem de fogo, afloramentos rochosos.","-59.3353004455566","-15.2260999679565",NA,"Arbóreo. Altura de 14,0 m e com fruto imaturo verde.","ESA065176",NA,"01","Pontes e Lacerda",NA,NA,"-59,754,444","-14,630,833","110136","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:19:37-03","ESALQ","ESA","123664","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"Ivanauskas, N.M.",NA,"Colletta, G.D. ; Souza, V.C.","1052.0","2013","04",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA), Trilha da Serraria.","-47.5","-23.9599990844727",NA,"Árvore, 4m","ESA123664",NA,"30","Tapiraí",NA,NA,NA,NA,"41034","auto","2013","04",NA,NA,"30",NA,NA
"60","2021-01-14 15:33:33-03","MN","R","12067","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pires, J.M.",NA,"Glaziou, A.F.M.","9505","1877","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"Plantas do Brasil Central","R000012067","R000012067_001","31",NA,NA,NA,NA,NA,NA,NA,"1980","12",NA,NA,"02",NA,NA
"61","2015-07-02 14:04:14-03","JBP","HPL","10637","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","H. Lorenzi",NA,"J.A. Lombardi et al.","7158","2008","01",NA,"Brasil","BA","Coletado ao lado direito da BR-101 (sentido Itabuna/Eunápolis); em área de Mata Atlântica degradada (árvores remanescentes em meio a plantação mista de cafezal e açaizeiro). S 15° 16'; W 39° 25' (152m.s.m.). Prensado em álcool","-39.4144","-15.2633",NA,NA,NA,NA,"26","Arataca",NA,NA,NA,NA,"19859","auto","2008","01",NA,NA,"26",NA,NA
"62","2019-02-15 11:50:21-02","IPA","IPA","59185","S","Plantae","Plantae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, M.M.F. de",NA,"Hatschbach, G.","19595","1968","08","Southern America","Brasil","Paraná","Col. Floresta.","-48.834400177002","-25.476900100708",NA,"Árvore 1mm, lacticífera; flor creme.; Mata pluvial, encosta de morro.","IPA0059185",NA,"12","Morretes","50","100",NA,NA,"30514","auto","1983",NA,NA,NA,NA,NA,NA
"63","2019-02-15 11:50:21-02","IPA","IPA","44202","S","Plantae","Plantae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, M.M. .F. de",NA,"Hatschbach, G.","19595","1968","08","Southern America","Brasil","Paraná","encosta de morro.","-48.834400177002","-25.476900100708",NA,"Árvore 10m. Laticífera, flor creme.; Mata Pluvial. Floresta.","IPA0044202",NA,"12","Morretes","50","100",NA,NA,"30514","auto","1983",NA,NA,NA,NA,NA,NA
"64","2019-02-15 11:50:21-02","IPA","IPA","56709","S","Plantae","Plantae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pennington, T.D.",NA,"Thomas W.W.; Carvalho, A.; Amorim, A.; Jardim, J.; Carvalho, A.; Amorim, A.; Jardim, J.","s.n.","1993","10","Southern America","Brasil","Bahia","Reserva Florestal da Brasil de Holanda Industrias, the entrance at km 18 east of Itamarajú on road to Prado, 8km from entrance.","-39.333333","-17.183333",NA,"Tree 18m; latex, leaves lustrous dark green, paler beneath; flowers creamy white.; Southern bahian moist forest tabuleiro.","IPA0056709",NA,"22","Prado",NA,NA,"-39.333333","-17.183333",NA,NA,"1994",NA,NA,NA,NA,NA,NA
"65","2019-02-15 11:50:21-02","IPA","IPA","13125","S","Plantae","Plantae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Handro, O.","956","1960","09","Southern America","Brasil","São Paulo","nativa da mata do Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,"Árvore com flores alvas.","IPA0013125",NA,"28","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-24 17:10:01-03","UFES","SAMES","3490","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Souza,W.O.",NA,"Folli, D.A.","2178","1994","01",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Mata de tabuleiro localizada no final da estrada, solo branco e arenoso; estrada Parajú.","-40.0722007751465","-19.3910999298096",NA,"Árvore de 21m com frutos imaturos de coloração verde e frutos maduros com coloração escura; presença de látex branco; fuste cilíndrico com 21m de altura e 87cm de CAP; descamação ausente; superfície da casca áspera; copa com 11 metros","SAMES03490",NA,"19","Linhares",NA,NA,NA,NA,"48094","auto","2016","08",NA,NA,"12",NA,NA
"67","2021-03-24 17:10:01-03","UFES","SAMES","3487","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Souza,W.O.",NA,"Farias, G.L.","639","1993","09",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Solo branco e arenoso, localizado no final da estrada; estrada Parajú.","-40.0722007751465","-19.3910999298096",NA,"Árvore com 27 m com botões verdes e flores brancas; presença de látex; Fuste sulcado de 12 m e CAP de 139,8cm; descamação em ripas; superfície da casca áspera; copa com 6m de diâmetro.","SAMES03487",NA,"09","Linhares",NA,NA,NA,NA,"48094","auto","2016","08",NA,NA,"12",NA,NA
"68","2021-03-24 17:10:01-03","UFES","SAMES","3491","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Souza,W.O.",NA,"da Luz, A.A.","104","2003","02",NA,"Brasil","Minas Gerais","Mata Ciliar; estraa Itabira à N. S. do Carmo.","-43.2268981933594","-19.6191997528076",NA,"Árvore de 12m com frutos maduros pretos e frutos imaturos verdes; presença de seiva incolor; fuste em forma cilindrica com 3 metros de altura e 45 cm de CAP; descamação ausente; superfície da casca áspera; copa com 4 metros de diâmetr","SAMES03491",NA,"07","Itabira",NA,NA,NA,NA,"33779","auto","2010","12",NA,NA,"01",NA,NA
"69","2019-11-21 14:45:03-03","UFJF","CESJ","38138","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","F.T. Farah",NA,"F.T. Farah; A.G. Nave; L.V. Bufo; C.A. Freitas","609","1998","12","América do Sul","Brasil","Minas Gerais","Fazenda DATERRA: Cachoeira Dourada","-46.9925003051758","-18.9438991546631",NA,"Vegetação: Floresta de galeria.&nf;Obs: Árvore de 5m de altura, com casca do caule escamosa.&nf;Fruto amarelo.&nf;Nome popular: bapeba-preta.","CESJ038138",NA,"15","Patrocínio",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 14:45:03-03","UFJF","CESJ","33412","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","F.T. Farah",NA,"F.T. Farah; L.V. Bufo; R.M. Benini","774","2008","12","América do Sul","Brasil","Minas Gerais","Fazenda da Terra: Tabuões","-46.9925003051758","-18.9438991546631",NA,"Vegetação: Floresta de galeria, área de nascente.&nf;Obs: Árvorede 11m de altura. Caule ramificado desde a base, com casca marrom-avermelhada, fina e com estrias verticais. &nf;Nome popular: bapeba-preta.","CESJ033412",NA,NA,"Patrocínio",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 14:45:03-03","UFJF","CESJ","33411","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","F.T. Farah",NA,"F.T. Farah; L.V. Bufo, RM Benini","755","1998","12","América do Sul","Brasil","Minas Gerais","Fazendas DATERRA: Boa Vista","-46.9925003051758","-18.9438991546631",NA,"Vegetação: Floresta de galeria.&nf;Obs: Árvore.&nf;Nome popular: bapeba-preta.","CESJ033411",NA,NA,"Patrocínio",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:41:09-03","UNICAMP","UEC","133497","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Tamashiro, JY",NA,"Urbanetz, C; Mariuza; Domingos; Lelo","331","2004","01",NA,"Brazil","São Paulo","Fazenda Folha Larga, Trilha Jacaré.","-47.916667","-24.883333",NA,"Árvore de 10m, frutos verdes passando a bordô, com látex.","UEC074984","UEC074984","16","Cananéia","30","155","-47.916667","-24.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:26:09-03","UNICAMP","UEC","147768","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Lima, RGVN",NA,"Campos, MCR; Belinello, R","820","2006","07",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E1088, altura 9m","UEC020901","UEC020901","17","Picinguaba",NA,NA,NA,NA,NA,NA,"2017","11",NA,NA,"10",NA,NA
"74","2021-03-01 16:41:09-03","UNICAMP","UEC","177935","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Santos, K",NA,"Santos, K; Belinello, R","2270","2000","06",NA,"Brazil","São Paulo","Mata da Fazenda Santa Helena (Fragmento P1); área total: 12,4ha.","-46.9","-22.9",NA,"Árvore zoocórica; altura total: 11m; altura do fuste: 9m; PAP:29cm. Planta latescente.; Floresta estacional semidecidual.","UEC074985","UEC074985","16","Campinas","887","887","-46.9","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-20 10:26:09-03","UNICAMP","UEC","43911","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Lima, RGVN",NA,"Gentry, AH; Nuñez, P","54171","1986","06",NA,"Peru","Madre de Dios","Tambopata Tourist. Camp. Junction of Rio","-69.283333","-12.833333",NA,"estéril, Tree # 3009, sterile, white latex only in branchlets.",NA,NA,"06",NA,NA,NA,"-69.283333","-12.833333",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:41:09-03","UNICAMP","UEC","91631","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, MMRF",NA,"Ivanauskas, NM","894","1996","09",NA,"Brazil","São Paulo","Propriedade de Antonio Povinski.","-47.876944","-24.675833",NA,"Árvore de 20m, casca externa descamada em tiras. Látex branco, leitoso. Flores brancas. Indivíduo 70C do levantamento fitosociológico.; Floresta Atlântica.","UEC092971","UEC092971","21","Pariquera-Açu",NA,NA,"-47.876944","-24.675833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:41:09-03","UNICAMP","UEC","60555","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Faria, AD",NA,"Baudet Fernandes, HQ; Gomes, JML; et al.","23423","1990","05",NA,"Brazil","Espírito Santo","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,"Árvore, cerca de 12 metros. DAP 25 cm. Casca lisa, marrom-acinzentada. Frutos marrons.; Mata Atlântica (Primitiva alterada).","UEC074982","UEC074982","27","Ibiraçu",NA,NA,NA,NA,"13709","auto","2014","12",NA,NA,NA,NA,NA
"78","2021-03-01 16:41:09-03","UNICAMP","UEC","45062","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, MMRF",NA,"Hatschbach, G","19595","1968","08",NA,"Brazil","Paraná","Col. Floresta.","-48.834400177002","-25.476900100708",NA,"Árvore 10m, laticifera, flor creme. Mata pluvial, encosta de morro.","UEC092972","UEC092972","12","Morretes","50","100",NA,NA,"30514","auto","1983",NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:26:09-03","UNICAMP","UEC","150250","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Bertoncello, R",NA,"Bertoncello, R; Pansonato, M","735","2007","02",NA,"Brazil","São Paulo","Parque Estadual Serra do Mar, Morro do Cuscuzeiro.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC074983","UEC074983","27","Ubatuba","820","820",NA,NA,"34265","auto","2008",NA,NA,NA,NA,NA,NA
"80","2019-11-19 14:09:24-03","UFRPE","PEUFR","53995","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","L.F. Lima",NA,"L.F. Lima","622","2013","08",NA,"Brasil","Amazônia","Distrito Agropecuário da SUPRAMA; fazenda DIMONA","-60.0250015258789","-3.10193991661072",NA,"Espécie arbórea com cerca de 2,5m de altura; laticífera; látex presente nos ramos, folhas e caule; caule com forte descamação; Projeto Dinâmica Biológica de Fragmentos florestais da Amazônia.","PEUFR053995",NA,"06","Manaus",NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-19 14:09:24-03","UFRPE","PEUFR","53996","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","R.G.V.N. Lima",NA,"R.G.V.N. Lima; P.B. Lima; A. Silva","41","2017","06",NA,"Brasil","Pernambuco","Dois Irmãos; próximo à estrada dos Macacos; Parque Estadual de Dois Irmãos; próximo à parcela RAPELD; trilha PE2, parcela 1500","-34.8810997009277","-8.05389022827148",NA,"Árvore com cerca de 20m de altura; látex branco, presente no caule, ramos e folhas; caule estriado com descamação; folhas alterna dística.","PEUFR053996",NA,"12","Recife",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-04-27 16:11:38-03","UFES","VIES","21972","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Fabris, L.C.",NA,"Zorzanelli, J.P.F.; Senna, D.S.","467","2011","08",NA,"Brasil","Espírito Santo","Serra do Valentim.","-41.471667","-20.364722",NA,NA,"VIES021972",NA,NA,"Iúna",NA,NA,"41º28'18''W","20º21'53''S",NA,NA,"2012","03",NA,NA,"09",NA,NA
"83","2020-04-27 16:11:38-03","UFES","VIES","23878","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R",NA,"Völtz, R.R","1302","2017","08",NA,"Brasil","Paraná","RPPN Salto Morato.","-48.305","-25.178611",NA,NA,"VIES023878","VIES023878","04","Guaraqueçaba","75","75","48º18'18''W","25º10'43''S",NA,NA,"2017","08",NA,NA,NA,NA,NA
"84","2020-04-27 16:11:38-03","UFES","VIES","23913","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Souza, W.O.",NA,"Demuner, V.; Cruz, T.A.; Belisário, M.","4775","2007","12",NA,"Brasil","Espírito Santo","Liberdade. Água Viva, Pedra do Cruzeiro. Propriedade de Agular A. Lorenccinni.","-40.549167","-19.345833",NA,NA,"VIES023913","VIES023913","12","Marilândia","300","300","40º32'57''W","19º20'45''S",NA,NA,"2016","08",NA,NA,"12",NA,NA
"85","2021-02-12 18:12:30-03","UFES","VIES","27769","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Alves-Araújo, A.",NA,"Thomaz, L.D.","s.n.","2009","08",NA,"Brasil","Espírito Santo","Reserva Biológica de Sooretama.",NA,NA,NA,NA,"VIES027769","VIES027769","31","Espírito Santo",NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA
"86","2019-12-06 19:30:18-03","UFES","VIES","30764","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Lage, C.; Monteiro, J.M. & Silva, A.E.","71","2012","09",NA,"Brasil","Espírito Santo","Floresta do Rosal.","-41.708889","-20.893889",NA,NA,"VIES030764","VIES030764",NA,"Guaçuí","650","650","41º42'32''W","20º53'38''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-06-27 10:26:49-03","UFES","VIES","22210","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pennington, T.D.",NA,"Kuhlmann, J.G.","6443","1943","11",NA,"Brasil","Espírito Santo","Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES022210","VIES022210","16","Linhares",NA,NA,NA,NA,"48094","auto","1985",NA,NA,NA,NA,NA,NA
"88","2020-04-27 16:11:38-03","UFES","VIES","19345","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pennington, T.D.",NA,"Folli, D.A.","4978","2004","11",NA,"Brasil","Espírito Santo","Reserva Florestal da Vale do Rio Doce.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES019345","VIES019345","24","Linhares",NA,NA,NA,NA,"48094","auto","2010","12",NA,NA,"01",NA,NA
"89","2020-04-27 16:11:38-03","UFES","VIES","19362","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Fabris, L.C.",NA,"Folli, D.A.","2178","1994","01",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES019362",NA,"19","Linhares",NA,NA,NA,NA,"48094","auto","2010","05",NA,NA,"24",NA,NA
"90","2020-04-27 16:11:38-03","UFES","VIES","19363","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Fabris, L.C.",NA,"Farias, G.L.","639","1997","09",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES019363","VIES019363","09","Linhares",NA,NA,NA,NA,"48094","auto","2010","05",NA,NA,"24",NA,NA
