"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"147","2020-07-23 12:20:48-03","CEPLAC","CEPEC","9636","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"J. H. Kirkbride, Jr.","T. S. dos Santos","2691","1973","01","15",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,"30/12/1990"
"148","2020-07-23 12:20:48-03","CEPLAC","CEPEC","3060","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"C. Y. G. Manão","A. Castellanos","26493","1967","06","24",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,"20/02/2015"
"149","2020-07-23 12:20:48-03","CEPLAC","CEPEC","5452","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"C. Y. G. Manão","J. A. de Jesus","637","1970","02","25",NA,"Brasil","Bahia","PRADO","Caminho para Prado.","-39.2207984924316","-17.341100692749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53161","auto",NA,NA,NA,"20/02/2015"
"150","2020-07-23 12:20:48-03","CEPLAC","CEPEC","7531","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"C. Y. G. Manão","T. S. dos Santos","2102","1971","10","11",NA,"Brasil","Bahia","teixeira de freitas","Vale do Rio Alcobaça.","-39.7419013977051","-17.5349998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44841","auto",NA,NA,NA,"20/02/2015"
"151","2020-07-23 12:20:48-03","CEPLAC","CEPEC","43582","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens",NA,"SpeciesLink/lacunas","G. Hatschbach","4804","1988","12","09",NA,"Brasil","Espírito Santo","LINHARES","Rancho Alto.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,"30/12/1986"
"152","2020-11-04 17:30:38-03","UEM","HUEM","6300","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","In Flora do Brasil","Sakuragui, CM; et al.","932","2000","01","17",NA,"Brasil","Espirito Santo","Santa Leopoldina","fazenda Sete Quedas do Rio da Prata, Estarda Leopoldina","-40.5297012329102","-20.1005992889404",NA,"Arbusto até 1 m de altura; flores alaranjadas (botões)","HUEM000011781","HUEM000011781",NA,NA,NA,"2017","11",NA,NA,NA,"23799","auto",NA,NA,NA,NA
"153","2019-11-01 15:09:25-03","UnB","UB","176769","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Zappi, DC","Silva, LAM; Brito, HS","638","1979","10","29","Southern America","Brasil","Bahia","Guaratinga","Fazenda Vitória, no ramal a esquerda da estrada que liga o povoado de Cajuíta a BR-101, 11km da Cajuíta","-39.766667","-16.716667",NA,"Árvore 6m. Flores laranjas com anteras cremes.; Mata secundária",NA,NA,NA,NA,NA,"2005",NA,NA,"-39.766667","-16.716667",NA,NA,NA,NA,NA,NA
"154","2021-02-23 13:23:08-03","MN","R-TIPOS","10414","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll. Arg.",NA,"Glaziou, A.F.M.","10917","1879","02","04",NA,"Brasil","Rio de Janeiro","Petropolis","Morim","-43.1786003112793","-22.5049991607666",NA,NA,"R000010414","R000010414_001 R000010414_002",NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,"Isosyntypus",NA,NA
"155","2017-09-11 17:13:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.",NA,"Blanchet, JS","1428",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"In prov. Bahia in silvis primitivis de Pernipe ad coloniam Leopoldinam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2017-09-11 17:13:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.",NA,"Blanchet, JS","1428",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in prov. Bahia in silvis primitivis da Pernipe ad coloniam Leopoldinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:18:18-03","IBt","SP","8569","S","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","Blanchet, JS","Blanchet, JS","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 10:18:18-03","IBt","SP","343930","S","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","Zappi, DC","Zappi, DC; et al.","446","1999","11","25",NA,"Brasil","Espírito Santo","Santa Leopoldina","Estrada para Santa Teresa, propriedade de Floriano Bremekamp","-40.548611","-20.056667",NA,NA,NA,NA,"600","600",NA,"1999",NA,NA,"-40.548611","-20.056667",NA,NA,NA,NA,NA,NA
"159","2020-11-19 09:29:58-03","IBt","SP","363869","S","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","Zappi, DC","Vinha, SG; Santos, TS","102","1968","03","22",NA,"Brasil","Bahia","Monte Pascoal","Parque Nacional de Monte Pascoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-21 10:18:18-03","IBt","SP","370346","S","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.",NA,"Pizziolo, W; et al.","344","1990","10","22",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia, encosta á esquerda do rio Timbuí, área do tapinhã","-40.533333","-19.966667",NA,NA,NA,NA,"750","750",NA,NA,NA,NA,"-40.533333","-19.966667",NA,NA,NA,NA,NA,NA
"161","2020-11-19 09:29:58-03","IBt","SP","390616","S","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","Zappi, DC","Lima, LR; Catharino, ELM; Trindade, T; Castro, VP; Laetano, T","406","2006","12","15",NA,"Brasil","São Paulo","Bananal","Serra da Bocaina","-44.45","-22.8",NA,NA,NA,NA,"1210","1210",NA,"2012","10",NA,"-44.45","-22.8",NA,NA,NA,NA,NA,NA
"162","2020-11-19 09:29:58-03","IBt","SP","246466","S","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","Zappi, DC","Sobral, M","4709","1986","03",NA,NA,"Brasil","Espírito Santo","Linhares","Rio Doce","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"2012","10",NA,NA,NA,"48094","auto",NA,NA,NA,NA
"163","2014-09-23 10:59:28-03","G","G","G00436469","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","?","Blanchet, J. S.","1428",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436469",NA,NA,NA,NA,NA,NA,NA,"-41.99722222","-12.18305556",NA,NA,NA,"TYPUS of Psychotria fulgens Müll. Arg.",NA,NA
"164","2014-09-23 10:59:28-03","G","G","G00436468","S","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","?","Blanchet, J. S.","1428",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436468",NA,NA,NA,NA,NA,NA,NA,"-41.99722222","-12.18305556",NA,NA,NA,"TYPUS of Psychotria fulgens Müll. Arg.",NA,NA
