"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"107","2020-02-08 09:57:18-03","NBC","NL-BOTANY","WAG.1191026","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Pedersen TM",NA,"1983","12","21","Argentina",NA,NA,"Dep. Concepcion. Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1191026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1191026","NL-WAG1191026","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"108","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589019","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Solomon JC",NA,"1982","05","16","Bolivia","Beni",NA,"Departamento of Beni: Riberalta, inundated areas at edge of river, SW of town.","-66.083333","-11","-66.083333","-11.0",NA,NA,"Open grassy areas with a few species of trees (Inga, Erythrina, (7625) & Salix).<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589019","NL-U1589019","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae","U 0183347",NA,NA,NA,NA
"109","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589020","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Solomon JC",NA,"1982","05","16","Bolivia","Beni",NA,"Departamento of Beni: Riberalta, inundated areas at edge of river, SW of town.","-66.083333","-11","-66.083333","-11.0",NA,NA,"Open grassy areas with a few species of trees (Inga, Erythrina, (7625) & Salix).<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589020","NL-U1589020","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae","U 0183346",NA,NA,NA,NA
"110","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589027","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana martiana","Andersson",NA,NA,NA,NA,"Mexia YEJ",NA,"1931","12","23","Peru",NA,NA,"Departamento de Loreto, above Pongo de Manseriche, left bank of Rio Santiago; overflow bank.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589027","NL-U1589027","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,"martiana",NA,NA,NA
"111","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1588298","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana martiana","Andersson",NA,NA,NA,NA,"Mexia YEJ",NA,"1931","09","02","Brazil",NA,NA,"State of Pará, Districto Jurutý, near Ilha Santa Rita; Boca das Araras; sandy river bank along Rio Amazonas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1588298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1588298","NL-U1588298","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,"martiana",NA,NA,NA
"112","2020-02-08 09:57:18-03","NBC","NL-BOTANY","U.1589026","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana martiana","Andersson",NA,NA,NA,NA,"Mexia YEJ",NA,"1932","02","02","Peru",NA,NA,"Departamento de Loreto, Distrito de Iquitos, below Cinchicúy, near Iquitos; overflowed bank.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589026","NL-U1589026","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"Magnoliopsidae",NA,"martiana",NA,NA,NA
"113","2020-11-04 11:19:13-03","ESALQ","ESA","91959","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G. et al.","78223.0","2004","10","18","Brasil","Santa Catarina","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"ESA091959","ESA091959",NA,NA,NA,"Magnoliophyta",NA,"30102","auto",NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:19:13-03","ESALQ","ESA","5862","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Rodrigues, R.R.",NA,NA,NA,"Bussolo, E.",NA,"1991","01","17","Brasil","São Paulo","Itapira",NA,"-46.8199996948242","-22.4300003051758",NA,NA,NA,NA,NA,"ESA005862","ESA005862",NA,NA,NA,"Magnoliophyta",NA,"19933","auto",NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:19:13-03","ESALQ","ESA","88730","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Carpanezzi, A.A.","2002","11","06","Graff, P.","25.0","2002","10","25","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"ESA088730","ESA088730",NA,NA,NA,"Magnoliophyta",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"116","2020-11-04 11:19:13-03","ESALQ","ESA","78438","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Krapovickas, A.",NA,NA,NA,"Krapovickas, A.","43440.0","1989","09","09","Argentina","Corrientes","Dep. Capital",NA,NA,NA,NA,NA,NA,NA,NA,"ESA078438","ESA078438",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-04 11:19:13-03","ESALQ","ESA","36796","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","2776.0","1995","10","16","Brasil","Rio Grande do Sul","Cristal",NA,"-52.0483016967773","-30.9997005462646",NA,NA,NA,NA,NA,"ESA036796","ESA036796",NA,NA,NA,"Magnoliophyta",NA,"27346","auto",NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:19:13-03","ESALQ","ESA","98921","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana",NA,NA,NA,NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","7098.0","2007","01","12","Argentina","Corrientes","Monte Caseros","Caminho para Puerto El Ceibo. Espinal",NA,NA,NA,NA,"30","30","Árvore, ca. 4m alt. Frutos imaturos (?) verdes","ESA098921","ESA098921",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-11-04 11:19:13-03","ESALQ","ESA","60462","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A. ; Garcia, E.N.","3567.0","1997","10","04","Brasil","Rio Grande do Sul","Arroio Grande",NA,"-53.0868988037109","-32.2374992370605",NA,NA,NA,NA,NA,"ESA060462","ESA060462",NA,NA,NA,"Magnoliophyta",NA,"65487","auto",NA,NA,NA,NA,NA,NA
"120","2020-11-04 11:19:13-03","ESALQ","ESA","71534","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Assis, P.F.","1996","08","23","Assis, P.F. et al.","235.0","1996","08","23","Brasil","São Paulo","Agudos",NA,"-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,NA,"ESA071534","ESA071534",NA,NA,NA,"Magnoliophyta",NA,"52219","auto",NA,NA,NA,NA,NA,NA
"121","2020-11-04 11:19:13-03","ESALQ","ESA","71535","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Mattos, J.",NA,NA,NA,"Kuhlmann, M.",NA,"1953","08","01","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA071535","ESA071535",NA,NA,NA,"Magnoliophyta",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"122","2021-01-14 15:33:33-03","MN","R","38766","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Freire Allemão, F.; Cysneiros, M.","1456",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010053954","R010053954_001 R010053954_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-19 10:25:21-03","CPAP","CPAP","3639","PreserverdSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","S. M. Salis","1991","11",NA,"Salis, S. M.","112","1986","12","16","Brasil","SP","Brotas","As margens do rio Jacaré-Pepira-Mirim","-49.833333","-22.25","49°50' W","22°15' S","620","620","Árvore 4m de altura. FLOR: não vista. FRUTO: verde. INTERESSE: Ornamental. FREQUÊNCIA: Raro. AMBIENTE: Mata ciliar. SUBSTRATO: solo arenoso. RELEVO: quase plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-19 10:25:21-03","CPAP","CPAP","9699","PreserverdSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Pott, A.","6239","1992","07","31","Brasil","MS","Aquidauana","Rio Aquidauana, junto a ponte Anastácio-Aquidauana, borda do Pantanal","-55.8","-20.483333","55°48' W","20°29' S","120","120","Árvore ereta ousubereta, 5 a 10m de altura, ramos pêndulos. FLOR: verde. FRUTO: com pelos brancos. INTERESSE: Florestal. FREQUÊNCIA: Dominante. AMBIENTE: Mata ciliar inundável. SUBSTRATO: solo arenoso. RELEVO: calha de rio de planície. <ll>dwc_commonname:</ll> S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2015-07-02 14:04:08-03","JBP","HPL","9399","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana",NA,"R. Tsuji","2007","09","04","R. Tsuji","2109","2007","09","04","Brasil","SP","Guarei","Coletado nas proximidades do município de Guarei; estrada sentido sul saindo da Rodovia Castelo Branco.","-48.18","-23.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20393","auto",NA,NA,NA,NA,NA,NA
"126","2016-02-02 14:39:09-02","BGBM","B","B 10 0172718","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Rambo","54420",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172718 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172718","B100172718","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2016-02-02 14:39:09-02","BGBM","B","B 10 0172720","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Camargo","61614",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172720 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172720","B100172720","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2016-02-02 14:39:09-02","BGBM","B","B 10 0172722","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Rambo","37971",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172722 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172722","B100172722","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2016-02-02 14:39:09-02","BGBM","B","B 10 0172724","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Sehnem","1568",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172724 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172724","B100172724","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2016-02-02 14:39:09-02","BGBM","B","B 10 0172714","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Jürgens","270",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172714 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172714","B100172714","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2016-02-02 14:39:09-02","BGBM","B","B 10 0172717","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Rambo","54420",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172717 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172717","B100172717","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2016-02-02 14:39:09-02","BGBM","B","B 10 0172719","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Camargo","61614",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172719 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172719","B100172719","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2016-02-02 14:39:09-02","BGBM","B","B 10 0172721","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Rambo","49283",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172721 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172721","B100172721","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2016-02-02 14:39:09-02","BGBM","B","B 10 0172723","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Sehnem","1568",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172723 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172723","B100172723","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2016-02-02 14:39:09-02","BGBM","B","B 10 0172725","S","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Rambo","48897",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172725 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172725","B100172725","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:34:27-03","IAP","PACA-AGP","118774","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Rubio, A.K.","2013","02",NA,"Rubio, A.K.","1180","2013","01","13","Brasil","RS","Campo Bom","Arroio Schmidt","-50.047008","-29.689758","50º02'49.23W","29º41'23.13S","13","13","Habitat: vegetação ciliar","PACA118774",NA,NA,NA,NA,"Magnoliophyta","Salicales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"137","2019-12-04 11:51:29-03","IAP","PACA-AGP","33609","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","B. Rosengurtt","1954","09","15","B. Rosengurtt","5552","1945","10","06","Uruguai",NA,NA,"Florida",NA,NA,NA,NA,NA,NA,"Habitat: In silva riparia Fenofase: flor","PACA033609",NA,NA,NA,NA,"Magnoliophyta","Salicales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"138","2019-08-27 13:34:27-03","IAP","PACA-AGP","98813","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","A. Sehnem SJ","1978",NA,NA,"Sehnem, A.","16235","1978","09","08","Brasil","RS","Sanga do Salso","Faz. Timbaúva",NA,NA,NA,NA,NA,NA,"Habitat: Arbor ad rivulum","PACA098813",NA,NA,NA,NA,"Magnoliophyta","Salicales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"139","2019-08-27 13:34:27-03","IAP","PACA-AGP","74190","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","R. Záchia",NA,NA,NA,"R. Záchia","1425","1993","08","12","Brasil","RS","Manoel Viana","Estrada M. Viana - Itaqui","-55.4827995300293","-29.5891990661621",NA,NA,NA,NA,"Habitat: Nas margens do rio","PACA074190",NA,NA,NA,NA,"Magnoliophyta","Salicales","43920","auto","Magnoliopsida",NA,NA,NA,NA,NA
"140","2019-08-27 13:34:27-03","IAP","PACA-AGP","48458","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Rambo, B.",NA,"1945","10","03","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Sem material. Habitat: Ad ripam fluminis Fenofase: fruto novo","PACA048458",NA,NA,NA,NA,"Magnoliophyta","Salicales","21601","auto","Magnoliopsida",NA,NA,NA,NA,NA
"141","2019-08-27 13:34:27-03","IAP","PACA-AGP","48897","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Rambo, B.",NA,"1950","10","02","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: In silvula paludosa Fenofase: flor masculina","PACA048897",NA,NA,NA,NA,"Magnoliophyta","Salicales","27350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"142","2019-08-27 13:34:27-03","IAP","PACA-AGP","26163","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Rambo, B.",NA,"1945","01",NA,"Brasil","RS","Quaraí","Faz. do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Habitat: In silvula riparia Fenofase: estéril","PACA026163",NA,NA,NA,NA,"Magnoliophyta","Salicales","74636","auto","Magnoliopsida",NA,NA,NA,NA,NA
"143","2019-08-27 13:34:27-03","IAP","PACA-AGP","58629","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1957","05","06","Camargo, O. R.","4","1956","01","14","Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Habitat: Ad rivum Fenofase: estéril","PACA058629",NA,NA,NA,NA,"Magnoliophyta","Salicales","37819","auto","Magnoliopsida",NA,NA,NA,NA,NA
"144","2019-08-27 13:34:27-03","IAP","PACA-AGP","85970","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","A. Sehnem",NA,NA,NA,"Sehnem, A.","12424","1971","09","13","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: arbor in humidis","PACA085970",NA,NA,NA,NA,"Magnoliophyta","Salicales","10287","auto","Magnoliopsida",NA,NA,NA,NA,NA
"145","2019-08-27 13:34:27-03","IAP","PACA-AGP","25313","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: Ad flumen Fenofase: flor masculina","PACA025313",NA,NA,NA,NA,"Magnoliophyta","Salicales","10287","auto","Magnoliopsida",NA,NA,NA,NA,NA
"146","2019-08-27 13:34:27-03","IAP","PACA-AGP","93803","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"F. C. Xavier","23","2004",NA,NA,"Brasil","RS","Triunfo","Rio Jacuí (Ilha)","-51.7181015014648","-29.9433002471924",NA,NA,NA,NA,"HASU s/ n°.","PACA093803",NA,NA,NA,NA,"Magnoliophyta","Salicales","41194","auto","Magnoliopsida",NA,NA,NA,NA,NA
"147","2019-08-27 13:34:27-03","IAP","PACA-AGP","49283","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Rambo, B.",NA,"1950","12","01","Brasil","RS","Gravataí",NA,"-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"Sem material Habitat: Ad rivum Fenofase: fruto maturo","PACA049283",NA,NA,NA,NA,"Magnoliophyta","Salicales","25424","auto","Magnoliopsida",NA,NA,NA,NA,NA
"148","2019-08-27 13:34:27-03","IAP","PACA-AGP","49105","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Rambo, B.",NA,"1950","11","13","Brasil","RS","Montenegro","Butterberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: In humidis Fenofase: fruto submaturo","PACA049105",NA,NA,NA,NA,"Magnoliophyta","Salicales","21601","auto","Magnoliopsida",NA,NA,NA,NA,NA
"149","2019-08-27 13:34:27-03","IAP","PACA-AGP","29671","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Henz, E.",NA,"1945","10","03","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: In silva riparia Fenofase: flor","PACA029671",NA,NA,NA,NA,"Magnoliophyta","Salicales","21601","auto","Magnoliopsida",NA,NA,NA,NA,NA
"150","2019-08-27 13:34:27-03","IAP","PACA-AGP","72189","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","B. Rambo SJ",NA,NA,NA,"Sehnem, A.","1568","1945","10","03","Brasil","RS","Parecí Novo",NA,"-51.3974990844727","-29.6382999420166",NA,NA,NA,NA,"Habitat: Beira de rio","PACA072189",NA,NA,NA,NA,"Magnoliophyta","Salicales","9951","auto","Magnoliopsida",NA,NA,NA,NA,NA
"151","2019-08-27 13:34:27-03","IAP","PACA-AGP","63403","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1958","09","17","Sacco","1068","1958","03","24","Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Habitat: In riparis Fenofase: fruto","PACA063403",NA,NA,NA,NA,"Magnoliophyta","Salicales","51462","auto","Magnoliopsida",NA,NA,NA,NA,NA
"152","2019-08-27 13:34:27-03","IAP","PACA-AGP","54420","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","B. Rambo SJ","1954","09","15","Rambo, B.",NA,"1953","10",NA,"Brasil","RS","Porto Alegre","In urbe","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In humidis Fenofase: flor masculina","PACA054420",NA,NA,NA,NA,"Magnoliophyta","Salicales","29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"153","2019-08-27 13:34:27-03","IAP","PACA-AGP","37971","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Rambo, B.",NA,"1948","11","14","Brasil","RS","Porto Alegre","Ponta Grossa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: Ad ripam fluminis Fenofase: fruto maturo","PACA037971",NA,NA,NA,NA,"Magnoliophyta","Salicales","29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"154","2019-08-27 13:34:27-03","IAP","PACA-AGP","811","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Rambo, B.",NA,"1933","10","05","Brasil","RS","Porto Alegre","Riacho","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In riparis Fenofase: flor masculina","PACA000811",NA,NA,NA,NA,"Magnoliophyta","Salicales","29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"155","2020-12-21 16:37:26-03","IAP","PACA-AGP","10896","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Heidler, A.",NA,"1942",NA,NA,"Brasil","RS","Santa Maria","p.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Habitat: In silva riparia Fenofase: flor masculina","PACA010896",NA,NA,NA,NA,"Magnoliophyta","Salicales","37819","auto","Magnoliopsida",NA,NA,NA,NA,NA
"156","2019-08-27 13:34:27-03","IAP","PACA-AGP","70336","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","J.A. Jarenkow","1987","01",NA,"J. A. Jarenkow et alii","575","1986","12","15","Brasil","RS","Santa Vitória do Palmar","Estação Ecológica do Taim","-53.3680992126465","-33.5189018249512",NA,NA,NA,NA,"Herbário PEL 9390 Habitat: Margem nordeste da Lagoa Mangueira","PACA070336",NA,NA,NA,NA,"Magnoliophyta","Salicales","130170","auto","Magnoliopsida",NA,NA,NA,NA,NA
"157","2019-08-27 13:34:27-03","IAP","PACA-AGP","32071","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Reitz, R.","1146","1945","06","23","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In silvula paludosa Fenofase: estéril","PACA032071",NA,NA,NA,NA,"Magnoliophyta","Salicales","76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"158","2019-08-27 13:34:27-03","IAP","PACA-AGP","25634","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Emrich-Rambo","1954","09","15","Rambo, B.",NA,"1944","01",NA,"Brasil","RS","São Gabriel","Faz. Santa Cecilia","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"Habitat: In silva paludosa Fenofase: estéril","PACA025634",NA,NA,NA,NA,"Magnoliophyta","Salicales","56206","auto","Magnoliopsida",NA,NA,NA,NA,NA
