"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"642","2020-09-12 05:00:02-03","US","US","3300883","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. Vavrek & D. Vavrek","310","1981","9","5","Paraguay","Central",NA,"Dpto. Central. Ñemby: Rincón - frente a la escuela de Rincón. Exposición descubierto, lugar bajo-húmedo al costado de la Ruta del Arroyo.",NA,NA,NA,NA,NA,NA,NA,"US03506755",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"643","2020-09-12 05:00:02-03","US","US","2466139","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"F. J. Breteler","4499","1965","4","22","Venezuela","Merida",NA,"20 Km. W. of Mérida. Alongside road to Las Cruces.",NA,NA,NA,NA,"1950",NA,NA,"US03506694",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"644","2020-09-12 05:00:02-03","US","US","920636","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"H. M. Curran","220","1913","11","2","Argentina","Corrientes",NA,"Vicinity of Goya, Provincia de Corrientes.",NA,NA,NA,NA,"15","30",NA,"US03506772",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"645","2020-09-12 05:00:02-03","US","US","1691548","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Y. Mexia","6333","1931","12","23","Peru","Loreto",NA,"Departamento de Loreto. Above Pongo de Manseriche. Left bank of Rio Santiago.",NA,NA,NA,NA,"200",NA,NA,"US03506793",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"646","2020-09-12 05:00:02-03","US","US","1471597","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Ll. Williams","460","1929","5",NA,"Peru","Loreto",NA,"Lower Río Nanay, Dept. Loreto.",NA,NA,NA,NA,NA,NA,NA,"US03506794",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"647","2020-09-12 05:00:02-03","US","US","2650639","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"J. Schunke Vigo","4956","1971","6","3","Peru","San Martin",NA,"Dpto. San Martín: Prov. Mariscal Caceres. Dtto. Tocache Nuevo. Quebrada de Pólvora, 10 Km abajo de Puerto Pizana (Márgen derecha del río Huallaga).",NA,NA,NA,NA,NA,NA,NA,"US03506785",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"648","2020-09-12 05:00:02-03","US","US","3135612","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. Nee, M. Saldias P. & T. De Centurion","35419","1987","7","29","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Ichilo, 3 km. SW of Estancia San Rafael de Amboro, 15 km. (by air) SSE of Buena Vista. Sandy floodplain of Rio Surutu.","-63.63","-17.6",NA,NA,"350",NA,NA,"US03506776",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"649","2020-09-12 05:00:02-03","US","US","2165877","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","St. John, H.",NA,NA,NA,"H. St. John","20731","1944","9","8","Colombia","Santander",NA,"Cordillera Oriental: 25 km above mouth of Rio Suratá, 10 km NE of Bucarmanga.","-73.0833","7.2",NA,NA,"1215",NA,NA,"US01951053",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"650","2020-09-12 05:00:02-03","US","US","1341911","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"G. Herter","441b","1926","12",NA,"Uruguay","San Jose",NA,"Dict. Barra. Departamento de San Jose. República Oriental del Uruguay.",NA,NA,NA,NA,"10",NA,NA,"US03506762",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"651","2020-09-12 05:00:02-03","US","US","40504","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Wilkes Explor. Exped.","s.n.","1838",NA,NA,"Peru",NA,NA,"Obrajillo",NA,NA,NA,NA,NA,NA,NA,"US00898942",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"652","2020-09-12 05:00:02-03","US","US","2165659","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"F. R. Fosberg","22224","1944","11","8","Colombia","Boyacá",NA,"Cordillera Oriental. Socha, valley of Río Chicamocha, Dept. de Boyacá.","-72.7","6",NA,NA,"2700","2750",NA,"US03506695",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"653","2020-09-12 05:00:02-03","US","US","1341334","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"R. A. Toro","197","1927","4","20","Colombia",NA,NA,"Vicinity of Medellín.",NA,NA,NA,NA,NA,NA,NA,"US03506708",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"654","2020-09-12 05:00:02-03","US","US","763387","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"J. N. Rose & Mrs. J.N. Rose","21931","1916","11","3","Venezuela",NA,NA,"Vicinity of Caracas.",NA,NA,NA,NA,NA,NA,NA,"US03506715",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"655","2020-09-12 05:00:02-03","US","US","1930605","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"E. Asplund","5762","1939","4","21","Ecuador","Guayas",NA,"Aequatoriensis. Prov. Guayas: Milagro, river bank.",NA,NA,NA,NA,NA,NA,NA,"US03506804",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"656","2020-09-12 05:00:02-03","US","US","3647327","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"G. Looser","H.L. 4473","1940","10","12","Chile",NA,NA,"Diaguitas. Depto. de Elqui. Valle de Elqui.",NA,NA,NA,NA,"750",NA,NA,"US03506721",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"657","2020-09-12 05:00:02-03","US","US","1420965","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"S. Venturi","359","1919","9","20","Argentina","Tucuman",NA,"Provincia de Tucumán. Departamento Famaillá. Rio Colorado.",NA,NA,NA,NA,"350",NA,NA,"US03506765",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"658","2020-09-12 05:00:02-03","US","US","2681038","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"F. R. Fosberg","27715","1947","6","8","Peru","Piura",NA,"Dept. de Piura. 2 km. e. of Huancabamba, valley of Rio Huancabamba, Prov. de Huancabamba.","-79.45","-5.25",NA,NA,"1850",NA,NA,"US03506790",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"659","2020-09-12 05:00:02-03","US","US","1619355","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. T. Dawe","217",NA,NA,NA,"Colombia","Bogota D.C.",NA,"Sabana of Bogotá.",NA,NA,NA,NA,NA,NA,NA,"US03506700",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"660","2020-09-12 05:00:02-03","US","US","537526","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"H. M. Curran","s.n.","1916","4",NA,"Colombia","Bolívar",NA,"Vicinity of Estrella, Caño Papayal, Lands of Loba, Department of Bolivar.",NA,NA,NA,NA,NA,NA,NA,"US03506702",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"661","2020-09-12 05:00:02-03","US","US","2047024","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"B. Rambo","48897","1950","10","2","Brazil","Rio Grande do Sul","Osório","P. Litus boreale","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,NA,"US01335055","US01335055_01 US01335055_02","South America",NA,NA,NA,"Salicales","27350","auto","Dicotyledonae",NA,NA,"1",NA,NA
"662","2020-09-12 05:00:02-03","US","US","2798973","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"D. R. Simpson & J. Schunke Vigo","592","1968","1","7","Peru","Tumbes",NA,"Dpto. Tumbes: Prov. Tumbes. Dtto. Tumbes. In moist sandy gravel of the river beach; along the Rio Tumbes, in Tumbes, nearest the main plaza. Bosque Nacional de Tumbes: Región de bosque muy seco tropical (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de",NA,NA,NA,NA,NA,NA,NA,"US03506784",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"663","2020-09-12 05:00:02-03","US","US","1234261","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"A. Ernst","s.n.","1897","9",NA,"Venezuela",NA,NA,"Caracas.",NA,NA,NA,NA,NA,NA,NA,"US03506714",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"664","2020-09-12 05:00:02-03","US","US","702110","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana pyramidalis","Kuntze",NA,NA,NA,NA,"O. Kuntze","s.n.","1892","3",NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00169537",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,"pyramidalis","1",NA,"Isotype"
"665","2020-09-12 05:00:02-03","US","US","2638155","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"F. R. Fosberg","27713","1947","6","8","Peru","Piura",NA,"Dept. de Piura. 2 km. e. of Huancabamba, valley of Rio Huancabamba, Prov. de Huancabamba.","-79.45","-5.25",NA,NA,"1850",NA,NA,"US03506791",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"666","2020-09-12 05:00:02-03","US","US","3135256","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"S. F. Smith, D. A. Bell, J. McClammer Jr., F. Smith & M. E. Timaná","1530","1989","1","24","Peru","Madre de Dios",NA,"Bank of Rio La Torre, 500 m. down the Rio La Torre Trail. Explorer's Inn, near the confluence of Rio Tambopata and Rio La Torre, 39 km. SW. of Puerto Moldonado.","-69.33","-12.83",NA,NA,NA,NA,NA,"US03506782",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"667","2020-09-12 05:00:02-03","US","US","2829170","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"A. S. Barclay & P. Juajibioy","3793","1976","4","20","Colombia","Cundinamarca",NA,"Cordillera Oriental. Sabana de Bogotá, along highway between Bogotá and Facatativá.",NA,NA,NA,NA,"2600",NA,NA,"US03506689",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"668","2020-09-12 05:00:02-03","US","US","1357042","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"E. P. Killip & A. C. Smith","21944","1929","4","20","Peru","Junín",NA,"Dept. Junín: Tarma.",NA,NA,NA,NA,"3000","3200",NA,"US03506797",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"669","2020-09-12 05:00:02-03","US","US","1804578","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"G. Soto Herrera","953","1941","4","20","Colombia","Valle del Cauca",NA,"Dpto. del Valle. Cali- orillas del rio Cauca.",NA,NA,NA,NA,"1200",NA,NA,"US03506697",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"670","2020-09-12 05:00:02-03","US","US","38753","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"G. H. Hieronymus","s.n.","1876","9","24","Argentina","Cordoba",NA,"Córdoba, pr. urbem: Chacra de la Merced.",NA,NA,NA,NA,NA,NA,NA,"US03506774",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"671","2020-09-12 05:00:02-03","US","US","2343489","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Bonpland","s.n.","1833",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03506757",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"672","2020-09-12 05:00:02-03","US","US","2165731","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"F. R. Fosberg & M. Giler","22857","1945","2","8","Ecuador","Loja",NA,"Rio Catamaya Drainage. Prov. de Loja. Along bank of river.",NA,NA,NA,NA,"2155",NA,NA,"US03506801",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"673","2020-09-12 05:00:02-03","US","US","1541764","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"W. Archer","56","1930","5","30","Colombia","Antioquia",NA,"Dept. Antioquia: Medellín.",NA,NA,NA,NA,"1500",NA,NA,"US03506699",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"674","2020-09-12 05:00:02-03","US","US","3218438","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. Nee","35707","1987","8","21","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Santiesteban, 1 km. E of Puente Eisenhower over Rio Pirai along highway, 7 km. NW of Montero, 9 km. NE of Portachuelo.","-63.3","-17.32",NA,NA,"300",NA,NA,"US03506779",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"675","2020-09-12 05:00:02-03","US","US","935276","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"ex. herb. R.A. Philippi","s.n.",NA,NA,NA,"Chile","Coquimbo (IV)",NA,"Raihuano.",NA,NA,NA,NA,NA,NA,NA,"US03506764",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"676","2020-09-12 05:00:02-03","US","US","1176907","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"O. Buchtien","s.n.","1914","10",NA,"Chile","Arica y Parinacota",NA,"Arica.",NA,NA,NA,NA,NA,NA,NA,"US03506767",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"677","2020-09-12 05:00:02-03","US","US","2705852","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"G. Hatschbach","23278","1969","11","16","Brazil","Paraná","São Mateus do Sul","Rio Iguaçu","-50.3828010559082","-25.8742008209229",NA,NA,"750",NA,NA,"US01335053","US01335053_01 US01335053_02","South America",NA,NA,NA,"Salicales","31353","auto","Dicotyledonae",NA,NA,"1",NA,NA
"678","2020-09-12 05:00:02-03","US","US","1498357","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Ll. Williams","4447","1929","10",NA,"Peru","Loreto",NA,"Lower Rio Huallaga. Dept. Loreto.",NA,NA,NA,NA,"155","210",NA,"US03506795",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"679","2020-09-12 05:00:02-03","US","US","USw23206","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. Acosta Solis","15149",NA,NA,NA,"Ecuador","Azuay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"680","2020-09-12 05:00:02-03","US","US","38752","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,NA,"788","1888",NA,NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03506760",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"681","2020-09-12 05:00:02-03","US","US","3108497","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. Nee","35466","1987","7","31","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Ichilo, along Quebrada Ancha floodplain, road from Huaytu to Buena Vista, 8 km. (by air) S of Buena Vista.","-63.67","-17.525",NA,NA,"340",NA,NA,"US03506777",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"682","2020-09-12 05:00:02-03","US","US","921706","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"P. Jörgensen","996","1916","9","20","Argentina","Catamarca",NA,"Dep. de Andalgalá Prov. de Catamarca. Comus Andalgala. [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US03506770",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"683","2020-09-12 05:00:02-03","US","US","2343488","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. Bonpland","D61*?","1901","11",NA,"Paraguay",NA,NA,"Amer. Mérid.",NA,NA,NA,NA,NA,NA,NA,"US03506756",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"684","2020-09-12 05:00:02-03","US","US","2616075","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"J. Cuatrecasas, V. M. Patiño & I. Caldas","27517","1969","2","25","Colombia","Valle del Cauca",NA,"Valle: Municipio de Buga, margen derecha del río Cauca, junto a la Laguna de Sonsó.",NA,NA,NA,NA,"900",NA,NA,"US03506712",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"685","2020-09-12 05:00:02-03","US","US","1355532","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"E. P. Killip & A. C. Smith","20496","1927","3","3","Colombia","Norte de Santander",NA,"Eastern Cordillera. Dept. Norte de Santander: Culagá Valley, near Tapatá (north of Toledo).",NA,NA,NA,NA,"1500","2100",NA,"US03506703",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"686","2020-09-12 05:00:02-03","US","US","3218369","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"A. Krapovickas","43440","1989","9","9","Argentina","Corrientes",NA,"Prov. Corrientes, Dep. Capital. Cerca de la costa del río Paraná.",NA,NA,NA,NA,NA,NA,NA,"US03506751",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"687","2020-09-12 05:00:02-03","US","US","940793","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"F. C. Lehmann","1291","1882","11",NA,"Colombia","Cauca",NA,"Popayan.",NA,NA,NA,NA,NA,NA,NA,"US03506701",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"688","2020-09-12 05:00:02-03","US","US","2514545","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"C. Vargas Calderón","17233","1966","4","16","Peru","Cusco",NA,"Departamento Cuzco. Provincia Convención. Palma Real; Alto Urubamba.",NA,NA,NA,NA,"850",NA,NA,"US03506786",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"689","2020-09-12 05:00:02-03","US","US","2797831","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"H. Humbert","21104","1948",NA,NA,"Argentina","Salta",NA,"Province de Salta.",NA,NA,NA,NA,NA,NA,NA,"US03506759",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"690","2020-09-12 05:00:02-03","US","US","3170614","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. Nee","35701","1987","8","21","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Gutierrez, 12 km. WSW of Portachuelo on road to Buenavista, flat, sandy floodplain of Rio Palometillas.","-63.53","-17.38",NA,NA,"295",NA,NA,"US03506780",NA,"South America - Neotropics",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"691","2020-09-12 05:00:02-03","US","US","1058802","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Bro. Claude-Joseph","868","1919","1",NA,"Chile",NA,NA,"Santiago.",NA,NA,NA,NA,NA,NA,NA,"US03506769",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"692","2020-09-12 05:00:02-03","US","US","2930370","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"E. Gonzalez & R. Duré","4","1982","3","11","Paraguay","Central",NA,"Aregua, 50 m. from the lake, Dpto. Central.",NA,NA,NA,NA,NA,NA,NA,"US03506753",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"693","2020-09-12 05:00:02-03","US","US","2902835","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"S. A. Renvoize, M. Wilmot-Dear & R. Kiesling","3505","1978","11","15","Argentina","Jujuy",NA,"Ledesma. Road to Valle Grande, 20 km. beyond Ledesma.",NA,NA,NA,NA,NA,NA,NA,"US03506722",NA,"South America",NA,NA,NA,"Salicales",NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"694","2019-10-29 10:08:35-03","UFPR","EFC","10108","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Dall Agnol, R.T.","2018","04","03","Kuniyoshi, Y.S.; Galvão, F.; Kersten, R.","6412","2005","07","27","Paraguai","Guairá",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore comum em solo arenoso. Vegetação profundamente alterada.","EFC010108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2019-10-29 10:08:35-03","UFPR","EFC","11449","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,"2013","04","12","Barddal, M.L.",NA,"2003","08","22","Brasil","Paraná","Balsa Nova","Planície do Rio Iguaçu","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"EFC011449",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"696","2019-10-29 10:08:35-03","UFPR","EFC","928","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Kuniyoshi, Y.S.",NA,NA,NA,"Kuniyoshi, Y.S.; Galvão, F.","5012","1986","09","22","Brasil","Paraná","São Mateus do Sul","Petrobrás","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"__COMMOM_NAME__: Chorão","EFC000928",NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"697","2019-10-29 10:08:35-03","UFPR","EFC","11251","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Saueressig, D.","2011","12","02","Saueressig, D.; Henke, J.M.","1479","2011","08","29","Brasil","Paraná","Ponta Grossa","Cara Cará","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"árvore na beira de uma lagoa __COMMOM_NAME__: salgueiro","EFC011251",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
