"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","county","locality","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"47","2020-07-24 17:21:14-03","MBML","MBML-HERBARIO","5599",NA,"Plantae",NA,NA,"Palmae","Lytocaryum","insigne","Lytocaryum insigne","(Hort. ex Drude) Toledo",NA,"H. Q. Boudet Fernandes; et al","2762",NA,"Brasil","Rio de Janeiro",NA,"Solitária, 4m, estipe 2,5m X 5cm, com 22 folhas contemporâneas, inflorescência amarela com brácteas pedunculares bege com pêlos marrons, alto de encosta, floresta baixa.","MBML005599",NA,"1989","04","20","Nova Friburgo","Distr.. de Macaé de Cima, nascente do Rio das Flores, margem direita do rio, cerca de 1100m de altitude.","-42.516667","-22.433333","H. Q. B. Fernandes/Abril.1989",NA,NA,NA,"42W31'","22S26'",NA,NA,NA,NA,NA,NA,NA
"48","2020-07-24 17:21:14-03","MBML","MBML-HERBARIO","5602",NA,"Plantae",NA,NA,"Palmae","Lytocaryum","insigne","Lytocaryum insigne","(Hort. ex Drude) Toledo",NA,"H. Q. Boudet Fernandes; et al","2744",NA,"Brasil","Rio de Janeiro",NA,"Arbustiva 4m, estipe 3m X 5cm, inflorescência amarela, brácteas verde com pêlos marrons. Semi-sombra. Vegetação florestal baixa, cerca de 1425m de altitude.","MBML005602",NA,"1989","04","19","Nova Friburgo","Distr. de Macaé de Cima, nascente do Rio das Flores (Fazenda Sophronitis), caminho para a pedra Bicuda.","-42.516667","-22.433333","H. Q. B. Fernandes/Abril-1989",NA,NA,NA,"42W31'","22S26'",NA,NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","7193",NA,"Plantae",NA,NA,"Palmae","Lytocaryum","insigne","Lytocaryum insigne","(Hort. ex Drude) Toledo",NA,"L. D. Thomaz","1841",NA,"Brasil","Espírito Santo",NA,"Não amostrada, área 3, +- 2m, próximo à trilha.","MBML007193",NA,"1992","08","12","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","H. Q. Boudet Fernandes",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 18:25:12-03","USP","SPF","151916","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","insignis","Syagrus insignis","(Rob.) Becc.",NA,"Fiaschi, P; Lobão, AQ; Gomes, CV; Sasaki, D","1011",NA,"Brasil","Rio de Janeiro",NA,"Planta isolada, na beira da trilha, em local mais ou menos exposto. Caule ca. 60 cm compr. Planta ca. 1,8 m alt. Folhas 18. Raque coberta por tricomas pretos. Foliolos com a face abaxial cinérea. Bráctea penducular verde na face inte","SPF00151916",NA,"2002","03","25","Santa Maria Madalena","Parque Estadual do Desengano, Trilha para a Pedra do Desengano.","-42.0080986022949","-21.9552993774414","Almeida-Costa, DG","2018","06",NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA
"51","2020-07-23 11:58:15-03","CEPLAC","CEPEC","129759","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Lytocaryum","insigne","Lytocaryum insigne",NA,NA,"L. Kollmann","11132",NA,"Brasil","Espírito Santo",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"castelo",NA,"-41.184700012207","-20.6035995483398","L. Kollmann",NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,"18/7/2008"
"52","2017-09-11 17:07:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Glaziova","insignis","Glaziova insignis","Hort.",NA,"Glaziou, AFM","2757",NA,"?",NA,NA,"Crescit in cacuminibus elevatis prope Novo Friburgo prov. Rio de Janeiro, 1800m. supra mare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:07:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Glaziova","insignis","Glaziova insignis","Hort.",NA,"Glaziou, AFM","11637",NA,"?",NA,NA,"Crescit in cacuminibus elevatis prope Novo Friburgo prov. Rio de Janeiro, 1800m. supra mare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:07:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Glaziova","insignis","Glaziova insignis","Hort.",NA,"Glaziou, AFM","2757 et 11637","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Nova Friburgo","prope Novo Friburgo","-42.53","-22.28",NA,NA,NA,NA,"-42.53","-22.28",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 09:59:33-03","IBt","SP","12254","S","Plantae",NA,NA,"Arecaceae","Syagrus","insignis","Syagrus insignis","(Drude) Becc.",NA,"Garbe, E","s.n.",NA,"Brasil","Rio de Janeiro",NA,NA,"SP056052","SP056052","1909",NA,NA,NA,"Sant'Ana",NA,NA,"Glassman, SF","1964","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 09:59:33-03","IBt","SP","12255","S","Plantae",NA,NA,"Arecaceae","Syagrus","insignis","Syagrus insignis","(Drude) Becc.",NA,"Garbe, E","s.n.",NA,"Brasil","Rio de Janeiro",NA,NA,"SP056053","SP056053","1909",NA,NA,"Macaé","Serra de Macaé, Alto da Serra. Mata virgem","-41.7868995666504","-22.3708000183105","Glassman, SF","1964","11",NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA
"57","2019-11-21 09:59:33-03","IBt","SP","266081","S","Plantae",NA,NA,"Arecaceae","Syagrus","insignis","Syagrus insignis","(Drude) Becc.",NA,"Martinelli, G; et al.","12068",NA,"Brasil","Rio de Janeiro",NA,"Palmeira com 3,2 m na margem do rio crescendo com indivíduos isolados; caule castanho-claro; folhas concolores com bainha coberta por pelos castanho-escuros; inflorescência com espádice na face interna castanho-claro e face externa cobe","SP056050","SP056050","1987","05","25","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores. 22°°0/S°, 04°2°/3W°","-42.5311012268066","-22.2819004058838","Mamede, MCH","2019","04",NA,NA,NA,"1150","1200","33190","auto",NA,NA,NA
"58","2019-11-21 09:59:33-03","IBt","SP","12271","S","Plantae",NA,NA,"Arecaceae","Syagrus","insignis","Syagrus insignis","(Drude) Becc.",NA,"Luederwaldt, H","s.n.",NA,"Brasil","São Paulo",NA,NA,"SP056051","SP056051","1921","04",NA,"São Paulo","Ypiranga","-46.6300010681152","-23.5400009155273","Glassman, SF","1964","11",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
