"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"805","2020-07-23 11:57:17-03","CEPLAC","CEPEC","55389","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","A. M. Amorim","579","1992","06","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia",NA,"A. Rapini","barreiras","Estrada para Ibotirama, BR-242. Coletas no Km 21 apartir da sede do município.","-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,NA,NA,NA,NA,"152720","auto","30/12/2006",NA,NA,NA,NA
"806","2020-07-23 11:57:17-03","CEPLAC","CEPEC","152999","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","G.M. Antar","444",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"Tocantins",NA,"G.M. Antar","MATEIROS",NA,"-46.4211006164551","-10.5474996566772",NA,NA,NA,NA,NA,NA,NA,NA,"87923","auto",NA,NA,NA,NA,NA
"807","2020-07-23 11:57:17-03","CEPLAC","CEPEC","86862","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpum","Aspidosperma macrocarpum","N. G. Jesus","824","1988","05","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia",NA,"N. G. Jesus","FORMOSA DO RIO PRETO","Faz. Estrondo, entre a guarita e a entrada para a sede, milharal.","-46.2125","-11.455833",NA,NA,"46W12'45","11S27'21",NA,NA,NA,NA,NA,NA,"30/12/2000",NA,NA,NA,NA
"808","2020-02-17 11:29:18-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Maria, J.o.s.é.; Faria, J.E.Q.","1610","2011","08","18","Southern America","Brasil",NA,NA,"Árvore ca. 5 m de altura, botão floral, flor branca, frutos imaturos e maduros marrons; Cerrado sensu stricto",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Proença, C.E.B.",NA,"Reserva Biológica de Contagem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","2009-11-26 13:47:49-02","INPA","INPAW","6201","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Co&#234;lho, D.F.",NA,"1975","07","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Par&#225;",NA,NA,"Faro",NA,"-56.745","-2.17139",NA,NA,NA,NA,NA,NA,NA,NA,"342029","auto",NA,NA,NA,NA,NA
"810","2020-11-19 14:05:59-03","Unimontes","MCMG","86","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Menino,G.C.O | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Tolentino,G.","40","2008","03","06",NA,"Brasil",NA,NA,"Regeneração natural",NA,NA,NA,"Mart. & Zucc.",NA,"Minas Gerais",NA,"Santos R.M.","Janúaria","APA do Rio PandeirosBalnéario","-44.753528","-15.509306",NA,NA,"44°45'12.7W","15°30'33.5S","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","2020-11-19 14:05:59-03","Unimontes","MCMG","48","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Menino,G.C.O | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Tolentino,G.","3","2008","05","11",NA,"Brasil",NA,NA,"Regeneração natural",NA,NA,NA,"Mart. & Zucc.",NA,"Minas Gerais",NA,"Santos R.M.","Janúaria","APA do Rio PandeirosCatulé","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"812","2020-11-19 14:05:59-03","Unimontes","MCMG","1505","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Menino, G.C.O. | Coutinho,C.A. | Fonseca, J.M.L. | Oliveira, I,S, | Silva, W.A. | Souza,S.R. |",NA,"2009","10","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart. & Zucc.",NA,"Minas Gerais",NA,"Santos R.M.","Januária","APA do Rio Pandeiros-Ilha 005","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"813","2020-11-19 14:05:59-03","Unimontes","MCMG","1904","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Menino, G.C.O. | Braga, L.L. | Coutinho,C.A. | Oliveira, M.H. | Silva, W.A. |",NA,"2009","08","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart. & Zucc.",NA,"Minas Gerais",NA,"Santos R.M.","Januária","APA do Rio Pandeiros-Ilha 4","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"814","2020-11-19 14:05:59-03","Unimontes","MCMG","2126","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ordilei Simões |",NA,"2008",NA,NA,NA,"Brasil",NA,NA,"Cerrado stricto sensu",NA,NA,NA,"Mart. & Zucc.",NA,"Minas Gerais",NA,"Santos, R. M","Montes Claros","Cachoeira do Gavião","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA
"815","2020-11-19 14:05:59-03","Unimontes","MCMG","5390","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ordilei Simões |",NA,"2008",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart. & Zucc.",NA,"Minas Gerais",NA,"Cerrado stricto sensu","Montes Claros","Cachoeira do Gavião","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA
"816","2020-11-19 14:05:59-03","Unimontes","MCMG","334","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Veloso,M.D.M | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Aruda, D.M | Luz, G. R.","148","2008","07","03",NA,"Brasil",NA,NA,"Abóreo",NA,NA,NA,"Mart. & Zucc.",NA,"Minas Gerais",NA,"Santos R.M.","Janúaria","APA do Rio PandeirosCatulé","-44.845833",NA,NA,NA,"44°50'45W","15'334'35S","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","2020-09-22 13:48:26-03","USP","SPFW","3282","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ceccantini, G.C.T.","870","1998","07","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Mato Grosso",NA,NA,"Jangada",NA,"-56.489200592041","-15.2356004714966",NA,NA,NA,NA,NA,NA,NA,NA,"33259","auto",NA,NA,NA,NA,NA
"818","2020-09-22 13:48:26-03","USP","SPFW","2021","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ceccantini, G.C.T. Altebarmakian, V.; Freire, G.Q.","2498","2005","08","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Mato Grosso",NA,NA,"Rondonópolis",NA,"-54.6356010437012","-16.4708003997803",NA,NA,NA,NA,NA,NA,NA,NA,"69781","auto",NA,NA,NA,NA,NA
"819","2020-09-22 13:48:26-03","USP","SPFW","5570","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ceccantini, G.C.T. Nakamura, C.; Bachetlet, C.; Oliveira, J.F.","3258","2008","08","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Mato Grosso",NA,"G.C.T. Ceccantini","Rondonópolis","Parque Ecológico João Basso","-54.6356010437012","-16.4708003997803",NA,NA,NA,NA,NA,NA,NA,NA,"69781","auto",NA,NA,NA,NA,NA
"820","2020-09-18 09:33:38-03","UFAC","UFACPZ","15038","PreservedSpecimen","Plantae","Anacardiace","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Saraiva, R S","91","1989","08","20",NA,"Brasil",NA,NA,"Árvore , 24 m x 36 cm, fuste 18 m. Casca externa cinza, sulcada, casca interna bege escuro, espessura da casca 3 cm, exsuda látex apenas nos galhos. Botões florais e pétalas verde com flores brancas.; Mata de terra firme, solo argiloso.","UFACPZ015038",NA,"Sapindales","Diels",NA,"Acre",NA,NA,"Rio Branco","BR - 364., km 34, R. Iquiri km 6, sentido Rio Branco - Porto Velho.","-67.8099975585938","-9.9747200012207",NA,NA,NA,NA,NA,NA,NA,NA,"178770","auto",NA,NA,NA,NA,NA
"821","2020-09-18 09:33:38-03","UFAC","UFACPZ","16950","PreservedSpecimen","Plantae","Anacardiace","Aspidosperma","macrocarpum","Aspidosperma macrocarpum","Pires, J M; CAVALCANTE, P B; MAGNAGO, H; Silva, N T","13913","1974","04","15",NA,"Brasil",NA,NA,"Mata de igapó.","UFACPZ016950",NA,"Sapindales","Diels",NA,"Pará",NA,"Ribeiro, BGS","Marabá","Rio Xeriuni., Projeto RADAM, Ponto 07a, Quadrícula SA-20-X-A.&nf;Rio Itacaiunas, afl. do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50","-5",NA,NA,"-50","-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","2020-11-12 16:59:47-03","UEL","FUEL","32439","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","C.A. Cid Ferreira; et al.","s.n.","1992","03","21",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Gentianales","Mart.",NA,"Acre",NA,NA,"Cruzeiro do Sul","Margem esquerda do Rio Juruá, Igarapé Viseu, mata de terra firme, solo arenoso","-72.733333","-8.3",NA,NA,"-72.733333","-8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","2019-11-01 14:52:35-03","UnB","UB","3292","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Irwin, HS; Grear Junior, JW; Souza, R; Santos, RR","14514","1966","04","07","Southern America","Brasil",NA,NA,"Tree 3m x 10cm. Fruto cinza esverdeado.; Cerrado.",NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,"Marcondes - Ferreira W",NA,"Rio da Prata, ca. 6 Km S of Posse","-46","-14","800","800","-46","-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","2019-11-01 14:52:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Câmara, CP","IFN-264791.2","2017","07","17","Southern America","Brasil",NA,NA,"Conglomerado PI-264. Subunidade 1. Subparcela 2. indivíduo 7. F6; Árvore; dap: 11,5; ht: 4,00; base reta; casca: cinza claro (cor externa), amarelada (cor interna), grossa, fissurada",NA,"Dicotyledoneae",NA,"Mart.",NA,"Piauí",NA,"Bijos, NR","Uruçuí","Piaçaba","-44.819997","-7.380019","188","188","-44.819997","-7.380019","2017","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"825","2019-11-01 14:52:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Câmara, CP","IFN-264792.6","2017","07","17","Southern America","Brasil",NA,NA,"Medições na subunidade completa. Conglomerado PI-264. Subunidade 2. Subparcela 6. Indivíduo 15; Árvore 4m, DAP 11,15cm. Látex branco, muito abundante. Base reta. Casca externa cinza-claro, cor interna amarelada; espessura grossa, fissu","UB0128252","Dicotyledoneae",NA,"Mart.",NA,"Piauí","UB0128252","Bijos, NR","Uruçuí",NA,"-44.819722","-7.38",NA,NA,"-44.819722","-7.38","2017","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"826","2019-11-01 14:52:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Paixão, ILSC","51","1980","11",NA,"Southern America","Brasil",NA,NA,"Árvore de 5 a 6 m de altura; Cerrado",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Marcondes - Ferreira W",NA,"Fazenda Água Limpa",NA,NA,NA,NA,NA,NA,"1989","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","2019-11-01 14:52:35-03","UnB","UB","206776","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Zanatta, MRV; Faria, JEQ","1948","2013","05","15","Southern America","Brasil",NA,NA,"Árvore jovem 0,5m. Estéril; Cerrado aberto na beira do rio",NA,"Dicotyledoneae",NA,"Mart.",NA,"Mato Grosso",NA,"Gomes, SM","Vila Bela da Sma. Trindade","Serra Ricardo Franco, próximo a Jatobá","-60.073972","-14.918417","629","629","-60.073972","-14.918417","2013","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","2019-11-01 14:52:35-03","UnB","UB","206818","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Zanatta, MRV; Faria, JEQ","1990","2013","05","15","Southern America","Brasil",NA,NA,"Árvore jovem 2m; Cerradão",NA,"Dicotyledoneae",NA,"Mart.",NA,"Mato Grosso",NA,"Gomes, SM","Vila Bela da Sma. Trindade","Trilha S.R. Franco, mais ou menos na metade","-60.060278","-14.90375","442","442","-60.060278","-14.90375","2013","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","2019-11-01 14:52:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Teixeira, AMC; Pinto, JRR","444",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,"Teixeira, AMC","São Domingos","Parque Estadual de Terra Ronca - Módulo RAPELD. Parcela 2500L","-46.3182983398438","-13.3983001708984",NA,NA,NA,NA,NA,NA,NA,NA,"73215","auto",NA,NA,NA,NA,NA
"830","2019-11-01 14:52:35-03","UnB","UB","109250","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Silva, JS; Silveira, I; Solórzano, A","154","2007","10","22","Southern America","Brasil",NA,NA,"Árvore. Flor amarela Botões florais de cor castanha. Presença de látex; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Silveira, I","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","2019-11-01 14:52:35-03","UnB","UB","109585","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Silva, JS; Minervino, JS","489","2008","05","06","Southern America","Brasil",NA,NA,"Árvore 4m. Fruto marrom.; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Minervino, JS","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","2019-11-01 14:52:35-03","UnB","UB","109696","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Silva, JS; Solórzano, A","600","2008","09","12","Southern America","Brasil",NA,NA,"Sementes de cor creme; Árvore 4m. Fruto cinza.; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Silva, JS","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","2019-11-01 14:52:35-03","UnB","UB","110922","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Paula, JE","3761","2007","06","12","Southern America","Brasil",NA,NA,"Látex copioso, casca espessa.&nf;Testemunha de estudos de Farmacognosia da Profa. Laila Salmen Espíndola Darvenne. &nf;Ciências da Saúde, UnB.; Árvore pequena",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Paula, JE",NA,"Planaltina .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","2019-11-01 14:52:35-03","UnB","UB","111063","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Proença, CEB; Martins, RC; Turma de Etnobotânica do Cerrado","3570","2008","10","29","Southern America","Brasil",NA,NA,"Ritidoma de cor cinza, com cortiça. Fruto na capoteca; Arvoreta 4m. Fruto aberto presente.; Cerrado.",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Proença, CEB",NA,"Memorial das Idades do Brasil. Em frente à ML11.","-47.804444","-15.78","1053","1053","-47.804444","-15.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","2019-11-01 14:52:35-03","UnB","UB","111478","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Cezare, CHG; Machado Neto, A","300","2007","10","23","Southern America","Brasil",NA,NA,"presença de látex, botão floral piloso com aspecto de ferrugem; Árvore 4m. Flor branca; Cerrado ralo (antropizado). Topologia: Suave ondulado a ondulado.",NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,"Proença, CEB; Faria, ALA","Luziânia","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório","-48.0122","-16.7179","772","772","-48.0122","-16.7179","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","2019-11-01 14:52:35-03","UnB","UB","120943","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Taxonomy Class of Universidade de Brasília","1637","2002","08","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,"Proença, CEB","Alto Paraíso de Goiás","Chapada dos Veadeiros. Fazenda Portal da Chapada","-47.6","-14.166667","1164","1164","-47.6","-14.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","2019-11-01 14:52:35-03","UnB","UB","15088","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Passos, FB; Correia, CAS","13","2004","07","24","Southern America","Brasil",NA,NA,"Látex branco. Cálice verde. Pétalas jovens de cor verde.; Arbusto 1,15m. Flor branco-esverdeada; Cerrado s.s, alterado. Solo: Latossolo vermelho.",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Correia, CAS","Brasília","Parque das Sucupiras. Setor Sudoeste","-47.916667","-15.766667","1600","1600","-47.916667","-15.766667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","2019-11-01 14:52:35-03","UnB","UB","170765","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Faria, JEQ; Zanatta, MRV; Mello, TRB","1610","2011","08","18","Southern America","Brasil",NA,NA,"Árvore ca. 5 m de altura, botão floral, flor branca, frutos imaturos e maduros marrons; Cerrado sensu stricto",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Faria, JEQ",NA,"Reserva Biológica de Contagem",NA,NA,NA,NA,NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","2019-11-01 14:52:35-03","UnB","UB","184527","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Santos, JR; Amaral, AC; Oliveira, NR","468","2006","09","01","Southern America","Brasil",NA,NA,"Árvore com 5m de altura. Flor branca. Planta com látex; Cerrado sensu stricto típico. Relevo plano. Latossolo arenoso",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Santos, JR","Brasília","Parque Nacional de Brasília - Lado esquerdo da lagoa da Santa Maria","-47.955278","-15.683056","1080","1080","-47.955278","-15.683056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","2019-11-01 14:52:35-03","UnB","UB","201186","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Lima, AS; Melo, MD; Almeida, RF","39","2012","09","21","Southern America","Brasil",NA,NA,"Com flor e fruto (carpoteca)&nf;; Cerrado sentido restrito",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Lima, AS","Brasília","INMET - Instituto Nacional de Meteorologia","-47.926503","-15.793059","1160","1160","-47.926503","-15.793059","2013","06","10",NA,NA,NA,NA,NA,NA,NA,NA
"841","2019-11-01 14:52:35-03","UnB","UB","204798","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Sampaio, AB; et al.","498","2001","05","07","Southern America","Brasil",NA,NA,"Arbusto 1m. Fruto imaturo acinzentado; Campo sujo. Solo areis quartzozas. Relevo plano",NA,"Dicotyledoneae",NA,"Mart.",NA,"Tocantins",NA,"Ribeiro, GHPM","Mateiros","Região do Jalapão. Pedra da Baliza, divisa entre os estados de TO, MA, PI e BA.","-46.1","-10.616667",NA,NA,"-46.1","-10.616667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","2019-11-01 14:52:35-03","UnB","UB","206748","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Zanatta, MRV; Faria, JEQ","1920","2013","05","15","Southern America","Brasil",NA,NA,"Árvore 6m. Estéril; Cerrado rupestre",NA,"Dicotyledoneae",NA,"Mart.",NA,"Mato Grosso",NA,"Gomes, SM",NA,"Serra da Borda , depois de guarita","-59.742528","-14.602389","278","278","-59.742528","-14.602389","2013","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","2019-11-01 14:52:35-03","UnB","UB","206761","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Zanatta, MRV; Faria, JEQ","1933","2013","05","15","Southern America","Brasil",NA,NA,"Arvoreta 2m. Estéril; Cerrado rupestre",NA,"Dicotyledoneae",NA,"Mart.",NA,"Mato Grosso",NA,"Gomes, SM",NA,"Serra da Borda","-59.704139","-14.695111","719","719","-59.704139","-14.695111","2013","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","2019-11-01 14:52:35-03","UnB","UB","210836","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM; Concha, C","BP208","2012","10","09","Southern America","Brasil",NA,NA,"Arbusto, 2m. Látex branco; Cerrado sensu stricto. Solo argilo-arenoso, marrom-amarelado com pouca canga",NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,"Proença, CEB","Edéia","Fazenda Canadá (CSFCDC)","-50.104444","-17.728889","458","458","-50.104444","-17.728889","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","2019-11-01 14:52:35-03","UnB","UB","211128","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM","BP499","2012","10","11","Southern America","Brasil",NA,NA,"Árvore, 3,5m. Fruto seco marrom; Cerrado sensu stricto. Solo areno argiloso vermelho com canga (pedras ricas em minério de ferro)",NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,NA,"Edéia","Fazenda Canadá (CSFCBA)","-50.100833","-17.663056","491","491","-50.100833","-17.663056","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","2019-11-01 14:52:35-03","UnB","UB","212640","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM","RE704","2012","10","04","Southern America","Brasil",NA,NA,"Arbusto, 1,3m. Látex branco; Cerrado sensu stricto. Latossolo vermelho",NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,NA,"Edéia","Fazenda Canadá (CSFCAB)","-50.0839","-17.6472","425","425","-50.0839","-17.6472","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","2019-11-01 14:52:35-03","UnB","UB","214518","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Faria, JEQ; Melo, MS; Rosa, PO; Mendes, VC","5033","2015","08","02","Southern America","Brasil",NA,NA,"Árvore ca. 4 m de altura, frutos secos no pé não coletados; Cerrado sensu stricto bastante rochoso",NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,"Faria, JEQ","São Miguel do Araguaia","Morro da torre de TV na margem da GO-164 saindo de São Miguel do Araguaia em direção a Araguaçu","-50.068611","-13.166944","458","458","-50.068611","-13.166944","2015","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","2020-07-29 09:03:24-03","UnB","UB","217082","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Rocha, LGS; Pinto, JRR","s.n.","2016","10","22","Southern America","Brasil",NA,NA,"Hábito arbóreo; Cerrado Rupestre",NA,"Dicotyledoneae",NA,"Mart.",NA,"Goiás",NA,"Pinto, JRR","Cocalzinho de Goiás","Parque Estadual dos Pirineus","-48.824444","-15.800278","1100","1385","-48.824444","-15.800278","2016","10","22",NA,NA,NA,NA,NA,NA,NA,NA
"849","2019-11-01 14:52:35-03","UnB","UB","201636","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Lima, AS; Nogueira, ACR","39","2012","09","21","Southern America","Brasil",NA,NA,"Fruto (carpoteca)",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal",NA,"Lima, AS","Brasília","INMET - Instituto Nacional de Meteorologia","-48.551397","-16.325164",NA,NA,"-48.551397","-16.325164","2013","12","10",NA,NA,NA,NA,NA,NA,NA,NA
