"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"142","2021-03-30 12:33:57-03","EAO","IAN","58747","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Pires, JM; Black, GA","2339","1950","05","27","Southern America","Brasil",NA,NA,NA,"IAN058747","Dicotiledônea",NA,"Mart.",NA,"Maranhão",NA,"Pereira, A",NA,"Serra da Malícia, duas léguas de Carolina, Rio Tocantins.",NA,NA,NA,NA,NA,NA,"2016","12","22",NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-30 12:33:57-03","EAO","IAN","79706","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Fróes, RL","29772","1953","04","14","Southern America","Brasil",NA,NA,NA,"IAN079706","Dicotiledônea",NA,"Mart.",NA,"Pará",NA,NA,NA,"Mirindiba; região do Araguaia; campos gerais.&nf;Terreno pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:33:57-03","EAO","IAN","86540","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Fróes, RL","31229","1954","10","21","Southern America","Brasil",NA,NA,NA,"IAN086540","Dicotiledônea",NA,"Mart.",NA,"Pará",NA,"Oliveira, E",NA,"Rio Curuatinga, região do Planalto de Santarém, terra firme, mata de aspecto resequido.",NA,NA,NA,NA,NA,NA,"1971","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-30 12:33:57-03","EAO","IAN","129372","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Irwin, HS; Souza, R","7973","1965","09","04","Southern America","Brasil",NA,NA,NA,"IAN129372","Dicotiledônea",NA,"Mart.",NA,"Distrito Federal",NA,NA,"Brasilia","Chapada da Contagem.","-47.9296989440918","-15.7797002792358","1000","1000",NA,NA,"1967",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"146","2021-03-30 12:33:57-03","EAO","IAN","129375","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Irwin, HS; Souza, R","8015","1965","09","06","Southern America","Brasil",NA,NA,NA,"IAN129375","Dicotiledônea",NA,"Mart.",NA,"Distrito Federal",NA,NA,"Brasilia","Chapada da Contagem, ca. 25 Km NW of Brasilia.","-47.9296989440918","-15.7797002792358","1000","1000",NA,NA,"1967",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"147","2021-03-30 12:33:57-03","EAO","IAN","116000","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Cobra, LQ; Oliveira, J","155","1963","01","06","Southern America","Brasil",NA,NA,NA,"IAN116000","Dicotiledônea",NA,"Mart.",NA,"Distrito Federal",NA,"Pereira, A","Brasília","Eixo Rodoviário da Asa Norte, cerrado queimado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2016","12","22",NA,"70570","auto",NA,NA,NA,NA,NA
"148","2021-04-08 17:36:45-03","EAO","IAN","XILO6442","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Silva, NT da","786","1962","08","08","Southern America","Brasil",NA,NA,"Árvore de 12 m, flor branca.","IANXILO6442","Dicotiledônea",NA,"Mart.",NA,"Pará",NA,"Oliveira, E","Altamira","Região Garotire, mata baixa de terra firme.","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,"1971","12",NA,NA,"748499","auto",NA,NA,NA,NA,NA
"149","2021-03-30 12:33:57-03","EAO","IAN","114556","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Silva, NT da","786","1962","08","08","Southern America","Brasil",NA,NA,"Árvore de 12 m, flor branca.","IAN114556","Dicotiledônea",NA,"Mart.",NA,"Pará",NA,"Oliveira, E","Altamira","Região Garotire, mata baixa de terra firme.","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,"1971","12",NA,NA,"748499","auto",NA,NA,NA,NA,NA
"150","2021-03-30 12:33:57-03","EAO","IAN","30035a","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Black, GA","1827","1947","10","27","Southern America","Brasil",NA,NA,"Árvore, 15m, casca sulcada, látex nas folhas e ramos.","IAN30035a","Dicotiledônea",NA,"Mart.",NA,"Pará","IAN30035a IAN30035a_e","Woodson","Belterra","Beira do Rio tapajós, Pindobal.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,NA,NA,NA,NA,"74752","auto",NA,NA,NA,NA,NA
"151","2021-03-30 12:33:57-03","EAO","IAN","30035","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Black, GA","1827","1947","10","27","Southern America","Brasil",NA,NA,"Árvore, 15m, casca sulcada, látex nas folhas e ramos.","IAN030035","Dicotiledônea",NA,"Mart.",NA,"Pará","IAN030035 IAN030035_e","Woodson","Belterra","Beira do Rio tapajós, Pindobal.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,NA,NA,NA,NA,"74752","auto",NA,NA,NA,NA,NA
"152","2021-03-30 12:33:57-03","EAO","IAN","30035a","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Black, GA","1827","1947","10","27","Southern America","Brasil",NA,NA,"àrvore de 15 m, casca sulcada, latex nas folhas e ramos.","IAN30035a","Dicotiledônea",NA,"Mart.",NA,"Pará","IAN30035a IAN30035a_e","Woodson","Belterra","Beira do R. tapajós, Pindobal.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,"1954","08",NA,NA,"74752","auto",NA,NA,NA,NA,NA
"153","2021-03-30 12:33:57-03","EAO","IAN","80926","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Andrade-Lima, D de","1410","1953","05","07","Southern America","Brasil",NA,NA,NA,"IAN080926","Dicotiledônea",NA,"Mart.",NA,"Pará",NA,NA,"Monte Alegre","Km 8 da estrada para a C.A.N.P., borda da mata.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,NA,NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA
"154","2021-03-30 12:33:57-03","EAO","IAN","80400","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Fróes, RL","30242","1953","09","16","Southern America","Brasil",NA,NA,NA,"IAN080400","Dicotiledônea",NA,"Mart.",NA,"Pará",NA,NA,"Monte Alegre","Rio Maicurú; mata de carrasco entre Caaussú e localidade Balança.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,NA,NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA
"155","2021-03-30 12:33:57-03","EAO","IAN","170420","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Bastos, MNC; Cordeiro, MR","2015","1995","06","15","Southern America","Brasil",NA,NA,"Arbusto de 3m de altura; fruto imaturo marrom.","IAN170420","Dicotiledônea",NA,"Mart.",NA,"Pará",NA,NA,"São Geraldo do Araguaia","Campo cerrado, morro 3.","-48.5550003051758","-6.40055990219116",NA,NA,NA,NA,NA,NA,NA,NA,"72333","auto",NA,NA,NA,NA,NA
"156","2013-07-03 10:26:41-03","EBDA","BAH","6076","S","Plantae","Apocynaceae","Aspidosperma","gardneri","Aspidosperma gardneri","Oliveira, E.L.P.G. de","652","1985","03","29",NA,"Brasil",NA,NA,"Árvore de 10 a 14 m de altura, madeira de lei. Frequente. Planta característica da região.IMPORT. PLANTA: Madeira de lei, medicinal.",NA,NA,NA,"Müll.Arg.",NA,"Bahia",NA,"Oliveira, E.L.P.G. de","Mairi",NA,"-40.1489","-11.7114",NA,NA,NA,NA,"1985","04",NA,NA,"25726","auto",NA,NA,NA,NA,NA
"157","2019-02-20 13:41:42-03","INPA","INPA-CARPOTECA","151629","Carpo","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Thomas, WW","5200","1986","06","20","Southern America","Brasil",NA,NA,NA,"INPA0151629","Dicotyledon Asterids","Gentianales","Mart.",NA,"Rondônia","INPA0151629 INPA0151629_e","Leeuwenberg, AJM","Porto Velho","Repressa Samuel, outcrop and surrounding forest near S end of E dike road. Granite vegetation and surronding forest.","-63.25","-9.066667",NA,NA,"-63.25","-9.066667","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-02-20 13:41:42-03","INPA","INPA-CARPOTECA","50264","Carpo","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Assumpção, SP","35","1975","07","04","Southern America","Brasil",NA,NA,NA,"INPA0050264","Dicotyledon Asterids","Gentianales","Mart.",NA,"Pará","INPA0050264 INPA0050264_e INPA0050264_e1","Marcondes-Ferreira, W","Faro","Terra Santa, mata alta de terra firme, solo argiloso-arenoso.","-56.7449989318848","-2.17139005661011",NA,NA,NA,NA,"1989",NA,NA,NA,"342029","auto",NA,NA,NA,NA,NA
"159","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7173","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Machate, D. J.","42","2014","10","28",NA,"Brasil",NA,NA,"Arvoreta, 2,5 m de altura; flor corola branca; fruto cinzento; látex branco Habito: Arvoreta",NA,NA,NA,"Mart. & Zucc.",NA,"Mato Grosso do Sul",NA,"Machate, D. J.","Campo Grande","UFMS - RPPN","-54.615278","-20.507778","549","549","54º36'55''W","20º30'28''S","2014","10","28",NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:10:38-03","CPAN-UFMS","COR","18014","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","D.J. Machate; F. F. Júnio","43","2014","10","28",NA,"Brasil",NA,NA,"Fruto cinzento. Látex branco. Habitat: Em área de vegetação do Cerrado. Solo latossolo. Relevo plano. Local seco. Habito: Árvore",NA,NA,NA,"Mart. & Zucc.",NA,"Mato Grosso do Sul",NA,"D.J. Machate","Campo Grande","RPPN-UFMS.","-54.616111","-20.506667",NA,NA,"54º36'58''W","20º30'24''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7172","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Machate, D. J.; Sinani; T. R. F.",NA,"2015","09","03",NA,"Brasil",NA,NA,"Árvore, 5 m de altura; flores alvas; látex branco Habito: Árvore",NA,NA,NA,"Mart. & Zucc.",NA,"Mato Grosso do Sul",NA,"Machate, D. J.","Campo Grande","RPPN-UFMS","-54.966667","-20.506667","343","343","54º58'0''W","20º30'24''S","2015","09","03",NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-02 16:28:33-03","CPAN-UFMS","COR","2243","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Machate, D. J.","105","2015","02","19",NA,"Brasil",NA,NA,"Arvoreta com 3 m de altura; látex branco; fruto cinzento Habito: Arvoreta",NA,NA,NA,"Mart. & Zucc.",NA,"Mato Grosso do Sul",NA,"Machate, D. J.","Campo Grande","RPPN-UFMS","-54.616111","-20.506667",NA,NA,"54º36'58''W","20º30'24''S","2015","02","19",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-10-09 11:08:47-03","UFBA","ALCB","52141","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Stradmann, MTS; Gomes, DF; Ribeiro, B; Sales, MC","0717","1999","09","08","Southern America","Brasil",NA,NA,"7,50m. Terrestre, erecta. Folhas membranáceas, discolores, face abaxial aveludada. Ocasional.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Souza-Silva, RF","Lençóis","Chapada Diamantina. Foz do rio Capivara, situado a 14km de","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"2007","08",NA,NA,"47385","auto",NA,NA,NA,NA,NA
"164","2019-10-09 11:08:47-03","UFBA","ALCB","028434","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Harley, RM; et al.","25077","1988","10","15","Southern America","Brasil",NA,NA,"De até 3,5m de altura. Corola creme fedorenta. Em solo arenoso.; Campo rupestre. Afloramento de arenito e areia branca.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,"Oliveira, AA","Grão Mogol","Ca. 7km na direção sul da cidade, na estrada para Francisco Sá. Elev. 700 - 850m.","-42.933333","-16.616667",NA,NA,"-42.933333","-16.616667","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-10-09 11:08:47-03","UFBA","ALCB","121446","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Alunos de Botânica BIOC05","23588","2015","06","13","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Látex leitoso. Folhas coriáceas, discolores. Fruto folículo, viloso.","ALCB000806","Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","Ipupiara","Serra do Carranca.","-42.527778","-11.743056","874","874","-42.527778","-11.743056","2015","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-10-09 11:08:47-03","UFBA","ALCB","133773","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Lopes, EB; Araújo, FS","30727","2018","09","01","Southern America","Brasil",NA,NA,"de ca 3 m de alt. Látex l, folhas cartáceas, discolores. Inflorescência com flores alvas.","ALCB055568","Dicotyledon",NA,"Mart.",NA,"Bahia","ALCB055568","Guedes, ML","Correntina","Oeste, Ponto 01.","-37.716389","-12.014167","583","583","-37.716389","-12.014167","2018","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-10-09 11:08:47-03","UFBA","ALCB","55586","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","268","2001","07","02","Southern America","Brasil",NA,NA,"3,0 m; látex alvo. Folhas coriáceas, discolores. Frutos múltiplos, com sementes aladas unilaterais. Frequente.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","São Desidério","Oeste, Assentamento Thainá","-44.766667","-12.6",NA,NA,"-44.766667","-12.6","2001","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-10-09 11:08:47-03","UFBA","ALCB","55586","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","268","2001","07","02","Southern America","Brasil",NA,NA,"3,0 m; látex alvo. Folhas coriáceas, discolores. Frutos múltiplos, com sementes aladas unilaterais. Frequente.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","São Desidério","Oeste, Assentamento Thainá","-44.766667","-12.6",NA,NA,"-44.766667","-12.6","2001","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-10-09 11:08:47-03","UFBA","ALCB","78350","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","13312","2007","05","07","Southern America","Brasil",NA,NA,"de 5,5 m de altura, PAP 23,5 cm ; látex branco. Folhas coriáceas, discolores com a face adaxial verde intenso e abaxial tomentosa. T1 P2; Individuo nº 10. Material estéril. Frequënte.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","Feira da Mata","Médio São Francisco, Próximo a Mata ciliar","-44.2125","-14.231667","454","454","-44.2125","-14.231667","2007","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-10-09 11:08:47-03","UFBA","ALCB","78369","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","13331","2007","05","07","Southern America","Brasil",NA,NA,"de 5 m de altura, látex branco. PAP de 17,5 cm + 10 cm. Folhas discolores, coriáceas, com a face abaxial verde escuro e abaxial com tomentos esbranquiçados. T1 P1; indivíduo nº 8.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","Feira da Mata","Médio São Francisco","-44.2125","-14.231667","454","454","-44.2125","-14.231667","2007","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-10-09 11:08:47-03","UFBA","ALCB","78505","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","13417","2007","05","07","Southern America","Brasil",NA,NA,"de ca 4 m de altura, látex leitoso. Folhas coriáceas, discolores, com a face abaxial tomentosa. Fruto lenhoso, deiscente, piloso e enrugado.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","Feira da Mata","Médio São Francisco, Próximo ao Rio Carinhanha","-44.2125","-14.231667",NA,NA,"-44.2125","-14.231667","2007","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-10-09 11:08:47-03","UFBA","ALCB","78623","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Valadão, RM; Prates, ARS; Gomes, FS","13533","2007","05","27","Southern America","Brasil",NA,NA,"de 5,5 m de altura, látex leitoso. PAP 32,5 cm . Folhas cartáceas, discolores, com a face abaxial tomentosa. T4 P11, ind. nº 198. Material estéril.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","Feira da Mata","Médio São Francisco, Próximo ao Rio Carinhanha","-44.2125","-14.231667",NA,NA,"-44.2125","-14.231667","2007","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-10-09 11:08:47-03","UFBA","ALCB","80104","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Valadão, RM","13644","2007","07","20","Southern America","Brasil",NA,NA,"de ca 1,80 m de altura, látex alvas. Folhas coriáceas, discolores, com a face abaxial tomentosa. Inflorescência com flores alvas. Freqüente.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","Feira da Mata","Médio São Francisco, A 1 km da margem do Rio Carinhanha","-44.197222","-14.234722",NA,NA,"-44.197222","-14.234722","2007","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-10-09 11:08:47-03","UFBA","ALCB","81707","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Gomes, FS","14077","2007","12","28","Southern America","Brasil",NA,NA,"de ca 5 m de altura, látex branco. Folhas cartáceas, discolores, face abaxial com indumento esbranquiçado. Frutos passados. Ocasional.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","Carinhanha","Médio São Francisco, a 1 km do Rio Carinhanha","-43.810278","-14.311389","462","462","-43.810278","-14.311389","2008","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-10-09 11:08:47-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Rapini, A; Conceição, AS; Andrade, MJG; Andrade, MI","1095","2003","09","10","Southern America","Brasil",NA,NA,"ca. 2,0 m alt. Flores levemente esverdeadas abaxialmente. Tubo esverdeado adaxialmente. Beira de estrada.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Cristália","Vale do Itacambiruçu","-42.889444","-16.593333","670","670","-42.889444","-16.593333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-10-09 11:08:47-03","UFBA","ALCB","80240","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Guedes, ML; Carvalho, G; Valadão, RM; Gomes, FS","13775","2007","08","26","Southern America","Brasil",NA,NA,"de ca 4 m de altura. Folhas jovens membranáceas, com indumento ferrugíneo, maduras cartáceas, discolores. Inflorescência na porção terminal dos ramos, alvos. Folículos lenhosos, maduros, vilosos. Sementes aladas. Freqüente.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia",NA,"Guedes, ML","Cocos","Oeste, Caminho para o Rio Itaguari","-44.436111","-14.249167",NA,NA,"-44.436111","-14.249167","2007","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U 0262454","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Krukoff BA",NA,"1933","08","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262454",NA,"Gentianales","Mart.",NA,"Acre",NA,NA,NA,"Basin of Rio Purus","-69","-9.333333",NA,NA,"-69.0","-9.333333",NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw20120",NA,NA,NA,NA
"178","2020-02-08 09:16:43-03","NBC","NL-BOTANY","L 0369461","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Servicio Forestal",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200369461 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0369461",NA,"Gentianales","Mart.",NA,"Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"179","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1078930","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Sousa J",NA,"1980","09","13","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078930",NA,"Gentianales","Mart.",NA,NA,"NL-U1078930",NA,NA,"Pucallpa - Peru. Procedencia Arboreto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"180","2020-02-08 09:16:43-03","NBC","NL-BOTANY","L.2694274","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Herzog T",NA,"1907","08","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2694274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2694274",NA,"Gentianales","Mart.",NA,NA,"NL-L2694274",NA,NA,"Flora von Bolivia, Zwergbaumchen im gebusch bei Ascension*.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"181","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U 0000480","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200000480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0000480",NA,"Gentianales","Mart.","isotype",NA,"NL-U0000480",NA,NA,"Estado Goiaz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"94596 A",NA,NA,NA,NA
"182","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1078928","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Krukoff BA",NA,"1939","09","12","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078928",NA,"Gentianales","Mart.",NA,NA,"NL-U1078928",NA,NA,"Bolivia: Department of La Paz: Province of Larecaja; Tuiri (near mapiri, on left bank of Rio Mapiri), alt. 490-750 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"183","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1078929","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Krukoff BA",NA,"1939","07","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078929",NA,"Gentianales","Mart.",NA,NA,"NL-U1078929",NA,NA,"Bolivia: Department of La Paz: Province of S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya), alt. 750-900 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"184","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079522","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Hatschbach GG; Hatschbach M; Barbosa E",NA,"1998","03","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079522 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079522",NA,"Gentianales","Mart.",NA,"Bahia","NL-U1079522","Leeuwenberg AJM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0088326",NA,NA,NA,NA
"185","2020-02-08 09:16:43-03","NBC","NL-BOTANY","U.1079523","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Fonseca ML; Oliveira FCA; et al.",NA,"1997","08","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079523",NA,"Gentianales","Mart.",NA,"Goiás","NL-U1079523","Leeuwenberg AJM",NA,NA,"-48.416667","-14.7",NA,NA,"-48.416667","-14.7",NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0088327",NA,NA,NA,NA
