"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","class","order","infraspecificEpithet","scientificNameAuthorship","country","stateProvince","recordedBy","recordNumber","year","month","day","continentOcean","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber"
"169","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Triana, JJ","s.n.",NA,NA,NA,"Southern America",NA,"In Novae-Granatae prope Medellin",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"170","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Arnold, RE","s.n.",NA,NA,NA,"Southern America",NA,"In Cordillera Venezuelae altit. circiter 1300",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"171","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Puerto Rico",NA,"Sintenis, PEE","2960?",NA,NA,NA,"Southern America",NA,"Etiam in ins. Puerto-Rico supra arbores vetustiores prope Ponce et Coamo",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"172","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Lehmann, FC","7119?",NA,NA,NA,"Southern America",NA,"in prov. Antioquia ad flum. Cauca altit. 500-1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"173","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Low","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"In rupibus Cordillera orientali Novae Granatae prov. Santander inter Pamplona et Bucaramanga",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"174","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Sander","s.n.(Hort.",NA,NA,NA,NA,NA,"In Nova Granata",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"175","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Butler, BT","s.n.",NA,NA,NA,NA,NA,"in Novae-Granatae prov. Antioquia prope Frontino",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"176","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Wallis, G","s.n.",NA,NA,NA,NA,NA,"in Novae-Granatae prov. Antioquia prope Frontino",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"177","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Butler, BT","s.n.",NA,NA,NA,NA,NA,"in Novae-Granatae prov. Antioquia prope Frontino",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"178","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Roezl, B","s.n.",NA,NA,NA,NA,NA,"prope Buga",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"179","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Sander","s.n.(Hort.",NA,NA,NA,NA,NA,"In Nova Granata",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"180","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Floret Novembri - Matio",NA,NA,NA,NA,"Lindl.","?",NA,"Patin, C","63",NA,NA,NA,NA,NA,"in Nova - Granata loco accurato haud indicato",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"181","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Wallis, G","s.n.",NA,NA,NA,NA,NA,"in Novae-Granatae prov. Antioquia prope Frontino",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"182","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Floret Novembri - Matio",NA,NA,NA,NA,"Lindl.","?",NA,"Patin, C","63?",NA,NA,NA,NA,NA,"in Nova - Granata loco accurato haud indicato",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"183","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Bolivia",NA,"Triana, JJ","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Bogota ad flum. Magdalena",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"184","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Bolivia",NA,"Triana, JJ","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Bogota ad flum. Magdalena",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"185","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Bahia","Angl.","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"in prov. Bahia",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"186","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","São Paulo","Low, H","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"In Brasilia australi verisimiliter prov. S. Paulo",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"187","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,"Gardner, G","s.n.",NA,NA,NA,"Southern America",NA,"ad Sapucaya secus flum. Parahybo inter prov. Rio de Janeiro et Minas Geraes",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"188","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","São Paulo","Low, H","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"In Brasilia australi verisimiliter prov. S. Paulo",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"189","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro","Glaziou, AFM","13223",NA,NA,NA,"Southern America",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"190","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Pernambuco","Linden, JJ","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"in prov. Pernambuco",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"191","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro","Glaziou, AFM","13223?",NA,NA,NA,"Southern America",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"192","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro","Swainson, W","s.n.",NA,NA,NA,"Southern America",NA,"ad Serra dos Orgãos",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"193","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais","Burchell, WJ","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Minas Geraes",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"194","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais","Burchell, WJ","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Minas Geraes",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"195","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,"Gardner, G","s.n.",NA,NA,NA,"Southern America",NA,"ad Sapucaya secus flum. Parahybo inter prov. Rio de Janeiro et Minas Geraes",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"196","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"(Le Jardin, 1897. p. 247)",NA,NA,NA,NA,"Lindl.","Brazil",NA,"Forget","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Alagoas, Pernambuco et Parahyba",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"197","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro","Swainson, W","s.n.",NA,NA,NA,"Southern America",NA,"ad Serra dos Orgãos",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"198","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"(Le Jardin, 1897. p. 247)",NA,NA,NA,NA,"Lindl.","Brazil",NA,"Forget","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Alagoas, Pernambuco et Parahyba",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"199","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Minas Geraes prope Lagoa Santa",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"200","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro","Gardner, G","244",NA,NA,NA,"Southern America",NA,"in arboribus ad Pedra Bonita prope Gavea",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"201","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Minas Geraes prope Lagoa Santa",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"202","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro","Gardner, G","244?",NA,NA,NA,"Southern America",NA,"in arboribus ad Pedra Bonita prope Gavea",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"203","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia","Tolima","Lehmann, FC","2172",NA,NA,NA,"Southern America",NA,"prope Tolima ad Rio Paez altit. 800-1500m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"204","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia","Cundinamarca","Linden, JJ","s.n.",NA,NA,NA,"Southern America","Fusagasugá","in prov. Cundinamarca prope Fusagasuga et Pandi",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"205","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Triana, JJ","s.n.",NA,NA,NA,"Southern America",NA,"In Novae Granatae prov. Cauca altit. circiter 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"206","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Karsten, GKWH","s.n.",NA,NA,NA,"Southern America",NA,"In Novae Granatae prov. Cauca altit. circiter 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"207","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Triana, JJ","s.n.",NA,NA,NA,"Southern America",NA,"In Novae Granatae prov. Cauca altit. circiter 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"208","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia","Cundinamarca","Linden, JJ","s.n.",NA,NA,NA,"Southern America","Fusagasugá","in prov. Cundinamarca prope Fusagasuga et Pandi",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"209","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Warszewicz, JRR von","s.n.",NA,NA,NA,"Southern America",NA,"In Novae-Granatae prope Medellin",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"210","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia","Tolima","Lehmann, FC","2172?",NA,NA,NA,"Southern America",NA,"prope Tolima ad Rio Paez altit. 800-1500m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"211","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Triana, JJ","s.n.",NA,NA,NA,"Southern America",NA,"In Novae-Granatae prope Medellin",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"212","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Roezl, B","s.n.",NA,NA,NA,"Southern America",NA,"In Novae-Granatae prope Medellin",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"213","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Karsten, GKWH","s.n.",NA,NA,NA,"Southern America",NA,"In Novae Granatae prov. Cauca altit. circiter 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"214","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Lehmann, FC","7119",NA,NA,NA,"Southern America",NA,"in prov. Antioquia ad flum. Cauca altit. 500-1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"215","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Costa Rica",NA,"Oersted, AS","s.n.",NA,NA,NA,"Southern America",NA,"In Costa-Rica ad Turialba",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"216","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Costa Rica",NA,"Carmiol","s.n.",NA,NA,NA,"Southern America",NA,"In Costa-Rica ad Turialba",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"217","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Costa Rica",NA,"Carmiol","s.n.",NA,NA,NA,"Southern America",NA,"In Costa-Rica ad Turialba",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"218","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Costa Rica",NA,"Oersted, AS","s.n.",NA,NA,NA,"Southern America",NA,"In Costa-Rica ad Turialba",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"219","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Karsten, GKWH","s.n.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas altit. 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"220","2021-03-03 22:00:02-03","FLAS","FLAS","178201","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,"[Label footing:] Voucher for NSF Grant Chemosystematics of Pollination Biology of Gongora.",NA,NA,NA,NA,"(Sw.) Kuntze","Ecuador","Esmeraldas","Mark Whitten","93050",NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-11-21 10:12:59-03","IBt","SP","27091","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Berg, C van den","1996","07","11",NA,NA,NA,NA,NA,NA,"Lindl.","Brasil","Pernambuco","Gehrt, A","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-11-21 10:12:59-03","IBt","SP","27094","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Berg, C van den","1996","07","11",NA,NA,NA,NA,NA,NA,"Lindl.","Brasil","São Paulo","Marques, W","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-11-21 10:12:59-03","IBt","SP","27096","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Van den Berg, C","1996","07","11",NA,NA,NA,NA,NA,NA,"Lindl.","Brasil","Pernambuco","Marques, W","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:12:59-03","IBt","SP","27099","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Berg, C van den","1996","07","11",NA,NA,NA,NA,NA,NA,"Lindl.","Brasil","São Paulo","Marques, W","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 10:13:30-03","IBt","SP","330867","S","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus","Barros, F","1988","04","15",NA,NA,NA,NA,NA,NA,"(Sw.) Kuntze","Brasil","Rondônia","Silva, JBF","s.n.",NA,NA,NA,NA,"Ariquemes",NA,"-63.0407981872559","-9.913330078125",NA,NA,NA,NA,NA,"67426","auto",NA,NA,NA
