"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount"
"50","2009-11-24 09:52:00-02","MO","MOBOT","100230945","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Auguste F.M. Glaziou","Glaziou 6582","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L. Katinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2009-07-09 17:05:00-03","MO","MOBOT","2452444","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Gert G. Hatschbach","Hatschbach 32800","1973","11","1","South America","Brazil","Paraná",NA,"Colombo. Rio Palmital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-11-24 09:51:00-02","MO","MOBOT","100230944","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Agnes Chase","Chase 8339","1925","1","18","South America","Brazil","Rio de Janeiro",NA,"Macieiras, Serra de Itatiaia. Top of bank along trail, mountain slope below.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,"1"
"53","2020-08-31 08:53:10-03","INPA","INPA","195529","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Hatschbach, GG","55458","1991","06","14","Southern America","Brasil","Minas Gerais","Caparão","Parque Nacional do Caparaó, próximo a Cachoeira Bonita","-41.9043998718262","-20.523099899292","15056",NA,NA,"INPA0195529","INPA0195529 INPA0195529_e","auto","Pruski, JF",NA,NA,"1700","1700","1992",NA,NA,NA,NA,NA,NA
"54","2020-06-15 15:28:56-03","UNESP-RC","HRCB","46842","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Hatschbach, G.","55458","1991","06","14",NA,"Brasil","Minas Gerais","Caparaó","Parque Nacional do Caparaó","-41.9043998718262","-20.523099899292","15056",NA,"Erva alta, 1,5m, capítulos amarelos.",NA,NA,"auto","Pruski, J.",NA,NA,"1700","1700","1992",NA,NA,NA,NA,NA,NA
"55","2019-05-23 11:07:58-03","UFLA","ESAL","28458","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Domingos, DQ; Farsura, S","299",NA,NA,NA,NA,"Brasil","Minas Gerais","Monte Verde","Camanducaia, trilha do chapéu do bispo sentido pico do selado",NA,NA,NA,NA,"arbusto; 2m; do raio e do disco amarelas;",NA,NA,NA,"Domingos, DQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-18 11:49:22-03","UERJ","HRJ","12853","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Ilaíne Matos","206","2017","02","25",NA,"Brasil","Rio de Janeiro","Itatiaia","Trilha para o Morro do Couto.","-44.7","-22.366667",NA,NA,"Flores laranjas. Habito: erva","HRJ00011911",NA,NA,"Ilaíne Matos","44º42'W","22º22'S","2400","2400","2017","06","30",NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","2342840","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","O. Barth","1216","1968","2","20","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Parque Nacional Itatiaia",NA,NA,NA,NA,NA,"US01621066","US01621066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","3328231","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","J. C. Lindeman & J. H. Haas","5144","1967","4","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia, scrub along road from park seat to planalto",NA,NA,NA,NA,NA,"US01621067","US01621067_01",NA,NA,NA,NA,"1800",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"59","2020-09-12 05:00:02-03","US","US","1441280","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","L. Smith","1728","1929","1","7","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Open summit, Mt. Itatiaya, Estação Biologica.","-44.68","-22.42",NA,NA,NA,"US03392673","US03392673_01",NA,NA,NA,NA,"2000","2300",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"60","2019-09-04 19:34:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii",NA,"A. Glaziou","6582",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"61","2019-01-25 15:38:48-02","IAC","IAC","20443","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","H.M. Souza","s/nº","1969","03","17",NA,"Brasil","São Paulo",NA,"Reserva Florestal do Lageado, Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,"M. Monge",NA,NA,NA,NA,"2013","04","17",NA,NA,NA,NA
"62","2019-05-06 11:54:14-03","UFU","HUFU","54041","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Almeida, G.S.S.; Coser, T. & Araújo, R.","784","2007","12","03",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da Lagoa Seca.","-43.5080986022949","-20.2875003814697","44599",NA,"Erva, ca. 0,5 m. Caule aladao, flores amarelas.; Campo rupestre.","HUFU00056172","HUFU00056172","auto","Almeida, G.S.S.",NA,NA,NA,NA,"2008","01",NA,NA,NA,NA,NA
"63","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Glaziou, AFM","6582",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in prov. Minas Geraes ad Campo frio et Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:01:30-03","IBt","SP","268885","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Souza, HM","s.n.","1969","03","17",NA,"Brasil","São Paulo",NA,"Serra da Bocaina, Reserva Florestal do Lageado",NA,NA,NA,NA,NA,NA,NA,NA,"Monge, M",NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA
"65","2019-11-21 10:01:30-03","IBt","SP","312897","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Simão Bianchini, R; Bianchini, S","1080","1997","05","01",NA,"Brasil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina, Base da Reserva do Parque","-44","-22",NA,NA,NA,NA,NA,NA,"Monge, M","-44","-22",NA,NA,"2010","12",NA,NA,NA,NA,NA
"66","2019-11-21 10:01:30-03","IBt","SP","17135","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Luederwaldt, H","s.n.","1906","05","13",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","19648",NA,NA,NA,NA,"auto","Monge, M",NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA
"67","2019-11-21 10:01:30-03","IBt","SP","68312","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Bockermann, W","18","1951","03","07",NA,"Brasil","Rio de Janeiro","Itatiaia","Entre Macieiras e Agulhas Negras","-44.5633010864258","-22.4960994720459","19648",NA,NA,NA,NA,"auto","Monge, M",NA,NA,"2000","2200","2010","12",NA,NA,NA,NA,NA
"68","2019-11-21 10:01:30-03","IBt","SP","340314","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Nicolau, SA; Barbosa, AC; Pagoto, A; Faria, VB; Uehara, MP","1633","1998","01","23",NA,"Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande, São José dos Alpes","-45.4599990844727","-22.9200000762939","24176",NA,NA,NA,NA,"auto","Simão Bianchini, R",NA,NA,NA,NA,"2014","06","09",NA,NA,NA,NA
"69","2019-11-21 10:01:30-03","IBt","SP","475186","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Nicolau, SA; Young, MCM; Moreno, PH; Nascimento, A; Maçarico, DP","3502","2008","02","21",NA,"Brasil","São Paulo","Pindamonhangaba","São José dos Alpes","-45.4599990844727","-22.9200000762939","24176",NA,NA,NA,NA,"auto","Simão Bianchini, R; Souza-Buturi, FO",NA,NA,NA,NA,"2016","02","12",NA,NA,NA,NA
"70","2019-11-21 10:01:30-03","IBt","SP","312910","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Simão Bianchini, R; Bianchini, S","1151","1997","05","03",NA,"Brasil","São Paulo","São José do Barreiro","Serra da Bocaina, Campo no alto do Morro do Tira o Chapéu","-44.5699996948242","-22.6399993896484","30784",NA,NA,NA,NA,"auto","Monge, M",NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA
