"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount"
"153","2021-03-04 15:44:55-03","IF","SPSF","42604","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","J.A.Pastore","J.B.Baitello & O.T. Aguiar & R.Cielo-Filho","2387","2009","09","22","América do Sul","Brasil","SP","Itapeva","Estação Experimental","-49.069444","-24.051944",NA,"COLETA: Arbusto. Flores brancas.; GEOGRAFIA: Trilha do poço da Peroba #?# Lajeado;",NA,NA,"700","700","2009",NA,NA,"10",NA,NA,"Magnoliopsida","27",NA,NA,NA
"154","2021-03-04 15:44:55-03","IF","SPSF","44851","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","J.B.Baitello","C.R.Lima & J.B.Baitello & R.Cielo-Filho","362","2010","12","09","América do Sul","Brasil","SP","Itapeva","Estação Experimental","-49.054444","-24.079167",NA,"COLETA: Arbusto 2m, flores brancas; GEOGRAFIA: Borda Cerrado / Campo Cerrado;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"155","2021-03-04 15:44:55-03","IF","SPSF","53458","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","J.B.Baitello","F.A.R.D.P. Arzolla et al.","1824","2014","11","05","América do Sul","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.178333","-24.2275",NA,"COLETA: Arbusto. Frutos jovens.; GEOGRAFIA: Vegetação de Campo.;",NA,NA,"1030","1030","2015",NA,NA,"10",NA,NA,"Magnoliopsida","31",NA,NA,NA
"156","2021-03-04 15:44:54-03","IF","SPSF","17607","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia",NA,NA,"J.Cordeiro & G. Hatschbach","1109","1993","10","21","América do Sul","Brasil","PR","Tibaji","Canyon de Guartela","-50.4136009216309","-24.5093994140625",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"157","2021-03-04 15:44:54-03","IF","SPSF","22506","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia",NA,NA,"S.I.Elias","277","1997","12","17","América do Sul","Brasil","SP","Itapeva","Estação Ecológica de Itapeva","-48.8699989318848","-23.9799995422363",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"42926","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"158","2017-09-11 17:10:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Sellow, F","5154",NA,NA,NA,NA,"?",NA,NA,"loco non indicato",NA,NA,NA,NA,NA,"P13P2N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2017-09-11 17:10:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in fruticetis montosis prope Jaguaracayba",NA,NA,NA,NA,NA,"P13P2N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2017-09-11 17:10:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Langsdorff, GB","269",NA,NA,NA,"Southern America","Brazil",NA,NA,"in fruticetis montosis prope Jaguaracayba",NA,NA,NA,NA,NA,"P13P2N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2017-09-11 17:10:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in provinciae S. Pauli districtu Campos Geraes",NA,NA,NA,NA,NA,"P13P2N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-02-08 12:43:11-03","UFRGS","ICN","147119","S","Plantae","Dicotyledon",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","St. Hil.","Lima, LF","Lima, LF","385","2007","01","11","América do Sul","Brasil","PR","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,"Espécie ameaçada de extinção (Em perigo).; Arvoreta com flores brancas; beira de mata, as margens do Rio das Mortes",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-02-08 12:43:11-03","UFRGS","ICN","127760","S","Plantae","Dicotyledon",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","St. Hil.","Bueno, O","Bueno, O; et al.","7543","2003","01","22","América do Sul","Brasil","RS","Pinto Bandeira","UHE-Monte Claro, margem esq. do rio",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; arbusto de flores brancas passando para amarelada; numerosa junto aos afloramentos rochosos, visitada por insetos - abelhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-02-08 12:43:11-03","UFRGS","ICN","126855","S","Plantae","Dicotyledon",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","St. Hil.","Marodin, SM","Marodin, SM","s.n.","2002","12","19","América do Sul","Brasil","RS","Veranópolis","Monte Claro área do barramento da UHE","-51.5494003295898","-28.9361000061035",NA,"Espécie ameaçada de extinção (Em perigo).; Arvoreta com folhas pequenas, sésseis, opostas-cruzadas, flores brancas.",NA,NA,NA,NA,NA,"16670","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-02-08 12:43:11-03","UFRGS","ICN","051717","S","Plantae","Dicotyledon",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","St. Hil.","Sobral, M","Brack, P; et al.","s.n.",NA,NA,NA,"América do Sul","Brasil","RS","Tenente Portela","Parque Estadual do Turvo","-53.75830078125","-27.3710994720459",NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto 2m de altura. Flores brancas, muito vistosas.; no lajeado à beira do salto Yucumã.",NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-08-26 10:49:32-03","MCN-FZBRS","HAS","85889","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.",NA,"Mattos, J.","28764","1984","12",NA,NA,"Brasil","Paraná","Itararé","A 8 km S de Jaguariaiva, rodovia para Itararé",NA,NA,NA,"dedaleira-branca; arbusto Ca. de 16m. de altura. Frutos maduros acastanhados.","HAS0085889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-07-02 08:40:51-03","IBt","SP","287245","S","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A.St.-Hil.",NA,"Souza, VC","7072","1994","11","12",NA,"Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva","-49.0525","-24.073611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.0525","-24.073611",NA,NA,NA,NA,NA
"168","2020-10-22 10:13:08-03","IBt","SP","351457","S","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A.St.-Hil.",NA,"Fiaschi, P","806","2001","05","07",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-09-17 08:57:51-03","IBt","SP","316362","S","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A.St.-Hil.",NA,"Stehmann, JR","1170","1993","12","03",NA,"Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-07-02 08:40:51-03","IBt","SP","287517","S","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A.St.-Hil.",NA,"Souza, VC","8723","1995","08","18",NA,"Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva","-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-08-13 18:02:12-03","IBt","SP","297304","S","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A.St.-Hil.",NA,"Souza, VC","10503","1996","01","26",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
