"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","eventTime","sex"
"35","2020-11-24 17:10:53-03","UTFPR","DVPR","6380","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Silva, DR","Rocha Filho, JA; Silva, DR; Piva, J; Machado, C","2018","02","15","Brasil","Paraná","Capitão Leonidas Marques","-53.3851","-25.3054","-53.3851","-25.3054","DVPR006380",NA,"Futura área do reservatório UHE Baixo Iguaçu, margem direita do Rio Iguaçu.","252","252","Árvore 8 m de altura. Folhas de membranáceas a cartáceas, verde-discolores, glabras. Frutos carnosos, variando de verde-claros a vermelhos.; Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre La","252",NA,NA,NA,"Magnoliophyta",NA,NA,"2018","02","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:10:53-03","UTFPR","DVPR","6159","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Silva, DR","Rocha Filho, JA; Piva, J; Machado, C","2018","04","09","Brasil","Paraná","Capitão Leonidas Marques","-53.3211","-25.3232","-53.3211","-25.3232","DVPR006159",NA,"Margem direita do Rio Iguaçu, entre a foz do Rio Andrada e afoz da Sanga dos Porcos.","260","260","Árvore 6 m de altura. Folhas verde-discolores, glabras, cartáceas. Botões florais verdes. Ponto 1129.; Flores ripária ocorrendo sobre associação entre Latossolo e Nitossolo Vermelhos, Neossolo Litólico e Chernossolo Argillúvico.","723",NA,NA,NA,"Magnoliophyta",NA,NA,"2018","11","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:10:53-03","UTFPR","DVPR","6159","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Silva, DR","Rocha Filho, JA; Piva, J; Machado, C","2018","04","09","Brasil","Paraná","Capitão Leonidas Marques","-53.614200592041","-25.4792003631592",NA,NA,"DVPR006159",NA,"Margem direita do Rio Iguaçu, entre a foz do Rio Andrada e afoz da Sanga dos Porcos.","260","260","Árvore 6 m de altura. Folhas verde-discolores, glabras, cartáceas. Botões florais verdes. Ponto 1129.; Flores ripária ocorrendo sobre associação entre Latossolo e Nitossolo Vermelhos, Neossolo Litólico e Chernossolo Argillúvico.","723",NA,NA,NA,"Magnoliophyta",NA,NA,"2018","11","19","14258","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:10:53-03","UTFPR","DVPR","2758","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","Giraldi, C","1996","09","13","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"DVPR002758",NA,"Canyon Guartelá",NA,NA,"Árvore 7m, botões florais verde-claros, 1 fruto.; Interior da mata.","s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,"2009","07","31","56988","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:45:53-03","EAO","IAN","53390","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","Schwarz, GJ","1947","02","05",NA,NA,NA,NA,NA,NA,NA,"IAN053390",NA,"Gob. Misiones, Dep. San Javier, localidad: Alba Posse.",NA,NA,"Flor blanca.","4068",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:45:53-03","EAO","IAN","120044","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Belém, RP","1965","09","23","Brasil","Bahia","Itabuna","-39.2803001403809","-14.7855997085571",NA,NA,"IAN120044",NA,"Margem do Rio Cachoeira.",NA,NA,NA,"1793","Southern America",NA,NA,"Dicotiledônea",NA,NA,"2018","04",NA,"30592","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:21:18-03","UFBA","ALCB","042671","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Guedes, ML; Stradmann, MTS","Stradmann, MTS; Poveda, A; Gomes, DF","1995","03","03","Brasil","Bahia","Lençóis","-41.45","-12.466667","-41.45","-12.466667","ALCB058279",NA,"Chapada Diamantina, Trilha do Bodão, afluente do rio Ribeirão. Parque Nacional da Chapada Diamantina",NA,NA,"ca 4,2 m. Terrestre. Folhas membranáceas, discolores. Frequente.; Mata ciliar, de 15 a 20 m de largura, higrófila. Sub comunidade montana. Solo arenoso associado aos afloramentos rochosos. Vegetação sujeita a per¡odos de inundações.","0109","Southern America",NA,NA,"Dicotyledon",NA,NA,"1997","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:21:18-03","UFBA","ALCB","63920","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Funch, L","Ribeiro-Filho, AA; Funch, L","2000","01","22","Brasil","Bahia",NA,"-41.341667","-12.341667","-41.341667","-12.341667","ALCB058272",NA,"Chapada Diamantina",NA,NA,"Árvore, 3,5 m alt. Folhas cartáceas, discolores, face ventrak verde oliva, face dorsal verde claro. Flores com corola branca, filete branco e antera creme, estigma branco.","6","Southern America",NA,NA,"Dicotyledon",NA,NA,"2000","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:18-03","UFBA","ALCB","111989","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","Silva, JM; Hatschbach, G","2007","08","17","Brasil","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"ALCB058270",NA,"Serra do cabral.",NA,NA,"4m, flor alvacenta.; Beira do rio.","6010","Southern America",NA,NA,"Dicotyledon",NA,NA,"2008",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:18-03","UFBA","ALCB","97215","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","Adr., Juss","2009","10","11","Brasil","Paraná","São Pedro do Iguaçu","-53.8553009033203","-24.9356002807617",NA,NA,"ALCB058273",NA,NA,NA,NA,"Árvore, 10m, frutos imaturos.","04","Southern America",NA,NA,"Dicotyledon",NA,NA,"2012","03",NA,"24343","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:21:18-03","UFBA","ALCB","60467","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Hatschbach, G; Silva, JM","1999","08","17","Brasil","Paraná","Paranavaí","-52.4653015136719","-23.0730991363525",NA,NA,"ALCB058022",NA,NA,NA,NA,"Árvore, 6 m, flor alva.","69267","Southern America",NA,NA,"Dicotyledon",NA,NA,"2019","05","17","51763","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511198","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Hatschbach GG","1962","10","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2511198","NL-L2511198","Est. Parana, Mun Guaira. Oliveira Castro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"47","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0036559","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","04","06","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0036559",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200036559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"48","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0116085","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Riedel L","1822","01","01","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NL-U0116085","NL-U0116085","Brasilia, Itahype, pr. Almara.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200116085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","syntype",NA,NA,NA,NA,NA,"Magnoliopsidae","104018 B",NA,NA,NA,NA,NA
"49","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0285298","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285298",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12796",NA,NA,NA,NA,NA
"50","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0285299","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","04","06","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285299",NA,"Est. Paraná. Fazenda Lagoa, W of Rio Ivaí, 15 km E of S.Tomé.",NA,NA,"Forest on brown sand near second lagoa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12802",NA,NA,NA,NA,NA
"51","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0294530","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0294530",NA,"Parque Nacional do Iguacú",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14092",NA,NA,NA,NA,NA
"52","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0294534","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0294534",NA,"Parque Nacional do Iguaçú",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14100",NA,NA,NA,NA,NA
"53","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0294548","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","04","06","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0294548",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294548 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12806",NA,NA,NA,NA,NA
"54","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440776","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Tressens SG","Keller HA","2000","03","23","Argentina","Misiones",NA,NA,NA,NA,NA,"NL-U1440776","NL-U1440776","Argentina, Misiones, Dep. Belgrano; Propiedad A.P.S.A. próximo a arroyo Urugua-y, limite con parque provincial Urugua-y.",NA,NA,"En selva, borde de arroyo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440776 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0119845",NA,NA,NA,NA,NA
"55","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440818","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","12","03","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440818","NL-U1440818","Est Parana. Parque Nacional do Iguacu, in E line ca. 1 km E of Rio Floriano, forest.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440819","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","04","06","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1440819","NL-U1440819","Est. Paraná. Fazenda Lagoa, W of Rio Ivaí, 15 km E of S.Tomé.",NA,NA,"Forest on brown sand near second lagoa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440819 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0250989",NA,NA,NA,NA,NA
"57","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440822","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Hatschbach GG","1962","10","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440822","NL-U1440822","Est. Parana, Mun Guaira. Oliveira Castro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440822 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"58","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440823","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","04","06","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440823","NL-U1440823","Est. Parana. Fazenda Lagoa, W of Rio Ivai, 15 km E of S. S. Tome, forest on brown sand near second lagoa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"59","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440825","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","12","02","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440825","NL-U1440825","Est. Parana. Parque Nacional do Iguacu, forest in line on W-bank of Rio Floriano.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"60","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440826","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","04","06","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1440826","NL-U1440826",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0036558",NA,NA,NA,NA,NA
"61","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440828","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","11","26","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440828","NL-U1440828","Est. Parana. Parque Nacional do Iguacu, forest with abundance of Myrtaceae in line P4 near Aranha.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"62","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440829","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Lindeman JC; Haas JH de","1966","11","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440829","NL-U1440829","Est. Parana. forest with few Araucarias SE of Campo Novo, ca. 50 km W of Laranjeiras do Sul.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"63","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.1072942","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-L1072942","NL-L1072942",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1072942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12792",NA,NA,NA,NA,NA
"64","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.1072943","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-L1072943","NL-L1072943",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1072943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12792",NA,NA,NA,NA,NA
"65","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511199","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Hatschbach GG","1962","10","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2511199","NL-L2511199","Est. Parana, Mun Guarapuava, Serra da Esperança.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"66","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511200","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2511200","NL-L2511200","Brasilia: Stahype p. Almada.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"67","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0285297","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285297",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285297 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12792",NA,NA,NA,NA,NA
"68","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440777","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Schwarz GJ","1947","01","30","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1440777","NL-U1440777","Gob. Misiones. Dep. San Javier. Loc. Alba Posse.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"69","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440778","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Schwarz GJ","1947","02","01","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1440778","NL-U1440778","Gob. Misiones. Dep. San Javier. Loc. Alba Posse.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"70","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440779","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Bertoni MB","1945","09","01","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1440779","NL-U1440779","Gob. Misiones. Dep. Pozadas. Loc. Zaiman.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"71","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440780","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Huidobro AMR","1947","01","20","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1440780","NL-U1440780","Gob. Corrientes. Dep. Santo Come. Loc. Santo Come.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"72","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440817","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Lindeman JC; Haas JH de","1966","06","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440817","NL-U1440817","Est Parana. Fazenda Estrela do Sul, SE of Xambre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440817 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"73","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440820","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Lindeman JC; Haas JH de","1966","06","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440820","NL-U1440820","Est Parana. Fazenda Estrela do Sul, SE of Xambre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440820 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"74","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440821","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Lindeman JC; Haas JH de","1966","06","13","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440821","NL-U1440821","Est Parana. Fazenda Estrela do Sul, SE of Xambre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"75","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440827","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Lindeman JC; Haas JH de","1966","12","06","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1440827","NL-U1440827","Est. Parana. Parque Nacional do Iguacu, in very open low marsh forest in line C3, 2½km W of road Jardinopolis-Capanema near N limit of park.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
