"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber"
"50","2021-02-11 17:19:29-03","UFPR","UPCB","46895","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex Bak.f.","Krapovickas, A.","1968","05","29",NA,"Brasil","Paraná","Curitiba","Rio Saltinho, estrada Curitiba-São Paulo, BR 116, km 339","-49.2731018066406","-25.4277992248535",NA,"Arbusto 2m..",NA,NA,"Krapovickas, A.","14369",NA,NA,"2001","01","01","25180","auto",NA,NA,NA,NA,NA,NA
"51","2021-01-26 13:55:52-03","IMA","MAC","55146","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C. Takeuchi & G.L. Esteves","C.Takeuchi; T.Takeuchi","2010","06","06",NA,"Brasil","São Paulo","Apiaí","Estrada Apiaí-Barra do Chapeú.","-49.406944","-24.859444",NA,"Arbusto ca. 1,5-3 m. Pétalas inteiramente amarelas, com manchas basais e nervuras amarelas, mais escuras. Tubo estaminal da mesma cor que as pétalas. Flores e frutos castanhos eretos.","MAC0055146","MAC0055146 MAC0055146_1","C.Takeuchi","76",NA,NA,"2012","02","23",NA,NA,"-49.406944","-24.859444",NA,NA,NA,NA
"52","2021-02-04 10:29:10-03","UFRPE","HST","14320","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","L.R.M.Souza; et al.","1998","07","23",NA,"Brasil","Paraná","Castro","BR Castro-Carambeí","-50.0119018554688","-24.7910995483398",NA,"Arbusto 3,5m alt.; botões florais verdes e flores brancas","HST014320",NA,"C.Takeuchi","s.n.",NA,NA,"2013","10","04","50779","auto",NA,NA,NA,NA,NA,NA
"53","2019-12-09 17:30:11-03","UFPR","EFC","6497","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","Schumann ex Takeuchi & Esteves","Svolenski, A.C.; Tiepolo, G.","1996","07","23",NA,"Brasil","Paraná","Campo Magro","Caverna de Sumidouro","-49.5259","-25.1906",NA,"Flores brancas. Arvoreta. Ruderal.","EFC006497",NA,"Grings, M.","222",NA,NA,"2019","10","11",NA,NA,"-49.5259","-25.1906","730","730",NA,NA
"54","2019-11-13 11:24:42-03","USP","SPF","157523","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Krapovickas, A","1968","05","29",NA,"Brasil","Paraná",NA,"Rio Saltinho, estrada Curitiba - São Paulo, km 339 (BR 116).",NA,NA,NA,NA,"SPF00157523","SPF00157523","Krapovickas, A","14369",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-13 11:24:42-03","USP","SPF","159724","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Hatschbach, G","1969","10","31",NA,"Brasil","Paraná","Bocaiúva do Sul","Rio Putunã (Mun.Bocaiúva do Sul)","-49.1150016784668","-25.2061004638672",NA,NA,"SPF00159724","SPF00159724","Krapovickas, A","22768",NA,NA,"2001",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:24:42-03","USP","SPF","150788","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Esteves, GL","2000","10","20",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Estrada da Petrobrás.","-45.4099998474121","-23.6200008392334",NA,NA,"SPF00150788","SPF00150788","Esteves, GL","2760",NA,NA,"2000","12",NA,"30093","auto",NA,NA,NA,NA,NA,NA
"57","2019-11-13 11:24:42-03","USP","SPF","12318","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Hoehne, W","1944","05","04",NA,"Brasil","São Paulo","São Paulo","Parque E. S. Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00012318","SPF00012318","Hoehne, W","s.n.",NA,NA,"1949","03",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"58","2014-04-04 18:27:45-03","PNFM","IRAI","1089","S","Plantae","Magnoliophyta",NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum.","Leal, M.D.","2009","09","06",NA,"Brasil","Santa Catarina","Bombinhas","Praia Quatro Ilhas","-48.486167","-27.154917",NA,"Arbusto, 2 m, caule e folhas pilosos, flor rosa, restinga","IRAI00001089",NA,"Cordeiro, J.","014",NA,NA,"2011","01","01",NA,NA,"-48.486167","-27.154917",NA,NA,NA,NA
"59","2019-10-07 09:33:06-03","UEFS","HUEFS","71899","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C. Takeuchi & G.L. Esteves","Krapovickas, A.","1968","05","29",NA,"Brasil","Paraná",NA,"Rio Saltinho, estrada Curitiba-São Paulo, Km 339 (BR'116)",NA,NA,NA,NA,"HUEFS0071899","HUEFS0071899",NA,"14369","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-07 09:33:06-03","UEFS","HUEFS","73283","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C. Takeuchi & G.L. Esteves","Hatschbach, G.","1969","10","31",NA,"Brasil","Paraná","Bocaiúva do Sul","Rio Putunã","-49.1150016784668","-25.2061004638672",NA,NA,"HUEFS0073283","HUEFS0073283",NA,"22768","Rosanae",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"61","2020-07-23 12:12:04-03","CEPLAC","CEPEC","146228","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx",NA,"A. L. S. Gatti","2005","10","09",NA,"Brasil","Paraná","guaraqueçaba","Reserva Natural Salto Morato. Trilha da Fiqueira.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"C. Takeuchi","365",NA,"22/06/2010",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"62","2020-07-23 12:12:04-03","CEPLAC","CEPEC","104942","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx",NA,"G. L. Esteves","2000","10","20",NA,"Brasil","São Paulo","caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Estrada de Petrobrás. Margem do Rio.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"G. L. Esteves","2760",NA,"30/12/2000",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA
"63","2020-11-12 17:01:24-03","UEL","FUEL","23208","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Souza, LRM; et al.","1998","07","23",NA,"Brasil","Paraná","Castro","BR Castro-Carambeí, Carambeí","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"Takeuchi, C","s.n.",NA,NA,"2013","10","04","50779","auto",NA,NA,NA,NA,NA,NA
"64","2020-11-12 17:01:24-03","UEL","FUEL","45657","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Verdi, M; Dreveck, S; Godoy, MB","2007","11","23",NA,"Brasil","Santa Catarina","Itaiópolis","Colônia Becker, floresta em estágio inicial de regeneração","-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,"Takeuchi, C","37",NA,NA,"2013","10","04","51919","auto",NA,NA,"680","680",NA,NA
"65","2019-11-01 15:03:22-03","UnB","UB","185873","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K. Schum.","Hoehne, W","1944","05","04","Southern America","Brasil","São Paulo","São Paulo","Horto da Faculdade de Farmácia.","-46.6300010681152","-23.5400009155273",NA,"Arbusto.; Cultivo ornamental.",NA,NA,"Takeuchi, C","SPF12318",NA,NA,"2012","03","26","53584","auto",NA,NA,NA,NA,NA,NA
"66","2019-05-06 11:58:55-03","UFU","HUFU","29775","S","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum.","Esteves, G.L.; Bonfim, F.; Souza, F.O. & Bianchini, R.S.","2000","10","20",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual Serra do Mar, Núcleo Caraguatatuba. Estrada da Petrobrás.","-45.4099998474121","-23.6200008392334",NA,"Arbusto, ca. 2,0 m. Cálice viloso-amarelado, pétalas inteiramente amareladas, tubo estaminal e anteras amarelas.; Margem do rio.","HUFU00014845","HUFU00014845","Esteves, G.L.","2760",NA,NA,"2000","12",NA,"30093","auto",NA,NA,NA,NA,NA,NA
"67","2021-03-04 15:44:48-03","IF","SPSF","41147","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","G.L. Esteves & K.Schum. ex C. Takeuchi","C.R.Lima & J.B.Baitello & R.Cielo-Filho","2008","11","25","América do Sul","Brasil","SP","Itapeva","Estação Ecológica","-49.067222","-24.0775",NA,"COLETA: Arbusto de 1,80m de altura; frutos; GEOGRAFIA: Trilha do Rio Pirituba.;",NA,NA,NA,"146","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-04 15:44:48-03","IF","SPSF","33291","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","G.L. Esteves & K.Schum. ex C. Takeuchi","J.M.Silva","1997","09","18","América do Sul","Brasil","PR","Tijucas do Sul","orla da mata","-49.1988983154297","-25.9281005859375",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1967","Magnoliopsida",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-04 15:44:48-03","IF","SPSF","28913","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","G.L. Esteves & K.Schum. ex C. Takeuchi","G.L.Esteves & F.Bonfim & F.O.Souza & R.S.Bianchini","2000","10","20","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"COLETA: Arbusto 2 m, cálice viloso-amarelo; pétalas inteiramente amareladas, tubo estimal e anteras amarelas; GEOGRAFIA: Margem de rio;",NA,NA,"C.Takeuchi","2760","Magnoliopsida",NA,"2013","09","30","30093","auto",NA,NA,NA,NA,NA,NA
"70","2020-07-23 10:20:51-03","IBt","SP","373285","S","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Krapovickas, A","1968","05","29",NA,"Brasil","São Paulo",NA,"Estrada de São Paulo - Curitiba (BR- 116) Km 300",NA,NA,NA,NA,NA,NA,"Krapovickas, A","14370",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-07-23 10:20:51-03","IBt","SP","373287","S","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Krapovickas, A","1968","05","29",NA,"Brasil","Paraná",NA,"Rio Saltinho, estrada Curutiba-São Paulo, km 339 (BR-116)",NA,NA,NA,NA,NA,NA,"Krapovickas, A","14369",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-07-23 10:20:51-03","IBt","SP","473957","S","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Lima, CR; et al.","2008","11","25",NA,"Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva, Trilha do Rio Pirituba","-49.067222","-24.0775",NA,NA,NA,NA,"Takeuchi, C","146",NA,NA,NA,NA,NA,NA,NA,"-49.067222","-24.0775","750","750",NA,NA
"73","2019-11-21 10:09:22-03","IBt","SP","427086","S","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Takeuchi, C; Takeuchi, T","2010","06","06",NA,"Brasil","São Paulo","Apiaí","Estrada Apiaí - Barra do Chapéu. Beira de estrada em ambiente alterado","-48.8400001525879","-24.5",NA,"Arbusto ca. 1,5-3 m. Pétalas inteiramente amarelas, com mancha basal e nervuras amarelas, mais escura. Tubo estaminal da mesma cor que as pétalas. Flores e frutos castanhos eretos","SP001697","SP001697","Takeuchi, C","76",NA,NA,"2012","03","23","37738","auto",NA,NA,NA,NA,"Holotype",NA
"74","2020-07-23 10:20:51-03","IBt","SP","350576","S","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Esteves, GL; et al.","2000","10","20",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Estarda da Petrobrás, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Esteves, GL","2760",NA,NA,"2000","10",NA,"30093","auto",NA,NA,NA,NA,NA,NA
"75","2020-07-23 10:20:51-03","IBt","SP","328796","S","Plantae",NA,NA,"Malvaceae","Abutilon","costicalyx","Abutilon costicalyx","K.Schum. ex C.Takeuchi & G.L.Esteves","Hoehne, W","1944","05","04",NA,"Brasil","São Paulo","São Paulo","Horto da Fac. de Farmácia","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
