"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","coordinatePrecision","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"93","2020-06-29 09:30:03-03","UFRRJ","RBR","26019","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","H.C. Rodrigues","s/nº","1994","12","03",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, linha 9. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026019",NA,"25743","RBR00026019","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:21:02-03","MBM","MBM","304825","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Silva, J.M.; Abe, L.M.; Abe, L.M.","4165","2004","10","26","Southern America","Brazil","Paraná","Adrianópolis","Fazenda Tanque, Bernek","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"MBM304825","Hatschbach, G.","49901","MBM304825","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:21:02-03","MBM","MBM","242361","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Silva, J.M.; Abe, L.M.; Abe, L.M.","405","1999","11","18","Southern America","Brazil","Paraná","Tunas do Paraná","Pacas, arredores","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"MBM242361","Bittrich, V.","41885","MBM242361","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:21:02-03","MBM","MBM","106625","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Martinelli, G.; et al.; et al.","10478","1984","12","04","Southern America","Brazil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"MBM106625",NA,"20531","MBM106625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:21:02-03","MBM","MBM","106624","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Martinelli, G.; et al.; et al.","10443","1984","12","04","Southern America","Brazil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"MBM106624",NA,"20531","MBM106624","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:21:02-03","MBM","MBM","257176","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Silva, J.M.; Barboza, E.; Barboza, E.","3233","2000","09","23","Southern America","Brazil","Paraná","Tunas do Paraná","Estrada Pacas - Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"MBM257176","Bittrich, V.","41885","MBM257176","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:28:08-03","PUC-RIO","FCAB","1506","PreservedSpecimen","Plantae",NA,"Angiospermae","Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","P. Capell S.J.","s.n.","1952","11","26",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Vários metros de altura da árvores.&nf;&nf;da nossa floresta, Cisco piscina.","001506",NA,"33190",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-01 15:28:08-03","PUC-RIO","FCAB","5420","PreservedSpecimen","Plantae",NA,"Angiospermae","Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","H.C. Lima","4923","1994","07","12",NA,"Brasil","Rio de Janeiro","Silva Jardim","Rebio Poço das Antas, Estrada do Aristides, Após a","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Arvoreta c/ 5m de alt. Frutos pêndulos esverdeados/imaturos. Látex amarelo-esverdeado. Frequente.","005420",NA,"29995",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-01 15:28:08-03","PUC-RIO","FCAB","5405","PreservedSpecimen","Plantae",NA,"Angiospermae","Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","D.S. Farias","264","1994","06","16",NA,"Brasil","Rio de Janeiro","Silva Jardim","Rebio Poço das Antas, Trilha à direita após a Casa","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Arbusto 3m de alt. Ramos facilmente quebráveis. Frutos tetracarpelar imaturos verde, com 4 apêndices no ápice, um em cada carpelo.","005405",NA,"29995",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2018-01-09 15:34:03-02","MNHN","RECOLNAT_MNHN_P","P00093861","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"In sylvis primaeris prope rivum Aguapa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00093861' target='other'> <mi>dwc_moreinfo</mi></a>","P00093861","Hammel",NA,"P00093861_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2015-11-07 02:05:23-02","MNHN","RECOLNAT_MNHN_P","P00093862","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"In sylvis primaeris prope rivum Aguapa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00093862' target='other'> <mi>dwc_moreinfo</mi></a>","P00093862","Hammel",NA,"P00093862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2018-01-09 15:34:04-02","MNHN","RECOLNAT_MNHN_P","P05061584","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05061584' target='other'> <mi>dwc_moreinfo</mi></a>","P05061584",NA,NA,"P05061584_01",NA,NA,NA,NA,NA,NA,NA,"3735",NA,NA
"105","2016-12-13 12:09:21-02","MNHN","RECOLNAT_MNHN_P","P05061585","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05061585' target='other'> <mi>dwc_moreinfo</mi></a>","P05061585",NA,NA,"P05061585_01",NA,NA,NA,NA,NA,NA,NA,"3651",NA,NA
"106","2018-01-09 15:34:04-02","MNHN","RECOLNAT_MNHN_P","P05062258","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Riedle",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062258' target='other'> <mi>dwc_moreinfo</mi></a>","P05062258",NA,NA,"P05062258_01",NA,NA,NA,NA,NA,NA,NA,"121",NA,NA
"107","2018-01-09 15:34:04-02","MNHN","RECOLNAT_MNHN_P","P05062259","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Glaziou, A.",NA,"1881","3","6",NA,"Brasil","Rio de Janeiro",NA,"Brésil: Serra da Estrela.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062259' target='other'> <mi>dwc_moreinfo</mi></a>","P05062259",NA,NA,"P05062259_01",NA,NA,NA,NA,NA,NA,NA,"12466",NA,NA
"108","2018-01-09 15:34:04-02","MNHN","RECOLNAT_MNHN_P","P05062261","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Mexia, Y.",NA,"1930","7","28",NA,"Brasil","Minas Gerais",NA,"Viçosa. Fazenda de Aguada.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062261' target='other'> <mi>dwc_moreinfo</mi></a>","P05062261",NA,NA,"P05062261_01",NA,NA,NA,NA,NA,NA,NA,"4913",NA,NA
"109","2015-09-05 01:52:18-03","MNHN","RECOLNAT_MNHN_P","P05062262","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Glaziou, A.",NA,"1874","1","1",NA,"Brasil","Rio de Janeiro",NA,"Villa Nora à Porto dos Caixas.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062262' target='other'> <mi>dwc_moreinfo</mi></a>","P05062262",NA,NA,"P05062262_01",NA,NA,NA,NA,NA,NA,NA,"7529",NA,NA
"110","2015-09-05 01:48:52-03","MNHN","RECOLNAT_MNHN_P","P05062260","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Mexia, Y.",NA,"1930","10","15",NA,"Brasil","Minas Gerais","Viçosa","Fazenda de Aguada; small valley. 5 km. beyond gate, in cut-over woods by stream.","-42.8819007873535","-20.7539005279541",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062260' target='other'> <mi>dwc_moreinfo</mi></a>","P05062260",NA,"13937","P05062260_01","auto",NA,NA,NA,NA,NA,NA,"5177",NA,NA
"111","2020-12-11 11:34:38-03","UFMG","BHCB","136930","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM","238","2010","03","04","Southern America","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Estrada para a Macieira","-41.819167","-20.501667","1435","1435",NA,"Árvore ca. de 5m. Fruto com sementes com arilo alaranjados, frutos maduros e imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"-41.819167","-20.501667",NA,NA,NA,NA
"112","2020-12-11 11:34:38-03","UFMG","BHCB","162609","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Rocha, KP da; Stehmann, JR","36","2012","11","06","Southern America","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.071583","-20.137167","1294","1294",NA,"Flor masculina; pétalas carnosas verde-claro; anteras amarelo-claro. Látex amarelo",NA,NA,NA,NA,NA,NA,NA,NA,"-42.071583","-20.137167",NA,NA,NA,NA
"113","2020-12-11 11:34:38-03","UFMG","BHCB","179372","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Carmo, FF","4744","2009","07","15","Southern America","Brasil","Minas Gerais","Igarapé","Serra de Itatiaiuçu","-44.349167","-20.121389","1300","1300",NA,"Coletada em campo cerrado com solo ferruginoso.","BHCB038229",NA,NA,NA,NA,NA,NA,NA,"-44.349167","-20.121389",NA,NA,NA,NA
"114","2020-12-11 11:34:38-03","UFMG","BHCB","71190","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Silva, JM","3233",NA,NA,NA,"Southern America","Brasil","Paraná","Turnas do Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:34:38-03","UFMG","BHCB","76133","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Barbosa, E","405","1999","11","18","Southern America","Brasil","Paraná","Tunas do Paraná",NA,"-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,NA,"41885",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-11 11:34:38-03","UFMG","BHCB","93751","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Mota, NFO; Viana, PL","356","2005","08","27","Southern America","Brasil","Minas Gerais","Carandaí","Pedra do Sino Hotel Fazenda.","-43.8064002990723","-20.9535999298096","1200","1200",NA,"Árvore com látex amarelo, próximo da mata. Frutos com a parte interna vermelha e externa verde. Seme",NA,NA,"23079",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-11 11:34:38-03","UFMG","BHCB","44933","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","439","1997","05","15","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Baixada","BHCB022809",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"118","2020-12-11 11:34:38-03","UFMG","BHCB","44959","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","439A","1998","02","18","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 11","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Fruto verde; Baixada","BHCB022810",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"119","2020-12-11 11:34:38-03","UFMG","BHCB","44814","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","815","1997","09","10","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 8","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Brejo","BHCB022801",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"120","2020-12-11 11:34:38-03","UFMG","BHCB","47326","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","815H","1998","11","18","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 8","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Mata atlântica, brejo","BHCB022807",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"121","2020-12-11 11:34:38-03","UFMG","BHCB","44815","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","815A","1997","04","30","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 8","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Fruto verde; Brejo","BHCB022899",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"122","2020-12-11 11:34:38-03","UFMG","BHCB","44816","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","815B","1997","05","08","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 8","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Fruto verde; Brejo","BHCB022900",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"123","2020-12-11 11:34:38-03","UFMG","BHCB","51880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","815N","2000","02","16","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Ecológica União","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Frutos verdes; Mata atlântica, brejo","BHCB022823",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"124","2020-12-11 11:34:38-03","UFMG","BHCB","51879","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","815M","2000","05","16","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Ecológica União","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Mata atlântica, brejo","BHCB022814",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"125","2020-12-11 11:34:38-03","UFMG","BHCB","51873","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","439M","2000","05","17","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Ecológica União","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Frutos verdes; Mata atlântica, baixada","BHCB022902",NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"126","2020-12-11 11:34:38-03","UFMG","BHCB","51872","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Oliveira, PP de","439M","2000","05","17","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Ecológica União","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Frutos verdes; Mata atlântica, baixada",NA,NA,"17620",NA,"auto","2015","03","19",NA,NA,NA,NA,NA,NA
"127","2021-02-11 17:18:33-03","UFPR","UPCB","50811","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Silva, J.M.","4165","2004","10","26",NA,"Brasil","Paraná","Adrianópolis","Fazenda Tanque, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Árvore 12m, flor esverdeada. Floresta Atlântica..",NA,"Hatschbach, G.","49901",NA,"auto","2004","01","01",NA,NA,NA,NA,NA,NA
"128","2020-11-10 04:40:00-03","MO","MOBOT","100963359","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","H. C. de Lima|et al.","Lima 4477","1992","11","26","South America","Brazil","Rio de Janeiro",NA,"Silva Jardim. Reserva Biológica de Póço das Antas. Pau do Guacho, próximo a fazenda da kombi.",NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"129","2012-07-28 05:08:00-03","MO","MOBOT","3410489","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","* SILVA","SILVA 4165","2004",NA,NA,"South America","Brazil","Paraná",NA,"Fazenda Tanque, Berneck (Mun. Adrianopolis).",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2015-11-17 19:52:00-02","MO","MOBOT","3425853","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","R. Guedes","Guedes 2290","1993","2","4","South America","Brazil","Rio de Janeiro",NA,"Silva Jardim, Reserva Biológica de Poço das Antas, Trilha do Morro do Calcario, ponto 900.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-08-31 09:01:52-03","INPA","INPA","221948","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Lima, HC de","4477","1992","11","26","Southern America","Brasil","Rio de Janeiro",NA,"Silva Jardim, Reserva Biológica de Poço das Antas. Pau do Guacho, próximo a fazenda do kombi.",NA,NA,NA,NA,NA,NA,"INPA0221948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","31289",NA,"Plantae",NA,NA,"Guttiferae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","A. Piratininga; et al","21","1993","02","05",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-42.284722","-22.543333",NA,NA,NA,NA,"MBML031289",NA,NA,"MBML031289",NA,NA,NA,NA,"42W17'5","22S32'36",NA,NA,NA,NA
"133","2020-06-15 15:30:00-03","UNESP-RC","HRCB","22724","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng) Planch. & Triana","Aguiar, O.T.","608","1995","10","11",NA,"Brasil","São Paulo","Ibiúna","P.E. de Jurupará","-47.2200012207031","-23.6499996185303",NA,NA,NA,"Árvore ca. 8 m de altura, frutos imaturos verdes e/ou verde-amarelados quando maiores",NA,"Biral, L","43112",NA,"auto","2008","06",NA,NA,NA,NA,NA,NA,NA
"134","2020-06-15 15:30:00-03","UNESP-RC","HRCB","66791","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Grillo, R. M. M.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"Grillo, R. M. M. & et al.","38855",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-06-15 15:30:00-03","UNESP-RC","HRCB","19493","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng) Planch. & Triana","Tamashiro, J.Y.","804","1995","04","11",NA,"Brasil","São Paulo","Joanópolis","Estrada para bairro Azevedo","-46.189722","-22.895833","1280","1280",NA,"Árvore de 10m., frutos imaturos de cor verde",NA,"Biral, L",NA,NA,NA,"2008","06",NA,"46º11'23W","22º53'45S",NA,NA,NA,NA
"136","2020-06-15 15:30:00-03","UNESP-RC","HRCB","27022","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng) Planch. & Triana","Ferreti, A.R.","59","1996","12","13",NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar","-45.004722","-23.239444",NA,NA,NA,"Árvore de 6 m; casca fina, lisa; com látex amarelo",NA,"Biral, L",NA,NA,NA,"2009","03",NA,"45º00'17W","23º14'22S",NA,NA,NA,NA
"137","2020-06-15 15:30:00-03","UNESP-RC","HRCB","36381","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng) Planch. & Triana","Disciplina Princípios e Métodos em Taxonomia Vegetal","53","2001","11","21",NA,"Brasil","São Paulo","São Luís do Paraitinga","Núcleo Santa Virgínia","-45.125","-23.344267","925","925",NA,"Árvore de 4 m, heliófito, frutos maduros e imaturos de cor verde",NA,"Biral, L",NA,NA,NA,"2008","06",NA,"45º07'30W","23º20'39.36S",NA,NA,NA,NA
"138","2020-06-15 15:30:00-03","UNESP-RC","HRCB","47407","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng) Planch. & Triana","Lombardi","6656","2007","05","19",NA,"Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.933333","-23.216667","1000","1000",NA,"Árvore ca. 8m, folhas cartáceas, frutos imaturos verdes, com látex laranja",NA,"Biral, L",NA,NA,NA,"2008","06",NA,"46º56'W","23º13'S",NA,NA,NA,NA
"139","2019-06-10 10:10:30-03","FZB-BH","BHZB","8312","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata",NA,"Rezende, S.G et al.","3779","2009","10","28",NA,"Brasil","MG","Mariana","Mina Samarco - Norte de Alegria 1 e 6","-43.514722","-20.154722","1180","1180",NA,"Doação Sete Soluções. BHCB 145946. Coord: 20° 9' 17 S; 43° 30' 53W. Alt: 1180 a 1250 m. Outros coletores: Mendes, M.S. Com duplicata.",NA,NA,NA,NA,NA,NA,NA,NA,"43W 30' 53","20S 9' 17",NA,NA,NA,NA
"140","2021-03-03 13:56:11-03","UFF","NIT","NIT11119","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","A. Lobão; L.F. Pires & L.C. Santos","2616","2019","11","20",NA,"Brasil","Rio de Janeiro","Silva Jardim","Fazenda Santa Helena.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"folhas lisas concolores ; frutos verdes externamente e vermelhos internamente","NIT00003967",NA,"29995",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-03 13:56:11-03","UFF","NIT","NIT463","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","A. Lobão","1984","2012","12","16",NA,"Brasil",NA,"Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"NIT00000462",NA,"21463",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-03 13:56:11-03","UFF","NIT","NIT186","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","A. Lobão","1694","2011","09","25",NA,"Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, Sub-sede, trilha do Poço Verde.","-42.9818992614746","-22.5372009277344",NA,NA,NA,"Habito: Árvore","NIT00000186",NA,"21463",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
