"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"103","2020-07-23 12:11:27-03","CEPLAC","CEPEC","76210","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii",NA,"W. R. Anderson","J. M. Silva","1863","1996","12","18",NA,"Brasil","São Paulo","TIBAGI","Estrada para o Salto Sta. Rosa, Barreiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997",NA
"104","2020-07-23 12:11:27-03","CEPLAC","CEPEC","84479","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii",NA,"A. M. Amorim","E. Pereira","7723","1980","06","12",NA,"Brasil","Paraná","vila velha","Sem informação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/06/1999",NA
"105","2020-07-23 12:11:27-03","CEPLAC","CEPEC","84526","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii",NA,"A. M. Amorim","P. L. Krieger","11200","1971","12","18",NA,"Brasil","Paraná","vila velha","Reserva Estadual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/06/1999",NA
"106","2020-07-23 12:11:27-03","CEPLAC","CEPEC","90931","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii",NA,"A. M. Amorim","P. L. Krieger","11200","1971","12","18",NA,"Brasil","Paraná","vila velha","Reserva Estadual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/06/1999",NA
"107","2020-07-23 12:11:27-03","CEPLAC","CEPEC","84475","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii",NA,"A. M. Amorim","E. Pereira","8166","1980","06","12",NA,"Brasil","Paraná","ponta grossa","Sem informação.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,"07/06/1999",NA
"108","2020-07-23 12:11:27-03","CEPLAC","CEPEC","84472","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii",NA,"A. M. Amorim","E. Pereira","11314","1980","06","12",NA,"Brasil","Paraná","ponta grossa","Sem informação.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,"07/06/1999",NA
"109","2021-03-10 11:38:43-03","UNILA","EVB","2147","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Caxambu, M.G.","Siqueira, E.L.","199","2009","05","12",NA,"Brasil","Paraná","Luiziana","RPPN Depositozinho- propiedad da COAMO-Agroindustria Cooperativa. Reserva Particular do Patrimônio Natural Depositozinho","-52.307222","-24.21",NA,"Flores roseas.","EVB002147","EVB002147","666","666","2010","07","23",NA,NA,NA,"52º18'26''W","24º12'36''S",NA,NA,NA,NA,NA
"110","2020-11-12 17:01:11-03","UEL","FUEL","55619","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Gonzatti, F","Gonzatti, F","1643","2015","02","03",NA,"Brasil","Rio Grande do Sul","Pinhal da Serra","São Cristóvão","-51.188611","-29.930278",NA,NA,"FUEL055619",NA,"947","947","2015","02","23",NA,NA,NA,"-51.188611","-29.930278",NA,NA,NA,NA,NA
"111","2019-05-06 11:58:51-03","UFU","HUFU","24864","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Amorim, A.M.","Krieger, L.","7723","1969","12",NA,NA,"Brasil","Paraná","Vila Velha",NA,NA,NA,NA,"Arbusto 1 m. Flores amarelas.; Campo.","HUFU00014391","HUFU00014391",NA,NA,"1999","06","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-08-20 20:39:44-03","UFSC","FLOR","9202","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Anderson, W.R.","Hatschbach, G.; Graham, S.","44596","1982","02","27",NA,"Brasil","Paraná","Almirante Tamandaré","Rod. dos Mineiros, Rio Barigui.","-49.310001373291","-25.3246994018555",NA,"arbusto xilopodífero, flor amarela, 1,5m altura","FLOR0009202",NA,"920","920","1984",NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA
"113","2020-08-20 20:39:44-03","UFSC","FLOR","28921","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Anderson, W.R.","Silva, J.M.; Cordeiro, J. & Poliquesi, C.B.","1863","1996","12","18",NA,"Brasil","Paraná","Tibagi","Estrada para Salto Santa Rosa, Barreiro.","-50.4136009216309","-24.5093994140625",NA,"xilopodífero, pétalas com o centro avermelhado, bordas amareladas","FLOR0028921",NA,NA,NA,"1997",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:43:14-03","UFRGS","ICN","018646","S","Plantae","Dicotyledon",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Záchia, R","Irmão Augusto","s.n.",NA,NA,NA,"América do Sul","Brasil","RS","Carazinho","Norte, estrada do Rio da Várzea","-52.7863998413086","-28.283899307251",NA,NA,NA,NA,"500","500","2012","07","24",NA,"35233","auto",NA,NA,NA,NA,NA,NA,NA
"115","2021-02-08 12:43:14-03","UFRGS","ICN","123181","S","Plantae","Dicotyledon",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Záchia, R","Sobral, M; Larocca, J","9260",NA,NA,NA,"América do Sul","Brasil","RS","Rondinha","Parque Estadual de Rondinha","-52.9096984863281","-27.8281002044678",NA,"Região de matas de araucária com campos esparsos. Erva ereta, 1m; campo.",NA,NA,NA,NA,"2012","11","18",NA,"16036","auto",NA,NA,NA,NA,NA,NA,NA
"116","2010-08-16 16:41:26-03","GH","HU-HERB","GH 00045097","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Niedenzu",NA,"P. K. H. Dusén","7658","1909",NA,NA,"South America","Brazil","Paraná",NA,"Tamandua",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7658","Isosyntype",NA,NA,"undetermined"
"117","2014-09-23 10:58:32-03","G","G","G00352923","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Anderson, W. R.","Dusén, P. K. H.","16271","1915","01","03","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00352923",NA,NA,NA,"1993","01","01",NA,NA,NA,"-53.08972222","-10.77305556",NA,"ISOSYNTYPUS of Heteropterys dusenii Nied.",NA,NA,NA
