"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"96","2020-11-04 17:29:25-03","UEM","HUEM","15811","S","Plantae",NA,NA,"Leguminosae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","J.M.Garcia","V.C. Harthman; C.G.Almeida; K.Kawakita; G.S.Rosa; S.Rodrigues","164","2009","05","07",NA,"Brasil","Mato Grosso do Sul","rio Ivinhema, Margem direita, cerca de 30,0m da margem do rio. Campinho. Solo arenoso.",NA,"Arbustiva, cerca de 1,50m de altura. Frutos imaturos coloração verde e maturos coloração marrom escuro.","HUEM000026129",NA,"Jateí","236","236","-53.614122","-22.859328","-53.614122","-22.859328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 17:29:25-03","UEM","HUEM","19750","S","Plantae",NA,NA,"Leguminosae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","K.Kawakita; J.M.Garcia","J.M.Garcia; J.G.Servilheri; K.Kawakita; Rosa, GS; Silva, AS","96","2010","11","25",NA,"Brasil","Mato Grosso do Sul","rio Baía, margem esquerda, cerca de 4m da margem",NA,"Arbustiva, cerca de 2,0m de altura; botões florais coloração verde claro; frutos imaturos coloração verde claro e maturos coloração marrom; solo seco; local ensolarado.","HUEM000026120",NA,"Batayporã","243","243","-53.232778","-22.692611","-53.232778","-22.692611","2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-11-04 17:29:25-03","UEM","HUEM","17782","S","Plantae",NA,NA,"Leguminosae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Ma.C.Souza","Ma.C.Souza; Rosa, GS; Rodrigues, S; G.F.Pereira; Almeida, CG","2396","2010","04","28",NA,"Brasil","Mato Grosso do Sul","rio Ivinhema, Parque Estadual do Rio Ivinhema",NA,"arbusto, 1,5 m de altura; flores amarelas; população densa; solo arenoso, seco a cerca de 150 m da margem do rio; campo; Campinho","HUEM000026119",NA,"Jateí",NA,NA,"-54.3025016784668","-22.4818992614746",NA,NA,"2010","04","28",NA,NA,"85335","auto",NA,NA,NA
"99","2020-11-04 17:29:25-03","UEM","HUEM","16956","S","Plantae",NA,NA,"Leguminosae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Ma.C.Souza","Ma.C.Souza; K.Kawakita; Rosa, GS; Rodrigues, S; Almeida, CG","2193","2009","12","09",NA,"Brasil","Mato Grosso do Sul","rio Ivinhema, Rio Ivinhema; Campinho.",NA,"Arbusto, 0,8 m de altura; flores coloração amarela; frequente; 15,0 m da margem; solo arenoso, seco, sugeito a inundação.","HUEM000026121",NA,"Jateí",NA,NA,"-54.3025016784668","-22.4818992614746",NA,NA,NA,NA,NA,NA,NA,"85335","auto",NA,NA,NA
"100","2020-11-04 17:29:25-03","UEM","HUEM","17928","S","Plantae",NA,NA,"Leguminosae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Ma.C. Souza","colaboradores","s.n.","1996",NA,NA,NA,"Brasil","Mato Grosso do Sul","rio Baía, Margem direita.",NA,"Arbusto, cerca de 1,0m de altura. Flor coloração amarela. Nativa e invasora de pastagem. Citada como tóxica para o gado.","HUEM000026127",NA,"Taquarussu",NA,NA,"-53.3513984680176","-22.4878005981445",NA,NA,"2008","04",NA,NA,NA,"63482","auto",NA,NA,NA
"101","2020-11-04 17:29:25-03","UEM","HUEM","13335","S","Plantae",NA,NA,"Leguminosae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","S.Miotto","P.M.Silva","69","1992","06","07",NA,"Brasil","Mato Grosso do Sul","rio Baía, Margem esquerda. Área sujeita alagamento.",NA,"Arbustiva. Flores coloração amarela. Agrupadas.","HUEM000026128",NA,"Taquarussu",NA,NA,"-53.3513984680176","-22.4878005981445",NA,NA,"2007","05","07",NA,NA,"63482","auto",NA,NA,NA
"102","2019-11-01 14:59:37-03","UnB","UB","141804","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Cândido, E.S.","Iri","1006","1965",NA,NA,"Southern America","Brasil","São Paulo","Arredores",NA,NA,NA,NA,"Matão",NA,NA,"-48.3600006103516","-21.6000003814697",NA,NA,"2013","03","19",NA,NA,"26922","auto",NA,NA,NA
"103","2019-11-01 14:59:37-03","UnB","UB","141857","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Cândido, E.S.","Norris, DO","17","1964","02","17","Southern America","Brasil","São Paulo","Boundary between Araraquara & Boa Esperança do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","03","15",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-01 14:59:37-03","UnB","UB","141822","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Grear Junior, JW","Iri","1006","1965",NA,NA,"Southern America","Brasil","São Paulo",NA,NA,"Coleção Viva do IRI, em Matão",NA,NA,"Santa Lúcia",NA,NA,"-48.0800018310547","-21.6800003051758",NA,NA,"1967",NA,NA,NA,NA,"16764","auto",NA,NA,NA
"105","2016-10-27 13:32:45-02","UFMT","UFMT","42946","S","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Campos, E.P.; Dalla Côrt, A.S.; Melgar, G.F.; Nogueira, L.A.S.; Silveira, G.L.","s.n.","2012","07","31",NA,"Brasil","Mato Grosso","Campus Universitário de Rondonópolis UFMT",NA,"Herbácea, 0,5m, frutos tipo vagem, deiscentes, imaturos de cor verde e preto quando maduros; caule, folhas e frutos pilosos, folhas compostas, trifoliadas, alternas, presença de brácteas (fruto), estípulas; Cerrado",NA,NA,"Rondonópolis",NA,NA,"-54.578378","-16.465103","-54.578378","-16.465103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-26 09:32:17-03","UNEMAT","NX-FANEROGAMAS","7255","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Mich.","Marimon B.S.","Moresco M.C., Mews H.A.; Marimon B.S.; Jancoski H.; Franczak D.; Lima H.","MC27","2005","06","02",NA,"Brasil","Mato Grosso","Parque Estadual do Araguaia. Fazenda Querambrás.",NA,"Vagens verdes. Ocasional.[HABITAT=Campo de Murundu.]",NA,NA,"Novo Santo Antônio",NA,NA,"-50.931972222","-12.357527778","-50.931972222","-12.357527778","2005","06",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-26 09:32:17-03","UNEMAT","NX-FANEROGAMAS","7254","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Mich.","Marimon B.S.","Moresco M.C., Mews H.A.; Marimon B.S.; Jancoski H.; Franczak D.; Lima H.","MC15","2005","05","31",NA,"Brasil","Mato Grosso","Parque Estadual do Araguaia. Fazenda Querambrás.",NA,"Ocasional.[HABITAT=Campo de Murundu.]",NA,NA,"Novo Santo Antônio",NA,NA,"-50.934416667","-12.376305556","-50.934416667","-12.376305556","2005","06",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-26 09:32:17-03","UNEMAT","NX-FANEROGAMAS","8239","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Mich.",NA,"Jancoski H., Marimon B.S.; Lima H.; Franczak D.; Moresco M.C.; Mews H. A.","HJ100","2005","06","02",NA,"Brasil","Mato Grosso","Parque Estadual do Araguaia.",NA,"Flor velha amarelada[HABITAT=Campo de Murundu.]",NA,NA,"Novo Santo Antônio",NA,NA,"-50.931972222","-12.357527778","-50.931972222","-12.357527778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-26 09:32:17-03","UNEMAT","NX-FANEROGAMAS","8241","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Mich.",NA,"Jancoski H., Marimon B.S.; Lima H.; Franczak D.; Moresco M.C.; Mews H. A.","HJ175","2005","06","06",NA,"Brasil","Mato Grosso","Parque Estadual do Araguaia.",NA,"Legumes maduros. Ocasional[HABITAT=Campo de Murundu.]",NA,NA,"Novo Santo Antônio",NA,NA,"-50.9185","-12.560527778","-50.9185","-12.560527778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-02-08 12:41:47-03","UFRGS","ICN","060082","S","Plantae","Dicotyledon",NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Schinini, A; et al.","21781","1982","02","03","América do Sul","Argentina","Corrientes","12km NE de San Miguel, Ea Curuzú Laurel, rutas 5 y 117",NA,"80cm de altura, flores amarillas; em lomada arenosa","ICN00022131","ICN00022131 ICN00022131_1","San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:05:40-03","IBt","SP","53862","S","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Fortunato, R","Montes, JE","1756","1946","01","11","Southern America","Argentina","Misiones",NA,NA,NA,NA,NA,"Candelaria",NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:05:40-03","IBt","SP","156259","S","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Fortunato, R","Moura, C","121","1963","01","18",NA,"Brasil","São Paulo",NA,NA,NA,"SP026694","SP026694","Matão",NA,NA,"-48.3600006103516","-21.6000003814697",NA,NA,"1998",NA,NA,NA,NA,"26922","auto",NA,NA,NA
