"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","typeStatus","verbatimLongitude","verbatimLatitude","dayIdentified","class","individualCount","relatedCatalogItem"
"48","2019-07-02 15:56:01-03","UEM","HUEM","24772","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","E.Martins","R.Mello-Silva; M.L.F.Salatino; A.Salatino; P.Affonso","509","1991","06","15",NA,"Brasil","Minas Gerais","Botumirim","alto da Serra da Canastra. Subida pelo Vale do Rib","-43.010799407959","-16.872200012207",NA,NA,NA,"Arbusto, cerca de 1,5m de altura em leito de riacho e também entre rochas no campo entre dois riachos. Folhas discolores, mais claras na face abaxial. Flores inteiramente amarelo-claras. Frutos com hipanto castanho-claro e ovário c","HUEM000014747","HUEM000014747","39434","auto","1997","03",NA,NA,NA,"12",NA,NA,NA
"49","2020-11-04 17:29:48-03","UEM","HUEM","24807","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Wurdack, JJ","Pirani, JR; Mello-Silva, R","CFCR10814","1987","05","23",NA,"Brasil","Minas Gerais","Grão Mogol","Vale Ribeirão das Mortes","-42.8897018432617","-16.5594005584717","900","900",NA,"Arbusto ramificado desde a base, em solo arenoso, entre rochas à beira do rio. Caule nas partes jovens amarelado e hipanto amarelo levemente esverdeado. Pétalas amarelo-claras. Estames com filete e conectivo amarelo-claro. Apêndices amarelo mais fort",NA,NA,"67219","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 16:44:20-03","UFU","HUFU","80029","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Romero, R.; Moreira, K.V.C.; Paranhos, G.M.; Versiane, A.F.A. & Oliveira, L.F.A.","9208","2019","12","15",NA,"Brasil","Minas Gerais","Itacambira","Estrada para Cachoeira Curiango","-43.305278","-17.123333","1180","1180",NA,"Arbusto, ca. 1 m. Frutos secos acastanhados.; campo rupestre.","HUFU00077337",NA,NA,NA,NA,NA,NA,"-43.305278","-17.123333",NA,NA,NA,NA
"51","2020-08-20 20:40:22-03","UFSC","FLOR","22118","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Wurdack, J.J.","Hatschbach, G.","41337","1978","04","21",NA,"Brasil","Minas Gerais","Grão Mogol","Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"arbusto, flor amarela, 2m altura. PARATYPUS.","FLOR0022118",NA,"67219","auto","1991",NA,"Paratypus",NA,NA,NA,NA,NA,NA
"52","2018-05-10 11:21:47-03","CAS","CAS-BOT","587223","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Meireles, L. D.; Verolla, C. F.; Manscenares, M. E.; Azevedo, M T. A.; Belinello, R.","1124","2002","7",NA,"South America","Brazil","Minas Gerais",NA,"Grão Mogol, Morro do Jambeiro, 12 Km","-42.9791666667","16.6166666667","760",NA,NA,"Arbusto até 1 m, flores amarelo claro. Coordinates written on label as: S16°36'182 W42°57'455",NA,NA,NA,NA,NA,NA,NA,"42° 58' 45 W","16° 37' 00 N",NA,"Magnoliopsida",NA,NA
"53","2017-08-15 11:45:43-03","CAS","CAS-BOT","559900","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Pacifico, R.; Simões, P. V.","353","2017","3",NA,"South America","Brazil","Minas Gerais","Grao Mogol","Serra da Grão Mogol. Margem do córrego Escura, no Morro do Jambreiro.","-42.9581944444","-16.6046944444","788",NA,NA,"Arbusto ca. 0.7 m alt. Folhas verdes. Ocasional.",NA,NA,NA,NA,NA,NA,NA,"42° 57' 29.5 W","16° 36' 16.9 S",NA,"Magnoliopsida",NA,NA
"54","2018-05-10 11:26:20-03","CAS","CAS-BOT","587222","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.","54239","1990","6",NA,"South America","Brazil","Minas Gerais",NA,"Rio Itacambiruçu (mun. Grão Mogol)",NA,NA,NA,NA,NA,"Arbusto untuoso ao tacto, flores amarelas. Coordinates written on label as: S16°36'182 W42°57'455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"55","2009-03-20 10:08:39-03","CAS","CAS-BOT","4759","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","F. Almeda","Hatschbach, Gerdt; Hatschbach, M.; Ribas, O. S.","52005","1988","5",NA,"South America","Brazil","Minas Gerais",NA,"Rio das Mortes (mun. Grão Mogol)",NA,NA,NA,NA,NA,"Arbusto, 1.50 m, flores amarelas.",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,"Magnoliopsida",NA,NA
"56","2019-11-21 10:10:46-03","IBt","SP","204988","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Versiane, AFA","Kral, R; Wanderley, MGL; Cerati, TM; Lima, E","72723","1985","07","10",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717","900","900",NA,NA,NA,NA,"67219","auto","2011","12",NA,NA,NA,"08",NA,NA,NA
"57","2019-11-21 10:10:46-03","IBt","SP","203768","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Martins, E","Cerati, TM; Wanderley, MGL; Kral, R","246","1985","08","09",NA,"Brasil","Minas Gerais","Grão Mogol","Vargem do quartel 8 km WSW","-42.8897018432617","-16.5594005584717","500","650",NA,NA,NA,NA,"67219","auto","1997","03",NA,NA,NA,"12",NA,NA,NA
"58","2014-09-23 10:58:44-03","G","G","G00368002","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins","?","Hatschbach, G. G. & al.","52005","1988","05","15","AMERIQUE DU SUD","Brazil","Minas Gerais","Grão Mogol",NA,"-42.89222222","-16.56611111",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00368002",NA,NA,NA,NA,NA,"ISOTYPUS of Trembleya hatschbachii Wurdack & E. Martins","-42.89222222","-16.56611111",NA,NA,NA,NA
"59","2014-09-23 10:58:44-03","G","G","G00368003","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins","Martins, E.","Hatschbach, G. G. & al.","52005","1988","05","15","AMERIQUE DU SUD","Brazil","Minas Gerais","Grão Mogol",NA,"-42.89222222","-16.56611111",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00368003",NA,NA,NA,"1995","01","ISOTYPUS of Trembleya hatschbachii Wurdack & E. Martins","-42.89222222","-16.56611111","01",NA,NA,NA
