"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","previousCatalogNumber","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","relatedCatalogItem"
"44","2021-03-04 11:06:29-03","UFRB","HURB","4835","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae","S. Knapp","S. Knapp","Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al","1899","2013","01","06",NA,"Brasil","Bahia","Boa Nova","P.N. de Boa Nova; Fazenda Liberdade, Setor Sul","-40.120833","-14.41","956","956",NA,NA,"HURB000004835",NA,NA,"2014",NA,"40°07'15 W","14°24'36 S",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-04 10:30:21-03","UFRPE","HST","10957","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp.",NA,"L.R.Noblick; I.C.Crepaldi","4413","1985","07","05",NA,"Brasil","Bahia","Salvador",NA,"-38.45","-12.95",NA,NA,NA,"Arvoreta de 4 #?# 6m. Frutos verdes parecendo unilocular e de muitas sementes. Comum.","HST010957",NA,NA,NA,NA,"38W27'","12S57'",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-25 10:13:28-03","CVRD","CVRD","8820","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","João Renato Stehmann","Folli, D.A.","4891","2004","07","30","América do Sul","BRASIL","ES","Linhares","RFL01/08 T01 B.A","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Belonheiro","CVRD008820","CVRD008820","Magnoliopsida","2006","08",NA,NA,NA,"24","48094","auto",NA,NA,NA
"47","2021-02-25 10:13:28-03","CVRD","CVRD","6170","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","João Renato Stehmann","Folli, D.A.","3365","1999","03","05","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Belonheiro","CVRD006170",NA,"Magnoliopsida","2006","08",NA,NA,NA,"24","48094","auto",NA,NA,NA
"48","2021-02-25 10:13:28-03","CVRD","CVRD","10150","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","Eve Lucas","Lucas, E.","847","2006","11","30","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Belonheiro","CVRD010150","CVRD010150","Magnoliopsida","2006","11",NA,NA,NA,"30","48094","auto",NA,NA,NA
"49","2021-02-25 10:13:28-03","CVRD","CVRD","16739","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","Geovane S. Siqueira","Mazine, F.F.","1220","2015","08","11","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Col. Adic.: T.B Flores, N.B.C. Almeida, K.S. Valdemarin <ll>dwc_commonname:</ll> Belonheiro","CVRD016739",NA,"Magnoliopsida","2020","02",NA,NA,NA,"10","48094","auto",NA,NA,NA
"50","2021-02-25 10:13:28-03","CVRD","CVRD","6592","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","João Renato Stehmann","Folli, D.A.","3679","2000","09","06","América do Sul","BRASIL","ES","Linhares","Área do RFL132/98","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Belonheiro","CVRD006592",NA,"Magnoliopsida","2006","08",NA,NA,NA,"24","48094","auto",NA,NA,NA
"51","2021-02-25 10:13:28-03","CVRD","CVRD","4138","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","João Renato Stehmann","Farias, G.L.","542","1992","08","05","América do Sul","BRASIL","ES","Linhares","Bloco C.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Belonheiro","CVRD004138",NA,"Magnoliopsida","2006","08",NA,NA,NA,"24","48094","auto",NA,NA,NA
"52","2021-02-25 10:13:28-03","CVRD","CVRD","3424","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","João Renato Stehmann","Folli, D.A.","1419","1991","07","21","América do Sul","BRASIL","ES","Linhares","Próximo a estrada Parajú.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Belonheiro","CVRD003424",NA,"Magnoliopsida","2006","08",NA,NA,NA,"24","48094","auto",NA,NA,NA
"53","2019-11-13 11:32:18-03","USP","SPF","104820","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","Agra, MF","Melo, E","PCD1708","1995","02","23",NA,"Brasil","Bahia","Lençóis","Serra da Chapadinha","-41.450833","-12.450556","920","920",NA,NA,"SPF00104820","SPF00104820",NA,"1996",NA,"-41.450833","-12.450556",NA,NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:18:19-03","UEFS","HUEFS","198743","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp",NA,"Popovkin, A.V.","1513","2013","08","14",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,NA,"Atlantic Forest.","HUEFS0198743","HUEFS0198743","Asteranae",NA,NA,"37W58'","12S10'",NA,NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:18:19-03","UEFS","HUEFS","202568","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp",NA,"Popovkin, A.V.","1642",NA,NA,NA,NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667","95","95",NA,NA,"HUEFS0202568","HUEFS0202568","Asteranae",NA,NA,"37W58'0''","12S10'",NA,NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:18:19-03","UEFS","HUEFS","204282","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp",NA,"Giacomin, L.L.","2008","2013","11","07",NA,"Brasil","Bahia","Amargosa","Serra do Timbó; área de estudos do Centro Sapucaia, na Fazenda Timbó, em fragmento de Floresta Estacional Semidecidual marginal a estrada não pavimentada para extração de madeira. Próximo a riacho.","-39.664722","-13.104444","674","674",NA,NA,"HUEFS0204282","HUEFS0204282","Asteranae",NA,NA,"39W39'53''","13S6'16''",NA,NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:18:19-03","UEFS","HUEFS","208251","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp",NA,"Popovkin, A.V.","1747",NA,NA,NA,NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667","130","130",NA,NA,"HUEFS0208251","HUEFS0208251 HUEFS0208251_01","Asteranae",NA,NA,"37W58'0''","12S10'",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-22 16:07:56-03","UEFS","HUEFS","253056","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp",NA,"Popovkin, A.V.","2089","2018","12","16",NA,"Brasil","Bahia","Entre Rios","Algodão","-37.966667","-12.166667","140","140",NA,"Mata ombrófila densa","HUEFS0253056",NA,"Asteranae",NA,NA,"37W58'","12S10'",NA,NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:18:19-03","UEFS","HUEFS","5452","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","M.F.Agra","Noblick, L.R.","4413","1985","07","05",NA,"Brasil","Bahia","Salvador",NA,"-38.45","-12.95",NA,NA,NA,NA,"HUEFS0005452","HUEFS0005452","Asteranae","1998","04","38W27'","12S57'",NA,NA,NA,NA,NA,NA,NA
"60","2019-10-07 09:18:19-03","UEFS","HUEFS","62823","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","M.F.Agra","Jardim, J.G.","2867","2000","02","24",NA,"Brasil","Bahia","São Miguel das Matas","Faz. Engenho da Lama (Proprietário Genival Lucas), ca. 4,5 km ao S da cidade.","-39.432222","-13.046944","400","400",NA,"Mata Higrófila.","HUEFS0062823","HUEFS0062823","Asteranae","2004","09","39W25'56''","13S2'49''",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:18:19-03","UEFS","HUEFS","93842","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","V.S.Sampaio","Jardim, J.G.","H4284","2004","12","02",NA,"Brasil","Bahia","Elísio Medrado","ca. 1km do povoadao de Monte Cruzeiro. Reserva Jequitibá (área experimental do GAMBÁ). Serra da Jibóia.","-39.471667","-12.869444","600","650",NA,"Floresta Higrófila.","HUEFS0093842","HUEFS0093842","Asteranae","2014","10","39W28'18''","12S52'10''",NA,NA,NA,NA,NA,NA,NA
"62","2019-10-07 09:18:19-03","UEFS","HUEFS","116412","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","J.R.Stehmann","Cardoso, D.","1577","2007","01","25",NA,"Brasil","Bahia","Amargosa","Serra do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.","-39.665","-13.162222","541","541",NA,"Fragmento de floresta ombrófila densa do Domínio da Floresta Atlântica.","HUEFS0116412","HUEFS0116412 HUEFS0116412_e1","Asteranae","2018","09","39W39'54''","13S9'44''",NA,NA,NA,NA,NA,NA,NA
"63","2019-10-07 09:18:19-03","UEFS","HUEFS","119228","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","J.R.Stehmann","Paixão, J.L.","1198","2007","04","29",NA,"Brasil","Bahia","Amargosa","Serra do Timbó, Mata do Centro Sapucaia, área da represa.","-39.15","-13.166667",NA,NA,NA,"Mata atlântica.","HUEFS0119228","HUEFS0119228 HUEFS0119228_e1","Asteranae","2018","09","39W9'0''","13S10'0''",NA,NA,NA,NA,NA,NA,NA
"64","2019-10-07 09:18:19-03","UEFS","HUEFS","119579","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","J.R.Stehmann","Paixão, J.L.","1260","2007","05","12",NA,"Brasil","Bahia","Amargosa","Serra do Timbó, Mata do Centro Sapucaia - Área do Pelado.","-39.15","-13.166667",NA,NA,NA,"Mata Atlântica.","HUEFS0119579","HUEFS0119579 HUEFS0119579_e1","Asteranae","2018","09","39W9'0''","13S10'0''",NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:18:19-03","UEFS","HUEFS","128201","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","restingae","Solanum restingae","S.Knapp","J.R.Stehmann","Paixão, J.L.","1363","2007","10","19",NA,"Brasil","Bahia","Amargosa","Área do Centro Sapucaia, próximo a Jacubinha e Toca-da-onça.","-39.828889",NA,"625","625",NA,"Mata Atlântica.","HUEFS0128201","HUEFS0128201 HUEFS0128201_e1","Asteranae","2018","09","39W49'44''","14S9'66''",NA,NA,NA,NA,NA,NA,NA
"66","2019-01-23 11:19:25-02","F","FMNH-SEEDPLANTS","V0073387F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,NA,"J. L. Hage & et al.","389","1980","8","13","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0073387F","V0073387F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"67","2015-03-07 08:32:09-03","F","FMNH-SEEDPLANTS","V0146118F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0146118F","V0146118F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2018-05-14 16:47:45-03","F","FMNH-SEEDPLANTS","V0176269F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"RRC ID Flag","A. M. de Carvalho","809",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,NA,"V0176269F","V0176269F_01 V0176269F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"809",NA
"69","2020-07-23 12:23:19-03","CEPLAC","CEPEC","100984","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"J. R. Stehmann","P. Fiaschi","2249","2004","04","05",NA,"Brasil","Bahia","URUÇUCA","Estrada de Itacaré/Serra Grande, pouco após KM 43, ramal a direita após acesso p/ cachoeira do Tijuípe. Área explorada do plano de manejo.","-39.079167","-14.386667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W4'45","14S23'12",NA,NA,NA,NA,NA,NA,"30/12/2007"
"70","2020-07-23 12:23:22-03","CEPLAC","CEPEC","134956","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"H. Liuth","Liuth, H.S.","149","2011","08","26",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, ao longo da parcela 18 no lado direito","-39.566111","-15.395833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'58","15S23'45",NA,NA,NA,NA,NA,NA,NA
"71","2020-07-23 12:23:19-03","CEPLAC","CEPEC","118209","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"M. M. M. Lopes","D. Cardoso","1577","2007","01","25",NA,"Brasil","Bahia","AMARGOSA","Serra do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.","-39.665","-13.162222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W39'54","13S9'44",NA,NA,NA,NA,NA,NA,"30/11/2007"
"72","2020-07-23 12:23:19-03","CEPLAC","CEPEC","110254","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"Sem Informação","Amorim, A. M.","5210","2005","09","12",NA,"Brasil","Bahia","TANCREDO NEVES","Estrada para os distritos de Água Branca e Julião, ca. 14,1 km de Tancredo Neves.","-39.511111","-13.443333","554","554",NA,"Foto.",NA,NA,NA,NA,NA,"39W30'40","13S26'36",NA,NA,NA,NA,NA,NA,NA
"73","2020-07-23 12:23:19-03","CEPLAC","CEPEC","103221","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"P. Fiaschi","W. W. Thomas","14224","2004","09","21",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9.6Km NNw de Camacan na Rod. para Jacarecí e Jussarí; depois 6Km na para Serra Bonita.","-39.565278","-15.391389",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"39W33'55","15S23'29",NA,NA,NA,NA,NA,NA,NA
"74","2020-07-23 12:23:19-03","CEPLAC","CEPEC","106738","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"P. Fiaschi","Amorim, A. M.","4183","2004","07","27",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre.","-39.569722","-15.381111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W34'11","15S22'52",NA,NA,NA,NA,NA,NA,NA
"75","2020-07-23 12:23:19-03","CEPLAC","CEPEC","107331","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"P. Fiaschi","A. M. Amorim","4379","2004","10","29",NA,"Brasil","Bahia","CAMACAN","Fazenda Serra Bonita, RPPN Serra Bonita, 9,7Km W de Camacan na estrada para Jacarecí, daí 6Km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA
"76","2020-08-04 09:17:58-03","CEPLAC","CEPEC","114730","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"A. M. Amorim","Amorim, A. M.","6608","2006","11","26",NA,"Brasil","Bahia","arataca","RPPN Caminho das Pedras. Serra do Peito-de-Moça, entrada a 9,5km no Assent. Santo Antônio, mais 8,9km até a sede da RPPN. Trilha de acesso ao topo da serra, após o Mormaço. Ca.","-39.339444","-15.174167","900","900",NA,NA,NA,NA,NA,NA,NA,"39W20'22","15S10'27",NA,NA,NA,NA,NA,NA,NA
"77","2020-07-23 12:23:19-03","CEPLAC","CEPEC","117690","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"M. M. Coelho","Cardoso, D.","2149","2007","08","12",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado.13,8km ao SW de Coaraci na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","650","650",NA,"Det. Conf.: S. Knapp, 2013",NA,NA,NA,NA,NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA
"78","2020-07-23 12:23:19-03","CEPLAC","CEPEC","123261","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"A. M. Amorim","Amorim, A. M.","7709","2008","08","31",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, 9,7 Km W de Camacã na estrada para Jacarecí, daí 6 Km SW na estrada para RPPN Serra Bonita e torre.","-39.565278","-15.391667","835","835",NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA
"79","2020-07-23 12:23:19-03","CEPLAC","CEPEC","123476","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"J. R. Stehmann","Jardim, J. G.","5320","2008","07","02",NA,"Brasil","Bahia","arataca","RPPN do IESB, Serra do Peito de Moça, Rodovia Arataca/Una, entrada a 9,5km da cidade, mais 8,9km da entrada. Trilha da Serra, entrada ca. 1,5km NE da sede.","-39.343611","-15.161944","700","700",NA,"Foto UNICATA. Det.: conf. S. Knapp, 2013",NA,NA,NA,NA,NA,"39W20'37","15S9'43",NA,NA,NA,NA,NA,NA,NA
"80","2020-07-23 12:23:22-03","CEPLAC","CEPEC","134089","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"M. M. Coelho","M.M. Coelho","370","2011","09","03",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela Fazenda São José. Proprietário Senhor Francisco.","-39.603889","-14.705833",NA,NA,NA,"Foto.",NA,NA,NA,NA,NA,"39W36'14","14S42'21",NA,NA,NA,NA,NA,NA,NA
"81","2020-07-23 12:23:19-03","CEPLAC","CEPEC","79421","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"P. Fiaschi","W. W. Thomas","11723","2000","02","09",NA,"Brasil","Bahia","JUSSARÍ","7,5Km ao N de Jussari, Rod.p/ Palmira, depois 2Km ao W da Faz. Teimoso, depois 45min. ao W p/ Res. da Faz. Teimoso.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,NA,NA,NA,"30/12/2003"
"82","2020-07-23 12:23:19-03","CEPLAC","CEPEC","81903","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"Ma. de F. Agra","O. P. Harvei","12","1994","02","06",NA,"Brasil","Bahia","JUSSARÍ","Km 8 na estrada Jussari/Palmira. Faz. Teimoso. RPPN Serra do Teimoso.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,NA,NA,NA,"30/12/2001"
"83","2020-07-23 12:23:19-03","CEPLAC","CEPEC","87848","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"P. Fiaschi","J. G. Jardim","1512","1983","02","05",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km ate a sede da Faz. Teimoso. RPPN Serra do Teimoso.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'0",NA,NA,NA,NA,NA,NA,"30/12/2003"
"84","2020-07-23 12:23:19-03","CEPLAC","CEPEC","80830","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"P. Fiaschi","J. G. Jardim","1731","1998","04","10",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira, entrada ca.7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso. RPPN Serra do Teimoso.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,NA,NA,NA,"30/12/2003"
"85","2020-07-23 12:23:19-03","CEPLAC","CEPEC","56430","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"M. Nee","W. W. Thomas","9244","1998","10","17",NA,"Brasil","Bahia","WENCESLAU GUIMARÃES","3Km ao W de Nova Esperança, a W da Reserva Estadual da cidade.","-39.716667","-13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W43'","13S36'",NA,NA,NA,NA,NA,NA,"30/12/1996"
"86","2020-07-23 12:23:19-03","CEPLAC","CEPEC","65660","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"M. Nee","W. W. Thomas","10783","1995","01","15",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança, ao W da Mata. 2Km ao NNE do Banco da Vitória (5.7Km ao W da ponte do Rio Fundão) Rod.","-39.091111","-14.777222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'28","14S46'38",NA,NA,NA,NA,NA,NA,"30/12/1996"
"87","2020-07-23 12:23:19-03","CEPLAC","CEPEC","81668","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"Ma. de F. Agra","A. M. Amorim","2588","2007","11","09",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,"30/06/2001"
"88","2020-07-23 12:23:19-03","CEPLAC","CEPEC","88508","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"Ma. de F. Agra","J. G. Jardim","2867","2000","02","24",NA,"Brasil","Bahia","SÃO MIGUEL DAS MATAS","Faz. Engenho da Lama (Prop. Genival Lucas)., ca. 4,5Km ao S da cidade.","-39.432222","-13.046944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W25'56","13S2'49",NA,NA,NA,NA,NA,NA,"30/09/2004"
"89","2020-07-23 12:23:19-03","CEPLAC","CEPEC","92782","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"S. Knapp","L. R. Noblick","4413","1993","05","07",NA,"Brasil","Bahia","SALVADOR","Sem informação.","-38.45","-12.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W27'","12S57'",NA,NA,NA,NA,NA,NA,"30/12/2013"
"90","2020-07-23 12:23:19-03","CEPLAC","CEPEC","94324","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"A. M. Amorim","P. Fiaschi","1190",NA,NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Estrada Jussari/Palmira, entrada a esquerda ca. 7,5Km. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,"30/12/2003"
"91","2020-07-23 12:23:19-03","CEPLAC","CEPEC","96702","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"A. M. Amorim","P. Fiaschi","1671","2003","10","11",NA,"Brasil","Bahia","JUSSARÍ","Ca. 7,5Km da estrada de Jussari/Palmira, ramal a esquerda. Acesso para a sede da Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,"30/12/2003"
"92","2020-07-23 12:23:19-03","CEPLAC","CEPEC","98368","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"A. M. Amorim","W. W. Thomas","13399","2003","03","16",NA,"Brasil","Bahia","JUSSARÍ","Faz. Serra do Teimoso. Reserva Serra do Teimoso. Mata baixa,ao N do portão da Reserva.","-39.530556","-15.153333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'50","15S9'12",NA,NA,NA,NA,NA,NA,"30/12/2004"
"93","2020-07-23 12:23:19-03","CEPLAC","CEPEC","40944","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"Ma. de F. Agra","L. A. Mattos-Silva","2137","1998","08","30",NA,"Brasil","Bahia","JUSSARÍ","Km 9 da Rod. Jussari/Palmira, a esquerda. Faz. Teimoso.","-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,"28/04/1997"
"94","2020-07-23 12:23:19-03","CEPLAC","CEPEC","6074","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"Ma. de F. Agra","T. S. dos Santos","1059","1970","09","01",NA,"Brasil","Bahia","ubaitaba","Rod. para Itacaré.","-39.323299407959","-14.3125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27575","auto",NA,NA,"30/10/1996"
"95","2020-07-23 12:23:19-03","CEPLAC","CEPEC","23354","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","restingae","Solanum restingae",NA,"Ma. de F. Agra","A. M. de Carvalho","658","1981","04","29",NA,"Brasil","Bahia","UNA","Estrada Olivença/Vila Brasil, Km 33. Maruim. Faz. 2 de Julho.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,"30/10/1996"
