"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"158","2019-08-20 10:27:35-03","UNICAMP","UEC","15356","S","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Semir, J","4914","1977","05","01","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"flor, Beira da mata. Árvore com até 5m; folhas opostas; flores brancas.",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-08-20 10:27:35-03","UNICAMP","UEC","60134","S","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Vieira, AOS; Yamamoto, K","26272","1992","05","04","Brazil","Rio de Janeiro","Nova Friburgo","Subida para Pico da Coledônia próximo à entrada do DAE.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"flor, Mata de encosta peturbada. Arvoreta ca. de 3m alt. Flores brancas, as mais velhas amareladas, muito perfumadas.",NA,NA,"Meireles, LD","2004","04",NA,"33190","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-08-20 10:27:35-03","UNICAMP","UEC","51151","S","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Hatschbach, G","49524","1985","07","15","Brazil","Santa Catarina","Itapoá",NA,"-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"flor, Trepadeira lenhosa, flor alva. Restinga arborea. Alt. 3-5 m .",NA,NA,"Hatschbach, G","1985","12",NA,"18121","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-08-20 10:27:35-03","UNICAMP","UEC","106691","S","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Hoehne, W","s.n.","1944","07","20","Brazil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ori",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-19 14:07:23-03","UFRPE","PEUFR","53680","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell","R.R.Vervloet; E.Bausen, W.Pizziolo","1090","2002","09","25","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva biológia Augusto Ruschi","-40.600278","-19.935556","40°36'01''W","19°56'08''S",NA,NA,"Trepadeira;Frutos a 10m do solo, de cor verde com pontos brancos;meia encosta;Dossel a 18m. Coordenadas geográficas do municipio.","PEUFR053680",NA,"J.S.Santos","2011","11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-11-13 12:29:28-03","UFRPE","PEUFR","54333","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","R.R. Vervloet; W. Pizziolo; J. Rossini","2418","2003","05","13","Brasil","Espirito Santo","Santa Teresa","Nova Lombardia; Reserva Ecológica Augusto Ruschi; estrada partindo da casa da pedra","-40.600278","-19.935556","40º36'01W","19º56'08S",NA,NA,"Liana; baixada; dorssel 18m; frutos a 8m de altura, maduos de cor amarelo; coordenadas geográficas do município.","PEUFR054333",NA,"J.S. Santos","2011","11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-19 14:09:50-03","UFRPE","PEUFR","53773","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell","I. Cordeiro; M. L. Nawasaki, J. R. Pirani & A Furlan",NA,"1981","10","06","Brasil","Minas Gerais","Santana do Riacho","Km 122 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Árvore 6m, flores alvas","PEUFR053773",NA,"G.M. Barroso & G. Bromley",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-06 09:55:53-03","UFOP","OUPR","13777","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Pereira, F.M.B.","38/32","2000","09","12","Brasil","Rio de Janeiro","São José do Vale do Rio Preto","Fazenda Serra do Capim, 1o Distrito. Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção.","-42.875833","-22.163056","-42.875833","-22.163056","991","991","Arbusto. 4m de altura. 6cm de DAP. Folha verde. Flores brancas. Rara no local. Luminosidade intensa. Capoeira/pasto sobre solo hidromórfico.",NA,NA,"Roschel, M.B.","2001","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-03-12 10:29:17-03","UFOP","OUPR","34424","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Pedrosa, L.G.","1872","2019","08","27","Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,NA,"Arvoreta. Flores creme. Campo rupestre.",NA,NA,"Pedrosa, L.G.","2019","08","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-06 09:55:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.","s.n.","1940",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Flores brancas. Campo.",NA,NA,"Badini, J.","1940",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-06 09:55:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.","s.n.","1974","09","05","Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Flores brancas. Capão da mata.",NA,NA,"Badini, J.","1974","05","09","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-06 09:55:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.","s.n.","1974","09","05","Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Flores brancas. Capão de mata.",NA,NA,"Badini, J.","1974","09","05","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-06 09:55:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro do Cachorro","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore. Flores brancas. Capão de mata.",NA,NA,"Badini, J.","1983","08","26","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-06 09:55:53-03","UFOP","OUPR","12407","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Messias, M.C.T.B.","472","2001","09",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Estrada de cima da Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto 1,2m . Pétalas brancas. Campo ferruginoso.",NA,NA,"Messias, M.C.T.B.","2001","09",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-06 09:55:53-03","UFOP","OUPR","9440","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Roschel, M.B.","s.n.","2000","07","09","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Estrada para a Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto aprox. 1,5m . Folhas verdes discolores. Sépalas ferrugíneo tomentosas, pétalas brancas, estames amarelos. Barranco.",NA,NA,"Messias, M.C.T.B.","2001","08","30","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-06 09:55:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.","s.n.","1976","08","11","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Flores brancacentas. Entre rochedos de quarzito.",NA,NA,"Badini, J.","1976","08","19","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-06 09:55:53-03","UFOP","OUPR","9564","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Ferreira, F.A.","80","1999","10","18","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, APA Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Mata. Arbusto. Cálice piloso. Flores amarelas",NA,NA,"Messias, M.C.T.B.","1999","10","25","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-06 09:55:53-03","UFOP","OUPR","1865","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.; Mello-Barreto, H.L.","s.n.","1937",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Flores brancas. Terreno pedregoso.",NA,NA,"Badini, J.; Mello-Barreto, H.L.","1937",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-06 09:55:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.","s.n.","1974","09","05","Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Flores brancas. Capão de mata.",NA,NA,"Badini, J.","1974","09","05","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-06 09:55:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.","s.n.","1936",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Flores brancas. Terreno pedregoso.",NA,NA,"Badini, J.","1936",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-06 09:55:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Capoeira.",NA,NA,"Damazio, L.B.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-06 09:55:53-03","UFOP","OUPR","2","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Badini, J.","s.n.","1974","09","05","Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Flores brancas. Capão de mata.",NA,NA,"Badini, J.","1974","09","05","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-01-17 11:25:52-02","PUCRS","MPUC","21037","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.",NA,NA,"2015","09","23","Brasil","SC","Governador Celso Ramos","Fazenda da Armação","-48.5592002868652","-27.3146991729736",NA,NA,NA,NA,"Subarbustos com ca.5 m de altura, na borda da mata",NA,NA,"C.A. Mondin","2015","01","01","13751","auto","South America",NA,NA,NA,"Lamiales",NA,"Magnoliopsida",NA,NA,"3712","1",NA
"181","2020-10-14 10:02:04-03","FURB","FURB","10199","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Souza, N.L. de; Brogni, E. & Farage-Freitas, R.","122","2009","01","15","Brasil","Santa Catarina","Águas Mornas","RPPN Rio das Lontras.","-48.8841666","-27.6258334","-48.8841666","-27.6258334","477","477",NA,"FURB29141","FURB29141","Sobral, M","2009","03","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-08 08:52:38-03","FURB","FURB","1024","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Mantovani, V.",NA,"2001","07","04","Brasil","Santa Catarina","Blumenau","Parque Spitzkopf.","-49.1080556","-27.0169444","-49.1080556","-27.0169444",NA,NA,NA,"FURB29101","FURB29101","Cordeiro, J","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-08 08:52:38-03","FURB","FURB","1027","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Mantovani, V.",NA,"2001","07","04","Brasil","Santa Catarina","Blumenau","Parque Spitzkopf.","-49.1080556","-27.0169444","-49.1080556","-27.0169444",NA,NA,NA,"FURB29149","FURB29149","Uhlmann, A","2005","08","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-10-14 10:02:04-03","FURB","FURB","10514","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Grippa, C.R.; Souza, N.L. de & Stano, F.","595","2007","11","08","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","-49.1119444","-27.0077778","160","160","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII. Habitat: Floresta Ombrófila Densa; Habito: arbórea; Fruto marrom;","FURB29093","FURB29093","Gasper, AL de","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-10-14 10:02:04-03","FURB","FURB","13419","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Verdi, M.; Gasper, A.L. de","2196","2009","05","22","Brasil","Santa Catarina","Orleans","Rio Hipólito - Parque Nacional de São Joaquim.","-49.4994444","-28.2602778","-49.4994444","-28.2602778","646","646","Florística IFFSC 117 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto; flor branca","FURB29160","FURB29160","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-10-14 10:02:04-03","FURB","FURB","13623","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Dreveck, S.; Carneiro, F.E.","1013","2009","07","02","Brasil","Santa Catarina","Itaiópolis","Fazenda Battistela - Moema.","-49.7694445","-26.6408333","-49.7694445","-26.6408333","696","696","Florística IFFSC 854(Arbusto) Habitat: Floresta Ombrófila Mista; entorno da mata Habito: arbustiva; flor botão floral e flores brancas","FURB29157","FURB29157","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-10-14 10:02:04-03","FURB","FURB","13626","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Verdi, M.; Hasckel, R.P. & Klemz, G.","2403","2009","06","17","Brasil","Santa Catarina","Anitápolis","Rio do Meio.","-49.23","-27.9","-49.2300000","-27.9000000","602","602","Florística IFFSC 221(Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta;","FURB29103","FURB29103","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-10-14 10:02:04-03","FURB","FURB","13656","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Dreveck, S.; Carneiro, F.E.","997","2009","06","12","Brasil","Santa Catarina","Leoberto Leal","Rio do Meio.","-49.3166667","-27.5375","-49.3166667","-27.5375000","847","847","Florística IFFSC 345(Arbusto) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; margem de riacho Habito: arbustiva; flor botão floral e flores brancas","FURB29095","FURB29095","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-10-14 10:02:04-03","FURB","FURB","14264","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kniess, A.","163","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.3597222","-49.2300000","-27.3597222","438","438","Florística IFFSC 424 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta;","FURB29107","FURB29107","Gasper, AL de","2009","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-11-08 08:52:38-03","FURB","FURB","55058","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1126","2017","10","01","Brasil","Santa Catarina","Santa Rosa de Lima",NA,"-49.2308334","-27.9897222","-49.2308334","-27.9897222","588","588","fruto imaturo Habitat: borda do fragmento Habito: arbusto","FURB55058","FURB55058","Farias, D.M.","2017","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-10-14 10:02:04-03","FURB","FURB","14445","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kruger, A.","132","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","-49.3200000","-27.4500000","761","761","Florística IFFSC 383 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; borda da floresta Habito: arbustiva;","FURB29159","FURB29159","Gasper, AL de","2009","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-10-14 10:02:04-03","FURB","FURB","14493","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Stival-Santos, A.; Legal, E. & Silveira, S.","835","2009","09","14","Brasil","Santa Catarina","Navegantes","Leiteiro.","-48.7786111","-26.8225","-48.7786111","-26.8225000","178","178","Florística IFFSC 753 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; beira da estrada Habito: arbusto;","FURB29105","FURB29105","Gasper, AL de","2009","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-10-14 10:02:04-03","FURB","FURB","15252","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Stival-Santos, A.; Legal, E. & Silveira, S.","981","2009","10","07","Brasil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza.","-49.0508333","-27.0005556","-49.0508333","-27.0005556","215","215","Florística IFFSC 637 (Arbusto) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento em local aberto Habito: arbustiva; Fruto verde;","FURB29162","FURB29162","Gasper, AL de","2009","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-10-14 10:02:04-03","FURB","FURB","15655","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kniess, A.","773","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","850","850","Florística IFFSC 384 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto lianescente;","FURB29138","FURB29138","Korte, A","2009","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-10-14 10:02:04-03","FURB","FURB","15810","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kniess, A.","580","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Florística IFFSC 422 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB29106","FURB29106","Korte, A","2009","10","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-10-14 10:02:04-03","FURB","FURB","16530","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kniess, A.","991","2009","11","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Florística IFFSC 517 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB29137","FURB29137","Korte, A","2009","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-10-14 10:02:04-03","FURB","FURB","18063","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Stival-Santos, A.; Legal, E. & Silveira, S.","1414","2009","12","09","Brasil","Santa Catarina","Tijucas","Oliveira.","-48.7797223","-27.1802778","-48.7797223","-27.1802778","186","186","Florística IFFSC 523 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; Fruto verde;","FURB29094","FURB29094","Gasper, AL de","2010","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-10-14 10:02:04-03","FURB","FURB","18681","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Dreveck, S.; Carneiro, F.E.","1395","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","857","857","Florística IFFSC 991 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB29140","FURB29140","Gasper, AL de","2009","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-10-14 10:02:04-03","FURB","FURB","18790","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kniess, A.","884","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778","-49.2305556","-27.1802778","617","617","Florística IFFSC 518 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto;","FURB29096","FURB29096","Korte, A","2009","11","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-10-14 10:02:04-03","FURB","FURB","19383","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Stival-Santos, A.; Legal, E. & Silveira, S.","1202","2009","11","17","Brasil","Santa Catarina","Brusque","Barracão.","-48.8697223","-27.0055556","-48.8697223","-27.0055556","45","45","Florística IFFSC 639 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbusto escandente; Fruto cálice verde;","FURB29097","FURB29097","Gasper, AL de","2010","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-10-14 10:02:04-03","FURB","FURB","21405","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1133","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","Florística IFFSC e148a (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto seco;","FURB29111","FURB29111","Gasper, AL de","2010","03","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-11-08 08:52:38-03","FURB","FURB","2186","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Sobral, M.",NA,"2001","02","04","Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.1327778","-27.025","-49.1327778","-27.0250000",NA,NA,NA,"FURB29147","FURB29147","Cordeiro, J","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-10-14 10:02:04-03","FURB","FURB","23663","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kniess, A.","2765","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","823","823","Florística IFFSC 688 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB29136","FURB29136","Oliveira, AA de","2010","05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-10-14 10:02:04-03","FURB","FURB","25327","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Dreveck, S.","2184","2010","05","04","Brasil","Santa Catarina","Doutor Pedrinho","Ribeirão Rigo.","-49.4997222","-26.73","-49.4997222","-26.7300000","600","600","Florística IFFSC 801 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; entorno do fragmento Habito: arbusto; flor branca","FURB29151","FURB29151","Oliveira, AA de","2010","05","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-10-14 10:02:04-03","FURB","FURB","25620","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kniess, A.","3212","2010","05","14","Brasil","Santa Catarina","Indaial","Warnow Alto.","-49.2308334","-27","-49.2308334","-27.0000000","357","357","Florística IFFSC 635 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; flor branca","FURB29154","FURB29154","Gasper, AL de","2010","06","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
