"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"138","2021-03-01 16:32:54-03","UNICAMP","UEC","9267","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Joly, AB; Semir, J; Ugadim, Y","292","1970","06","07",NA,"Brazil",NA,NA,"Flor branca amarelada.; Fixas a pedras.",NA,"Magnoliopsida",NA,"A.St.-Hil. & Girard","Corrêa, MA","Conceição do Mato de Dentro, km 116 ao longo da rodovia santa lagoa.",NA,"Minas Gerais","-43.7449989318848","-19.513599395752","1095","1095","Jaboticatubas",NA,NA,"31264","auto","1997","08","08",NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:32:54-03","UNICAMP","UEC","9270","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","s.n.","1972","03","04",NA,"Brazil",NA,NA,"Erva aquática fixa às pedras. Escapo floral altura 10 cm. Flores creme.; Erva aquática.",NA,"Magnoliopsida",NA,"A.St.-Hil. & Girard","Corrêa, MA","Conceição do Mato de Dentro, Km 118 ao longo da rodovia Lagoa Santa.",NA,"Minas Gerais","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas",NA,NA,"31264","auto","1997","06","18",NA,NA,NA,NA,NA,NA
"140","2019-11-06 09:56:04-03","UFOP","OUPR","23611","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil",NA,NA,"Erva, flor branca. Água doce",NA,NA,NA,"A.St.-Hil. & Girard","Fromm-Trinta, E.","Serra do Cipó",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-06 09:56:04-03","UFOP","OUPR","23614","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Damazio, L.B.","s.n.","1907","06",NA,NA,"Brasil",NA,NA,"Ex Herb. Escola de Minas n. 539",NA,NA,NA,"A.St.-Hil. & Girard","Fromm-Trinta, E.","Serra do Caraça",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-06 09:56:04-03","UFOP","OUPR","5725","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Schwacke, C.A.W.","7946","1892","03","22",NA,"Brasil",NA,NA,"Ex Herb. Sena n. 46",NA,NA,NA,"A.St.-Hil. & Girard","Rivadavia-Lopes, F.","Biribiry",NA,"Minas Gerais","-43.6002998352051","-18.2493991851807",NA,NA,"Diamantina",NA,NA,"101169","auto","1999","09","15",NA,NA,NA,NA,NA,NA
"143","2019-11-06 09:56:04-03","UFOP","OUPR","7775","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Roschel, M.B.; Sousa, H.C. de","581","1999","06","12",NA,"Brasil",NA,NA,"Erva, planta fixa, parte vegetativa submersa, inflorescência racemosa, flores zigomorfas, cálice 2-lobado, corola personada amarela, 2-labiada, superior inteiro, ininferior 3-lobado. Rupícola, em cachoeira",NA,NA,NA,"A.St.-Hil. & Girard","Rivadavia-Lopes, F.","Serra de Ouro Branco, Cachoeira próximo à área de camping",NA,"Minas Gerais","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto","1999","09","15",NA,NA,NA,NA,NA,NA
"144","2019-11-06 09:56:04-03","UFOP","OUPR","23618","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Badini, J.; Mello-Barreto, H.L.","s.n.","1938",NA,NA,NA,"Brasil",NA,NA,"Erva, flor pálida. Água doce",NA,NA,NA,"A.St.-Hil. & Girard","Fromm-Trinta, E.","Morro do Pilar",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-06 09:56:04-03","UFOP","OUPR","23615","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Badini, J.","s.n.","1983","05","14",NA,"Brasil",NA,NA,"Erva, flores branco-esverdeadas. Dentro d'água sobre arenito",NA,NA,NA,"A.St.-Hil. & Girard","Fromm-Trinta, E.","Serra de Lavras Novas",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-06 09:56:04-03","UFOP","OUPR","23613","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Badini, J.","s.n.","1976","02","19",NA,"Brasil",NA,NA,"Erva, flor branco-sverdeada. Rochas úmidas",NA,NA,NA,"A.St.-Hil. & Girard","Fromm-Trinta, E.","Serra de Lavras Novas",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:02:22-03","FURB","FURB","3958","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.; Barbosa, E.",NA,"2005","09","22",NA,"Brasil",NA,NA,NA,"FURB02056",NA,NA,"A.St.-Hil. & Girard","Hatschbach, G","Serra do Cabral, próximo do Rio Embaiassaia.","FURB02056","Minas Gerais","-44.1721992492676","-17.7574996948242",NA,NA,"Joaquim Felício",NA,NA,"37503","auto","2005","10","01",NA,NA,NA,NA,NA,NA
"148","2019-02-21 19:34:16-03","UNEMAT","HERBAM","2816","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Soares, C.R.A.; Zappi, D.C.; Frisby, S.; Milliken, W.; Forte, A.F.; Silva, D.R. & Lindolfo, L.F.","3213","2011","03","10",NA,"Brasil",NA,NA,NA,"HERBAM002816",NA,NA,"A.St.-Hil. & Girard",NA,"Parque Estadual do Xingu, Campo rupestre da Amazônia sobre rochas de arenito, em pequena cachoeira.",NA,"Mato Grosso","-52.650278","-9.756667","289","289","Santa Cruz do Xingu","-52.650278","-9.756667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-30 11:23:46-03","UFES","VIES","45729","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rangel, E.B.; Mendes, P.D.; Fonseca, R.S.; Iglesias, D.T.","49","2019","08","27",NA,"Brasil",NA,NA,NA,"VIES045729",NA,NA,"A.St.-Hil. & Girard","F.M. Guedes","Área próxima a sede. Parque Estadual de Serra Nova e Talhado","VIES045729","Minas Gerais","-42.739444","-15.647222",NA,NA,"Rio Pardo de Minas","42º44'22''W","15º38'50''S",NA,NA,"2020","09","23",NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:31:30-03","MBM","MBM","260204","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","glazioviana","Utricularia glazioviana","Barreto, M.","10716","1940","03","21","Southern America","Brazil",NA,NA,NA,"MBM260204",NA,NA,"Warm. ex Glaz.","Barreto, M.","Serra do Cipó, km 121","MBM260204","Minas Gerais","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:31:30-03","MBM","MBM","260203","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","glazioviana","Utricularia glazioviana","Magalhães, M.","1287","1942","01","18","Southern America","Brazil",NA,NA,NA,"MBM260203",NA,NA,"Warm. ex Glaz.",NA,"Serra de Lavras Novas","MBM260203","Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:31:31-03","MBM","MBM","231153","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66621",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM231153",NA,NA,"A. St.-Hil. & Girard","Hatschbach, G.","Rio Casca","MBM231153","Mato Grosso",NA,NA,NA,NA,"Campos Verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:31:31-03","MBM","MBM","237258","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Arroyo, L.; et al.; et al.","743",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,"MBM237258",NA,NA,"A. St.-Hil. & Girard","Ritter, N.",NA,"MBM237258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:31:31-03","MBM","MBM","275237","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Renato, M.S.","18808","1982","02","14","Southern America","Brazil",NA,NA,NA,"MBM275237",NA,NA,"A. St.-Hil. & Girard","Fromm-Trinta, E.","Parque Estadual de Ibitipoca","MBM275237","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:31:31-03","MBM","MBM","31644","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.","32429",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM031644",NA,NA,"A. St.-Hil. & Girard","Taylor, P.","Sete Quedas","MBM031644","Mato Grosso",NA,NA,NA,NA,"Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:31:31-03","MBM","MBM","383247","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","4882","2013","04","16","Southern America","Brazil",NA,NA,"Erva aquática, submersa; flores alvas.; Rio cortando Campo Cerrado.","MBM383247",NA,NA,"A. St.-Hil. & Girard","Saridakis, D.P.","RPPN Serra do Tombador, trilha Mata do Borá","MBM383247","Goiás","-47.809111","-13.68175","836","836","Cavalcante","-47.809111","-13.68175",NA,NA,"2013","05","08",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:31:31-03","MBM","MBM","41845","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Pereira, E.","2573",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM041845",NA,NA,"A. St.-Hil. & Girard","Pabst, G.","Caracas","MBM041845","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:31:31-03","MBM","MBM","251298","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.; et al.; et al.","70222","2000","02","16","Southern America","Brazil",NA,NA,NA,"MBM251298",NA,NA,"A. St.-Hil. & Girard","Hatschbach, G.","Serra dos Pireneus, Fazenda Solar dos Pireneus","MBM251298","Goiás","-48.9592018127441","-15.852499961853",NA,NA,"Pirenópolis",NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:31:31-03","MBM","MBM","44817","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.","36462",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM044817",NA,NA,"A. St.-Hil. & Girard","Taylor, P.","Rod. BR-269, km 10","MBM044817","Minas Gerais","-43.6002998352051","-18.2493991851807",NA,NA,"Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:31:31-03","MBM","MBM","26203","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31718",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM026203",NA,NA,"A. St.-Hil. & Girard","Taylor, P.","Rodovia Guinda - Conselheiro Mata","MBM026203","Minas Gerais","-43.6002998352051","-18.2493991851807",NA,NA,"Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:31:31-03","MBM","MBM","20219","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","28772",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM020219",NA,NA,"A. St.-Hil. & Girard","Taylor, P.","Serra do Cipó","MBM020219","Minas Gerais","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:31:31-03","MBM","MBM","271761","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72028","2001","05","15","Southern America","Brazil",NA,NA,NA,"MBM271761",NA,NA,"A. St.-Hil. & Girard","Hatschbach, G.","Serra do Cabral","MBM271761","Minas Gerais","-44.1721992492676","-17.7574996948242",NA,NA,"Joaquim Felício",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:31:31-03","MBM","MBM","209585","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","66213",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM209585",NA,NA,"A. St.-Hil. & Girard","Hatschbach, G.","Serra do Cabral","MBM209585","Minas Gerais","-44.1721992492676","-17.7574996948242",NA,NA,"Joaquim Felício",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:31:31-03","MBM","MBM","91614","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Pirani, J.R.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM091614",NA,NA,"A. St.-Hil. & Girard","Taylor, P.; Trinta, E.F.","Rodovia Belo Horizonte - Conceição do Mato Dentro","MBM091614","Minas Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:31:31-03","MBM","MBM","136064","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54377",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM136064",NA,NA,"A. St.-Hil. & Girard","Hatschbach, G.","Torre da TELEMIG, Barro Branco","MBM136064","Minas Gerais","-43.7407989501953","-18.4543991088867",NA,NA,"Gouveia",NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:31:31-03","MBM","MBM","67714","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.","42877",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM067714",NA,NA,"A. St.-Hil. & Girard","Hatschbach, G.","Serra de Pipiri","MBM067714","Minas Gerais","-42.8897018432617","-16.5594005584717",NA,NA,"Grão Mogol",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2015-09-04 08:06:23-03","MNHN","RECOLNAT_MNHN_P","P03573980","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Gardner",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573980' target='other'> <mi>dwc_moreinfo</mi></a>","P03573980",NA,NA,"A.St.-Hil. & Girard",NA,NA,"P03573980_01","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3960",NA,NA,NA
"168","2018-01-16 16:26:58-02","MNHN","RECOLNAT_MNHN_P","P00603374","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603374' target='other'> <mi>dwc_moreinfo</mi></a>","P00603374",NA,NA,"A.St.-Hil. & Girard","Saint-Hilaire","Province de minas Geraes. [..Toporoca Tapanhuacanga]","P00603374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 907","holotype",NA,NA
"169","2015-09-19 17:43:56-03","MNHN","RECOLNAT_MNHN_P","P00603375","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603375' target='other'> <mi>dwc_moreinfo</mi></a>","P00603375",NA,NA,"A.St.-Hil. & Girard","Saint-Hilaire","Province de minas Geraes. [..Toporoca Tapanhuacanga]","P00603375_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 907","isotype",NA,NA
"170","2015-09-04 08:06:03-03","MNHN","RECOLNAT_MNHN_P","P03573971","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Gaillard",NA,"1887","6","20",NA,"Venezuela","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573971' target='other'> <mi>dwc_moreinfo</mi></a>","P03573971",NA,NA,"A.St.-Hil. & Girard",NA,"Bords de l´Orénoque. Quebrada de Zamma.","P03573971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA
"171","2015-09-04 08:06:23-03","MNHN","RECOLNAT_MNHN_P","P03573972","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Chaffanjon",NA,NA,NA,NA,NA,"Venezuela","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573972' target='other'> <mi>dwc_moreinfo</mi></a>","P03573972",NA,NA,"A.St.-Hil. & Girard",NA,"Bords de l´Orénoque.","P03573972_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181",NA,NA,NA
"172","2015-09-04 08:06:23-03","MNHN","RECOLNAT_MNHN_P","P03573974","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glaziou, A.",NA,"1883","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573974' target='other'> <mi>dwc_moreinfo</mi></a>","P03573974",NA,NA,"A.St.-Hil. & Girard",NA,NA,"P03573974_01","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15183",NA,NA,NA
"173","2015-09-04 08:06:23-03","MNHN","RECOLNAT_MNHN_P","P03573975","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glaziou, A.",NA,"1884","2","21",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573975' target='other'> <mi>dwc_moreinfo</mi></a>","P03573975",NA,NA,"A.St.-Hil. & Girard",NA,"Serra do Batatal.","P03573975_01","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17686",NA,NA,NA
"174","2015-09-04 08:06:23-03","MNHN","RECOLNAT_MNHN_P","P03573976","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Weddell, H.A.",NA,"1844","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573976' target='other'> <mi>dwc_moreinfo</mi></a>","P03573976",NA,NA,"A.St.-Hil. & Girard",NA,NA,"P03573976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2548",NA,NA,NA
"175","2015-09-04 08:06:23-03","MNHN","RECOLNAT_MNHN_P","P03573981","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573981' target='other'> <mi>dwc_moreinfo</mi></a>","P03573981",NA,NA,"A.St.-Hil. & Girard",NA,NA,"P03573981_01","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15183",NA,NA,NA
"176","2015-09-04 08:06:23-03","MNHN","RECOLNAT_MNHN_P","P03573982","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glaziou, A.",NA,"1895","5","2",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573982' target='other'> <mi>dwc_moreinfo</mi></a>","P03573982",NA,NA,"A.St.-Hil. & Girard",NA,"Cabeceira do Rio Gama, au Colombista dans léan courante.","P03573982_01","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21830",NA,NA,NA
"177","2015-09-04 08:06:23-03","MNHN","RECOLNAT_MNHN_P","P03573983","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glaziou, A.",NA,"1894","9","8",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573983' target='other'> <mi>dwc_moreinfo</mi></a>","P03573983",NA,NA,"A.St.-Hil. & Girard",NA,"Abbade, prés de Meia Ponte dans le missean posque Sec.","P03573983_01","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21831",NA,NA,NA
"178","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03573984","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Blanchet",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573984' target='other'> <mi>dwc_moreinfo</mi></a>","P03573984",NA,NA,"A.St.-Hil. & Girard",NA,NA,"P03573984_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2864",NA,NA,NA
"179","2015-09-04 10:52:12-03","MNHN","RECOLNAT_MNHN_P","P04425358","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","2","17",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04425358' target='other'> <mi>dwc_moreinfo</mi></a>","P04425358",NA,NA,"A.St.-Hil. & Girard",NA,"Serra das Almas.Lower NE slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas.","P04425358_01","Bahia",NA,NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19515",NA,NA,NA
"180","2016-03-17 12:22:29-03","MNHN","RECOLNAT_MNHN_P","P04425359","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Harley, R.M.",NA,"1977","2","17",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04425359' target='other'> <mi>dwc_moreinfo</mi></a>","P04425359",NA,NA,"A.St.-Hil. & Girard",NA,"Serra das Almas.","P04425359_01","Bahia","-41.95","-13.55","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19515",NA,NA,NA
"181","2015-09-04 10:49:34-03","MNHN","RECOLNAT_MNHN_P","P04428307","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, H.S.|Ramos, J.|Onishi, E.|Santos, R.R.|Souza, R.|Fonsêca, S.F.",NA,"1970","1","29",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04428307' target='other'> <mi>dwc_moreinfo</mi></a>","P04428307",NA,NA,"A.St.-Hil. & Girard",NA,"Ca. 35 km N.E. of Patrocínio. Morro das Pedras.","P04428307_01","Minas Gerais",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25626",NA,NA,NA
"182","2015-09-04 10:49:35-03","MNHN","RECOLNAT_MNHN_P","P04428931","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Kalin Arroyo, A.M.T.|Hill, S.R.|dos Santos, R.R.|Souza, R.",NA,"1973","3","8",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04428931' target='other'> <mi>dwc_moreinfo</mi></a>","P04428931",NA,NA,"A.St.-Hil. & Girard",NA,"Goiás.","P04428931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6623",NA,NA,NA
"183","2015-09-04 10:49:37-03","MNHN","RECOLNAT_MNHN_P","P04428969","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Anderson, W.R.",NA,"1973","11","8",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04428969' target='other'> <mi>dwc_moreinfo</mi></a>","P04428969",NA,NA,"A.St.-Hil. & Girard",NA,"Chapada dos Veadeiros; 16/17km by road N of Alto Paraiso, region of grassy cerrado .","P04428969_01","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6623",NA,NA,NA
"184","2020-10-01 14:21:50-03","JBB","HEPH","14025","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Oliveira, RC","1050","1998","05","01","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Baleiro-Souza, PC","Fazenda Água Fria próximo a Sede",NA,"Goiás","-47.509167","-14.0725",NA,NA,"Alto Paraíso de Goiás","-47.509167","-14.0725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
