"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"279","2020-08-31 08:59:17-03","INPA","INPA","122332","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Amaral, IL do","1530","1984","02","13","Southern America","Brasil",NA,NA,NA,"INPA0122332","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Taylor, PG","Serra do Aracá, Platô da Serra Aracá, parte SE da Serra Norte; vegetação sobre pedras (arenito); planta aquática sobre pedras da cachoeira.","INPA0122332 INPA0122332_d INPA0122332_e","Amazonas","-63.366667","0.85","1150","1250","Barcelos","-63.366667","0.85",NA,NA,"1986","01",NA,NA,NA,NA,NA,NA,NA
"280","2020-08-31 08:59:17-03","INPA","INPA","132725","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Prance, GT","29069","1984","02","14","Southern America","Brasil",NA,NA,NA,"INPA0132725","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Taylor, PG","Serra do Aracá, Plateau of northern massif of Serra Aracá. Southrn extremity of northern Plateau of Serra Aracá. Plateau savanna. Growing in flowing water in small stream.","INPA0132725 INPA0132725_d INPA0132725_e","Amazonas","-63.356111","0.865833","1200","1200","Barcelos","-63.356111","0.865833",NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-08-31 08:59:17-03","INPA","INPA","136372","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Silva, ASL da","1922","1984","03","20","Southern America","Brasil",NA,NA,NA,"INPA0136372","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Baleeiro-Souza, PC","Serra dos Carajás, Pará, Marabá, Serra dos Carajás. N-4, próximo a transição para a mata. Campo rupestre, solo de canga e na mata de terra firme.","INPA0136372 INPA0136372_e INPA0136372_nd","Pará","-50.4","-5.8",NA,NA,"Marabá","-50.4","-5.8",NA,NA,"2012","08",NA,NA,NA,NA,NA,NA,NA
"282","2020-08-31 08:59:17-03","INPA","INPA","203826","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Huber, O","10978","1985","10","20","Southern America","Venezuela",NA,NA,NA,"INPA0203826","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Taylor, PG","Cedeño: Serranía Guanay, sector nororiental. Atiplanicie poco disectada, inclinada hacia el S y SW, en las cabeceras más orientales del Río Parguaza.","INPA0203826 INPA0203826_e","Bolívar","-66.383333","5.916667","1700","1700",NA,"-66.383333","5.916667",NA,NA,"1993","03",NA,NA,NA,NA,NA,NA,NA
"283","2021-01-10 20:44:37-03","INPA","INPA","233283","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Meneguzzo, TEC","94","2009","03","14","Southern America","Brasil",NA,NA,NA,"INPA0233283","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Albuquerque, VBA; Péres Junior, AK","Fazenda Água Limpa divisa com Reserva Ecológica do IBGE.","INPA0233283 INPA0233283_e","Distrito Federal","-47.933333","-15.883333","1080","1080",NA,"-47.933333","-15.883333",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-08-31 08:59:17-03","INPA","INPA","48982","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS","32753","1971","03","20","Southern America","Brasil",NA,NA,NA,"INPA0048982","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Taylor, PG","Chapada dos Veadeiros; rushing water of riacho; cerrado on sandstone outcrops with adjacent wet campo (brejo), ca. 20 Km N of Alto do Paraíso, elev. ca. 1250 m.",NA,"Goiás","-47.5167","-13.93593",NA,NA,NA,"-47.5167","-13.93593",NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-08-31 08:59:17-03","INPA","INPA","48983","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS","34212","1972","01","15","Southern America","Brasil",NA,NA,NA,"INPA0048983","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Taylor, PG","Serra dos Pirineus, ca. 18 Km E. of Pirenópolis; rooted on rocks in running water of cerrado brook; rock slope.",NA,"Goiás","-48.78195","-15.85","1000","1000",NA,"-48.78195","-15.85",NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-01-10 20:44:37-03","INPA","INPA","76686","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Zarucchi, JL","2132","1976","09","25","Southern America","Colômbia",NA,NA,NA,"INPA0076686","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Taylor, PG","Mitú and vicinity; lower Río Kubiyú, open areas in savanna.","INPA0076686 INPA0076686_e INPA0076686_e1","Vaupes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-08-31 08:59:17-03","INPA","INPA","146659","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Henderson, AJ","284","1985","04","20","Southern America","Brasil",NA,NA,NA,"INPA0146659","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Rodrigues, K","BR 230, 120 km de Humaita, BR 230 Estrada Transamazônica, 150 km from Humaitá on Estrada do Estanho, 120 km on this road. Campo.","INPA0146659 INPA0146659_1 INPA0146659_1e INPA0146659_e","Amazonas","-61.25","-8.916667",NA,NA,"Humaitá","-61.25","-8.916667",NA,NA,"2017","01","19",NA,NA,NA,NA,NA,NA
"288","2020-08-31 08:59:17-03","INPA","INPA","114408","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Huber, O","4391","1979","10","07","Southern America","Brasil",NA,NA,NA,"INPA0114408","Dicotyledon Asterids","Lamiales","A.St.-Hil. & Girard","Taylor, PG","En la sabana abierta.","INPA0114408 INPA0114408_e","Amazonas","-65.533333","4.45","1100","1100",NA,"-65.533333","4.45",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-12-19 11:19:21-03","UFG","UFG","7906","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rizzo, J.A.","7572","1972","02","04",NA,"Brasil",NA,NA,"Cerrado úmido, ca. de 10 cm. Corola branca.","UFG0007906",NA,NA,"A.St.-Hil. & Girard","Lopes, F.R.","Parque Nacional da Chapada dos Veadeiros","UFG0007906","Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"Alto Paraíso de Goiás",NA,NA,"44724","auto","1999","04","22",NA,NA,NA,NA,NA,NA
"290","2020-04-24 12:31:16-03","UFG","UFG","61659","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Silva, M.A. da; et al.","2126","1994","07","19",NA,"Brasil",NA,NA,"Erva aquática, flores amarelo claras.","UFG0061659",NA,NA,"A.St.-Hil. & Girard","Alburqueque, V.","Chapada dos Veadeiros","UFG0061659","Goiás","-47.520278","-14.0025",NA,NA,"Alto Paraiso","-47.520278","-14.0025",NA,NA,"2010","05","06",NA,NA,NA,NA,NA,NA
"291","2019-12-19 11:19:21-03","UFG","UFG","50818","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J.R. Pirani; et al.","1891","1987","02","08",NA,"Brasil",NA,NA,NA,"UFG0050818",NA,NA,"A.St.-Hil. & Girard","M.A. Correa","Chapada dos Veadeiros","UFG0050818","Goiás","-47.45","-13.966667",NA,NA,"Alto Paraíso de Goiás","-47.45","-13.966667",NA,NA,"1997","07","31",NA,NA,NA,NA,NA,NA
"292","2020-12-07 12:15:10-03","UFG","UFG","62113","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Cordeiro, J.; et al.","4882","2013","05","08",NA,"Brasil",NA,NA,"Erva aquática, submersa, flores alvas. Rio cortando campo cerrado.","UFG0062113",NA,NA,"A.St.-Hil. & Girard","Saridakis, D.P.","Serra do Tombador","UFG0062113","Goiás","-47.809056","-13.68175","836","836","Cavalcante","-47.809056","-13.68175",NA,NA,"2013","05","08",NA,NA,NA,NA,NA,NA
"293","2019-12-19 11:19:21-03","UFG","UFG","6369","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rizzo, J.A.; Barbosa, A.","6269","1971","05","05",NA,"Brasil",NA,NA,"Cerrado, grota com água na pedra. Corola branca.","UFG0006369",NA,NA,"A.St.-Hil. & Girard","Pott, V.J.","Parque Estadual da Serra dos Pireneus","UFG0006369","Goiás","-48.9592018127441","-15.852499961853",NA,NA,"Pirenópolis",NA,NA,"40887","auto","2010","07","28",NA,NA,NA,NA,NA,NA
"294","2019-12-19 11:19:21-03","UFG","UFG","18984","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","César, R.; Gomes-Klein, V.L.","84","1994","04","16",NA,"Brasil",NA,NA,"Erva, ca. de 15 cm. Bastante frequente no meio de um córrego, fixada no substrato arenoso. Botões e flores amarelo muito claro.","UFG0018984",NA,NA,"A.St.-Hil. & Girard","Lopes, F.R.","Parque Estadual da Serra dos Pireneus","UFG0018984","Goiás","-48.9592018127441","-15.852499961853","1250","1250","Pirenópolis",NA,NA,"40887","auto","1999","04","22",NA,NA,NA,NA,NA,NA
"295","2019-12-19 11:19:21-03","UFG","UFG","15115","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Gomes-Klein, V.L.; et al.","2468","1994","06","25",NA,"Brasil",NA,NA,"Planta aquática de 15 cm de altura. Flores alvas.","UFG0015115",NA,NA,"A.St.-Hil. & Girard","Lopes, F.R.","Parque Nacional da Chapada dos Veadeiros","UFG0015115","Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"Alto Paraíso de Goiás",NA,NA,"44724","auto","1999","04","22",NA,NA,NA,NA,NA,NA
"296","2019-12-19 11:19:21-03","UFG","UFG","9083","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rizzo, J.A.","8992","1973","04","26",NA,"Brasil",NA,NA,"Planta aquática. Pequeno córrego. Corola amarelo-claro.","UFG0009083",NA,NA,"A.St.-Hil. & Girard","Lopes, F.R.","Serra dos Topázios","UFG0009083","Goiás","-47.6136016845703","-16.7686004638672",NA,NA,"Cristalina",NA,NA,"85457","auto","1999","04","22",NA,NA,NA,NA,NA,NA
"297","2019-06-10 10:10:57-03","FZB-BH","BHZB","3901","S","Plantae","Lentibulariaceae","Utricularia","cf. neottioides","Utricularia cf. neottioides","Ordones, J.","808","2001","07","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Caraça/ Campo de Fora",NA,"MG","-43.4075012207031","-20.0746994018555",NA,NA,"Catas Altas",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-06-10 10:10:57-03","FZB-BH","BHZB","11780","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Maielo, L.",NA,"2016","03","25",NA,"Brasil",NA,NA,"Doação de duplicata para Herbário MG -Museu Paraense Emílio Goeldi em Março 2017",NA,NA,NA,NA,NA,"Lagoa do Amendoim",NA,"PA","-50.3725","-6.399722","718","718","Canaã dos Carajás","50º 22' 21W","6º 23' 59S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-06-10 10:10:57-03","FZB-BH","BHZB","11781","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Maielo, L.",NA,"2016","03","26",NA,"Brasil",NA,NA,"Doação de duplicata para Herbário MG -Museu Paraense Emílio Goeldi em Março 2017",NA,NA,NA,NA,NA,"Riacho temporário, bloco C",NA,"PA","-50.387778","-6.377222","730","730","Canaã dos Carajás","50º 23' 16W","6º 22' 38S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-03-01 11:48:23-03","UFPE","UFP","14986","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Luceño, M; Alves, M; Vanzela, A; Mendes, AP; et al.","EBNN441","1996","06","24",NA,"Brasil",NA,NA,"COORD.: 13º32'S - 41º57'.; Riacho. Planta de aproximadamente 10cm de altura. Flores branco-amareladas. Frequente.","UFP014986",NA,NA,"A. St.-Hil & Girard","Campos, GL",NA,NA,"Bahia",NA,NA,"1400","1550","Rio das Contas",NA,NA,NA,NA,"2000","03","28",NA,NA,NA,NA,NA,NA
"301","2021-03-01 11:48:23-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rosa, PO; Chacon, RG; Sampaio, RC; Cruz, RS; Tinti, BV","1856","2017","05","29",NA,"Brasil",NA,NA,"Erva ca. 0,2m. Flores alvas.; Campo rupestre.",NA,NA,NA,"A. St.-Hil & Girard","Guedes, FM",NA,NA,"Goiás","-47.841389","-15.8825",NA,NA,"Pirenopólis","-47.841389","-15.8825",NA,NA,"2018","03","27",NA,NA,NA,NA,NA,NA
"302","2021-03-01 11:48:23-03","UFPE","UFP","85576","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rosa, PO; Chacon, RG; Sampaio, RC; Cruz, RS; Tinti, BV","1856","2017","05","29",NA,"Brasil",NA,NA,"Erva ca. 0,2m. Flores alvas.; Campo rupestre.","UFP085576",NA,NA,"A. St.-Hil & Girard","Guedes, FM",NA,NA,"Goiás","-47.841389","-15.8825",NA,NA,"Pirenopólis","-47.841389","-15.8825",NA,NA,"2018","03","27",NA,NA,NA,NA,NA,NA
"303","2020-09-12 05:00:02-03","US","US","3189361","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","D. Alvarenga & E. C. Lopes","586","1990","2","14","South America - Neotropics","Brazil",NA,NA,NA,"US03216471",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Área do Cristo Redentor.","US03216471_01","Distrito Federal","-47.8961","-15.915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"304","2020-09-12 05:00:02-03","US","US","2860078","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","S. A. Mori, R. M. King, T. S. Santos & J. Hage","12489","1979","7","24","South America - Neotropics","Brazil",NA,NA,NA,"US03216476",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Região Cacaueira da Bahia, Município de Rio de Contas. Pico das Almas, a 18 km ao SNW de Rio de Contas. Campo Rupestre.","US03216476_01","Bahia","-41.95","-13.55","1300","1600",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"305","2020-09-12 05:00:02-03","US","US","2582408A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","12511","1966","2","10","South America - Neotropics","Brazil",NA,NA,NA,"US03216472",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Chapada dos Veadeiros, Rocky slopes, west campo, and creek margin, Chapada dos Veadeiros, ca. 20 km. W. of Veadeiros.","US03216472_01","Goiás",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"306","2020-09-12 05:00:02-03","US","US","1932609","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","L. O. Williams & V. Assis","5795","1945","2","28","South America - Neotropics","Brazil",NA,NA,NA,"US03216488",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Vicinity of Lagôa Grande, Serra da Mutuca, Municipio of Nova Lima.","US03216488_01","Minas Gerais",NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"307","2020-09-12 05:00:02-03","US","US","3276278","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. H. Kirkbride","4793","1982","6","2","South America - Neotropics","Brazil",NA,NA,NA,"US03216459",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Perto do Ribeiro Sobradinho.","US03216459_01","Distrito Federal","-47.73","-15.75","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"308","2020-09-12 05:00:02-03","US","US","2937336","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. Hatschbach","42877","1980","3","22","South America - Neotropics","Brazil",NA,NA,NA,"US03216470",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Serra do Pipiri (mun. Grão Mogol).","US03216470_01","Minas Gerais",NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"309","2020-09-12 05:00:02-03","US","US","1066827","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","-- Gardner","3960",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US03216487",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Goyaz.","US03216487_01","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"310","2020-09-12 05:00:02-03","US","US","1664313","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Y. Mexia","5883","1931","5","21","South America - Neotropics","Brazil",NA,NA,NA,"US03216483",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Districto Diamantina. Barão; Serra de Capão.","US03216483_01","Minas Gerais",NA,NA,"1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"311","2020-09-12 05:00:02-03","US","US","2576378","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","B. Maguire & L. Politi","27577","1948","12","10","South America - Neotropics","Venezuela",NA,NA,NA,"US00796187",NA,"Scrophulariales","A. St.-Hil. & Girard","Taylor, P.","Cerro Sipapo (Paráque), Savanna Camp, Campo Grande",NA,"Amazonas","-67.4","4.95","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"312","2020-09-12 05:00:02-03","US","US","2842183","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","24489","1969","3","16","South America - Neotropics","Brazil",NA,NA,NA,"US03216469",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Chapada dos Veadeiros, Gallery woods and campo with outcrops, ca. 30km north of Veadeiros.","US03216469_01","Goiás",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"313","2020-09-12 05:00:02-03","US","US","2576351","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","B. Maguire & C. K. Maguire","35203","1953","2","12","South America - Neotropics","Venezuela",NA,NA,NA,"US00796185",NA,"Scrophulariales","A. St.-Hil. & Girard","Taylor, P.","Cerro Yutajé, left fork of Caño Yutajé","US00796185_01","Amazonas","-66.06","5.66","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"314","2020-09-12 05:00:02-03","US","US","2752686","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","W. Anderson, M. Stieber & J. H. Kirkbride","35453","1972","2","5","South America - Neotropics","Brazil",NA,NA,NA,"US03216460",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Serra do Espinhaço, Ca. 5km SW of Diamantina, Município de Diamantina, Km. 305 on M.G. 259.","US03216460_01","Minas Gerais",NA,NA,"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"315","2020-09-12 05:00:02-03","US","US","1989541","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. C. Cutler","7096","1942","9","6","South America - Neotropics","Bolivia",NA,NA,NA,"US03216491",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Near the arches, 5 km. north of Santiago de Chiquitos.","US03216491_01",NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"316","2020-09-12 05:00:02-03","US","US","1795807","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. Cuatrecasas","7671","1939","11","12","South America - Neotropics","Colombia",NA,NA,NA,"US03216479",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Río Guaviare: San José del Guaviare, terrenos graníticos, sabana.",NA,"Guaviare",NA,NA,"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"317","2020-09-12 05:00:02-03","US","US","2576355","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","B. Maguire & C. K. Maguire","35203","1953","2","12","South America - Neotropics","Venezuela",NA,NA,NA,"US00796188",NA,"Scrophulariales","A. St.-Hil. & Girard","Taylor, P.","Cerro Yutajé, left fork of Caño Yutajé","US00796188_01","Amazonas","-66.06","5.66","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"318","2020-09-12 05:00:02-03","US","US","3452656","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","19515",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US03216462",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Serra Das Almas, Lower N.E. slopes of the Pico das Almas, ca. 25 km. W.N.W. of the Vila do Rio de Contas.","US03216462_01","Bahia","-41.95","-13.55","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"319","2020-09-12 05:00:02-03","US","US","2752683","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","W. Anderson, M. Stieber & J. H. Kirkbride","35865","1972","2","12","South America - Neotropics","Brazil",NA,NA,NA,"US03216464",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Serra do Espinhaço, Eastern slopes of Pico do Itambé.","US03216464_01","Minas Gerais",NA,NA,"1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"320","2020-09-12 05:00:02-03","US","US","2544285","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","E. P. Heringer & Castellanos, --","6146",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US03216478",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Serra do Cipó.","US03216478_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"321","2020-09-12 05:00:02-03","US","US","1199792","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","E. H. Ule","2621","1892","3","3","South America - Neotropics","Brazil",NA,NA,NA,"US03216484",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,NA,"US03216484_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"322","2020-09-12 05:00:02-03","US","US","2197605","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","R. E. Schultes & I. Cabrera","17558","1952","9","19","South America - Neotropics","Colombia",NA,NA,NA,"US03216490",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Caño Paca, Randal Yo-ree-Lwe-ro, Río Piraparaná (tributary of Río Apaporis).",NA,"Vaupés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"323","2020-09-12 05:00:02-03","US","US","2752684","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, W. Anderson, M. Stieber & E. Lee","34212","1972","1","15","South America - Neotropics","Brazil",NA,NA,NA,"US03216463",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Serra dos Pireneus, Rocky slope, Serra dos Pireneus, ca. 18km E. of Pirenópolis.","US03216463_01","Goiás",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"324","2020-09-12 05:00:02-03","US","US","2582621A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, R. Souza & R. Reis dos Santos","11733","1966","1","18","South America - Neotropics","Brazil",NA,NA,NA,"US03216473",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Serra Dourada, Campo and cerrado, sandstone summit of Serra Dourada, ca. 20 km. S.E. of Goiás Velho.","US03216473_01","Goiás",NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"325","2020-09-12 05:00:02-03","US","US","2582424A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","12920","1966","2","16","South America - Neotropics","Brazil",NA,NA,NA,"US03216489",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Chapada dos Veadeiros, Granitic mountain, ca. 20 km. W. of Veadeiros.","US03216489_01","Goiás",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"326","2020-09-12 05:00:02-03","US","US","2706982","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. Hatschbach","28772",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US03216458",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Serra do Cipó (Jaboticatubas).","US03216458_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"327","2020-09-12 05:00:02-03","US","US","2569464A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. García Barriga & R. Jaramillo M.","17129","1959","1",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US03216486",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Llanos Orientales: La Macarena (Parte Sur); Rio Guayabero, Sabanas de Arenisca.","US03216486_01",NA,NA,NA,"235","700",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
