"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"151","2019-11-01 15:11:57-03","UnB","UB","203218","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Shimizu, GH","Borgerth, A","Southern America","Brasil",NA,"Árvore com mais ou menos 6m de altura, flores amarelas 80m s m; Mata secundária",NA,NA,"3","1968","01","15","Rio de Janeiro","Rio de Janeiro","Estrada Santa Marinha, 723, ao lado do Parque da Cidade de Gávea","-43.2075004577637","-22.9027996063232","6","6","57442","auto",NA,NA,NA,"2014","12","04",NA,NA,NA,NA
"152","2020-11-12 17:02:16-03","UEL","FUEL","29751","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Barbosa, A","Franco, G; et al.",NA,"Brasil",NA,NA,"FUEL000144",NA,"2923","2000","04","19","São Paulo","São Sebastião","Parque Estadual Serra do Mar","-45.533333","-23.733333",NA,NA,NA,NA,"-45.533333","-23.733333",NA,"2000","05",NA,NA,NA,NA,NA
"153","2020-11-12 17:02:16-03","UEL","FUEL","47381","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","França, F","Nascimento, FHF",NA,"Brasil",NA,NA,"FUEL000145",NA,"362","2000","04","01","Bahia","Rio do Pires","Campo do Cigano","-41.924722","-13.261944","1600","1600",NA,NA,"-41.924722","-13.261944",NA,"2001","08",NA,NA,NA,NA,NA
"154","2021-03-08 15:44:12-03","MN","R-TIPOS","7534","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Vianna, M.C.","Glaziou, A.F.M.",NA,"Brasil",NA,NA,"R000007534","R000007534_001","671","1863","12","12","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,"1975",NA,NA,"Isolectotypus de Vochysia oppugnata (Vell.) Warm.",NA,NA,NA
"155","2020-08-20 14:58:39-03","UFSC","FLOR","47787","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Nascimento, F.H.F.",NA,"Brasil",NA,"árvore, flor amarela, 15m altura. Folhas discolores, sub-coriáceas. Flores e botões amarelos.","FLOR0047787",NA,"340","2000","01","01","Bahia","Rio de Contas","Mata da base do Pico do Itoibira.","-41.883333","-13.366667","1650","1650",NA,NA,"41º53'W","13º22'S",NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-04 15:45:42-03","IF","SPSF","27650","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata",NA,NA,"G.A.D.C. Franco","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa de encosta&nf;;",NA,NA,"2923","2000","04","19","SP","São Sebastião","Parque Estadual da Serra do Mar","-45.533333","-23.733333",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-04 15:45:42-03","IF","SPSF","09784","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata",NA,"M.C.Vianna","Equipe Horto Florestal","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 7 a 12m altura; flores cor amarela.;",NA,NA,NA,"1927","01","08","RJ","Rio de Janeiro","mata do Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-04 15:45:42-03","IF","SPSF","09790","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata",NA,"M.C.Vianna","G.M.Nunes","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"196",NA,NA,NA,"RJ","Vassouras","Monte Sinai","-43.6624984741211","-22.4039001464844",NA,NA,"33844","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-04 15:45:42-03","IF","SPSF","04512","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","G.H.Shimizu","L.Assis","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1952","02","22","SP","São Paulo","Arboreto de Vila Amalia","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,"Magnoliopsida","2011","03","30",NA,NA,NA,NA
"160","2021-03-04 15:45:42-03","IF","SPSF","07271","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata",NA,"J.A.Pastore","A. Rodrigues","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1952","03","21","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,"Magnoliopsida","2985","08","26",NA,NA,NA,NA
"161","2021-03-04 15:45:42-03","IF","SPSF","03174","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata",NA,"J.A.Pastore","M.A. Cunha","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1952","02","02","SP","São Paulo","Vila Amália","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,"Magnoliopsida","1986","12","30",NA,NA,NA,NA
"162","2021-03-04 15:45:42-03","IF","SPSF","07359","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata",NA,NA,"B.Braga","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1959","02","05","SP","São Paulo","Vila Amália","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"163","2021-03-04 15:45:42-03","IF","SPSF","07400","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata",NA,NA,"B.Braga","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1961","08","15","SP","São Paulo","Vila Amália","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"164","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Mikan, JC",NA,"?",NA,NA,NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"in montosis silvaticis ad Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Glaziou, AFM",NA,"?",NA,"Nov.-Mart. florens",NA,"P13P2N0016","671",NA,NA,NA,NA,NA,"Habitat frequentissima ut videtur in provincia Rio de Janeiro, et a fere omnibus botanicis, in vicinia metropoleos lecta est, ex. gr. in monte Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Pohl, JBE",NA,"?",NA,NA,NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"in montosis silvaticis ad Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Warming, JEB",NA,"?",NA,"Nov.-Mart. florens",NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"Habitat frequentissima ut videtur in provincia Rio de Janeiro, et a fere omnibus botanicis, in vicinia metropoleos lecta est, ex. gr. in monte Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Riedel, L",NA,"?",NA,NA,NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"ibidem ad Mandiocca et José Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"?",NA,"?",NA,"Nov.-Mart. florens",NA,"P13P2N0016","3954",NA,NA,NA,NA,NA,"Habitat frequentissima ut videtur in provincia Rio de Janeiro, et a fere omnibus botanicis, in vicinia metropoleos lecta est, ex. gr. in monte Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Widgren, JF",NA,"?",NA,NA,NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"in montosis silvaticis ad Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Beyrich, HC",NA,"?",NA,"Febr. florens",NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"in silvis montium Serra d'Estrella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Riedel, L",NA,"?",NA,"Mart. flor.",NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"ad Castelnovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Gardner, G",NA,"?",NA,NA,NA,"P13P2N0016","5449",NA,NA,NA,NA,NA,"in montosis silvaticis ad Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Schüch (Barão de Capanema), G",NA,"?",NA,NA,NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"in montosis silvaticis ad Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Riedel, L",NA,"?",NA,NA,NA,"P13P2N0016","herb. Regns.n.",NA,NA,NA,NA,NA,"in montosis silvaticis ad Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Vauthier, AC",NA,"?",NA,NA,NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"in montosis silvaticis ad Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Guillemin, JB",NA,"?",NA,NA,NA,"P13P2N0016","s.n.",NA,NA,NA,NA,NA,"in montosis silvaticis ad Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-11-26 10:01:06-03","IBt","SP","366665","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Nascimento, FHF",NA,"Brasil",NA,NA,NA,NA,"4","1996","06","20","Bahia","Água Quente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-21 10:19:54-03","IBt","SP","205902","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Cunha, MA",NA,"Brasil",NA,NA,NA,NA,"s.n.","1952","02","02","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
