"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"243","2019-11-21 14:37:37-03","UFJF","CESJ","60044","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","D.S. Santiago; C.R. Fonseca","2","2012","05","18","América do Sul","Brasil",NA,NA,"Herbáceo, ca 50 cm.","CESJ060044","Angiosperma",NA,"(Klatt) Benth. & Hook.","D.S. Santiago","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No campo próximo a Mata de Araucária.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,"29865","auto","2013","03",NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-04-07 11:45:03-03","UFMS","CGMS","55627","PreservedSpecimen","Plantae","Iridaceae","Pseudotrimezia","juncifolia","Pseudotrimezia juncifolia","V.J. Pott; S.N. Moreira; A. Pott","11465","2012","10","08",NA,"Brasil",NA,NA,"Flor amarela. Fruto verde imaturo. Habitat: Campo úmido com arbustos, vereda com buriti. Solo areno-argiloso, superior orgânico. Relevo em vale. Mancha ocasional. Habito: Erva bulbosa.","CGMS1085594",NA,NA,"(Klatt) Lovo & A.Gil",NA,"Mato Grosso do Sul","Paraíso das Águas","Fazenda Potreiro do Sucuriú, estrada vicinal entre Costa Rica e Paraíso das Águas (15 km de Paraíso e 61 km de Costa Rica), a 20 km da estrada MS-316.","-53.165","-18.9825","500","500",NA,NA,NA,NA,NA,"2020",NA,"-53,165","-18,9825",NA,NA,NA,NA,NA,NA
"245","2021-04-07 11:45:03-03","UFMS","CGMS","65066","PreservedSpecimen","Plantae","Iridaceae","Pseudotrimezia","juncifolia","Pseudotrimezia juncifolia","G.C. Andrella; S.M.L. de Souza; L.C. Peinado; A. Pott","63","2017","10","24",NA,"Brasil",NA,NA,"Fruto verde. Habitat: Campo Cerrado Rupestre. Habito: Erva. 40 cm de altura.","CGMS1098027",NA,NA,"(Klatt) Lovo & A.Gil",NA,"Mato Grosso do Sul","Costa Rica","Parque Estadual dos Nascentes do Rio Taquari, Trilha dos Canyons. 58 Km da sede.","-53.3069444","-18.2341666","748","748",NA,NA,NA,NA,NA,"2020",NA,"-53,3069444","-18,2341666",NA,NA,NA,NA,NA,NA
"246","2021-04-07 11:45:03-03","UFMS","CGMS","59340","PreservedSpecimen","Plantae","Iridaceae","Pseudotrimezia","juncifolia","Pseudotrimezia juncifolia","S. Torrecilha; J.L.C.S. Almeida; G.P. Freitas; M.G.G. Carrijo","63","2015","11","16",NA,"Brasil",NA,NA,"EscapoFloral cerca de 90 cm de altura. Flor ausente. Habitat: Borda de Canyon,Campo Úmido de Vereda, sem buriti Habito: Erva anfíbea.","CGMS1089257",NA,NA,"(Klatt) Lovo & A.Gil",NA,"Mato Grosso do Sul","Costa Rica","Parque Estadual Nascentes do Taquari.","-53.3044444","-18.2308334","792","792",NA,NA,NA,NA,NA,"2020",NA,"-53,3044444","-18,2308334",NA,NA,NA,NA,NA,NA
"247","2021-04-07 11:45:03-03","UFMS","CGMS","65326","PreservedSpecimen","Plantae","Iridaceae","Pseudotrimezia","juncifolia","Pseudotrimezia juncifolia","R.C. Oliveira; A. Pott; L.K. Reis; P.T.A. Ojeda; D.M. Pineda","16","2017","10","26",NA,"Brasil",NA,NA,"Flor amarela e alaranjada. Habitat: Cerrado stricto sensu antropizado. Habito: Erva. 40 cm de altura.","CGMS1098287",NA,NA,"(Klatt) Lovo & A.Gil",NA,"Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari. Municipio de Costa Rica, fazenda 13 pontos.","-53.2130556","-17.9847222","853","853",NA,NA,NA,NA,NA,"2020",NA,"-53,2130556","-17,9847222",NA,NA,NA,NA,NA,NA
"248","2021-04-07 11:45:03-03","UFMS","CGMS","13629","PreservedSpecimen","Plantae","Iridaceae","Pseudotrimezia","juncifolia","Pseudotrimezia juncifolia","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6970","2004","04","06",NA,"Brasil",NA,NA,"Caule roliço, verde escuro. Bulbo avermelhado. Coleta de escapo apósFlorir da muda, em agosto de 2004. Habitat: Campo úmido estacional, graminoso com buritis (Mauritia flexuosa) e Paepalanthus giganteus.Solo arenoso. Relevo plano. Ha","CGMS1043076",NA,NA,"(Klatt) Lovo & A.Gil",NA,"Mato Grosso do Sul","Costa Rica","Rio Sucuriú, cerca de 500 m da ponte da cachoeira, lado direito do rio.","-53.1630556","-18.9869444","490","490",NA,NA,NA,NA,NA,"2020",NA,"-53,1630556","-18,9869444",NA,NA,NA,NA,NA,NA
"249","2021-04-07 11:45:03-03","UFMS","CGMS","28674","PreservedSpecimen","Plantae","Iridaceae","Pseudotrimezia","juncifolia","Pseudotrimezia juncifolia","S.A. Cunha","310","2009","02","11",NA,"Brasil",NA,NA,"Flor creme. Coordenadas originais 20°77#?#S 55°65#?#W Habitat: Cerrado Habito: Erva 30cm altura","CGMS1058130",NA,NA,"(Klatt) Lovo & A.Gil",NA,"Mato Grosso do Sul","Anastácio","Assentamento Monjolinho. Lote 77.","-55.8069000244141","-20.4836006164551","200","200",NA,NA,NA,"80799","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-04-07 11:45:03-03","UFMS","CGMS","52730","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","V.J. Pott; A. Pott","9777","2007","10","12",NA,"Brasil",NA,NA,"Flor amarela. Fruto verde, imaturo. Frequente;Folha filiforme. Habitat: Campo cerrado. Solo litólico (arenito). Relevo íngrime, encosta superior de serra. Habito: Erva bulbosa de 1,0 m e escapo de 30-50 cm de altura","CGMS1082697",NA,NA,"(Klatt) Benth. & Hook.","A. Pott; V.J. Pott","Mato Grosso do Sul","Alcinópolis","Fazenda São Bento, Parque Natural Municipal Templo dos Pilares, serra do Bom Jardim.","-53.6891666","-18.1486111","750","750",NA,NA,NA,NA,NA,NA,NA,"-53,6891666","-18,1486111",NA,NA,NA,NA,NA,NA
"251","2021-04-07 11:45:03-03","UFMS","CGMS","65553","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","V.J. Pott; A. Pott","12008","2015","11","16",NA,"Brasil",NA,NA,"Flor amarela. Fruto verde. Pétalas (3) externas, amarelas na metade superior; base marrom arroxeada com listras claras transversais. Pétalas (3) internas, parecidas com as externas, mas com extremidades amarelas com listras arroxeada","CGMS1098514",NA,NA,"(Klatt) Benth. & Hook.",NA,"Mato Grosso do Sul","Costa Rica","Parque Estadual das Nascentes do Rio Taquari (PENT). Cachoeirinha das Águas Emendadas, próximo do Cânion do Engano.","-53.3047222","-18.2308334","778","778",NA,NA,NA,NA,NA,NA,NA,"-53,3047222","-18,2308334",NA,NA,NA,NA,NA,NA
"252","2019-11-27 13:49:32-03","UFS","ASE","4210","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Viana, G","1348","1986","01","25","Southern America","Brasil",NA,NA,"erva. 60. cm. Flores variegadas.; erva. 60. cm. Flores variegadas.; Campo rupestre","ASE0015526","Magnoliophyta",NA,"Klatt","Viana, G","Minas Gerais","Ouro Preto","Serra de Lavras Novas","-43.3029","-20.1716",NA,NA,"ASE0015526",NA,NA,NA,NA,"1986","04","-43.3029","-20.1716","16",NA,NA,NA,NA,NA
"253","2021-03-01 16:19:58-03","UNICAMP","UEC","117325","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Marcondes-Ferreira, W; Kinoshita, LS; Dutilh, JHA","1425","1996","12","12",NA,"Brazil",NA,NA,"Ca. 20cm. Flores amarelo-alaranjado com pintas castanhas.","UEC083130","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Lovo, J","Minas Gerais",NA,"Serra da Canastra, Parte de cima da Casca d'Anta, beira do rio S. Francisco. Baixada antes do S. Francisco.",NA,NA,NA,NA,"UEC083130",NA,NA,NA,NA,"2006","02",NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-01 16:19:58-03","UNICAMP","UEC","148008","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Pott, VJR; Pott, A; Aragaki, S; Cristaldo, ACM; Santo, DRE","6970","2004","04","06",NA,"Brazil",NA,NA,"Erva ereta 1,2m. Caule roliço, verde escuro. Bulbo avermelhado.; Campo úmido estacional, graminoso com buritis (Mauritia flexuosa) e Paepalanthus speciosus. Solo arenoso, relevo plano.","UEC083127","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Mato Grosso do Sul","Costa Rica","Rio Sucuriú, Cerca de 500m da ponte da cachoeira. Lado direito do rio.","-53.163056","-18.986944","490","490","UEC083127",NA,NA,NA,NA,"2008","10","-53.163056","-18.986944",NA,NA,NA,NA,NA,NA
"255","2021-03-01 16:19:58-03","UNICAMP","UEC","19996","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Gabrielli, AC; et al.","349","1980","11","05",NA,"Brazil",NA,NA,"Erva ereta 50cm. Flores amarelas, com bulbo.","UEC083108","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Poços de Caldas","Campo do Saco","-46.564722","-21.838889",NA,NA,"UEC083108",NA,NA,NA,NA,"2008","10","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"256","2021-03-01 16:19:58-03","UNICAMP","UEC","171030","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","8381","2001","10","06",NA,"Brazil",NA,NA,"Herb from bulbous underground corm bearing one more or less terete leaf to nearly 1m long at flowering. Perianth parts with maroon banding basally and bright golden yellow and faint maroon banding distally.; Locally common in recently","UEC073199","Liliopsida",NA,"(Klatt) Benth. & Hook.f.",NA,"Minas Gerais","Moeda","Serra da Moeda. 1-2km beyond BR number 040 along the road to moeda.","-43.893333","-20.271667","1420","1420","UEC073199",NA,NA,NA,NA,NA,NA,"-43.893333","-20.271667",NA,NA,NA,NA,NA,NA
"257","2019-08-20 10:00:28-03","UNICAMP","UEC","17239","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Menezes, NL","839","1977","01","29",NA,"Brazil",NA,NA,NA,"UEC083116","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"UEC083116",NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-01 16:19:58-03","UNICAMP","UEC","171030","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","8381","2001","10","06",NA,"Brazil",NA,NA,"Herb from bulbous underground corm bearing one more or less terete leaf to nearly 1m long at flowering. Perianth parts with maroon banding basally and bright golden yellow and faint maroon banding distally.; Locally common in recently","UEC073200","Liliopsida",NA,"(Klatt) Benth. & Hook.f.",NA,"Minas Gerais","Moeda","Serra da Moeda. 1-2km beyond BR number 040 along the road to moeda.","-43.893333","-20.271667","1420","1420","UEC073200",NA,NA,NA,NA,NA,NA,"-43.893333","-20.271667",NA,NA,NA,NA,NA,NA
"259","2021-03-01 16:19:58-03","UNICAMP","UEC","17241","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Menezes, NL","497","1975","11","10",NA,"Brazil",NA,NA,"Floração abundante.; Cerrado.","UEC083134","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais",NA,"Serra do Cipó, Km 116.",NA,NA,NA,NA,"UEC083134",NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-01 16:19:58-03","UNICAMP","UEC","17242","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Cruz, ND; Shepherd, GJ; et al.","6338","1977","11","18",NA,"Brazil",NA,NA,"Herbácea até 80cm. Flores amarelas.; Beira de mata e campo aberto.","UEC083112","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais",NA,"Serra do Caraça, Ca. 70 Km suleste de Belo Horizonte. Caminho para a cascatinha.",NA,NA,NA,NA,"UEC083112",NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-01 16:19:58-03","UNICAMP","UEC","17249","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Shepherd, GJ; Semir, J; Salgado, PR; Andrade, JB","7014","1978","02","20",NA,"Brazil",NA,NA,"Erva de 50cm. Flores alaranjadas (foto G.J.S.). (mat. Fixado).; Em campo rupestre e cerrado.","UEC083109","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais",NA,"Reserva de Furnas",NA,NA,"900","1000","UEC083109",NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-01 16:19:58-03","UNICAMP","UEC","17250","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","3730","1976","11","28",NA,"Brazil",NA,NA,"Herbácea. Flores laranjas.","UEC083135","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Goiás",NA,"Estrada Alto Paraíso a Campo Belo, Km 17",NA,NA,NA,NA,"UEC083135",NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-01 16:19:58-03","UNICAMP","UEC","17251","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","3672","1976","11","27",NA,"Brazil",NA,NA,"Herbácea. Flores amarelas.","UEC083138","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Goiás",NA,"Km 80.",NA,NA,NA,NA,"UEC083138",NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-01 16:19:58-03","UNICAMP","UEC","20631","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Macedo, M; Duarte, A; Assumpção, S","1003","1978","12","16",NA,"Brazil",NA,NA,"Herbáceo. Flor amarela. Muito frequente.; Cerrado. Solo argilo-arenoso úmido.","UEC083142","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Mato Grosso",NA,"Chapada dos Guimarães, Proximidade da Ponte da Salgadeira.","-55.804167","-15.290278","793","793","UEC083142",NA,NA,NA,NA,"2008","10","-55.804167","-15.290278",NA,NA,NA,NA,NA,NA
"265","2019-08-20 10:00:28-03","UNICAMP","UEC","23767","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Pereira, SC; et al.","820","1981","02","04",NA,"Brazil",NA,NA,NA,"UEC083106","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Poços de Caldas","Campo do Saco","-46.564722","-21.838889",NA,NA,"UEC083106",NA,NA,NA,NA,"2008","10","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"266","2021-03-01 16:19:58-03","UNICAMP","UEC","203306","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Pires, TP; Duarte, LSC; Lima, GM","170","2018","10","18",NA,"Brazil",NA,NA,"Hábito: Herbáceo. Altura: 50cm. Látex: Ausente. Cor: Sépalas e pétalas amarelas tigradas, pólen verde fluorescente. Odor: Ausente. Outros: 3 estames, 3 carpelos e presença de néctar.; Local: Pleno sol. Solo: Arenoso, em meio a braqui","UEC178053","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Pires, TP","São Paulo","Jundiaí","Unidade de Desenvolvimento Ambiental (UNIDAM)","-47.498333","-23.269414",NA,NA,"UEC178053_v01 UEC178053_v02 UEC178053_v03 UEC178053_v04",NA,NA,NA,NA,"2018","10","-47.498333","-23.269414","18",NA,NA,NA,NA,NA
"267","2021-03-01 16:19:58-03","UNICAMP","UEC","29693","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Leitão Filho, HF; Shepherd, GJ; Yamamoto, K; Joly, CA","1868","1982","12","02",NA,"Brazil",NA,NA,"Herbáceo. Flores amarelas.","UEC083122","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Poços de Caldas","Morro do Ferro.","-6.564722","-21.838889",NA,NA,"UEC083122",NA,NA,NA,NA,"2008","10","-6.564722","-21.838889",NA,NA,NA,NA,NA,NA
"268","2021-03-01 16:19:58-03","UNICAMP","UEC","4201","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Leitão Filho, HF; Shepherd, GJ; Yamamoto, K; Joly, CA","1868","1982","12","02",NA,"Brazil",NA,NA,"Herbáceo. Flores amarelas.","UEC094271","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Poços de Caldas","Morro do Ferro.","-6.564722","-21.838889",NA,NA,"UEC094271",NA,NA,NA,NA,"2008","10","-6.564722","-21.838889",NA,NA,NA,NA,NA,NA
"269","2021-03-01 16:19:58-03","UNICAMP","UEC","43044","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Ratter, JA; Shepherd, GJ; Tamashiro, JY; Argent, GCG","R.4973","1983","11","23",NA,"Brazil",NA,NA,"Bulbous herb. 40cm tall. Distal parts of outer perianth whorl yellow striped with brown; cup dull yellow patterned with purplish brown blotches. Anthers and style yellow. Pollen green.; In low, open, grassy cerrado.","UEC083136","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","São Paulo","Angatuba","Instituto Florestal de SP, Floresta de Angatuba.","-48.416667","-23.45",NA,NA,"UEC083136",NA,NA,NA,NA,"2008","10","-48.416667","-23.45",NA,NA,NA,NA,NA,NA
"270","2021-03-01 16:19:58-03","UNICAMP","UEC","120500","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Aona, LYS; Belinello, R; Oliveira, RP; Pansarin, ER; Mickeliunas, L","813","2001","08","04",NA,"Brazil",NA,NA,"Flores amarelas.","UEC083132","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Bahia","Seabra","Afloramento rochoso a 28 Km da cidade em direção a Ibotirama.","-41.7703018188477","-12.4186000823975","1100","1100","UEC083132",NA,NA,"57155","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-03-01 16:19:58-03","UNICAMP","UEC","39029","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Mendonça, RC; Ribeiro, M","514","1985","09","09",NA,"Brazil",NA,NA,"Brejo seco queimado em algums áreas. Erva flores amarelas com centro marrom; muito frequente.","UEC083126","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Chukr, NS","Distrito Federal","Brasília","Córrego Mato Grande afluente do Ribeirão Papuda.","-47.9296989440918","-15.7797002792358",NA,NA,"UEC083126",NA,NA,"70570","auto","1990","07",NA,NA,"18",NA,NA,NA,NA,NA
"272","2019-08-20 10:00:28-03","UNICAMP","UEC","17240","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Ratter, JA; Fonseca, SG; Fonseca, JF; Ribeiro, JF; Silva, JCS","R.3837A","1976","10","26",NA,"Brazil",NA,NA,NA,"UEC083123","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Chukr, NS","Distrito Federal","Brasília","Fazenda Água Limpa, (University of Brasilia field station)","-47.9296989440918","-15.7797002792358",NA,NA,"UEC083123",NA,NA,"70570","auto","1987","07",NA,NA,"02",NA,NA,NA,NA,NA
"273","2019-08-20 10:00:28-03","UNICAMP","UEC","184736","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Munhoz, CBR; Eugênio, CUO; et al.","7856",NA,NA,NA,NA,"Brazil",NA,NA,NA,"UEC106593","Liliopsida",NA,"(Klatt) Benth. & Hook.f.",NA,"Goiás","Alto Paraíso de Goiás","Parque nacional Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"UEC106593",NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-01 16:19:58-03","UNICAMP","UEC","42341","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Ratter, JA; Ribeiro, JF; Sano, SM; Silva, JA","R.4526","1980","10","09",NA,"Brazil",NA,NA,"Pollen bright yellow-green. Stigmas pole bronw-orange.","UEC083125","Liliopsida",NA,"(Klatt) Benth. & Hook.f.",NA,"Goiás","Alto Paraíso de Goiás","Veadeiros, 31 km.","-47.5099983215332","-14.1324996948242",NA,NA,"UEC083125",NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-03-01 16:19:58-03","UNICAMP","UEC","88634","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Assis, MC; et al.","370","1997","01","28",NA,"Brazil",NA,NA,"Tépalas internas: vináceas rajadas da parte mediana até a base. Flor amarela. Frequência alta.; Mata ciliar. Cerradão. Transição. Solo arenoso.","UEC083119","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Goiás","Minaçu","Estrada Minaçu - Usina, Subindo à esquerda, logo antes da guarita a mais ou menos 2 Km para baixo. Na Usina da Serra da Mesa.","-48.2200012207031","-13.5331001281738",NA,NA,"UEC083119",NA,NA,"54065","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-03-01 16:19:58-03","UNICAMP","UEC",NA,"S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Leitão Filho, HF; Martins, FR","5977","1977","09","18",NA,"Brazil",NA,NA,"Herbáceo. Flores alaranjadas com manchas mais escuras.; Campo rupestre.","UEC083111","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Alpinópolis","Próximo à barragem de Furnas.","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,"22010","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-03-01 16:19:58-03","UNICAMP","UEC","17244","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Leitão Filho, HF; Martins, FR","5977","1977","09","18",NA,"Brazil",NA,NA,"Herbáceo. Flores alaranjadas com manchas mais escuras.; Campo rupestre.","UEC083114","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Alpinópolis","Próximo à barragem de Furnas.","-46.3880996704102","-20.8635997772217",NA,NA,"UEC083114",NA,NA,"22010","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-08-20 10:00:28-03","UNICAMP","UEC","148391","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Caddah, MK; et al.","280","2008","11","04",NA,"Brazil",NA,NA,"Flores laranjadas","UEC083110","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Capitólio","Trilha para a cachoeira do Fecho","-46.0499992370605","-20.6152992248535",NA,NA,"UEC083110",NA,NA,"29474","auto","2008","11",NA,NA,NA,NA,NA,NA,NA,NA
"279","2021-03-01 16:19:58-03","UNICAMP","UEC","101994","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Kinoshita, LS; Hayashi, AH; Elias, SI","98/501","1998","10","07",NA,"Brazil",NA,NA,"Herbácea. Flores amarelas.; Em campo recém queimado.","UEC083140","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Carrancas","Entre Vargem Grande e Cachoeira da Fumaça","-44.6425018310547","-21.4874992370605",NA,NA,"UEC083140",NA,NA,"21143","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-03-01 16:19:58-03","UNICAMP","UEC","135100","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Kinoshita, LS; Belinello, R; Simões, AO; Endress, PK; Endress, ME","2000/01","2000","02","15",NA,"Brazil",NA,NA,"Terrestre. 30-60cm. Flores amarelas com detalhes em marrom.; Campo limpo.","UEC083124","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Carrancas","Estrada Carrancas-Itutinga, A cerca de 8 Km da entrada da cidade.","-44.6425018310547","-21.4874992370605",NA,NA,"UEC083124",NA,NA,"21143","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-03-01 16:19:58-03","UNICAMP","UEC","136016","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Simões, AO; Belinello, R; Singer, RB","590","1998","12","01",NA,"Brazil",NA,NA,"Erva. 20cm. Flores amarelo-alaranjadas com manchas marrons.; campo.","UEC083129","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Lovo, J","Minas Gerais","Carrancas","Serra do Moleque","-44.6425018310547","-21.4874992370605","1300","1300","UEC083129",NA,NA,"21143","auto","2006","02",NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-03-01 16:19:58-03","UNICAMP","UEC","136015","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Simões, AO; Singer, RB","282","1998","09","20",NA,"Brazil",NA,NA,"Erva. Cerca de 1m. Flores amarelo-douradas, com detalhes em marrom internamente.; Campo cerrado.","UEC083118","Liliopsida",NA,"(Klatt) Benth. & Hook.f.","Gil, ASB","Minas Gerais","Carrancas","Toca da Ponte","-44.6425018310547","-21.4874992370605",NA,NA,"UEC083118",NA,NA,"21143","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
